assay_id,assay_tissue,curated_by,description,src_id,variant_id,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
3295,,Intermediate,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,1,,14287,B,,,Cavia porcellus,10141.0,,
3296,,Intermediate,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,1,,1317,B,,,Cavia porcellus,10141.0,,
3297,,Intermediate,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,1,,15316,B,,,Cavia porcellus,10141.0,,
3298,Striatum,Intermediate,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,1,,16429,B,,,Cavia porcellus,10141.0,,
3299,Hippocampus,Intermediate,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,1,,14818,B,,,Cavia porcellus,10141.0,,
3300,,Intermediate,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,1,,15194,B,,,Cavia porcellus,10141.0,,
3301,,Intermediate,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,1,,15194,B,,,Cavia porcellus,10141.0,,
3302,Ileum,Intermediate,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,1,,13961,F,,,Cavia porcellus,10141.0,,
3303,,Autocuration,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,1,,5486,B,,,,,,
3304,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,1,,16209,B,,,,,,
3305,,Autocuration,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,1,,17085,B,,,,,,
3306,,Autocuration,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,1,,4199,B,,,,,,HeLa
3307,,Autocuration,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,1,,15146,B,,,,,,
3308,,Autocuration,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,1,,5213,B,,,,,,
3309,,Autocuration,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",1,,4829,B,,,,,,HeLa
3310,,Autocuration,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,1,,17358,B,,,,,,
3311,,Autocuration,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,1,,17358,B,,,,,,
3312,,Autocuration,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,1,,16946,B,,,,,,
3313,,Autocuration,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,1,,17358,B,,,,,,
3314,Cardiac atrium,Autocuration,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,1,,268,F,,,,,,
3315,Cardiac atrium,Autocuration,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,1,,268,F,,,,,,
3316,,Autocuration,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,1,,15086,B,,,,,,
3317,Hippocampus,Autocuration,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,1,,14875,B,,,,,,
3318,Hippocampus,Autocuration,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,1,,13267,B,,,Sus scrofa,9823.0,,
3319,,Autocuration,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,1,,13047,B,,,Oryctolagus cuniculus,9986.0,,
3320,,Expert,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,1,,1650,B,,,Rattus norvegicus,10116.0,,
3321,,Autocuration,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,1,,567,F,,,,,,
3322,,Autocuration,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,1,,17358,B,,,,,,
3323,,Autocuration,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,1,,188,B,,,,,,
3324,,Autocuration,lntrinsic activity relative to 5-HT receptor,1,,670,F,,,,,,
3325,,Autocuration,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,1,,204,F,,,,,,
3326,,Expert,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,1,,1946,F,,,,,,
3327,,Autocuration,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,1,,6398,F,,,,,,
3328,,Autocuration,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,1,,6398,F,,,,,,
3329,,Autocuration,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,1,,17358,F,,,,,,
3330,,Autocuration,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,1,,6398,F,,,,,,
3331,,Expert,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,1,,11752,B,,,,,,
3332,,Autocuration,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,1,,809,F,,,,,,
3333,,Expert,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,1,,14178,B,,,Rattus norvegicus,10116.0,,
3334,,Autocuration,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,1,,567,B,,,,,,
3335,,Autocuration,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,1,,1946,B,,,,,,
3336,,Autocuration,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,1,,1946,B,,,,,,
3337,,Expert,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,1,,13961,B,,,Rattus norvegicus,10116.0,,
3338,Striatum,Autocuration,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,1,,6238,B,,,,,,
3339,,Autocuration,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,1,,14290,B,,,,,,
3340,,Expert,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,1,,14290,B,,,,,,
3341,Striatum,Expert,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,1,,809,B,,,Rattus norvegicus,10116.0,,
3342,Striatum,Autocuration,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,1,,1578,B,,,,,,
3343,Striatum,Expert,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,1,,16709,B,,,,,,
3344,Striatum,Expert,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,1,,1946,B,,,,,,
3345,Striatum,Expert,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,1,,15253,B,,,,,,
3346,Striatum,Expert,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,1,,4535,B,,,,,,
3347,,Expert,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,1,,13961,B,,,,,,
3348,Brain,Autocuration,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,1,,17358,F,,,,,,
3349,,Autocuration,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,1,,15847,F,,,,,,
3350,,Autocuration,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,1,,15847,F,,,,,,
3351,,Autocuration,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,1,,670,F,,,,,,
3352,,Autocuration,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,1,,670,F,,,,,,
3353,,Autocuration,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,1,,1317,F,,,,,,
3354,,Expert,Binding affinity against rat 5-hydroxytryptamine 4 receptor,1,,12936,B,,,Rattus norvegicus,10116.0,,
3355,Striatum,Expert,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,1,,4535,B,,,,,,
3356,,Expert,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,1,,14424,F,,,Rattus norvegicus,10116.0,,
3357,,Expert,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,1,,14424,F,,,,,,
3358,,Expert,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,1,,14424,F,,,,,,
3359,,Expert,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,1,,14424,F,,,Rattus norvegicus,10116.0,,
3360,,Autocuration,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,1,,14424,F,,,,,,
3361,,Expert,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,1,,14424,F,,,,,,
3362,,Expert,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),1,,14424,F,,,,,,
3363,,Autocuration,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,1,,14424,F,,,,,,
3364,,Autocuration,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,1,,1980,F,,,Rattus norvegicus,10116.0,,
3365,,Autocuration,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,1,,4639,F,,,,,,
3366,,Autocuration,Tested for affinity towards 5-hydroxytryptamine 4 receptor,1,,17358,B,,,,,,
3367,,Autocuration,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,1,,17358,B,,,,,,
3368,,Autocuration,Compound was tested for 5-hydroxytryptamine 4 binding affinity,1,,17358,B,,,,,,
3369,,Autocuration,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,1,,1558,B,,,,,,
3370,,Autocuration,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,1,,17358,F,,,,,,
3371,,Autocuration,In vitro binding affinity towards 5-HT4 receptor was determined,1,,16117,B,,,,,,
3372,,Autocuration,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,1,,17358,F,,,,,,
3373,,Autocuration,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,1,,17358,F,,,,,,
3374,,Autocuration,Tested for selectivity for 5-hydroxytryptamine 4 receptor,1,,17358,B,,,,,,
3375,,Autocuration,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,1,,17358,B,,,,,,
3376,,Autocuration,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,1,,17358,B,,,,,,
3377,,Autocuration,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,1,,17358,B,,,,,,
3378,,Expert,Binding affinity against 5-Hydroxytryptamine 4 receptor,1,,1274,B,,,,,,
3379,,Autocuration,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,1,,10728,B,,,,,,
3380,,Autocuration,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,1,,11695,B,,,,,,
3381,,Autocuration,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,1,,11695,B,,,,,,
3382,,Autocuration,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,1,,12490,B,,,,,,
3383,,Autocuration,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,1,,11828,B,,,Rattus norvegicus,10116.0,,
3384,Hippocampus,Autocuration,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,1,,12253,B,,,,,,
3385,,Autocuration,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,1,,10561,B,,,,,,
3386,,Autocuration,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,1,,10561,B,,,,,,
3387,,Autocuration,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,1,,14432,F,,,,,,
3388,,Autocuration,Binding affinity against rat 5-hydroxytryptamine 3 receptor,1,,12936,B,,,Rattus norvegicus,10116.0,,
3389,,Autocuration,Binding affinity against 5-Hydroxytryptamine 3 receptor,1,,1274,B,,,Rattus norvegicus,10116.0,,
3390,,Autocuration,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,1,,1980,B,,,,,,
3391,,Autocuration,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,1,,670,B,,,,,,
3392,,Autocuration,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,1,,968,B,,,Rattus norvegicus,10116.0,,
3393,,Autocuration,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,1,,14287,B,,,,,,
3394,,Autocuration,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,1,,567,B,,,,,,
3395,,Autocuration,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,1,,13267,B,,,,,,
3396,,Autocuration,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,1,,14826,B,,,,,,
3397,,Autocuration,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,1,,15194,B,,,,,,
3398,,Autocuration,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,1,,15194,B,,,,,,
3399,,Autocuration,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,1,,10394,B,,,Rattus norvegicus,10116.0,,
3400,,Expert,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",1,,13657,B,,,,,,
3401,Brain,Autocuration,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,1,,1879,F,,,,,,
3402,,Autocuration,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,1,,1879,F,,,,,,
3403,,Autocuration,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,1,,1879,F,,,,,,
3404,,Autocuration,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,1,,204,F,In vivo,,,,,
3405,,Autocuration,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,1,,1879,B,,,,,,
3406,,Autocuration,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,1,,1879,B,,,,,,
3407,,Autocuration,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,1,,1879,B,,,,,,
3408,,Autocuration,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,1,,1879,B,,,,,,
3409,,Autocuration,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",1,,10641,B,,,,,,
3410,,Autocuration,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,1,,773,B,,,,,,
3411,,Autocuration,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,1,,11952,B,,,,,,
3412,,Autocuration,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,1,,14145,F,,,Rattus norvegicus,10116.0,,
3413,,Expert,Binding affinity towards 5-hydroxytryptamine 3 receptor,1,,17066,B,,,,,,
3414,,Autocuration,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,1,,6398,B,,,,,,
3415,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,1,,10321,B,,,,,,
3416,,Autocuration,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,1,,511,F,,,,,,
3417,,Autocuration,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,1,,4639,B,,,,,,
3418,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor,1,,4639,B,,,,,,
3419,,Autocuration,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3420,,Autocuration,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3421,,Autocuration,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3422,,Autocuration,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,1,,1558,B,,,,,,
3423,,Autocuration,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,1,,268,F,,,,,,
3424,,Autocuration,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,1,,2474,B,,,,,,
3425,,Autocuration,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,1,,5067,F,,,,,,
3426,,Autocuration,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,1,,5067,F,,,,,,
3427,,Autocuration,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,1,,5067,F,,,,,,
3428,,Autocuration,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,1,,5067,B,,,,,,
3429,,Autocuration,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,1,,5067,F,,,,,,
3430,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,1,,5067,F,,,,,,
3431,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,1,,5067,F,,,,,,
3432,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,1,,5067,B,,,,,,
3433,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,1,,5067,B,,,,,,
3434,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,1,,5067,F,,,,,,
3435,,Autocuration,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,1,,5067,B,,,,,,
3436,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor,1,,5067,B,,,,,,
3437,,Autocuration,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,1,,14331,B,,,,,,
3438,,Autocuration,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,1,,5067,B,,,,,,
3439,,Autocuration,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,1,,6179,B,,,,,,NG108-15
3440,,Autocuration,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,1,,4265,B,,,,,,
3441,,Autocuration,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,1,,4265,B,,,,,,NG108-15
3442,,Autocuration,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,1,,17358,B,,,,,,
3443,,Autocuration,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,1,,17358,B,,,,,,
3444,,Autocuration,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,1,,13628,B,In vitro,,,,,
3445,,Autocuration,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,1,,4612,B,,,,,,
3446,,Autocuration,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,1,,17358,F,,,,,,
3447,,Autocuration,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3448,,Autocuration,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3449,,Autocuration,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,1,,4639,F,,,Cavia porcellus,10141.0,,
3450,,Autocuration,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,1,,4639,F,,,Cavia porcellus,10141.0,,
3451,,Autocuration,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,1,,511,B,,,,,,
3452,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor,1,,1479,B,,,,,,
3453,,Autocuration,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,1,,1317,B,,,,,,
3454,,Autocuration,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,1,,12146,B,,,,,,
3455,,Autocuration,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,1,,12146,B,,,,,,
3456,,Autocuration,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,1,,13969,B,,,,,,
3457,,Expert,Binding affinity for 5-hydroxytryptamine 2C receptor,1,,13392,B,,,,,,
3458,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor,1,,13392,B,,,,,,
3459,,Autocuration,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,1,,14159,B,,,,,,
3460,,Autocuration,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,1,,1558,B,,,,,,
3461,,Autocuration,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,1,,16655,B,,,,,,
3462,,Autocuration,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,1,,13020,B,,,,,,
3463,,Autocuration,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,1,,13021,B,,,,,,
3464,,Autocuration,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,1,,13020,B,,,,,,
3465,,Autocuration,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,1,,10321,B,,,,,,
3466,,Autocuration,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,1,,15818,B,,,,,,
3467,,Autocuration,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,1,,15818,B,,,,,,
3468,,Autocuration,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,1,,17358,B,,,,,,
3469,,Autocuration,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,1,,2222,B,,,,,,
3470,,Autocuration,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,1,,10322,B,,,,,,
3471,,Autocuration,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,1,,16117,B,,,,,,
3472,,Autocuration,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,1,,17200,B,,,,,,
3473,,Autocuration,Tested for 5-hydroxytryptamine 3 receptor agonist activity,1,,17358,F,,,,,,
3474,,Autocuration,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,1,,16700,B,,,,,,
3475,,Autocuration,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,1,,1980,B,,,,,,
3476,,Autocuration,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,1,,1980,B,,,,,,
3477,,Autocuration,Binding affinity against the 5-hydroxytryptamine 3 receptor,1,,12409,B,,,,,,
3478,,Autocuration,Binding affinity against human 5-hydroxytryptamine 3A receptor,1,,4365,B,,,,,,
3479,,Autocuration,Percent efficacy against 5-hydroxytryptamine 3A receptor,1,,4365,F,,,,,,
3480,,Autocuration,Binding affinity against human 5-hydroxytryptamine 3A receptor,1,,4365,B,,,,,,
3481,,Expert,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,1,,6769,F,,,Rattus norvegicus,10116.0,,Oocytes
3482,,Expert,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,1,,6769,F,,,Rattus norvegicus,10116.0,,Oocytes
