ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
12333,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",,CHEMBL626521,,1,1,,BAO_0000218,2046.0,
12334,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",,CHEMBL626522,,1,1,,BAO_0000218,2046.0,
12335,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",,CHEMBL626523,,1,1,,BAO_0000218,2046.0,
12336,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",,CHEMBL626524,,1,1,,BAO_0000218,2046.0,
12337,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",,CHEMBL626688,,1,1,,BAO_0000218,2046.0,
12338,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",,CHEMBL626689,,1,1,,BAO_0000218,2046.0,
12339,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",,CHEMBL626690,,1,1,,BAO_0000218,2046.0,
12340,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",,CHEMBL626691,,1,1,,BAO_0000218,2046.0,
12341,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 35-53",,CHEMBL627319,,1,1,,BAO_0000218,2046.0,
12342,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 5-12",,CHEMBL624052,,1,1,,BAO_0000218,2046.0,
12343,A,,10116.0,,50597,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 55-102",,CHEMBL624053,,1,1,,BAO_0000218,2046.0,
12344,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL624054,,1,1,,BAO_0000218,,
12345,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL624055,,1,1,,BAO_0000218,,
12346,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL624056,,1,1,,BAO_0000218,,
12347,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL624057,,1,1,,BAO_0000218,995.0,
12348,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622281,,1,1,,BAO_0000218,995.0,
12349,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622282,,1,1,,BAO_0000218,995.0,
12350,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622283,,1,1,,BAO_0000218,995.0,
12351,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622284,,1,1,,BAO_0000218,995.0,
12352,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622285,,1,1,,BAO_0000218,995.0,
12353,A,,10116.0,,50597,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,,CHEMBL622286,,1,1,,BAO_0000218,995.0,
12354,P,,,,22224,Autocuration,Distribution coefficient (D %) between octanol and buffer of pH 7.4,,CHEMBL622287,,0,1,,BAO_0000100,,
12355,A,,10090.0,,50594,Intermediate,Partition coefficient (logD7.4),,CHEMBL622288,,1,1,,BAO_0000218,,
12356,A,,10090.0,,50594,Intermediate,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",,CHEMBL622289,,1,1,,BAO_0000218,,
12357,A,,10090.0,,50594,Intermediate,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",,CHEMBL622290,,1,1,,BAO_0000218,955.0,
12358,A,,10090.0,,50594,Intermediate,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,,CHEMBL622291,,1,1,,BAO_0000218,,
12359,A,,10090.0,,50594,Intermediate,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,,CHEMBL622292,,1,1,,BAO_0000218,955.0,
12360,A,,10090.0,,50594,Intermediate,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",,CHEMBL622293,,1,1,,BAO_0000218,,
12361,A,,10090.0,,50594,Intermediate,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",,CHEMBL622294,,1,1,,BAO_0000218,955.0,
12362,A,,10090.0,,50594,Intermediate,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,,CHEMBL622295,,1,1,,BAO_0000218,,
12363,A,,10116.0,,50597,Intermediate,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,,CHEMBL622296,,1,1,,BAO_0000218,955.0,
12364,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,,CHEMBL874409,,1,1,,BAO_0000218,1969.0,
12365,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,,CHEMBL622297,,1,1,,BAO_0000218,1969.0,
12366,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,,CHEMBL622298,,1,1,,BAO_0000218,1969.0,
12367,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,,CHEMBL622299,,1,1,,BAO_0000218,1969.0,
12368,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,,CHEMBL622300,,1,1,,BAO_0000218,1969.0,
12369,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,,CHEMBL622301,,1,1,,BAO_0000218,1969.0,
12370,A,,10116.0,,50597,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,,CHEMBL622302,,1,1,,BAO_0000218,1969.0,
12371,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,,CHEMBL622303,,1,1,,BAO_0000218,1969.0,
12372,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,,CHEMBL622304,,1,1,,BAO_0000218,1969.0,
12373,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,,CHEMBL622305,,1,1,,BAO_0000218,1969.0,
12374,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,,CHEMBL622306,,1,1,,BAO_0000218,1969.0,
12375,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,,CHEMBL626864,,1,1,,BAO_0000218,1969.0,
12376,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,,CHEMBL626865,,1,1,,BAO_0000218,1969.0,
12377,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,,CHEMBL626866,,1,1,,BAO_0000218,1969.0,
12378,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,,CHEMBL626867,,1,1,,BAO_0000218,1969.0,
12379,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,,CHEMBL626868,,1,1,,BAO_0000218,1969.0,
12380,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,,CHEMBL626869,,1,1,,BAO_0000218,1969.0,
12381,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,,CHEMBL626870,,1,1,,BAO_0000218,1969.0,
12382,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,,CHEMBL626871,,1,1,,BAO_0000218,1969.0,
12383,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,,CHEMBL626872,,1,1,,BAO_0000218,1969.0,
12384,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,,CHEMBL632185,,1,1,,BAO_0000218,1969.0,
12385,A,,10116.0,,50597,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,,CHEMBL632186,,1,1,,BAO_0000218,1969.0,
12386,A,,,,22224,Autocuration,Amount of acetic acid produced by the compound,,CHEMBL629310,,0,1,,BAO_0000019,,
12387,A,,,,22224,Autocuration,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,,CHEMBL629311,,0,1,,BAO_0000019,,
12388,A,,10116.0,,50597,Intermediate,Log of (Cbrain/Cblood) in rats,,CHEMBL629312,,1,1,,BAO_0000218,,
12389,A,,,,22224,Autocuration,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),,CHEMBL629313,,0,1,,BAO_0000221,,
12390,A,,,,22224,Autocuration,Compound in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),,CHEMBL629314,,0,1,,BAO_0000221,,
12391,A,,,,22224,Autocuration,Compound in absence of MPM cell homogenate at pH 7 to isolate compound 4 (ng),,CHEMBL629315,,0,1,,BAO_0000221,,
12392,B,,,,22224,Autocuration,Compound in presence of MPM cells and in absence of inactivator at pH 8 to isolate compound 4 (ng),,CHEMBL629316,,0,1,,BAO_0000219,,
12393,A,,,,22224,Autocuration,Compound treated in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),,CHEMBL629317,,0,1,,BAO_0000221,,
12394,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 3 to isolate compound 4 (ng),,CHEMBL629318,,0,1,,BAO_0000019,,
12395,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 3.5 to isolate compound 4 (ng),,CHEMBL877497,,0,1,,BAO_0000019,,
12396,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 4 to isolate compound 4 (ng),,CHEMBL629319,,0,1,,BAO_0000019,,
12397,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),,CHEMBL629320,,0,1,,BAO_0000019,,
12398,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 5 to isolate compound 4 (ng),,CHEMBL629496,,0,1,,BAO_0000019,,
12399,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 5.5 to isolate compound 4 (ng),,CHEMBL629497,,0,1,,BAO_0000019,,
12400,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 6 to isolate compound 4 (ng),,CHEMBL629498,,0,1,,BAO_0000019,,
12401,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 6.5 to isolate compound 4 (ng),,CHEMBL629499,,0,1,,BAO_0000019,,
12402,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 7 to isolate compound 4 (ng),,CHEMBL629500,,0,1,,BAO_0000019,,
12403,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 7.5 to isolate compound 4 (ng),,CHEMBL629501,,0,1,,BAO_0000019,,
12404,A,,,,22224,Autocuration,Compound treated with MPM cell homogenate at pH 8 to isolate compound 4 (ng),,CHEMBL629502,,0,1,,BAO_0000019,,
12405,F,In vivo,,,22224,Autocuration,Compound was evaluated for its urinary recovery after oral administration (100 mg) to Beagle dogs,,CHEMBL629503,,0,1,,BAO_0000218,,
12406,A,,9615.0,,50588,Intermediate,Compound was evaluated for its urinary recovery after oral administration (200 mg) to Beagle dogs,,CHEMBL629504,,1,1,,BAO_0000218,,
12407,A,,,,22224,Autocuration,Compound was evaluated for the rate of degradation by Carboxypeptidase A.,,CHEMBL629505,,0,1,,BAO_0000019,,
12408,A,,,,22224,Autocuration,Compound was evaluated for total body clearance,,CHEMBL629506,,0,1,,BAO_0000019,,
12409,A,,,,22224,Autocuration,Compound was evaluated for volume of distribution at steady state,,CHEMBL629507,,0,1,,BAO_0000019,,
12410,A,,,,22224,Autocuration,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant KOH- was reported.,,CHEMBL877498,,0,1,,BAO_0000019,,
12411,A,,,,22224,Autocuration,Percentage of the diamine which is monoprotonated at pH 7.4,,CHEMBL629508,,0,1,,BAO_0000019,,
12412,A,,,,22224,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells,,CHEMBL629509,,0,1,,BAO_0000019,,
12413,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,,CHEMBL629510,,1,1,,BAO_0000218,178.0,
12414,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,,CHEMBL629511,,1,1,,BAO_0000218,178.0,
12415,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,,CHEMBL629512,,1,1,,BAO_0000218,178.0,
12416,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,,CHEMBL629513,,1,1,,BAO_0000218,178.0,
12417,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,,CHEMBL629514,,1,1,,BAO_0000218,178.0,
12418,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,,CHEMBL628447,,1,1,,BAO_0000218,178.0,
12419,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,,CHEMBL628448,,1,1,,BAO_0000218,178.0,
12420,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,,CHEMBL628449,,1,1,,BAO_0000218,178.0,
12421,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,,CHEMBL631119,,1,1,,BAO_0000218,178.0,
12422,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,,CHEMBL631120,,1,1,,BAO_0000218,178.0,
12423,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,,CHEMBL631121,,1,1,,BAO_0000218,178.0,
12424,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 min,,CHEMBL874458,,1,1,,BAO_0000218,178.0,
12425,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,,CHEMBL631122,,1,1,,BAO_0000218,178.0,
12426,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,,CHEMBL631123,,1,1,,BAO_0000218,178.0,
12427,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,,CHEMBL631124,,1,1,,BAO_0000218,178.0,
12428,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,,CHEMBL631125,,1,1,,BAO_0000218,178.0,
12429,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,,CHEMBL631290,,1,1,,BAO_0000218,178.0,
12430,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,,CHEMBL631291,,1,1,,BAO_0000218,178.0,
12431,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 3 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,,CHEMBL631292,,1,1,,BAO_0000218,178.0,
12432,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,,CHEMBL631293,,1,1,,BAO_0000218,178.0,
12433,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,,CHEMBL631294,,1,1,,BAO_0000218,178.0,
12434,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,,CHEMBL631295,,1,1,,BAO_0000218,178.0,
12435,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,,CHEMBL631296,,1,1,,BAO_0000218,178.0,
12436,A,,10116.0,,50597,Intermediate,Amount of compound present in blood of rat 4 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,,CHEMBL631297,,1,1,,BAO_0000218,178.0,
12437,A,,,,22224,Autocuration,Maximum biodistribution (Bmax) was determined.,,CHEMBL631298,,0,1,,BAO_0000218,,
12438,A,,10090.0,,50594,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 1.5625 (mg/kg) intravenous dose in 6 mice,,CHEMBL631299,,1,1,,BAO_0000218,,
12439,A,,10090.0,,50594,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 10 (mg/kg) intravenous dose in 6 mice,,CHEMBL631300,,1,1,,BAO_0000218,,
12440,A,,10090.0,,50594,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 3.125 (mg/kg) intravenous dose in 6 mice,,CHEMBL631301,,1,1,,BAO_0000218,,
12441,A,,10090.0,,50594,Intermediate,Mean difference between rectal temperature measured at time zero and rectal temperature measured at 10 min at 6.25 (mg/kg) intravenous dose in 6 mice,,CHEMBL630291,,1,1,,BAO_0000218,,
12442,A,,,,22224,Autocuration,Brain concentration after 0.25 hr at a dose of 10 mg/kg when administered intraperitoneally,,CHEMBL630292,,0,1,,BAO_0000218,,
12443,A,,,,22224,Autocuration,Brain concentration after 0.25 h at a dose of 10 mg/kg when administered intravenously,,CHEMBL630293,,0,1,,BAO_0000218,,
12444,A,,,,22224,Autocuration,Brain concentration after 0.5 h at a dose of 100 mg/kg when administered perorally,,CHEMBL630294,,0,1,,BAO_0000218,,
12445,A,,,,22224,Autocuration,Brain concentration after 0.5 h at a dose of 10 mg/kg when administered intraperitoneally,,CHEMBL630295,,0,1,,BAO_0000218,,
12446,A,,,,22224,Autocuration,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered intravenously,,CHEMBL630296,,0,1,,BAO_0000218,,
12447,A,,,,22224,Autocuration,Brain concentration after 0.5 hr at a dose of 10 mg/kg when administered perorally,,CHEMBL626782,,0,1,,BAO_0000218,,
12448,A,,,,22224,Autocuration,Brain concentration after 1 hr at a dose of 100 mg/kg when administered perorally,,CHEMBL626783,,0,1,,BAO_0000218,,
12449,A,,,,22224,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intraperitoneally,,CHEMBL626784,,0,1,,BAO_0000218,,
12450,A,,,,22224,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered intravenously,,CHEMBL626785,,0,1,,BAO_0000218,,
12451,A,,,,22224,Autocuration,Brain concentration after 1 hr at a dose of 10 mg/kg when administered perorally,,CHEMBL626786,,0,1,,BAO_0000218,,
12452,A,,,,22224,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,CHEMBL626787,,0,1,,BAO_0000218,,
12453,A,,,,22224,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr; ND means not determined,,CHEMBL626788,,0,1,,BAO_0000218,,
12454,A,,,,22224,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,,CHEMBL625927,,0,1,,BAO_0000218,,
12455,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL625928,,1,1,,BAO_0000218,178.0,
12456,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL625929,,1,1,,BAO_0000218,178.0,
12457,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected.,,CHEMBL625930,,1,1,,BAO_0000218,178.0,
12458,A,,10116.0,,50597,Intermediate,"Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound, Compound was found to be in trace amount.",,CHEMBL625931,,1,1,,BAO_0000218,178.0,
12459,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound; ND is Not Detected.,,CHEMBL627230,,1,1,,BAO_0000218,178.0,
12460,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627231,,1,1,,BAO_0000218,178.0,
12461,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL627232,,1,1,,BAO_0000218,178.0,
12462,A,,10116.0,,50597,Intermediate,Concentration 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected.,,CHEMBL627233,,1,1,,BAO_0000218,178.0,
12463,A,,10116.0,,50597,Intermediate,Concentration 5a detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL875470,,1,1,,BAO_0000218,178.0,
12464,A,,10116.0,,50597,Intermediate,Concentration 5a detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627234,,1,1,,BAO_0000218,178.0,
12465,A,,10116.0,,50597,Intermediate,Concentration 5b detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627235,,1,1,,BAO_0000218,178.0,
12466,A,,10116.0,,50597,Intermediate,Concentration 5b detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627236,,1,1,,BAO_0000218,178.0,
12467,A,,10116.0,,50597,Intermediate,Concentration 5c detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627237,,1,1,,BAO_0000218,178.0,
12468,A,,10116.0,,50597,Intermediate,Concentration 5c detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627238,,1,1,,BAO_0000218,178.0,
12469,A,,10116.0,,50597,Intermediate,Concentration 5d detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627239,,1,1,,BAO_0000218,178.0,
12470,A,,10116.0,,50597,Intermediate,Concentration 5d detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627240,,1,1,,BAO_0000218,178.0,
12471,A,,10116.0,,50597,Intermediate,Concentration 5e detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627241,,1,1,,BAO_0000218,178.0,
12472,A,,10116.0,,50597,Intermediate,Concentration 5e detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627242,,1,1,,BAO_0000218,178.0,
12473,A,,10116.0,,50597,Intermediate,Concentration 5f detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound; ND is Not Detected,,CHEMBL627243,,1,1,,BAO_0000218,178.0,
12474,A,,10116.0,,50597,Intermediate,Concentration 5f detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL627244,,1,1,,BAO_0000218,178.0,
12475,A,,10116.0,,50597,Intermediate,Concentration 6a detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627245,,1,1,,BAO_0000218,178.0,
12476,A,,10116.0,,50597,Intermediate,Concentration 6a detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627246,,1,1,,BAO_0000218,178.0,
12477,A,,10116.0,,50597,Intermediate,Concentration 6c detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627247,,1,1,,BAO_0000218,178.0,
12478,A,,10116.0,,50597,Intermediate,Concentration 6c detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627248,,1,1,,BAO_0000218,178.0,
12479,A,,10116.0,,50597,Intermediate,Concentration 6d detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL627249,,1,1,,BAO_0000218,178.0,
12480,A,,10116.0,,50597,Intermediate,Concentration 6d detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL625569,,1,1,,BAO_0000218,178.0,
12481,A,,10116.0,,50597,Intermediate,Concentration 6e detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL625570,,1,1,,BAO_0000218,178.0,
