ss_d,ss_rgnsm,b_frmt,tss_d,vrnt_d,cnfdnc_scr,ss_tss,chmbl_d,ss_ctgr,crtd_b,ss_tst_tp,dc_d,src_ss_d,rltnshp_tp,td,src_d,ss_strn,ss_cll_tp,ss_sbclllr_frctn,cll_d
12126,Rattus norvegicus,BAO_0000218,2106.0,,1,Spleen,CHEMBL627208,,Intermediate,In vivo,10911,,N,50597,1,,,,
12127,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL627209,,Intermediate,In vivo,10911,,N,50597,1,,,,
12128,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL627210,,Intermediate,In vivo,10911,,N,50597,1,,,,
12129,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL627211,,Intermediate,In vivo,10911,,N,50597,1,,,,
12130,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL627212,,Intermediate,In vivo,10911,,N,50597,1,,,,
12131,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL627213,,Intermediate,In vivo,10911,,N,50597,1,,,,
12132,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL626599,,Intermediate,In vivo,10911,,N,50597,1,,,,
12133,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL626600,,Intermediate,In vivo,10911,,N,50597,1,,,,
12134,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL626601,,Intermediate,In vivo,10911,,N,50597,1,,,,
12135,,BAO_0000019,,,0,,CHEMBL627484,,Autocuration,,8081,,U,22224,1,,,,
12136,Macaca fascicularis,BAO_0000218,1969.0,,1,Plasma,CHEMBL627485,,Intermediate,,17248,,N,100710,1,,,,
12137,Macaca fascicularis,BAO_0000218,1969.0,,1,Plasma,CHEMBL628147,,Intermediate,,17248,,N,100710,1,,,,
12138,Macaca fascicularis,BAO_0000218,1969.0,,1,Plasma,CHEMBL628148,,Intermediate,,17248,,N,100710,1,,,,
12139,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL628149,,Intermediate,,17248,,N,50588,1,,,,
12140,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL628150,,Intermediate,,17248,,N,50588,1,,,,
12141,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL628318,,Intermediate,,17248,,N,50588,1,,,,
12142,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL628319,,Intermediate,,17248,,N,50588,1,,,,
12143,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL875609,,Intermediate,,15592,,N,50588,1,,,,
12144,,BAO_0000019,,,0,,CHEMBL628320,,Autocuration,,7040,,U,22224,1,,,,
12145,,BAO_0000019,,,0,,CHEMBL628321,,Autocuration,,7040,,U,22224,1,,,,
12146,,BAO_0000019,,,0,,CHEMBL628322,,Autocuration,,7040,,U,22224,1,,,,
12147,,BAO_0000019,,,0,,CHEMBL628323,,Autocuration,,7040,,U,22224,1,,,,
12148,,BAO_0000019,,,0,,CHEMBL628324,,Autocuration,,7040,,U,22224,1,,,,
12149,,BAO_0000019,,,0,,CHEMBL628325,,Autocuration,,7040,,U,22224,1,,,,
12150,,BAO_0000019,,,0,,CHEMBL628326,,Autocuration,,7040,,U,22224,1,,,,
12151,Canis lupus familiaris,BAO_0000218,1236.0,,1,Adrenal medulla,CHEMBL628327,,Intermediate,,9614,,N,50588,1,,,,
12152,Canis lupus familiaris,BAO_0000218,1236.0,,1,Adrenal medulla,CHEMBL628328,,Intermediate,,9614,,N,50588,1,,,,
12153,Canis lupus familiaris,BAO_0000218,178.0,,1,Blood,CHEMBL628329,,Intermediate,,9614,,N,50588,1,,,,
12154,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628330,,Intermediate,,8608,,N,50597,1,,,,
12155,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628331,,Intermediate,,8608,,N,50597,1,,,,
12156,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628332,,Intermediate,,8608,,N,50597,1,,,,
12157,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628333,,Intermediate,,8608,,N,50597,1,,,,
12158,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628334,,Intermediate,,8608,,N,50597,1,,,,
12159,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628335,,Intermediate,,8608,,N,50597,1,,,,
12160,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628336,,Intermediate,,8608,,N,50597,1,,,,
12161,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628337,,Intermediate,,8608,,N,50597,1,,,,
12162,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628338,,Intermediate,,8608,,N,50597,1,,,,
12163,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL875610,,Intermediate,,8608,,N,50597,1,,,,
12164,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628339,,Intermediate,,8608,,N,50597,1,,,,
12165,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628340,,Intermediate,,8608,,N,50597,1,,,,
12166,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL628341,,Intermediate,,8608,,N,50597,1,,,,
12167,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622214,,Intermediate,,8608,,N,50597,1,,,,
12168,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL623167,,Intermediate,,8608,,N,50597,1,,,,
12169,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL623168,,Intermediate,,8608,,N,50597,1,,,,
12170,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL623169,,Intermediate,,8608,,N,50597,1,,,,
12171,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL623170,,Intermediate,,8608,,N,50597,1,,,,
12172,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL627224,,Intermediate,,8608,,N,50597,1,,,,
12173,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL875634,,Intermediate,,8608,,N,50597,1,,,,
12174,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL627225,,Intermediate,,8608,,N,50597,1,,,,
12175,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL627226,,Intermediate,,8608,,N,50597,1,,,,
12176,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626083,,Intermediate,,8608,,N,50597,1,,,,
12177,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626084,,Intermediate,,8608,,N,50597,1,,,,
12178,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626085,,Intermediate,,8608,,N,50597,1,,,,
12179,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626086,,Intermediate,,8608,,N,50597,1,,,,
12180,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626087,,Intermediate,,8608,,N,50597,1,,,,
12181,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626088,,Intermediate,,8608,,N,50597,1,,,,
12182,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626089,,Intermediate,,8608,,N,50597,1,,,,
12183,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626090,,Intermediate,,8608,,N,50597,1,,,,
12184,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626091,,Intermediate,,8608,,N,50597,1,,,,
12185,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626092,,Intermediate,,8608,,N,50597,1,,,,
12186,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626093,,Intermediate,,8608,,N,50597,1,,,,
12187,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626094,,Intermediate,,8608,,N,50597,1,,,,
12188,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626095,,Intermediate,,8608,,N,50597,1,,,,
12189,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL626096,,Intermediate,,8608,,N,50597,1,,,,
12190,Simiiformes,BAO_0000218,,,0,,CHEMBL626097,,Autocuration,,15604,,U,22224,1,,,,
12191,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL626098,,Intermediate,,15604,,N,50597,1,,,,
12192,,BAO_0000218,1969.0,,0,Plasma,CHEMBL626099,,Autocuration,,1806,,U,22224,1,,,,
12193,,BAO_0000218,1969.0,,0,Plasma,CHEMBL626100,,Autocuration,,1806,,U,22224,1,,,,
12194,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL626101,,Intermediate,,17237,,N,50588,1,,,,
12195,Cavia porcellus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626102,,Intermediate,,17237,,N,50512,1,,,,
12196,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL626103,,Intermediate,,17237,,N,50588,1,,,,
12197,Cavia porcellus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628391,,Intermediate,,17237,,N,50512,1,,,,
12198,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628392,,Intermediate,,15194,,N,50597,1,,,,
12199,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628393,,Intermediate,,15194,,N,50597,1,,,,
12200,,BAO_0000019,178.0,,0,Blood,CHEMBL628394,,Autocuration,,8787,,U,22224,1,,,,
12201,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL628395,,Intermediate,,17025,,N,50588,1,,,,
12202,Simiiformes,BAO_0000218,,,0,,CHEMBL628396,,Autocuration,,17025,,U,22224,1,,,,
12203,Oryctolagus cuniculus,BAO_0000218,,,1,,CHEMBL628397,,Intermediate,,17025,,N,50592,1,,,,
12204,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628398,,Intermediate,,17025,,N,50597,1,,,,
12205,Macaca mulatta,BAO_0000218,,,1,,CHEMBL628399,,Intermediate,,4236,,N,50797,1,,,,
12206,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL628400,,Intermediate,,15343,,N,50588,1,,,,
12207,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL874907,,Intermediate,,15343,,N,50597,1,,,,
12208,,BAO_0000019,,,0,,CHEMBL628401,,Autocuration,,17720,,U,22224,1,,,,
12209,Simiiformes,BAO_0000218,1969.0,,0,Plasma,CHEMBL628402,,Autocuration,,17788,,U,22224,1,,,,
12210,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628403,,Intermediate,,17788,,N,50597,1,,,,
12211,,BAO_0000019,,,0,,CHEMBL628404,,Autocuration,,8778,,U,22224,1,,,,
12212,,BAO_0000019,,,0,,CHEMBL628405,,Autocuration,,8778,,U,22224,1,,,,
12213,,BAO_0000019,,,0,,CHEMBL628406,,Autocuration,,8778,,U,22224,1,,,,
12214,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628407,,Intermediate,,2249,,N,50597,1,,,,
12215,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL628408,,Intermediate,,8881,,N,50597,1,,,,
12216,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL629171,,Intermediate,,8881,,N,50597,1,,,,
12217,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL629172,,Intermediate,,8881,,N,50597,1,,,,
12218,Rattus norvegicus,BAO_0000218,1088.0,,1,Urine,CHEMBL629173,,Intermediate,,8881,,N,50597,1,,,,
12219,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629174,,Intermediate,,15286,,N,50597,1,,,,
12220,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629175,,Intermediate,,15286,,N,50597,1,,,,
12221,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629176,,Intermediate,,15286,,N,50597,1,,,,
12222,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629177,,Intermediate,,15286,,N,50597,1,,,,
12223,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629178,,Intermediate,,15286,,N,50597,1,,,,
12224,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631869,,Intermediate,,15286,,N,50597,1,,,,
12225,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631870,,Intermediate,,15286,,N,50597,1,,,,
12226,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631871,,Intermediate,,15286,,N,50597,1,,,,
12227,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631872,,Intermediate,,15286,,N,50597,1,,,,
12228,,BAO_0000221,2116.0,,0,Ileum,CHEMBL875775,,Autocuration,,15286,,U,22224,1,,,,
12229,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631873,,Intermediate,,15286,,N,50597,1,,,,
12230,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631874,,Intermediate,,15286,,N,50597,1,,,,
12231,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631875,,Intermediate,,15286,,N,50597,1,,,,
12232,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631876,,Intermediate,,15286,,N,50597,1,,,,
12233,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631877,,Intermediate,,15286,,N,50597,1,,,,
12234,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631878,,Intermediate,,15286,,N,50597,1,,,,
12235,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631879,,Intermediate,,15286,,N,50597,1,,,,
12236,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631880,,Intermediate,,15286,,N,50597,1,,,,
12237,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631881,,Intermediate,,15286,,N,50597,1,,,,
12238,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL631882,,Intermediate,,13770,,N,50597,1,,,,
12239,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630749,,Intermediate,,13770,,N,50597,1,,,,
12240,Homo sapiens,BAO_0000218,,,1,,CHEMBL630750,,Intermediate,,5202,,N,50587,1,,,,
12241,Homo sapiens,BAO_0000218,,,1,,CHEMBL630253,,Intermediate,,14920,,N,50587,1,,,,
12242,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL630254,,Intermediate,,14103,,N,50597,1,,,,
12243,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL630255,,Intermediate,,14103,,N,50597,1,,,,
12244,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL630256,,Intermediate,,14103,,N,50597,1,,,,
12245,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL875781,,Intermediate,In vivo,13751,,N,50597,1,,,,
12246,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL630257,,Intermediate,In vivo,13751,,N,50597,1,,,,
12247,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL630258,,Intermediate,In vivo,13751,,N,50597,1,,,,
12248,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630259,,Intermediate,,15807,,N,50597,1,,,,
12249,Rattus norvegicus,BAO_0000218,2435.0,,1,Striatum,CHEMBL630260,,Intermediate,,15807,,N,50597,1,,,,
12250,Rattus norvegicus,BAO_0000218,2435.0,,1,Striatum,CHEMBL630261,,Intermediate,,15807,,N,50597,1,,,,
12251,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630262,,Intermediate,,14950,,N,50597,1,,,,
12252,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630263,,Intermediate,,14950,,N,50597,1,,,,
12253,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630264,,Intermediate,,14950,,N,50597,1,,,,
12254,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630265,,Intermediate,,14950,,N,50597,1,,,,
12255,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630266,,Intermediate,,14950,,N,50597,1,,,,
12256,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL630267,,Intermediate,,14950,,N,50597,1,,,,
12257,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL630268,,Intermediate,,14950,,N,50597,1,,,,
12258,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630269,,Intermediate,,14950,,N,50597,1,,,,
12259,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630270,,Intermediate,,14950,,N,50597,1,,,,
12260,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL630141,,Intermediate,,14950,,N,50597,1,,,,
12261,Rattus norvegicus,BAO_0000218,2048.0,,1,Lung,CHEMBL630142,,Intermediate,,14950,,N,50597,1,,,,
12262,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL630143,,Intermediate,,14950,,N,50597,1,,,,
12263,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL630144,,Intermediate,,14950,,N,50597,1,,,,
12264,Rattus norvegicus,BAO_0000218,2367.0,,1,Prostate gland,CHEMBL630145,,Intermediate,,14950,,N,50597,1,,,,
12265,Rattus norvegicus,BAO_0000218,2367.0,,1,Prostate gland,CHEMBL630146,,Intermediate,,14950,,N,50597,1,,,,
12266,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630147,,Intermediate,,14950,,N,50597,1,,,,
12267,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630148,,Intermediate,,14950,,N,50597,1,,,,
12268,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL630149,,Intermediate,,14950,,N,50597,1,,,,
12269,Rattus norvegicus,BAO_0000218,2106.0,,1,Spleen,CHEMBL630150,,Intermediate,,14950,,N,50597,1,,,,
12270,Rattus norvegicus,BAO_0000218,2106.0,,1,Spleen,CHEMBL630151,,Intermediate,,14950,,N,50597,1,,,,
12271,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL632031,,Intermediate,,14950,,N,50597,1,,,,
12272,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL632032,,Intermediate,,14950,,N,50597,1,,,,
12273,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632033,,Intermediate,,14950,,N,50597,1,,,,
12274,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632034,,Intermediate,,14950,,N,50597,1,,,,
12275,Rattus norvegicus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL632035,,Intermediate,,14950,,N,50597,1,,,,
12276,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL632036,,Intermediate,,14950,,N,50597,1,,,,
12277,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL632037,,Intermediate,,14950,,N,50597,1,,,,
12278,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL632038,,Intermediate,,8631,,N,50597,1,,,,
12279,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL632039,,Intermediate,,8631,,N,50597,1,,,,
12280,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL632040,,Intermediate,,8631,,N,50597,1,,,,
12281,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL632041,,Intermediate,,8631,,N,50597,1,,,,
12282,Canis lupus familiaris,BAO_0000218,178.0,,1,Blood,CHEMBL632042,,Intermediate,,9614,,N,50588,1,,,,
12283,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL632043,,Intermediate,,9614,,N,50588,1,,,,
12284,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL632044,,Intermediate,,9614,,N,50588,1,,,,
12285,Canis lupus familiaris,BAO_0000218,2107.0,,1,Liver,CHEMBL632045,,Intermediate,,9614,,N,50588,1,,,,
12286,Canis lupus familiaris,BAO_0000218,2107.0,,1,Liver,CHEMBL632046,,Intermediate,,9614,,N,50588,1,,,,
12287,Canis lupus familiaris,BAO_0000218,2048.0,,1,Lung,CHEMBL632047,,Intermediate,,9614,,N,50588,1,,,,
12288,Canis lupus familiaris,BAO_0000218,2048.0,,1,Lung,CHEMBL632048,,Intermediate,,9614,,N,50588,1,,,,
12289,Canis lupus familiaris,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL632049,,Intermediate,,9614,,N,50588,1,,,,
12290,Canis lupus familiaris,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL876418,,Intermediate,,9614,,N,50588,1,,,,
12291,Canis lupus familiaris,BAO_0000218,2106.0,,1,Spleen,CHEMBL632050,,Intermediate,,9614,,N,50588,1,,,,
12292,Canis lupus familiaris,BAO_0000218,2106.0,,1,Spleen,CHEMBL632051,,Intermediate,,9614,,N,50588,1,,,,
12293,,BAO_0000218,,,0,,CHEMBL632052,,Autocuration,,10353,,U,22224,1,,,,
12294,,BAO_0000218,,,0,,CHEMBL632053,,Autocuration,,10353,,U,22224,1,,,,
12295,,BAO_0000218,,,0,,CHEMBL632054,,Autocuration,,10353,,U,22224,1,,,,
12296,,BAO_0000218,,,0,,CHEMBL632055,,Autocuration,,10353,,U,22224,1,,,,
12297,,BAO_0000218,,,0,,CHEMBL631181,,Autocuration,,10353,,U,22224,1,,,,
12298,,BAO_0000218,,,0,,CHEMBL631182,,Autocuration,,9196,,U,22224,1,,,,
12299,,BAO_0000218,,,0,,CHEMBL631183,,Autocuration,,9196,,U,22224,1,,,,
12300,,BAO_0000218,,,0,,CHEMBL631184,,Autocuration,,9196,,U,22224,1,,,,
12301,,BAO_0000218,,,0,,CHEMBL629774,,Autocuration,,9196,,U,22224,1,,,,
12302,,BAO_0000218,,,0,,CHEMBL629775,,Autocuration,,9196,,U,22224,1,,,,
12303,,BAO_0000218,,,0,,CHEMBL876549,,Autocuration,,9196,,U,22224,1,,,,
12304,,BAO_0000218,,,0,,CHEMBL628172,,Autocuration,,9196,,U,22224,1,,,,
12305,,BAO_0000218,,,0,,CHEMBL628173,,Autocuration,,9196,,U,22224,1,,,,
12306,,BAO_0000218,,,0,,CHEMBL628174,,Autocuration,,9196,,U,22224,1,,,,
12307,,BAO_0000218,,,0,,CHEMBL628175,,Autocuration,,9196,,U,22224,1,,,,
12308,,BAO_0000218,,,0,,CHEMBL628176,,Autocuration,,9196,,U,22224,1,,,,
12309,,BAO_0000218,,,0,,CHEMBL628177,,Autocuration,,9196,,U,22224,1,,,,
12310,,BAO_0000218,,,0,,CHEMBL628178,,Autocuration,,9196,,U,22224,1,,,,
12311,,BAO_0000218,,,0,,CHEMBL628179,,Autocuration,,9196,,U,22224,1,,,,
12312,,BAO_0000218,,,0,,CHEMBL628180,,Autocuration,,9196,,U,22224,1,,,,
12313,,BAO_0000218,,,0,,CHEMBL628181,,Autocuration,,9196,,U,22224,1,,,,
12314,,BAO_0000218,,,0,,CHEMBL628182,,Autocuration,,9196,,U,22224,1,,,,
12315,,BAO_0000218,,,0,,CHEMBL628183,,Autocuration,,9196,,U,22224,1,,,,
12316,,BAO_0000218,,,0,,CHEMBL628184,,Autocuration,,9196,,U,22224,1,,,,
12317,,BAO_0000218,,,0,,CHEMBL628185,,Autocuration,,9196,,U,22224,1,,,,
12318,,BAO_0000218,,,0,,CHEMBL875617,,Autocuration,,9196,,U,22224,1,,,,
12319,,BAO_0000218,,,0,,CHEMBL628186,,Autocuration,,9196,,U,22224,1,,,,
12320,,BAO_0000218,,,0,,CHEMBL628187,,Autocuration,,9196,,U,22224,1,,,,
12321,,BAO_0000218,,,0,,CHEMBL628188,,Autocuration,,9196,,U,22224,1,,,,
12322,,BAO_0000218,,,0,,CHEMBL628189,,Autocuration,,9196,,U,22224,1,,,,
12323,,BAO_0000218,,,0,,CHEMBL628190,,Autocuration,,9196,,U,22224,1,,,,
12324,,BAO_0000218,,,0,,CHEMBL628191,,Autocuration,,9196,,U,22224,1,,,,
12325,,BAO_0000218,,,0,,CHEMBL626513,,Autocuration,,9196,,U,22224,1,,,,
12326,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626514,,Intermediate,,8608,,N,50597,1,,,,
12327,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626515,,Intermediate,,8608,,N,50597,1,,,,
12328,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626516,,Intermediate,,8608,,N,50597,1,,,,
12329,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626517,,Intermediate,,8608,,N,50597,1,,,,
12330,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626518,,Intermediate,,8608,,N,50597,1,,,,
12331,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626519,,Intermediate,,8608,,N,50597,1,,,,
12332,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626520,,Intermediate,,8608,,N,50597,1,,,,
12333,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626521,,Intermediate,,8608,,N,50597,1,,,,
12334,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626522,,Intermediate,,8608,,N,50597,1,,,,
12335,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626523,,Intermediate,,8608,,N,50597,1,,,,
12336,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626524,,Intermediate,,8608,,N,50597,1,,,,
12337,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626688,,Intermediate,,8608,,N,50597,1,,,,
12338,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626689,,Intermediate,,8608,,N,50597,1,,,,
12339,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626690,,Intermediate,,8608,,N,50597,1,,,,
12340,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL626691,,Intermediate,,8608,,N,50597,1,,,,
12341,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL627319,,Intermediate,,8608,,N,50597,1,,,,
12342,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL624052,,Intermediate,,8608,,N,50597,1,,,,
12343,Rattus norvegicus,BAO_0000218,2046.0,,1,Thyroid gland,CHEMBL624053,,Intermediate,,8608,,N,50597,1,,,,
12344,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624054,,Intermediate,,8085,,N,50597,1,,,,
12345,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624055,,Intermediate,,8085,,N,50597,1,,,,
12346,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624056,,Intermediate,,8085,,N,50597,1,,,,
12347,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL624057,,Intermediate,,8085,,N,50597,1,,,,
12348,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622281,,Intermediate,,8085,,N,50597,1,,,,
12349,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622282,,Intermediate,,8085,,N,50597,1,,,,
12350,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622283,,Intermediate,,8085,,N,50597,1,,,,
12351,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622284,,Intermediate,,8085,,N,50597,1,,,,
12352,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622285,,Intermediate,,8085,,N,50597,1,,,,
