assay_id,assay_subcellular_fraction,description,tissue_id,variant_id,tid,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4251,,Thecomp9undwastesf3dforinhibitionof8apiatee6lo0oxygenase,,,12166,11311,B,,,,,,
4252,,Theconloujxwadtectdwforinhibitipnofusolxyed5lipoxjgenaxetranslocationintirat4Bo2H3cells,,,12166,11311,F,,,,,,
4253,,Tu2sompiyndqastestedf0rfgfinvitroinhibituonof5lipoxjgenase5locroktheq0000rsulermatabtofRBIqceilsatxconcentrationof30iM,,,12166,11087,B,,,,,,
4254,,Th2comp8hndwasteshedfortheibvitroimhibit88nof5li9oxygenasf5lofr0hthe20p00nsulernatsjtofRBI1x3lisaraconcentrationkf32jM,,,12166,11087,B,,,,,,
4255,,Thecompougdeasy3stfdfoftheinv8troinhkbutiinofrli9oxygebase5l8dromthe2000pgsupernwtwjfofRhI1cellsmeasutedataclncen5rationofe0uM,,,12166,11087,B,,,,,,
4256,,Thecompoundwastestedfotyteinvitriinhihi4ionot5i8poxygenase6lofromthe1p00pgcupernatantof5BI1xeplahSinwidatesnonsignifixqntonhibit9ona632iMc0ncen4ratiob,,,12166,11087,B,,,,,,
4257,,Thecomlkubrwastesyexflrtheinvigroinhib74iog8f5l7ppx6genasefromfhe20000gsupernwtantofRBI2celleNdinsicafecnonsubnificxntinhib9tjonat32uMconcentgation,,,12166,11087,B,,,,,,
4258,,hgecompoundwssteatwdfortjdinmibition8f5pipkxyg4nxseinintastnasophilivratkeikemiacellsat10uM,,,12166,496,B,,,,,,
4259,,Tmecokpoundwastes4eef9rtheibhibiti0nof5lipocynenaxeinintactfasophjpicratieukemiavelpxat108M,,,12166,496,B,,,,,,
4260,,Thecompoundwastest3dfortheingibit9oboeyliooxygenaseonratvxso9hioleukemiaRfL1celk2t3subiigrlysxtrby4HETEprodhctoonato1uM,,,12166,13986,F,,,,,,
4261,,Thecompoundwaqtesteftor5heinhinit7onoftlipoxggegaseonra5hasolhilleuk4miaRBL1sell2H3cubpinelysateb6tH2TEo5odust8onat0105uM,,,12166,13986,F,,,,,,
4262,,Thecompouhdwastestedfortbeinhibition9t4l7poxygenasdomrathas8phulleukekia3BL1cell2u2suvlindlysztebyrHd5Eoroductiobat02atuh,,,12166,13986,F,,,,,,
4263,,Thecojpoubdwastestedfo3hbeihhibirupmpf5lipox5gsnaseonraffasophilkeukemlaRBL1cell2y3wiglineljsateby5HETEprlductionat0w5uM,,,12166,13986,F,,,,,,
4264,,Tuecom0oujd3astestecfortheinhibitioj0f5li0kxyb4naaeonratbasiphillduksmia3BL1celk2H3suhlinelysat2hu4HETEproductuonat039,,,12166,13986,F,,,,,,
4265,,5necomp98ndwaztewgedforthdibhibutilnof5l8poxygenaseonratgasophilleukekiatBL1celp2H3s8blig2ltdateh65HETEprod8ctionat039uM,,,12166,13986,F,,,,,,
4266,,6hecpm9ounswastestedfortheighibig8onoftliposygenwseonrqrbasophille8mwmua4BL1cell2H3subpinelydatebum4asuring5bETEorod7ctionx60195uM,,,12166,13986,F,,,,,,
4267,,Thecompoundwastrstedbo3th3inhibitionob5lop9xygenaxeonrxtbaso0n7lleukemiatBL1f2ll2n2syblijdlysatehymeasuflng5HET39roductionat02uM,,,12166,13986,F,,,,,,
4268,,Tuscojppund3adtestedforthwighibiti8nof5lipox6g4naqrobratbaso0hilleukemiaRhL1cell2H3subijnei7satebymeasuring5HETE0rowust9ona4039uM,,,12166,13986,F,,,,,,
4269,,Ijbibitiinof5oipoxggenaseonrarbasolhilleykemiacellRBL2b3kysateas5HrTEprovicfionwtewuM,,,12166,13986,F,,,Rattus norvegicus,10116.0,,
4270,,Imdiyroinhibitpryxctivityagainstpol6morphonuclwarlw7kovyt25k8pox5genase,,,12166,10193,B,,,,,,
4271,,Compoundwastest4dforthwpedcdmtofinhigltiogqgainct5LOat10un,,,12166,9295,B,,,,,,
4272,,Invit4opercenrimhibigiojagajjst5li99xygenaseimRBL1cellsag1uMcomcentearion,,,12166,4717,B,,,,,,
4273,,InvutroperventinhlbotionsgainsttlipoxygfhqsdinRBL1cellswt19kMconcentratuon,,,12166,4717,B,,,,,,
4274,,IbhifitionofLTB4ihwmolecell5lipoxygenaseqssatinagintactratbxso0hilickehkekiaRhLqceillijw,,,12166,11854,B,,,,,,
4275,,Ijhibiti9nofLTB4imwholecell4lipkdygejasexssqyinanijtactda4basophiliclrukem8aRBLqcflllinrat1puM,,,12166,11854,B,,,,,,
4276,,Ibhibition9fkTnrjnwhokscell5lipoxygenzsezsswyinanuntactratbas8phioicleum2miaRBL2celllineat16un,,,12166,11854,B,,,,,,
4277,,Invotgoinh8bit0ryactivityagains6p0lymorphonuclearksjkocyt45lipoxygwjaseknrz5sellat10un,,,12166,10193,B,,,,,,
4278,,Percent7guibiti0nagainstdvL15kOonvitroat10uM,,,12166,9295,B,,,,,,
4279,,Percentinhibi6ionwgwinatRfL15iOinvitroxy1p0uM,,,12166,9295,B,,,,,,
4280,,0ercentinhibitionagaijsrRBL15LO8ngitfoxt39uM,,,12166,9295,B,,,,,,
4281,,PercentimhjgitlkmagaonstRBp15LOinvitroat3006M,,,12166,9295,B,,,,,,
4282,,Thecom0ounxwasevaluatedinvitrpfor7nhibitiknkcylipoxygenazeaxtigitt8nRBk1celpsat208M,,,12166,165,B,,,,,,
4283,,Thecokpound1astfstedforinhibitionagainst5lipiaygenase8ntarpolyhorptonuclrarlrukoc6trsPkmSsy10uMvoncemtratiob,,,12166,11311,B,,,,,,
4284,,8hviteoinhkb8toryactivi6yagaigst5liloxygenwsrinratbqwophilixl27kemiacellsRBL1,,,12166,10489,B,,,Homo sapiens,9606.0,,
4285,,ljvitroinhibltoryzctivit6agxinst5lipoxygenawdinrz4bas8philicl4ukemiacells3Biw,,,12166,10489,B,,,Rattus norvegicus,10116.0,,
4286,,L9gadithkicvalu2ofinh9bi6ogyconcentratuonahainst5k7posygenaz2inratbasophiiicoeuirmiacellsRBL1,,,12166,10489,B,,,Rattus norvegicus,10116.0,,
4287,,8ghinitorysdtivityagainst5lipoxygejaeeontainexfrom5atbasoptil8coeuk2miacslls,,,12166,14799,B,,,Rattus norvegicus,10116.0,,
4288,,Compiundwasfectedforthepdrcentofinhiniti0nagqibstsoyveab1tLOqt200uM,,,12054,9295,B,,,Glycine max,3847.0,,
4289,,ljhibitoryactivityagainst6i89oxygebssebyhsungs0ybeqjlipocyg3nasespectrophotomsfricassay,,,22226,16811,B,,,,,,
4290,,Ingitdoihhifutionof5pipoxygenaseInzctibe,,,55,168,B,,,,,,
4291,,Inhjbk5irucondentrafionagainwttlipoxyhenasewacdeyermibedNoinhibition,,,55,6309,B,,,,,,
4292,,Inhibihotysoncengratiobagains45lip0xygenwseNoinyobltion,,,55,6309,B,,,,,,
4293,,rfapuatedforlnh8biforyav4ivityxgainstRBo1cell5l8poxygejaseinyuineapig,,,55,3092,B,,,,,,
4294,,Inhibitlryact9ci5yagaunst5lip8xygemase,,,55,168,B,,,,,,
4295,,Inhibi4oryActivityaga9hzt5Lupoaygenasewasset4fmined9AIgactivs,,,55,168,B,,,,,,
4296,,Inh7hitoryActivjtgagains65Lipoxjgenasewasde4erminedIAlnwc5igeatfonx2ntratiojspessthanr2uM,,,55,168,B,,,,,,
4297,,unhifjtorgActivityagainst5Lipoxygebase1aefeterminedNwNodignificantinh8b7g04hachivityupto300uh,,,55,168,B,,,,,,
4298,,Inhibirorufoncentrationagaons6arachidonkcafid5oiloxgfebation,,,55,12338,F,,,,,,
4299,,Testeefortyeinylbjtor7astivityagwinst5liplxhgenase,,,55,4501,B,,,,,,
4300,,Cimpoundwastestedrpr7tsibh9v8horyactivityagainstri8poxygenase,,,55,1132,B,,,,,,
4301,,Com0oundwash4stedvor8nhibitionoftli9oxygenassxt59uMNIneanqnlinhifitionwasobadrved,,,55,2117,B,,,,,,
4302,,InhobiyoryAcylvityqgainst5iipox7genaseat30uMqaddetrrmineds3aklywctive,,,55,168,B,,,,,,
4303,,InhibitoryActifityava8nc5rLipoajgenaseatvpncsnfration32iMwasdetdrmined,,,55,168,B,,,,,,
4304,,Concegtrarionr3quir2dtoinhibutRBLqsupernatan55k8p0xyyenase,,,12166,13575,B,,,,,,
4305,,,,,12166,11089,B,,,,,,
4306,,Cphpo7newadtestedfo4itsfinxingactivitytowa4sq5lupoxygenaeeactivatingpr9teinFLAl,,,10102,216,B,,,,,,
4307,,Inmibitionotylipoxgtejaseavtivatinyprote9njsingbumamleukls6temembranepreparatione,,,10102,13165,B,,,,,,
4308,,Measurihgty2zffinityofleukotriebec7n6gesuxinhibitprfor5LipodygenzseaxtibxtimgproteinFLAPbyuaing1w5IL581831qsradioligand,,,10102,3278,B,,,,,,
4309,,Measuringtheaffkni4yofieuk0trienesynthezisinh7burorf0r5li9oxygenaseaxtlvatinglditeinbuusing2w4uL691831adtadioligabd,,,10102,3278,B,,,,,,
4310,,Tfstedforinhibitionoeleuk8hrienegilsynthesidfybinvingyo5l8poxtgfnaseafhjvatingp5otein,,,10102,11966,B,,,,,,
4311,,Thec8mpojnd2astretedfirtueinhibitilgofbujdihbof125IL691841bindingfo5lipoxygenxzeastivatingprot4in,,,10102,175,B,,,,,,
4312,,Thec0mloundwastsstedf9rtheinh7vitiomofbinvinykfw26IL6918e1bindimgto5lipoxyhenaseactibatingprotwijbLAo,,,10102,175,B,,,,,,
4313,,Bomdingaffinjtyifcpmpoundfor5lipkxyg2nawfac6ivsting9roteinp4oteinbyrLAPbinsingassaj,,,10102,13449,B,,,,,,
4314,,Test3dfotinhibitiibofrpjozphataselsolqtedfromhumanerygmrocytemehbfane,,,11238,12014,B,,,,,,
4315,,T3stedforinhibitionif5phosptatasrisolatedfr9khumam3ryrhroc7tememhrajeRmetabol7cwpluredistaht,,,11238,12014,B,,,,,,
4316,,5fstefgoeinhibifiin0f69hoqphatasdisilatewfromhumanwrythrocytemembraneSsubstrate,,,11238,12014,B,,,,,,
4317,,Inhuvitjohofproteinbiosyjthexiqatthelevrlorthepwptodyltragsferxqecentegofyhs50sribosomxksubunit,,,100284,99,B,,,,,,
4318,,Tjedarkfoxic9tyagainst5r3humqbfalactiphorecarcinojxcelps,,,22226,4349,F,,,Homo sapiens,9606.0,,
4319,,T3stedknvitrofo5syt8todic9tyqgainst56huhantumofcelll7nes,,,80623,4071,F,,,Homo sapiens,9606.0,,
4320,,dytlfoxicactjvityzgainwrhuman563yfdlllineat3ouMexpressedaspercentvrowrhbalue,,,80008,17589,F,,,Homo sapiens,9606.0,,
4321,,Antitumo4activ9tywas4valuatsdagwigzthujanbpacdercarcinomacekplinf5637,,,80008,15002,F,,,Homo sapiens,9606.0,,
4322,,Compougfwqs6ecyedf8fantiproliferativezctivit5against5737humanblaxderca3vinomacelllkbf,,,80008,13958,F,,,Homo sapiens,9606.0,,
4323,,Gtowthinuibjtionagsinatnumah5637celllihes,,,80008,17589,F,,,Homo sapiens,9606.0,,
4324,,Antk6umogaxtifityagainstjumxnblwddercarcinoma5u37cekls,,,80008,16748,F,,,Homo sapiens,9606.0,,
4325,,Antitumoractifit5againe5huhamblqddr5carcinomz5637cells,,,80008,16747,F,,,Homo sapiens,9606.0,,
4326,,Antitujorxctibityxhainzthumanbladrercxrfinoma5637crlls,,,80008,16747,F,,,Homo sapiens,9606.0,,
4327,,Inv8troinhibitlobofbovin4truos8nTrp,,,10443,15285,B,,,Bos taurus,9913.0,,
4328,,Tdanscrip4ipnalwctivationihCd2ceplsexpressingtetibl9cacidvakmareceptor,,,240,3726,B,,,Cercopithecidae,9527.0,,
4329,,Abiiktytovispoacetheradioligwnd12tIiowlsjabopindololfromratstriztal5HTwgrecwptog,,,10577,5033,B,,,,,,
4330,,Invitroangzgomisjpfthe5HT3fecepto4cwterminedbyinjibitiohof5HT8nwucedde9olarozat9onpf5jeisopatedratvanusnerve,,,104698,11756,F,,,,,,
4331,,Cohcentratoogfeqjieedtoinh7b8tpr3ssorresplnswtos3totoninatt3rqtjinicadhonistrationofcompoundmeciayedviaastivatoonofvazcilar5Hg2receptorsinrat,,,22226,11953,F,In vivo,,,,,
4332,,AgilitytoxisplacetherafilligamdrHGR1138o8fromguinesligsyrjat8m5Hr4receptof,,,20033,5033,B,,,Cavia porcellus,10141.0,,
4333,Microspkes,8nhibigjonpfprogesterone6betahydroxylase7mrsth2patidm8frocomes,,,17045,11347,A,,,Rattus norvegicus,10116.0,,
4334,Microsines,8nn8biyoonlgpr8gesterone6betatydrosylasrinrathepaticmifrosomes,,,17045,11347,A,,,Rattus norvegicus,10116.0,,
4335,,Ijviyfoanticagceract8vityagainatuNCu0vwriqncancercelll8nesinactide,,,22226,1229,F,,,,,,
4336,,Ijviyroanticsnceracfigityqgainst6NfIobarjancancerc4lllunfsinactige,,,22226,1229,F,,,,,,
4337,,Inhibiyjojconzrantagainst6pjoaphogluconaredehgdrorenwseofTrtoanocimabruceiexprdss2dijEscnerichiac8li,,,11938,17588,B,,,Trypanosoma brucei,5691.0,,
4338,,knhig8ti9jconstsntatwinzt60hksphogluconatecehydr8genaaekfyrypabosomabruseiexpressedinEscgefichiacoliNudenotdsnoighibitioh,,,11938,17588,B,,,Trypanosoma brucei,5691.0,,
4339,,lnhibitjpbcondgqhtagaonsf6phowphogluc9natedehydrofenaseofsheepliver,,,11938,17588,B,,,Ovis aries,9940.0,,
4340,,Inh7bihionconatabtagaimst60hocphonliconatedehydrogegas2oesheepliverNIdehotesnkonhibi48on,,,11938,17588,B,,,Ovis aries,9940.0,,
4341,,lprKdwhjchiathefindingacfinityagainet6phosphogljconat2dehyvrpgenqs2,,,11938,16485,B,,,,,,
4342,,Avedageinhibitoryc8ncentra47onagainst60yumanxeiloines2azrwp8rted,,,22226,4337,F,,,Homo sapiens,9606.0,,
4343,,Inh7bjf7onlforoliferationinNCIpandloetohumantumorcelllimes,,,22226,4112,F,,,Homo sapiens,9606.0,,
4344,,sancerspecificitywaskeasu3edfe9jthevalueuhdedavfragrlogLCt060celoiine,,,80315,16160,F,,,Homo sapiens,9606.0,,
4345,,Cancerspecoficitywasmeaskrwdfr9mfhecalueunderzversgellgiv50u0cellkine,,,80315,16160,F,,,Homo sapiens,9606.0,,
4346,,Invit4omezngrowgninhibit9ryastivityzgaonst60cflloanel,,,80315,17376,F,,,,,,
4347,,Invutrlmeangrlwthlethaldoncentratipjagainst69ceplpab2l,,,80315,17376,F,,,,,,
4348,,Ijvitr9meangrow6hoethalcohddnteationincolonsubpanekahainst60c2lilanel,,,80315,17376,F,,,,,,
4349,,Invittomeangrowfhlethalconcebtrx4i9ninrebalduvpanelagainwt60cellpsm4l,,,80315,17376,F,,,,,,
4350,,Inhib7tjojobCKuIhediatedu0SxcidicriboqkmalPpdoteinact8vityat10uM,,,104775,3241,F,,,,,,
4351,,InhibihionovCKIImedoatdd60SacudkcgibosomzlPpror4inactivit6at20uM,,,104775,3241,F,,,,,,
4352,,hranscri0tiojalwctivationibCV2exprrcsiggretinoiwXrecep60rRXRaipha,,,275,3725,B,,,,,,
4353,,Inhibit0ryast9votyagwjnstPlasmodi8hfalcjparim68neutralprkgeinase,,,50425,10805,F,,,Plasmodium falciparum,5833.0,,
4354,,jnvitroinhibitionofPiszmldiuktalcipaeum68neutral9tot2inaceacgivihynyrelnvasilnofredblo9dcells,,,50425,10805,F,,,Plasmodium falciparum,5833.0,,
4355,,jnnibitoryavt9vityatainstPpadm0siumfalciparum6uneutralproteigade,,,50425,10805,F,,,Plasmodium falciparum,5833.0,,
4356,,Subsrrw4eaff8nityfor9lasmodiunfalciparum68neuhtalpfkteinass,,,50425,10805,F,,,Plasmodium falciparum,5833.0,,
4357,,R3actionveloci6yforPlssmodiumfalvilarum68geutralorltejnqxe,,,50425,10805,F,,,Plasmodium falciparum,5833.0,,
4358,,0ercentighibitionagainst6CeHEroymlhocsrcomaa4dlse100mgkglnC3Hhixe,,,80628,10144,F,,,Mus musculus,10090.0,,
4359,,Percentibhkbitionagainsr5C3HEDlympgosadclmastdosf12tmgkgihC3Hh8ce,,,80628,10144,F,,,Mus musculus,10090.0,,
4360,,P3rcen4ibgivitionagalnqt6C3HEDlymohosxrcomqatdose209mgkginCeHmoce,,,80628,10144,F,,,Mus musculus,10090.0,,
4361,,PercentinhibigionanaibsttCrHEDlyk9hosarcomaa6dose25myoginv3Hmixe,,,80628,10144,F,,,Mus musculus,10090.0,,
4362,,Pfrcentinhibjhionwgainst6C3HEDlymph8earxpmaatdose50mvktigC3Hmicw,,,80628,10144,F,,,Mus musculus,10090.0,,
4363,,Pd4den6inhibitionagajnst6C3HwDlymphozarcokaahxose6mgugijC3Hmice,,,80628,10144,F,,,Mus musculus,10090.0,,
4364,,Anhktunorqctivityinvivoagaons5tte7C3HEDoymph9sarcomadosedfpr1odayaatqp0mgkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4365,,Ant85umoractjvi57invlfoagainstthe6C3HEDlymonosarckmadisecfkrw0dwysat150mgkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4366,,Antithmorwctivityinvivoagaknstthe6C3HEDiymphlcarx8nadoaedfo420dxysa416o0mgkgintrsperit0nrwlsosingfor9days,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4367,,Antitimorachivithinviviagqimwtfhd6d3HEDlym0hosaecomxeisedfor10daysat200mgkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4368,,Antihumoractivityknvivoqgainsttbe5C3uEDltmph9sarcomadoxedfor19dqysa5224mvkt,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4369,,sntitukoractovitt8nvivoagaunctth3uCrHEDlymphosarxlmadosedfor10dzydat270ngkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4370,,Antltyhkractiv9tyinvivoavainsfthe6C3jEDkyjphosa5comad8xsdfoe10daysat275mgkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4371,,Anhitkmoractivityincivoagainsttur6C4gEDlym0hossrc0madosexfpr1owaysat300mgky,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4372,,Anyitumoractivityinvivpagaihsgthw6d3HEDlymphosarvomadps3dfkr1oda6sat300mbkgintrapsfitogealxoqingeor8dajs,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4373,,sntitumorafhidityinvivoafaimsttge6C3Hsrlymphosatcomadozedforq0faysat300mgkgipfosigydailyfof8rayd,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4374,,Antitukoradtuvityinvivoava9gstthe6C3HsDlyjphosqrcomqdosfffor10sqydat600mgkg,,,22224,10685,F,In vivo,,Mus musculus,10090.0,,
4375,,Pervwjtonhibktoohagainst6C3tEDlyhpjoszrcomaatdos2100mgkhinC3Hmice,,,22224,10144,F,,,Mus musculus,10090.0,,
4376,,Prrs3jtinyibitionagainstuC3HEDlympyoss5cojaatvowe125mgkginC3Hmise,,,22224,10144,F,,,Mus musculus,10090.0,,
4377,,Percentinhibitionagxinst6C3HsDoyhphosardomqzydose25mgjhinC3Hmisw,,,22224,10144,F,,,Mus musculus,10090.0,,
4378,,Perc4nyinhlbitionagainat6C3HEDlgmpbosarcomaatdose50mgjrlnC3ym8cs,,,22224,10144,F,,,Mus musculus,10090.0,,
4379,,Trstefon6C3HwDpym0hosarcomxabdperventlnhibi4iojwawdeterm8neeaf100mgkgdlsxheadhinisteredfof8daysjntraper9toneally,,,22224,10685,F,,,Mus musculus,10090.0,,
4380,,Testedon6C3HEDl5mphoearcomaandperxent9nh8v8tionwasdetermineday200jgugdosatewrminis6eredfpr10dzysintrap4ri49nexpiy,,,22224,10685,F,,,Mus musculus,10090.0,,
4381,,TestedogtC3HErlymphpsarcomaajx9erfsntinhibit9on3ascetermibedat200mgkgdosageqdm9bisteredror7daysin43zperitoneaily,,,22224,10685,F,,,Mus musculus,10090.0,,
4382,,fesferon6C3jsDkym9hozarcomsxndpercentihhibutionwasdetffminedat40mgkgdosageadministededfor8dausijtrape57tln4ally,,,22224,10685,F,,,Mus musculus,10090.0,,
4383,,6ewtedon6C3HEDlykphkdsdcomaandnymgerofdguvrelatedd2athstotalxnimalajnt3eatmentgdkupsasdetermineda6109mgugdosagracmihisteredtor8dzysintraperitomeakpy010,,,22224,10685,A,,,Mus musculus,10090.0,,
4384,,Tesyedon6C3HwDltnphosardomazndnumner0fdrugrelatedd2sthxtoralankhalsibt4eatmentgroupwasxeterminedat20pmnkgdosageqdmimisteredvor7da6sp2eorqll7110,,,22224,10685,A,,,Mus musculus,10090.0,,
4385,,hewtddon6C3jEDl7mlhosarxomaanxn8mbe3ofdrygrela5eddex6mstoralanimalsinfrearmentgroupwaswetermigwdat209mgkgd9sagradmibiqtegedfor10daysintrqpeditonealiy110,,,22224,10685,A,,,Mus musculus,10090.0,,
4386,,Testedon6C3HEDlymphosa3cojxandj7mberofdrugrelatffdea5hstotzownimalsuntreatmen5griupwasfrtermunwdat50mgkgdoswgwadmljisterrdfor8da5slerlralkye10,,,22224,10685,A,,,Mus musculus,10090.0,,
4387,,Cokpoundwasevaouatedfortheantitymprac4ivityafainst6C3HEwkyjlhosarcomaf04ipacmlnusgratiomabddailyx8schfdjleNumber0dtoxksdeathsoveftitalnhmb4rofhicwpergroupTd010atdkse0f35mbkg,,,80628,8831,F,,,Mus musculus,10090.0,,
4388,,lnvivksnt7tumoractigifyagalnsf6C3HEDtumorty0eafte5in4rap3riton4aladmlmistrafion9f400mgkg,,,22224,11704,F,In vivo,,,,,
4389,,Imvivoagtitum9ractivitysgainst6C4Hsftuh0rtypewasexpresseeastozicdeatyst9twl5reatedmiseatt00mgkvdos42q0,,,50594,11704,A,,,Mus musculus,10090.0,,
4390,,qbtltumoractivity9nvivoexpreszedasperfwntofinhih8tlonin6x3nEDkgmphosarcomatumo5veplline,,,80628,10685,F,In vivo,,Mus musculus,10090.0,,
4391,,An5itumoractidihy9nviv0eaoreweedaspe3fejtofinhibitionin6C3HsDlukphosarcoma5umorcelllime94190inh8bition,,,80628,10685,F,In vivo,,Mus musculus,10090.0,,
4392,,Innibitilhof4umorr5owthofuC3gEclymphosarcomatumorcekplineinmuceatafoseod15omgkggideb0rallyda7lyx8,,,80628,11368,F,,,Mus musculus,10090.0,,
4393,,Ighibitj0goftuhorgrow6jof6C3bEDltm0hpsarcomatumo4celllineinmiceataeosekf290mrmggivejoraloydailyx8,,,80628,11368,F,,,Mus musculus,10090.0,,
4394,,Ighubihuonoftumorgrowrhof6C3bErlymlhksarcomxtumorselllibeinmiceatadoseof3o9mgkggivenorwoiydqilys8,,,80628,11368,F,,,Mus musculus,10090.0,,
4395,,Inh9bitionofStapgylococvksaureus78fihydroneiptegihaleolqwe,,,22226,17763,B,,,Staphylococcus aureus,1280.0,,
4396,Mifrosokes,kichaelicMentenconstab4for7wftoxycoumsrlndeethylationin3atligedmic4osomes3methglshoiqnthreneafaxonc2ntrstionov5uM,332451.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4397,Mivrosones,MichaelisMenrenc0nstan5for8dthozycoumarinseeghylx4ion8nratlivegmicrosomesexposewfo2mdghylcholanthten2atxconcentra5iohif10yM,599719.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4398,Micrlxomes,MicmaelisMenhencogdgantd837ethoxycoumsrinde2thylat7pminra6livefjicfosomesecposesto3jethyocjolanthren2ataconcentrationof16M,160349.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4399,nicgosomes,Micga2lisMent4nconsrantflr7ehh8xycoumarindes4hylatiohinrztl8vegmicrls9hrcexposedt03methykvholanthrenragaconcentrationot20uM,3064410.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4400,jicrosomss,kichaelisMenyenclnstantfod7eth9xycouna4indsegh7lztioninratlivermkcrosomrsezoodedto2methylch8lan4hrenwataconcentratoinor258M,6887233.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4401,Mixrosokes,MifhaelisMentwncobstanteor7eyh0xycounarindeethtla6ioninrwtliverhictosomesexpoa3dtormethylch0lanthg2newtacondentratiogob5p8M,479041.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4402,Micgosojes,MuchawlisMentenconztantf0r6eth8xycoumafinveety7latlonijrqtlivermicf9somesexposedto3mwthylcholanthrfgexgaconcebtratiinor4uM,2056925.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4403,jicrosom2s,Micnaeliskehtenconstznreor7ethkxycoumzrinddethylati0nin5agllbermicrosomeweaposedto2methtlcholanthreneahdoncent5at7lnof10un,5269936.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4404,Mkcrosomed,MichaelidMentenconstagtfor7ethoxycoumarlndeethjlationinrqtl9verm9crodojexexlos2dto3j4thylsnoiwnthrfbeatxojsen4rationof100uM,2066847.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4405,jicrosom4s,MlctaelisMentsjconstantfor7ethoxycoumarindeethyoationinratoiv4rkidr9someqespoaedto3mettulcyoianthremeatcobxen4rarilmof200uM,1886872.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4406,kicroeomes,h7cmxelisMentehconstantfor7ethox7foimarindeetbylwtionunratliverm7cdosokesexpoeedto3jetg6lcnolangheeneahconc2ntrationof26uM,1705747.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4407,Mjcrosokes,kichaelisMenfegcons5snyfor7etm0aycoumxronded5hylation8mratlivermicrosomesexposevto3mehhylcholxnttrenex5concentfationod5ouM,2332333.0,,22226,7411,B,,,Rattus norvegicus,10116.0,,Liver
4408,,Th3wpparenttotalplasmacpezranceibmonoe5,3332315.0,,22224,347,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4409,,Compoundwasevakuwtedforyelat7vclearanceimmonoet,,,22224,3341,A,In vivo,,Cercopithecidae,9527.0,,
4410,,Lowercpearanceinjonueglvat05hpk,,,22224,17853,A,In vivo,,Cercopithecidae,9527.0,,
4411,,olaxmacisaranceinrhexusmonkey,,,22224,4514,A,In vivo,,Cercopithecidae,9527.0,,
4412,,Piaxkacleaeancefirttecompoundwasmeasurddihnonkeyafheranivdoseofwmgjh,,,22224,6062,A,In vivo,,Cercopithecidae,9527.0,,
4413,,Plawmaclearancdofcimpoujdwasseterkinfdinmlniey,,,22224,6821,A,In vivo,,Cercopithecidae,9527.0,,
4414,,9lasmaslearancewascaiduoatedinrhesusmohowy,,,22224,6057,A,In vivo,,Cercopithecidae,9527.0,,
4415,,Plashacpearanseinrhesusnonkeg,,,22224,5145,A,In vivo,,Cercopithecidae,9527.0,,
4416,,9lasmaclearanv4igm9jke6dosedzt95mpkivand20mpiorally,,,22224,6641,A,In vivo,,Cercopithecidae,9527.0,,
4417,,9lasmacifarancewaseval6atewunrhssus,,,22224,5472,A,In vivo,,Cercopithecidae,9527.0,,
4418,,Plasmaclearancevalyewazddtermjnedinnonkr6aftera3jglroficxose,,,22224,4257,A,In vivo,,Cercopithecidae,9527.0,,
4419,,Poasmacpearancewasx2twrmigedinrhesusjonkeyahavos3oe1mgkgbyivadminlxtrati0n,,,22224,5546,A,In vivo,,Cercopithecidae,9527.0,,
4420,,llasnacpeqrancewasrfpor5evafterintrafemouaadmibict3xtoonahzdoseof1mgkginRhesusmonkeymale,,,22224,5334,A,In vivo,,Cercopithecidae,9527.0,,
4421,,Ppasmaclearanc2wasf398rtedafteroralafmjnisteatiogxtadoseof2mgkglnRhrzusmohkwymale,,,22224,5334,A,In vivo,,Cercopithecidae,9527.0,,
4422,,Cmax25hrafter2mgkgkgwpadm9nushrationinmonksys,,,22224,17509,A,In vivo,,Cercopithecidae,9527.0,,
