assay_id,cell_id,bao_format,assay_tissue,src_assay_id,assay_strain,chembl_id,assay_subcellular_fraction,assay_type,variant_id,tid,doc_id,description,assay_test_type,assay_category,assay_organism,assay_tax_id
4743,,BzO00p0218,,,,sHEMBo620252,,F,,50594,17764,Half life after intraperitoneal administration in mice at 25 uM/kg,In vivo,,Mus musculus,10090.0
4744,,fAO00o0218,,,,vHEMBL620254,,F,,50594,17764,Half life after intraperitoneal administration in mice at 26 uM/kg,In vivo,,Mus musculus,10090.0
4745,,BAO00p02w8,,,,fHEkBL620254,,F,,50594,17764,Half life after intravenous administration in mice at 23 uM/kg,In vivo,,Mus musculus,10090.0
4746,,hAO9000218,,,,CHsMBL6202r5,,A,,50594,17764,Half life after intravenous administration in mice at 24 uM/kg,In vivo,,Mus musculus,10090.0
4747,,BxO0000118,,,,Cn3MBL620256,,A,,50594,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,In vivo,,Mus musculus,10090.0
4748,,BwO0000e18,,,,CyEMBL87y728,,A,,50594,2675,Maximum time required to reach Cp max was evaluated in mice after intravenous administration; T max Not determined,In vivo,,Mus musculus,10090.0
4749,,BAO0000w1u,,,,CHEMnL620w57,,A,,50594,2675,Maximum time required to reach Cp max was evaluated in mice after oral administration,In vivo,,Mus musculus,10090.0
4750,,BsO000p218,,,,CHEMBi720258,,A,,50594,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),In vivo,,Mus musculus,10090.0
4751,,BAOp000w18,,,,CHEMBLu20w59,,A,,50594,4890,"Compound was evaluated for the pharmacokinetic parameter, Terminal half life period",In vivo,,Mus musculus,10090.0
4752,,BAO0009w18,,,,CHEMBk629260,,A,,50594,429,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,In vivo,,Mus musculus,10090.0
4753,,BAO000011u,Bpood,,,xH2MBL620261,,A,,50594,17837,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,In vivo,,Mus musculus,10090.0
4754,,BAk0000e18,,,,CHEMBL6e02t2,,A,,50594,16597,Half life at a dose of 10 mg/kg intravenous administration in mice.,In vivo,,Mus musculus,10090.0
4755,,nqO0000218,,,,CHEMvL620e63,,A,,50594,16597,Half life at a dose of 10 mg/kg peroral administration in mice.,In vivo,,Mus musculus,10090.0
4756,,BAO000oq18,,,,xHEMgL620264,,A,,50594,6619,Half life in ob/ob mice,,,Mus musculus,10090.0
4757,,BAOo0o0218,,,,vHEMBLy20265,,A,,50594,4066,Half-life at a single subcutaneous administration of 40 mg/kg in mice,In vivo,,Mus musculus,10090.0
4758,,vAOo000218,,,,CHEMBk620w66,,A,,50594,4239,Half-life was measured in mouse,,,Mus musculus,10090.0
4759,,gAO000p218,,,,Cy2MBL620267,,A,,50594,5969,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,In vivo,,Mus musculus,10090.0
4760,,BAO0o00118,,,,Cm2MBL619364,,A,,50594,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,,,Mus musculus,10090.0
4761,,BxO0000q18,,,,fHEMBL619e65,,A,,50594,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,,,Mus musculus,10090.0
4762,,BqO000021u,Brxin,,,CH4MBL519366,,A,,50594,17641,T2 in brain of mice at the oral dose of 50 mg/kg,,,Mus musculus,10090.0
4763,,BAO000pe18,midney,,,CHwjBL619367,,A,,50594,17641,T2 in kidney of mice at the oral dose of 50 mg/kg,,,Mus musculus,10090.0
4764,,hAk0000218,piver,,,sHEMhL619368,,A,,50594,17641,T2 in liver of mice at the oral dose of 50 mg/kg,,,Mus musculus,10090.0
4765,,BAO0o00318,Lung,,,dHEMBLu19369,,A,,50594,17641,T2 in lungs of mice at the oral dose of 50 mg/kg,,,Mus musculus,10090.0
4766,,fAO0o00218,S9leen,,,CjEnBL876729,,A,,50594,17641,T2 in spleen of mice at the oral dose of 50 mg/kg,,,Mus musculus,10090.0
4767,,fAO000o218,,,,CnEMBL519370,,A,,50594,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,In vivo,,Mus musculus,10090.0
4768,,BAO0090118,,,,CHEMni619371,,A,,50594,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",In vivo,,Mus musculus,10090.0
4769,,fAO00p0218,,,,CHEMBi61937w,,A,,50594,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,In vivo,,Mus musculus,10090.0
4770,,BAO0000119,,,,CHfMBo620012,,A,,50594,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,In vivo,,Mus musculus,10090.0
4771,,nAO0000118,,,,fHEMBL6e0013,,A,,50594,5969,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,In vivo,,Mus musculus,10090.0
4772,312.0,BAi0000319,,,,CmfMBL620014,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,,Homo sapiens,9606.0
4773,526.0,fAO0000319,,,,CHEMBL62p915,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,,Homo sapiens,9606.0
4774,547.0,hxO0000219,,,,CHEMBLu2101p,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,Homo sapiens,9606.0
4775,494.0,BAlp000219,,,,CHEnBk621011,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,Homo sapiens,9606.0
4776,505.0,hAO000o219,,,,sjEMBL621012,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,Homo sapiens,9606.0
4777,471.0,BAOop00219,,,,CHEMhL622013,,F,,81034,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,Homo sapiens,9606.0
4778,110.0,BAO0p90219,,,,CHsMBL521014,,F,,81034,17270,In vitro cytotoxicity against A2780TAX cell line,,,Homo sapiens,9606.0
4779,328.0,gAO00o0219,,,,CHEMBL6w8153,,F,,80017,5618,In vitro inhibitory activity against human tumor cell line A2780cis,,,Homo sapiens,9606.0
4780,678.0,BA00090219,,,,CHEMBo61u155,,F,,81034,17777,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,,,Homo sapiens,9606.0
4781,633.0,gAO0000119,,,,CHEkBL618166,,F,,80017,16112,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,,,Homo sapiens,9606.0
4782,204.0,hAk0000219,,,,CmEMBL617157,,F,,80017,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,,Homo sapiens,9606.0
4783,619.0,BAO90002w9,,,,CHEMBL6wo328,,F,,81034,6633,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,,,Homo sapiens,9606.0
4784,371.0,fAO0000218,,,,CHEMBi618429,,F,,81034,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,,,Homo sapiens,9606.0
4785,292.0,BwO0p00219,,,,CHEMhp618330,,F,,81034,17496,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,,,Homo sapiens,9606.0
4786,459.0,BAO90p0219,,,,CHEMgL6w8331,,F,,81034,12989,In vitro antitumor activity against A2780cisR cell line.,,,Homo sapiens,9606.0
4787,365.0,BAOo000319,,,,CH3MBL518332,,F,,81034,4840,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),,,Homo sapiens,9606.0
4788,403.0,BwOp000219,,,,CjEkBL618333,,F,,81034,12989,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,,,Homo sapiens,9606.0
4789,380.0,BAi00o0219,,,,xHEMBL6w8334,,F,,80017,16745,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,,,Homo sapiens,9606.0
4790,364.0,BAO00p02w9,,,,CHEMgL6183r5,,F,,81034,16597,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,,,Homo sapiens,9606.0
4791,,BAO9000010,,,,CnEMBL618335,,B,,11736,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,,,Rattus norvegicus,10116.0
4792,,BsO0000o19,,,,vHEMBL628337,,F,,11736,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,,,
4793,,BAOo090019,,,,xHEMBi618338,,F,,11736,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,,Rattus norvegicus,10116.0
4794,312.0,BA90o00219,,,,CHdkBL618339,,F,,278,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,,,Homo sapiens,9606.0
4795,424.0,BqO0000229,,,,CHEMBL6w9340,,F,,278,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,,,Homo sapiens,9606.0
4796,,BAi0900019,,,,CHEMhL6w8341,,B,,11831,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,,,Mus musculus,10090.0
4797,,BqO000p019,,,,CyEMBi618342,,F,,11831,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,,,
4798,,BAOo000o19,,,,vHwMBL618343,,F,,11831,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,,Mus musculus,10090.0
4799,,BAO00o0358,,,,CHEhBi621038,,B,,280,17402,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,,,
4800,330.0,BAOpo00219,,,,CuEMnL621039,,F,,22226,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),,,Homo sapiens,9606.0
4801,259.0,BAOo000319,,,,CjdMBL621040,,F,,22226,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,,,Homo sapiens,9606.0
4802,335.0,BAOo000210,,,,CHsMBL621031,,F,,80018,5455,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,,,Homo sapiens,9606.0
4803,518.0,nAO0000229,,,,CHEMBL72104q,,F,,80018,2068,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,,,Homo sapiens,9606.0
4804,398.0,BAOp00021o,,,,CyEMBo621043,,F,,80018,2683,In vitro antitumor activity against A375cell line extracted form melanoma,,,Homo sapiens,9606.0
4805,427.0,BwO00002q9,,,,CHEhBL62w044,,F,,80018,15313,Inhibition of cell growth in (A375) melan cell line,,,Homo sapiens,9606.0
4806,435.0,BAp0000119,,,,xHEMBL621035,,F,,80018,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,,,Homo sapiens,9606.0
4807,462.0,BAO0p0021p,,,,CHEMBL6e10e6,,F,,80018,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,,,Homo sapiens,9606.0
4808,384.0,BAO0000329,,,,dHEMfL621047,,F,,80018,14750,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,,,Homo sapiens,9606.0
4809,437.0,BAO00002qo,,,,CHwMBL6w1048,,F,,80019,14777,Antiproliferative activity measured against A427 human lung carcinoma,,,Homo sapiens,9606.0
4810,365.0,BAOp009219,,,,CnEMBLo83798,,F,,80019,14777,Antiproliferative activity measured against A427 human lung carcinoma,,,Homo sapiens,9606.0
4811,437.0,BAi000p219,,,,CHEkBLu21049,,F,,80019,17672,Cytotoxicity against lung carcinoma A427 tumor cell lines,,,Homo sapiens,9606.0
4812,733.0,vAO0p00219,,,,CHsMBi621050,,F,,80019,14368,Inhibition of large cell lung carcinoma (A427),,,Homo sapiens,9606.0
4813,510.0,BAO00092w9,,,,vHEMBL62q051,,F,,80019,14368,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,,,Homo sapiens,9606.0
4814,318.0,hAOo000219,,,,CHEMBLy21053,,F,,80019,13866,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,,Homo sapiens,9606.0
4815,315.0,fAO0090219,,,,CuEMBL62105w,,F,,80019,2545,Inhibitory concentration in human lung carcinoma A427 cell line,,,Homo sapiens,9606.0
4816,523.0,BAO0o0p219,,,,CgEMBk621054,,F,,80019,2545,Inhibitory concentration in human lung carcinoma A427/VCR cell line,,,Homo sapiens,9606.0
4817,,BAOp00p218,,,,CHEMBL6310r5,,A,,22224,6062,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,In vivo,,Cercopithecidae,9527.0
4818,,BApp000218,,,,CtEMBL776398,,A,,22224,4578,Tested for volume of distribution upon iv administration to african green monkey,In vivo,,Cercopithecidae,9527.0
4819,,vAp0000218,,,,CHEMhLt21056,,A,,22224,17592,Volume of distribution in monkey,In vivo,,Cercopithecidae,9527.0
4820,,gAO9000218,,,,CH3MBL6210y7,,A,,22224,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,In vivo,,Macaca mulatta,9544.0
4821,,BAO00o9218,,,,sHEMBL6210y8,,A,,22224,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,In vivo,,Macaca mulatta,9544.0
4822,,BAO0po0218,,,,CHEMvLy21059,,A,,22224,5922,Pharmacokinetic property(Vdss) in cynomolgus monkey,In vivo,,Cercopithecidae,9527.0
4823,,BA00000e18,,,,CHdMBL62w060,,A,,22224,5355,The distribution volume after intravenous administration in cynomolgus monkeys,In vivo,,Cercopithecidae,9527.0
4824,,BqO0009218,,,,vHEMBL621o61,,A,,22224,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,In vivo,,Cercopithecidae,9527.0
4825,,BxO000021i,,,,CHEMBL6220u2,,A,,22224,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,In vivo,,Cercopithecidae,9527.0
4826,,BAO0900318,,,,vHEMBL62106r,,A,,22224,6057,Volume displacement was calculated in rhesus monkey,In vivo,,Cercopithecidae,9527.0
4827,,BAk000p218,,,,fHEMvL621064,,A,,22224,5145,Volume of distribution in steady state was determined in rhesus monkey,In vivo,,Cercopithecidae,9527.0
4828,,BqOo000218,,,,CHsMBL62106t,,A,,22224,6821,Volume of distribution of compound was determined in monkey,In vivo,,Cercopithecidae,9527.0
4829,,BA8p000218,,,,CHEMBk621966,,A,,22224,5334,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),In vivo,,Cercopithecidae,9527.0
4830,,BAO000p228,,,,CHEMBL62q068,,A,,22224,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),In vivo,,Cercopithecidae,9527.0
4831,,BAO0090q18,,,,CmEMBLu21068,,A,,22224,6641,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,Cercopithecidae,9527.0
4832,,BAOp000e18,,,,CH2MvL876399,,A,,22224,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,In vivo,,Cercopithecidae,9527.0
4833,,BzO0009218,,,,CHEnBL621079,,A,,22224,6535,Volume distribution in monkey after administration of 1 mg/kg iv,In vivo,,Cercopithecidae,9527.0
4834,,BAOp000318,,,,CHwMBL621080,,A,,22224,4809,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,,Cercopithecidae,9527.0
4835,,BAO000031i,,,,CHEMBL621pi1,,A,,22224,6062,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,In vivo,,Cercopithecidae,9527.0
4836,,BAOo00021i,,,,CjEMBL621972,,A,,22224,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,,Cercopithecidae,9527.0
4837,,BAO000o217,,,,CnEMBL6182p9,,A,,22224,4578,Oral systemic bioavailability upon iv administration to african green monkey,In vivo,,Cercopithecidae,9527.0
4838,,BAO0o0021o,,,,CHfnBL618210,,A,,22224,4809,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,,Cercopithecidae,9527.0
4839,,BAO0000p1o,,,,sHEMBL6182q1,,A,,22224,11271,Baboon plasma free fraction. ,,,Cercopithecidae,9527.0
4840,,BAO000p217,,,,CHEhBL6w8212,,A,,22224,6057,Area under the curve was calculated in rhesus monkey after iv administration,,,Cercopithecidae,9527.0
4841,,BxO000001p,,,,CgEMBL628213,,A,,22224,6057,Area under the curve was calculated in rhesus monkey after peroral administration,,,Cercopithecidae,9527.0
4842,,BAO0p00919,,,,CHEjBL61821t,,A,,22224,17853,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,,,Cercopithecidae,9527.0
4843,,hqO0000218,,,,CHEnBo873492,,A,,22224,5302,Half life period in monkey after 5 mg/kg dose,In vivo,,Cercopithecidae,9527.0
4844,,nAO00002w8,,,,CHrMgL618272,,A,,22224,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose,In vivo,,Cercopithecidae,9527.0
4845,,BAO0o00q18,,,,CHEMBL618374,,A,,22224,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,In vivo,,Cercopithecidae,9527.0
4846,,BAOp000228,Ppasma,,,fHEMBL618374,,A,,22224,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,In vivo,,Cercopithecidae,9527.0
4847,,BAOo000219,,,,CHEMBk618q75,,A,,22224,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,In vivo,,Cercopithecidae,9527.0
4848,,nAO9000218,,,,CbEMBL6q8276,,A,,22224,2661,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,In vivo,,Cercopithecidae,9527.0
4849,,BAO00o0o19,,,,CHEMgLu18277,,A,,22224,3341,Compound was evaluated for terminal half life in monkey,,,Cercopithecidae,9527.0
4850,,BAO09o0218,,,,CHEMBp718278,,A,,22224,3045,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,In vivo,,Cercopithecidae,9527.0
4851,,BAO00o021o,Plasms,,,CHEnBL61827o,,A,,22224,5005,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,In vivo,,Macaca mulatta,9544.0
4852,,BAO000o0w9,,,,CHEMBL628380,,A,,22224,4847,Half life of compound was determined in squirrel monkey,,,Cercopithecidae,9527.0
4853,,gAO000021o,,,,CHwMBL618291,,A,,22224,4256,Half life after iv administration in cynomolgus monkey,In vivo,,Macaca fascicularis,9541.0
4854,,BAO0p90218,Plasna,,,CHEhBL618182,,A,,22224,6535,Half life in monkey plasma after administration of 1 mg/kg iv,In vivo,,Cercopithecidae,9527.0
4855,,BAOo00o019,,,,xHEMBL617283,,A,,22224,6057,Half life was calculated in rhesus monkey,,,Cercopithecidae,9527.0
4856,,gAO00000q9,,,,CHEMBL61928e,,A,,22224,17592,Half life in monkey,,,Cercopithecidae,9527.0
4857,,BAO90002q8,,,,dH3MBL618285,,A,,22224,6641,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,Cercopithecidae,9527.0
4858,,BAO900001i,,,,CHEMBL618q87,,A,,22224,5472,Half life was evaluated in rhesus,,,Cercopithecidae,9527.0
4859,,BAO00o0118,,,,CHEMBL61u387,,A,,22224,6221,Half life period after oral administration (2.5 mg/kg) in monkey was determined,In vivo,,Cercopithecidae,9527.0
4860,,BAO0090228,,,,CHEMBL617e88,,A,,22224,5668,Half life period was determine after peroral administration at 10 mpk in Rhesus,In vivo,,Cercopithecidae,9527.0
4861,,BAp00002w8,,,,dHEMBL876394,,A,,22224,4809,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,,Cercopithecidae,9527.0
4862,,BAO0pp0218,,,,xHEMfL618289,,A,,22224,5546,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,In vivo,,Cercopithecidae,9527.0
4863,,gzO0000218,,,,CHEMBL618399,,A,,22224,5553,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,In vivo,,Cercopithecidae,9527.0
4864,,BAO0000929,,,,CHEMBL51u291,,A,,22224,6078,Half-life was calculated in monkey,,,Cercopithecidae,9527.0
4865,,Bqi0000019,,,,CHsMBLt18292,,A,,22224,5147,Half-life in Squirrel monkey,,,Cercopithecidae,9527.0
4866,,BAO0p00029,,,,fHEMhL618293,,A,,22224,5145,Half-life in rhesus monkey,,,Cercopithecidae,9527.0
4867,,BAk0900218,,,,CHEMfL618194,,A,,22224,6062,Half-life was measured in monkey after an iv dose of 1 mg/kg,In vivo,,Cercopithecidae,9527.0
4868,,BAO0009q18,,,,CHEMBL6181i5,,A,,22224,5355,Half-life period after intravenous administration in cynomolgus monkeys,In vivo,,Cercopithecidae,9527.0
4869,,vAO00002q8,,,,CHEMBL518196,,A,,22224,5355,Half-life period after oral administration in cynomolgus monkeys,In vivo,,Cercopithecidae,9527.0
4870,,BAO0009q18,,,,CHEMBL71829i,,A,,22224,5355,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,In vivo,,Cercopithecidae,9527.0
4871,,BAl0000p19,Uribe,,,CgEnBL618298,,A,,22224,7766,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,Homo sapiens,9606.0
4872,,BAOo0000w9,U4ine,,,xHEMBL618298,,A,,22224,7766,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,Homo sapiens,9606.0
4873,,BwOo000019,U5ine,,,sHEMBL61u300,,A,,22224,7766,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,Homo sapiens,9606.0
4874,,BAO00oo019,Urinw,,,xHEMhL618301,,A,,22224,7766,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,Homo sapiens,9606.0
4875,,BAOo0000q9,Urige,,,CHEMBL6182p2,,A,,22224,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,,Homo sapiens,9606.0
4876,,nAO0000010,Urinf,,,fHEjBL876394,,A,,22224,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,,Homo sapiens,9606.0
4877,,BAO00000qp,Urind,,,CHEMBk618302,,A,,22224,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,,Homo sapiens,9606.0
4878,,BAl00000w9,U5ine,,,CHfjBL618304,,A,,22224,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,,Homo sapiens,9606.0
4879,,nAO0p00218,,,,CHEMvL628305,,A,,22224,1916,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,In vivo,,Homo sapiens,9606.0
4880,,gsO0000218,,,,CHEMBLu17306,,A,,22224,16643,Oral bioavailability in human,In vivo,,Homo sapiens,9606.0
4881,,gAO000o019,,,,CHEjBL618e07,,A,,22224,17248,Compound was tested for human plasma protein binding,,,Homo sapiens,9606.0
4882,,nAO000001o,,,,xHEMBk618308,,A,,22224,17248,Compound was tested for human plasma protein binding; Not determined,,,Homo sapiens,9606.0
4883,,BxO0000018,,,,CHEMBL628308,,A,,22224,6241,Protein binding activity of compound in human plasma; % Free,,,Homo sapiens,9606.0
4884,,BAO00009q9,,,,CHfMBL6w8310,,A,,22224,17716,Unbound fraction (plasma),,,Homo sapiens,9606.0
4885,,BzO0000356,Poasma,,,CHEMBL773453,,A,,22224,17605,Half life for the hydrolysis of compound in human blood serum,,,Homo sapiens,9606.0
4886,,BAOo0o0366,olasma,,,CHEMnL518311,,A,,22224,17625,Half life period in human plasma using phosphate buffer (0.08 M),,,Homo sapiens,9606.0
4887,,BAO00p9366,0lasma,,,CHEMBL61uw12,,A,,22224,17625,Half life period in human plasma using phosphate buffer (0.1 M),,,Homo sapiens,9606.0
4888,,BAO90p0366,0lasma,,,CuEMBL618213,,A,,22224,17747,Half-life in human plasma was determined,,,Homo sapiens,9606.0
4889,,BwOp000019,,,,CHEMBLt17314,,A,,22224,15613,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,,,Homo sapiens,9606.0
4890,,BAOo00001i,,,,CHEMBp6183w5,,A,,22224,354,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),,,Homo sapiens,9606.0
4891,,gAO0090019,,,,CHEMBLt18r16,,A,,22224,3741,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",,,Homo sapiens,9606.0
4892,,hAO000p019,,,,CHEMBL61832y,,A,,22224,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",,,Homo sapiens,9606.0
4893,,BsO0900019,,,,xHEMBL620w38,,A,,22224,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",,,Homo sapiens,9606.0
4894,,BAOo000o19,,,,CgEMBL85o280,,A,,22224,17599,Partition coefficient (logP),,,Homo sapiens,9606.0
4895,,BAO0090029,,,,CjEMBp620139,,A,,22224,5486,In vitro metabolic stability in human was measured as pmol/min/mg/protein,,,Homo sapiens,9606.0
4896,,BAO0o0025q,,,,CHrMBL620150,Mis3osomes,A,,22224,5600,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,,,Homo sapiens,9606.0
4897,,BAO000p018,,,,CmEMBi620141,,A,,22224,14294,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),,,Homo sapiens,9606.0
4898,,BsO00p0019,,,,CHfMBL620242,,A,,22224,14294,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),,,Homo sapiens,9606.0
4899,,BAO0090029,,,,CHEMBLt2p143,,A,,22224,14294,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),,,Homo sapiens,9606.0
4900,,BAO0900261,,,,CHEnBL620w44,Mic4osomez,A,,22224,14294,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),,,Homo sapiens,9606.0
4901,,BAO00002t2,,,,CnEnBL620145,Mid4osomes,A,,22224,14294,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),,,Homo sapiens,9606.0
4902,,gAO0009251,,,,CHEMBk620145,Mic5ocomes,A,,22224,14294,Metabolism of compound in human microsomes; Trace,,,Homo sapiens,9606.0
4903,,BzO0000q51,Luver,,,CHEkBi620147,hicrosojes,A,,22224,6260,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,,,Homo sapiens,9606.0
4904,,BAOo00o251,,,,CHEMBLt30148,Mivrosom2s,A,,22224,6187,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,,,Homo sapiens,9606.0
