assay_id,src_id,assay_type,bao_format,assay_tax_id,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
4227,1,B,BAO_0000219,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,,RBL-1,
4228,1,B,BAO_0000219,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,,,,,RBL-1,
4229,1,B,BAO_0000219,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,,,,,RBL-1,
4230,1,B,BAO_0000219,,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,,,,,RBL-1,
4231,1,B,BAO_0000219,,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,,RBL-1,
4232,1,B,BAO_0000219,10116.0,14799,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,,Rattus norvegicus,,,RBL-1,
4233,1,B,BAO_0000019,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,,,,,,
4234,1,B,BAO_0000219,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,,RBL-1,
4235,1,B,BAO_0000219,,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,,,,,RBL-1,
4236,1,B,BAO_0000219,,12526,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,,RBL-1,
4237,1,B,BAO_0000219,,12526,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,,RBL-1,
4238,1,B,BAO_0000019,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,,
4239,1,B,BAO_0000019,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,,,
4240,1,B,BAO_0000019,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,,
4241,1,B,BAO_0000019,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,,,,,,
4242,1,B,BAO_0000357,,9138,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,,,,,,
4243,1,B,BAO_0000357,,9138,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,,,,,,
4244,1,B,BAO_0000019,,11966,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,,,
4245,1,B,BAO_0000219,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,,,,,RBL-1,
4246,1,B,BAO_0000219,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,,,,,RBL-1,
4247,1,B,BAO_0000219,,11311,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,,,,,RBL-2H3,
4248,1,B,BAO_0000219,,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,,RBL-2H3,
4249,1,F,BAO_0000219,,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,,RBL-2H3,
4250,1,F,BAO_0000019,,11311,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,,,,,,,
4251,1,B,BAO_0000357,,11311,The compound was tested for inhibition of isolated 5-lipoxygenase,,,,,,,
4252,1,F,BAO_0000219,,11311,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,,,,,,RBL-2H3,
4253,1,B,BAO_0000019,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,,,,,,,
4254,1,B,BAO_0000019,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,,,,,,,
4255,1,B,BAO_0000019,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,,,,,,,
4256,1,B,BAO_0000019,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,,,
4257,1,B,BAO_0000019,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,,,
4258,1,B,BAO_0000219,,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,,,,,,RBL-1,
4259,1,B,BAO_0000219,,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,,,,,,RBL-1,
4260,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,,,,,,RBL-1,
4261,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,,,,,,RBL-1,
4262,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,,,,,,RBL-1,
4263,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,,,,,,RBL-1,
4264,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,,,,,,RBL-1,
4265,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,,,,,,RBL-1,
4266,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,,,,,,RBL-1,
4267,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,,,,,,RBL-1,
4268,1,F,BAO_0000219,,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,,,,,,RBL-1,
4269,1,F,BAO_0000019,10116.0,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,,,Rattus norvegicus,,,,
4270,1,B,BAO_0000357,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,,,,,,,
4271,1,B,BAO_0000357,,9295,Compound was tested for the percent of inhibition against 5-LO at 10 uM,,,,,,,
4272,1,B,BAO_0000219,,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,,,,,,RBL-1,
4273,1,B,BAO_0000219,,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,,,RBL-1,
4274,1,B,BAO_0000219,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,,,,,,RBL-1,
4275,1,B,BAO_0000219,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,,,,,,RBL-1,
4276,1,B,BAO_0000219,,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,,,,,,RBL-1,
4277,1,B,BAO_0000019,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,,,
4278,1,B,BAO_0000219,,9295,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,,,,,,RBL-1,
4279,1,B,BAO_0000219,,9295,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,,,,,,RBL-1,
4280,1,B,BAO_0000219,,9295,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,,,,,,RBL-1,
4281,1,B,BAO_0000219,,9295,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,,,,,,RBL-1,
4282,1,B,BAO_0000219,,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,,,,,,RBL-1,
4283,1,B,BAO_0000219,,11311,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,,,,,,,
4284,1,B,BAO_0000219,9606.0,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,Homo sapiens,,,RBL-1,
4285,1,B,BAO_0000219,10116.0,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,Rattus norvegicus,,,RBL-1,
4286,1,B,BAO_0000219,10116.0,10489,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),,,Rattus norvegicus,,,RBL-1,
4287,1,B,BAO_0000019,10116.0,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,Rattus norvegicus,,,,
4288,1,B,BAO_0000357,3847.0,9295,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),,,Glycine max,,,,
4289,1,B,BAO_0000019,,16811,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",,,,,,,
4290,1,B,BAO_0000357,,168,In vitro inhibition of 5-Lipoxygenase; Inactive.,,,,,,,
4291,1,B,BAO_0000357,,6309,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,,,,,,,
4292,1,B,BAO_0000357,,6309,Inhibitory concentration against 5-lipoxygenase; No inhibition,,,,,,,
4293,1,B,BAO_0000219,,3092,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,,,,,,RBL-1,
4294,1,B,BAO_0000357,,168,Inhibitory activity against 5-lipoxygenase.,,,,,,,
4295,1,B,BAO_0000357,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,,,,,,,
4296,1,B,BAO_0000357,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,,,,,,,
4297,1,B,BAO_0000357,,168,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,,,,,,,
4298,1,F,BAO_0000019,,12338,Inhibitory concentration against arachidonic acid 5-lipoxygenation,,,,,,,
4299,1,B,BAO_0000357,,4501,Tested for the inhibitory activity against 5-lipoxygenase,,,,,,,
4300,1,B,BAO_0000357,,1132,Compound was tested for its inhibitory activity against 5-lipoxygenase,,,,,,,
4301,1,B,BAO_0000357,,2117,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,,,,,,,
4302,1,B,BAO_0000357,,168,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,,,,,,,
4303,1,B,BAO_0000357,,168,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,,,,,,,
4304,1,B,BAO_0000219,,13575,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,,,,,,RBL-1,
4305,1,B,BAO_0000357,,11089,,,,,,,,
4306,1,B,BAO_0000357,,216,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),,,,,,,
4307,1,B,BAO_0000019,,13165,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,,,,,,,
4308,1,B,BAO_0000357,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,,,,,,,
4309,1,B,BAO_0000357,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,,,,,,,
4310,1,B,BAO_0000357,,11966,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,,,,,,,
4311,1,B,BAO_0000357,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",,,,,,,
4312,1,B,BAO_0000357,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",,,,,,,
4313,1,B,BAO_0000357,,13449,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,,,,,,,
4314,1,B,BAO_0000019,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,,,,,,,
4315,1,B,BAO_0000019,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),,,,,,,
4316,1,B,BAO_0000019,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),,,,,,,
4317,1,B,BAO_0000220,,99,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,,,,,,,
4318,1,F,BAO_0000019,9606.0,4349,The dark toxicity against 543 human galactophore carcinoma cells,,,Homo sapiens,,,,
4319,1,F,BAO_0000219,9606.0,4071,Tested in vitro for cytotoxicity against 56 human tumor cell lines,,,Homo sapiens,,,Panel (56 tumour cell lines),
4320,1,F,BAO_0000219,9606.0,17589,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,,,Homo sapiens,,,5637,
4321,1,F,BAO_0000219,9606.0,15002,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,,,Homo sapiens,,,5637,
4322,1,F,BAO_0000219,9606.0,13958,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",,,Homo sapiens,,,5637,
4323,1,F,BAO_0000219,9606.0,17589,Growth inhibition against human 5637 cell lines,,,Homo sapiens,,,5637,
4324,1,F,BAO_0000219,9606.0,16748,Antitumor activity against human bladder carcinoma 5637 cells.,,,Homo sapiens,,,5637,
4325,1,F,BAO_0000219,9606.0,16747,Antitumor activity against human bladder carcinoma 5637 cells,,,Homo sapiens,,,5637,
4326,1,F,BAO_0000219,9606.0,16747,Antitumor activity against human bladder carcinoma 5637 cells,,,Homo sapiens,,,5637,
4327,1,B,BAO_0000357,9913.0,15285,In vitro inhibition of bovine trypsin(Trp).,,,Bos taurus,,,,
4328,1,B,BAO_0000219,9527.0,3726,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,,,Cercopithecidae,,,CV-1,
4329,1,B,BAO_0000357,,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,,,,,,,
4330,1,F,BAO_0000019,,11756,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,,,,,,,
4331,1,F,BAO_0000218,,11953,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,In vivo,,,,,,
4332,1,B,BAO_0000357,10141.0,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,,,Cavia porcellus,,,,
4333,1,A,BAO_0000251,10116.0,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,,Rattus norvegicus,,,,Microsomes
4334,1,A,BAO_0000251,10116.0,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,,Rattus norvegicus,,,,Microsomes
4335,1,F,BAO_0000019,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,,,,,
4336,1,F,BAO_0000019,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,,,,,
4337,1,B,BAO_0000019,5691.0,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,,,Trypanosoma brucei,,,,
4338,1,B,BAO_0000019,5691.0,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,,,Trypanosoma brucei,,,,
4339,1,B,BAO_0000019,9940.0,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,,,Ovis aries,,,,
4340,1,B,BAO_0000019,9940.0,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,,,Ovis aries,,,,
4341,1,B,BAO_0000357,,16485,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,,,,,,,
4342,1,F,BAO_0000019,9606.0,4337,Average inhibitory concentration against 60 human cell lines was reported,,,Homo sapiens,,,,
4343,1,F,BAO_0000019,9606.0,4112,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,,,Homo sapiens,,,,
4344,1,F,BAO_0000219,9606.0,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,,,Homo sapiens,,,Panel NCI-60 (60 carcinoma cell lines),
4345,1,F,BAO_0000219,9606.0,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,,,Homo sapiens,,,Panel NCI-60 (60 carcinoma cell lines),
4346,1,F,BAO_0000219,,17376,In vitro mean growth inhibitory activity against 60-cell panel,,,,,,Panel NCI-60 (60 carcinoma cell lines),
4347,1,F,BAO_0000219,,17376,In vitro mean growth lethal concentration against 60-cell panel,,,,,,Panel NCI-60 (60 carcinoma cell lines),
4348,1,F,BAO_0000219,,17376,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,,,,,,Panel NCI-60 (60 carcinoma cell lines),
4349,1,F,BAO_0000219,,17376,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,,,,,,Panel NCI-60 (60 carcinoma cell lines),
4350,1,F,BAO_0000019,,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,,,,,
4351,1,F,BAO_0000019,,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,,,,,
4352,1,B,BAO_0000357,,3725,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,,,,,,,
4353,1,F,BAO_0000218,5833.0,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,,,Plasmodium falciparum,,,,
4354,1,F,BAO_0000218,5833.0,10805,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,,,Plasmodium falciparum,,,,
4355,1,F,BAO_0000218,5833.0,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,,,Plasmodium falciparum,,,,
4356,1,F,BAO_0000218,5833.0,10805,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,,,Plasmodium falciparum,,,,
4357,1,F,BAO_0000218,5833.0,10805,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,,,Plasmodium falciparum,,,,
4358,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4359,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4360,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4361,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4362,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4363,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,,,Mus musculus,,,6C3HED,
4364,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,In vivo,,Mus musculus,,,,
4365,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,In vivo,,Mus musculus,,,,
4366,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),In vivo,,Mus musculus,,,,
4367,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,In vivo,,Mus musculus,,,,
4368,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,In vivo,,Mus musculus,,,,
4369,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,In vivo,,Mus musculus,,,,
4370,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,In vivo,,Mus musculus,,,,
4371,1,F,BAO_0000218,10090.0,10685,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",In vivo,,Mus musculus,,,,
4372,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),In vivo,,Mus musculus,,,,
4373,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),In vivo,,Mus musculus,,,,
4374,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,In vivo,,Mus musculus,,,,
4375,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,,,Mus musculus,,,,
4376,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,,,Mus musculus,,,,
4377,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,,,Mus musculus,,,,
4378,1,F,BAO_0000218,10090.0,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,,,Mus musculus,,,,
4379,1,F,BAO_0000218,10090.0,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,,,Mus musculus,,,,
4380,1,F,BAO_0000218,10090.0,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,,,Mus musculus,,,,
4381,1,F,BAO_0000218,10090.0,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,,,Mus musculus,,,,
4382,1,F,BAO_0000218,10090.0,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,,,Mus musculus,,,,
4383,1,A,BAO_0000218,10090.0,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,,,Mus musculus,,,,
4384,1,A,BAO_0000218,10090.0,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,,,Mus musculus,,,,
4385,1,A,BAO_0000218,10090.0,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,,,Mus musculus,,,,
4386,1,A,BAO_0000218,10090.0,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,,,Mus musculus,,,,
4387,1,F,BAO_0000218,10090.0,8831,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",,,Mus musculus,,,6C3HED,
4388,1,F,BAO_0000218,,11704,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,In vivo,,,,,,
4389,1,A,BAO_0000218,10090.0,11704,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,,,Mus musculus,,,,
4390,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,In vivo,,Mus musculus,,,6C3HED,
4391,1,F,BAO_0000218,10090.0,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,In vivo,,Mus musculus,,,6C3HED,
4392,1,F,BAO_0000218,10090.0,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),,,Mus musculus,,,6C3HED,
4393,1,F,BAO_0000218,10090.0,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),,,Mus musculus,,,6C3HED,
4394,1,F,BAO_0000218,10090.0,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),,,Mus musculus,,,6C3HED,
4395,1,B,BAO_0000019,1280.0,17763,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",,,Staphylococcus aureus,,,,
4396,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,,,Rattus norvegicus,,Liver,,Microsomes
4397,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,,Rattus norvegicus,,Liver,,Microsomes
4398,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,,,Rattus norvegicus,,Liver,,Microsomes
4399,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,,,Rattus norvegicus,,Liver,,Microsomes
4400,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,,,Rattus norvegicus,,Liver,,Microsomes
4401,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,,,Rattus norvegicus,,Liver,,Microsomes
4402,1,B,BAO_0000251,10116.0,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,,,Rattus norvegicus,,Liver,,Microsomes
