Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,CRELCEL MANAGEMENT INC.,WWD West & Central Africa,685.5260000000001,0,Uncoded: Pre-APP,D4207,BF,0,Not PBA,100000.0,1,1.0,2,0.2,0,WGM Sub-Saharan Africa,CONSULTING SERVICES,Burkina-Faso,Gulf of Guinea Program,Directive,2,S4249,Canadian Profit Making,Terminating,A032898001,457253.76,B4200,4214,Burkina Faso,0.0,0,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kyrgyzstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kyrgyzstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kyrgyzstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kyrgyzstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kyrgyzstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kyrgyzstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kyrgyzstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KG,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kyrgyzstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kazakhstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kazakhstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kazakhstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kazakhstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kazakhstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kazakhstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,9995.145,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Kazakhstan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,144.91,0,Uncoded: Pre-APP,D4100,KZ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Kazakhstan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,19990.29,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Tajikistan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,289.82,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Tajikistan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,19990.29,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Tajikistan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,289.82,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Tajikistan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,19990.29,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Tajikistan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,289.82,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Tajikistan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Department of Foreign Affairs and International Trade,OAD Asia Programming,19990.29,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,FEDERAL,Tajikistan,Pakistan,Directive,3,S4124,Canadian Non-Profit Making,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,Information not available,OAD Asia Programming,289.82,0,Uncoded: Pre-APP,D4100,TJ,0,Not PBA,40000.0,0,1.0,0,0.25,0,OGM Asia Pacific,Unknown,Tajikistan,Pakistan,Directive,3,S4124,Uncoded,Closed,A032901005,162240.88,B4100,4138,Tadjikistan Operations,0.0,1,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,237.5,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,237.5,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,237.5,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,237.5,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,3800.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,475.0,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,3800.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,7600.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,3800.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,7600.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,3800.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,7600.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,PH,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
