Fiscal year,CIDA business delivery model (old),CountryRegion ID,Biodiversity (marker),Organisation name,Division ID,Programming process (new),Division name,Continent ID,Section ID,Project number,Trade development (marker),Branch name,Continent name,CountryRegion percent,Status,Maximum CIDA contribution (project-level),Branch ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
