length,rental_duration,rental_rate,release_year,description,original_language_id,language,title,replacement_cost,film_id,rating
89,5,2.99,2006,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,,English,GLEAMING JAWBREAKER,25.99,361,NC-17
115,7,2.99,2006,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,,English,GLORY TRACY,13.99,362,PG-13
54,3,0.99,2006,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,,English,GO PURPLE,12.99,363,R
73,3,2.99,2006,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,,English,GODFATHER DIARY,14.99,364,NC-17
154,4,4.99,2006,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,,English,GOLD RIVER,21.99,365,R
93,3,0.99,2006,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,,English,GOLDFINGER SENSIBILITY,29.99,366,G
153,6,0.99,2006,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,,English,GOLDMINE TYCOON,20.99,367,R
84,7,2.99,2006,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,,English,GONE TROUBLE,20.99,368,R
56,4,4.99,2006,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,,English,GOODFELLAS SALUTE,22.99,369,PG
108,4,2.99,2006,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,,English,GORGEOUS BINGO,26.99,370,R
129,5,4.99,2006,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,,English,GOSFORD DONNIE,17.99,371,G
140,5,4.99,2006,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,,English,GRACELAND DYNAMITE,26.99,372,R
156,7,2.99,2006,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,,English,GRADUATE LORD,14.99,373,G
117,3,0.99,2006,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,,English,GRAFFITI LOVE,29.99,374,PG
85,4,2.99,2006,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,,English,GRAIL FRANKENSTEIN,17.99,375,NC-17
155,4,0.99,2006,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,,English,GRAPES FURY,20.99,376,G
135,7,0.99,2006,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,,English,GREASE YOUTH,20.99,377,G
93,5,2.99,2006,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,,English,GREATEST NORTH,24.99,378,NC-17
166,7,0.99,2006,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,,English,GREEDY ROOTS,14.99,379,R
176,7,2.99,2006,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,,English,GREEK EVERYONE,11.99,380,PG
150,7,4.99,2006,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,,English,GRINCH MASSAGE,25.99,381,R
137,3,0.99,2006,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,,English,GRIT CLOCKWORK,21.99,382,PG
111,6,0.99,2006,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,,English,GROOVE FICTION,13.99,383,NC-17
49,5,4.99,2006,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,,English,GROSSE WONDERFUL,19.99,384,R
139,6,4.99,2006,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,,English,GROUNDHOG UNCUT,26.99,385,PG-13
53,3,4.99,2006,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,,English,GUMP DATE,12.99,386,NC-17
100,7,0.99,2006,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,,English,GUN BONNIE,27.99,387,G
70,5,0.99,2006,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,,English,GUNFIGHT MOON,16.99,388,NC-17
127,3,2.99,2006,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,,English,GUNFIGHTER MUSSOLINI,9.99,389,PG-13
84,4,4.99,2006,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,,English,GUYS FALCON,20.99,390,R
146,6,2.99,2006,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,,English,HALF OUTFIELD,25.99,391,PG-13
51,5,4.99,2006,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,,English,HALL CASSIDY,13.99,392,NC-17
47,6,2.99,2006,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,,English,HALLOWEEN NUTS,19.99,393,PG-13
146,7,2.99,2006,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,,English,HAMLET WISDOM,21.99,394,R
108,4,0.99,2006,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,,English,HANDICAP BOONDOCK,28.99,395,R
62,5,4.99,2006,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,,English,HANGING DEEP,18.99,396,G
107,5,2.99,2006,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,,English,HANKY OCTOBER,26.99,397,NC-17
47,5,4.99,2006,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,,English,HANOVER GALAXY,21.99,398,NC-17
100,6,2.99,2006,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,,English,HAPPINESS UNITED,23.99,399,G
72,7,2.99,2006,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,,English,HARDLY ROBBERS,15.99,400,R
168,6,0.99,2006,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,,English,HAROLD FRENCH,10.99,401,NC-17
52,3,0.99,2006,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,,English,HARPER DYING,15.99,402,G
121,5,4.99,2006,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,,English,HARRY IDAHO,18.99,403,PG-13
107,4,0.99,2006,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,,English,HATE HANDICAP,26.99,404,PG
76,6,4.99,2006,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,,English,HAUNTED ANTITRUST,13.99,405,NC-17
181,5,0.99,2006,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,,English,HAUNTING PIANIST,22.99,406,R
47,5,0.99,2006,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,,English,HAWK CHILL,12.99,407,PG-13
69,4,4.99,2006,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,,English,HEAD STRANGER,28.99,408,R
59,3,4.99,2006,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,,English,HEARTBREAKERS BRIGHT,9.99,409,G
48,7,2.99,2006,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,,English,HEAVEN FREEDOM,19.99,410,PG
49,5,4.99,2006,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,,English,HEAVENLY GUN,13.99,411,NC-17
102,6,4.99,2006,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,,English,HEAVYWEIGHTS BEAST,25.99,412,G
169,7,2.99,2006,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,,English,HEDWIG ALTER,16.99,413,NC-17
75,3,2.99,2006,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,,English,HELLFIGHTERS SIERRA,23.99,414,PG
84,3,2.99,2006,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,,English,HIGH ENCINO,23.99,415,R
110,6,0.99,2006,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,,English,HIGHBALL POTTER,10.99,416,R
93,5,0.99,2006,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,,English,HILLS NEIGHBORS,29.99,417,G
157,5,0.99,2006,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,,English,HOBBIT ALIEN,27.99,418,PG-13
141,4,2.99,2006,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,,English,HOCUS FRIDA,19.99,419,G
128,7,4.99,2006,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,,English,HOLES BRANNIGAN,27.99,420,PG
78,7,4.99,2006,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,,English,HOLIDAY GAMES,10.99,421,PG-13
136,7,4.99,2006,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,,English,HOLLOW JEOPARDY,25.99,422,NC-17
69,7,0.99,2006,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,,English,HOLLYWOOD ANONYMOUS,29.99,423,PG
149,6,0.99,2006,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,,English,HOLOCAUST HIGHBALL,12.99,424,R
88,6,0.99,2006,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,,English,HOLY TADPOLE,20.99,425,R
185,7,4.99,2006,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,,English,HOME PITY,15.99,426,R
103,5,0.99,2006,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,,English,HOMEWARD CIDER,19.99,427,R
141,6,2.99,2006,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,,English,HOMICIDE PEACH,21.99,428,PG-13
84,3,0.99,2006,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,,English,HONEY TIES,29.99,429,R
49,7,0.99,2006,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,,English,HOOK CHARIOTS,23.99,430,G
176,3,2.99,2006,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,,English,HOOSIERS BIRDCAGE,12.99,431,G
139,4,2.99,2006,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,,English,HOPE TOOTSIE,22.99,432,NC-17
95,4,2.99,2006,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,,English,HORN WORKING,23.99,433,PG
139,3,0.99,2006,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,,English,HORROR REIGN,25.99,434,R
181,6,4.99,2006,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,,English,HOTEL HAPPINESS,28.99,435,PG-13
122,4,0.99,2006,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,,English,HOURS RAGE,14.99,436,NC-17
109,7,2.99,2006,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,,English,HOUSE DYNAMITE,13.99,437,R
68,3,2.99,2006,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,,English,HUMAN GRAFFITI,22.99,438,NC-17
151,4,4.99,2006,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,,English,HUNCHBACK IMPOSSIBLE,28.99,439,PG-13
105,6,0.99,2006,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,,English,HUNGER ROOF,21.99,440,G
125,5,2.99,2006,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,,English,HUNTER ALTER,21.99,441,PG-13
65,6,2.99,2006,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,,English,HUNTING MUSKETEERS,24.99,442,NC-17
49,6,2.99,2006,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,,English,HURRICANE AFFAIR,11.99,443,PG
83,3,4.99,2006,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,,English,HUSTLER PARTY,22.99,444,NC-17
100,5,2.99,2006,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,,English,HYDE DOCTOR,11.99,445,G
150,5,4.99,2006,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,,English,HYSTERICAL GRAIL,19.99,446,PG
131,5,2.99,2006,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,,English,ICE CROSSING,28.99,447,R
172,3,2.99,2006,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,,English,IDAHO LOVE,25.99,448,PG-13
119,4,2.99,2006,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,,English,IDENTITY LOVER,12.99,449,PG-13
84,5,2.99,2006,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,,English,IDOLS SNATCHERS,29.99,450,NC-17
160,7,4.99,2006,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,,English,IGBY MAKER,12.99,451,NC-17
122,4,0.99,2006,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,,English,ILLUSION AMELIE,15.99,452,R
178,3,2.99,2006,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,,English,IMAGE PRINCESS,17.99,453,PG-13
180,6,0.99,2006,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,,English,IMPACT ALADDIN,20.99,454,PG-13
103,7,4.99,2006,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,,English,IMPOSSIBLE PREJUDICE,11.99,455,NC-17
167,6,4.99,2006,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,,English,INCH JET,18.99,456,NC-17
157,5,0.99,2006,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,,English,INDEPENDENCE HOTEL,21.99,457,NC-17
135,4,0.99,2006,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,,English,INDIAN LOVE,26.99,458,NC-17
74,4,4.99,2006,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,,English,INFORMER DOUBLE,23.99,459,NC-17
178,3,4.99,2006,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,,English,INNOCENT USUAL,26.99,460,PG-13
123,3,0.99,2006,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,,English,INSECTS STONE,14.99,461,NC-17
78,5,2.99,2006,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,,English,INSIDER ARIZONA,17.99,462,NC-17
116,4,2.99,2006,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,,English,INSTINCT AIRPORT,21.99,463,PG
107,3,2.99,2006,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,,English,INTENTIONS EMPIRE,13.99,464,PG-13
59,4,4.99,2006,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,,English,INTERVIEW LIAISONS,17.99,465,R
63,6,4.99,2006,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,,English,INTOLERABLE INTENTIONS,20.99,466,PG-13
181,6,0.99,2006,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,,English,INTRIGUE WORST,10.99,467,G
97,5,2.99,2006,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,,English,INVASION CYCLONE,12.99,468,PG
46,7,4.99,2006,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,,English,IRON MOON,27.99,469,PG
79,4,4.99,2006,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,,English,ISHTAR ROCKETEER,24.99,470,R
84,7,2.99,2006,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,,English,ISLAND EXORCIST,23.99,471,NC-17
174,3,4.99,2006,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,,English,ITALIAN AFRICAN,24.99,472,G
181,5,2.99,2006,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,,English,JACKET FRISCO,16.99,473,PG-13
174,6,2.99,2006,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,,English,JADE BUNCH,21.99,474,NC-17
135,6,0.99,2006,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,,English,JAPANESE RUN,29.99,475,G
130,5,2.99,2006,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,,English,JASON TRAP,9.99,476,NC-17
118,5,0.99,2006,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,,English,JAWBREAKER BROOKLYN,15.99,477,PG
112,4,2.99,2006,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,,English,JAWS HARRY,10.99,478,G
128,7,0.99,2006,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,,English,JEDI BENEATH,12.99,479,PG
84,3,2.99,2006,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,,English,JEEPERS WEDDING,29.99,480,R
58,4,2.99,2006,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,,English,JEKYLL FROGMEN,22.99,481,PG
102,3,0.99,2006,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,,English,JEOPARDY ENCINO,12.99,482,R
171,3,2.99,2006,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,,English,JERICHO MULAN,29.99,483,NC-17
172,3,2.99,2006,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,,English,JERK PAYCHECK,13.99,484,NC-17
60,6,4.99,2006,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,,English,JERSEY SASSY,16.99,485,PG
59,7,4.99,2006,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,,English,JET NEIGHBORS,14.99,486,R
124,6,4.99,2006,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,,English,JINGLE SAGEBRUSH,29.99,487,PG-13
105,3,0.99,2006,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,,English,JOON NORTHWEST,23.99,488,NC-17
54,4,0.99,2006,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,,English,JUGGLER HARDLY,14.99,489,PG-13
121,4,2.99,2006,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,,English,JUMANJI BLADE,13.99,490,G
74,4,0.99,2006,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,,English,JUMPING WRATH,18.99,491,NC-17
134,6,0.99,2006,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,,English,JUNGLE CLOSER,11.99,492,NC-17
92,5,0.99,2006,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,,English,KANE EXORCIST,18.99,493,R
120,4,0.99,2006,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,,English,KARATE MOON,21.99,494,PG-13
169,5,2.99,2006,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,,English,KENTUCKIAN GIANT,10.99,495,PG
179,3,0.99,2006,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,,English,KICK SAVANNAH,10.99,496,PG-13
54,4,0.99,2006,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,,English,KILL BROTHERHOOD,15.99,497,G
161,7,2.99,2006,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,,English,KILLER INNOCENT,11.99,498,R
184,3,4.99,2006,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,,English,KING EVOLUTION,24.99,499,NC-17
163,5,4.99,2006,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,,English,KISS GLORY,11.99,500,PG-13
141,3,4.99,2006,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,,English,KISSING DOLLS,9.99,501,R
71,4,2.99,2006,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,,English,KNOCK WARLOCK,21.99,502,PG-13
171,3,2.99,2006,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,,English,KRAMER CHOCOLATE,24.99,503,R
46,5,0.99,2006,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,,English,KWAI HOMEWARD,25.99,504,PG-13
46,6,2.99,2006,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,,English,LABYRINTH LEAGUE,24.99,505,PG-13
67,4,4.99,2006,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,,English,LADY STAGE,14.99,506,PG
113,4,0.99,2006,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,,English,LADYBUGS ARMAGEDDON,13.99,507,NC-17
144,6,4.99,2006,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,,English,LAMBS CINCINATTI,18.99,508,PG-13
78,5,0.99,2006,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,,English,LANGUAGE COWBOY,26.99,509,NC-17
181,6,4.99,2006,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,,English,LAWLESS VISION,29.99,510,G
175,7,0.99,2006,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,,English,LAWRENCE LOVE,23.99,511,NC-17
110,5,4.99,2006,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,,English,LEAGUE HELLFIGHTERS,25.99,512,PG-13
153,6,2.99,2006,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,,English,LEATHERNECKS DWARFS,21.99,513,PG-13
69,6,2.99,2006,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,,English,LEBOWSKI SOLDIERS,17.99,514,PG-13
113,7,4.99,2006,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,,English,LEGALLY SECRETARY,14.99,515,PG
59,7,0.99,2006,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,,English,LEGEND JEDI,18.99,516,PG
167,3,0.99,2006,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,,English,LESSON CLEOPATRA,28.99,517,NC-17
140,5,4.99,2006,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,,English,LIAISONS SWEET,15.99,518,PG
138,3,2.99,2006,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,,English,LIBERTY MAGNIFICENT,27.99,519,G
91,7,2.99,2006,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,,English,LICENSE WEEKEND,28.99,520,NC-17
147,7,4.99,2006,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,,English,LIES TREATMENT,28.99,521,NC-17
137,4,2.99,2006,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,,English,LIFE TWISTED,9.99,522,NC-17
174,7,0.99,2006,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,,English,LIGHTS DEER,21.99,523,R
50,6,0.99,2006,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,,English,LION UNCUT,13.99,524,PG
140,4,0.99,2006,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,,English,LOATHING LEGALLY,29.99,525,R
120,7,2.99,2006,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,,English,LOCK REAR,10.99,526,R
85,4,4.99,2006,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,,English,LOLA AGENT,24.99,527,PG
155,4,2.99,2006,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,,English,LOLITA WORLD,25.99,528,NC-17
67,3,2.99,2006,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,,English,LONELY ELEPHANT,12.99,529,G
108,5,2.99,2006,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,,English,LORD ARIZONA,27.99,530,PG-13
137,3,0.99,2006,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,,English,LOSE INCH,18.99,531,R
80,5,4.99,2006,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,,English,LOSER HUSTLER,28.99,532,PG
98,4,2.99,2006,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,,English,LOST BIRD,21.99,533,PG-13
70,5,0.99,2006,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,,English,LOUISIANA HARRY,18.99,534,PG-13
181,6,0.99,2006,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,,English,LOVE SUICIDES,21.99,535,R
65,3,2.99,2006,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,,English,LOVELY JINGLE,18.99,536,PG
75,3,2.99,2006,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,,English,LOVER TRUMAN,29.99,537,G
162,7,0.99,2006,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,,English,LOVERBOY ATTACKS,19.99,538,PG-13
152,7,2.99,2006,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,,English,LUCK OPUS,21.99,539,NC-17
97,7,2.99,2006,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,,English,LUCKY FLYING,10.99,540,PG-13
74,5,2.99,2006,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,,English,LUKE MUMMY,21.99,541,NC-17
52,3,2.99,2006,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,,English,LUST LOCK,28.99,542,G
