rating,release_year,description,rental_duration,title,film_id,length,language_id,rental_rate,original_language_id,replacement_cost
NC-17,2006,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,5,GLEAMING JAWBREAKER,361,89,1,2.99,,25.99
PG-13,2006,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,7,GLORY TRACY,362,115,1,2.99,,13.99
R,2006,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,3,GO PURPLE,363,54,1,0.99,,12.99
NC-17,2006,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,3,GODFATHER DIARY,364,73,1,2.99,,14.99
R,2006,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,4,GOLD RIVER,365,154,1,4.99,,21.99
G,2006,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,3,GOLDFINGER SENSIBILITY,366,93,1,0.99,,29.99
R,2006,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,6,GOLDMINE TYCOON,367,153,1,0.99,,20.99
R,2006,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,7,GONE TROUBLE,368,84,1,2.99,,20.99
PG,2006,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,4,GOODFELLAS SALUTE,369,56,1,4.99,,22.99
R,2006,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,4,GORGEOUS BINGO,370,108,1,2.99,,26.99
G,2006,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,5,GOSFORD DONNIE,371,129,1,4.99,,17.99
R,2006,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,5,GRACELAND DYNAMITE,372,140,1,4.99,,26.99
G,2006,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,7,GRADUATE LORD,373,156,1,2.99,,14.99
PG,2006,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,3,GRAFFITI LOVE,374,117,1,0.99,,29.99
NC-17,2006,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,4,GRAIL FRANKENSTEIN,375,85,1,2.99,,17.99
G,2006,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,4,GRAPES FURY,376,155,1,0.99,,20.99
G,2006,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,7,GREASE YOUTH,377,135,1,0.99,,20.99
NC-17,2006,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,5,GREATEST NORTH,378,93,1,2.99,,24.99
R,2006,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,7,GREEDY ROOTS,379,166,1,0.99,,14.99
PG,2006,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,7,GREEK EVERYONE,380,176,1,2.99,,11.99
R,2006,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,7,GRINCH MASSAGE,381,150,1,4.99,,25.99
PG,2006,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,3,GRIT CLOCKWORK,382,137,1,0.99,,21.99
NC-17,2006,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,6,GROOVE FICTION,383,111,1,0.99,,13.99
R,2006,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,5,GROSSE WONDERFUL,384,49,1,4.99,,19.99
PG-13,2006,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,6,GROUNDHOG UNCUT,385,139,1,4.99,,26.99
NC-17,2006,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,3,GUMP DATE,386,53,1,4.99,,12.99
G,2006,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,7,GUN BONNIE,387,100,1,0.99,,27.99
NC-17,2006,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,5,GUNFIGHT MOON,388,70,1,0.99,,16.99
PG-13,2006,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,3,GUNFIGHTER MUSSOLINI,389,127,1,2.99,,9.99
R,2006,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,4,GUYS FALCON,390,84,1,4.99,,20.99
PG-13,2006,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,6,HALF OUTFIELD,391,146,1,2.99,,25.99
NC-17,2006,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,5,HALL CASSIDY,392,51,1,4.99,,13.99
PG-13,2006,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,6,HALLOWEEN NUTS,393,47,1,2.99,,19.99
R,2006,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,7,HAMLET WISDOM,394,146,1,2.99,,21.99
R,2006,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,4,HANDICAP BOONDOCK,395,108,1,0.99,,28.99
G,2006,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,5,HANGING DEEP,396,62,1,4.99,,18.99
NC-17,2006,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,5,HANKY OCTOBER,397,107,1,2.99,,26.99
NC-17,2006,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,5,HANOVER GALAXY,398,47,1,4.99,,21.99
G,2006,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,6,HAPPINESS UNITED,399,100,1,2.99,,23.99
R,2006,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,7,HARDLY ROBBERS,400,72,1,2.99,,15.99
NC-17,2006,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,6,HAROLD FRENCH,401,168,1,0.99,,10.99
G,2006,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,3,HARPER DYING,402,52,1,0.99,,15.99
PG-13,2006,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,5,HARRY IDAHO,403,121,1,4.99,,18.99
PG,2006,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,4,HATE HANDICAP,404,107,1,0.99,,26.99
NC-17,2006,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,6,HAUNTED ANTITRUST,405,76,1,4.99,,13.99
R,2006,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,5,HAUNTING PIANIST,406,181,1,0.99,,22.99
PG-13,2006,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,5,HAWK CHILL,407,47,1,0.99,,12.99
R,2006,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,4,HEAD STRANGER,408,69,1,4.99,,28.99
G,2006,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,3,HEARTBREAKERS BRIGHT,409,59,1,4.99,,9.99
PG,2006,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,7,HEAVEN FREEDOM,410,48,1,2.99,,19.99
NC-17,2006,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,5,HEAVENLY GUN,411,49,1,4.99,,13.99
G,2006,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,6,HEAVYWEIGHTS BEAST,412,102,1,4.99,,25.99
NC-17,2006,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,7,HEDWIG ALTER,413,169,1,2.99,,16.99
PG,2006,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,3,HELLFIGHTERS SIERRA,414,75,1,2.99,,23.99
R,2006,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,3,HIGH ENCINO,415,84,1,2.99,,23.99
R,2006,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,6,HIGHBALL POTTER,416,110,1,0.99,,10.99
G,2006,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,5,HILLS NEIGHBORS,417,93,1,0.99,,29.99
PG-13,2006,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,5,HOBBIT ALIEN,418,157,1,0.99,,27.99
G,2006,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,4,HOCUS FRIDA,419,141,1,2.99,,19.99
PG,2006,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,7,HOLES BRANNIGAN,420,128,1,4.99,,27.99
PG-13,2006,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,7,HOLIDAY GAMES,421,78,1,4.99,,10.99
NC-17,2006,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,7,HOLLOW JEOPARDY,422,136,1,4.99,,25.99
PG,2006,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,7,HOLLYWOOD ANONYMOUS,423,69,1,0.99,,29.99
R,2006,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,6,HOLOCAUST HIGHBALL,424,149,1,0.99,,12.99
R,2006,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,6,HOLY TADPOLE,425,88,1,0.99,,20.99
R,2006,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,7,HOME PITY,426,185,1,4.99,,15.99
R,2006,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,5,HOMEWARD CIDER,427,103,1,0.99,,19.99
PG-13,2006,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,6,HOMICIDE PEACH,428,141,1,2.99,,21.99
R,2006,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,3,HONEY TIES,429,84,1,0.99,,29.99
G,2006,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,7,HOOK CHARIOTS,430,49,1,0.99,,23.99
G,2006,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,3,HOOSIERS BIRDCAGE,431,176,1,2.99,,12.99
NC-17,2006,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,4,HOPE TOOTSIE,432,139,1,2.99,,22.99
PG,2006,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,4,HORN WORKING,433,95,1,2.99,,23.99
R,2006,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,3,HORROR REIGN,434,139,1,0.99,,25.99
PG-13,2006,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,6,HOTEL HAPPINESS,435,181,1,4.99,,28.99
NC-17,2006,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,4,HOURS RAGE,436,122,1,0.99,,14.99
R,2006,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,7,HOUSE DYNAMITE,437,109,1,2.99,,13.99
NC-17,2006,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,3,HUMAN GRAFFITI,438,68,1,2.99,,22.99
PG-13,2006,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,4,HUNCHBACK IMPOSSIBLE,439,151,1,4.99,,28.99
G,2006,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,6,HUNGER ROOF,440,105,1,0.99,,21.99
PG-13,2006,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,5,HUNTER ALTER,441,125,1,2.99,,21.99
NC-17,2006,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,6,HUNTING MUSKETEERS,442,65,1,2.99,,24.99
PG,2006,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,6,HURRICANE AFFAIR,443,49,1,2.99,,11.99
NC-17,2006,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,3,HUSTLER PARTY,444,83,1,4.99,,22.99
G,2006,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,5,HYDE DOCTOR,445,100,1,2.99,,11.99
PG,2006,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,5,HYSTERICAL GRAIL,446,150,1,4.99,,19.99
R,2006,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,5,ICE CROSSING,447,131,1,2.99,,28.99
PG-13,2006,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,3,IDAHO LOVE,448,172,1,2.99,,25.99
PG-13,2006,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,4,IDENTITY LOVER,449,119,1,2.99,,12.99
NC-17,2006,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,5,IDOLS SNATCHERS,450,84,1,2.99,,29.99
NC-17,2006,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,7,IGBY MAKER,451,160,1,4.99,,12.99
R,2006,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,4,ILLUSION AMELIE,452,122,1,0.99,,15.99
PG-13,2006,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,3,IMAGE PRINCESS,453,178,1,2.99,,17.99
PG-13,2006,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,6,IMPACT ALADDIN,454,180,1,0.99,,20.99
NC-17,2006,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,7,IMPOSSIBLE PREJUDICE,455,103,1,4.99,,11.99
NC-17,2006,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,6,INCH JET,456,167,1,4.99,,18.99
NC-17,2006,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,5,INDEPENDENCE HOTEL,457,157,1,0.99,,21.99
NC-17,2006,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,4,INDIAN LOVE,458,135,1,0.99,,26.99
NC-17,2006,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,4,INFORMER DOUBLE,459,74,1,4.99,,23.99
PG-13,2006,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,3,INNOCENT USUAL,460,178,1,4.99,,26.99
NC-17,2006,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,3,INSECTS STONE,461,123,1,0.99,,14.99
NC-17,2006,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,5,INSIDER ARIZONA,462,78,1,2.99,,17.99
PG,2006,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,4,INSTINCT AIRPORT,463,116,1,2.99,,21.99
PG-13,2006,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,3,INTENTIONS EMPIRE,464,107,1,2.99,,13.99
R,2006,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,4,INTERVIEW LIAISONS,465,59,1,4.99,,17.99
PG-13,2006,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,6,INTOLERABLE INTENTIONS,466,63,1,4.99,,20.99
G,2006,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,6,INTRIGUE WORST,467,181,1,0.99,,10.99
PG,2006,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,5,INVASION CYCLONE,468,97,1,2.99,,12.99
PG,2006,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,7,IRON MOON,469,46,1,4.99,,27.99
R,2006,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,4,ISHTAR ROCKETEER,470,79,1,4.99,,24.99
NC-17,2006,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,7,ISLAND EXORCIST,471,84,1,2.99,,23.99
G,2006,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,3,ITALIAN AFRICAN,472,174,1,4.99,,24.99
PG-13,2006,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,5,JACKET FRISCO,473,181,1,2.99,,16.99
NC-17,2006,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,6,JADE BUNCH,474,174,1,2.99,,21.99
G,2006,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,6,JAPANESE RUN,475,135,1,0.99,,29.99
NC-17,2006,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,5,JASON TRAP,476,130,1,2.99,,9.99
PG,2006,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,5,JAWBREAKER BROOKLYN,477,118,1,0.99,,15.99
G,2006,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,4,JAWS HARRY,478,112,1,2.99,,10.99
PG,2006,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,7,JEDI BENEATH,479,128,1,0.99,,12.99
R,2006,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,3,JEEPERS WEDDING,480,84,1,2.99,,29.99
PG,2006,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,4,JEKYLL FROGMEN,481,58,1,2.99,,22.99
R,2006,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,3,JEOPARDY ENCINO,482,102,1,0.99,,12.99
NC-17,2006,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,3,JERICHO MULAN,483,171,1,2.99,,29.99
NC-17,2006,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,3,JERK PAYCHECK,484,172,1,2.99,,13.99
PG,2006,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,6,JERSEY SASSY,485,60,1,4.99,,16.99
R,2006,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,7,JET NEIGHBORS,486,59,1,4.99,,14.99
PG-13,2006,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,6,JINGLE SAGEBRUSH,487,124,1,4.99,,29.99
NC-17,2006,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,3,JOON NORTHWEST,488,105,1,0.99,,23.99
PG-13,2006,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,4,JUGGLER HARDLY,489,54,1,0.99,,14.99
G,2006,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,4,JUMANJI BLADE,490,121,1,2.99,,13.99
NC-17,2006,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,4,JUMPING WRATH,491,74,1,0.99,,18.99
NC-17,2006,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,6,JUNGLE CLOSER,492,134,1,0.99,,11.99
R,2006,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,5,KANE EXORCIST,493,92,1,0.99,,18.99
PG-13,2006,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,4,KARATE MOON,494,120,1,0.99,,21.99
PG,2006,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,5,KENTUCKIAN GIANT,495,169,1,2.99,,10.99
PG-13,2006,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,3,KICK SAVANNAH,496,179,1,0.99,,10.99
G,2006,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,4,KILL BROTHERHOOD,497,54,1,0.99,,15.99
R,2006,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,7,KILLER INNOCENT,498,161,1,2.99,,11.99
NC-17,2006,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,3,KING EVOLUTION,499,184,1,4.99,,24.99
PG-13,2006,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,5,KISS GLORY,500,163,1,4.99,,11.99
R,2006,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,3,KISSING DOLLS,501,141,1,4.99,,9.99
PG-13,2006,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,4,KNOCK WARLOCK,502,71,1,2.99,,21.99
R,2006,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,3,KRAMER CHOCOLATE,503,171,1,2.99,,24.99
PG-13,2006,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,5,KWAI HOMEWARD,504,46,1,0.99,,25.99
PG-13,2006,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,6,LABYRINTH LEAGUE,505,46,1,2.99,,24.99
PG,2006,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,4,LADY STAGE,506,67,1,4.99,,14.99
NC-17,2006,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,4,LADYBUGS ARMAGEDDON,507,113,1,0.99,,13.99
PG-13,2006,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,6,LAMBS CINCINATTI,508,144,1,4.99,,18.99
NC-17,2006,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,5,LANGUAGE COWBOY,509,78,1,0.99,,26.99
G,2006,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,6,LAWLESS VISION,510,181,1,4.99,,29.99
NC-17,2006,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,7,LAWRENCE LOVE,511,175,1,0.99,,23.99
PG-13,2006,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,5,LEAGUE HELLFIGHTERS,512,110,1,4.99,,25.99
PG-13,2006,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,6,LEATHERNECKS DWARFS,513,153,1,2.99,,21.99
PG-13,2006,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,6,LEBOWSKI SOLDIERS,514,69,1,2.99,,17.99
PG,2006,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,7,LEGALLY SECRETARY,515,113,1,4.99,,14.99
PG,2006,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,7,LEGEND JEDI,516,59,1,0.99,,18.99
NC-17,2006,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,3,LESSON CLEOPATRA,517,167,1,0.99,,28.99
PG,2006,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,5,LIAISONS SWEET,518,140,1,4.99,,15.99
G,2006,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,3,LIBERTY MAGNIFICENT,519,138,1,2.99,,27.99
NC-17,2006,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,7,LICENSE WEEKEND,520,91,1,2.99,,28.99
NC-17,2006,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,7,LIES TREATMENT,521,147,1,4.99,,28.99
NC-17,2006,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,4,LIFE TWISTED,522,137,1,2.99,,9.99
R,2006,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,7,LIGHTS DEER,523,174,1,0.99,,21.99
PG,2006,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,6,LION UNCUT,524,50,1,0.99,,13.99
R,2006,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,4,LOATHING LEGALLY,525,140,1,0.99,,29.99
R,2006,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,7,LOCK REAR,526,120,1,2.99,,10.99
PG,2006,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,4,LOLA AGENT,527,85,1,4.99,,24.99
NC-17,2006,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,4,LOLITA WORLD,528,155,1,2.99,,25.99
G,2006,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,3,LONELY ELEPHANT,529,67,1,2.99,,12.99
PG-13,2006,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,5,LORD ARIZONA,530,108,1,2.99,,27.99
R,2006,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,3,LOSE INCH,531,137,1,0.99,,18.99
PG,2006,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,5,LOSER HUSTLER,532,80,1,4.99,,28.99
PG-13,2006,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,4,LOST BIRD,533,98,1,2.99,,21.99
PG-13,2006,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,5,LOUISIANA HARRY,534,70,1,0.99,,18.99
R,2006,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,6,LOVE SUICIDES,535,181,1,0.99,,21.99
PG,2006,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,3,LOVELY JINGLE,536,65,1,2.99,,18.99
G,2006,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,3,LOVER TRUMAN,537,75,1,2.99,,29.99
PG-13,2006,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,7,LOVERBOY ATTACKS,538,162,1,0.99,,19.99
NC-17,2006,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,7,LUCK OPUS,539,152,1,2.99,,21.99
PG-13,2006,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,7,LUCKY FLYING,540,97,1,2.99,,10.99
NC-17,2006,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,5,LUKE MUMMY,541,74,1,2.99,,21.99
G,2006,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,3,LUST LOCK,542,52,1,2.99,,28.99
