assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
3259,,,BAk0p00357,,1,Infermefiate,,20033,,,15034,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,Cavia porcellus,10141.0
3260,,,nwO0000249,,1,Intermedkatd,,20033,,,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0
3261,,,BAOo000240,,1,Ijtermediafe,,20033,,,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0
3262,,,gAO0000w57,,1,Interm3diwte,,20033,,,5399,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0
3263,,,BzO00o0357,,1,In4erm3diate,,20033,,,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,Cavia porcellus,10141.0
3264,,,hAi0000357,,1,Infernediate,,20033,,,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,Cavia porcellus,10141.0
3265,,,BAp000035i,,1,Intsrhediate,,20033,,,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,Cavia porcellus,10141.0
3266,,,BA900o0221,,1,Ibtermedia6e,,20033,,,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,Cavia porcellus,10141.0
3267,,,BAl0000321,,1,Inte5hediate,,20033,,,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,Cavia porcellus,10141.0
3268,,,BAO0000w2q,,1,Int4rmed8ate,,20033,,,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,Cavia porcellus,10141.0
3269,,,hAOp000357,,1,8nte4mediate,,20033,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,Cavia porcellus,10141.0
3270,,,BAO00903y7,,1,Intefmexiate,,20033,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,Cavia porcellus,10141.0
3271,,,hAOp000019,,1,Intermwdizte,,20033,,,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0
3272,,,BAO0000o1p,,1,Inte3medixte,,20033,,,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,Cavia porcellus,10141.0
3273,,,BAOp009019,,1,In4egmediate,,20033,,,12918,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0
3274,,,BA800p0357,,1,In5frmediate,,20033,,,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0
3275,,,BAOo000347,,1,Intermsd7ate,,20033,,,17394,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0
3276,,,BAO00o035u,,1,Intermeckate,,20033,,,15034,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0
3277,,,BAO0009239,,1,Intdrmeciate,,20033,,,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0
3278,,,BAO00po249,,1,In6ermwdiate,,20033,,,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,Cavia porcellus,10141.0
3279,,,BzO0000e21,,1,Inte4mediwte,,20033,,,17358,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,Cavia porcellus,10141.0
3280,,,BsO000035y,,1,Espert,,20033,,,12953,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,Cavia porcellus,10141.0
3281,,,BAO000034u,,1,Igt2rmediate,,20033,,,12953,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,Cavia porcellus,10141.0
3282,,,BAO00903t7,,1,Ihtermed9ate,,20033,,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,Cavia porcellus,10141.0
3283,,,fAi0000357,,1,In6ermwdiate,,20033,,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,Cavia porcellus,10141.0
3284,,,BAOo00o221,,1,Ingermediste,,20033,,,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0
3285,,,BAO9000211,,1,Intf3mediate,,20033,,,12918,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,Cavia porcellus,10141.0
3286,,,BAO00p02w1,,1,knterjediate,,20033,,,12919,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,Cavia porcellus,10141.0
3287,,,BAO9000231,,1,Interjedia6e,,20033,,,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,Cavia porcellus,10141.0
3288,,,BAO000922w,,1,7ntermedjate,,20033,,,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0
3289,,,BAO000p356,,1,Intdrmediste,,20033,,,13181,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,Cavia porcellus,10141.0
3290,,,vAO0000r57,,1,Autlcura5ion,,168,,,13181,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,Cavia porcellus,10141.0
3291,,,BAO0o09019,,1,9nt3rmediate,,20033,,,15034,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,Cavia porcellus,10141.0
3292,,,BAO0000e5u,,1,9nteemediate,,20033,,,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,Cavia porcellus,10141.0
3293,,,BsO00000w9,,1,Imtermexiate,,20033,,,1980,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,Cavia porcellus,10141.0
3294,,,BAOpo00219,HEK29w,1,Autocutat8on,,168,355.0,,13181,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,Cavia porcellus,10141.0
3295,,,BAO0p00018,,1,Intdrm4diate,,20033,,,14287,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,Cavia porcellus,10141.0
3296,,,BzO0000r57,,1,Interm4dixte,,20033,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,Cavia porcellus,10141.0
3297,,,BAOp0003t7,,1,lnte5mediate,,20033,,,15316,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,Cavia porcellus,10141.0
3298,,,BsO0900357,,1,Ibgermediate,,20033,,,16429,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,B,,Cavia porcellus,10141.0
3299,,,BAO9000121,,1,un6ermediate,,20033,,,14818,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,B,,Cavia porcellus,10141.0
3300,,,BqO0000257,,1,Inrernediate,,20033,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,B,,Cavia porcellus,10141.0
3301,,,BxO00003r7,,1,Ijtrrmediate,,20033,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,B,,Cavia porcellus,10141.0
3302,,,BAk0000w21,,1,Interkexiate,,20033,,,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,Cavia porcellus,10141.0
3303,,,BA9000o357,,1,Au6ocuratiog,,108,,,5486,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,B,,,
3304,,,hAOp000357,,1,Autocyra4ion,,168,,,16209,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,B,,,
3305,,,BAp0000o19,,1,Aht9curation,,168,,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,B,,,
3306,,,BqO0000229,HeLa,1,Aitlcuration,,168,835.0,,4199,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,B,,,
3307,,,BAO0900r57,,1,Ajtocurayion,,168,,,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,B,,,
3308,,,hAk0000357,,1,Au5icuration,,168,,,5213,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,B,,,
3309,,,vxO0000219,HeLa,1,Au4ocufation,,168,876.0,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",B,,,
3310,,,BsO0009357,,1,Autocurahioh,,10622,,,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,B,,,
3311,,,BAO0po0357,,1,Aut9vuration,,10622,,,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,B,,,
3312,,,BAO090p219,,1,Ajtpcuration,,10622,,,16946,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,B,,,
3313,,,hAO000035u,,1,A6tocu4ation,,10622,,,17358,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,B,,,
3314,,,vAO000o019,,1,Aut8curstion,,11249,,,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,F,,,
3315,,,BAO00000w8,,1,Autocurztiob,,11249,,,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,F,,,
3316,,,BAO00o0367,,1,Ahtocuragion,,11249,,,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,B,,,
3317,,,BAO0000q11,,1,Autocyfation,,11249,,,14875,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,B,,,
3318,,,BAO000032w,,1,Au5ocuratoon,,168,,,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,B,,Sus scrofa,9823.0
3319,,,BsO0p00019,,1,zhtocuration,,168,,,13047,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,B,,Oryctolagus cuniculus,9986.0
3320,,,BAO0000r47,,1,wxpert,,10623,,,1650,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0
3321,,,BAl0009019,,1,Autovuratiln,,10623,,,567,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,F,,,
3322,,,Bzk0000357,,1,Autovura5ion,,10623,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,B,,,
3323,,,BAi9000357,,1,Autosurat8on,,10623,,,188,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,B,,,
3324,,,hAO0000919,,1,Autochratikn,,10623,,,670,lntrinsic activity relative to 5-HT receptor,F,,,
3325,,,gAO00000q9,,1,A8tocurstion,,10623,,,204,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,F,,,
3326,,,BxO00o0019,,1,Expe3t,,10623,,,1946,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,F,,,
3327,,,vA00000019,,1,Autocufatjon,,10623,,,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,F,,,
3328,,,BAO0000028,,1,Autocutafion,,10623,,,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,F,,,
3329,,,BAO00o00q9,,1,Aufofuration,,10623,,,17358,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,F,,,
3330,,,BAO90000q9,,1,Au5ocurztion,,10623,,,6398,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,F,,,
3331,,,BAO00o0358,,1,fxpert,,10623,,,11752,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,B,,,
3332,,,vAOo000019,,1,Au60curation,,10623,,,809,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,F,,,
3333,,,BwO0090357,,1,Ecpert,,10623,,,14178,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0
3334,,,BAO0p0035y,,1,sutocugation,,10623,,,567,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,B,,,
3335,,,BAO0pp0357,,1,Aut8cutation,,10623,,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,B,,,
3336,,,BAO0000366,,1,Aug8curation,,10623,,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,B,,,
3337,,,BAO0900029,,1,Exper6,,10623,,,13961,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,B,,Rattus norvegicus,10116.0
3338,,,fAO0000248,,1,Autoc8ratiin,,10623,,,6238,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,B,,,
3339,,,BAO0900240,,1,qutocueation,,10623,,,14290,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,B,,,
3340,,,BqOo000249,,1,Ex9ert,,10623,,,14290,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,B,,,
3341,,,BxO0000919,,1,Exprrt,,10623,,,809,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,Rattus norvegicus,10116.0
3342,,,BAOoo00019,,1,Ahtocuratioj,,10623,,,1578,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,
3343,,,BAk0000248,,1,Expe3t,,10623,,,16709,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,B,,,
3344,,,BAO9000o19,,1,Ex9ert,,10623,,,1946,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,B,,,
3345,,,BAOp00p249,,1,Experg,,10623,,,15253,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,B,,,
3346,,,BAk00002e9,,1,wxpert,,10623,,,4535,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,
3347,,,BwO0900249,,1,Exoert,,10623,,,13961,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,B,,,
3348,,,nzO0000221,,1,Autocufatiog,,10623,,,17358,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,F,,,
3349,,,BAO0900p19,,1,Autof8ration,,10623,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,F,,,
3350,,,BzO0p00019,,1,Autocurati0b,,10623,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,F,,,
3351,,,BAO09000q9,,1,Ajtocutation,,10623,,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,F,,,
3352,,,BAl00000w9,,1,Autoduratiog,,10623,,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,F,,,
3353,,,BA90000p19,,1,Autocurafikn,,10623,,,1317,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,
3354,,,fAO0000356,,1,Espert,,10623,,,12936,Binding affinity against rat 5-hydroxytryptamine 4 receptor,B,,Rattus norvegicus,10116.0
3355,,,fAO0090249,,1,Exper6,,10623,,,4535,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,
3356,,,BA00000o19,,1,2xpert,,10623,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,F,,Rattus norvegicus,10116.0
3357,,,BAO0000o1o,,1,Expe3t,,10623,,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,F,,,
3358,,,BA00p00019,,1,dxpert,,10623,,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,
3359,,,BsO0000p19,,1,Expe3t,,10623,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,F,,Rattus norvegicus,10116.0
3360,,,fAO0000010,,1,Aut9curatiln,,10623,,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,F,,,
3361,,,BA90o00019,,1,Exlert,,10623,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,F,,,
3362,,,fAO000o218,,1,Expsrt,,10623,,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),F,,,
3363,,,BAO0p000w9,,1,Autoc6ragion,,10623,,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,
3364,,,BAO00o0029,,1,Autpcufation,,168,,,1980,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,F,,Rattus norvegicus,10116.0
3365,,,fAO0090019,,1,Autpcu5ation,,168,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,F,,,
3366,,,BAO0p00r57,,1,sutocuratiob,,168,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor,B,,,
3367,,,BAl0009357,,1,A85ocuration,,168,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,B,,,
3368,,,BAO000025i,,1,Autocurwtiin,,168,,,17358,Compound was tested for 5-hydroxytryptamine 4 binding affinity,B,,,
3369,,,BAO0000rr7,,1,Aktocuratioh,,168,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,B,,,
3370,,,BA9p000019,,1,Autocufati0n,,168,,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,
3371,,,BAO000o35i,,1,xu4ocuration,,168,,,16117,In vitro binding affinity towards 5-HT4 receptor was determined,B,,,
3372,,,BA00000o19,,1,Autocu5ati9n,,168,,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,
3373,,,BAO0900o19,,1,wutocuratlon,,168,,,17358,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,F,,,
3374,,,Bql0000357,,1,sutocurati0n,,168,,,17358,Tested for selectivity for 5-hydroxytryptamine 4 receptor,B,,,
3375,,,fAO0p00357,,1,Autpxuration,,168,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,B,,,
3376,,,BAO00003yu,,1,Autocurwtlon,,168,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,B,,,
3377,,,BsO000o357,,1,Au6ovuration,,168,,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,B,,,
3378,,,nAO0009357,,1,Expfrt,,168,,,1274,Binding affinity against 5-Hydroxytryptamine 4 receptor,B,,,
3379,,,nAO000p249,,1,witocuration,,104698,,,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,B,,,
3380,,,BAi9000249,,1,Autocura4iob,,104698,,,11695,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,B,,,
3381,,,nAOo000249,,1,Aytochration,,104698,,,11695,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,B,,,
3382,,,BAOo000018,,1,Aktocuratiln,,104698,,,12490,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,B,,,
3383,,,BAO000p0w9,,1,Aut8curatioj,,104698,,,11828,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0
3384,,,vxO0000221,,1,Autocuratlog,,104698,,,12253,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,B,,,
3385,,,BAO00009q9,,1,Augpcuration,,104698,,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,
3386,,,BwO0000919,,1,Auhocuratikn,,104698,,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,B,,,
3387,,,BzO0009019,,1,Autocudati8n,,104698,,,14432,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,F,,,
3388,,,BAO00o022e,,1,Autocurayioj,,104698,,,12936,Binding affinity against rat 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0
3389,,,BAO00p0w23,,1,Autocurati9b,,104698,,,1274,Binding affinity against 5-Hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0
3390,,,fAO0000919,,1,Autocurztoon,,104698,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,B,,,
3391,,,BAk9000249,,1,Ahtocurat8on,,104698,,,670,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,B,,,
3392,,,BAO009p019,,1,z6tocuration,,104698,,,968,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,B,,Rattus norvegicus,10116.0
3393,,,gA00000019,,1,Au6ovuration,,104698,,,14287,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,B,,,
3394,,,gAO0000919,,1,qufocuration,,104698,,,567,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,B,,,
3395,,,BAOp00001o,,1,Aut0curatiom,,104698,,,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,B,,,
3396,,,nsO0000249,,1,Autockrxtion,,104698,,,14826,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,B,,,
3397,,,gAO0090223,,1,Auticurati9n,,104698,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,B,,,
3398,,,vAO000p223,,1,Autovurat7on,,104698,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,B,,,
3399,,,BAp00002e3,,1,Autocurariob,,104698,,,10394,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0
3400,,,BAp000p249,,1,Expett,,10576,,,13657,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",B,,,
3401,,,BAO00p02q1,,1,Autocura6ipn,,12020,,,1879,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,F,,,
3402,,,gAO0p00019,,1,Aytocura4ion,,12020,,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,F,,,
3403,,,BAk0000029,,1,Autoc8ratioh,,12020,,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,F,,,
3404,Invlvo,,BAOp900218,,1,Autofyration,,12020,,,204,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,F,,,
3405,,,hAO0090019,,1,Au6ocuratiin,,12020,,,1879,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,
3406,,,BwO00003y7,,1,Autocuratipg,,12020,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3407,,,BAO0p00919,,1,Aitocugation,,12020,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,
3408,,,BAl00000w9,,1,Autocurxtiin,,12020,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,B,,,
3409,,,BAO0o0001i,,1,zutocugation,,104698,,,10641,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",B,,,
3410,,,BAO0090010,,1,Autosurati0n,,12020,,,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,
