assays_RELATITY,assays_ASSSUBCELFR,assays_T,assays_CEI,assays_ASSTR,assays_ASSTT,assays_DOI,assays_ASSTIS,assays_ASOR,assays_ASSCA,assays_BFOR,assays_SRASI,assays_Des,assays_CHEI,assays_ASTAI,assays_ASSI,assays_ASST,assays_SI,assays_CUB,assays_ASCTY,assays_VARI,assays_TISI,assays_CONSCO
U,,22224,,,In vivo,12536,Plasma,,,BAO_0000218,,Maximum concentration in plasma after administration of 2 umol/kg dose intravenously,CHEMBL626031,,11184,A,1,Autocuration,,,1969.0,0
U,,22224,,,In vivo,12536,Plasma,,,BAO_0000218,,Maximum concentration in plasma after administration of 4 umol/kg dose intravenously,CHEMBL626032,,11185,A,1,Autocuration,,,1969.0,0
U,,22224,,,In vivo,12536,Plasma,,,BAO_0000218,,Maximum concentration in plasma after administration of 40 umol/kg dose perorally,CHEMBL626033,,11186,A,1,Autocuration,,,1969.0,0
U,,22224,,,In vivo,12536,Plasma,,,BAO_0000218,,Maximum concentration in plasma after administration of 5 umol/kg dose intravenously,CHEMBL626034,,11187,A,1,Autocuration,,,1969.0,0
N,,50588,,,In vivo,9994,Plasma,Canis lupus familiaris,,BAO_0000218,,Maximum concentration in plasma after oral administration in dog (25 mg/kg),CHEMBL626035,9615.0,11188,A,1,Intermediate,,,1969.0,1
U,,22224,,,In vivo,1434,Plasma,,,BAO_0000218,,Maximum concentration in plasma at Tmax,CHEMBL626036,,11189,A,1,Autocuration,,,1969.0,0
N,,50588,,,In vivo,12836,Plasma,Canis lupus familiaris,,BAO_0000218,,Maximum concentration in plasma recorded 0-6 hr post dose in dog at 10 mg/kg oral dose,CHEMBL626037,9615.0,11190,A,1,Expert,,,1969.0,1
N,,100712,,,In vivo,12836,Plasma,Cricetinae,,BAO_0000218,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in hamster at 10 mg/kg oral dose,CHEMBL626038,10026.0,11191,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,12836,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in rat at 10 mg/kg oral dose,CHEMBL626039,10116.0,11192,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,12545,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum concentration in plasma was determined by oral administration to rats at 20 mg/kg,CHEMBL626040,10116.0,11193,A,1,Intermediate,,,1969.0,1
N,,50592,,,In vivo,13856,Plasma,Oryctolagus cuniculus,,BAO_0000218,,Maximum concentration present in the rabbit plasma following peroral administration of 10 mg/kg,CHEMBL626041,9986.0,11194,A,1,Intermediate,,,1969.0,1
U,,22224,,,In vivo,3550,,,,BAO_0000218,,Maximum concentration was calculated,CHEMBL626042,,11195,A,1,Autocuration,,,,0
U,,22224,,,In vivo,2632,,,,BAO_0000218,,Maximum concentration was calculated.,CHEMBL626043,,11196,A,1,Autocuration,,,,0
U,,22224,,,In vivo,5566,,,,BAO_0000218,,Maximum concentration at a peroral dose of 10 mg/kg,CHEMBL626044,,11197,A,1,Autocuration,,,,0
U,,22224,,,In vivo,11883,,,,BAO_0000218,,Maximum concentration of the drug at 10 uM/dg administered perorally,CHEMBL626045,,11198,A,1,Autocuration,,,,0
U,,22224,,,In vivo,11883,,,,BAO_0000218,,Maximum concentration of the drug at 2 uM/dg administered intravenously,CHEMBL626046,,11199,A,1,Autocuration,,,,0
N,,50588,,,In vivo,14122,Plasma,Canis lupus familiaris,,BAO_0000218,,"Maximum concentration of the unchanged compound in dog plasma, recorded in the period 0-6 hr post dose.",CHEMBL626047,9615.0,11200,A,1,Intermediate,,,1969.0,1
N,,100712,,,In vivo,14122,Plasma,Cricetinae,,BAO_0000218,,"Maximum concentration of the unchanged compound in hamster plasma, recorded in the period 0-6 hr post dose.",CHEMBL626048,10026.0,11201,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,14122,Plasma,Rattus norvegicus,,BAO_0000218,,"Maximum concentration of the unchanged compound in rat plasma, recorded in the period 0-6 hr post dose.",CHEMBL626049,10116.0,11202,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,12542,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 60 mg/kg oral dose,CHEMBL626050,10116.0,11203,A,1,Intermediate,,,1969.0,1
N,,50588,,,In vivo,12542,Plasma,Canis lupus familiaris,,BAO_0000218,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in dog at 5 mg/kg oral dose,CHEMBL874541,9615.0,11204,A,1,Intermediate,,,1969.0,1
N,,100712,,,In vivo,12542,Plasma,Cricetinae,,BAO_0000218,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in hamster at 40 mg/kg oral dose,CHEMBL622826,10026.0,11205,A,1,Intermediate,,,1969.0,1
N,,100712,,,In vivo,12542,Plasma,Cricetinae,,BAO_0000218,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose to hamster at 40 mg/kg oral dose,CHEMBL622827,10026.0,11206,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,12542,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 25 mg/kg oral dose,CHEMBL622828,10116.0,11207,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,14080,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum concentration of unchanged drug in rat plasma in the period 0-24 hr after dosing,CHEMBL622829,10116.0,11208,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,11911,,Rattus norvegicus,,BAO_0000218,,Maximum concentration reached following intravenous administration in male rat,CHEMBL876806,10116.0,11209,A,1,Intermediate,,,,1
N,,50588,,,In vivo,13204,,Canis lupus familiaris,,BAO_0000218,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 10 mg/kg dosage administered perorally in dog,CHEMBL622830,9615.0,11210,A,1,Intermediate,,,,1
N,,50597,,,In vivo,13204,,Rattus norvegicus,,BAO_0000218,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 5 mg/kg dosage administered perorally in rats,CHEMBL622831,10116.0,11211,A,1,Intermediate,,,,1
N,,50588,,,In vivo,14346,,Canis lupus familiaris,,BAO_0000218,,Maximum concentration was measured after peroral administration of 10 mg/kg of drug in male Beagle dogs,CHEMBL626794,9615.0,11212,A,1,Intermediate,,,,1
N,,50597,,,In vivo,14346,,Rattus norvegicus,,BAO_0000218,,Maximum concentration was measured after peroral administration of 5.0 mg/kg of drug in male Dawley rats,CHEMBL626795,10116.0,11213,A,1,Intermediate,,,,1
N,,50597,,,In vivo,14346,,Rattus norvegicus,,BAO_0000218,,Maximum concentration was measured after peroral administration of 5.1 mg/kg of drug in male Dawley rats,CHEMBL626796,10116.0,11214,A,1,Intermediate,,,,1
N,,50597,,,In vivo,14346,,Rattus norvegicus,,BAO_0000218,,Maximum concentration was measured after peroral administration of 5.2 mg/kg of drug in male Dawley rats,CHEMBL626797,10116.0,11215,A,1,Intermediate,,,,1
N,,50597,,,In vivo,14127,,Rattus norvegicus,,BAO_0000218,,Maximum drug concentration is determined after oral dosing in rats.,CHEMBL626798,10116.0,11216,A,1,Intermediate,,,,1
N,,50588,,,In vivo,14339,,Canis lupus familiaris,,BAO_0000218,,Maximum observed concentration in oral (5 mg/kg) fasted dogs,CHEMBL626799,9615.0,11217,A,1,Intermediate,,,,1
N,,50588,,,In vivo,14339,,Canis lupus familiaris,,BAO_0000218,,Maximum observed concentration in oral (5 mg/kg) fed dogs,CHEMBL626800,9615.0,11218,A,1,Intermediate,,,,1
U,,22224,,,In vivo,13494,Plasma,,,BAO_0000218,,Maximum plasma concentration,CHEMBL626801,,11219,A,1,Autocuration,,,1969.0,0
N,,50597,,,In vivo,14925,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum plasma concentration (Cmax) was determined in rats after intraduodenal administration of the drug,CHEMBL876816,10116.0,11220,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,14474,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum plasma concentration following oral administration of 26.3 mg/kg in rats,CHEMBL626802,10116.0,11221,A,1,Intermediate,,,1969.0,1
N,,50588,,,In vivo,14474,Plasma,Canis lupus familiaris,,BAO_0000218,,Maximum plasma concentration following oral administration of 3.8 mg/kg in Beagle dog,CHEMBL626803,9615.0,11222,A,1,Intermediate,,,1969.0,1
U,,22224,,,In vivo,13917,Plasma,,,BAO_0000218,,Maximum plasma concentration following oral administration of 30 umol/kg,CHEMBL626804,,11223,A,1,Autocuration,,,1969.0,0
N,,50597,,,,9796,Plasma,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose,CHEMBL626805,10116.0,11224,A,1,Intermediate,,,1969.0,1
N,,50597,,,,9796,Plasma,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,CHEMBL626309,10116.0,11225,A,1,Intermediate,,,1969.0,1
N,,50597,,,,9796,Plasma,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in plasma of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,CHEMBL626310,10116.0,11226,A,1,Intermediate,,,1969.0,1
N,,50597,,,,9796,Plasma,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in plasma of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,CHEMBL626311,10116.0,11227,A,1,Intermediate,,,1969.0,1
N,,50597,,,,9796,Plasma,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in plasma of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,CHEMBL626312,10116.0,11228,A,1,Intermediate,,,1969.0,1
N,,50597,,,,9796,Uterus,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,CHEMBL626313,10116.0,11229,A,1,Intermediate,,,995.0,1
N,,50597,,,,9796,Uterus,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,CHEMBL626314,10116.0,11230,A,1,Intermediate,,,995.0,1
N,,50597,,,,9796,Uterus,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in uterus of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,CHEMBL626315,10116.0,11231,A,1,Intermediate,,,995.0,1
N,,50597,,,,9796,Uterus,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in uterus of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,CHEMBL626316,10116.0,11232,A,1,Intermediate,,,995.0,1
N,,50597,,,,9796,Uterus,Rattus norvegicus,,BAO_0000218,,Distribution of radiolabeled compound in uterus of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,CHEMBL626317,10116.0,11233,A,1,Intermediate,,,995.0,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626318,10116.0,11234,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL626319,10116.0,11235,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626320,10116.0,11236,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL875053,10116.0,11237,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626321,10116.0,11238,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL626322,10116.0,11239,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626323,10116.0,11240,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL626324,10116.0,11241,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626325,10116.0,11242,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL626326,10116.0,11243,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 7 on rate of aging in 2 mL of cell suspension; Plus (+),CHEMBL626327,10116.0,11244,A,1,Intermediate,,,,1
N,,50597,,,,8363,,Rattus norvegicus,,BAO_0000218,,Distribution of rat erythrocytes for tube 1 on rate of aging in 2 mL of cell suspension; Minus (-),CHEMBL626328,10116.0,11245,A,1,Intermediate,,,,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat 5 min after intravenous administration, injected dose/gm",CHEMBL626329,10116.0,11246,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 15 min after intravenous administration, injected dose/gm",CHEMBL626330,10116.0,11247,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 1 hr after intravenous administration, injected dose/gm",CHEMBL626331,10116.0,11248,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 2 hr after intravenous administration, injected dose/gm",CHEMBL626332,10116.0,11249,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 30 min after intravenous administration, injected dose/gm",CHEMBL626333,10116.0,11250,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 4 hr after intravenous administration, injected dose/gm",CHEMBL626334,10116.0,11251,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 6 hr after intravenous administration, injected dose/gm",CHEMBL626335,10116.0,11252,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution in blood of rat, 8 hr after intravenous administration, injected dose/gm",CHEMBL624798,10116.0,11253,A,1,Intermediate,,,178.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 15 min after intravenous administered, injected dose/gm",CHEMBL624799,10116.0,11254,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 1 hr after intravenous administered, injected dose/gm",CHEMBL624800,10116.0,11255,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 2 hr after intravenous administered, injected dose/gm",CHEMBL624801,10116.0,11256,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 30 min after intravenous administered, injected dose/gm",CHEMBL624802,10116.0,11257,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 4 hr after intravenous administered, injected dose/gm",CHEMBL624803,10116.0,11258,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 5 min after intravenous administered, injected dose/gm",CHEMBL624804,10116.0,11259,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 6 hr after intravenous administered, injected dose/gm",CHEMBL624805,10116.0,11260,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution in brain of rat, 8 hr after intravenous administered, injected dose/gm",CHEMBL624806,10116.0,11261,A,1,Intermediate,,,955.0,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 15 min after intravenous administration, injected dose/gm",CHEMBL624807,10116.0,11262,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 1 hr after intravenous administration, injected dose/gm",CHEMBL624808,10116.0,11263,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 2 hr after intravenous administration, injected dose/gm",CHEMBL624809,10116.0,11264,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 30 min after intravenous administration, injected dose/gm",CHEMBL624810,10116.0,11265,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 4 hr after intravenous administration, injected dose/gm",CHEMBL877618,10116.0,11266,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 5 min after intravenous administration, injected dose/gm",CHEMBL624811,10116.0,11267,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 6 hr after intravenous administration, injected dose/gm",CHEMBL624812,10116.0,11268,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat fat 8 hr after intravenous administration, injected dose/gm",CHEMBL624813,10116.0,11269,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat heart 15 min after intravenous administration, injected dose/gm",CHEMBL624814,10116.0,11270,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat heart 1 hr after intravenous administration, injected dose/gm",CHEMBL624815,10116.0,11271,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat heart 2 hr after intravenous administration, injected dose/gm",CHEMBL624816,10116.0,11272,A,1,Intermediate,,,,1
N,,50597,,,,8684,,Rattus norvegicus,,BAO_0000218,,"Distribution in rat heart 30 min after intravenous administration, injected dose/gm",CHEMBL624817,10116.0,11273,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),CHEMBL624818,9615.0,11274,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration,CHEMBL624819,9615.0,11275,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),CHEMBL624820,9615.0,11276,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),CHEMBL624821,9615.0,11277,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),CHEMBL624822,9615.0,11278,A,1,Intermediate,,,,1
N,,50588,,,,6996,,Canis lupus familiaris,,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),CHEMBL624823,9615.0,11279,A,1,Intermediate,,,,1
N,,50212,,,,15599,,Escherichia coli,,BAO_0000218,,Observed diffusion coefficient in organic solvent for Escherichia coli,CHEMBL624824,562.0,11280,A,1,Intermediate,,,,1
N,,50597,,,,9614,Blood,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in blood of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624825,10116.0,11281,A,1,Intermediate,,,178.0,1
N,,50597,,,,9614,Blood,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in blood of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624826,10116.0,11282,A,1,Intermediate,,,178.0,1
N,,50597,,,,9614,Cardiac atrium,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in left atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL876817,10116.0,11283,A,1,Intermediate,,,2081.0,1
N,,50597,,,,9614,Cardiac atrium,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in left atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624827,10116.0,11284,A,1,Intermediate,,,2081.0,1
N,,50597,,,,9614,,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in left ventricle of of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624828,10116.0,11285,A,1,Intermediate,,,,1
N,,50597,,,,9614,,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in left ventricle of of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624829,10116.0,11286,A,1,Intermediate,,,,1
N,,50597,,,,9614,Liver,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in liver of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624830,10116.0,11287,A,1,Intermediate,,,2107.0,1
N,,50597,,,,9614,Liver,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in liver of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624831,10116.0,11288,A,1,Intermediate,,,2107.0,1
N,,50597,,,,9614,Cardiac atrium,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in right atrium of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624832,10116.0,11289,A,1,Intermediate,,,2081.0,1
N,,50597,,,,9614,Cardiac atrium,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in right atrium of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624833,10116.0,11290,A,1,Intermediate,,,2081.0,1
N,,50597,,,,9614,,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in right ventricle of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624834,10116.0,11291,A,1,Intermediate,,,,1
N,,50597,,,,9614,,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in right ventricle of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624835,10116.0,11292,A,1,Intermediate,,,,1
N,,50597,,,,9614,Spleen,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in spleen of rats, pretreated with 6-Hydroxydopamine assessed using [18F]- as radiotracer",CHEMBL624836,10116.0,11293,A,1,Intermediate,,,2106.0,1
N,,50597,,,,9614,Spleen,Rattus norvegicus,,BAO_0000218,,"Concentration of compound in spleen of rats, pretreated with desmethylimipramine, assessed using [18F]- as radiotracer;Dose/g",CHEMBL624837,10116.0,11294,A,1,Intermediate,,,2106.0,1
N,,50597,,,,9071,Blood,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in blood of female rats 30 minutes after intravenous administration,CHEMBL624838,10116.0,11295,A,1,Intermediate,,,178.0,1
N,,50597,,,,9071,Blood,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in blood of female rats 5 minutes after intravenous administration,CHEMBL622188,10116.0,11296,A,1,Intermediate,,,178.0,1
N,,50597,,,,9071,Heart,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration,CHEMBL622189,10116.0,11297,A,1,Intermediate,,,948.0,1
N,,50597,,,,9071,Heart,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in heart of female rats 30 minutes after intravenous administration at,CHEMBL622190,10116.0,11298,A,1,Intermediate,,,948.0,1
N,,50597,,,,9071,Heart,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in heart of female rats 5 minutes after intravenous administration,CHEMBL625170,10116.0,11299,A,1,Intermediate,,,948.0,1
N,,50597,,,,9071,Kidney,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,CHEMBL625171,10116.0,11300,A,1,Intermediate,,,2113.0,1
N,,50597,,,,9071,Kidney,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 30 minutes after intravenous administration,CHEMBL625172,10116.0,11301,A,1,Intermediate,,,2113.0,1
N,,50597,,,,9071,Kidney,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in kidney of female rats 5 minutes after intravenous administration,CHEMBL625173,10116.0,11302,A,1,Intermediate,,,2113.0,1
N,,50597,,,,9071,Liver,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in liver of female rats 30 minutes after intravenous administration,CHEMBL625174,10116.0,11303,A,1,Intermediate,,,2107.0,1
N,,50597,,,,9071,Liver,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration,CHEMBL625175,10116.0,11304,A,1,Intermediate,,,2107.0,1
N,,50597,,,,9071,Liver,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in liver of female rats 5 minutes after intravenous administration at,CHEMBL625176,10116.0,11305,A,1,Intermediate,,,2107.0,1
N,,50597,,,,9071,Lung,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,CHEMBL625177,10116.0,11306,A,1,Intermediate,,,2048.0,1
N,,50597,,,,9071,Lung,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration,CHEMBL625178,10116.0,11307,A,1,Intermediate,,,2048.0,1
N,,50597,,,,9071,Lung,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in lung of female rats 5 minutes after intravenous administration at,CHEMBL625179,10116.0,11308,A,1,Intermediate,,,2048.0,1
N,,50597,,,,9071,Lung,Rattus norvegicus,,BAO_0000218,,Distribution of radioactivity of radiolabeled compound in lung of female rats 30 minutes after intravenous administration,CHEMBL625180,10116.0,11309,A,1,Intermediate,,,2048.0,1
