description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,Autocuration,,185.0,10029.0,,,6779,CHEMBL618839,,0,1,,BAO_0000219,,Cricetulus griseus,16156,22224,F,U,CHO-AA8,,
Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,Autocuration,,185.0,10029.0,,,6780,CHEMBL618840,,0,1,,BAO_0000219,,Cricetulus griseus,2656,22224,F,U,CHO-AA8,,
"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",Autocuration,,,10029.0,,,6781,CHEMBL618841,,0,1,,BAO_0000019,,Cricetulus griseus,11005,22224,F,U,,,
Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,Autocuration,,185.0,10029.0,,,6782,CHEMBL618842,,0,1,,BAO_0000219,,Cricetulus griseus,11942,22224,F,U,CHO-AA8,,
Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,Autocuration,,185.0,10029.0,,,6783,CHEMBL618843,,0,1,,BAO_0000219,,Cricetulus griseus,2128,22224,F,U,CHO-AA8,,
Half life period after 15 mg/kg iv dose in Dogs,Intermediate,,,9615.0,,,6784,CHEMBL618844,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Half life period after 30 mg/kg po dose in Dogs,Intermediate,,,9615.0,,,6785,CHEMBL618845,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Half life was measured after oral 2b administration (tested in 6 dogs),Intermediate,,,9615.0,,,6786,CHEMBL618846,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,9579,50588,A,N,,,
Half life was measured in dog after oral 17b administration,Intermediate,,,9615.0,,,6787,CHEMBL618847,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,9579,50588,A,N,,,
Pharmacokinetic parameter T max determined in dog after oral administration of 17b,Intermediate,,,9615.0,,,6788,CHEMBL618848,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,9579,50588,A,N,,,
Pharmacokinetic parameter T max determined in dog after oral administration of 2b,Intermediate,,,9615.0,,,6789,CHEMBL618849,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,9579,50588,A,N,,,
Tmax value after 15 mg/kg iv dose in Dogs,Intermediate,,,9615.0,,,6790,CHEMBL618850,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Tmax value after 30 mg/kg po dose in Dogs,Intermediate,,,9615.0,,,6791,CHEMBL618851,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Compound was evaluated for its half life when administered intravenously in dog,Intermediate,,,9615.0,,,6792,CHEMBL873815,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,3184,50588,A,N,,,
Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),Intermediate,,,9615.0,,,6793,CHEMBL618852,Plasma,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5017,50588,A,N,,1969.0,
Elimination Half-life of compound was determined in dog,Intermediate,,,9615.0,,,6794,CHEMBL618853,,1,1,,BAO_0000218,,Canis lupus familiaris,6821,50588,A,N,,,
Half life of compound in dog following oral administration,Intermediate,,,9615.0,,,6795,CHEMBL618854,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17839,50588,A,N,,,
Half life of compound was determined in dog,Intermediate,,,9615.0,,,6796,CHEMBL618855,,1,1,,BAO_0000218,,Canis lupus familiaris,17267,50588,A,N,,,
Half life of compound was determined in dog blood,Intermediate,,,9615.0,,,6797,CHEMBL618856,Blood,1,1,,BAO_0000218,,Canis lupus familiaris,4727,50588,A,N,,178.0,
Half life after oral and iv dosing in dogs,Intermediate,,,9615.0,,,6798,CHEMBL875827,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5238,50588,A,N,,,
Half life in dogs in hours,Intermediate,,,9615.0,,,6799,CHEMBL618857,,1,1,,BAO_0000218,,Canis lupus familiaris,4942,50588,A,N,,,
Half life on i.v. administration of 2 mg/kg was measured in dog,Intermediate,,,9615.0,,,6800,CHEMBL618858,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6505,50588,A,N,,,
t1/2 in dog after oral dose (1 mg/kg),Intermediate,,,9615.0,,,6801,CHEMBL618859,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5130,50588,A,N,,,
Half life was evaluated in dog,Intermediate,,,9615.0,,,6802,CHEMBL618860,,1,1,,BAO_0000218,,Canis lupus familiaris,1475,50588,A,N,,,
Half life period of compound was determined after intravenous administration at 2 mg/kg,Intermediate,,,9615.0,,,6803,CHEMBL618861,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17804,50588,A,N,,,
Half life period of compound was determined after peroral administration at 2 mg/kg,Intermediate,,,9615.0,,,6804,CHEMBL622539,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17804,50588,A,N,,,
Half life period (10 mg/kg) was determined in dog,Intermediate,,,9615.0,,,6805,CHEMBL622540,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6084,50588,A,N,,,
Half life period (10 mg/kg) was determined in dog,Intermediate,,,9615.0,,,6806,CHEMBL873803,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6084,50588,A,N,,,
Half life period by iv administration in dog at a dose of 0.3 mg/kg,Intermediate,,,9615.0,,,6807,CHEMBL873804,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5542,50588,A,N,,,
Half life period by po administration in dog at a dose of 0.3 mg/kg,Intermediate,,,9615.0,,,6808,CHEMBL624311,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5542,50588,A,N,,,
Half life period in dog,Intermediate,,,9615.0,,,6809,CHEMBL624312,,1,1,,BAO_0000218,,Canis lupus familiaris,6084,50588,A,N,,,
Half life period in dogs after oral administration at 1 mg/kg,Intermediate,,,9615.0,,,6810,CHEMBL624313,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6241,50588,A,N,,,
Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,Intermediate,,,9615.0,,,6811,CHEMBL624314,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,1916,50588,A,N,,,
Half-life of compound was determined in dogs,Intermediate,,,9615.0,,,6812,CHEMBL624315,,1,1,,BAO_0000218,,Canis lupus familiaris,6621,50588,A,N,,,
Half-life in dog plasma,Intermediate,,,9615.0,,,6813,CHEMBL624316,Plasma,1,1,,BAO_0000218,,Canis lupus familiaris,1696,50588,A,N,,1969.0,
Half-life in mongrel dogs was determined,Intermediate,,,9615.0,,,6814,CHEMBL624317,,1,1,,BAO_0000218,,Canis lupus familiaris,17800,50588,A,N,,,
Half-life in dog upon oral administration,Intermediate,,,9615.0,,,6815,CHEMBL624318,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17657,50588,A,N,,,
Half-life in dog upon oral administration; Unable to calculate,Intermediate,,,9615.0,,,6816,CHEMBL624319,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17657,50588,A,N,,,
Half-life was measured in dog,Intermediate,,,9615.0,,,6817,CHEMBL624496,,1,1,,BAO_0000218,,Canis lupus familiaris,4239,50588,A,N,,,
Half-life was measured in dog,Intermediate,,,9615.0,,,6818,CHEMBL624497,,1,1,,BAO_0000218,,Canis lupus familiaris,5985,50588,A,N,,,
Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,Intermediate,,,9615.0,,,6819,CHEMBL624498,,1,1,,BAO_0000218,,Canis lupus familiaris,9932,50588,A,N,,,
Oral half life was determined,Intermediate,,,9615.0,,,6820,CHEMBL624499,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5199,50588,A,N,,,
Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,Intermediate,,,9615.0,,,6821,CHEMBL624500,Plasma,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5199,50588,A,N,,1969.0,
Plasma half life was evaluated,Intermediate,,,9615.0,,,6822,CHEMBL624501,Plasma,1,1,,BAO_0000218,,Canis lupus familiaris,1475,50588,A,N,,1969.0,
Plasma half life was evaluated in Dog,Intermediate,,,9615.0,,,6823,CHEMBL623666,Plasma,1,1,,BAO_0000218,,Canis lupus familiaris,1475,50588,A,N,,1969.0,
Plasma half life was evaluated in dog,Intermediate,,,9615.0,,,6824,CHEMBL623667,Plasma,1,1,,BAO_0000218,,Canis lupus familiaris,1475,50588,A,N,,1969.0,
T1/2 (Half-life) was after oral administration at 5 mg/kg,Intermediate,,,9615.0,,,6825,CHEMBL623668,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6316,50588,A,N,,,
Tested for the half life value in dog,Intermediate,,,9615.0,,,6826,CHEMBL623669,,1,1,,BAO_0000218,,Canis lupus familiaris,4883,50588,A,N,,,
Maximum time at the dose of 2 mg/kg in dog,Intermediate,,,9615.0,,,6827,CHEMBL623670,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4727,50588,A,N,,,
Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,Intermediate,,,9615.0,,,6828,CHEMBL623671,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,1916,50588,A,N,,,
Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,Intermediate,,,9615.0,,,6829,CHEMBL875945,Blood,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,1337,50588,A,N,,178.0,
Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,Intermediate,,,9615.0,,,6830,CHEMBL623672,Blood,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,1337,50588,A,N,,178.0,
Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,Intermediate,,,9615.0,,,6831,CHEMBL623673,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6265,50588,A,N,,,
Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),Intermediate,,,9615.0,,,6832,CHEMBL623674,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4809,50588,A,N,,,
Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,Intermediate,,,9615.0,,,6833,CHEMBL623675,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5983,50588,A,N,,,
"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",Intermediate,,,9615.0,,,6834,CHEMBL872526,,1,1,,BAO_0000218,,Canis lupus familiaris,5313,50588,A,N,,,
"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",Intermediate,,,9615.0,,,6835,CHEMBL623676,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5313,50588,A,N,,,
Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,Intermediate,,,9615.0,,,6836,CHEMBL623677,Plasma,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17650,50588,A,N,,1969.0,
Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,Intermediate,,,9615.0,,,6837,CHEMBL623678,Plasma,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5199,50588,A,N,,1969.0,
Time taken for maximum plasma concentration in dog,Intermediate,,,9615.0,,,6838,CHEMBL623679,Plasma,1,1,,BAO_0000218,,Canis lupus familiaris,933,50588,A,N,,1969.0,
Time to reach Cmax after oral administration to dogs,Intermediate,,,9615.0,,,6839,CHEMBL623680,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16367,50588,A,N,,,
Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Intermediate,,,9615.0,,,6840,CHEMBL623681,Plasma,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6348,50588,A,N,,1969.0,
Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,Intermediate,,,9615.0,,,6841,CHEMBL623682,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6316,50588,A,N,,,
Tmax after peroral administration (1 mg/kg) was determined in dog,Intermediate,,,9615.0,,,6842,CHEMBL623683,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6215,50588,A,N,,,
Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,Expert,,,9615.0,,,6843,CHEMBL623684,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,3598,50588,A,N,,,
Tmax by oral administration at a dose of 10 uM/kg in dog was determined,Intermediate,,,9615.0,,,6844,CHEMBL622745,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4527,50588,A,N,,,
Tmax after peroral administration in dogs at 2.4 uM/kg,Intermediate,,,9615.0,,,6845,CHEMBL622746,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,17764,50588,A,N,,,
In vivo Cmax in mice at dose of 100 mg/kg,Intermediate,,,10090.0,,,6846,CHEMBL622747,,1,1,,BAO_0000218,In vivo,Mus musculus,5969,50594,A,N,,,
In vivo Cmax in mice at dose of 50 mg/kg,Intermediate,,,10090.0,,,6847,CHEMBL622748,,1,1,,BAO_0000218,In vivo,Mus musculus,5969,50594,A,N,,,
Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,Intermediate,,,10090.0,,,6848,CHEMBL622749,,1,1,,BAO_0000218,In vivo,Mus musculus,4573,50594,A,N,,,
Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),Intermediate,,,10090.0,,,6849,CHEMBL622750,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,3277,50594,A,N,,1969.0,
Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,Intermediate,,,10090.0,,,6850,CHEMBL623411,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17734,50594,A,N,,1969.0,
Maximum concentration obtained in mouse plasma was determined,Intermediate,,,10090.0,,,6851,CHEMBL875946,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,3132,50594,A,N,,1969.0,
Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,Intermediate,,,10090.0,,,6852,CHEMBL623412,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,3132,50594,A,N,,1969.0,
Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,Intermediate,,,10090.0,,,6853,CHEMBL623413,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,6348,50594,A,N,,1969.0,
Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,Intermediate,,,10090.0,,,6854,CHEMBL623414,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17729,50594,A,N,,1969.0,
Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,Intermediate,,,10090.0,,,6855,CHEMBL623415,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17729,50594,A,N,,1969.0,
Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,Intermediate,,,10090.0,,,6856,CHEMBL623416,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17729,50594,A,N,,1969.0,
Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,Intermediate,,,10090.0,,,6857,CHEMBL623417,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17728,50594,A,N,,1969.0,
Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,Intermediate,,,10090.0,,,6858,CHEMBL623418,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17728,50594,A,N,,1969.0,
Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,Intermediate,,,10090.0,,,6859,CHEMBL623419,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,17728,50594,A,N,,1969.0,
Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,Intermediate,,,10090.0,,,6860,CHEMBL622816,,1,1,,BAO_0000218,In vivo,Mus musculus,4066,50594,A,N,,,
Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,Intermediate,,,10090.0,,,6861,CHEMBL623313,,1,1,,BAO_0000218,In vivo,Mus musculus,6178,50594,A,N,,,
Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,Intermediate,,,10090.0,,,6862,CHEMBL623314,,1,1,,BAO_0000218,In vivo,Mus musculus,6178,50594,A,N,,,
Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,Intermediate,,,10090.0,,,6863,CHEMBL876788,,1,1,,BAO_0000218,In vivo,Mus musculus,3760,50594,A,N,,,
Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,Intermediate,,,10090.0,,,6864,CHEMBL623315,,1,1,,BAO_0000218,In vivo,Mus musculus,3760,50594,A,N,,,
Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,Intermediate,,,10090.0,,,6865,CHEMBL623316,,1,1,,BAO_0000218,In vivo,Mus musculus,3760,50594,A,N,,,
Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,Intermediate,,,10090.0,,,6866,CHEMBL623317,,1,1,,BAO_0000218,In vivo,Mus musculus,3760,50594,A,N,,,
Cmax in male mice after 2 mg/kg oral dose,Intermediate,,,10090.0,,,6868,CHEMBL623319,,1,1,,BAO_0000218,In vivo,Mus musculus,5961,50594,A,N,,,
Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,Intermediate,,,10090.0,,,6869,CHEMBL623320,,1,1,,BAO_0000218,In vivo,Mus musculus,6137,50594,A,N,,,
Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,Intermediate,,,10090.0,,,6870,CHEMBL623321,,1,1,,BAO_0000218,In vivo,Mus musculus,3802,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,Intermediate,,,10090.0,,,6871,CHEMBL623322,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 1 hr,Intermediate,,,10090.0,,,6872,CHEMBL623323,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 24 hr,Intermediate,,,10090.0,,,6873,CHEMBL623324,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 2 hr,Intermediate,,,10090.0,,,6874,CHEMBL623325,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 4 hr,Intermediate,,,10090.0,,,6875,CHEMBL623326,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Concentration in plasma (systemic) following oral dose in mouse at 6 hr,Intermediate,,,10090.0,,,6876,CHEMBL623327,,1,1,,BAO_0000218,,Mus musculus,3535,50594,A,N,,,
Maximum concentration in plasma upon oral administration in mouse,Intermediate,,,10090.0,,,6877,CHEMBL623328,Plasma,1,1,,BAO_0000218,,Mus musculus,2862,50594,A,N,,1969.0,
Maximum plasma concentration was evaluated in mice after oral administration,Intermediate,,,10090.0,,,6878,CHEMBL623329,Plasma,1,1,,BAO_0000218,,Mus musculus,2675,50594,A,N,,1969.0,
Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,Intermediate,,,10090.0,,,6879,CHEMBL623330,Plasma,1,1,,BAO_0000218,In vivo,Mus musculus,2675,50594,A,N,,1969.0,
Dose at which the compound induced fecal excretion in mice,Intermediate,,,10090.0,,,6880,CHEMBL876789,,1,1,,BAO_0000218,,Mus musculus,5399,50594,A,N,,,
Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,Expert,,164.0,10116.0,,,6893,CHEMBL623333,,1,1,,BAO_0000219,,Rattus norvegicus,11819,80013,F,N,A10,,
Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,Expert,,164.0,10116.0,,,6894,CHEMBL623334,,1,1,,BAO_0000219,,Rattus norvegicus,11819,80013,F,N,A10,,
Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,Expert,,164.0,10116.0,,,6895,CHEMBL627536,,1,1,,BAO_0000219,,Rattus norvegicus,11819,80013,F,N,A10,,
Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,Expert,,164.0,10116.0,,,6896,CHEMBL627537,,1,1,,BAO_0000219,,Rattus norvegicus,11819,80013,F,N,A10,,
In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),Intermediate,,164.0,10116.0,,,6897,CHEMBL627538,,1,1,,BAO_0000219,,Rattus norvegicus,16361,80013,F,N,A10,,
Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,Intermediate,,393.0,9606.0,,,6898,CHEMBL884106,,1,1,,BAO_0000219,,Homo sapiens,2288,80655,F,N,A121,,
Anticancer activity against human ovarian carcinoma A121 cells,Intermediate,,393.0,9606.0,,,6899,CHEMBL625294,,1,1,,BAO_0000219,,Homo sapiens,10404,80655,F,N,A121,,
Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,Intermediate,,393.0,9606.0,,,6900,CHEMBL625295,,1,1,,BAO_0000219,,Homo sapiens,14790,80655,F,N,A121,,
Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,Intermediate,,393.0,9606.0,,,6901,CHEMBL625296,,1,1,,BAO_0000219,,Homo sapiens,14790,80655,F,N,A121,,
Growth inhibition of human ovarian carcinoma (A121) cell line,Expert,,393.0,9606.0,,,6902,CHEMBL625297,,1,1,,BAO_0000219,,Homo sapiens,14253,80655,F,N,A121,,
Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,Expert,,393.0,9606.0,,,6903,CHEMBL625298,,1,1,,BAO_0000219,,Homo sapiens,13617,80655,F,N,A121,,
Cytotoxicity against human A121 ovarian cells,Intermediate,,393.0,9606.0,,,6904,CHEMBL625960,,1,1,,BAO_0000219,,Homo sapiens,1003,80655,F,N,A121,,
Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,Intermediate,,393.0,9606.0,,,6905,CHEMBL625961,,1,1,,BAO_0000219,,Homo sapiens,830,80655,F,N,A121,,
In vitro cytotoxicity against human ovarian carcinoma A21,Intermediate,,393.0,9606.0,,,6906,CHEMBL625962,,1,1,,BAO_0000219,,Homo sapiens,12307,80655,F,N,A121,,
Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,Intermediate,,393.0,9606.0,,,6907,CHEMBL624717,,1,1,,BAO_0000219,,Homo sapiens,14254,80655,F,N,A121,,
Inhibitory activity of compound against human A121 ovarian cell line.,Intermediate,,393.0,9606.0,,,6908,CHEMBL624718,,1,1,,BAO_0000219,,Homo sapiens,13370,80655,F,N,A121,,
Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,Intermediate,,393.0,9606.0,,,6909,CHEMBL624719,,1,1,,BAO_0000219,,Homo sapiens,14790,80655,F,N,A121,,
Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,Intermediate,,393.0,9606.0,,,6910,CHEMBL624720,,1,1,,BAO_0000219,,Homo sapiens,3614,80655,F,N,A121,,
Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,Intermediate,,622.0,9606.0,,,6911,CHEMBL624721,,1,1,,BAO_0000219,,Homo sapiens,2664,80012,F,N,A 172,,
In vitro cytotoxicity against A172 human tumor cell lines.,Expert,,622.0,9606.0,,,6912,CHEMBL624722,,1,1,,BAO_0000219,,Homo sapiens,2037,80012,F,N,A 172,,
Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,Intermediate,,622.0,9606.0,,,6913,CHEMBL877597,,1,1,,BAO_0000219,,Homo sapiens,14539,80012,F,N,A 172,,
Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,Intermediate,,622.0,9606.0,,,6914,CHEMBL624723,,1,1,,BAO_0000219,,Homo sapiens,2836,80012,F,N,A 172,,
Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,Intermediate,,622.0,9606.0,,,6915,CHEMBL624724,,1,1,,BAO_0000219,,Homo sapiens,10708,80012,F,N,A 172,,
Association constant against A2 adenosine receptor,Autocuration,,,9615.0,,,6916,CHEMBL624725,,4,1,,BAO_0000224,,Canis lupus familiaris,8975,104729,B,H,,,
In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,Intermediate,,1085.0,,,,6917,CHEMBL624726,,1,1,,BAO_0000219,,fish,7645,80656,F,N,A2,,
Ratio of Ki for adenosine A2 and A1 receptor binding,Autocuration,,,10116.0,,,6918,CHEMBL857535,,5,1,,BAO_0000224,,Rattus norvegicus,11377,104713,B,D,,,
In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,Expert,,623.0,9606.0,,,6919,CHEMBL624727,,1,1,,BAO_0000219,,Homo sapiens,13528,80014,F,N,A204,,
In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,Expert,,623.0,9606.0,,,6920,CHEMBL624728,,1,1,,BAO_0000219,,Homo sapiens,10160,80014,F,N,A204,,
The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,Intermediate,,404.0,9606.0,,,6921,CHEMBL624729,,1,1,,BAO_0000219,,Homo sapiens,15144,80015,F,N,A2058,,
Growth inhibition against Human squamous cell line(A 253),Intermediate,,973.0,9606.0,,,6922,CHEMBL624730,,1,1,,BAO_0000219,,Homo sapiens,13160,80657,F,N,A253 cell line,,
Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,Intermediate,,973.0,9606.0,,,6923,CHEMBL624731,,1,1,,BAO_0000219,,Homo sapiens,12898,80657,F,N,A253 cell line,,
The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,Intermediate,,973.0,9606.0,,,6924,CHEMBL624732,,1,1,,BAO_0000219,,Homo sapiens,13069,80657,F,N,A253 cell line,,
Growth inhibition of A253 cell lines.,Intermediate,,973.0,9606.0,,,6925,CHEMBL883245,,1,1,,BAO_0000219,,Homo sapiens,15984,80657,F,N,A253 cell line,,
Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),Intermediate,,973.0,9606.0,,,6926,CHEMBL624733,,1,1,,BAO_0000219,,Homo sapiens,15564,80657,F,N,A253 cell line,,
Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,Intermediate,,973.0,9606.0,,,6927,CHEMBL624734,,1,1,,BAO_0000219,,Homo sapiens,15564,80657,F,N,A253 cell line,,
Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,Intermediate,,973.0,9606.0,,,6928,CHEMBL624735,,1,1,,BAO_0000219,,Homo sapiens,15564,80657,F,N,A253 cell line,,
In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,Intermediate,,478.0,9606.0,,,6929,CHEMBL621780,,1,1,,BAO_0000219,,Homo sapiens,4720,81034,F,N,A2780,,
