cell_id,assay_cell_type,doc_id,assay_organism,confidence_score,assay_type,assay_tax_id,assay_subcellular_fraction,relationship_type,tid,assay_strain,variant_id,assay_id,chembl_id,curated_by,assay_tissue,src_assay_id,bao_format,description,assay_category,tissue_id,assay_test_type,src_id
,,6123,Canis lupus familiaris,1,A,9615.0,,N,50588,,,5867,CHEMBL623436,Intermediate,,,BAO_0000218,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,,,In vivo,1
,,6757,Canis lupus familiaris,1,A,9615.0,,N,50588,,,5868,CHEMBL875958,Intermediate,,,BAO_0000218,Cmax upon oral administration in male Beagle dog at 10 mg/kg,,,In vivo,1
,,16907,Canis lupus familiaris,1,A,9615.0,,N,50588,,,5869,CHEMBL623437,Intermediate,,,BAO_0000218,Cmax value after 15 mg/kg iv dose in Dogs,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5870,CHEMBL623438,Intermediate,Blood,,BAO_0000218,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,178.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5871,CHEMBL623439,Intermediate,Blood,,BAO_0000218,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,178.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5872,CHEMBL623440,Intermediate,Bone,,BAO_0000218,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,10000001.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5873,CHEMBL623441,Intermediate,Bone,,BAO_0000218,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,10000001.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5874,CHEMBL623442,Intermediate,Bone,,BAO_0000218,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,10000001.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5875,CHEMBL623469,Intermediate,,,BAO_0000218,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5876,CHEMBL623470,Intermediate,,,BAO_0000218,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5877,CHEMBL623471,Intermediate,,,BAO_0000218,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5878,CHEMBL623472,Intermediate,Heart,,BAO_0000218,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,948.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5879,CHEMBL623473,Intermediate,Heart,,BAO_0000218,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,948.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5880,CHEMBL623474,Intermediate,Heart,,BAO_0000218,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,948.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5881,CHEMBL623475,Intermediate,Kidney,,BAO_0000218,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,2113.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5882,CHEMBL623476,Intermediate,Kidney,,BAO_0000218,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,2113.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5883,CHEMBL623477,Intermediate,Kidney,,BAO_0000218,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,2113.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5884,CHEMBL621896,Intermediate,Intestine,,BAO_0000218,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5885,CHEMBL621897,Intermediate,Intestine,,BAO_0000218,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5886,CHEMBL621898,Intermediate,Intestine,,BAO_0000218,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5887,CHEMBL621899,Intermediate,Liver,,BAO_0000218,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,2107.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5888,CHEMBL621900,Intermediate,Liver,,BAO_0000218,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,2107.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5889,CHEMBL621901,Intermediate,Liver,,BAO_0000218,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,2107.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5890,CHEMBL621902,Intermediate,Lung,,BAO_0000218,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,2048.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5891,CHEMBL621903,Intermediate,Lung,,BAO_0000218,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,2048.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5892,CHEMBL622587,Intermediate,Lung,,BAO_0000218,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,2048.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5893,CHEMBL620285,Intermediate,Muscle tissue,,BAO_0000218,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,2385.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5894,CHEMBL875285,Intermediate,Muscle tissue,,BAO_0000218,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,2385.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5895,CHEMBL620286,Intermediate,Muscle tissue,,BAO_0000218,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,2385.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5896,CHEMBL620287,Intermediate,,,BAO_0000218,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5897,CHEMBL620288,Intermediate,,,BAO_0000218,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5898,CHEMBL620289,Intermediate,,,BAO_0000218,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5899,CHEMBL620290,Intermediate,Intestine,,BAO_0000218,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5900,CHEMBL620291,Intermediate,Intestine,,BAO_0000218,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5901,CHEMBL620292,Intermediate,Intestine,,BAO_0000218,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,160.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5902,CHEMBL620293,Intermediate,Spleen,,BAO_0000218,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,2106.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5903,CHEMBL620294,Intermediate,Spleen,,BAO_0000218,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,2106.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5904,CHEMBL618614,Intermediate,Spleen,,BAO_0000218,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,2106.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5905,CHEMBL618615,Intermediate,Stomach,,BAO_0000218,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,945.0,In vivo,1
,,7767,Mus musculus,1,A,10090.0,,N,50594,,,5906,CHEMBL618616,Intermediate,Stomach,,BAO_0000218,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,945.0,In vivo,1
622.0,A 172,2036,Homo sapiens,1,F,9606.0,,N,80012,,,5907,CHEMBL618617,Expert,,,BAO_0000219,Cytotoxicity against A-172 human tumor cell lines,,,,1
622.0,A 172,2357,Homo sapiens,1,F,9606.0,,N,80012,,,5908,CHEMBL618618,Intermediate,,,BAO_0000219,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,,,1
623.0,A204,1457,Homo sapiens,1,F,9606.0,,N,80014,,,5909,CHEMBL618619,Intermediate,,,BAO_0000219,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,,,1
478.0,A2780,4379,Homo sapiens,1,F,9606.0,,N,81034,,,5910,CHEMBL618620,Intermediate,,,BAO_0000219,Tested for antiproliferative activity against A-2780 tumoral cell line,,,,1
455.0,A-375,1093,Homo sapiens,1,F,9606.0,,N,80018,,,5911,CHEMBL618621,Intermediate,,,BAO_0000219,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,,,1
455.0,A-375,12152,Homo sapiens,1,F,9606.0,,N,80018,,,5912,CHEMBL618622,Intermediate,,,BAO_0000219,Tested in vitro against A-375 cell line human melanoma,,,,1
797.0,A-427,16464,Homo sapiens,1,F,9606.0,,N,80019,,,5913,CHEMBL618623,Expert,,,BAO_0000219,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,,,1
797.0,A-427,16464,Homo sapiens,1,F,9606.0,,N,80019,,,5914,CHEMBL618624,Intermediate,,,BAO_0000219,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,,1
797.0,A-427,16582,Homo sapiens,1,F,9606.0,,N,80019,,,5915,CHEMBL618625,Expert,,,BAO_0000219,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,,,1
797.0,A-427,16464,Homo sapiens,1,F,9606.0,,N,80019,,,5916,CHEMBL618626,Intermediate,,,BAO_0000219,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,,1
797.0,A-427,10413,Homo sapiens,1,F,9606.0,,N,80019,,,5917,CHEMBL618627,Intermediate,,,BAO_0000219,Antitumor activity on A-427 lung carcinoma cell lines,,,,1
797.0,A-427,6418,Homo sapiens,1,F,9606.0,,N,80019,,,5918,CHEMBL618628,Intermediate,,,BAO_0000219,Cytotoxic activity against human A-427 lung tumor cell line,,,,1
797.0,A-427,17134,Homo sapiens,1,F,9606.0,,N,80019,,,5919,CHEMBL618629,Expert,,,BAO_0000219,In vitro antitumor effects against human A-427 cell lines.,,,,1
797.0,A-427,16132,Homo sapiens,1,F,9606.0,,N,80019,,,5920,CHEMBL618630,Expert,,,BAO_0000219,In vitro inhibition of A-427 (human lung cancer) cell growth.,,,,1
797.0,A-427,16132,Homo sapiens,1,F,9606.0,,N,80019,,,5921,CHEMBL618631,Intermediate,,,BAO_0000219,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,,,1
797.0,A-427,16780,Homo sapiens,1,F,9606.0,,N,80019,,,5922,CHEMBL618632,Intermediate,,,BAO_0000219,Cytotoxic activity of compound against A-427 lung human tumor cell line,,,,1
500.0,A-431,4085,Homo sapiens,1,F,9606.0,,N,80852,,,5923,CHEMBL618633,Expert,,,BAO_0000219,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,,,1
624.0,A498,1276,Homo sapiens,1,F,9606.0,,N,80021,,,5924,CHEMBL619315,Intermediate,,,BAO_0000219,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,,,1
624.0,A498,3498,Homo sapiens,1,F,9606.0,,N,80021,,,5925,CHEMBL619316,Expert,,,BAO_0000219,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,,,1
624.0,A498,1169,Homo sapiens,1,F,9606.0,,N,80021,,,5926,CHEMBL619317,Intermediate,,,BAO_0000219,Cytotoxicity against human kidney carcinoma A-498cell lines,,,,1
624.0,A498,4450,Homo sapiens,1,F,9606.0,,N,80021,,,5927,CHEMBL619318,Intermediate,,,BAO_0000219,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,,,1
624.0,A498,3311,Homo sapiens,1,F,9606.0,,N,80021,,,5928,CHEMBL619319,Intermediate,,,BAO_0000219,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,,,1
624.0,A498,4461,Homo sapiens,1,F,9606.0,,N,80021,,,5929,CHEMBL619739,Intermediate,,,BAO_0000219,Antitumor cytotoxic activity against A-498 cell line was determined,,,,1
624.0,A498,3311,Homo sapiens,1,F,9606.0,,N,80021,,,5930,CHEMBL619740,Intermediate,,,BAO_0000219,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,,,1
624.0,A498,3311,Homo sapiens,1,F,9606.0,,N,80021,,,5931,CHEMBL883158,Intermediate,,,BAO_0000219,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,,,1
624.0,A498,1457,Homo sapiens,1,F,9606.0,,N,80021,,,5932,CHEMBL884012,Intermediate,,,BAO_0000219,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,,,1
624.0,A498,3664,Homo sapiens,1,F,9606.0,,N,80021,,,5933,CHEMBL619741,Intermediate,,,BAO_0000219,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,,,1
624.0,A498,15895,Homo sapiens,1,F,9606.0,,N,80021,,,5934,CHEMBL619742,Intermediate,,,BAO_0000219,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,,,1
646.0,A549,11843,Homo sapiens,1,F,9606.0,,N,80682,,,5935,CHEMBL876610,Intermediate,,,BAO_0000219,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,,,1
646.0,A549,11843,Homo sapiens,1,F,9606.0,,N,80682,,,5936,CHEMBL619743,Intermediate,,,BAO_0000219,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,,,1
646.0,A549,17705,Homo sapiens,1,F,9606.0,,N,80682,,,5937,CHEMBL619744,Intermediate,,,BAO_0000219,In vitro antiproliferative activity against human A-549 NSCL cell line,,,,1
646.0,A549,17705,Homo sapiens,1,F,9606.0,,N,80682,,,5938,CHEMBL619745,Intermediate,,,BAO_0000219,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5939,CHEMBL619746,Intermediate,,,BAO_0000219,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5940,CHEMBL619747,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5941,CHEMBL619748,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5942,CHEMBL619749,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5943,CHEMBL619750,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5944,CHEMBL624014,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,,,1
646.0,A549,4369,Homo sapiens,1,F,9606.0,,N,80682,,,5945,CHEMBL624015,Intermediate,,,BAO_0000219,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,,,1
646.0,A549,4787,Homo sapiens,1,F,9606.0,,N,80682,,,5946,CHEMBL885344,Expert,,,BAO_0000219,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,,,1
646.0,A549,4787,Homo sapiens,1,F,9606.0,,N,80682,,,5947,CHEMBL623224,Intermediate,,,BAO_0000219,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,,,1
646.0,A549,6513,Homo sapiens,1,F,9606.0,,N,80682,,,5948,CHEMBL623225,Intermediate,,,BAO_0000219,Cytotoxic activity against A-549 cell line,,,,1
646.0,A549,6690,Homo sapiens,1,F,9606.0,,N,80682,,,5949,CHEMBL622698,Intermediate,,,BAO_0000219,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,,,1
646.0,A549,6690,Homo sapiens,1,F,9606.0,,N,80682,,,5950,CHEMBL622699,Intermediate,,,BAO_0000219,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,,,1
646.0,A549,12263,Homo sapiens,1,F,9606.0,,N,80682,,,5951,CHEMBL622700,Expert,,,BAO_0000219,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,,,1
646.0,A549,1054,Homo sapiens,1,F,9606.0,,N,80682,,,5952,CHEMBL622701,Intermediate,,,BAO_0000219,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,,,1
646.0,A549,1359,Homo sapiens,1,F,9606.0,,N,80682,,,5953,CHEMBL622702,Intermediate,,,BAO_0000219,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,,,1
646.0,A549,3547,Homo sapiens,1,F,9606.0,,N,80682,,,5954,CHEMBL622703,Intermediate,,,BAO_0000219,Cytotoxic activity against human lung carcinoma (A-549) cell line,,,,1
646.0,A549,5771,Homo sapiens,1,F,9606.0,,N,80682,,,5955,CHEMBL622704,Expert,,,BAO_0000219,Cytotoxic activity towards A-549 cells,,,,1
646.0,A549,14425,Homo sapiens,1,F,9606.0,,N,80682,,,5956,CHEMBL622705,Intermediate,,,BAO_0000219,"In vitro percent inhibition of A549, lung carcinoma.",,,,1
646.0,A549,14425,Homo sapiens,1,F,9606.0,,N,80682,,,5957,CHEMBL622706,Intermediate,,,BAO_0000219,"In vitro percent inhibition of A549, lung carcinoma",,,,1
646.0,A549,14425,Homo sapiens,1,F,9606.0,,N,80682,,,5958,CHEMBL622707,Intermediate,,,BAO_0000219,"In vitro percent inhibition of A549, lung carcinoma.",,,,1
646.0,A549,14425,Homo sapiens,1,F,9606.0,,N,80682,,,5959,CHEMBL622708,Intermediate,,,BAO_0000219,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,,,1
646.0,A549,5280,Homo sapiens,1,F,9606.0,,N,80682,,,5960,CHEMBL622709,Intermediate,,,BAO_0000219,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,,,1
646.0,A549,15176,Homo sapiens,1,F,9606.0,,N,80682,,,5961,CHEMBL622710,Intermediate,,,BAO_0000219,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,,,1
646.0,A549,15300,Homo sapiens,1,F,9606.0,,N,80682,,,5962,CHEMBL622711,Intermediate,,,BAO_0000219,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5963,CHEMBL622712,Intermediate,,,BAO_0000218,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5964,CHEMBL622713,Intermediate,,,BAO_0000218,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5965,CHEMBL622714,Intermediate,,,BAO_0000218,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5966,CHEMBL622715,Intermediate,,,BAO_0000218,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5967,CHEMBL622716,Intermediate,,,BAO_0000218,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,,1
646.0,A549,17824,Homo sapiens,1,F,9606.0,,N,80682,,,5968,CHEMBL622717,Intermediate,,,BAO_0000219,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,,,1
646.0,A549,17528,Homo sapiens,1,F,9606.0,,N,80682,,,5969,CHEMBL622718,Intermediate,,,BAO_0000218,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,,,1
646.0,A549,6870,Homo sapiens,1,F,9606.0,,N,80682,,,5970,CHEMBL622719,Expert,,,BAO_0000219,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,,,1
646.0,A549,6870,Homo sapiens,1,F,9606.0,,N,80682,,,5971,CHEMBL622720,Intermediate,,,BAO_0000219,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,,1
646.0,A549,6870,Homo sapiens,1,F,9606.0,,N,80682,,,5972,CHEMBL622721,Intermediate,,,BAO_0000219,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,,,1
646.0,A549,6870,Homo sapiens,1,F,9606.0,,N,80682,,,5973,CHEMBL622722,Intermediate,,,BAO_0000219,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,,1
646.0,A549,16726,Homo sapiens,1,F,9606.0,,N,80682,,,5974,CHEMBL876030,Intermediate,,,BAO_0000219,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,,,1
646.0,A549,6170,Homo sapiens,1,F,9606.0,,N,80682,,,5975,CHEMBL620206,Intermediate,,,BAO_0000219,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,,,1
646.0,A549,6583,Homo sapiens,1,F,9606.0,,N,80682,,,5976,CHEMBL620207,Expert,,,BAO_0000219,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,,,1
646.0,A549,6583,Homo sapiens,1,F,9606.0,,N,80682,,,5977,CHEMBL620208,Expert,,,BAO_0000219,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,,,1
646.0,A549,6583,Homo sapiens,1,F,9606.0,,N,80682,,,5978,CHEMBL620209,Expert,,,BAO_0000219,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,,,1
646.0,A549,6583,Homo sapiens,1,F,9606.0,,N,80682,,,5979,CHEMBL620210,Expert,,,BAO_0000219,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,,,1
646.0,A549,6583,Homo sapiens,1,F,9606.0,,N,80682,,,5980,CHEMBL621639,Expert,,,BAO_0000219,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,,,1
646.0,A549,17321,Homo sapiens,1,F,9606.0,,N,80682,,,5981,CHEMBL621640,Intermediate,,,BAO_0000219,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,,,1
646.0,A549,17528,Homo sapiens,1,F,9606.0,,N,80682,,,5982,CHEMBL621641,Expert,,,BAO_0000219,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,,,1
646.0,A549,12888,Homo sapiens,1,F,9606.0,,N,80682,,,5983,CHEMBL621642,Expert,,,BAO_0000219,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,,,1
646.0,A549,4312,Homo sapiens,1,F,9606.0,,N,80682,,,5984,CHEMBL621643,Intermediate,,,BAO_0000219,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,,,1
646.0,A549,4312,Homo sapiens,1,F,9606.0,,N,80682,,,5985,CHEMBL621644,Intermediate,,,BAO_0000219,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,,,1
646.0,A549,4312,Homo sapiens,1,F,9606.0,,N,80682,,,5986,CHEMBL621645,Intermediate,,,BAO_0000219,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,,,1
646.0,A549,17737,Mus musculus,1,F,10090.0,,N,80682,,,5987,CHEMBL621646,Intermediate,,,BAO_0000219,In vitro antiproliferative activity against A549 cell line,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5988,CHEMBL621647,Intermediate,,,BAO_0000219,Synergism with indomethacin in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5989,CHEMBL621648,Intermediate,,,BAO_0000219,Synergism with tolmetin in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5990,CHEMBL621649,Intermediate,,,BAO_0000219,Synergism with sulindac in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5991,CHEMBL621650,Intermediate,,,BAO_0000219,Antagonism of indomethacin in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5992,CHEMBL621651,Intermediate,,,BAO_0000219,Antagonism of sulindac in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5993,CHEMBL621652,Intermediate,,,BAO_0000219,Antagonism of tolmetin in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5994,CHEMBL621653,Intermediate,,,BAO_0000219,Synergism with indomethacin in A549 cells,,,,1
646.0,A549,6630,,1,F,,,N,80682,,,5995,CHEMBL621654,Intermediate,,,BAO_0000219,Synergism with sulindac in A549 cells,,,,1
