ss_sbclllr_frctn,ss_tst_tp,ss_tss,ss_cll_tp,ss_ctgr,cnfdnc_scr,vrnt_d,src_ss_d,rltnshp_tp,td,dc_d,src_d,ss_tx_d,ss_d,ss_strn,b_frmt,ss_rgnsm,tss_d,chmbl_d,ss_tp,cll_d,dscrptn,crtd_b
,In vivo,,,,1,,,N,50594,14387,1,10090.0,11779,,BAO_0000218,Mus musculus,,CHEMBL623296,A,,maximum concentration was measured when administered through oral route in mice,Intermediate
,,,,,1,,,N,50594,15115,1,10090.0,11780,,BAO_0000218,Mus musculus,,CHEMBL875349,A,,Compound was evaluated for Cmax/Tmax when administered through oral route in mouse; Value is 0.93/1,Intermediate
,,,,,0,,,U,22224,15115,1,314293.0,11781,,BAO_0000019,Simiiformes,,CHEMBL623297,A,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.34/1,Autocuration
,,,,,0,,,U,22224,15115,1,314293.0,11782,,BAO_0000019,Simiiformes,,CHEMBL623298,A,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.81/1.6,Autocuration
,,,,,0,,,U,22224,15115,1,314293.0,11783,,BAO_0000019,Simiiformes,,CHEMBL623299,A,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 1.1/1.3,Autocuration
,,,,,1,,,N,50597,16359,1,10116.0,11784,,BAO_0000218,Rattus norvegicus,,CHEMBL623300,A,,Pharmacokinetic parameter was evaluated in rats,Intermediate
,,,,,1,,,N,50594,12829,1,10090.0,11785,,BAO_0000218,Mus musculus,,CHEMBL623301,A,,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,Intermediate
,,,,,1,,,N,50594,12829,1,10090.0,11786,,BAO_0000218,Mus musculus,,CHEMBL623302,A,,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with saline(pH=11.4) as vehicle,Intermediate
,,,,,1,,,N,50594,12829,1,10090.0,11787,,BAO_0000218,Mus musculus,,CHEMBL623303,A,,Plasma concentration at time-0 was measured in mice at 120 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,Intermediate
,,,,,1,,,N,50594,12829,1,10090.0,11788,,BAO_0000218,Mus musculus,,CHEMBL623304,A,,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with saline(pH=11.4) as vehicle,Intermediate
,,,,,1,,,N,50594,12829,1,10090.0,11789,,BAO_0000218,Mus musculus,,CHEMBL623305,A,,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with 90% DMSO as vehicle,Intermediate
,,Plasma,,,1,,,N,50597,15137,1,10116.0,11790,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL623306,A,,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats(Cerebral Cortex) after 30 min.,Intermediate
,,Plasma,,,1,,,N,50597,15137,1,10116.0,11791,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL623307,A,,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats(Cerebral Cortex) after 30 min.,Intermediate
,,Plasma,,,1,,,N,50597,15137,1,10116.0,11792,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL623308,A,,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats(Cerebral Cortex) after 30 min.,Intermediate
,,Plasma,,,1,,,N,50594,15137,1,10090.0,11793,,BAO_0000218,Mus musculus,1969.0,CHEMBL623309,A,,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats(Cerebral Cortex) after 30 min.,Intermediate
,,,,,1,,,N,50594,13509,1,10090.0,11794,,BAO_0000218,Mus musculus,,CHEMBL623310,A,,Plasma Concentration after 120 min of oral administration to mice,Intermediate
,,,,,1,,,N,50594,13509,1,10090.0,11795,,BAO_0000218,Mus musculus,,CHEMBL623311,A,,Plasma Concentration after 30 min of oral administration to mice,Intermediate
,,,,,1,,,N,100710,13509,1,9541.0,11796,,BAO_0000218,Macaca fascicularis,,CHEMBL623312,A,,Plasma Concentration after 60 min of oral administration to mice,Intermediate
,,,,,1,,,N,50594,13509,1,10090.0,11797,,BAO_0000218,Mus musculus,,CHEMBL875350,A,,Plasma Concentration after 60 min of oral administration to mice; Not determined,Intermediate
,,,,,1,,,N,50594,13509,1,10090.0,11798,,BAO_0000218,Mus musculus,,CHEMBL628635,A,,Plasma Concentration after 90 min of oral administration to mice,Intermediate
,,,,,1,,,N,50597,12064,1,10116.0,11799,,BAO_0000218,Rattus norvegicus,,CHEMBL628636,A,,Plasma concentration level in rat after 1 hour of oral administration at 50 mg/kg,Intermediate
,,,,,1,,,N,50597,12064,1,10116.0,11800,,BAO_0000218,Rattus norvegicus,,CHEMBL628637,A,,Plasma concentration level in rat after 15 hours of oral administration at 50 mg/kg,Intermediate
,,,,,1,,,N,50597,12064,1,10116.0,11801,,BAO_0000218,Rattus norvegicus,,CHEMBL628058,A,,Plasma concentration level in rat after 4 hours of oral administration at 50 mg/kg,Intermediate
,,,,,1,,,N,50597,10677,1,10116.0,11802,,BAO_0000218,Rattus norvegicus,,CHEMBL628059,A,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 0-1 hr time,Intermediate
,,,,,1,,,N,50597,10677,1,10116.0,11803,,BAO_0000218,Rattus norvegicus,,CHEMBL628060,A,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 1-2 hr time,Intermediate
,,,,,0,,,U,22224,8926,1,,11804,,BAO_0000019,,,CHEMBL628061,A,,Distribution in the lung after 15 min of intravenous administration,Autocuration
,,,,,0,,,U,22224,8926,1,,11805,,BAO_0000019,,,CHEMBL628062,A,,Distribution in the lung after 30 min of intravenous administration,Autocuration
,,,,,0,,,U,22224,8926,1,,11806,,BAO_0000019,,,CHEMBL628063,A,,Distribution in the lung after 5 min of intravenous administration,Autocuration
,,,,,0,,,U,22224,8926,1,,11807,,BAO_0000019,,,CHEMBL628064,A,,Distribution in the lung after 60 min of intravenous administration,Autocuration
,,,,,0,,,U,22224,8926,1,,11808,,BAO_0000019,,,CHEMBL628065,A,,Distribution in the lung after 90 min of intravenous administration,Autocuration
,,Muscle tissue,,,0,,,U,22224,8926,1,,11809,,BAO_0000019,,2385.0,CHEMBL628066,A,,Distribution in the muscle after 120 min of intravenous administration,Autocuration
,,Muscle tissue,,,0,,,U,22224,8926,1,,11810,,BAO_0000019,,2385.0,CHEMBL628067,A,,Distribution in the muscle after 15 min of intravenous administration,Autocuration
,,Muscle tissue,,,1,,,N,50594,8926,1,10090.0,11811,,BAO_0000218,Mus musculus,2385.0,CHEMBL874646,A,,Distribution in the muscle after 30 min of intravenous administration,Intermediate
,,Muscle tissue,,,0,,,U,22224,8926,1,,11812,,BAO_0000019,,2385.0,CHEMBL628068,A,,Distribution in the muscle after 5 min of intravenous administration,Autocuration
,,Muscle tissue,,,0,,,U,22224,8926,1,,11813,,BAO_0000019,,2385.0,CHEMBL628069,A,,Distribution in the muscle after 60 min of intravenous administration,Autocuration
,,Muscle tissue,,,0,,,U,22224,8926,1,,11814,,BAO_0000019,,2385.0,CHEMBL628070,A,,Distribution in the muscle after 90 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11815,,BAO_0000019,,2106.0,CHEMBL628071,A,,Distribution in the spleen after 120 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11816,,BAO_0000019,,2106.0,CHEMBL628072,A,,Distribution in the spleen after 15 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11817,,BAO_0000019,,2106.0,CHEMBL628073,A,,Distribution in the spleen after 30 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11818,,BAO_0000019,,2106.0,CHEMBL628074,A,,Distribution in the spleen after 5 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11819,,BAO_0000019,,2106.0,CHEMBL628075,A,,Distribution in the spleen after 60 min of intravenous administration,Autocuration
,,Spleen,,,0,,,U,22224,8926,1,,11820,,BAO_0000019,,2106.0,CHEMBL628076,A,,Distribution in the spleen after 90 min of intravenous administration,Autocuration
,,Adrenal cortex,,,1,,,N,50597,7570,1,10116.0,11821,,BAO_0000218,Rattus norvegicus,1235.0,CHEMBL628077,A,,Evaluated for distribution at 0.5 hr after intravenous administration in adrenal cortex of female Sprague Dawley rats,Intermediate
,,Blood,,,1,,,N,50597,7570,1,10116.0,11822,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL628078,A,,Evaluated for distribution at 0.5 hr after intravenous administration in blood of female Sprague Dawley rats,Intermediate
,,Liver,,,1,,,N,50597,7570,1,10116.0,11823,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL628079,A,,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,Intermediate
,,Female gonad,,,1,,,N,50597,7570,1,10116.0,11824,,BAO_0000218,Rattus norvegicus,992.0,CHEMBL628080,A,,Evaluated for distribution at 0.5 hr after intravenous administration in ovary of female Sprague Dawley rats,Intermediate
,,Thyroid gland,,,1,,,N,50597,7570,1,10116.0,11825,,BAO_0000218,Rattus norvegicus,2046.0,CHEMBL628081,A,,Evaluated for distribution at 0.5 hr after intravenous administration in thyroid of female Sprague Dawley rats,Intermediate
,,Adrenal cortex,,,1,,,N,50597,7570,1,10116.0,11826,,BAO_0000218,Rattus norvegicus,1235.0,CHEMBL628082,A,,Evaluated for distribution at 24 hours after intravenous administration in adrenal cortex of female Sprague Dawley rats,Intermediate
,,Blood,,,1,,,N,50597,7570,1,10116.0,11827,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL874647,A,,Evaluated for distribution at 24 hours after intravenous administration in blood of female Sprague Dawley rats,Intermediate
,,Liver,,,1,,,N,50597,7570,1,10116.0,11828,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL626406,A,,Evaluated for distribution at 24 hours after intravenous administration in liver of female Sprague Dawley rats,Intermediate
,,Female gonad,,,1,,,N,50597,7570,1,10116.0,11829,,BAO_0000218,Rattus norvegicus,992.0,CHEMBL626407,A,,Evaluated for distribution at 24 hours after intravenous administration in ovary of female Sprague Dawley rats,Intermediate
,,Thyroid gland,,,1,,,N,50597,7570,1,10116.0,11830,,BAO_0000218,Rattus norvegicus,2046.0,CHEMBL626408,A,,Evaluated for distribution at 24 hours after intravenous administration in thyroid of female Sprague Dawley rats,Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11831,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626409,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.07-0.09",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11832,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626410,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.10-0.13",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11833,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626411,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11834,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626412,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11835,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626413,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11836,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626414,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11837,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626415,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11838,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL626416,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11839,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627062,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11840,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627063,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11841,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627064,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11842,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627227,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11843,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627228,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11844,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627229,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11845,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL625792,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11846,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL625793,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11847,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL625794,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",Intermediate
,,Blood,,,1,,,N,50597,8608,1,10116.0,11848,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL625795,A,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",Intermediate
,,,,,1,,,N,50594,13792,1,10090.0,11849,,BAO_0000218,Mus musculus,,CHEMBL625796,A,,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,Intermediate
,,,,,1,,,N,50588,13376,1,9615.0,11850,,BAO_0000218,Canis lupus familiaris,,CHEMBL625797,A,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,Intermediate
,,,,,1,,,N,50588,13376,1,9615.0,11851,,BAO_0000218,Canis lupus familiaris,,CHEMBL625798,A,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,Intermediate
,,,,,0,,,U,22224,14380,1,,11852,,BAO_0000218,,,CHEMBL875613,A,,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11853,,BAO_0000218,,,CHEMBL625799,A,,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11854,,BAO_0000218,,,CHEMBL625800,A,,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11855,,BAO_0000218,,,CHEMBL625801,A,,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11856,,BAO_0000218,,,CHEMBL625802,A,,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11857,,BAO_0000218,,,CHEMBL625803,A,,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,Autocuration
,,,,,0,,,U,22224,14380,1,,11858,,BAO_0000019,,,CHEMBL625804,A,,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,Autocuration
,,,,,0,,,U,22224,14380,1,,11859,,BAO_0000218,,,CHEMBL622530,A,,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,Autocuration
,,,,,1,,,N,50594,13701,1,10090.0,11860,,BAO_0000218,Mus musculus,,CHEMBL622531,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11861,,BAO_0000218,Mus musculus,,CHEMBL622532,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11862,,BAO_0000218,Mus musculus,,CHEMBL623176,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11863,,BAO_0000218,Mus musculus,,CHEMBL623177,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11864,,BAO_0000218,Mus musculus,,CHEMBL623178,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11865,,BAO_0000218,Mus musculus,,CHEMBL623179,A,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11866,,BAO_0000218,Mus musculus,,CHEMBL623180,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11867,,BAO_0000218,Mus musculus,,CHEMBL623181,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11868,,BAO_0000218,Mus musculus,,CHEMBL624131,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11869,,BAO_0000218,Mus musculus,,CHEMBL624132,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11870,,BAO_0000218,Mus musculus,,CHEMBL624133,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11871,,BAO_0000218,Mus musculus,,CHEMBL624846,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11872,,BAO_0000218,Mus musculus,,CHEMBL624847,A,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11873,,BAO_0000218,Mus musculus,,CHEMBL624848,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11874,,BAO_0000218,Mus musculus,,CHEMBL625012,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11875,,BAO_0000218,Mus musculus,,CHEMBL625013,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11876,,BAO_0000218,Mus musculus,,CHEMBL625014,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11877,,BAO_0000218,Mus musculus,,CHEMBL625015,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11878,,BAO_0000218,Mus musculus,,CHEMBL625016,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11879,,BAO_0000218,Mus musculus,,CHEMBL625017,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11880,,BAO_0000218,Mus musculus,,CHEMBL625018,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11881,,BAO_0000218,Mus musculus,,CHEMBL625019,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11882,,BAO_0000218,Mus musculus,,CHEMBL625020,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),Intermediate
,,,,,1,,,N,50594,13701,1,10090.0,11883,,BAO_0000218,Mus musculus,,CHEMBL625021,A,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,Intermediate
,,,,,1,,,N,50597,14393,1,10116.0,11884,,BAO_0000218,Rattus norvegicus,,CHEMBL625022,A,,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,Intermediate
,,,,,1,,,N,50594,14731,1,10090.0,11885,,BAO_0000218,Mus musculus,,CHEMBL625023,A,,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,Intermediate
,,,,,1,,,N,100710,14731,1,9541.0,11886,,BAO_0000218,Macaca fascicularis,,CHEMBL625024,A,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,Intermediate
,,,,,1,,,N,100710,14731,1,9541.0,11887,,BAO_0000218,Macaca fascicularis,,CHEMBL627626,A,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,Intermediate
,,Brain,,,0,,,U,22224,13758,1,,11888,,BAO_0000218,,955.0,CHEMBL627627,A,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,Autocuration
,,Serum,,,0,,,U,22224,13758,1,,11889,,BAO_0000218,,1977.0,CHEMBL627628,A,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,Autocuration
,,Brain,,,0,,,U,22224,13758,1,,11890,,BAO_0000218,,955.0,CHEMBL627629,A,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,Autocuration
,,Serum,,,0,,,U,22224,13758,1,,11891,,BAO_0000218,,1977.0,CHEMBL627630,A,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,Autocuration
,,,,,0,,,U,22224,16359,1,,11892,,BAO_0000019,,,CHEMBL627631,A,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),Autocuration
,,,,,0,,,U,22224,16359,1,,11893,,BAO_0000218,,,CHEMBL629515,A,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),Autocuration
,,Spleen,,,1,,,N,50594,15383,1,10090.0,11894,,BAO_0000218,Mus musculus,2106.0,CHEMBL629516,A,,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Intermediate
,,Spleen,,,1,,,N,50594,15383,1,10090.0,11895,,BAO_0000218,Mus musculus,2106.0,CHEMBL629517,A,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Intermediate
,,Spleen,,,1,,,N,50594,15383,1,10090.0,11896,,BAO_0000218,Mus musculus,2106.0,CHEMBL629518,A,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Intermediate
,,,,,1,,,N,50594,15383,1,10090.0,11897,,BAO_0000218,Mus musculus,,CHEMBL877499,A,,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Intermediate
,,,,,1,,,N,50594,15383,1,10090.0,11898,,BAO_0000218,Mus musculus,,CHEMBL629519,A,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,Intermediate
,,,,,1,,,N,50594,15383,1,10090.0,11899,,BAO_0000218,Mus musculus,,CHEMBL629520,A,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Intermediate
,,,,,1,,,N,50594,15383,1,10090.0,11900,,BAO_0000218,Mus musculus,,CHEMBL629521,A,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Intermediate
,,,,,1,,,N,50594,14439,1,10090.0,11901,,BAO_0000218,Mus musculus,,CHEMBL629522,A,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),Intermediate
,,,,,1,,,N,50594,14439,1,10090.0,11902,,BAO_0000218,Mus musculus,,CHEMBL629523,A,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),Intermediate
,,,,,1,,,N,50594,14439,1,10090.0,11903,,BAO_0000218,Mus musculus,,CHEMBL629524,A,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),Intermediate
,,,,,1,,,N,50594,14439,1,10090.0,11904,,BAO_0000218,Mus musculus,,CHEMBL629525,A,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),Intermediate
,,,,,1,,,N,50594,14439,1,10090.0,11905,,BAO_0000218,Mus musculus,,CHEMBL629526,A,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),Intermediate
