assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
3550,2435.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,F,Striatum
3551,2435.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,F,Striatum
3552,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,F,Limbic system
3553,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,F,Limbic system
3554,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.32 umol/kg,F,Limbic system
3555,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 1.0 umol/kg,F,Limbic system
3556,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 10 umol/kg,F,Limbic system
3557,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 100 umol/kg,F,Limbic system
3558,349.0,10034,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 3.2 umol/kg,F,Limbic system
3559,,1274,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 4 receptor,B,
3560,,17358,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,
3561,,14532,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory activity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand at 10e-5 M concentration,B,
3562,,16989,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards Serotonin 5-hydroxytryptamine 4 receptor,B,
3563,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 radioligand,B,
3564,,15779,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 4 receptor,B,
3565,,15779,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,
3566,,15779,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,
3567,,15650,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,B,
3568,,15650,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,B,
3569,,15650,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,B,
3570,,15650,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,B,
3571,,17046,,BAO_0000219,,,673.0,Autocuration,1,,,8,,H,,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,
3572,,17046,,BAO_0000219,,,673.0,Expert,1,,,8,,H,,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,
3573,,15650,,BAO_0000219,,,673.0,Expert,1,,,8,,H,,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,B,
3574,,17046,,BAO_0000219,,,673.0,Expert,1,,,8,,H,,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,B,
3575,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 5 receptor,B,
3576,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,B,
3577,,16146,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity against 5-hydroxytryptamine 5A receptor,B,
3578,,15250,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,B,
3579,,6491,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,B,
3580,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 5A receptor,B,
3581,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,B,
3582,,4234,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,B,
3583,,6013,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-HT5A receptor,B,
3584,,17175,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,
3585,,15818,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,B,
3586,,6166,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards cloned human 5-HT5A receptor was determined,B,
3587,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,
3588,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,
3589,,5213,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),B,
3590,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,B,
3591,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,
3592,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,B,
3593,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,B,
3594,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,B,
3595,,17175,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,
3596,,16190,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,
3597,,16190,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,
3598,,4820,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-HT5a receptor,B,
3599,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards 5-hydroxytryptamine 5A receptor,B,
3600,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,B,
3601,,17175,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,B,
3602,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities against 5-hydroxytryptamine 5A receptor,B,
3603,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities towards 5-hydroxytryptamine 5A receptor,B,
3604,,16700,,BAO_0000357,,,,Autocuration,1,,,8,,H,,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,B,
3605,,4639,10141.0,BAO_0000019,,,,Autocuration,1,Cavia porcellus,,4,,H,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,F,
3606,,5486,,BAO_0000223,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,B,
3607,,16146,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of human 5-hydroxytryptamine 6 receptor,B,
3608,,17273,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,B,
3609,,17687,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibition against human 5-hydroxytryptamine 6 receptor,B,
3610,,6491,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,B,
3611,,16190,,BAO_0000219,,,308.0,Expert,1,,,8,,H,,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,
3612,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,B,
3613,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3614,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,
3615,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,B,
3616,,3555,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity against 5-hydroxytryptamine 6 receptor,B,
3617,,5808,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3618,,6013,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3619,,15818,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",B,
3620,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,B,
3621,,3935,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,B,
3622,,15818,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3623,,3805,9606.0,BAO_0000219,,,722.0,Expert,1,Homo sapiens,,9,,D,,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,
3624,,16441,,BAO_0000019,,,,Expert,1,,,8,,H,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,B,
3625,,16441,,BAO_0000019,,,,Expert,1,,,8,,H,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,
3626,,6786,,BAO_0000219,,,643.0,Expert,1,,,8,,H,,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,B,
3627,,4234,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,B,
3628,,17085,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,B,
3629,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,B,
3630,,17451,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,
3631,,3935,,BAO_0000019,,,,Autocuration,1,,,8,,H,,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,F,
3632,,5033,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,B,
3633,,4540,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,
3634,,4540,9606.0,BAO_0000219,,,308.0,Expert,1,Homo sapiens,,9,,D,,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,B,
3635,,4540,9606.0,BAO_0000219,,,308.0,Expert,1,Homo sapiens,,9,,D,,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,B,
3636,,17296,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,B,
3637,,17296,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,
3638,,17296,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,
3639,,15779,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,
3640,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,
3641,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,B,
3642,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,
3643,,15779,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,B,
3644,,6166,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3645,,17451,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,B,
3646,,15316,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,B,
3647,,4199,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,
3648,,15146,,BAO_0000219,,,308.0,Expert,1,,,8,,H,,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,B,
3649,,5213,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),B,
3650,,16429,,BAO_0000219,,,,Autocuration,1,,,8,,H,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,B,
3651,,14818,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,B,
3652,,4829,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",B,
3653,,4829,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",B,
3654,,4829,,BAO_0000219,,,308.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",B,
3655,,15250,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,B,
3656,,14423,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,B,
3657,,15086,,BAO_0000357,,,,Autocuration,1,,,8,,H,,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,B,
3658,,4342,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,B,
3659,,16190,9606.0,BAO_0000219,,,308.0,Autocuration,1,Homo sapiens,,9,,D,,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,B,
3660,,4820,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3661,,4639,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,B,
3662,,17066,9606.0,BAO_0000019,,,,Expert,1,Homo sapiens,,9,,D,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,
3663,,6011,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,B,
3664,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,
3665,,17515,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,B,
3666,,5014,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,B,
3667,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,B,
3668,,17066,,BAO_0000019,,,,Expert,1,,,8,,H,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,F,
3669,,17066,,BAO_0000019,,,,Expert,1,,,8,,H,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,
3670,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,B,
3671,,4687,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,B,
3672,,16946,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,B,
3673,,16946,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,B,
3674,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities against 5-hydroxytryptamine 6 receptor,B,
3675,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities towards 5-hydroxytryptamine 6 receptor,B,
3676,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards 5-hydroxytryptamine 6 receptor,B,
3677,,16700,,BAO_0000357,,,,Autocuration,1,,,8,,H,,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,B,
3678,,3269,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Affinity against 5-hydroxytryptamine 6 receptor,B,
3679,,5486,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],B,
3680,,16146,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of human 5-hydroxytryptamine 7 receptor,B,
3681,,5014,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD,B,
3682,,15463,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor,B,
3683,,3805,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM),B,
3684,,5014,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells,B,
3685,,6491,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor,B,
3686,,16190,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT,B,
3687,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,
3688,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor,B,
3689,,3555,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity against 5-hydroxytryptamine 7 receptor,B,
3690,,6588,,BAO_0000219,,,449.0,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,B,
3691,,15463,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand,B,
3692,,6013,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,
3693,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,
3694,,3935,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,B,
3695,,15818,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,B,
3696,,5014,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,B,
3697,,16441,,BAO_0000019,,,,Expert,1,,,8,,H,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,B,
3698,,16441,,BAO_0000019,,,,Expert,1,,,8,,H,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,
3699,,4234,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,B,
3700,,17085,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,B,
3701,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,B,
3702,,17451,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,B,
3703,,17085,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,B,
3704,,5104,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,B,
3705,,5104,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,B,
3706,,5033,9606.0,BAO_0000219,,,643.0,Expert,1,Homo sapiens,,9,,D,,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,
3707,,5486,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,
3708,,4540,9606.0,BAO_0000219,,,722.0,Expert,1,Homo sapiens,,9,,D,,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,B,
3709,,6166,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,B,
3710,,17342,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,B,
3711,,17342,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,B,
3712,,17296,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 7 human receptors,B,
