assays_ss_d,assays_tss_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_rgnsm,assays_src_ss_d,assays_ss_tp,assays_ss_sbclllr_frctn,assays_cll_d,assays_rltnshp_tp,assays_dc_d,assays_b_frmt,assays_chmbl_d,assays_td,assays_ss_ctgr,assays_crtd_b,assays_ss_strn,assays_cnfdnc_scr,assays_src_d,assays_vrnt_d
11693,,,,Rattus norvegicus,,A,,,N,14122,BAO_0000218,CHEMBL622508,50597,,Intermediate,,1,1,
11694,,,,,,A,,,U,13889,BAO_0000019,CHEMBL622509,22224,,Autocuration,,0,1,
11695,,,,Rattus norvegicus,,A,,,N,14393,BAO_0000218,CHEMBL622510,50597,,Intermediate,,1,1,
11696,,,,Rattus norvegicus,,A,,,N,17279,BAO_0000218,CHEMBL622511,50597,,Intermediate,,1,1,
11697,,,,Macaca fascicularis,,A,,,N,14548,BAO_0000218,CHEMBL622512,100710,,Intermediate,,1,1,
11698,,,,Macaca fascicularis,,A,,,N,14548,BAO_0000218,CHEMBL622513,100710,,Intermediate,,1,1,
11699,,,,Macaca fascicularis,,A,,,N,14548,BAO_0000218,CHEMBL622514,100710,,Intermediate,,1,1,
11700,,,,Canis lupus familiaris,,A,,,N,14548,BAO_0000218,CHEMBL622515,50588,,Intermediate,,1,1,
11701,,,,Canis lupus familiaris,,A,,,N,14548,BAO_0000218,CHEMBL622516,50588,,Intermediate,,1,1,
11702,,,,Rattus norvegicus,,A,,,N,14548,BAO_0000218,CHEMBL622517,50597,,Intermediate,,1,1,
11703,,,,Rattus norvegicus,,A,,,N,14548,BAO_0000218,CHEMBL622518,50597,,Intermediate,,1,1,
11704,,,,Rattus norvegicus,,A,,,N,14548,BAO_0000218,CHEMBL622519,50597,,Intermediate,,1,1,
11705,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL622520,50597,,Intermediate,,1,1,
11706,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL622521,50597,,Intermediate,,1,1,
11707,14.0,,Zone of skin,Mus musculus,,A,,,N,14608,BAO_0000218,CHEMBL625113,50594,,Intermediate,,1,1,
11708,14.0,,Zone of skin,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL625114,50597,,Intermediate,,1,1,
11709,14.0,,Zone of skin,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL874397,50597,,Intermediate,,1,1,
11710,2106.0,,Spleen,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL625115,50597,,Intermediate,,1,1,
11711,2106.0,,Spleen,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL625116,50597,,Intermediate,,1,1,
11712,2106.0,,Spleen,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623932,50597,,Intermediate,,1,1,
11713,2435.0,,Striatum,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623933,50597,,Intermediate,,1,1,
11714,2435.0,,Striatum,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623934,50597,,Intermediate,,1,1,
11715,2435.0,,Striatum,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623935,50597,,Intermediate,,1,1,
11716,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623936,50597,,Intermediate,,1,1,
11717,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623937,50597,,Intermediate,,1,1,
11718,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,14608,BAO_0000218,CHEMBL623938,50597,,Intermediate,,1,1,
11719,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL623939,50594,,Intermediate,,1,1,
11720,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL623940,50594,,Intermediate,,1,1,
11721,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL623941,50594,,Intermediate,,1,1,
11722,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL627216,50594,,Intermediate,,1,1,
11723,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL623942,50594,,Intermediate,,1,1,
11724,955.0,,Brain,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618793,50594,,Intermediate,,1,1,
11725,955.0,,Brain,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618794,50594,,Intermediate,,1,1,
11726,955.0,,Brain,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618795,50594,,Intermediate,,1,1,
11727,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618796,50594,,Intermediate,,1,1,
11728,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618797,50594,,Intermediate,,1,1,
11729,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618798,50594,,Intermediate,,1,1,
11730,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618799,50594,,Intermediate,,1,1,
11731,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618800,50594,,Intermediate,,1,1,
11732,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618801,50594,,Intermediate,,1,1,
11733,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618802,50594,,Intermediate,,1,1,
11734,2113.0,,Kidney,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618803,50594,,Intermediate,,1,1,
11735,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618804,50594,,Intermediate,,1,1,
11736,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618805,50594,,Intermediate,,1,1,
11737,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618806,50594,,Intermediate,,1,1,
11738,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618807,50594,,Intermediate,,1,1,
11739,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618808,50594,,Intermediate,,1,1,
11740,2107.0,,Liver,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618809,50594,,Intermediate,,1,1,
11741,2385.0,,Muscle tissue,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618810,50594,,Intermediate,,1,1,
11742,2385.0,,Muscle tissue,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618811,50594,,Intermediate,,1,1,
11743,2385.0,,Muscle tissue,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL875844,50594,,Intermediate,,1,1,
11744,2385.0,,Muscle tissue,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618812,50594,,Intermediate,,1,1,
11745,2385.0,,Muscle tissue,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618813,50594,,Intermediate,,1,1,
11746,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618814,50594,,Intermediate,,1,1,
11747,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618815,50594,,Intermediate,,1,1,
11748,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618816,50594,,Intermediate,,1,1,
11749,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL618817,50594,,Intermediate,,1,1,
11750,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL620544,50594,,Intermediate,,1,1,
11751,,,,Rattus norvegicus,,A,,,N,15341,BAO_0000218,CHEMBL626230,50597,,Intermediate,,1,1,
11752,,,,Rattus norvegicus,,A,,,N,15341,BAO_0000218,CHEMBL626231,50597,,Intermediate,,1,1,
11753,,,,Rattus norvegicus,,A,,,N,15341,BAO_0000218,CHEMBL626232,50597,,Intermediate,,1,1,
11754,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,14906,BAO_0000218,CHEMBL626233,50588,,Intermediate,,1,1,
11755,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14906,BAO_0000218,CHEMBL626234,50597,,Intermediate,,1,1,
11756,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14906,BAO_0000218,CHEMBL875341,50597,,Intermediate,,1,1,
11757,1969.0,,Plasma,Homo sapiens,,A,,,N,14215,BAO_0000218,CHEMBL626235,50587,,Intermediate,,1,1,
11758,1969.0,,Plasma,Callithrix,,A,,,U,14215,BAO_0000218,CHEMBL626236,22224,,Autocuration,,0,1,
11759,1969.0,,Plasma,Simiiformes,,A,,,U,14215,BAO_0000218,CHEMBL626237,22224,,Autocuration,,0,1,
11760,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,14215,BAO_0000218,CHEMBL626238,50588,,Intermediate,,1,1,
11761,1969.0,,Plasma,Homo sapiens,,A,,,N,14215,BAO_0000218,CHEMBL622412,50587,,Intermediate,,1,1,
11762,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14215,BAO_0000218,CHEMBL623114,50597,,Intermediate,,1,1,
11763,1969.0,,Plasma,Callithrix,,A,,,U,14215,BAO_0000218,CHEMBL623115,22224,,Autocuration,,0,1,
11764,1969.0,,Plasma,Simiiformes,,A,,,U,14215,BAO_0000218,CHEMBL623116,22224,,Autocuration,,0,1,
11765,1969.0,,Plasma,Canis lupus familiaris,,A,,,U,14215,BAO_0000218,CHEMBL623117,22224,,Autocuration,,0,1,
11766,1969.0,,Plasma,Homo sapiens,,A,,,N,14215,BAO_0000218,CHEMBL623118,50587,,Intermediate,,1,1,
11767,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14215,BAO_0000218,CHEMBL623119,50597,,Intermediate,,1,1,
11768,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14215,BAO_0000218,CHEMBL623120,50597,,Intermediate,,1,1,
11769,1969.0,,Plasma,Homo sapiens,,A,,,N,14215,BAO_0000218,CHEMBL623286,50587,,Intermediate,,1,1,
11770,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14067,BAO_0000218,CHEMBL623287,50597,,Intermediate,,1,1,
11771,1969.0,,Plasma,Rattus norvegicus,,A,,,N,12350,BAO_0000218,CHEMBL623288,50597,,Intermediate,,1,1,
11772,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14813,BAO_0000218,CHEMBL623289,50597,,Intermediate,,1,1,
11773,,,,,,A,,,U,12536,BAO_0000218,CHEMBL623290,22224,,Autocuration,,0,1,
11774,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,14169,BAO_0000218,CHEMBL623291,50588,,Intermediate,,1,1,
11775,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14169,BAO_0000218,CHEMBL623292,50597,,Intermediate,,1,1,
11776,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,15604,BAO_0000218,CHEMBL623293,50588,,Intermediate,,1,1,
11777,1969.0,,Plasma,Simiiformes,,A,,,U,15604,BAO_0000218,CHEMBL623294,22224,,Autocuration,,0,1,
11778,1969.0,,Plasma,Rattus norvegicus,,A,,,N,15604,BAO_0000218,CHEMBL623295,50597,,Intermediate,,1,1,
11779,,,,Mus musculus,,A,,,N,14387,BAO_0000218,CHEMBL623296,50594,,Intermediate,,1,1,
11780,,,,Mus musculus,,A,,,N,15115,BAO_0000218,CHEMBL875349,50594,,Intermediate,,1,1,
11781,,,,Simiiformes,,A,,,U,15115,BAO_0000019,CHEMBL623297,22224,,Autocuration,,0,1,
11782,,,,Simiiformes,,A,,,U,15115,BAO_0000019,CHEMBL623298,22224,,Autocuration,,0,1,
11783,,,,Simiiformes,,A,,,U,15115,BAO_0000019,CHEMBL623299,22224,,Autocuration,,0,1,
11784,,,,Rattus norvegicus,,A,,,N,16359,BAO_0000218,CHEMBL623300,50597,,Intermediate,,1,1,
11785,,,,Mus musculus,,A,,,N,12829,BAO_0000218,CHEMBL623301,50594,,Intermediate,,1,1,
11786,,,,Mus musculus,,A,,,N,12829,BAO_0000218,CHEMBL623302,50594,,Intermediate,,1,1,
11787,,,,Mus musculus,,A,,,N,12829,BAO_0000218,CHEMBL623303,50594,,Intermediate,,1,1,
11788,,,,Mus musculus,,A,,,N,12829,BAO_0000218,CHEMBL623304,50594,,Intermediate,,1,1,
11789,,,,Mus musculus,,A,,,N,12829,BAO_0000218,CHEMBL623305,50594,,Intermediate,,1,1,
11790,1969.0,,Plasma,Rattus norvegicus,,A,,,N,15137,BAO_0000218,CHEMBL623306,50597,,Intermediate,,1,1,
11791,1969.0,,Plasma,Rattus norvegicus,,A,,,N,15137,BAO_0000218,CHEMBL623307,50597,,Intermediate,,1,1,
11792,1969.0,,Plasma,Rattus norvegicus,,A,,,N,15137,BAO_0000218,CHEMBL623308,50597,,Intermediate,,1,1,
11793,1969.0,,Plasma,Mus musculus,,A,,,N,15137,BAO_0000218,CHEMBL623309,50594,,Intermediate,,1,1,
11794,,,,Mus musculus,,A,,,N,13509,BAO_0000218,CHEMBL623310,50594,,Intermediate,,1,1,
11795,,,,Mus musculus,,A,,,N,13509,BAO_0000218,CHEMBL623311,50594,,Intermediate,,1,1,
11796,,,,Macaca fascicularis,,A,,,N,13509,BAO_0000218,CHEMBL623312,100710,,Intermediate,,1,1,
11797,,,,Mus musculus,,A,,,N,13509,BAO_0000218,CHEMBL875350,50594,,Intermediate,,1,1,
11798,,,,Mus musculus,,A,,,N,13509,BAO_0000218,CHEMBL628635,50594,,Intermediate,,1,1,
11799,,,,Rattus norvegicus,,A,,,N,12064,BAO_0000218,CHEMBL628636,50597,,Intermediate,,1,1,
11800,,,,Rattus norvegicus,,A,,,N,12064,BAO_0000218,CHEMBL628637,50597,,Intermediate,,1,1,
11801,,,,Rattus norvegicus,,A,,,N,12064,BAO_0000218,CHEMBL628058,50597,,Intermediate,,1,1,
11802,,,,Rattus norvegicus,,A,,,N,10677,BAO_0000218,CHEMBL628059,50597,,Intermediate,,1,1,
11803,,,,Rattus norvegicus,,A,,,N,10677,BAO_0000218,CHEMBL628060,50597,,Intermediate,,1,1,
11804,,,,,,A,,,U,8926,BAO_0000019,CHEMBL628061,22224,,Autocuration,,0,1,
11805,,,,,,A,,,U,8926,BAO_0000019,CHEMBL628062,22224,,Autocuration,,0,1,
11806,,,,,,A,,,U,8926,BAO_0000019,CHEMBL628063,22224,,Autocuration,,0,1,
11807,,,,,,A,,,U,8926,BAO_0000019,CHEMBL628064,22224,,Autocuration,,0,1,
11808,,,,,,A,,,U,8926,BAO_0000019,CHEMBL628065,22224,,Autocuration,,0,1,
11809,2385.0,,Muscle tissue,,,A,,,U,8926,BAO_0000019,CHEMBL628066,22224,,Autocuration,,0,1,
11810,2385.0,,Muscle tissue,,,A,,,U,8926,BAO_0000019,CHEMBL628067,22224,,Autocuration,,0,1,
11811,2385.0,,Muscle tissue,Mus musculus,,A,,,N,8926,BAO_0000218,CHEMBL874646,50594,,Intermediate,,1,1,
11812,2385.0,,Muscle tissue,,,A,,,U,8926,BAO_0000019,CHEMBL628068,22224,,Autocuration,,0,1,
11813,2385.0,,Muscle tissue,,,A,,,U,8926,BAO_0000019,CHEMBL628069,22224,,Autocuration,,0,1,
11814,2385.0,,Muscle tissue,,,A,,,U,8926,BAO_0000019,CHEMBL628070,22224,,Autocuration,,0,1,
11815,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628071,22224,,Autocuration,,0,1,
11816,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628072,22224,,Autocuration,,0,1,
11817,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628073,22224,,Autocuration,,0,1,
11818,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628074,22224,,Autocuration,,0,1,
11819,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628075,22224,,Autocuration,,0,1,
11820,2106.0,,Spleen,,,A,,,U,8926,BAO_0000019,CHEMBL628076,22224,,Autocuration,,0,1,
11821,1235.0,,Adrenal cortex,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628077,50597,,Intermediate,,1,1,
11822,178.0,,Blood,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628078,50597,,Intermediate,,1,1,
11823,2107.0,,Liver,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628079,50597,,Intermediate,,1,1,
11824,992.0,,Female gonad,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628080,50597,,Intermediate,,1,1,
11825,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628081,50597,,Intermediate,,1,1,
11826,1235.0,,Adrenal cortex,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL628082,50597,,Intermediate,,1,1,
11827,178.0,,Blood,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL874647,50597,,Intermediate,,1,1,
11828,2107.0,,Liver,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL626406,50597,,Intermediate,,1,1,
11829,992.0,,Female gonad,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL626407,50597,,Intermediate,,1,1,
11830,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,7570,BAO_0000218,CHEMBL626408,50597,,Intermediate,,1,1,
11831,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626409,50597,,Intermediate,,1,1,
11832,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626410,50597,,Intermediate,,1,1,
11833,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626411,50597,,Intermediate,,1,1,
11834,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626412,50597,,Intermediate,,1,1,
11835,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626413,50597,,Intermediate,,1,1,
11836,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626414,50597,,Intermediate,,1,1,
11837,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626415,50597,,Intermediate,,1,1,
11838,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL626416,50597,,Intermediate,,1,1,
11839,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627062,50597,,Intermediate,,1,1,
11840,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627063,50597,,Intermediate,,1,1,
11841,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627064,50597,,Intermediate,,1,1,
11842,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627227,50597,,Intermediate,,1,1,
11843,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627228,50597,,Intermediate,,1,1,
11844,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL627229,50597,,Intermediate,,1,1,
11845,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL625792,50597,,Intermediate,,1,1,
11846,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL625793,50597,,Intermediate,,1,1,
11847,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL625794,50597,,Intermediate,,1,1,
11848,178.0,,Blood,Rattus norvegicus,,A,,,N,8608,BAO_0000218,CHEMBL625795,50597,,Intermediate,,1,1,
11849,,,,Mus musculus,,A,,,N,13792,BAO_0000218,CHEMBL625796,50594,,Intermediate,,1,1,
11850,,,,Canis lupus familiaris,,A,,,N,13376,BAO_0000218,CHEMBL625797,50588,,Intermediate,,1,1,
11851,,,,Canis lupus familiaris,,A,,,N,13376,BAO_0000218,CHEMBL625798,50588,,Intermediate,,1,1,
11852,,,,,,A,,,U,14380,BAO_0000218,CHEMBL875613,22224,,Autocuration,,0,1,
11853,,,,,,A,,,U,14380,BAO_0000218,CHEMBL625799,22224,,Autocuration,,0,1,
11854,,,,,,A,,,U,14380,BAO_0000218,CHEMBL625800,22224,,Autocuration,,0,1,
11855,,,,,,A,,,U,14380,BAO_0000218,CHEMBL625801,22224,,Autocuration,,0,1,
11856,,,,,,A,,,U,14380,BAO_0000218,CHEMBL625802,22224,,Autocuration,,0,1,
11857,,,,,,A,,,U,14380,BAO_0000218,CHEMBL625803,22224,,Autocuration,,0,1,
11858,,,,,,A,,,U,14380,BAO_0000019,CHEMBL625804,22224,,Autocuration,,0,1,
11859,,,,,,A,,,U,14380,BAO_0000218,CHEMBL622530,22224,,Autocuration,,0,1,
11860,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL622531,50594,,Intermediate,,1,1,
11861,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL622532,50594,,Intermediate,,1,1,
11862,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623176,50594,,Intermediate,,1,1,
11863,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623177,50594,,Intermediate,,1,1,
11864,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623178,50594,,Intermediate,,1,1,
11865,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623179,50594,,Intermediate,,1,1,
11866,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623180,50594,,Intermediate,,1,1,
11867,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL623181,50594,,Intermediate,,1,1,
11868,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624131,50594,,Intermediate,,1,1,
11869,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624132,50594,,Intermediate,,1,1,
11870,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624133,50594,,Intermediate,,1,1,
11871,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624846,50594,,Intermediate,,1,1,
11872,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624847,50594,,Intermediate,,1,1,
11873,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL624848,50594,,Intermediate,,1,1,
11874,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625012,50594,,Intermediate,,1,1,
11875,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625013,50594,,Intermediate,,1,1,
11876,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625014,50594,,Intermediate,,1,1,
11877,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625015,50594,,Intermediate,,1,1,
11878,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625016,50594,,Intermediate,,1,1,
11879,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625017,50594,,Intermediate,,1,1,
11880,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625018,50594,,Intermediate,,1,1,
11881,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625019,50594,,Intermediate,,1,1,
11882,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625020,50594,,Intermediate,,1,1,
11883,,,,Mus musculus,,A,,,N,13701,BAO_0000218,CHEMBL625021,50594,,Intermediate,,1,1,
11884,,,,Rattus norvegicus,,A,,,N,14393,BAO_0000218,CHEMBL625022,50597,,Intermediate,,1,1,
11885,,,,Mus musculus,,A,,,N,14731,BAO_0000218,CHEMBL625023,50594,,Intermediate,,1,1,
11886,,,,Macaca fascicularis,,A,,,N,14731,BAO_0000218,CHEMBL625024,100710,,Intermediate,,1,1,
11887,,,,Macaca fascicularis,,A,,,N,14731,BAO_0000218,CHEMBL627626,100710,,Intermediate,,1,1,
11888,955.0,,Brain,,,A,,,U,13758,BAO_0000218,CHEMBL627627,22224,,Autocuration,,0,1,
11889,1977.0,,Serum,,,A,,,U,13758,BAO_0000218,CHEMBL627628,22224,,Autocuration,,0,1,
11890,955.0,,Brain,,,A,,,U,13758,BAO_0000218,CHEMBL627629,22224,,Autocuration,,0,1,
11891,1977.0,,Serum,,,A,,,U,13758,BAO_0000218,CHEMBL627630,22224,,Autocuration,,0,1,
11892,,,,,,A,,,U,16359,BAO_0000019,CHEMBL627631,22224,,Autocuration,,0,1,
11893,,,,,,A,,,U,16359,BAO_0000218,CHEMBL629515,22224,,Autocuration,,0,1,
11894,2106.0,,Spleen,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629516,50594,,Intermediate,,1,1,
11895,2106.0,,Spleen,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629517,50594,,Intermediate,,1,1,
11896,2106.0,,Spleen,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629518,50594,,Intermediate,,1,1,
11897,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL877499,50594,,Intermediate,,1,1,
11898,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629519,50594,,Intermediate,,1,1,
11899,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629520,50594,,Intermediate,,1,1,
11900,,,,Mus musculus,,A,,,N,15383,BAO_0000218,CHEMBL629521,50594,,Intermediate,,1,1,
11901,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629522,50594,,Intermediate,,1,1,
11902,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629523,50594,,Intermediate,,1,1,
11903,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629524,50594,,Intermediate,,1,1,
11904,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629525,50594,,Intermediate,,1,1,
11905,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629526,50594,,Intermediate,,1,1,
11906,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629527,50594,,Intermediate,,1,1,
11907,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629528,50594,,Intermediate,,1,1,
11908,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629529,50594,,Intermediate,,1,1,
11909,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629530,50594,,Intermediate,,1,1,
11910,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL629531,50594,,Intermediate,,1,1,
11911,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL628656,50594,,Intermediate,,1,1,
11912,,,,Mus musculus,,A,,,N,14439,BAO_0000218,CHEMBL628657,50594,,Intermediate,,1,1,
11913,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628658,50597,,Intermediate,,1,1,
11914,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628659,50597,,Intermediate,,1,1,
11915,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL877500,50597,,Intermediate,,1,1,
11916,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628660,50597,,Intermediate,,1,1,
11917,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628661,50597,,Intermediate,,1,1,
11918,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628662,50597,,Intermediate,,1,1,
11919,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628663,50597,,Intermediate,,1,1,
11920,,,,Rattus norvegicus,,A,,,N,13751,BAO_0000218,CHEMBL628664,50597,,Intermediate,,1,1,
