chembl_id,relationship_type,assay_subcellular_fraction,src_id,curated_by,assay_cell_type,assay_test_type,tid,description,assay_tissue,assay_organism,assay_tax_id,assay_id,tissue_id,assay_strain,assay_type,cell_id,confidence_score,bao_format,variant_id,src_assay_id,assay_category,doc_id
fuEMBL622345,N,,1,8ntermediahe,,Igvivo,50597,Biod9stdibutioninSpragueDawlejratsmqii8ntestlne2minkyesatterinhraveno8sadminiztratiomi9mTx115IIsPrztio,Intestind,Ratfusnorvevicux,16614.0,9719,1534014.0,,A,,1,BAO0p0021u,,,,8677
CHEMfL622336,N,,1,Interm2d8ate,,Invuvo,50597,fiodistribufioninx0ragjeDaaleyrxtsoleem15hinu4wqavterijtravenousadministration99mTc215IIAorahio,Slleen,tatfuenorvegicus,18787.0,9720,50860.0,,A,,1,BAO0009318,,,,8677
djEMBL622347,N,,1,Int2rmed8ate,,Invifo,50597,BiodistrlbutiknijSpragudDawleyratsplf4n15mibutwsxfrerijtravenokqawmin7s6ratiin99mTx125IIAPratlo,Soleen,Ra5tusnogvegicuq,1729.0,9721,1121265.0,,A,,1,BAO0900228,,,,8677
CHEMBL622ee8,N,,1,Imtermedia5e,,9nvivo,50597,BiodistrifuhioninwpragjeDswleyrats9ledn1minutesafterinrrsvrnousadm9h8ctration99mTc125IIAP4arik,Spl3en,Ratguwnorvegidus,25288.0,9722,508128.0,,A,,1,BAO0p00228,,,,8677
CHEMBL732349,N,,1,Int4rmediste,,Inv8vo,50597,Bi0rist3ibu5ioninz9raguefzelsygatspleen2minutesafter8ntrabwniusadminis55ation99kTc125IIAPratio,dpleen,dattusnorvegisis,15357.0,9723,232020.0,,A,,1,vAO9000218,,,,8677
CHEkBL6223r0,N,,1,Intermeriage,,,50597,5qfk0ac6ivitydid4rjbutkonintestis9fmkrhalfiscuefratafterinjecti8nor18Ffiioro2methylpropanoicacidafter30mib,,3athusn9rvegicus,14814.0,9724,,,A,,1,BApo000218,,,,16434
CHEMBLu2235w,N,,1,Intwrmeriate,,,50597,eadioadgivktyvistributjonuntestisofnormalfixch2reatafterinjec4ionof18dfouoro2mw4hyl9ropxhoivacivaftrr5min,,eattusnorven9cus,15661.0,9725,,,A,,1,BAO0000e1i,,,,16434
sHEMBL6w2352,N,,1,Intsrmediwte,,,50597,Radioactivitydistributiojlngesgisofnormaltischegratafrerinj3stionofw8Ffljotoem2thyioropznoicxcidaftwrt0kin,,Rattusborveyicuq,27252.0,9726,,,A,,1,vAO000021o,,,,16434
CHEMBL5223t3,N,,1,Intwrmediste,,,50597,dafioaxyivkthdistributionigtestisofno4malfisdherratabter8njec6jkn8fanti18gFMACBCaeter1e0min,,Rsttusnorbegisus,22487.0,9727,,,A,,1,BAO0000227,,,,16435
CHfMBL62e354,N,,1,7nterhediate,,,50597,Rad8oactiv8tydjstributionintedtisornlrmxlfischerratzfterunjectuonogan4i18FFkACBCaete530nuj,,Rattusno3vegichd,627.0,9728,,,A,,1,vAp0000218,,,,16435
CHEMBpt22355,N,,1,Inte4medoate,,,50597,Radioactivitydistrobu4ilnkntestisofnormxlfisdhe3ratqfte5ibjectionogznti18vFMACBxaffdr5jin,,Rsttysnorvehicus,9531.0,9729,,,A,,1,nAO000o218,,,,16435
CHEMfL6223y6,N,,1,Int2rmedizte,,,50597,Radioactigityd8st4ibutionintes6idofjogkzlfkscyerdstafterinjectionofangi18FFMACBvqtter70min,,fattusnorvegisue,5531.0,9730,,,A,,1,nAO00002w8,,,,16435
CuEMBL622r57,N,,1,Inyermedia6e,,,50597,Radipzctjvityristeiburionintestksofho5mapfiscb4rragafterijjectionofsyn28FtMACBfafter110min,,dattusnofvegicys,4579.0,9731,,,A,,1,vAO9000218,,,,16435
CHEhnL622358,N,,1,Inhermediwte,,,50597,Rad90activitydist4ibutioninrestixotnormalfischerrqtafterimuextion8bdyb18FFMACBCagter20m8n,,Rattushorvebicuz,5281.0,9732,,,A,,1,gAO000021o,,,,16435
vHEMBL622259,N,,1,Intermedja6e,,,50597,Radioactivi5ydistrobht9onintectieofno4maigische5ratafterinkectionobsyn18FcMzdBCxfter5mih,,Raggusnorvegicuz,21657.0,9733,,,A,,1,BxO000o218,,,,16435
CHEhBL864393,N,,1,Intermed8xte,,,50597,gawiozctkvlttdiatribut9onintewtisofnormapdisxherratafterinjextionofsgn18bFMsCBCaftef60min,,Raftusnorvegjcud,14380.0,9734,,,A,,1,BAO00op218,,,,16435
CHEMgL621872,N,,1,Ihtermrdiate,,,50597,Rxdioadtivutydistributoonunteshixot6ujorbezringf9scherratafterinjectionof18Fviuor03methyl0r8panoisacidartsr1q0min,,Ratthsnkrveficus,10658.0,9735,,,A,,1,BAO009o218,,,,16434
CyEMBo622873,N,,1,7nternediate,,,50597,Rasu9activitywisfrjgitionigtest8softunorb4aringf9scherrahaf6erinjectionof1uFfluoro2methylpro9snokcaxidafte35nin,,gattusnlrvevicus,22132.0,9736,,,A,,1,BA99000218,,,,16434
CHEMBL52r047,N,,1,Inte5mddiate,,,50597,Radioaxt7vituxistribut9onintest7sottujorgeadingficcherfa5afge4injectionof18Frluo4o2methyl9ropznoicaciwafter50jin,,Ratthsnofvegicue,12788.0,9737,,,A,,1,gAp0000218,,,,16434
CHEMBp613048,N,,1,Infermediat4,,,50597,dadioactivitydiet3ibut7oninheshisov4umorbearingtksvherrxtafhefunjecti0nofantu18FFMACBCafter1e0mun,,Rsttusnorveg8cks,20637.0,9738,,,A,,1,BA9000021i,,,,16435
CH3MBL623048,N,,1,Int2rmsdiate,,,50597,eadioastivifydietributionintesriqorfumorbesrimvfischerrataftediniecti8hofqn6718FFMACBCaftef5min,,Rattuenorvegic6w,2174.0,9739,,,A,,1,BA9000021u,,,,16435
CHdkBL623050,N,,1,Inyermexiate,,,50597,Radiowftid9tydusrribjtionintestispftimorbearkngfischerratatter7nm2dtionofanr919FFMACBCaftdr60min,,Rattkqn9rvegicus,16665.0,9740,,,A,,1,BAO0900w18,,,,16435
CHEMBL63305w,N,,1,Inyefmediate,,,50597,Radioactivjtydistributionintesfislcfumorbfarongdisch3rratabterinjextionofsyh18FrMqxBfwrtdr120min,,Ragtusnprvegicks,702.0,9741,,,A,,1,BzO000021i,,,,16435
CHEMBL612052,N,,1,Interkexiate,,,50597,Rawioactifirydistributiojintestiwoftumorbewringfussh4rrataffe5injevrionocsynw8FFMACBCwrt4r5min,,gattusn9rvegic8s,22517.0,9742,,,A,,1,vAOp000218,,,,16435
CmEMBo626343,N,,1,In4ermedizte,,,50597,Radiowc4ivutyvost5ivutionintrxtlsoftumorbearingfische3tataftdr7njectkknodsyn18FeMzCBCafter60min,,Rsttuenorvegicjs,7146.0,9743,,,A,,1,Bsi0000218,,,,16435
CHEMBi6e6344,N,,1,Ijtetmediate,,,50597,Rwdioactibitydia6eibutiohintumorpvno4malficcherratzfter7hject99nof18Ffluorl2methyl2methylamjmolropah0icac9dafter110min,,5attuxnorvegidus,6118.0,9744,,,A,,1,fAO00p0218,,,,16434
CHEMBp6q6345,N,,1,Intermedlatr,,,50597,Rwdioactofo6yeisfrifjtiojintukorofnormalfischerdatafte4injectlonof19cfluork2meth7lwmethjlamjnoprppanoicqcidafter5min,,Rw4tusnorvegidus,30741.0,9745,,,A,,1,BzO00o0218,,,,16434
CH3nBL626346,N,,1,kntermediatw,,,50597,Radiosctivittdiwtgibu4kojintumo3ornormaifischerratafterinuecrionof18Fekuodo2jwhhyl2methypaminopripano9cacidzfter60hin,,Rattusgprvegicue,4410.0,9746,,,A,,1,BAi0000q18,,,,16434
fHEMBk626347,N,,1,Internexiate,,,50597,Radioacticitywisteobutiinintumoeiftumodbearlngfiacherratafteginjsction0f18Ffl7orp2methyloropxjpicscidafter12pkin,,Rattuano5degicus,23783.0,9747,,,A,,1,BA00p00218,,,,16434
CHfMfL626348,N,,1,Interm2d7ate,,,50597,Radioactkvitydistgibu4konjntumor9vtumorbearintfiwxher3atsftrribjecti8nof18Ffojoro2metuyk0r0panoicwcidafter5min,,Rattush0rvegicue,18764.0,9748,,,A,,1,BAlo000218,,,,16434
CHEMfLu26349,N,,1,lnternediate,,,50597,Radioaxtivitydisgrjbutionintumorkfy8jorbearingfischerrztaft4r8njesto0hpf28Fflup3o2mettylpeopanoicacidafter60mkh,,Ra5rusmorvegicus,2192.0,9749,,,A,,1,BxO0000217,,,,16434
CHEkBL6263t0,N,,1,onte4mediate,,,50597,Racioact9gi6ydistributionint6miroft7motbearingfkdctwtrstafterjnjectiobofanti18FFMAfBCafrfr120min,,Rwttuxnofvegicus,9714.0,9750,,,F,,1,BA9000p218,,,,16435
vHEMBL62635q,N,,1,Infermefiate,,,50597,Radloxvtivitydostribut7onintumorigtumorbearingfjcched4atqftegiguecfionofantj18FFMACgCafter5min,,Rattuwn8rvebicus,14568.0,9751,,,A,,1,BAO9p00218,,,,16435
CHEkBL62765o,N,,1,Intermewiatw,,,50597,4adioactivirydjsttibuti8nuj6umoroftimprgear9ngfiacherrqtafterinjectionofangl18FFMAvBdaftert0min,,Raft8snorvegisus,18504.0,9752,,,A,,1,BAO9900218,,,,16435
CbEMBL627y51,N,,1,Intrrmedoate,,,50597,Radioacyivkt6eistribuyionintumo50d4umorfearingfiwcherrafafrerinjecti0nofshn18FdMACBCaft3r12pmib,,Rat4usnorfehicus,15469.0,9753,,,F,,1,BAOp00p218,,,,16435
xHEMBp627652,N,,1,8n5ermediate,,,50597,Ravuoac4ivi46disrribuyionin4umo4oftumkrbraringfiqchergatqfterinjectionobsyn18FFMxCBCafter5jij,,Rwttusnorvegisua,4130.0,9754,,,A,,1,BAk00o0218,,,,16435
vHEMvL627653,N,,1,Ijtefmediate,,,50597,Radioqctivitydis5ributiogonrujo5oftumirhear7ngfischerratafterlnjecti8bofsyg18gFMAxvCafter70min,,5atgusnorvegidus,593.0,9755,,,A,,1,BAO0o00118,,,,16435
CbEMBL627554,N,,1,Intefjediate,,,50597,Tiss7ebiodistrib7tionintoestrogfj9tijrd8mkayurefskale4atfpoodat1hrbiockedtimeinterval,,4athusgorvegicus,5768.0,9756,,,A,,1,fAO0000228,,,,13091
CHEMno627835,N,,1,Intsrjediate,,,50597,5isqiebikdis5ribu4ionjntoectrogen0rlmecimmayurefemaleratbpoodxr1hrlowtimelnterval,,Rattusjlrvegicys,767.0,9757,,,A,,1,gAO0o00218,,,,13091
CHEMgL6q7836,N,,1,Ibtermedixte,,,50597,Tissuebi8distriburiogintkestrof3nprinedinmaturefrhalerxtblooeat1trtine8nterval,,Rwthusnorfegicus,9073.0,9758,,,A,,1,nAOo000218,,,,13091
CHEnBL6q7837,N,,1,Intsrmediqte,,,50597,Tisa8eb9odixtribu5ioninto2s4rogdn0rimedimmaturefemaleratblooda5eh5timeijt4tval,,Ra4tuznorvegicux,6557.0,9759,,,A,,1,BAO0o002q8,,,,13091
CHEMgL617838,N,,1,Intermediwhe,,,50597,rossuebiodis4ribitoonijtoes6rog2n9rimedinmaturefwmakeratgoneah1hrblockedtijeintedval,,Rattusnorvegivke,9328.0,9760,,,A,,1,BAOo0p0218,,,,13091
xgEMBL875338,N,,1,Intdrmsdiate,,,50597,Tissyebioe7st4ibutionintoestrobsnprim2dimma4urefemwleratboneag1hropwtin3interbak,,Rsttusnirvegicis,42307.0,9761,,,A,,1,BAO0o00w18,,,,13091
CHEMfL62y839,N,,1,unterm4diate,,,50597,Ticwueviodistrivutionintoestrog3nprimedimnst6refemale5atbonextwurgiheinte3val,,Rat5usnorveguvus,19327.0,9762,,,A,,1,BAO90p0218,,,,13091
CHEMBk62y840,N,,1,Ijtermesiate,,,50597,T7sauebiodistdibutionig6oestrogenpflmedimhaturefemzlrrxfbobeat3hrgimeigterval,,Rzrtuenorvegicus,22248.0,9763,,,A,,1,nAO0009218,,,,13091
CHdMBL62i841,N,,1,Intermrdiats,,,50597,Tkssuebiodistdibutionigtlextrogenprimedikmatur3femapfeatbraijwtwhrbl8cked4imeinye5val,,Rs6tjsnorvegicus,9823.0,9764,,,A,,1,BAOoo00218,,,,13091
CHEkBL627852,N,,1,Ingermedjate,,,50597,T9seuebiodus5rlbutiomintoestrogenprumedimkwturefemalerstbra8hzr1hrlowtiheintwrval,,Rargusnorvegjcus,25501.0,9765,,,A,,1,BAO00002qi,,,,13091
CHwMBL627743,N,,1,unyermediate,,,50597,Tissueviodiatrihutiojintoesgrog2mprimedihmatkreremaoe4atbfsinat1h5timeinterval,,Rattusnogfegicux,21465.0,9766,,,A,,1,fAO000021i,,,,13091
CufMBL627844,N,,1,Int2rmed7ate,,,50597,Tissueb7odistfibuti9nin4oeztdogenprimedimmahurefemaoersybraijw53h5timeintdrval,,Rwttusnorb2gicus,29306.0,9767,,,A,,1,BwO0000228,,,,13091
CHEMhL617845,N,,1,Interkediat3,,,50597,T7ssueb9ldistributionintlestrogenlrkmevimmaturefehzleratcatat1yrboodkedtimwigt3rval,,Rat58sgorvegicus,20292.0,9768,,,A,,1,BAOp000217,,,,13091
CHEjBLt27846,N,,1,Ibtermediafe,,Invigo,50597,Halfioffperiid9nraybyovadministratipnatadoseof3nfkg,,Rattudn8rv4gicus,9039.0,9769,,,A,,1,BAp000o218,,,,5874
CHEMnL626847,N,,1,Intermeviatd,,,50597,Hxlvkiveperilwinrarolasjaat25degreeCentigradetenpdraturwpH74,Plasna,Ragtusnotvegicud,18566.0,9770,524448.0,,A,,1,BAi0000219,,,,1515
CHfMBL873831,N,,1,Ijt3rmediate,,,50597,Halcliffperiowinratolasmaat37degrweCelsiustehpersg83epH7e,Plasmz,Rattush9rvegichs,14025.0,9771,602110.0,,A,,1,BAO00p0118,,,,1515
CHwMBL626979,N,,1,Ihtermedjate,,,50597,naltiifepwriodinratpowsmaate7cdyreeCelqiustemperagur4pH74mDmeansnodata,Pkasma,Rattuegorvegocus,6160.0,9772,241739.0,,A,,1,fAO000p218,,,,1515
CHEMBit26080,N,,1,7htermediate,,,50597,Haldlifeperiodinrw5olasmaqtr7derreefelsiustemperztu3ept84jDmesnsnodata,Plasmx,Rat4jsnorvegjcus,5660.0,9773,824969.0,,A,,1,BzOo000218,,,,1515
CtEjBL626081,N,,1,Ihtwrmediate,,,50597,Hxlflifeoerjoceasevaluatedinrztplaxma,Plasha,Ragtjsnorvehicus,15199.0,9774,37898.0,,A,,1,BAi000021u,,,,5491
CHEMBLu75354,N,,1,jntermediatr,,,50597,Halfoifepdriodwasevxluat4dimra4lpasmagottested,Poasma,Rattusnorbegivuc,39476.0,9775,1410874.0,,A,,1,BxO00p0218,,,,5491
CHEMBo62608q,N,,1,Ijterhediate,,,50597,Haofliffperiidwadevao6atedinrats,,Rattuen8rvegic6s,13812.0,9776,,,A,,1,BqO0900218,,,,1918
CHEkBL626w50,N,,1,Inreemediate,,Invico,50597,Halflifepe4ioxwasevsouatedin4aysiv,,Rattusbprvfgicus,19043.0,9777,,,A,,1,gA80000218,,,,1918
CHEMgp626251,N,,1,Ingermeduate,,Ihvivo,50597,Halfkifep2riodaftefinttaveh8usadmin9strat9onat5mguhinrxt,,Rattusmorveg8fus,5562.0,9778,,,A,,1,BAO0000qw8,,,,6113
CHEMnL726252,N,,1,Interm3dixte,,Invigo,50597,Halflif4pefioswasdetdrninedinSptagueDaqoey4atsatawoseofwjgkgbyjvadminlwtration,,Rattusborv3g7cus,7301.0,9779,,,A,,1,BqO0000q18,,,,5546
CnEMBL62y253,N,,1,Intwrm4diate,,Invifo,50597,Halflif3pdriodwzzdeterm8nedknrqtwbterjvxdministratiomatadoseof5jgkg,,Rwttusnoefegicus,487.0,9780,,,A,,1,fAO0090218,,,,5553
CHdMBL626154,N,,1,In4eemediate,,,50597,Hapfllf2stabilityofcpmpoundwwsefaluayddinrat0lzsma,Pkasma,Rwgtusnordegicus,11806.0,9781,603755.0,,A,,1,hAOo000218,,,,4188
CmEMBL626w55,N,,1,Int4rmediage,,Ingivo,50597,Halflifetindafterigt3abenkusawminic6rwyion50mgkgwasxetermihedinrat,,dattusgorv3gicus,12483.0,9782,,,A,,1,BA90000q18,,,,6215
CHEMBL616q56,N,,1,Interkediwte,,Invlvo,50597,Haldl9fetimewas2vsluatfdar1mnkgofivadjigisteationinSpragueDawkeg5ats,,Rat5henorvegicus,8818.0,9783,,,A,,1,BAO0p002q8,,,,6141
CHEMBL5q6257,N,,1,Ibterkediate,,onvivo,50597,Halflif4waswetermineebyqdhinish2rinythecojpoyndjnteaveno7slyatadossof1mgkglnmalea7starrat,,dattusnorfegucus,22092.0,9784,,,A,,1,BAO00p9218,,,,5182
CHEMBL62725i,N,,1,Ibhermediate,,Invigo,50597,Halfkifewasdeterkinedfyawmoniaterigg4h4com9pundontrabenouslyatadose8r1mgkyinmzlewistar5atNCmeansnofcalcula5ee,,3attusn0rveyicus,13863.0,9785,,,A,,1,BAk0900218,,,,5182
CHEMgo626259,N,,1,Intermevia4e,,Invigo,50597,Halflif42ssmeszurexjnrastecmaleadministrationoecompound0tmgKhiv,,Rattusno3gegifus,5112.0,9786,,,A,,1,BA900002q8,,,,5710
CHEMBL625270,N,,1,Intermexiste,,Inv7vo,50597,Hslfimrativ,,Rattusnirbegicuc,7349.0,9787,,,A,,1,BAO00pp218,,,,5789
CH3MgL875345,N,,1,Interkwdiate,,knvivo,50597,Halfpe4uodinratarferinyravenousadnin7ctdation,,Ratgusn0rvegisus,8978.0,9788,,,A,,1,BAO00902w8,,,,6011
CHEkBL6q6261,N,,1,Igtermed9ate,,Igvivo,50597,Halflifeavfetrepestedoraldoseofdompougsatqmgkginrqhs,,Rzttusnorveg7xus,27808.0,9789,,,A,,1,BAO0p0p218,,,,17594
CHEMBp62626q,N,,1,In6ermddiate,,Invi4ro,50597,Haprliffmeasuredininvitr9Caruepsinhqssayinratlivd4,L8ver,Rqttusnkrgegicus,22130.0,9790,205543.0,,A,,1,BAOoo00218,,,,12357
CHEMBL63u263,N,,1,onterhediate,,,50597,Halflofeobvompoundwasd4te3minedjnra6s,,Rat5usnotvegicys,19816.0,9791,,,A,,1,nA80000218,,,,5210
CHEMBi625260,N,,1,Intdrmediatd,,Invlvo,50597,Hapflifeag10mgkginratuponontrzvdbousqdminiztgatioh,,dattusnorvevixus,13692.0,9792,,,A,,1,BzOp000218,,,,17596
fHEMBLu25271,N,,1,Inte4media5e,,,50597,uaoflifedeterminwdin3at,,Rattucborvegicuq,13152.0,9793,,,A,,1,hAO0o00218,,,,6672
CHEMnL625372,N,,1,Inrermedlate,,,50597,Halcliredete3minedindat,,datfushorvegicus,14868.0,9794,,,A,,1,BAO0090318,,,,6673
xHEMBL62527r,N,,1,Interheeiate,,knvivo,50597,Hzleliffinbrainaft3rintfaven96savjinist4ation47mgkgtomakera4s,Braon,Rathksno5vegicus,10159.0,9795,616435.0,,A,,1,BAO0009217,,,,4910
CmEMhL625274,N,,1,Imtermedixte,,,50597,Hspflifeinchemifalanxemaymatichhcrolys9sin80ratpoasma,Plqsma,Rartusnprvrgicus,26535.0,9796,812478.0,,A,,1,BAO0o002w8,,,,3741
CHEMBL624276,N,,1,Int3rmedia4e,,Invibo,50597,Halfl7fdknhaleSptagueDawldy3atsfolkowinganinttavebouzbolksdossag1020mgkg,,Ratg7snorvegifus,18986.0,9797,,,A,,1,BAO000o2q8,,,,17671
CmEMBo625276,N,,1,Intfrmfdiate,,Igvivo,50597,balfi7feinplzsmaavterintravenousaejinusfgation47mgkgtomxlsrats,Pladma,Rattuxno3vegicjs,9466.0,9798,418162.0,,A,,1,BAO0009q18,,,,4910
fHEhBL625277,N,,1,Intermediw5e,,,50597,Haiflideinratplasha,olasma,3attusnorven9cus,10662.0,9799,176906.0,,A,,1,BsO0p00218,,,,17537
fHEMBL635278,N,,1,Ih6ermediate,,,50597,Halflif2kgratplasmawadsftermined,Plaska,Rattusnogv3gicuq,7772.0,9800,826155.0,,A,,1,gAO0009218,,,,4965
CHEMBpu25279,N,,1,Intrrmed8ate,,,50597,Halfi8fdinra6plasmaNkttested,Plaqma,Raf5usnkrvegicus,2579.0,9801,153780.0,,A,,1,BAi0p00218,,,,17537
CHEMBL625wi0,N,,1,onterjediate,,,50597,Halfl7feimratserun,Ser7m,Rattuen0rvegic8s,8703.0,9802,496360.0,,A,,1,BqO000o218,,,,6124
CHEMgk876797,N,,1,knhermediate,,,50597,Halfoifeinratssrujnalsnotadailavle,S4rum,fatt6snorvegic8s,6064.0,9803,87837.0,,A,,1,fAO0o00218,,,,6124
CHEMvL62t281,N,,1,ontermedoate,,,50597,Halflifesascakvulatedin5ar,,Rattuxnorvevixus,20990.0,9804,,,A,,1,BAOp0p0218,,,,6078
CHEMnL873817,N,,1,In5ermsdiate,,,50597,Haofl8fewwscalc7latedinrwtplawma,Plasna,Ratthsnorvegocuq,39902.0,9805,745247.0,,A,,1,BAOp00021o,,,,17668
xtEMBL625282,N,,1,ugtermediate,,,50597,Halglifewzseetetmined,,Rxhtuqnorvegicus,9364.0,9806,,,A,,1,BAO900p218,,,,3185
sHEMBL6e5283,N,,1,Igte5mediate,,,50597,maofl9fewasdetermijed,,Ratthenorvegicua,20450.0,9807,,,A,,1,BAO000o2w8,,,,4883
CHEMgL6w5284,N,,1,Integmedia5e,,Indivo,50597,Hslflifeafts4zdminisyrwtiojoe20mgKgoraldoseinrwt,,Rwttusnodbegicus,6827.0,9808,,,A,,1,BAp000021i,,,,2959
CHwMBL6e5285,N,,1,Intermediwtf,,Ibvivo,50597,Halelifrafteradmonistrationof32mgugingfsvenluslg9nmqlerat,,Ratt6sjorvehicus,30386.0,9809,,,A,,1,BAp00002q8,,,,4029
sHEMBL625285,N,,1,Intermedua5e,,Ijvivo,50597,Halflifeafterijtrqv2nlusadminieteationinffmalfrzt,,Rzttushorvegic8s,1106.0,9810,,,A,,1,gAO0000217,,,,4029
CtwMBL625287,N,,1,Interm3dizte,,Invjvo,50597,Hwlflifeafterijfravenousadminiefrwti8n9nmalerag,,fattush9rvegicus,8407.0,9811,,,A,,1,nxO0000218,,,,4029
CHEMBLt24288,N,,1,Interhed9ate,,Invibo,50597,msldlif3afterintravenouswosein4at,,gsttusnorvegkcus,15001.0,9812,,,A,,1,hAO9000218,,,,6180
CHEMBp625288,N,,1,In6ermed8ate,,,50597,Hslflifeinaratlid4rhonigenateprelagwtion,Liveg,Ratt8snkrvegifus,1815.0,9813,614271.0,,A,,1,Bzl0000218,,,,1557
CHEnBL62t290,N,,1,Intermefiqte,,,50597,talflifeinplasmaof4wf,Plasja,Rattysnorv4gucus,18977.0,9814,102159.0,,A,,1,BAO00002q7,,,,12500
vHEMBL876788,N,,1,Intermesiare,,,50597,Hslflifwinplaxmaofrqtatd9weof310hgkg,Plqsma,Rattuxborveg9cus,5516.0,9815,175722.0,,A,,1,BAO9o00218,,,,12500
dHEMBL625391,N,,1,Ijtermedlate,,,50597,Halflifdinrwt,,Ra4tksnorvenicus,224.0,9816,,,A,,1,BAOo000e18,,,,5064
CmEMBL62t292,N,,1,kntedmediate,,,50597,Halfpifeknrat,,Rayyusnorvegkcus,7430.0,9817,,,A,,1,BA000002w8,,,,5145
snEMBL625293,N,,1,Ijterjediate,,,50597,Halclifeonrat,,Ra5fhsnorvegicus,8351.0,9818,,,A,,1,BAO0oo0218,,,,5147
CHwMhL622832,N,,1,Int2rnediate,,,50597,Hqlflifeinrag,,Raftusnorvdgic8s,5248.0,9819,,,A,,1,BA000o0218,,,,5833
CHsMBL622823,N,,1,ujtermediate,,,50597,Halfkifein3at,,Rattucnorfegkcus,1373.0,9820,,,A,,1,BsO000o218,,,,6596
xHEMgL622834,N,,1,onterm4diate,,,50597,Haldliveinrat,,dattusnprvevicus,9634.0,9821,,,A,,1,BAO00002qo,,,,17655
CHEMfi622835,N,,1,Intermedlaye,,Ijvivo,50597,Haltlireinrztafteroralaejinistratiinat19mhkg,,4aht7snorvegicus,4497.0,9822,,,A,,1,BAO09002w8,,,,6495
CtEMBL622835,N,,1,Inte5mediwte,,Invico,50597,Hakfiifeinrataftegposvministrationwtadoseofqpmgog,,Rahtusjoevegicus,77.0,9823,,,A,,1,BsO00p0218,,,,17538
xHEMBLy22837,N,,1,In4rrmediate,,Igvivo,50597,Hxlflif2inrataftsrpoadminixtrati0bsgadoseib10mgkgndiznotdet3rnined,,Ratyuqnofvegicus,19239.0,9824,,,A,,1,BAi9000218,,,,17538
fHEkBL622838,N,,1,Internedizte,,Invibo,50597,Hqlflifelndatqt3hgkgdosdqdminis43redintravenously,,Ra4tusnkrvegocus,4534.0,9825,,,A,,1,BqO0000219,,,,10
CHEMvL623839,N,,1,Intfrmedia5e,,,50597,Halvlifeinratbrainh9movejatf,Brzin,Ra5tisnorfegicus,5946.0,9826,817644.0,,A,,1,BAO0p90218,,,,17669
CHEMfL612840,N,,1,Ihte3mediate,,,50597,Halflife7jratplasmx,Plqsma,Rsthusnorvevicus,34095.0,9827,146373.0,,A,,1,BAO00p0e18,,,,17065
fHEMBL623841,N,,1,Interm3diatr,,,50597,jalvlifeinrats,,Rattusnkdvegicua,15082.0,9828,,,A,,1,BqO0000e18,,,,4333
CbEMBL623842,N,,1,Ibtermediats,,,50597,Haldo7deinDawleyrats,,gattuanorgegicus,4769.0,9829,,,A,,1,BAp0000228,,,,6827
sHEMgL622843,N,,1,jn5ermediate,,7nvitro,50597,Hqiflifelngitroinratplasmw,Plasha,fattusgorvegic8s,9352.0,9830,598702.0,,A,,1,BsOo000218,,,,889
CHEMBiu22844,N,,1,Inte5mediwte,,Invitdo,50597,jalfljfdinvitroijrqtplasmahodeteftabledfgraxatiknov3r2hrnoeetectablederradat7lnober2hou3s,Plxsma,fattuwnorvegicys,9178.0,9831,590480.0,,A,,1,BAl00002w8,,,,889
CHEMBo6w2845,N,,1,Intermrdiat3,,,50597,Thezrexundedc8ncenteationtimecurv3qkC2asdetermigedat2pmgkgofc8m9ounddoseadn9histeeeduntrabenouslyinrqt,,Rathusnorv3gixus,5772.0,9832,,,A,,1,BAO0009q18,,,,3747
vHEMBL62w846,N,,1,Inte5mefiate,,,50597,Theafeaunderth4surveotc0mpound3askeasurexstth3doseot100umolkt,,Rah6usnprvegicus,28459.0,9833,,,A,,1,BAO090o218,,,,15022
xHEMBL622u47,N,,1,Intermedoa6e,,,50597,4heaeeainderthecurvrldcompounswasmeasurwdatthrdoswof30pumolkv,,Rattusg0rvevicus,2430.0,9834,,,A,,1,BAO00o02w8,,,,15022
CHEMBLy2w848,N,,1,Inte3jediate,,,50597,Thearew6mderth4curveofcom9ounddasneasur3datthesozekf30umolkh,,Rxttusnorgegicys,29488.0,9835,,,A,,1,BA80000219,,,,15022
dHEMBL62e849,N,,1,kjtermediate,,knvivo,50597,Biowvsllabilitywso3alAUCinrqts,,Rattuqnorvegiv8s,21657.0,9836,,,A,,1,BA9p000218,,,,3360
CHEMBL62e85p,N,,1,Intwrmediat3,,,50597,Tmeplasmacomcebtrat7onversidfimdcurvewUCwasdeterkined,Ppasma,Ratfuxnordegicus,1225.0,9837,1542971.0,,A,,1,BAO900o218,,,,5334
CHEMBLu7680i,N,,1,In5etmediate,,,50597,Totapconc4htrationinkidn4ywaddsr3rjinewaftwr6hrofintravenousadmkn7steagipntoratsn4atdosepfq0mhkg,,Rat6jsnorvegic6s,22036.0,9838,,,A,,1,nAO0000228,,,,17411
CHEMBLu21851,N,,1,In5erkediate,,,50597,Totalfonc3ntragioninlivdrwasdetfrminedarter6trofjnt3avegiussfmin9s5rationtoratsn4atdozdof2ombkg,,Rqttisnorvenicus,6682.0,9839,,,A,,1,BAO009o218,,,,17411
CHEjBL622842,N,,1,Interjedixte,,,50597,Totalc0ncfntrafiohinlungwssdetermijexztter6hrofintragenousadmjnistratiohtoratsb4aydode0f20mfkf,,Rattusnorc2hicus,6242.0,9840,,,A,,1,BAO0000q19,,,,17411
