assays_ss_ctgr,assays_rltnshp_tp,assays_td,assays_cll_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_tp,assays_tss_d,assays_chmbl_d,assays_cnfdnc_scr,assays_vrnt_d,assays_b_frmt,assays_dc_d,assays_dscrptn,assays_src_d,assays_src_ss_d,assays_ss_tss,assays_ss_rgnsm,assays_crtd_b,assays_ss_cll_tp,assays_ss_strn,assays_ss_d,assays_ss_tx_d
,U,22224,,,,A,,CHEMBL628326,0,,BAO_0000019,7040,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,1,,,,Autocuration,,,12150,
,N,50588,,,,A,1236.0,CHEMBL628327,1,,BAO_0000218,9614,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",1,,Adrenal medulla,Canis lupus familiaris,Intermediate,,,12151,9615.0
,N,50588,,,,A,1236.0,CHEMBL628328,1,,BAO_0000218,9614,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",1,,Adrenal medulla,Canis lupus familiaris,Intermediate,,,12152,9615.0
,N,50588,,,,A,178.0,CHEMBL628329,1,,BAO_0000218,9614,"Concentration of compound in blood of dog 1, after administering intravenously",1,,Blood,Canis lupus familiaris,Intermediate,,,12153,9615.0
,N,50597,,,,A,2107.0,CHEMBL628330,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",1,,Liver,Rattus norvegicus,Intermediate,,,12154,10116.0
,N,50597,,,,A,2107.0,CHEMBL628331,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",1,,Liver,Rattus norvegicus,Intermediate,,,12155,10116.0
,N,50597,,,,A,2107.0,CHEMBL628332,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",1,,Liver,Rattus norvegicus,Intermediate,,,12156,10116.0
,N,50597,,,,A,2107.0,CHEMBL628333,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",1,,Liver,Rattus norvegicus,Intermediate,,,12157,10116.0
,N,50597,,,,A,2107.0,CHEMBL628334,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",1,,Liver,Rattus norvegicus,Intermediate,,,12158,10116.0
,N,50597,,,,A,2107.0,CHEMBL628335,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",1,,Liver,Rattus norvegicus,Intermediate,,,12159,10116.0
,N,50597,,,,A,2107.0,CHEMBL628336,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",1,,Liver,Rattus norvegicus,Intermediate,,,12160,10116.0
,N,50597,,,,A,2107.0,CHEMBL628337,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",1,,Liver,Rattus norvegicus,Intermediate,,,12161,10116.0
,N,50597,,,,A,2107.0,CHEMBL628338,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",1,,Liver,Rattus norvegicus,Intermediate,,,12162,10116.0
,N,50597,,,,A,2107.0,CHEMBL875610,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",1,,Liver,Rattus norvegicus,Intermediate,,,12163,10116.0
,N,50597,,,,A,2107.0,CHEMBL628339,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",1,,Liver,Rattus norvegicus,Intermediate,,,12164,10116.0
,N,50597,,,,A,2107.0,CHEMBL628340,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",1,,Liver,Rattus norvegicus,Intermediate,,,12165,10116.0
,N,50597,,,,A,2107.0,CHEMBL628341,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",1,,Liver,Rattus norvegicus,Intermediate,,,12166,10116.0
,N,50597,,,,A,2107.0,CHEMBL622214,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",1,,Liver,Rattus norvegicus,Intermediate,,,12167,10116.0
,N,50597,,,,A,2107.0,CHEMBL623167,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",1,,Liver,Rattus norvegicus,Intermediate,,,12168,10116.0
,N,50597,,,,A,2107.0,CHEMBL623168,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",1,,Liver,Rattus norvegicus,Intermediate,,,12169,10116.0
,N,50597,,,,A,2107.0,CHEMBL623169,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",1,,Liver,Rattus norvegicus,Intermediate,,,12170,10116.0
,N,50597,,,,A,2107.0,CHEMBL623170,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",1,,Liver,Rattus norvegicus,Intermediate,,,12171,10116.0
,N,50597,,,,A,2048.0,CHEMBL627224,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",1,,Lung,Rattus norvegicus,Intermediate,,,12172,10116.0
,N,50597,,,,A,2048.0,CHEMBL875634,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",1,,Lung,Rattus norvegicus,Intermediate,,,12173,10116.0
,N,50597,,,,A,2048.0,CHEMBL627225,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",1,,Lung,Rattus norvegicus,Intermediate,,,12174,10116.0
,N,50597,,,,A,2048.0,CHEMBL627226,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",1,,Lung,Rattus norvegicus,Intermediate,,,12175,10116.0
,N,50597,,,,A,2048.0,CHEMBL626083,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",1,,Lung,Rattus norvegicus,Intermediate,,,12176,10116.0
,N,50597,,,,A,2048.0,CHEMBL626084,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",1,,Lung,Rattus norvegicus,Intermediate,,,12177,10116.0
,N,50597,,,,A,2048.0,CHEMBL626085,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",1,,Lung,Rattus norvegicus,Intermediate,,,12178,10116.0
,N,50597,,,,A,2048.0,CHEMBL626086,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",1,,Lung,Rattus norvegicus,Intermediate,,,12179,10116.0
,N,50597,,,,A,2048.0,CHEMBL626087,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",1,,Lung,Rattus norvegicus,Intermediate,,,12180,10116.0
,N,50597,,,,A,2048.0,CHEMBL626088,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",1,,Lung,Rattus norvegicus,Intermediate,,,12181,10116.0
,N,50597,,,,A,2048.0,CHEMBL626089,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",1,,Lung,Rattus norvegicus,Intermediate,,,12182,10116.0
,N,50597,,,,A,2048.0,CHEMBL626090,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",1,,Lung,Rattus norvegicus,Intermediate,,,12183,10116.0
,N,50597,,,,A,2048.0,CHEMBL626091,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",1,,Lung,Rattus norvegicus,Intermediate,,,12184,10116.0
,N,50597,,,,A,2048.0,CHEMBL626092,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",1,,Lung,Rattus norvegicus,Intermediate,,,12185,10116.0
,N,50597,,,,A,2048.0,CHEMBL626093,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",1,,Lung,Rattus norvegicus,Intermediate,,,12186,10116.0
,N,50597,,,,A,2048.0,CHEMBL626094,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",1,,Lung,Rattus norvegicus,Intermediate,,,12187,10116.0
,N,50597,,,,A,2048.0,CHEMBL626095,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",1,,Lung,Rattus norvegicus,Intermediate,,,12188,10116.0
,N,50597,,,,A,2048.0,CHEMBL626096,1,,BAO_0000218,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",1,,Lung,Rattus norvegicus,Intermediate,,,12189,10116.0
,U,22224,,,,A,,CHEMBL626097,0,,BAO_0000218,15604,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,1,,,Simiiformes,Autocuration,,,12190,314293.0
,N,50597,,,,A,,CHEMBL626098,1,,BAO_0000218,15604,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,1,,,Rattus norvegicus,Intermediate,,,12191,10116.0
,U,22224,,,,A,1969.0,CHEMBL626099,0,,BAO_0000218,1806,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,1,,Plasma,,Autocuration,,,12192,
,U,22224,,,,A,1969.0,CHEMBL626100,0,,BAO_0000218,1806,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,1,,Plasma,,Autocuration,,,12193,
,N,50588,,,,A,1969.0,CHEMBL626101,1,,BAO_0000218,17237,AUC 0-inf in dog,1,,Plasma,Canis lupus familiaris,Intermediate,,,12194,9615.0
,N,50512,,,,A,1969.0,CHEMBL626102,1,,BAO_0000218,17237,AUC 0-inf in guinea pig,1,,Plasma,Cavia porcellus,Intermediate,,,12195,10141.0
,N,50588,,,,A,1969.0,CHEMBL626103,1,,BAO_0000218,17237,AUC 0-t in dog,1,,Plasma,Canis lupus familiaris,Intermediate,,,12196,9615.0
,N,50512,,,,A,1969.0,CHEMBL628391,1,,BAO_0000218,17237,AUC 0-t in guinea pig,1,,Plasma,Cavia porcellus,Intermediate,,,12197,10141.0
,N,50597,,,,A,,CHEMBL628392,1,,BAO_0000218,15194,The compound was tested for brain to plasma partition in rat,1,,,Rattus norvegicus,Intermediate,,,12198,10116.0
,N,50597,,,,A,,CHEMBL628393,1,,BAO_0000218,15194,The compound was tested for brain to plasma partition in rat.,1,,,Rattus norvegicus,Intermediate,,,12199,10116.0
,U,22224,,,,A,178.0,CHEMBL628394,0,,BAO_0000019,8787,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,1,,Blood,,Autocuration,,,12200,
,N,50588,,,,A,,CHEMBL628395,1,,BAO_0000218,17025,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,1,,,Canis lupus familiaris,Intermediate,,,12201,9615.0
,U,22224,,,,A,,CHEMBL628396,0,,BAO_0000218,17025,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,1,,,Simiiformes,Autocuration,,,12202,314293.0
,N,50592,,,,A,,CHEMBL628397,1,,BAO_0000218,17025,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,1,,,Oryctolagus cuniculus,Intermediate,,,12203,9986.0
,N,50597,,,,A,,CHEMBL628398,1,,BAO_0000218,17025,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,1,,,Rattus norvegicus,Intermediate,,,12204,10116.0
,N,50797,,,,A,,CHEMBL628399,1,,BAO_0000218,4236,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,1,,,Macaca mulatta,Intermediate,,,12205,9544.0
,N,50588,,,,A,,CHEMBL628400,1,,BAO_0000218,15343,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,1,,,Canis lupus familiaris,Intermediate,,,12206,9615.0
,N,50597,,,,A,,CHEMBL874907,1,,BAO_0000218,15343,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,1,,,Rattus norvegicus,Intermediate,,,12207,10116.0
,U,22224,,,,A,,CHEMBL628401,0,,BAO_0000019,17720,Area under curve of the compound was determined,1,,,,Autocuration,,,12208,
,U,22224,,,,A,1969.0,CHEMBL628402,0,,BAO_0000218,17788,AUC in monkeys at a dose of 1 mg/kg,1,,Plasma,Simiiformes,Autocuration,,,12209,314293.0
,N,50597,,,,A,1969.0,CHEMBL628403,1,,BAO_0000218,17788,AUC in rats at a dose of 1 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,12210,10116.0
,U,22224,,,,A,,CHEMBL628404,0,,BAO_0000019,8778,Compound was evaluated for the overall absorbance loss at pH of 2,1,,,,Autocuration,,,12211,
,U,22224,,,,A,,CHEMBL628405,0,,BAO_0000019,8778,Compound was evaluated for the overall absorbance loss at pH of 4,1,,,,Autocuration,,,12212,
,U,22224,,,,A,,CHEMBL628406,0,,BAO_0000019,8778,Compound was evaluated for the overall absorbance loss at pH of 7,1,,,,Autocuration,,,12213,
,N,50597,,,,A,,CHEMBL628407,1,,BAO_0000218,2249,Compound was evaluated for its absorption in the rats,1,,,Rattus norvegicus,Intermediate,,,12214,10116.0
,N,50597,,,,A,1088.0,CHEMBL628408,1,,BAO_0000218,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,1,,Urine,Rattus norvegicus,Intermediate,,,12215,10116.0
,N,50597,,,,A,1088.0,CHEMBL629171,1,,BAO_0000218,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,1,,Urine,Rattus norvegicus,Intermediate,,,12216,10116.0
,N,50597,,,,A,1088.0,CHEMBL629172,1,,BAO_0000218,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,1,,Urine,Rattus norvegicus,Intermediate,,,12217,10116.0
,N,50597,,,,A,1088.0,CHEMBL629173,1,,BAO_0000218,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,1,,Urine,Rattus norvegicus,Intermediate,,,12218,10116.0
,N,50597,,,,A,,CHEMBL629174,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum,1,,,Rattus norvegicus,Intermediate,,,12219,10116.0
,N,50597,,,,A,,CHEMBL629175,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 10-17,1,,,Rattus norvegicus,Intermediate,,,12220,10116.0
,N,50597,,,,A,,CHEMBL629176,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 10-18,1,,,Rattus norvegicus,Intermediate,,,12221,10116.0
,N,50597,,,,A,,CHEMBL629177,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 10-19,1,,,Rattus norvegicus,Intermediate,,,12222,10116.0
,N,50597,,,,A,,CHEMBL629178,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 12-15,1,,,Rattus norvegicus,Intermediate,,,12223,10116.0
,N,50597,,,,A,,CHEMBL631869,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 13-19,1,,,Rattus norvegicus,Intermediate,,,12224,10116.0
,N,50597,,,,A,,CHEMBL631870,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 14-17,1,,,Rattus norvegicus,Intermediate,,,12225,10116.0
,N,50597,,,,A,,CHEMBL631871,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 15-18,1,,,Rattus norvegicus,Intermediate,,,12226,10116.0
,N,50597,,,,A,,CHEMBL631872,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 2-5,1,,,Rattus norvegicus,Intermediate,,,12227,10116.0
,U,22224,,,,A,2116.0,CHEMBL875775,0,,BAO_0000221,15286,In vitro percent permeability into rat ileum; Range is 23-42,1,,Ileum,,Autocuration,,,12228,
,N,50597,,,,A,,CHEMBL631873,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 28-36,1,,,Rattus norvegicus,Intermediate,,,12229,10116.0
,N,50597,,,,A,,CHEMBL631874,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 29-35,1,,,Rattus norvegicus,Intermediate,,,12230,10116.0
,N,50597,,,,A,,CHEMBL631875,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 46-66,1,,,Rattus norvegicus,Intermediate,,,12231,10116.0
,N,50597,,,,A,,CHEMBL631876,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 50-68,1,,,Rattus norvegicus,Intermediate,,,12232,10116.0
,N,50597,,,,A,,CHEMBL631877,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; Range is 78-81,1,,,Rattus norvegicus,Intermediate,,,12233,10116.0
,N,50597,,,,A,,CHEMBL631878,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,1,,,Rattus norvegicus,Intermediate,,,12234,10116.0
,N,50597,,,,A,,CHEMBL631879,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; nd indicates not detected,1,,,Rattus norvegicus,Intermediate,,,12235,10116.0
,N,50597,,,,A,,CHEMBL631880,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; nt indicates not detected,1,,,Rattus norvegicus,Intermediate,,,12236,10116.0
,N,50597,,,,A,,CHEMBL631881,1,,BAO_0000218,15286,In vitro percent permeability into rat ileum; nt indicates not tested,1,,,Rattus norvegicus,Intermediate,,,12237,10116.0
,N,50597,,,,A,,CHEMBL631882,1,,BAO_0000218,13770,Compound was tested for oral absorption in bile-duct cannulated rats,1,,,Rattus norvegicus,Intermediate,,,12238,10116.0
,N,50597,,,,A,,CHEMBL630749,1,,BAO_0000218,13770,Compound was tested for oral absorption in bile-duct cannulated rats.,1,,,Rattus norvegicus,Intermediate,,,12239,10116.0
,N,50587,,,,A,,CHEMBL630750,1,,BAO_0000218,5202,Oral absorption using Caco-2 cell monolayers.,1,,,Homo sapiens,Intermediate,,,12240,9606.0
,N,50587,,,,A,,CHEMBL630253,1,,BAO_0000218,14920,Percent of the drug absorbed after administration to humans was determined,1,,,Homo sapiens,Intermediate,,,12241,9606.0
,N,50597,,,,A,1969.0,CHEMBL630254,1,,BAO_0000218,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,1,,Plasma,Rattus norvegicus,Intermediate,,,12242,10116.0
,N,50597,,,,A,1969.0,CHEMBL630255,1,,BAO_0000218,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,1,,Plasma,Rattus norvegicus,Intermediate,,,12243,10116.0
,N,50597,,,,A,1969.0,CHEMBL630256,1,,BAO_0000218,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,1,,Plasma,Rattus norvegicus,Intermediate,,,12244,10116.0
,N,50597,,,In vivo,A,2107.0,CHEMBL875781,1,,BAO_0000218,13751,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,,Liver,Rattus norvegicus,Intermediate,,,12245,10116.0
,N,50597,,,In vivo,A,2107.0,CHEMBL630257,1,,BAO_0000218,13751,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",1,,Liver,Rattus norvegicus,Intermediate,,,12246,10116.0
,N,50597,,,In vivo,A,2107.0,CHEMBL630258,1,,BAO_0000218,13751,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",1,,Liver,Rattus norvegicus,Intermediate,,,12247,10116.0
,N,50597,,,,A,,CHEMBL630259,1,,BAO_0000218,15807,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",1,,,Rattus norvegicus,Intermediate,,,12248,10116.0
,N,50597,,,,A,2435.0,CHEMBL630260,1,,BAO_0000218,15807,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",1,,Striatum,Rattus norvegicus,Intermediate,,,12249,10116.0
,N,50597,,,,A,2435.0,CHEMBL630261,1,,BAO_0000218,15807,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",1,,Striatum,Rattus norvegicus,Intermediate,,,12250,10116.0
,N,50597,,,,A,,CHEMBL630262,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,1,,,Rattus norvegicus,Intermediate,,,12251,10116.0
,N,50597,,,,A,,CHEMBL630263,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,1,,,Rattus norvegicus,Intermediate,,,12252,10116.0
,N,50597,,,,A,,CHEMBL630264,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,1,,,Rattus norvegicus,Intermediate,,,12253,10116.0
,N,50597,,,,A,,CHEMBL630265,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,1,,,Rattus norvegicus,Intermediate,,,12254,10116.0
,N,50597,,,,A,,CHEMBL630266,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,1,,,Rattus norvegicus,Intermediate,,,12255,10116.0
,N,50597,,,,A,2113.0,CHEMBL630267,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,1,,Kidney,Rattus norvegicus,Intermediate,,,12256,10116.0
,N,50597,,,,A,2113.0,CHEMBL630268,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,1,,Kidney,Rattus norvegicus,Intermediate,,,12257,10116.0
,N,50597,,,,A,,CHEMBL630269,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,1,,,Rattus norvegicus,Intermediate,,,12258,10116.0
,N,50597,,,,A,,CHEMBL630270,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,1,,,Rattus norvegicus,Intermediate,,,12259,10116.0
,N,50597,,,,A,2048.0,CHEMBL630141,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,1,,Lung,Rattus norvegicus,Intermediate,,,12260,10116.0
,N,50597,,,,A,2048.0,CHEMBL630142,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,1,,Lung,Rattus norvegicus,Intermediate,,,12261,10116.0
,N,50597,,,,A,2385.0,CHEMBL630143,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,12262,10116.0
,N,50597,,,,A,2385.0,CHEMBL630144,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,1,,Muscle tissue,Rattus norvegicus,Intermediate,,,12263,10116.0
,N,50597,,,,A,2367.0,CHEMBL630145,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 0.5 hours time,1,,Prostate gland,Rattus norvegicus,Intermediate,,,12264,10116.0
,N,50597,,,,A,2367.0,CHEMBL630146,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 4 hours time,1,,Prostate gland,Rattus norvegicus,Intermediate,,,12265,10116.0
,N,50597,,,,A,,CHEMBL630147,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood,1,,,Rattus norvegicus,Intermediate,,,12266,10116.0
,N,50597,,,,A,,CHEMBL630148,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 1 hours time,1,,,Rattus norvegicus,Intermediate,,,12267,10116.0
,N,50597,,,,A,,CHEMBL630149,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 2 hours time,1,,,Rattus norvegicus,Intermediate,,,12268,10116.0
,N,50597,,,,A,2106.0,CHEMBL630150,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 1 hour time,1,,Spleen,Rattus norvegicus,Intermediate,,,12269,10116.0
,N,50597,,,,A,2106.0,CHEMBL630151,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 2 hours time,1,,Spleen,Rattus norvegicus,Intermediate,,,12270,10116.0
,N,50597,,,,A,2046.0,CHEMBL632031,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 0.5 hours time,1,,Thyroid gland,Rattus norvegicus,Intermediate,,,12271,10116.0
,N,50597,,,,A,2046.0,CHEMBL632032,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 4 hours time,1,,Thyroid gland,Rattus norvegicus,Intermediate,,,12272,10116.0
,N,50597,,,,A,,CHEMBL632033,1,,BAO_0000218,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat fat at 1 hour time,1,,,Rattus norvegicus,Intermediate,,,12273,10116.0
