assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
7564,N,,,,Half life of compound was determined in rat blood,Intermediate,,,,178.0,50597,BAO_0000218,A,,4727,,Rattus norvegicus,10116.0
7565,N,,,,Half life at 1 mg/kg was determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,17651,In vivo,Rattus norvegicus,10116.0
7566,N,,,,Half life at 10 mg/kg was determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,17651,In vivo,Rattus norvegicus,10116.0
7567,N,,,,Half life in rats,Intermediate,,,,,50597,BAO_0000218,A,,401,,Rattus norvegicus,10116.0
7568,N,,,,Half life in rats in hours,Intermediate,,,,,50597,BAO_0000218,A,,4942,,Rattus norvegicus,10116.0
7569,N,,,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,Intermediate,,,,,50597,BAO_0000218,A,,17735,In vivo,Rattus norvegicus,10116.0
7570,N,,,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,6056,In vivo,Rattus norvegicus,10116.0
7571,N,,,,Half life was determined,Intermediate,,,,,50597,BAO_0000218,A,,5213,,Rattus norvegicus,10116.0
7572,N,,,,Half life after i.v. administration,Intermediate,,,,,50597,BAO_0000218,A,,6616,In vivo,Rattus norvegicus,10116.0
7573,N,,,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5937,In vivo,Rattus norvegicus,10116.0
7574,N,,,,Half life in rat plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5819,,Rattus norvegicus,10116.0
7575,N,,,,Half life in rat plasma; Not detected,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5819,,Rattus norvegicus,10116.0
7576,N,,,,Half life in rats,Intermediate,,,,,50597,BAO_0000218,A,,6803,,Rattus norvegicus,10116.0
7577,N,,,,Half life period of compound was determined after peroral administration,Intermediate,,,,,50597,BAO_0000218,A,,17804,In vivo,Rattus norvegicus,10116.0
7578,N,,,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,Intermediate,,,,,50597,BAO_0000218,A,,17804,In vivo,Rattus norvegicus,10116.0
7579,N,,,,Half life period in rat,Intermediate,,,,,50597,BAO_0000218,A,,5948,,Rattus norvegicus,10116.0
7580,N,,,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,Intermediate,,,,,50597,BAO_0000218,A,,1916,In vivo,Rattus norvegicus,10116.0
7581,N,,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,Intermediate,,,,,50597,BAO_0000218,A,,1916,In vivo,Rattus norvegicus,10116.0
7582,N,,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,Intermediate,,,,,50597,BAO_0000218,A,,1916,In vivo,Rattus norvegicus,10116.0
7583,N,,,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Intermediate,,,,,50597,BAO_0000218,A,,4890,In vivo,Rattus norvegicus,10116.0
7584,N,,,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,Intermediate,,,,,50597,BAO_0000218,A,,17764,In vivo,Rattus norvegicus,10116.0
7585,N,,,,Half life time in rat the dose of 2 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4727,In vivo,Rattus norvegicus,10116.0
7586,N,,,,Half-life 24 hr after 10 mg/kg iv administration in rats,Intermediate,,,,,50597,BAO_0000218,A,,17509,In vivo,Rattus norvegicus,10116.0
7587,N,,,,Half-life 24 hr after 2 mg/kg iv administration in rats,Intermediate,,,,,50597,BAO_0000218,A,,17509,In vivo,Rattus norvegicus,10116.0
7588,N,,,,Half-life consistent with the observed metabolic steady state in rats,Intermediate,,,,,50597,BAO_0000218,A,,6597,,Rattus norvegicus,10116.0
7589,N,,,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,Intermediate,,,,,50597,BAO_0000218,A,,17735,In vivo,Rattus norvegicus,10116.0
7590,N,,,,Half-life for oxidative metabolic stability was determined using male human,Intermediate,,,,,50597,BAO_0000218,A,,6597,,Rattus norvegicus,10116.0
7591,N,,,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",Intermediate,,,,,50597,BAO_0000218,A,,17670,In vivo,Rattus norvegicus,10116.0
7592,N,,,,Half-life in rat plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,1696,,Rattus norvegicus,10116.0
7593,N,,,,Half-life in rat plasma was determined,Intermediate,,,,1969.0,50597,BAO_0000218,A,,1742,,Rattus norvegicus,10116.0
7594,N,,,,Half-life in rats was determined,Intermediate,,,,,50597,BAO_0000218,A,,17800,,Rattus norvegicus,10116.0
7595,U,,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,Autocuration,,,,,22224,BAO_0000218,A,,12923,,,
7596,U,,,,Area under curve after oral dose of 0.1 mg//kg,Autocuration,,,,,22224,BAO_0000019,A,,11954,,,
7597,U,,,,Area under curve after oral dose of 0.3 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7598,U,,,,Area under curve after oral dose of 1 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7599,U,,,,Area under curve after oral dose of 10 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7600,U,,,,Area under curve after oral dose of 23.4 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7601,U,,,,Area under curve after oral dose of 3 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7602,U,,,,Area under curve after oral dose of 3.87 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,11954,,,
7603,U,,,,Area under curve was determined,Autocuration,,,,,22224,BAO_0000019,A,,5237,,,
7604,U,,,,Area under curve at a dose of 10 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,4026,,,
7605,N,,,,Area under curve was determined; ND=No data,Intermediate,,,,,50597,BAO_0000218,A,,5237,,Rattus norvegicus,10116.0
7606,N,,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7607,N,,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7608,N,,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7609,N,,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7610,N,,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7611,N,,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7612,N,,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7613,N,,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,Intermediate,,,,,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7614,N,,,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7615,N,,,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7616,N,,,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7617,N,,,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7618,N,,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7619,N,,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7620,N,,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7621,N,,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14793,,Rattus norvegicus,10116.0
7622,N,,,,AUC in mice,Intermediate,,,,1969.0,50594,BAO_0000218,A,,11637,,Mus musculus,10090.0
7623,U,,,,Area under curve was measured from the graph obtained from concentration Vs time,Autocuration,,,,,22224,BAO_0000019,A,,11149,,,
7624,U,,,,Area under curve value of compound per hour after oral administration,Autocuration,,,,,22224,BAO_0000019,A,,10016,,,
7625,N,,,,Area under curve was determined after oral administration in rats,Intermediate,,,,,50597,BAO_0000218,A,,17796,,Rattus norvegicus,10116.0
7626,N,,,,Area under curve was determined after oral administration in rats; No data,Intermediate,,,,,50597,BAO_0000218,A,,17796,,Rattus norvegicus,10116.0
7627,N,,,,Area under curve was determined after oral administration in rats;No data,Intermediate,,,,,50597,BAO_0000218,A,,17796,,Rattus norvegicus,10116.0
7628,N,,,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,Intermediate,,,,,50588,BAO_0000218,A,,12923,,Canis lupus familiaris,9615.0
7629,N,,,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7630,N,,,,Area under curve was determined for the compound after iv dose of 5.06 in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7631,N,,,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7632,N,,,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7633,N,,,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7634,N,,,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7635,N,,,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,15372,,Rattus norvegicus,10116.0
7636,N,,,,Area under curve was determined in Dogs after peroral administration,Intermediate,,,,,50588,BAO_0000218,A,,14169,,Canis lupus familiaris,9615.0
7637,N,,,,Area under curve was determined in Rats after peroral administration,Intermediate,,,,,50597,BAO_0000218,A,,14169,,Rattus norvegicus,10116.0
7638,N,,,,Area under curve was determined in carotid blood of rat when administered intradermally,Intermediate,,,,,50597,BAO_0000218,A,,14258,,Rattus norvegicus,10116.0
7639,N,,,,Area under curve was determined in portal blood of rat when administered intradermally,Intermediate,,,,,50597,BAO_0000218,A,,14258,,Rattus norvegicus,10116.0
7640,N,,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7641,N,,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7642,N,,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7643,N,,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7644,N,,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7645,N,,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7646,N,,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7647,N,,,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,Intermediate,,,,2106.0,50597,BAO_0000218,A,,11195,In vivo,Rattus norvegicus,10116.0
7648,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,Intermediate,,,,178.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7649,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,Intermediate,,,,955.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7650,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,Intermediate,,,,948.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7651,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7652,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,Intermediate,,,,2048.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7653,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,Intermediate,,,,2385.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7654,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,Intermediate,,,,,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7655,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,Intermediate,,,,2106.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7656,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,,,,2046.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7657,N,,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7658,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,Intermediate,,,,178.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7659,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,Intermediate,,,,955.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7660,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,Intermediate,,,,948.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7661,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7662,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7663,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,Intermediate,,,,2048.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7664,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,Intermediate,,,,2385.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7665,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,Intermediate,,,,,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7666,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,Intermediate,,,,2106.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7667,N,,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,,,,2046.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7668,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,Intermediate,,,,178.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7669,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Intermediate,,,,948.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7670,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Intermediate,,,,2113.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7671,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Intermediate,,,,2107.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7672,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Intermediate,,,,2385.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7673,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Intermediate,,,,2106.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7674,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,,,,2046.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7675,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Intermediate,,,,955.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7676,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Intermediate,,,,2048.0,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7677,N,,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,Intermediate,,,,,50597,BAO_0000218,A,,10130,,Rattus norvegicus,10116.0
7678,N,,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,6295,,Rattus norvegicus,10116.0
7679,N,,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,6296,,Rattus norvegicus,10116.0
7680,N,,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,Intermediate,,,,,50597,BAO_0000218,A,,6296,,Rattus norvegicus,10116.0
7681,N,,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,6295,,Rattus norvegicus,10116.0
7682,N,,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,6296,,Rattus norvegicus,10116.0
7683,N,,,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Intermediate,,,,,50597,BAO_0000218,A,,17260,In vivo,Rattus norvegicus,10116.0
7684,N,,,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Intermediate,,,,,50597,BAO_0000218,A,,17260,In vivo,Rattus norvegicus,10116.0
7685,N,,,,C24h in rat p.o. at 20 mg/kg concentration,Intermediate,,,,,50597,BAO_0000218,A,,17686,,Rattus norvegicus,10116.0
7686,N,,,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,,,,2385.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7687,N,,,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Intermediate,,,,2385.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7688,N,,,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,,,,2385.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7689,N,,,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Intermediate,,,,2106.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7690,N,,,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Intermediate,,,,2106.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7691,N,,,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Intermediate,,,,2106.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7692,N,,,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7693,N,,,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7694,N,,,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7695,N,,,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7696,N,,,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7697,N,,,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7698,N,,,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7699,N,,,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7700,N,,,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7701,N,,,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7702,N,,,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7703,N,,,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7704,N,,,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7705,N,,,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7706,N,,,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7707,N,,,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7708,N,,,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7709,N,,,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7710,N,,,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7711,N,,,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7712,N,,,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7713,N,,,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7714,N,,,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7715,N,,,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7716,N,,,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7717,N,,,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7718,N,,,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Intermediate,,,,178.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7719,N,,,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7720,N,,,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
