assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
3657,,15086,,1,B,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,,,,,
3658,,4342,,1,B,,,,Autocuration,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,,,,,
3659,Homo sapiens,16190,HeLa,1,B,,,,Autocuration,308.0,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,,,9606.0,,
3660,,4820,,1,B,,,,Expert,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,
3661,,4639,,1,B,,,,Autocuration,,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,,,,,
3662,Homo sapiens,17066,,1,F,,,,Expert,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,,9606.0,,
3663,,6011,,1,B,,,,Autocuration,,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,,,,,
3664,,17066,,1,B,,,,Expert,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,
3665,,17515,,1,B,,,,Autocuration,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,,,,,
3666,,5014,,1,B,,,,Autocuration,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,,,,,
3667,,4373,,1,B,,,,Autocuration,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,,,,,
3668,,17066,,1,F,,,,Expert,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,,,,,
3669,,17066,,1,F,,,,Expert,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,,,,
3670,,4373,,1,B,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,,,,,
3671,,4687,,1,B,,,,Autocuration,,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,,,,,
3672,,16946,,1,B,,,,Autocuration,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,,,,,
3673,,16946,,1,B,,,,Autocuration,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,,,,,
3674,,16633,,1,B,,,,Autocuration,,Binding affinities against 5-hydroxytryptamine 6 receptor,,,,,
3675,,16633,,1,B,,,,Autocuration,,Binding affinities towards 5-hydroxytryptamine 6 receptor,,,,,
3676,Homo sapiens,17066,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 6 receptor,,,9606.0,,
3677,,16700,,1,B,,,,Autocuration,,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,,,,,
3678,,3269,,1,B,,,,Autocuration,,Affinity against 5-hydroxytryptamine 6 receptor,,,,,
3679,,5486,,1,B,,,,Autocuration,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],,,,,
3680,Homo sapiens,16146,,1,B,,,,Expert,,Inhibition of human 5-hydroxytryptamine 7 receptor,,,9606.0,,
3681,,5014,HEK293,1,B,,,,Autocuration,722.0,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD,,,,,
3682,,15463,,1,B,,,,Autocuration,,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor,,,,,
3683,,3805,,1,B,,,,Autocuration,,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM),,,,,
3684,,5014,HEK293,1,B,,,,Expert,722.0,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells,,,,,
3685,Homo sapiens,6491,,1,B,,,,Expert,,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor,,,9606.0,,
3686,,16190,CHO,1,B,,,,Autocuration,449.0,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT,,,,,
3687,Homo sapiens,17066,,1,B,,,,Expert,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,9606.0,,
3688,Homo sapiens,17066,,1,B,,,,Expert,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor,,,9606.0,,
3689,Homo sapiens,3555,,1,B,,,,Expert,,Binding affinity against 5-hydroxytryptamine 7 receptor,,,9606.0,,
3690,,6588,CHO,1,B,,,,Expert,449.0,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,,,,,
3691,,15463,,1,B,,,,Autocuration,,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand,,,,,
3692,,6013,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,,,
3693,,16209,,1,B,,,,Autocuration,,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,,,,,
3694,,3935,,1,B,,,,Autocuration,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,,,,,
3695,,15818,,1,B,,,,Autocuration,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,,,,,
3696,,5014,HEK293,1,B,,,,Expert,722.0,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,,,,,
3697,,16441,,1,B,,,,Expert,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,,,,,
3698,,16441,,1,B,,,,Expert,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,,,,,
3699,Homo sapiens,4234,,1,B,,,,Expert,,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,,,9606.0,,
3700,,17085,,1,B,,,,Autocuration,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,,,,,
3701,,17200,,1,B,,,,Autocuration,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,,,,,
3702,,17451,CHO,1,B,,,,Autocuration,449.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,,,,,
3703,,17085,,1,B,,,,Autocuration,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,,,,,
3704,,5104,,1,B,,,,Autocuration,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,,,,,
3705,,5104,,1,B,,,,Autocuration,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,,,,,
3706,Homo sapiens,5033,COS-7,1,B,,,,Expert,643.0,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,,,9606.0,,
3707,,5486,COS-7,1,B,,,,Autocuration,643.0,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,,,,,
3708,Homo sapiens,4540,HEK293,1,B,,,,Expert,722.0,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,,,9606.0,,
3709,,6166,,1,B,,,,Expert,,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,,,,,
3710,,17342,HEK293,1,B,,,,Expert,722.0,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,,,,,
3711,,17342,,1,B,,,,Expert,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,,,,,
3712,,17296,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 7 human receptors,,,,,
3713,,16429,,1,B,,,,Expert,,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,,,,,
3714,,15779,HEK293,1,B,,,,Autocuration,722.0,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,,,,,
3715,,15779,HEK293,1,B,,,,Autocuration,722.0,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,,,,
3716,,15779,HEK293,1,B,,,,Autocuration,722.0,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,,,,
3717,,15779,HEK293,1,B,,,,Autocuration,722.0,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,,,,,
3718,,15779,HEK293,1,B,,,,Autocuration,722.0,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,,,,,
3719,,17451,CHO,1,B,,,,Autocuration,449.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,,,,,
3720,,4199,HEK293,1,B,,,,Autocuration,722.0,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),,,,,
3721,,4199,HEK293,1,B,,,,Expert,722.0,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,,,,,
3722,,4199,HEK293,1,B,,,,Autocuration,722.0,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),,,,,
3723,,3680,HEK293,1,B,,,,Intermediate,722.0,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,,,,,
3724,,3680,,1,B,,,,Intermediate,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,,,,,
3725,,15316,COS-7,1,B,,,,Autocuration,643.0,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,,,,,
3726,,15146,HEK293,1,B,,,,Autocuration,722.0,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,,,,,
3727,,5213,HEK293,1,B,,,,Expert,722.0,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,,,,,
3728,,5213,HEK293,1,B,,,,Autocuration,722.0,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),,,,,
3729,Homo sapiens,14818,HEK293,1,B,,,,Expert,722.0,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,,,9606.0,,
3730,,14818,HEK293,1,B,,,,Autocuration,722.0,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,,,,,
3731,,14818,HEK293,1,B,,,,Autocuration,722.0,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,,,,,
3732,,4829,HEK293,1,B,,,,Autocuration,722.0,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",,,,,
3733,Homo sapiens,17200,,1,B,,,,Autocuration,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,,,9606.0,,
3734,Mus musculus,17066,,1,B,,,,Expert,,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,,10090.0,,
3735,Oryctolagus cuniculus,14025,,1,B,,,,Autocuration,,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,,,9986.0,,
3736,,15250,CHO,1,B,,,,Autocuration,449.0,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,,,,,
3737,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,,,,,
3738,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,,,,,
3739,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,,,,,
3740,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,,,,,
3741,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,,,,,
3742,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,,,,,
3743,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,,,,,
3744,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,,,,,
3745,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,,,,,
3746,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,,,,,
3747,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,,,,,
3748,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,,,,,
3749,,17066,,1,B,,,,Expert,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,,,,,
3750,Rattus norvegicus,17066,,1,B,,,,Expert,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,,,10116.0,,
3751,,17386,,1,B,,,,Expert,,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,,,,,
3752,,14423,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,,,,,
3753,Rattus norvegicus,15874,,1,B,,,,Expert,,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,,,10116.0,,
3754,Rattus norvegicus,15874,,1,B,,,,Expert,,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,,,10116.0,,
3755,Rattus norvegicus,16372,CHO,1,B,,,,Expert,449.0,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,,,10116.0,,
3756,,4622,,1,B,,,,Autocuration,,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,,,,,
3757,,15086,,1,B,,,,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,,,,,
3758,,16372,CHO,1,B,,,,Autocuration,449.0,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",,,,,
3759,,16372,CHO,1,B,,,,Autocuration,449.0,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",,,,,
3760,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,,,,,
3761,,16372,CHO,1,B,,,,Autocuration,449.0,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,,,,,
3762,,17386,,1,F,,Ileum,2116.0,Autocuration,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,,,
3763,,17386,,1,F,,Ileum,2116.0,Autocuration,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,,,,,
3764,,17386,,1,F,,Ileum,2116.0,Autocuration,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,,,,,
3765,Rattus norvegicus,5831,,1,B,,,,Expert,,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,,,10116.0,,Membranes
3766,,4342,,1,B,,,,Autocuration,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,,,,,
3767,,17319,,1,B,,,,Expert,,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,,,,,
3768,,17342,,1,B,,Hypothalamus,1898.0,Expert,,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,,,,,
3769,,17342,,1,B,,,,Autocuration,,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,,,,,
3770,,3680,,1,B,,Hypothalamus,1898.0,Expert,,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,,,,,
3771,,3680,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,,,
3772,Rattus norvegicus,17319,HEK293,1,F,,,,Expert,722.0,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,,,10116.0,,
3773,Rattus norvegicus,17319,HEK293,1,F,,,,Expert,722.0,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,,,10116.0,,
3774,Rattus norvegicus,17319,HEK293,1,F,,,,Autocuration,722.0,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,,,10116.0,,
3775,,4820,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,,,
3776,,4639,,1,B,,,,Autocuration,,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,,,,,
3777,,6011,,1,B,,,,Autocuration,,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,,,,,
3778,Homo sapiens,17066,,1,B,,,,Expert,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,9606.0,,
3779,,17066,,1,B,,,,Expert,,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,,,,,
3780,,17515,,1,B,,,,Autocuration,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,,,,,
3781,,4373,,1,B,,,,Autocuration,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,
3782,,17066,,1,F,,,,Expert,,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,,,,,
3783,,4373,,1,B,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,,,,,
3784,,4373,,1,B,,,,Autocuration,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,
3785,,4687,,1,B,,,,Autocuration,,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,,,,,
3786,,17342,,1,B,,,,Expert,,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,,,,,
3787,,16946,,1,B,,,,Autocuration,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,,,,,
3788,,16946,,1,B,,,,Autocuration,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,,,,,
3789,,16633,,1,B,,,,Autocuration,,Binding affinities against 5-hydroxytryptamine 7 receptor,,,,,
3790,,16633,,1,B,,,,Autocuration,,Binding affinities towards 5-hydroxytryptamine 7 receptor,,,,,
3791,,17066,,1,B,,,,Expert,,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,,,,,
3792,,16700,,1,B,,,,Autocuration,,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,,,,,
3793,,17386,,1,B,,Ileum,2116.0,Autocuration,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,,,
3794,,14080,,1,F,,,,Autocuration,,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,,,,,
3795,Homo sapiens,14080,,1,F,,,,Expert,,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,,,9606.0,,
3796,,409,,1,B,,,,Autocuration,,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,,,,,
3797,,409,,1,B,,,,Autocuration,,In vitro inhibition of human recombinant lipoxygenase enzyme,,,,,
3798,,409,,1,B,,,,Autocuration,,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,,,,,
3799,,11090,,1,B,,Blood,178.0,Expert,,Inhibition of 5-lipoxygenase in human whole blood.,,,,,
3800,,11090,,1,B,,Blood,178.0,Expert,,Inhibition of 5-lipoxygenase in human whole blood.,,,,,
3801,,948,,1,B,,,,Autocuration,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,,,,,
3802,,948,,1,B,,,,Autocuration,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),,,,,
3803,,13622,,1,F,,,,Expert,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,,,,,
3804,,13622,,1,F,,Blood,178.0,Autocuration,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,,,,,
3805,,9637,,1,B,,,,Autocuration,,In vitro inhibition of 5-lipoxygenase from human polymorphs,,,,,
3806,,11320,,1,B,,,,Autocuration,,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase),,,,,
3807,,11320,,1,B,,,,Expert,,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-lipoxygenase,,,,,
3808,,6838,,1,B,,,,Autocuration,,In vitro inhibitory activity against 5-lipoxygenase in a human whole blood assay,,,,,
3809,Homo sapiens,17667,,1,B,,Blood,178.0,Expert,,Inhibition of 5-Lipoxygenase (5-LO) of human whole blood (HWB),,,9606.0,,
3810,,12703,,1,B,,,,Autocuration,,In vitro potency against human 5-Lipoxygenase,,,,,
3811,Homo sapiens,14312,,1,F,,,,Expert,,Inhibitory activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay,,,9606.0,,
3812,,14312,,1,F,,Blood,178.0,Autocuration,,Inhibition activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay; No data,,,,,
3813,,5364,,1,F,,,,Autocuration,,Inhibition of 5-lipoxygenase activity of compound evaluated as determined by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,
3814,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,,,,,
3815,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,,,,,
3816,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,,,,,
3817,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,,,,,
3818,,12365,,1,B,,,,Autocuration,,Inhibition of human 5-lipoxygenase in human cells,,,,,
3819,,10603,,1,B,,,,Expert,,Inhibition of human neutrophil 5-lipoxygenase,,,,,
3820,,10501,,1,B,,,,Autocuration,,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,,,,,
3821,,12281,,1,B,,Blood,178.0,Expert,,Inhibition of 5-lipoxygenase from human whole blood,,,,,
3822,,2567,,1,B,,,,Autocuration,,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,
3823,,2567,,1,B,,,,Autocuration,,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,,,,,
3824,,10193,,1,B,,,,Expert,,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,,,,,
3825,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,
3826,,13623,,1,B,,,,Expert,,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,,,,,
3827,,12780,,1,B,,,,Autocuration,,Tested against 5-lipoxygenase,,,,,
3828,,12780,,1,B,,,,Autocuration,,Tested for activity against 5-Lipoxygenase (5-LO),,,,,
3829,,12780,,1,B,,,,Autocuration,,Tested for activity against 5-lipoxygenase,,,,,
3830,,11966,,1,B,,,,Autocuration,,Tested for inhibition of 5-HPETE production by human 5-LO,,,,,
3831,,5364,,1,F,,,,Autocuration,,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,
3832,,13165,,1,B,,,,Expert,,Inhibition of Human 5-lipoxygenase,,,,,
3833,,5364,,1,B,,,,Autocuration,,The compound was evaluated for its inhibitory activity against 5-lipoxygenase using granulocytes-type cells,,,,,
3834,,11311,,1,B,,,,Autocuration,,The compound was tested for inhibitory activity against 5-lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,,,
3835,,11311,,1,B,,,,Autocuration,,The compound was tested for inhibitory activity against LT synthesis in human polymorphonuclear leukocytes[PMNS],,,,,
3836,,14863,,1,B,,,,Autocuration,,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50.,,,,,
3837,,14863,,1,B,,,,Autocuration,,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50; Not tested,,,,,
3838,,11087,,1,B,,Blood,178.0,Autocuration,,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in human whole blood (HWBL),,,,,
3839,,455,,1,B,,,,Autocuration,,The compound was tested in vitro for inhibition against 5-lipoxygenase in intact human neutrophils,,,,,
3840,,13183,,1,B,,,,Autocuration,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,
