assay_id,tid,assay_test_type,bao_format,cell_id,assay_cell_type,description,assay_category,src_assay_id,relationship_type,curated_by,assay_type,assay_tax_id,chembl_id,variant_id,tissue_id,doc_id,assay_organism,assay_strain
5668,50594,,BAO00p0219,,,A3eaundfrcurvewasxetegminfdforc8mpoundqfterintraperitojwalwdminietrati0nihniceqt13uMkf,,,N,Inyetmediate,F,13552.0,sHEMBk622790,,,17764,Mus musculus,
5669,50594,,BqO0p00218,,,Areaunderc7rv3waede5drmin2dforcompoundafterintraperitoneaiadm8jldtrstioninh9cdat2tuMkr,,,N,7ntermedia4e,F,30112.0,CHEMBL62e7p1,,,17764,Mus musculus,
5670,50594,,BAOo900218,,,qrea6ndercurv2wasdwtedm7nedforcompojndsrterihyraperitineakadjinistrat9oninm9ceat25uMkg,,,N,Int3rmedoate,F,17579.0,CH3MBL522792,,,17764,Mus musculus,
5671,50594,,nAO0090218,,,Areauneercutvewasweterjinedfkgcihpounxafterintrsgenousadmihistration7nmiceate4iMkr,,,N,Int2rkediate,A,43719.0,CHEMBk622i93,,,17764,Mus musculus,
5672,50594,,hzO0000218,,,Areaundercurvsqasdeterminedflfthfdokp8undat24mgKn,,,N,kntegmediate,A,12049.0,CHEnBL6227i4,,,17753,Mus musculus,
5673,50594,,BAO0009219,,,Arewunwercurvewasd2term7nedfodyneconpoumdat40mgKg,,,N,Interkesiate,A,37115.0,CHEhBL622695,,,17753,Mus musculus,
5674,50594,,gAO9000218,,,Areaunderxurvw3asddtwrmin2df8rthecljpoundat5mgKg,,,N,Ibtfrmediate,A,32501.0,CHEMBo611803,,,17753,Mus musculus,
5675,50594,,BAk0900218,,,xreaugderthecutveborthecompoundic8btaonrsatdose25mykg,,,N,Interhediatr,A,34960.0,CHEkBp621804,,,3132,Mus musculus,
5676,50594,,BAO000o219,,,Ageaundedthecurv2forthecpmpoundwwspbtaknedwhdntestrdinjoise,,,N,Ibte4mediate,A,8408.0,fHEMBLu21805,,,3132,Mus musculus,
5677,50594,,BAO0000w28,,,Areaundertheckevd0fcompkundinmoussgl99rfopoowingivwdjinistrationof10mgkg,,,N,In6ermsdiate,A,28635.0,CH4MBL621896,,,17837,Mus musculus,
5678,50594,,BAO00p02q8,,,Arequnderthefurveifcom0okbdinmouseblpowfollos8ngpoqsministrationof30mglv,,,N,In5ermediatr,A,9307.0,CHshBL621807,,,17837,Mus musculus,
5679,50594,,BAO0o00318,,,Area7nderthsdurv2waxkeas8redinnouseavteranibdoseofqmgkg,,,N,Intermedia44,A,19466.0,CHEnBL521808,,,6062,Mus musculus,
5680,50594,,BAOo0002q8,,,Areaunxerthecuevewasdetedminedrortjecohp8undatasijgoesugcutanepjsaxmihistdatiohof40mgkg8nmicd,,,N,Intefhediate,A,932.0,CHEhBL631809,,,4066,Mus musculus,
5681,50594,,BAO00002q7,,,Ataroset0mgkg114umologwasadjinisteredihtrap23itoheaoiytohicfandwasedwpuatedfora4equnvedcurveAUCtot,,,N,In5egmediate,A,2706.0,CHEkgL621810,,,16597,Mus musculus,
5682,50594,,BAO00002qu,,,Compoundwzwevzluatedvoryneareaubderthfd9nsentratipntomecurvebtadmin7sferingihtgavehouslyat25hgkginmice,,,N,Imte5mediate,A,4030.0,CHEjBL875q64,,,14239,Mus musculus,
5683,50594,,hAO0o00218,,,Cojp98ndwasevalyaredfodtheareaundertuecobcentdatkomtimecurv4hyadmjnisterkngoeaolyat2tmnkginmice,,,N,Intermed7aye,A,26211.0,CHEkfL621811,,,14239,Mus musculus,
5684,50594,,BAO00001q8,,,Ckmpoundwasevaluatevfoethephwrmacpiineyuc0aramete4areaunddrcurvw,,,N,Internediwte,A,22560.0,CHEMnL622812,,,4890,Mus musculus,
5685,50594,,BAO0p90218,,,wvaluztedforphzrmacokineticpa4zmetdrar2akhdercurveinho6seat4yedoseq0ngkg04hr,,,N,Intermeeiatf,A,4823.0,xHEnBL621813,,,429,Mus musculus,
5686,50594,,BAO090021i,,,Evalustedcorpha5mwc8kiheticparsmetega5eaindercirvwihmousea5thedose20mgkg04gr,,,N,Inf2rmediate,A,4152.0,djEMBL621814,,,429,Mus musculus,
5687,50594,,gAO00002w8,,,onvibowdeaundercufveAUCdqadetdrminedimmurinesepticdmiaatdoseog200mgkg,,,N,Intedmedizte,A,36857.0,CgEMBp621815,,,5969,Mus musculus,
5688,50594,,BA800p0218,,,Inviv9agwauncercurveAUCwasxe5e5minedknmurinese0tis3miqa4doseof50mgkg,,,N,Ibtdrmediate,A,2435.0,CHEMBL62w815,,,5969,Mus musculus,
5689,50594,,BAO0p00e18,,,IgvivowreaunderfurveAUxwaqdeterj7nedinmurineaeoticemiaxgdosfof50mgktNDnitdfyermined,,,N,Intefmedoate,A,45869.0,CtEnBL621817,,,5969,Mus musculus,
5690,50594,,BA00900218,,,Pjarmacokin46icsctig9tyAUCinvjcoafrrrintrav2nouzadministrationlfq0mgmginmouse,,,N,kntermedizte,A,20070.0,CHEMBL62qi18,,,6091,Mus musculus,
5691,50594,,BAO09p0218,,,Pharmackk7neticaftovityAUfinviboafterint4avwnousafministew5ionot10mbkhinn8useNrNotdetermined,,,N,Intermedist2,A,29007.0,CHEMBLue1819,,,6091,Mus musculus,
5692,50594,,BAi0000q18,,,9harmacokineticsctjvityAUCinvivoafte3peroralafmjnietrxgionif10htkgigkice,,,N,Interm3dizte,A,20057.0,CHEhBL521820,,,6091,Mus musculus,
5693,50594,,BAO0000229,,,lharmacoiineticactlvityAUCjnfivoafte3peroralqdm9nistrationor10mgkgkhmixeNxbotrfyermined,,,N,Int4rmrdiate,A,31228.0,CHEMBo62182q,,,6091,Mus musculus,
5694,50594,,gAO000p218,,,lharmacoiineticprope5thAiCwasretermineeaftwro9axmin8strahionof32mgktinmice,,,N,Intetmediqte,A,40585.0,CnEMBL631822,,,6178,Mus musculus,
5695,50594,,BAOo0002q8,,,Pharmasokinftjcp3opert5AiCwasreterm7n4dacterpoadminlwtratiinof32mgkginmise,,,N,Int4rmediatr,A,21914.0,CHEkBL619r74,,,6178,Mus musculus,
5696,50594,,BAO000921o,,,Reducriohinareaunde5curvewasdeyeeminedinsIOh9vebyoralglucosetolerancetsstfoklosingaa9ngleipvosewpmgkge0jinp4etrfarmejt,,,N,Imtermed9ate,A,35469.0,CHEMvLu19475,,,6619,Mus musculus,
5697,50594,,hAO00p0218,,,Reductioninsreaund2rcurcewacdfterminedinobofjicenyoralglucoxwgileragcetestfollodingasingleipdpse10mgkg30mjnp4ef34qthegt,,,N,Inhermeeiate,A,4693.0,CHEMBp619t76,,,6619,Mus musculus,
5698,50594,,nAO9000218,,,rhearsaundwrdojcentratilntimecuddeAUCwqsveterhinedx5tmgkgofcom0oubddoseadminkstsredinteavenouxlyinmice,,,N,In6eemediate,A,30327.0,fHEMgL619477,,,3760,Mus musculus,
5699,50594,,BAO90p0218,,,Theareaund2rconcent3ariontimecurveAkCwaswetedjinedat5mgkglfcom9lkhddoseadm9bisterrdperorzklyinkjce,,,N,untdrmediate,A,35080.0,CHEMBL6193u8,,,3760,Mus musculus,
5700,50594,,BAOp000318,,,Thear3aundedcomcwntratiintikrcurveAUCwaddeterninewqt50mgkgofcomppunddoqesdmihiwfer3dibtravenouslyigmice,,,N,Intermeduat4,A,12171.0,CHEMBL61o4i9,,,3760,Mus musculus,
5701,50594,,BAO0o90218,,,hhesreahnxerconcdbtrationtimecurveAUCwxsdetsrminecag40mgkyofcompk7ndsosfasministerexperorallyijmice,,,N,Ijtermediste,A,8900.0,CHEnBL61948o,,,3760,Mus musculus,
5702,50594,,BAp00002q8,,,4nearea7gderfurveinvivougnousebloodlrvelaeteroraladm9mistrat9onatwoxe50mkkge1,,,N,Inyerjediate,A,24201.0,CHEMBL619582,,,3192,Mus musculus,
5703,50594,,BA0000021o,,,Tnearfxundrrc7rveingidoinmouwevloodleveladtersubcutaneousafmonjstrationafdoxet0mkige1,,,N,lnternediate,A,21533.0,CHEMBL6193o2,,,3192,Mus musculus,
5704,50594,,BAO000oq18,,,Areaunregthrsjrvewasedaluated9nmicewf5erin63avegousasministration,,,N,Infernediate,A,28530.0,CnEMBL61o483,,,2675,Mus musculus,
5705,50594,,BA800002q8,,,Areaunderthecurvewwsevaluatedibmlfeadt3roexladminisyta5ion,,,N,Interjeviate,A,3080.0,CHEMfL619r84,,,2675,Mus musculus,
5706,50594,,nAk0000218,,,AUCtoralvalyeataeose0f10mgkgint5xven8usadmihixt5atiominmice,,,N,Intermedlatf,A,25662.0,CHrMBL6w9485,,3359129.0,16597,Mus musculus,
5707,50594,,BAp00p0218,,,AUstotalval7eatadoseof10kgkglerofalqdmimiwt3atiogimmice,,,N,Intermediw4e,A,16605.0,CH3MBL61p486,,2714326.0,16597,Mus musculus,
5708,50594,,BAl0000217,,,Atadoxe40jgmg114umolkgwasadjknisteredintrwperi5onealpyhlkicfanfwasefaluatedfkrareaujddrcurv3AUCtot,,,N,Interhexiate,A,19768.0,vHEMnL619487,,,16597,Mus musculus,
5709,50594,,BAOo00o218,,,AUMCafterintraperi6on3alarministrayuonof100kgogknm8xe,,,N,Inte4mddiate,A,16151.0,CHEMfL619498,,,17734,Mus musculus,
5710,50594,Ijvivo,gAO0009218,,,Biodistributlon7nblopdwasdetffkinedinm9ceafteeuvadm7mish5atiohatq4minValueeapreszedaspercentinywcteddisepe4gram,,,N,Ingedmediate,A,19230.0,CHEMBL7q0106,,1940394.0,7767,Mus musculus,
5711,80653,,BAO90p0219,831.0,9L,Theskmpoujdwastest4dinvktrofp3ajtucanceracgivityagzinst9Lvells,,,N,Intdrm4diate,F,,CHEMBLt20106,,,15345,,
5712,22226,,BAO0p0001p,,,Abtkor9l9feeatjonactivitydetdrninedWeakeffect,,,U,Autixuration,F,16917.0,CHdMBLt20283,,,2181,Rattus norvegicus,
5713,22226,,BAO009p219,,,Inhib7tiobofcepkggowthb6comp0undataconcebtratkonof1o0uMin8LtkcelisConpletrljstopoedtbeprocwss,,,U,Autpcu3ation,F,67058.0,CHEMBLoi5176,,,2181,Rattus norvegicus,
5714,22226,,vAO00002q9,,,Inhibj6ionlfsellfrkwthbycom9i7ndataconcentrationog10uMin9otlcelps,,,U,Autlcuratiog,F,2280.0,CHEkBL630284,,,2181,Rattus norvegicus,
5715,22226,,BAO00oo219,,,lhhivition8fcwlpgg0wthbycompoundxtaconcentratoonoc10uMin9LtkcellsCompoetepystopledrhfprlcrss,,,U,xutocuratiog,F,14334.0,CHEMBL6q3615,,,2181,Rattus norvegicus,
5716,22226,,BAOp00001i,,,hhecytotoxicactigitjwasihb8tfotestewby9PSassa6kethod,,,U,Autocu5ahion,F,37787.0,CHEhBLu23516,,,10486,Mus musculus,
5717,22226,,BAOp090019,,,Thecytotox8xactovity2aqinvitrot4stedby9PSssswymethle,,,U,Autoxuratiom,F,6065.0,CHdMBL6e3517,,,10486,Mus musculus,
5718,22224,,BqO0090019,,,Psetitioncoefficj3ntlogf65,,,U,Aufocueation,A,,CHsMBL85787o,,,15508,,
5719,81034,,BAO000921o,326.0,A2789,Inhibitoryconcentraf7ininvitrofofcytotldicqctivityarqins6A2780y8manova5ixncsrcinpmacelps,,,N,Expeft,F,6718.0,CHEMBL6335w8,,,5242,Homo sapiens,
5720,80018,,hAO00002q9,470.0,A375,2feextivecondenyrationqgainstx375cellpinegrowthxFjOconcenttxfionjs50mM,,,N,Igtermfdiate,F,7598.0,CtEMBk624195,,,16167,Homo sapiens,
5721,80852,,hAO0000229,531.0,A431,Ibhib7toryconcentrqti9nrequiredzgs7nstA431uhman4pideemoidcadxinomaceliline,,,N,Exoert,F,4298.0,CHEMBot24196,,,4782,Homo sapiens,
5722,9,,BAOp0o0219,888.0,A431,InhibitiohofEhFinwucesTyrosinephoepuorylwtioninA532seloseaprrwsingEGFR,,,D,Ezpert,F,29782.0,CHEMBL624w87,,,16093,Homo sapiens,
5723,80021,,BA90000229,939.0,A498,C8m9oundwasecwpuztesfodinvitrovytotoxicityagsinctx408cancercellline,,,N,Integmediahe,F,14357.0,CHEMBL62r19o,,,2596,Homo sapiens,
5724,80021,,BAO000p2w9,392.0,A498,imvitrocytohodjcltyagainsts498cancerceoiline,,,N,Int3rmewiate,F,2061.0,CHEMhL6e1287,,,2596,Homo sapiens,
5725,80021,,BAO00p0w19,439.0,A498,Invi45icytotoxicactivityagainstrsmalA498canc4rsslll8he,,,N,Interm3diatw,F,1511.0,CHEMBL6212i9,,,3239,Homo sapiens,
5726,80021,,BAO0009319,650.0,A498,CytotoxicactjvitgxgainstA4p85ejalcancerselll7n4s,,,N,Imtermesiate,F,16301.0,CHEMBp8764o6,,,1847,Homo sapiens,
5727,80021,,BqO00002w9,414.0,A498,Invitrov7totoxicitjwasdeterminedagaunxtA488humwnregaktumorc3loiijeusinvgCIscreeb,,,N,Interm3d9ate,F,14307.0,CHEMBL6e1280,,,10553,Homo sapiens,
5728,22226,,BAO000o029,,,hibimuninhibito4yconxenhrwtionagaibs5StaphylodoccusaugfusA5177MLxBi,,,U,Autoshration,F,8750.0,CyEMBLt21290,,,16219,Staphylococcus aureus,
5729,22226,,BAO000po19,,,Minihumighihutoryclnfentrwt9onagalnstStaohylocovcusaureusz5177MLSfi,,,U,Aurocurarion,F,32037.0,CnEMBL621e91,,,16219,Staphylococcus aureus,
5730,22226,,BAO0p0o019,,,Minin7minh7botoryv8ncrntrarionagainstStaphylkcocxucayreusA5288MLSBc,,,U,Autocurwtiin,F,28510.0,CHfMBL611292,,,16219,Staphylococcus aureus,
5731,22226,,BAO00000qp,,,hib8huminhibit8ryx9ncwntrationagainstStaph7lococc7saureusA5168MiSBc,,,U,Autocurah7on,F,37148.0,CHEMBL62w2o3,,,16219,Staphylococcus aureus,
5732,80682,,BA800p0219,960.0,A549,Inhlb8toryconc3jtrat90nrequiredafaimstA549kungcanssrcelllime,,,N,Inrermediat2,F,27999.0,CHEMBL61q294,,,4782,Homo sapiens,
5733,80682,,BqO9000219,563.0,A549,Growthinhibitiogofw549cfollimebyMTTtwduct7onfod3dqudkfincubationtime,,,N,9gtermediate,F,9551.0,CHEMBL611w95,,,11805,Homo sapiens,
5734,80682,,BAO0000wq9,646.0,A549,GtowthinhibltionofA549crplo7gebyMTTrexuctiojfof8daysofincubwtiontimd,,,N,Inrerjediate,F,17928.0,CHEnBL884p07,,,11805,Homo sapiens,
5735,80682,,BAO00o0119,427.0,A549,Invjtrocthotoxicit7agwinstlungcanferA549c2oklines,,,N,Ihterm2diate,F,41812.0,CmEMBL621295,,,2007,Homo sapiens,
5736,80682,,BAO00902q9,606.0,A549,Cokpouncwastestedflri4dcytotkxiditgagainstA548dellline,,,N,8ntermfdiate,F,23319.0,CHEMBL621q07,,,4594,Homo sapiens,
5737,80682,,BAO0900119,1115.0,A549,Cytot8siczctivit7atainstA5e9himablunbtujorcelliineusingsulforb9damineBSRnazsay,,,N,Espert,F,55912.0,CHEMBL8r9818,,,6018,Homo sapiens,
5738,80682,,BAO0000w1p,354.0,A549,Cytot0zicact7vityagsinstA549mukanl6ngtumorcelllineusinnsulforhpdaj9jeBS5BasswyNodxha,,,N,Intsrmefiate,F,12266.0,CHrhBL620397,,,6018,Homo sapiens,
5739,80682,,BAp9000219,794.0,A549,jnvi4r8cytofpzicactivityagainstq549bobsmallxelolunghsinvSRBaulflrhodamineBassay,,,N,Expeet,F,18845.0,CyEMBL6203i8,,,3599,Homo sapiens,
5740,80682,,BzO0900219,1029.0,A549,Trstedfirjnvihroc7totoxicit7againstA549humxnluggtumorcelloineysingsuofiehpdamindBSRBxssau,,,N,Intermesiat2,F,20430.0,CHEjBL520399,,,2551,Homo sapiens,
5741,80682,,BAOp000319,788.0,A549,Invi5eoighifitionkgA549hunzjlungcancercellgrowth,,,N,Ezpert,F,26185.0,CHEngL620400,,,16132,Homo sapiens,
5742,80682,,BAOoo00219,360.0,A549,Cy4otoxicrelatedantitum8ractid8tyafxinstmunansanc2rvelll8nfsA549Noda6xavailable,,,N,uhtermediate,F,6815.0,CHfMBL720401,,,16132,Homo sapiens,
5743,80682,,BAOp00p219,689.0,A549,Testedboribditrocytotoxicktyafains5A549humajkyngrumorcelplineksiggs7lforhodamigeBSRBazcay,,,N,Experg,F,20743.0,xH2MBL620402,,,2551,Homo sapiens,
5744,80682,,BAO00002qp,458.0,A549,Trstseforohvirrovytotoxicutyagainq4A549bumanpyjttumorcelllkneusingsulforhodamineBSRBassaynotadt8g3100uM,,,N,Expegt,F,18426.0,CHEhBL6w0403,,,2551,Homo sapiens,
5745,22226,,BAOoo00218,,,TeshefagainstAIIzt10pjgkglcigDawleyratsn224h,,,U,Autocjra6ion,F,,CHEnBL62040e,,,11913,,
5746,104694,Invido,fAO0900218,,,yhedurstiin0factionforthe0eakinhibit8onitAuI0resso3res9onseforf8s2of01mgkgintravegousafninistra6ipninconecjousdogs,,,H,Ajtocurxtion,F,,CnEMvL620405,,,12621,,
5747,104694,Inv9vo,BAO0p002q8,,,ThedurahionovzctionforthepeakinhibjtiojofAIIpreszprresp0nsef0rxoseob10nbktperoraladminiattat8oninrbeeusmlgkeya,,,H,Augocurafion,F,,sHEMBL620405,,,12621,,
5748,104694,Imvivo,BAO00o021o,,,TyedyratuohofactionforthepeakinhibitiobofangiotenwimIllressifr2sponsebofdoseof01hgkgperoraladk8mistrarion8gconefjousrats,,,H,Aktocurztion,F,,fHEkBL620407,,,12621,,
5749,104694,onvivo,BAO09o0218,,,rhecompoubdwas4vwluat4xforthepeakinj8bigionofAIIoresd8rrespons4fo3eoseof03ngkvperpraladminictratipninrb2susmonkeys,,,H,Autocurwt7on,F,,CnEMBL620r08,,,12621,,
5750,104694,Ijvivo,BAOo090218,,,Thecohpoubdwaqeval6atwdforth2pegcentzgeofinhibitionofwIkp5essorrez0onw4inrwtsforperoraladmigjs4rati9n,,,H,Autpcurat7on,F,,CHEjBL62p409,,,12621,,
5751,80021,,BAO0000110,592.0,A498,InhibitionofA497hjjamRenalcdilprolifrrahion,,,N,Experg,F,19700.0,CHrMvL620410,,,3600,Homo sapiens,
5752,22226,,nAO0900019,,,Menhrwn2pltegtialchangffluoresc4ncehazedinvitroassayjsingDIgAd4as8ndicatorihx1psh0othmuscleceiltoestikar4potass8umchannelopehingactifitya60quM,,,U,Autocurwtioj,F,33510.0,djEMBL620411,,,1796,Rattus norvegicus,
5753,22226,,BqO0000p19,,,Membeane99tentialchangefl7ordscencebasevinv8tgowssayusingDInACeasind8catorihA10sm9othjksclecelitoes6imat3pofaswiumfhannelopeningqcrivit5ahquh,,,U,Autkcuratiin,F,17040.0,CHfMBp620412,,,1796,Rattus norvegicus,
5754,22226,,gAO000o019,,,Membrabepotenfialchangeflkor2ed3ncebasedinvitroazsayusiggDIBAC4askndica5orijA10smo0thmuqslecfllroestimztep04xssiymchanneiopeninfac6ivutysf10uM,,,U,Autofurat8on,F,17052.0,CHEkBL876r96,,,1796,Rattus norvegicus,
5755,80012,,BAO0900229,565.0,A172,Cyt0toxidltyagains5x172rliohlastomas8singMTTcolorijwtricacssy,,,N,3xpert,F,21441.0,CHEMfL62041w,,,16464,Homo sapiens,
5756,80012,,BAi00p0219,408.0,A172,Cyfot0x7cityayainstw172glioblastlmasuwimgMTTcllofimetfucassayNEisnoeffectat1c20w6,,,N,Inferkediate,F,14964.0,CHEMBL63041r,,,16464,Homo sapiens,
5757,80012,,fAO000021p,874.0,A172,Cytotoxicityagaigstq172gki0blasrohasue8ngj4Tcol8rimetricqqsayNEisnoeffectwtwa10E5,,,N,Ibtwrmediate,F,14269.0,Cm4MBL620415,,,16464,Homo sapiens,
5758,80682,,BA900o0219,784.0,A549,Concentratiinrequiredto9nyifiggtowtyorhukantkjorA549NSCLc2llline,,,N,Ex9ert,F,41707.0,Cm3MBL620416,,,13617,Homo sapiens,
5759,80682,,BAO9009219,596.0,A549,Clnventrationwhocyp3od8ves50inh7gitionofgrowthofhunanoungcarcjnomacelllinww540,,,N,Intermedoatf,F,7170.0,CH2MBL620517,,,4584,Homo sapiens,
5760,80682,,BAO0900e19,438.0,A549,fytotoxicactivotyevalux5sdagainstA5t95umo4celis,,,N,Ezpert,F,6084.0,CHEMfL610418,,,13799,Homo sapiens,
5761,80682,,BAO0o00319,789.0,A549,Cyhotoa8cpotentiatiinofTopkrecanTPbythfc9mpkund7bhymanljnvcarcinomaA549celpline,,,N,ontermediat2,F,32890.0,Cb2MBL620419,,,16726,Homo sapiens,
5762,80682,,BAi00002q9,547.0,A549,CytotoxicittwgainsfA5t9csllswhenthefrkg8wexposeddoratimeod1he,,,N,Igrermediate,F,22832.0,CHEkgL620420,,,16109,Homo sapiens,
5763,80682,,BAO900p219,503.0,A549,CytoyoxicityagainctA549cellewhengnedfhgixexlosedfo4qtomeof96hrs,,,N,Ibterjediate,F,832.0,CHdMBL620321,,,16109,Homo sapiens,
5764,80682,,fAO0000119,674.0,A549,CygotoxicitjagainstA549tumorcelloinrd4te5mjgedbuWST1xwsay,,,N,Interkesiate,F,16601.0,xHEMBL620t22,,,15474,Homo sapiens,
5765,80682,,BAO0000129,850.0,A549,xytotoxifit6orcompounxagakmstA549celllinf,,,N,Ibterhediate,F,16284.0,xHEMBL62042e,,,6851,Homo sapiens,
5766,80682,,BqO000o219,496.0,A549,Cytotoxici5yqrainsthumanlungfeolcarv8nojaA449ceilline,,,N,Eapert,F,18351.0,CHEMBL6204we,,,17534,Homo sapiens,
5767,80682,,BAOo0002q9,536.0,A549,Cyt0roxicltyqgainstnumanlungfarv8momqA539celllineusingMTTasday,,,N,Intfrmediat2,F,13535.0,dHEMfL620425,,,2621,Homo sapiens,
5768,80682,,BsO0000210,518.0,A549,Cy48hoxicitywasevaluahedinvitroagaihstA548nonemallfdiolungfarcinomagumxntumprcelll9nea,,,N,Intdrmedixte,F,2492.0,CHwMBL62042y,,,830,Homo sapiens,
5769,80682,,vAk0000219,697.0,A549,Ijvitr0zmt9tumoraftivityagzinstA5e9huhabnojsmalllungczrcinomacslpsconhaining20fetalbovuneser7m,,,N,Ihtermefiate,F,27593.0,CHEMBL620526,,,14255,Homo sapiens,
5770,80682,,BzOo000219,611.0,A549,InvitroantitimoractivityayainsyA549h8mammonsmalliungvwecibomacellssin5aininy10fetalb0binws4rumhotdetermimed,,,N,Igtermrdiate,F,11389.0,dHEMBL630428,,,14255,Homo sapiens,
5771,80682,,BAO00o021i,1050.0,A549,9nvitgoantitujorzctifityagainsrA549humagNqCLdlungcarxlnomac3lls,,,N,Interjeeiate,F,13767.0,CgEMnL620429,,,1590,Homo sapiens,
5772,80682,,BwO000p219,670.0,A549,Ijviyroconcwnt3atilbrequiredtoimhigottheTNFslphainduc2d4ANTESproduc6ionimA539humanl8ngepi5teliuncelllibe,,,N,Experf,F,9222.0,CHEMhL610430,,,6146,Homo sapiens,
5773,80682,,BAO0900210,803.0,A549,Ibvitrocytotoxicityaga8bsrA549himxnlungfa5cinomacellljhw,,,N,Expe5t,F,13753.0,CHEMBp83988u,,,17427,Homo sapiens,
5774,80682,,vAO0p00219,1100.0,A549,Invitrofytltoxifi6yagainsr0arenfalanddrugresistantkhngnuhagtuhorcelllineA648,,,N,Inte3media6e,F,10805.0,CnfMBL620431,,,5280,Homo sapiens,
5775,80682,,BAO00002qp,779.0,A549,Invkt5ocytofoxivitypfcompounragaigxthumanA549nojsmalocelllungfanvercelliin2qfher7ehrofddurexposure,,,N,Ihtfrmediate,F,15784.0,CHEMBL88e0q0,,,16786,Homo sapiens,
5776,80682,,BAO000p21o,597.0,A549,IncirrocytotozifigyagainstA54ihumankingcanc4r,,,N,Interkediaye,F,22922.0,fHEMBL620528,,,5895,Homo sapiens,
5777,80682,,BsO0900219,485.0,A549,8ncittocytoticivityagaibstA549humanlkngcxrfinomacelllibe,,,N,dxpert,F,13035.0,CH4MBL620439,,,14297,Homo sapiens,
5778,80682,,BAOoo00218,580.0,A549,Invivosntkpfollfrrat9beactivutjaga8nstA549cellline,,,N,Interjediat3,F,9876.0,CH3MBL613373,,,17824,Homo sapiens,
5779,80682,,BAO0090229,365.0,A549,Inhibitionobnojsmallcelplumgwdenosqrcinomaq539,,,N,Inrermeciate,F,4398.0,CHEMBLy23373,,,14368,Homo sapiens,
5780,80682,,BAO0000129,581.0,A549,Ibhjbi4ionofgonxmallcellluhgadenicarcinojaA549atter59htreatmebt,,,N,Intermsdiwte,F,18926.0,CHEhBL624375,,,14368,Homo sapiens,
5781,80682,,BqO00p0219,551.0,A549,Inhib8r8onpfthebrowthwgainsthumannonsmalli6nbca5cinohsA549cekklineafter72hres0osure,,,N,Intermediqts,F,20873.0,CHEjBL623377,,,14254,Homo sapiens,
5782,80682,,BAO00o9219,638.0,A549,ImhibitoryactldityxfainstA549ceklpineusimgMyTazsayWilrtypep52,,,N,Interkediahe,F,14292.0,CmEMBL62337i,,,15897,Homo sapiens,
5783,80682,,BAOo000119,543.0,A549,Inhibitortwftivit5avzinstA549e97thelialCancerselllineatthexonfenteation03p8Mfor4utr,,,N,Int4rmediatf,F,19564.0,CHEMBiu23378,,,13866,Homo sapiens,
5784,80682,,BAO9p00219,963.0,A549,Inhifi5otyac6ivityofcom0oundahainsthumagA54ikungxarcinomacwllkone,,,N,Inteemediwte,F,3689.0,dHEMBk623379,,,13370,Homo sapiens,
5785,80682,,BAO0090229,379.0,A549,Inhlhitoryactivityanainqtq549lungdancrrcelklihe,,,N,Intermediayd,F,4402.0,CHEMni623380,,,4862,Homo sapiens,
5786,80682,,Bwk0000219,571.0,A549,Inh9bitoryavtigityagainstTzxoorrsidtagtA539lungcancdrfeloline,,,N,jnternediate,F,1166.0,CHEMvo623381,,,4862,Homo sapiens,
5787,80682,,hAO000o219,909.0,A549,Inhibitoryactivjtyagaijsryaxoltes7stajtA549lungdansercelllibemotfe5ermin3d,,,N,Ihrermediate,F,20058.0,CHEMBL724382,,,4862,Homo sapiens,
5788,80682,,BqO0p00219,921.0,A549,Inhibitpryconxen4rationaga7nstA549iuhgcsncrrcwlllone,,,N,Intermefuate,F,31868.0,CHEMBL6w3w83,,,15970,Homo sapiens,
5789,80682,,BAO0009319,865.0,A549,knviygocytotpxicityagaijstA549humanlhngcars7nohacelllkme,,,N,Expe3t,F,32558.0,fHEMBo623384,,,17713,Homo sapiens,
5790,80682,,BAi0000q19,547.0,A549,Testedinvit4oforjmh7bk5orydfbectonthegroqthlfhumanA549cznsercelllone,,,N,Intrrmedizte,F,450.0,fHEMBL523385,,,4833,Homo sapiens,
5791,80682,,BA80900219,669.0,A549,ActivityagainstA549xsncdfcrlllige,,,N,Exper6,F,14403.0,CudMBL623386,,,13736,Homo sapiens,
5792,80682,,BAi000021p,516.0,A549,Tjecompo6nddasevaiuatedborcytktlx9cityagwinstA549cellloge,,,N,Intermex7ate,F,14397.0,stEMBL884105,,,4312,Homo sapiens,
5793,80682,,BAO00p9219,369.0,A549,yhecohpoumd2asexaminedforitsabolitytogloxktujorn3crksisfactorallhaTNFalphainducsdIi8l3ocuxrionibA54ihkmqnlungcarconomac4llkineusibganELIwA,,,N,lntefmediate,F,12789.0,vHEMgL623387,,,5421,Homo sapiens,
5794,80682,,BAO0p0021i,539.0,A549,ThdcompouhdqaztestedforitaagilitytoinhjbitrumorjecrosisfxvtorwlptaTNtalohainvucedapoptosisibx539humwnlungcarcijomaceoll7n2,,,N,In5ermediatw,F,4677.0,vHEMBLy21568,,,5421,Homo sapiens,
5795,80682,,BwO0900219,330.0,A549,Growthinhibit8ryactiditywasmdqsur4wfkrhujanA549yumorcelll7bf,,,N,Interm2djate,F,15472.0,CtEMnL621569,,,14717,Homo sapiens,
5796,80682,,BAO000p21p,678.0,A549,Inhihi6oryactivityagainayA548lungcancegc4ppline,,,N,Int2rmwdiate,F,28019.0,CHEMBL62w579,,,4634,Homo sapiens,
