ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
8821,11977,A,,948.0,50597,Biodistribution of radioligand [125I]-FIDA1 in heart of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626051,BAO_0000218,
8822,11977,A,,948.0,50597,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626052,BAO_0000218,
8823,11977,A,,948.0,50597,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626053,BAO_0000218,
8824,11977,A,,948.0,50597,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626054,BAO_0000218,
8825,11977,A,,948.0,50597,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626055,BAO_0000218,
8826,11977,A,,2113.0,50597,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626056,BAO_0000218,
8827,11977,A,,2113.0,50597,Biodistribution of radioligand [125I]-FIDA1 in kidney of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626057,BAO_0000218,
8828,11977,A,,2113.0,50597,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625193,BAO_0000218,
8829,11977,A,,2113.0,50597,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625194,BAO_0000218,
8830,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625195,BAO_0000218,
8831,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625196,BAO_0000218,
8832,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625197,BAO_0000218,
8833,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625198,BAO_0000218,
8834,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627929,BAO_0000218,
8835,11977,A,,2048.0,50597,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627074,BAO_0000218,
8836,11977,A,,2048.0,50597,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627075,BAO_0000218,
8837,11977,A,,2048.0,50597,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627076,BAO_0000218,
8838,11977,A,,2048.0,50597,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627077,BAO_0000218,
8839,11977,A,,2048.0,50597,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Lung,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627078,BAO_0000218,
8840,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 2 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL627079,BAO_0000218,
8841,4573,A,,,50594,Half life (t1/2) determined at a dose 10 mg/kg administered intraperitoneally to mice,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL873824,BAO_0000218,
8842,3132,A,,1969.0,50594,Half life in mouse plasma was determined at dose 25 mg/kg,Plasma,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627080,BAO_0000218,
8843,17718,A,,,50594,Half life was determined,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627081,BAO_0000218,
8844,17728,A,,,50594,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627082,BAO_0000218,
8845,5961,A,,,50594,Half-life in male mice after 1 mg/kg intravenous dose,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627083,BAO_0000218,
8847,17731,A,,1969.0,50594,Half life in mice plasma,Plasma,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627085,BAO_0000218,
8848,17592,A,,,50594,Half life in mouse,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627086,BAO_0000218,
8849,3132,A,,1969.0,50594,Half life in mouse plasma at dose 25 mg/kg,Plasma,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627087,BAO_0000218,
8850,17729,A,,,50594,Half life when injected i.p. in mice at a dose of 50 mg/kg was determined,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627088,BAO_0000218,
8851,17729,A,,,50594,Half life when injected intravenously in mice at a dose of 20 mg/kg was determined,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627089,BAO_0000218,
8852,17729,A,,,50594,Half life when injected perorally in mice at a dose of 50 mg/kg was determined,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627090,BAO_0000218,
8853,3277,A,,,50594,Half life was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627091,BAO_0000218,
8854,3760,A,,,50594,"Half life was evaluated at 5 mg/kg of compound dose, administered perorally in mice",,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627092,BAO_0000218,
8855,3760,A,,,50594,"Half life was evaluated at 50 mg/kg of compound dose, administered perorally in mice",,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL876785,BAO_0000218,
8856,2862,A,,,50594,Half-life by iv administration in mouse,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627093,BAO_0000218,
8857,2862,A,,,50594,Half-life by oral administration in mouse,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627094,BAO_0000218,
8858,5980,A,,,50594,Half-life in mice,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627095,BAO_0000218,
8859,6159,A,,955.0,50594,Half-life using mouse brain homogenate,Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627096,BAO_0000218,
8860,6254,A,,,50594,Half-life was measured in mice,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627097,BAO_0000218,
8861,6062,A,,,50594,Half-life was measured in mouse after an iv dose of 1 mg/kg,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627098,BAO_0000218,
8862,1574,A,,178.0,50594,Half-life period was determined in mouse blood,Blood,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627099,BAO_0000218,
8863,56,A,,955.0,50594,"Half-times of inhibition of PEP in in an ex vivo enzyme studies, using mice brain",Brain,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627100,BAO_0000218,
8864,993,A,,1969.0,50594,Plasma half life in mouse,Plasma,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627101,BAO_0000218,
8865,6652,A,,,50594,Stability of the peptide in the presence of mouse serum,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627102,BAO_0000218,
8866,17852,A,,,50594,Terminal half life of compound was determined in mouse,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627103,BAO_0000218,
8867,2675,A,,,50594,Terminal half life was evaluated in mice after intravenous administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627104,BAO_0000218,
8868,2675,A,,,50594,Terminal half life was evaluated in mice after oral administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627105,BAO_0000218,
8869,499,A,,,50594,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL876786,BAO_0000218,
8870,499,A,,,50594,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL873825,BAO_0000218,
8871,499,A,,,50594,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL627106,BAO_0000218,
8872,14239,A,,,50594,half life period is evaluated by administering intravenously at 25 mg/kg in mice,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL626336,BAO_0000218,
8873,5506,A,,,50594,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL877462,BAO_0000218,
8874,5506,A,,,50594,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL626337,BAO_0000218,
8875,17734,A,,,50594,Half life after intraperitoneal administration of 100 mg/kg in mice,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL626338,BAO_0000218,
8876,17728,A,,,50594,Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL626339,BAO_0000218,
8877,17728,A,,,50594,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL626340,BAO_0000218,
8878,17728,A,,,50594,Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625377,BAO_0000218,
8879,17728,A,,,50594,Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625378,BAO_0000218,
8880,17728,A,,,50594,Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625379,BAO_0000218,
8881,14294,A,,,22224,Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625380,BAO_0000251,
8882,14294,A,,,22224,Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625381,BAO_0000251,
8883,6056,A,,,22224,Stability to porcine renal DHP-I,,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625382,BAO_0000019,
8884,1317,A,,,22224,Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL873828,BAO_0000218,
8885,1317,A,,,22224,Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625383,BAO_0000218,
8886,5229,A,,,22224,Half-life of the parent prodrug in porcine esterase solution,,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625384,BAO_0000019,
8887,4231,A,,,22224,"First order rate constant, k was determined in in pig liver Esterase",,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625385,BAO_0000019,
8888,4231,A,,2107.0,22224,Half life of the in pig liver Esterase,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL625386,BAO_0000221,
8889,5318,A,,2107.0,22224,Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623571,BAO_0000221,
8890,5318,A,,2107.0,22224,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623572,BAO_0000221,
8891,5318,A,,2107.0,22224,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH in containing porcine liver esterase,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623573,BAO_0000221,
8892,3305,A,,2107.0,22224,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623574,BAO_0000221,
8893,3305,A,,2107.0,22224,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay; ND is not determined,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623575,BAO_0000221,
8894,2842,A,,2107.0,22224,Half-life in the presence of pig liver esterase(PLE) was evaluated.,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623749,BAO_0000221,
8895,2842,A,,2107.0,22224,Half-life in the presence of pig liver esterase(PLE) was evaluated; Stable,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623750,BAO_0000221,
8896,889,A,,2107.0,22224,Half-life in vitro in pig liver,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623751,BAO_0000221,
8897,1904,A,,2107.0,22224,Half-life time was determined for esterase-catalyzed hydrolysis of the phenol ester bond in porcine liver esterase,Liver,0,,Sus scrofa,1,9823.0,U,Autocuration,,,CHEMBL623752,BAO_0000221,
8898,4186,A,,1969.0,50597,Maximum concentration in rat plasma after administration of 50 mg/kg dose through subcutaneous route,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623753,BAO_0000218,
8899,2774,A,,1969.0,50597,Maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623754,BAO_0000218,
8900,1742,A,,1969.0,50597,Maximum concentration in rat plasma was determined,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623755,BAO_0000218,
8901,3169,A,,,50597,Maximum concentration in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623756,BAO_0000218,
8902,3169,A,,,50597,Maximum concentration in rats at 1-2 hours,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623757,BAO_0000218,
8903,2081,A,,,50597,Maximum concentration in rats at 1 hr was determined when dosed at 20 mg/Kg perorally,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623758,BAO_0000218,
8904,3307,A,,955.0,50597,Maximum concentration in whole brain at 30 min following 24 mg/kg subcutaneous dose in rats,Brain,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623759,BAO_0000218,
8905,4727,A,,,50597,Maximum concentration at the dose of 2 mg/kg in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623760,BAO_0000218,
8906,6597,A,,,50597,Maximum concentration was evaluated in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623761,BAO_0000218,
8907,16365,A,,1969.0,50597,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 10 mg/kg to a fasting rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623762,BAO_0000218,
8908,16365,A,,1969.0,50597,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 1 mg/kg to a fasting rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL877594,BAO_0000218,
8909,16365,A,,1969.0,50597,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 30 mg/kg,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623763,BAO_0000218,
8910,16365,A,,1969.0,50597,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623764,BAO_0000218,
8911,16365,A,,1969.0,50597,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg to a fasting rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623765,BAO_0000218,
8912,2591,A,,178.0,50597,Maximum concentration value was evaluated for high sustained blood levels in rat after 1 hr of administration,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623766,BAO_0000218,
8913,2591,A,,178.0,50597,Maximum concentration value was evaluated for high sustained blood levels in rat after 2 hr of administration,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623767,BAO_0000218,
8914,2591,A,,178.0,50597,Maximum concentration value was evaluated for high sustained blood levels in rat after 30 min of administration,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623768,BAO_0000218,
8915,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (19.2 mg/kg) after po administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623769,BAO_0000218,
8916,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (19.76 mg/kg) after po administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623770,BAO_0000218,
8917,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (20.73 mg/kg) after po administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623771,BAO_0000218,
8918,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (25 mg/kg) after po administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623772,BAO_0000218,
8919,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (9.83 mg/kg) after iv administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623773,BAO_0000218,
8920,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (9.84 mg/kg) after iv administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623774,BAO_0000218,
8921,5978,A,,1969.0,50597,Maximum plasma concentration (Cmax) of compound (9.92 mg/kg) after iv administration was determined Sprague-Dawley rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623775,BAO_0000218,
8922,14465,A,,,50597,Cmax in rat (PO dose),,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623776,BAO_0000218,
8923,4723,A,,1969.0,50597,Maximum plasma concentration determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622191,BAO_0000218,
8924,4723,A,,1969.0,50597,Maximum plasma concentration determined after 3 mg/kg oral administration in potassium oxonate treated rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622192,BAO_0000218,
8925,4576,A,,1969.0,50597,Maximum plasma concentration determined in rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622193,BAO_0000218,
8926,12873,A,,1969.0,50597,Maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622194,BAO_0000218,
8927,12873,A,,1969.0,50597,Maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622195,BAO_0000218,
8928,6824,A,,1969.0,50597,Maximum plasma concentration in rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622196,BAO_0000218,
8929,17065,A,,1969.0,50597,Maximum plasma concentration measured after intravenous bolus administration of 50 mg/kg of compound to rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622197,BAO_0000218,
8930,2932,A,,1969.0,50597,Maximum plasma concentration of compound present in rats at the dose of 37 mg/kg in 15 min,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622198,BAO_0000218,
8931,2932,A,,1969.0,50597,Maximum plasma concentration of compound present in rats at the dose of 38 mg/kg in 15 min,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622199,BAO_0000218,
8932,2879,A,,1969.0,50597,Maximum plasma concentration of compound was measured in rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622200,BAO_0000218,
8933,2864,A,,1969.0,50597,Maximum plasma concentration after 20 mg/kg oral administration in rat,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622201,BAO_0000218,
8934,16367,A,,1969.0,50597,Maximum plasma concentration after oral administration to rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623990,BAO_0000218,
8935,17717,A,,1969.0,50597,Maximum plasma concentration at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623991,BAO_0000218,
8936,17717,A,,1969.0,50597,"Maximum plasma concentration at a concentration of 3 mg/kg in rats, intravenously",Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623992,BAO_0000218,
8937,17717,A,,1969.0,50597,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623993,BAO_0000218,
8938,17717,A,,1969.0,50597,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with control,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623994,BAO_0000218,
8939,17720,F,,1969.0,50597,Maximum plasma concentration at a dose of 100 mg/kg in Rat Plasma after iv administration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623995,BAO_0000218,
8940,17720,F,,1969.0,50597,Maximum plasma concentration at a dose of 4 mg/kg in Rat Plasma after iv administration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623996,BAO_0000218,
8941,17720,F,,1969.0,50597,Maximum plasma concentration at a dose of 50 mg/kg in Rat Plasma after iv administration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623997,BAO_0000218,
8942,4516,A,,1969.0,50597,Maximum plasma concentration dosed orally in rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623998,BAO_0000218,
8943,4516,A,,1969.0,50597,Maximum plasma concentration dosed orally in rats after 6 hours,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623999,BAO_0000218,
8944,4516,A,,1969.0,50597,Maximum plasma concentration dosed orally in rats after 6 hours; ND is not detected,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624000,BAO_0000218,
8945,5199,A,,1969.0,50597,Maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624001,BAO_0000218,
8946,17538,A,,1969.0,50597,Maximum plasma concentration in rat after po administration,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624002,BAO_0000218,
8947,6685,A,,1969.0,50597,"Maximum plasma concentration in rats at 10 mg/kg, p.o. dose",Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624003,BAO_0000218,
8948,6685,A,,1969.0,50597,"Maximum plasma concentration in rats at 20mg/kg, i.p. dose",Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624004,BAO_0000218,
8949,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624005,BAO_0000218,
8950,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624006,BAO_0000218,
8951,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624007,BAO_0000218,
8952,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624008,BAO_0000218,
8953,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624009,BAO_0000218,
8954,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL874387,BAO_0000218,
8955,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624010,BAO_0000218,
8956,16434,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624011,BAO_0000218,
8957,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624012,BAO_0000218,
