assays_ss_d,assays_ss_sbclllr_frctn,assays_cll_d,assays_td,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_ss_strn,assays_ss_rgnsm,assays_dc_d,assays_chmbl_d,assays_ss_cll_tp,assays_rltnshp_tp,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_vrnt_d
11290,,,50597,1,1,,,Rattus norvegicus,9614,CHEMBL624833,,N,Intermediate,BAO_0000218,2081.0,
11291,,,50597,1,1,,,Rattus norvegicus,9614,CHEMBL624834,,N,Intermediate,BAO_0000218,,
11292,,,50597,1,1,,,Rattus norvegicus,9614,CHEMBL624835,,N,Intermediate,BAO_0000218,,
11293,,,50597,1,1,,,Rattus norvegicus,9614,CHEMBL624836,,N,Intermediate,BAO_0000218,2106.0,
11294,,,50597,1,1,,,Rattus norvegicus,9614,CHEMBL624837,,N,Intermediate,BAO_0000218,2106.0,
11295,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL624838,,N,Intermediate,BAO_0000218,178.0,
11296,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL622188,,N,Intermediate,BAO_0000218,178.0,
11297,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL622189,,N,Intermediate,BAO_0000218,948.0,
11298,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL622190,,N,Intermediate,BAO_0000218,948.0,
11299,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625170,,N,Intermediate,BAO_0000218,948.0,
11300,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625171,,N,Intermediate,BAO_0000218,2113.0,
11301,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625172,,N,Intermediate,BAO_0000218,2113.0,
11302,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625173,,N,Intermediate,BAO_0000218,2113.0,
11303,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625174,,N,Intermediate,BAO_0000218,2107.0,
11304,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625175,,N,Intermediate,BAO_0000218,2107.0,
11305,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625176,,N,Intermediate,BAO_0000218,2107.0,
11306,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625177,,N,Intermediate,BAO_0000218,2048.0,
11307,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625178,,N,Intermediate,BAO_0000218,2048.0,
11308,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625179,,N,Intermediate,BAO_0000218,2048.0,
11309,,,50597,1,1,,,Rattus norvegicus,9071,CHEMBL625180,,N,Intermediate,BAO_0000218,2048.0,
11310,,,22224,0,1,,,,10677,CHEMBL625181,,U,Autocuration,BAO_0000218,,
11311,,,50594,1,1,,,Mus musculus,9750,CHEMBL625182,,N,Intermediate,BAO_0000218,1088.0,
11312,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL625183,,N,Intermediate,BAO_0000218,,
11313,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL875848,,N,Intermediate,BAO_0000218,,
11314,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622260,,N,Intermediate,BAO_0000218,,
11315,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622261,,N,Intermediate,BAO_0000218,,
11316,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622262,,N,Intermediate,BAO_0000218,,
11317,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622263,,N,Intermediate,BAO_0000218,2113.0,
11318,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622418,,N,Intermediate,BAO_0000218,2113.0,
11319,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL622419,,N,Intermediate,BAO_0000218,2107.0,
11320,,,50594,1,1,,,Mus musculus,13256,CHEMBL623388,,N,Intermediate,BAO_0000218,,
11321,,,50594,1,1,,,Mus musculus,13256,CHEMBL623389,,N,Intermediate,BAO_0000218,2107.0,
11322,,,50594,1,1,,,Mus musculus,13256,CHEMBL623390,,N,Intermediate,BAO_0000218,,
11323,,,50594,1,1,,,Mus musculus,13256,CHEMBL623391,,N,Intermediate,BAO_0000218,,
11324,,,50594,1,1,,,Mus musculus,13256,CHEMBL623392,,N,Intermediate,BAO_0000218,178.0,
11325,,,50594,1,1,,,Mus musculus,13256,CHEMBL623393,,N,Intermediate,BAO_0000218,2037.0,
11326,,,50594,1,1,,,Mus musculus,13256,CHEMBL623394,,N,Intermediate,BAO_0000218,,
11327,,,50594,1,1,,,Mus musculus,13256,CHEMBL618885,,N,Intermediate,BAO_0000218,,
11328,,,50594,1,1,,,Mus musculus,13256,CHEMBL618886,,N,Intermediate,BAO_0000218,2107.0,
11329,,,50594,1,1,,,Mus musculus,13256,CHEMBL618887,,N,Intermediate,BAO_0000218,,
11330,,,50594,1,1,,,Mus musculus,13256,CHEMBL619535,,N,Intermediate,BAO_0000218,,
11331,,,50594,1,1,,,Mus musculus,13256,CHEMBL619536,,N,Intermediate,BAO_0000218,178.0,
11332,,,50594,1,1,,,Mus musculus,13256,CHEMBL619537,,N,Intermediate,BAO_0000218,2037.0,
11333,,,50594,1,1,,,Mus musculus,13256,CHEMBL619705,,N,Intermediate,BAO_0000218,,
11334,,,50594,1,1,,,Mus musculus,13256,CHEMBL619706,,N,Intermediate,BAO_0000218,,
11335,,,50594,1,1,,,Mus musculus,13256,CHEMBL619707,,N,Intermediate,BAO_0000218,2107.0,
11336,,,50594,1,1,,,Mus musculus,13256,CHEMBL619708,,N,Intermediate,BAO_0000218,,
11337,,,50594,1,1,,,Mus musculus,13256,CHEMBL625219,,N,Intermediate,BAO_0000218,,
11338,,,50594,1,1,,,Mus musculus,13256,CHEMBL625220,,N,Intermediate,BAO_0000218,178.0,
11339,,,50594,1,1,,,Mus musculus,13256,CHEMBL625221,,N,Intermediate,BAO_0000218,2037.0,
11340,,,50594,1,1,,,Mus musculus,13256,CHEMBL625222,,N,Intermediate,BAO_0000218,,
11341,,,50594,1,1,,,Mus musculus,13256,CHEMBL625223,,N,Intermediate,BAO_0000218,,
11342,,,50594,1,1,,,Mus musculus,13256,CHEMBL625224,,N,Intermediate,BAO_0000218,2107.0,
11343,,,50594,1,1,,,Mus musculus,13256,CHEMBL625225,,N,Intermediate,BAO_0000218,,
11344,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625226,,N,Intermediate,BAO_0000218,178.0,
11345,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625227,,N,Intermediate,BAO_0000218,178.0,
11346,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625228,,N,Intermediate,BAO_0000218,178.0,
11347,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL875354,,N,Intermediate,BAO_0000218,178.0,
11348,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625229,,N,Intermediate,BAO_0000218,178.0,
11349,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625230,,N,Intermediate,BAO_0000218,178.0,
11350,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625231,,N,Intermediate,BAO_0000218,948.0,
11351,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625900,,N,Intermediate,BAO_0000218,948.0,
11352,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625901,,N,Intermediate,BAO_0000218,948.0,
11353,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625902,,N,Intermediate,BAO_0000218,948.0,
11354,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625903,,N,Intermediate,BAO_0000218,948.0,
11355,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625904,,N,Intermediate,BAO_0000218,948.0,
11356,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625905,,N,Intermediate,BAO_0000218,2107.0,
11357,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL627861,,N,Intermediate,BAO_0000218,2107.0,
11358,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL627862,,N,Intermediate,BAO_0000218,2107.0,
11359,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL627863,,N,Intermediate,BAO_0000218,2107.0,
11360,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL627769,,N,Intermediate,BAO_0000218,2107.0,
11361,,,50588,1,1,,,Canis lupus familiaris,13249,CHEMBL627770,,N,Intermediate,BAO_0000218,1969.0,
11362,,,100710,1,1,,,Macaca fascicularis,13622,CHEMBL627771,,N,Intermediate,BAO_0000218,,
11363,,,50597,1,1,,,Rattus norvegicus,13622,CHEMBL627772,,N,Intermediate,BAO_0000218,,
11364,,,50597,1,1,,,Rattus norvegicus,13622,CHEMBL627773,,N,Intermediate,BAO_0000218,,
11365,,,50597,1,1,,,Rattus norvegicus,13494,CHEMBL621922,,N,Intermediate,BAO_0000218,1969.0,
11366,,,50597,1,1,,,Rattus norvegicus,12170,CHEMBL621923,,N,Intermediate,BAO_0000218,1969.0,
11367,,,22224,0,1,,,,12170,CHEMBL621924,,U,Autocuration,BAO_0000218,1969.0,
11368,,,50588,1,1,,,Canis lupus familiaris,17025,CHEMBL621925,,N,Intermediate,BAO_0000218,1969.0,
11369,,,22224,0,1,,,Simiiformes,17025,CHEMBL621926,,U,Autocuration,BAO_0000218,1969.0,
11370,,,50592,1,1,,,Oryctolagus cuniculus,17025,CHEMBL621927,,N,Intermediate,BAO_0000218,1969.0,
11371,,,50597,1,1,,,Rattus norvegicus,17025,CHEMBL621928,,N,Intermediate,BAO_0000218,1969.0,
11372,,,50597,1,1,,,Rattus norvegicus,14187,CHEMBL621929,,N,Intermediate,BAO_0000218,1969.0,
11373,,,50594,1,1,,,Mus musculus,14816,CHEMBL621930,,N,Intermediate,BAO_0000218,1969.0,
11374,,,50597,1,1,,,Rattus norvegicus,17820,CHEMBL621931,,N,Intermediate,BAO_0000218,1969.0,
11375,,,22224,0,1,,,,14380,CHEMBL621932,,U,Autocuration,BAO_0000218,1969.0,
11376,,,22224,0,1,,,,14380,CHEMBL621933,,U,Autocuration,BAO_0000218,1969.0,
11377,,,50588,1,1,,,Canis lupus familiaris,14691,CHEMBL621934,,N,Intermediate,BAO_0000218,1969.0,
11378,,,50588,1,1,,,Canis lupus familiaris,14691,CHEMBL621935,,N,Intermediate,BAO_0000218,1969.0,
11379,,,50597,1,1,,,Rattus norvegicus,13375,CHEMBL621936,,N,Intermediate,BAO_0000218,1969.0,
11380,,,22224,0,1,,,,6236,CHEMBL621937,,U,Autocuration,BAO_0000218,1969.0,
11381,,,22224,0,1,,,,14380,CHEMBL621938,,U,Autocuration,BAO_0000218,1969.0,
11382,,,22224,0,1,,,,14380,CHEMBL621939,,U,Autocuration,BAO_0000218,1969.0,
11383,,,22224,0,1,,,,14380,CHEMBL621940,,U,Autocuration,BAO_0000218,1969.0,
11384,,,22224,0,1,,,,14380,CHEMBL621941,,U,Autocuration,BAO_0000218,1969.0,
11385,,,22224,0,1,,,,14380,CHEMBL621942,,U,Autocuration,BAO_0000218,1969.0,
11386,,,22224,0,1,,,,14380,CHEMBL626178,,U,Autocuration,BAO_0000218,1969.0,
11387,,,22224,0,1,,,,14380,CHEMBL626179,,U,Autocuration,BAO_0000218,1969.0,
11388,,,22224,0,1,,,,14380,CHEMBL626180,,U,Autocuration,BAO_0000218,1969.0,
11389,,,50597,1,1,,,Rattus norvegicus,13622,CHEMBL626181,,N,Intermediate,BAO_0000218,1969.0,
11390,,,50597,1,1,,,Rattus norvegicus,15372,CHEMBL626182,,N,Intermediate,BAO_0000218,,
11391,,,50597,1,1,,,Rattus norvegicus,15372,CHEMBL626183,,N,Intermediate,BAO_0000218,,
11392,,,50597,1,1,,,Rattus norvegicus,15372,CHEMBL626184,,N,Intermediate,BAO_0000218,,
11393,,,50597,1,1,,,Rattus norvegicus,15372,CHEMBL626185,,N,Intermediate,BAO_0000218,,
11394,,,50588,1,1,,,Canis lupus familiaris,14925,CHEMBL626186,,N,Intermediate,BAO_0000218,1969.0,
11395,,,50588,1,1,,,Canis lupus familiaris,14925,CHEMBL877589,,N,Intermediate,BAO_0000218,1969.0,
11396,,,22224,0,1,,,,11883,CHEMBL626187,,U,Autocuration,BAO_0000218,,
11397,,,22224,0,1,,,,11883,CHEMBL626188,,U,Autocuration,BAO_0000218,,
11398,,,22224,0,1,,,,13391,CHEMBL626189,,U,Autocuration,BAO_0000218,,
11399,,,22224,0,1,,,,13391,CHEMBL626855,,U,Autocuration,BAO_0000218,178.0,
11400,,,22224,0,1,,,,13391,CHEMBL623781,,U,Autocuration,BAO_0000218,178.0,
11401,,,22224,0,1,,,,13391,CHEMBL623782,,U,Autocuration,BAO_0000218,178.0,
11402,,,50597,1,1,,,Rattus norvegicus,16360,CHEMBL623783,,N,Intermediate,BAO_0000218,1969.0,
11403,,,50588,1,1,,,Canis lupus familiaris,3673,CHEMBL623784,,N,Intermediate,BAO_0000218,1969.0,
11404,,,50588,1,1,,,Canis lupus familiaris,14431,CHEMBL623785,,N,Intermediate,BAO_0000218,1969.0,
11405,,,50597,1,1,,,Rattus norvegicus,14431,CHEMBL623786,,N,Intermediate,BAO_0000218,1969.0,
11406,,,50597,1,1,,,Rattus norvegicus,14964,CHEMBL623787,,N,Intermediate,BAO_0000218,,
11407,,,50597,1,1,,,Rattus norvegicus,14964,CHEMBL623788,,N,Intermediate,BAO_0000218,,
11408,,,50594,1,1,,,Mus musculus,14209,CHEMBL623789,,N,Intermediate,BAO_0000218,1969.0,
11409,,,50594,1,1,,,Mus musculus,11355,CHEMBL623790,,N,Intermediate,BAO_0000218,178.0,
11410,,,50594,1,1,,,Mus musculus,11355,CHEMBL623791,,N,Intermediate,BAO_0000218,178.0,
11411,,,50597,1,1,,,Rattus norvegicus,11966,CHEMBL623792,,N,Intermediate,BAO_0000218,1969.0,
11412,,,22224,0,1,,,Simiiformes,8918,CHEMBL623793,,U,Autocuration,BAO_0000218,1969.0,
11413,,,50594,1,1,,,Mus musculus,8918,CHEMBL623794,,N,Intermediate,BAO_0000218,1969.0,
11414,,,50597,1,1,,,Rattus norvegicus,8918,CHEMBL623795,,N,Intermediate,BAO_0000218,1969.0,
11415,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623796,,N,Intermediate,BAO_0000218,,
11416,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623797,,N,Intermediate,BAO_0000218,,
11417,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623798,,N,Intermediate,BAO_0000218,,
11418,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623799,,N,Intermediate,BAO_0000218,,
11419,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624490,,N,Intermediate,BAO_0000218,160.0,
11420,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624491,,N,Intermediate,BAO_0000218,160.0,
11421,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624492,,N,Intermediate,BAO_0000218,160.0,
11422,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624493,,N,Intermediate,BAO_0000218,160.0,
11423,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL877595,,N,Intermediate,BAO_0000218,160.0,
11424,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624494,,N,Intermediate,BAO_0000218,160.0,
11425,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624495,,N,Intermediate,BAO_0000218,160.0,
11426,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624681,,N,Intermediate,BAO_0000218,160.0,
11427,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624682,,N,Intermediate,BAO_0000218,,
11428,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624683,,N,Intermediate,BAO_0000218,,
11429,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624684,,N,Intermediate,BAO_0000218,,
11430,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624685,,N,Intermediate,BAO_0000218,,
11431,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624686,,N,Intermediate,BAO_0000218,,
11432,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624687,,N,Intermediate,BAO_0000218,,
11433,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624688,,N,Intermediate,BAO_0000218,,
11434,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL627161,,N,Intermediate,BAO_0000218,,
11435,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL622127,,N,Intermediate,BAO_0000218,,
11436,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL622128,,N,Intermediate,BAO_0000218,,
11437,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL874384,,N,Intermediate,BAO_0000218,,
11438,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624898,,N,Intermediate,BAO_0000218,,
11439,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624899,,N,Intermediate,BAO_0000218,,
11440,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624900,,N,Intermediate,BAO_0000218,,
11441,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624901,,N,Intermediate,BAO_0000218,,
11442,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624902,,N,Intermediate,BAO_0000218,,
11443,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624903,,N,Intermediate,BAO_0000218,,
11444,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624904,,N,Intermediate,BAO_0000218,,
11445,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624905,,N,Intermediate,BAO_0000218,,
11446,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624906,,N,Intermediate,BAO_0000218,,
11447,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624907,,N,Intermediate,BAO_0000218,,
11448,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624908,,N,Intermediate,BAO_0000218,,
11449,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624909,,N,Intermediate,BAO_0000218,,
11450,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624910,,N,Intermediate,BAO_0000218,,
11451,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624911,,N,Intermediate,BAO_0000218,2385.0,
11452,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL874388,,N,Intermediate,BAO_0000218,2385.0,
11453,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL624912,,N,Intermediate,BAO_0000218,2385.0,
11454,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL622930,,N,Intermediate,BAO_0000218,2385.0,
11455,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623121,,N,Intermediate,BAO_0000218,2385.0,
11456,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623122,,N,Intermediate,BAO_0000218,2385.0,
11457,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623123,,N,Intermediate,BAO_0000218,2385.0,
11458,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623124,,N,Intermediate,BAO_0000218,2385.0,
11459,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623125,,N,Intermediate,BAO_0000218,,
11460,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623126,,N,Intermediate,BAO_0000218,,
11461,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623127,,N,Intermediate,BAO_0000218,,
11462,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623128,,N,Intermediate,BAO_0000218,,
11463,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623129,,N,Intermediate,BAO_0000218,,
11464,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623130,,N,Intermediate,BAO_0000218,,
11465,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623131,,N,Intermediate,BAO_0000218,,
11466,,,50597,1,1,,,Rattus norvegicus,8684,CHEMBL623132,,N,Intermediate,BAO_0000218,,
11467,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623133,,N,Intermediate,BAO_0000218,2107.0,
11468,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623134,,N,Intermediate,BAO_0000218,,
11469,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL874389,,N,Intermediate,BAO_0000218,,
11470,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623135,,N,Intermediate,BAO_0000218,,
11471,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623136,,N,Intermediate,BAO_0000218,,
11472,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623137,,N,Intermediate,BAO_0000218,,
11473,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623138,,N,Intermediate,BAO_0000218,,
11474,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623139,,N,Intermediate,BAO_0000218,2113.0,
11475,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623140,,N,Intermediate,BAO_0000218,2113.0,
11476,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623141,,N,Intermediate,BAO_0000218,2107.0,
11477,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623142,,N,Intermediate,BAO_0000218,2107.0,
11478,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL623143,,N,Intermediate,BAO_0000218,,
11479,,,50594,1,1,,,Mus musculus,14571,CHEMBL623144,,N,Intermediate,BAO_0000218,1088.0,
11480,,,50597,1,1,,,Rattus norvegicus,14571,CHEMBL623405,,N,Intermediate,BAO_0000218,1088.0,
11481,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624074,,N,Intermediate,BAO_0000218,,
11482,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624075,,N,Intermediate,BAO_0000218,,
11483,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624076,,N,Intermediate,BAO_0000218,,
11484,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624077,,N,Intermediate,BAO_0000218,,
11485,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624078,,N,Intermediate,BAO_0000218,,
11486,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624079,,N,Intermediate,BAO_0000218,2113.0,
11487,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624261,,N,Intermediate,BAO_0000218,2113.0,
11488,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624262,,N,Intermediate,BAO_0000218,,
11489,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624263,,N,Intermediate,BAO_0000218,,
11490,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624264,,N,Intermediate,BAO_0000218,,
11491,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624265,,N,Intermediate,BAO_0000218,,
11492,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624266,,N,Intermediate,BAO_0000218,,
11493,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624267,,N,Intermediate,BAO_0000218,,
11494,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624268,,N,Intermediate,BAO_0000218,,
11495,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL875227,,N,Intermediate,BAO_0000218,,
11496,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624269,,N,Intermediate,BAO_0000218,2113.0,
11497,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624270,,N,Intermediate,BAO_0000218,2113.0,
11498,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624271,,N,Intermediate,BAO_0000218,,
11499,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624272,,N,Intermediate,BAO_0000218,,
11500,,,50597,1,1,,,Rattus norvegicus,8319,CHEMBL624273,,N,Intermediate,BAO_0000218,,
11501,,,50597,1,1,,,Rattus norvegicus,12064,CHEMBL624274,,N,Intermediate,BAO_0000218,1088.0,
11502,,,50597,1,1,,,Rattus norvegicus,12064,CHEMBL624275,,N,Intermediate,BAO_0000218,1088.0,
11503,,,50597,1,1,,,Rattus norvegicus,12064,CHEMBL624276,,N,Intermediate,BAO_0000218,1088.0,
11504,,,50597,1,1,,,Rattus norvegicus,12038,CHEMBL624277,,N,Intermediate,BAO_0000218,1088.0,
11505,,,22224,0,1,,,,14314,CHEMBL624278,,U,Autocuration,BAO_0000019,,
11506,,,22224,0,1,,,,14314,CHEMBL624279,,U,Autocuration,BAO_0000019,,
11507,,,50597,1,1,,,Rattus norvegicus,11488,CHEMBL624280,,N,Intermediate,BAO_0000218,1988.0,
11508,,,50597,1,1,,,Rattus norvegicus,11488,CHEMBL624281,,N,Intermediate,BAO_0000218,1988.0,
11509,,,50597,1,1,,,Rattus norvegicus,11488,CHEMBL622933,,N,Intermediate,BAO_0000218,1988.0,
11510,,,50597,1,1,,,Rattus norvegicus,11488,CHEMBL622934,,N,Intermediate,BAO_0000218,1988.0,
11511,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL622935,,N,Intermediate,BAO_0000218,2107.0,
11512,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL622936,,N,Intermediate,BAO_0000218,2107.0,
11513,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL875228,,N,Intermediate,BAO_0000218,2107.0,
11514,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL622937,,N,Intermediate,BAO_0000218,2048.0,
11515,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL622938,,N,Intermediate,BAO_0000218,2048.0,
11516,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL619736,,N,Intermediate,BAO_0000218,2048.0,
11517,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625117,,N,Intermediate,BAO_0000218,2048.0,
11518,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625118,,N,Intermediate,BAO_0000218,2048.0,
11519,,,50597,1,1,,,Rattus norvegicus,8829,CHEMBL625119,,N,Intermediate,BAO_0000218,2048.0,
11520,,,50597,1,1,,,Rattus norvegicus,14972,CHEMBL625120,,N,Intermediate,BAO_0000218,2037.0,
11521,,,50597,1,1,,,Rattus norvegicus,14972,CHEMBL625121,,N,Intermediate,BAO_0000218,,
11522,,,50597,1,1,,,Rattus norvegicus,14972,CHEMBL625122,,N,Intermediate,BAO_0000218,10000006.0,
11523,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL622204,,N,Intermediate,BAO_0000218,178.0,
11524,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL877503,,N,Intermediate,BAO_0000218,178.0,
11525,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627127,,N,Intermediate,BAO_0000218,178.0,
11526,,,22224,0,1,,,,14608,CHEMBL627128,,U,Autocuration,BAO_0000218,10000000.0,
11527,,,22224,0,1,,,,14608,CHEMBL627129,,U,Autocuration,BAO_0000218,10000000.0,
11528,,,22224,0,1,,,,14608,CHEMBL627130,,U,Autocuration,BAO_0000218,10000000.0,
11529,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627131,,N,Intermediate,BAO_0000218,955.0,
11530,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627132,,N,Intermediate,BAO_0000218,955.0,
11531,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627133,,N,Intermediate,BAO_0000218,955.0,
11532,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627134,,N,Intermediate,BAO_0000218,2037.0,
11533,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627135,,N,Intermediate,BAO_0000218,2037.0,
11534,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL627136,,N,Intermediate,BAO_0000218,2037.0,
11535,,,50597,1,1,,,Rattus norvegicus,14608,CHEMBL628435,,N,Intermediate,BAO_0000218,,
