Fiscal year,Climate change mitigation (marker),Disability issues (marker),Division name,Status,Biodiversity (marker),Programming process (new),FSTC percent,CountryRegion ID,Participatory development and good governance,IRTC percent,Section name,Division ID,Project Browser country ID,Organisation name,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Section ID,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Urban issues (marker)
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,ZA,0,0.0,Southern & Eastern Africa Geographic Pro,D4270,ZA,South Africa National Treasury IDC,A033749001,2707892.36,B4200,WGM Sub-Saharan Africa,S4275,0,4284,South Africa,2707892.36,0,Responsive,1,Other PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,ZA,0,0.0,Southern & Eastern Africa Geographic Pro,D4270,ZA,South Africa National Treasury IDC,A033749001,2707892.36,B4200,WGM Sub-Saharan Africa,S4275,0,4284,South Africa,2707892.36,0,Responsive,1,Other PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Operational,0,Uncoded: Pre-APP,1.0,ZA,0,0.0,Southern & Eastern Africa Geographic Pro,D4270,ZA,South Africa National Treasury IDC,A033750001,5300000.0,B4200,WGM Sub-Saharan Africa,S4275,0,4284,South Africa,5300000.0,0,Responsive,1,Other PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,ZA,1,0.0,Southern & Eastern Africa Geographic Pro,D4270,ZA,South Africa National Treasury IDC,A033751001,376662.13,B4200,WGM Sub-Saharan Africa,S4275,0,4284,South Africa,376662.13,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Afghanistan Independent Human Rights Commission,A033754001,7010768.76,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,7010768.76,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Department of Foreign Affairs and International Trade,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,0,0.0,Central Americas Section,D4400,HN,Agrodev Canada Inc.,A033757PRE,75032.08,B4400,NGM Americas,S4403,0,4408,Honduras,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.700000031,ET,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,ET,Department of Foreign Affairs and International Trade,A033759001,162925.95,B4200,WGM Sub-Saharan Africa,S4227,0,4229,Ethiopia,162925.95,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.700000031,ET,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,ET,Department of Foreign Affairs and International Trade,A033759001,162925.95,B4200,WGM Sub-Saharan Africa,S4227,0,4229,Ethiopia,162925.95,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.700000031,ET,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,ET,Department of Foreign Affairs and International Trade,A033759001,162925.95,B4200,WGM Sub-Saharan Africa,S4227,0,4229,Ethiopia,162925.95,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.700000031,ET,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,ET,Department of Foreign Affairs and International Trade,A033759001,162925.95,B4200,WGM Sub-Saharan Africa,S4227,0,4229,Ethiopia,162925.95,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,MW,0,0.0,Mozambique Program,D4270,MW,Department of Foreign Affairs and International Trade,A033764001,2820035.5,B4200,WGM Sub-Saharan Africa,S4271,0,4280,Malawi,2820035.5,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,MW,0,0.0,Mozambique Program,D4270,MW,D�M�NAGEMENT OUTAOUAIS INC.,A033764001,2820035.5,B4200,WGM Sub-Saharan Africa,S4271,0,4280,Malawi,2820035.5,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,MW,0,0.0,Mozambique Program,D4270,MW,Malawi Program Support Unit,A033764001,2820035.5,B4200,WGM Sub-Saharan Africa,S4271,0,4280,Malawi,2820035.5,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,MW,0,0.0,Mozambique Program,D4270,MW,Information not available,A033764001,2820035.5,B4200,WGM Sub-Saharan Africa,S4271,0,4280,Malawi,2820035.5,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,MW,0,0.0,Mozambique Program,D4270,MW,Information not available,A033764001,2820035.5,B4200,WGM Sub-Saharan Africa,S4271,0,4280,Malawi,2820035.5,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Terminating,0,Uncoded: Pre-APP,0.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033770001,109500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,109500000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Terminating,0,Uncoded: Pre-APP,0.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033770001,109500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,109500000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.14,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033773001,55000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,55000000.0,0,Responsive,1,Pooled funding,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UNMAS - United Nations Mine Action Service,A033774001,58095138.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,58095138.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UNDP - United Nations Development Programme,A033776003,12000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,12000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UNDP - United Nations Development Programme,A033776003,12000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,12000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UNDP - United Nations Development Programme,A033776003,12000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,12000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UNDP - United Nations Development Programme,A033776003,12000000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,12000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.25,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033778001,19527749.36,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,19527749.36,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033780001,91500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,91500000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033780001,91500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,91500000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033780001,91500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,91500000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Department of Foreign Affairs and International Trade,A033782001,3314269.05,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,3314269.05,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Information not available,A033782001,3314269.05,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,3314269.05,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Operational,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033783001,10120000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,10120000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Operational,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033783001,10120000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,10120000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Operational,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033783001,10120000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,10120000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Operational,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Aga Khan Foundation Canada,A033783001,10120000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,10120000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.2,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Building Markets International,A033784001,11720689.79,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,11720689.79,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.2,AF,1,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,Building Markets International,A033784001,11720689.79,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,11720689.79,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,World Bank,A033786001,26500000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,26500000.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Terminating,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,WHO - World Health Organization,A033787002,7791449.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,7791449.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UN-HABITAT - United Nations Human Settlements Programme,A033789001,22700000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,22700000.0,0,Responsive,1,Not PBA,1,0,0,0,1
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UN-HABITAT - United Nations Human Settlements Programme,A033789001,22700000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,22700000.0,0,Responsive,1,Not PBA,1,0,0,0,1
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,2,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,UN-HABITAT - United Nations Human Settlements Programme,A033789001,22700000.0,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,22700000.0,0,Responsive,1,Not PBA,1,0,0,0,1
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,CANADEM,A033795001,12090141.82,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,12090141.82,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,0.0,AF,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,AF,ANGELHOEVE ASSOCIATES INC.,A033795003,205622.4,B4100,OGM Asia Pacific,S4141,0,4125,Afghanistan,205622.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,BB,1,0.0,Public Institutions & Elections,D6214,BB,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,BJ,1,0.0,Public Institutions & Elections,D6214,BJ,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,BZ,1,0.0,Public Institutions & Elections,D6214,BZ,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,CM,1,0.0,Public Institutions & Elections,D6214,CM,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,CR,1,0.0,Public Institutions & Elections,D6214,CR,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,GH,1,0.0,Public Institutions & Elections,D6214,GH,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,GY,1,0.0,Public Institutions & Elections,D6214,GY,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,KE,1,0.0,Public Institutions & Elections,D6214,KE,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,LC,1,0.0,Public Institutions & Elections,D6214,LC,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,ML,1,0.0,Public Institutions & Elections,D6214,ML,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,TH,1,0.0,Public Institutions & Elections,D6214,TH,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,TZ,1,0.0,Public Institutions & Elections,D6214,TZ,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,VC,1,0.0,Public Institutions & Elections,D6214,VC,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,KGD Sustainable Economic Growth Partner.,Closed,0,Uncoded: Pre-APP,1.0,VN,1,0.0,Public Institutions & Elections,D6214,VN,CCAF-FCVI Inc.,A033803PRG,8222094.99,B6100,KFM Partnership for Develop. Innovation,S6219,0,6219,Public Institutions & Elections,8222094.99,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,1,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,HN,1,0.0,Central Americas Section,D4400,HN,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),A033809PRE,76572.48,B4400,NGM Americas,S4403,0,4408,Honduras,76572.48,0,Directive,1,Not PBA,1,0,0,0,0
