ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
6375,,Intermediate,,80682,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),CHEMBL619591,N,1,646.0,A549,,,1,,BAO_0000219,
6376,,Intermediate,,80682,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,CHEMBL619592,N,1,646.0,A549,,,1,,BAO_0000219,
6377,,Intermediate,,80682,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,CHEMBL619593,N,1,646.0,A549,,,1,,BAO_0000219,
6378,,Intermediate,,80682,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,CHEMBL620217,N,1,646.0,A549,,,1,,BAO_0000219,
6379,,Intermediate,,80682,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,CHEMBL620218,N,1,646.0,A549,,,1,,BAO_0000219,
6380,,Intermediate,,80682,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,CHEMBL620219,N,1,646.0,A549,,,1,,BAO_0000219,
6381,,Intermediate,,80682,Antitumor activity against A549/ATCC cell line,CHEMBL620220,N,1,646.0,A549,,,1,,BAO_0000219,
6382,,Intermediate,,80682,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,CHEMBL625141,N,1,646.0,A549,,,1,,BAO_0000219,
6383,,Expert,,80682,In vitro cytotoxicity against A549/ATCC cell line.,CHEMBL625142,N,1,646.0,A549,,,1,,BAO_0000219,
6384,,Intermediate,,80682,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,CHEMBL625143,N,1,646.0,A549,,,1,,BAO_0000219,
6385,,Intermediate,,80682,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,CHEMBL625144,N,1,646.0,A549,,,1,,BAO_0000219,
6386,,Intermediate,,80682,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,CHEMBL622474,N,1,646.0,A549,,,1,,BAO_0000219,
6387,,Intermediate,,80682,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,CHEMBL884104,N,1,646.0,A549,,,1,,BAO_0000219,
6388,,Autocuration,,22226,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,CHEMBL622475,U,0,,,,,1,,BAO_0000219,
6389,,Intermediate,,22224,Compound was tested for oral bioavailability in dogs,CHEMBL622476,U,0,,,,,1,,BAO_0000218,
6390,,Intermediate,,50588,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,CHEMBL875831,N,1,,,,,1,,BAO_0000218,
6391,,Intermediate,,50588,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,CHEMBL622477,N,1,,,,,1,,BAO_0000218,
6392,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL622478,N,1,,,,,1,,BAO_0000218,
6393,,Intermediate,,50588,Compound was tested for the oral bioavailability in dog; No availability,CHEMBL623172,N,1,,,,,1,,BAO_0000218,
6394,,Intermediate,,50588,Oral bioavailability in dog (dose 5 mg/kg),CHEMBL623173,N,1,,,,,1,,BAO_0000218,
6395,,Intermediate,,50588,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,CHEMBL623174,N,1,,,,,1,,BAO_0000218,
6396,,Intermediate,,50588,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,CHEMBL623175,N,1,,,,,1,,BAO_0000218,
6397,,Intermediate,,50588,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),CHEMBL623340,N,1,,,,,1,,BAO_0000218,
6398,,Intermediate,,50588,Oral bioavailability in dog (dose 5 mg/kg),CHEMBL623341,N,1,,,,,1,,BAO_0000218,
6399,,Intermediate,,50588,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),CHEMBL623342,N,1,,,,,1,,BAO_0000218,
6400,,Intermediate,,50588,Oral bioavailability of active FTIs in dogs,CHEMBL623343,N,1,,,,,1,,BAO_0000218,
6401,,Intermediate,,50588,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),CHEMBL623344,N,1,,,,,1,,BAO_0000218,
6402,,Expert,,50588,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,CHEMBL623345,N,1,,,,,1,,BAO_0000218,
6403,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL875832,N,1,,,,,1,,BAO_0000218,
6404,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623346,N,1,,,,,1,,BAO_0000218,
6405,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623347,N,1,,,,,1,,BAO_0000218,
6406,,Intermediate,,50588,Oral bioavailability of compound was determined in dog; Not tested,CHEMBL623348,N,1,,,,,1,,BAO_0000218,
6407,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623349,N,1,,,,,1,,BAO_0000218,
6408,,Intermediate,,50588,Oral bioavailability (10 mg/kg) was determined in dog,CHEMBL623350,N,1,,,,,1,,BAO_0000218,
6409,,Intermediate,,50588,Oral bioavailability,CHEMBL623351,N,1,,,,,1,,BAO_0000218,
6410,,Intermediate,,50588,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),CHEMBL623352,N,1,,,,,1,,BAO_0000218,
6411,,Intermediate,,50588,Oral bioavailability administered in solution in rats,CHEMBL623353,N,1,,,,,1,,BAO_0000218,
6412,,Intermediate,,50588,Oral bioavailability after 30 mg/kg po dose in Dogs,CHEMBL875833,N,1,,,,,1,,BAO_0000218,
6413,,Intermediate,,50588,Oral bioavailability at a dose of 1 mg/kg in dogs,CHEMBL623354,N,1,,,,,1,,BAO_0000218,
6414,,Intermediate,,50588,Oral bioavailability in dog (dose 1 mg/kg p.o.),CHEMBL623355,N,1,,,,,1,,BAO_0000218,
6415,,Intermediate,,50588,Oral bioavailability in Dog; ND = not determined,CHEMBL623356,N,1,,,,,1,,BAO_0000218,
6416,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623357,N,1,,,,,1,,BAO_0000218,
6417,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623358,N,1,,,,,1,,BAO_0000218,
6418,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623359,N,1,,,,,1,,BAO_0000218,
6419,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623360,N,1,,,,,1,,BAO_0000218,
6420,,Intermediate,,50588,Oral bioavailability in dogs; No data,CHEMBL623361,N,1,,,,,1,,BAO_0000218,
6421,,Intermediate,,50588,Oral bioavailability measured in dogs,CHEMBL623362,N,1,,,,,1,,BAO_0000218,
6422,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623363,N,1,,,,,1,,BAO_0000218,
6423,,Intermediate,,50588,Oral bioavailability was calculated in dog,CHEMBL623364,N,1,,,,,1,,BAO_0000218,
6424,,Intermediate,,50588,Oral bioavailability after 0.3 mg/kg po administration in dog,CHEMBL875834,N,1,,,,,1,,BAO_0000218,
6425,,Intermediate,,50588,Oral bioavailability in dog (i.v. dosing),CHEMBL623365,N,1,,,,,1,,BAO_0000218,
6426,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623366,N,1,,,,,1,,BAO_0000218,
6427,,Intermediate,,50588,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,CHEMBL623367,N,1,,,,,1,,BAO_0000218,
6428,,Intermediate,,50588,Oral bioavailability in Beagle dogs,CHEMBL623368,N,1,,,,,1,,BAO_0000218,
6429,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623369,N,1,,,,,1,,BAO_0000218,
6430,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623370,N,1,,,,,1,,BAO_0000218,
6431,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623371,N,1,,,,,1,,BAO_0000218,
6432,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL623372,N,1,,,,,1,,BAO_0000218,
6433,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621351,N,1,,,,,1,,BAO_0000218,
6434,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621352,N,1,,,,,1,,BAO_0000218,
6435,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621353,N,1,,,,,1,,BAO_0000218,
6436,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621354,N,1,,,,,1,,BAO_0000218,
6437,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621355,N,1,,,,,1,,BAO_0000218,
6438,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621356,N,1,,,,,1,,BAO_0000218,
6439,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621357,N,1,,,,,1,,BAO_0000218,
6440,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621358,N,1,,,,,1,,BAO_0000218,
6441,,Intermediate,,50588,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),CHEMBL621359,N,1,,,,,1,,BAO_0000218,
6442,,Intermediate,,50588,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),CHEMBL621360,N,1,,,,,1,,BAO_0000218,
6443,,Intermediate,,50588,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),CHEMBL621361,N,1,,,,,1,,BAO_0000218,
6444,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621362,N,1,,,,,1,,BAO_0000218,
6445,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621363,N,1,,,,,1,,BAO_0000218,
6446,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621364,N,1,,,,,1,,BAO_0000218,
6447,,Intermediate,,50588,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),CHEMBL621166,N,1,,,,,1,,BAO_0000218,
6448,,Intermediate,,50588,Oral bioavailability in dog (dose 1 mg/kg i.v.),CHEMBL621167,N,1,,,,,1,,BAO_0000218,
6449,,Intermediate,,50588,Oral bioavailability (F) in dogs,CHEMBL621168,N,1,,,,,1,,BAO_0000218,
6450,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL621169,N,1,,,,,1,,BAO_0000218,
6451,,Intermediate,,50588,Bioavailability in dog,CHEMBL875950,N,1,,,,,1,,BAO_0000218,
6452,,Intermediate,,50588,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL621170,N,1,,,,,1,,BAO_0000218,
6453,,Intermediate,,50588,Oral bioavailability after peroral administration at 5 mpk in Dog,CHEMBL621171,N,1,,,,,1,,BAO_0000218,
6454,,Intermediate,,50588,Oral bioavailability in dog (dose 5 mg/kg),CHEMBL621172,N,1,,,,,1,,BAO_0000218,
6455,,Intermediate,,50588,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL621173,N,1,,,,,1,,BAO_0000218,
6456,2113.0,Intermediate,Kidney,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,CHEMBL621174,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6457,2113.0,Intermediate,Kidney,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,CHEMBL621175,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6458,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,CHEMBL621176,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6459,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,CHEMBL621177,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6460,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,CHEMBL621178,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6461,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,CHEMBL621179,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6462,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,CHEMBL621180,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6463,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,CHEMBL875951,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6464,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,CHEMBL621181,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6465,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,CHEMBL621182,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6466,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,CHEMBL621183,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6467,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,CHEMBL621184,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6468,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,CHEMBL621185,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6469,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,CHEMBL621186,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6470,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,CHEMBL621187,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6471,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,CHEMBL621188,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6472,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,CHEMBL621189,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6473,2106.0,Intermediate,Spleen,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,CHEMBL621190,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6474,2106.0,Intermediate,Spleen,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,CHEMBL618520,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6475,2106.0,Intermediate,Spleen,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,CHEMBL621739,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6476,2106.0,Intermediate,Spleen,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,CHEMBL621740,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6477,2106.0,Intermediate,Spleen,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,CHEMBL621741,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6478,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,CHEMBL621742,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6479,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,CHEMBL621743,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6480,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,CHEMBL621744,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6481,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,CHEMBL621745,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6482,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,CHEMBL621746,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6483,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,CHEMBL621747,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6484,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,CHEMBL621748,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6485,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,CHEMBL621749,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6486,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,CHEMBL621750,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6487,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,CHEMBL621751,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6488,948.0,Intermediate,Heart,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,CHEMBL621752,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6489,948.0,Intermediate,Heart,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,CHEMBL621753,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6490,948.0,Intermediate,Heart,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,CHEMBL875955,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6491,948.0,Intermediate,Heart,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,CHEMBL621754,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6492,948.0,Intermediate,Heart,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,CHEMBL621755,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6493,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,CHEMBL621756,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6494,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,CHEMBL624199,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6495,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,CHEMBL624200,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6496,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,CHEMBL624375,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6497,2107.0,Intermediate,Liver,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,CHEMBL624376,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6498,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,CHEMBL624377,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6499,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,CHEMBL624378,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6500,,Intermediate,,50067,Compound tested for the antimicrobial activity against Acinetobacter anitratus,CHEMBL857901,N,1,,,,,1,,BAO_0000218,
6501,,Intermediate,,50067,Compound tested for the antimicrobial activity against Acinetobacter anitratus,CHEMBL875274,N,1,,,,,1,,BAO_0000218,
6502,,Intermediate,,50067,Compound tested for the antimicrobial activity against Acinetobacter anitratus,CHEMBL624379,N,1,,,,,1,,BAO_0000218,
6503,,Intermediate,,50067,Compound tested for the antimicrobial activity against Acinetobacter anitratus,CHEMBL624380,N,1,,,,,1,,BAO_0000218,
6504,,Intermediate,,50192,Activity against Acinetobacter calcoaceticus (AC54),CHEMBL624381,N,1,,,,,1,,BAO_0000218,
6505,,Intermediate,,50714,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,CHEMBL624382,N,1,,,,,1,,BAO_0000218,
6506,,Intermediate,,50714,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,CHEMBL624383,N,1,,,,,1,,BAO_0000218,
6507,,Intermediate,,50296,Chlorohexidine coefficient for Actinomyces naeslundii 631,CHEMBL624384,N,1,,,,,1,,BAO_0000218,
6508,,Intermediate,,50296,Chlorohexidine coefficient for Actinomyces naeslundii B74,CHEMBL624385,N,1,,,,,1,,BAO_0000218,
6509,,Intermediate,,50296,Chlorohexidine coefficient for Actinomyces naeslundii N/3,CHEMBL624386,N,1,,,,,1,,BAO_0000218,
6510,,Intermediate,,50296,Chlorohexidine coefficient for Actinomyces naeslundii N/9,CHEMBL624387,N,1,,,,,1,,BAO_0000218,
6511,,Intermediate,,50296,Plaque bactericidal index against Actinomyces naeslundii 631,CHEMBL624388,N,1,,,,,1,,BAO_0000218,
6512,,Intermediate,,50296,Plaque bactericidal index against Actinomyces naeslundii N/9,CHEMBL624389,N,1,,,,,1,,BAO_0000218,
6513,,Intermediate,,50296,Plaque bactericidal index against Actinomyces naeslundii B74,CHEMBL624390,N,1,,,,,1,,BAO_0000218,
6514,,Intermediate,,50296,Plaque bactericidal index against Actinomyces naeslundii N/3,CHEMBL875275,N,1,,,,,1,,BAO_0000218,
6515,,Intermediate,,50056,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,CHEMBL624391,N,1,,,,,1,,BAO_0000218,
6516,,Intermediate,,50056,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",CHEMBL623636,N,1,,,,,1,,BAO_0000218,
6517,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,CHEMBL623637,N,1,,,,,1,,BAO_0000218,
6518,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,CHEMBL623638,N,1,,,,,1,,BAO_0000218,
6519,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,CHEMBL623639,N,1,,,,,1,,BAO_0000218,
6520,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,CHEMBL623640,N,1,,,,,1,,BAO_0000218,
6521,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,CHEMBL623641,N,1,,,,,1,,BAO_0000218,
6522,,Intermediate,,50532,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,CHEMBL623642,N,1,,,,,1,,BAO_0000218,
6523,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,CHEMBL623643,N,1,,,,,1,,BAO_0000218,
6524,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,CHEMBL623644,N,1,,,,,1,,BAO_0000218,
6525,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,CHEMBL623645,N,1,,,,,1,,BAO_0000218,
6526,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,CHEMBL623646,N,1,,,,,1,,BAO_0000218,
6527,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,CHEMBL623647,N,1,,,,,1,,BAO_0000218,
6528,,Intermediate,,50532,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,CHEMBL623648,N,1,,,,,1,,BAO_0000218,
6529,,Intermediate,,50366,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,CHEMBL623649,N,1,,,,,1,,BAO_0000218,
6530,,Intermediate,,50366,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,CHEMBL623650,N,1,,,,,1,,BAO_0000218,
6531,,Intermediate,,50366,Chlorohexidine coefficient for Actinomyces viscosus 8A06,CHEMBL623651,N,1,,,,,1,,BAO_0000218,
6532,,Expert,,50366,Chlorohexidine coefficient for Actinomyces viscosus M-100,CHEMBL623652,N,1,,,,,1,,BAO_0000218,
6533,,Intermediate,,50366,Chlorohexidine coefficient for Actinomyces viscosus M-626,CHEMBL623653,N,1,,,,,1,,BAO_0000218,
6534,,Intermediate,,50366,Chlorohexidine coefficient for Actinomyces viscosus T14V,CHEMBL623654,N,1,,,,,1,,BAO_0000218,
6535,,Intermediate,,50366,Plaque bactericidal index against Actinomyces viscosus 8A06,CHEMBL623655,N,1,,,,,1,,BAO_0000218,
6536,,Intermediate,,50366,Plaque bactericidal index against Actinomyces viscosus M-100,CHEMBL623656,N,1,,,,,1,,BAO_0000218,
6537,,Expert,,50366,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,CHEMBL623657,N,1,,,,,1,,BAO_0000218,
6538,,Intermediate,,50366,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",CHEMBL623658,N,1,,,,,1,,BAO_0000218,
6539,,Intermediate,,50366,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",CHEMBL623659,N,1,,,,,1,,BAO_0000218,
6540,,Intermediate,,50366,Plaque bactericidal index against Actinomyces viscosus 626,CHEMBL623660,N,1,,,,,1,,BAO_0000218,
6541,,Intermediate,,50366,Plaque bactericidal index against Actinomyces viscosus T14V,CHEMBL623661,N,1,,,,,1,,BAO_0000218,
6542,,Intermediate,,50535,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,CHEMBL875281,N,1,,,,,1,,BAO_0000218,
6543,,Intermediate,,50535,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,CHEMBL623662,N,1,,,,,1,,BAO_0000218,
