pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
3140,116,2,11016,4.99,2005-08-02 05:19:13
6348,236,2,1308,5.99,2005-06-15 10:07:48
9534,353,2,1359,2.99,2005-06-15 13:30:30
12828,474,1,11489,2.99,2005-08-02 22:35:28
9336,346,1,65,4.99,2005-05-25 09:32:03
3938,145,2,9576,0.99,2005-07-31 02:52:59
3483,129,1,5127,0.99,2005-07-09 07:25:47
423,16,1,1944,7.99,2005-06-17 07:50:53
1196,43,1,14649,4.99,2005-08-21 19:19:21
7697,284,1,9790,0.99,2005-07-31 10:34:08
13531,502,2,9232,0.99,2005-07-30 13:43:00
10839,401,2,5923,0.99,2005-07-10 21:40:06
7262,268,2,9436,7.99,2005-07-30 21:33:01
10037,371,1,6460,1.99,2005-07-12 01:13:44
3291,122,1,4239,7.99,2005-07-07 13:23:17
15222,568,1,10340,2.99,2005-08-01 05:07:03
14293,531,2,7444,2.99,2005-07-27 17:49:16
8630,319,2,2884,0.99,2005-06-20 01:31:16
5426,200,1,3580,4.99,2005-07-06 03:48:44
6728,249,1,7544,7.99,2005-07-27 21:47:37
1554,56,1,10946,4.99,2005-08-02 03:20:39
3335,123,2,15787,2.99,2005-08-23 13:51:57
12661,469,1,5133,0.99,2005-07-09 07:43:22
10279,380,1,3260,4.99,2005-06-21 03:59:13
13095,485,1,5367,3.99,2005-07-09 18:39:15
13406,498,1,429,8.99,2005-05-27 16:21:26
4707,173,2,8829,8.99,2005-07-29 22:33:34
851,30,2,15829,2.99,2005-08-23 15:17:14
3071,114,1,6188,2.99,2005-07-11 11:31:47
7614,281,1,2254,5.99,2005-06-18 05:15:14
2543,93,2,11271,5.99,2005-08-02 14:18:22
4675,172,2,9218,5.99,2005-07-30 13:14:35
3296,122,1,6436,0.99,2005-07-12 00:18:42
7666,283,2,6313,0.99,2005-07-11 18:29:52
2349,86,1,12198,2.99,2005-08-18 02:09:20
11930,442,2,7427,2.99,2005-07-27 17:20:16
9614,356,1,6593,4.99,2005-07-12 07:21:17
7727,285,1,12027,8.99,2005-08-17 20:01:12
4567,168,2,9899,4.99,2005-07-31 14:12:36
12335,457,1,2670,4.99,2005-06-19 11:30:16
8491,313,2,7294,0.99,2005-07-27 12:38:14
4172,153,1,12103,1.99,2005-08-17 22:49:09
8821,326,2,10976,4.99,2005-08-02 04:11:48
4080,149,1,12000,4.99,2005-08-17 18:49:44
4247,156,2,7389,2.99,2005-07-27 15:56:15
1832,67,1,6137,2.99,2005-07-11 08:34:20
5245,194,2,677,7.99,2005-05-28 23:00:08
7392,273,1,11282,4.99,2005-08-02 14:35:03
3769,139,2,9920,4.99,2005-07-31 14:57:13
10902,403,2,11460,0.99,2005-08-02 21:28:03
11506,426,2,604,0.99,2005-05-28 14:37:07
13765,511,1,4482,4.99,2005-07-08 01:01:18
10499,388,2,21,4.99,2005-05-25 01:59:46
2222,82,1,2506,8.99,2005-06-18 23:29:53
15487,578,2,2615,4.99,2005-06-19 07:29:13
15930,595,1,4017,4.99,2005-07-07 01:08:18
12160,451,2,77,0.99,2005-05-25 11:31:59
7660,283,2,3672,0.99,2005-07-06 09:01:56
5738,211,1,10445,2.99,2005-08-01 09:02:15
2823,104,2,15186,0.99,2005-08-22 15:52:57
13929,517,2,6903,0.99,2005-07-12 21:58:15
11498,425,2,10163,0.99,2005-07-31 23:12:34
8675,321,2,818,4.99,2005-05-29 20:47:53
15451,576,1,13326,4.99,2005-08-19 19:52:52
3369,125,1,8832,4.99,2005-07-29 22:37:49
11194,414,1,2559,9.99,2005-06-19 03:09:46
5578,206,1,6139,3.99,2005-07-11 08:39:33
14414,535,2,10353,3.99,2005-08-01 05:46:33
4971,182,1,14586,5.99,2005-08-21 17:19:09
384,14,1,16045,0.99,2005-08-23 22:25:26
8512,314,2,5241,4.99,2005-07-09 13:19:14
9289,343,1,11212,0.99,2005-08-02 12:18:29
6224,231,1,3839,2.99,2005-07-06 16:30:30
10631,392,1,11459,0.99,2005-08-02 21:25:25
4597,169,1,11898,5.99,2005-08-17 15:24:12
635,24,2,2116,4.99,2005-06-17 20:16:12
14679,546,1,11797,4.99,2005-08-17 11:17:21
8152,300,1,9078,0.99,2005-07-30 08:01:00
7653,283,2,1796,2.99,2005-06-16 20:10:43
10423,385,2,3878,8.99,2005-07-06 18:27:09
5718,210,2,15942,8.99,2005-08-23 18:48:40
8142,300,1,4030,0.99,2005-07-07 02:25:42
15625,583,2,5747,7.99,2005-07-10 12:15:33
9801,362,2,14336,4.99,2005-08-21 08:33:42
9883,366,2,2214,0.99,2005-06-18 02:44:37
3136,116,2,9245,6.99,2005-07-30 14:07:50
10679,394,2,5183,4.99,2005-07-09 10:13:45
14012,520,2,13438,2.99,2005-08-19 23:38:02
8006,295,2,10160,4.99,2005-07-31 23:07:40
10999,406,1,10632,1.99,2005-08-01 15:36:56
12374,458,2,13571,4.99,2005-08-20 05:05:14
3338,124,2,1057,3.99,2005-05-31 07:58:06
5247,194,1,2245,7.99,2005-06-18 04:52:59
5755,212,1,1637,2.99,2005-06-16 08:29:58
10588,391,2,73,4.99,2005-05-25 11:00:07
5647,208,2,9298,3.99,2005-07-30 16:27:53
2567,94,2,7979,0.99,2005-07-28 14:16:30
13545,503,2,109,1.99,2005-05-25 18:40:20
10716,396,2,1408,6.99,2005-06-15 16:57:58
8547,315,2,9735,9.99,2005-07-31 08:57:49
9456,349,2,13636,4.99,2005-08-20 07:20:09
9502,351,2,10119,0.99,2005-07-31 21:20:59
964,35,2,5323,0.99,2005-07-09 16:34:07
305,12,2,1752,5.99,2005-06-16 17:02:55
1063,38,1,14554,4.99,2005-08-21 16:03:01
1961,72,1,12448,0.99,2005-08-18 10:59:04
9062,335,1,13622,1.99,2005-08-20 06:45:32
3239,120,2,8756,1.99,2005-07-29 19:18:57
10713,396,2,641,5.99,2005-05-28 18:45:47
12899,477,2,9446,8.99,2005-07-30 21:53:01
10334,381,2,12632,2.99,2005-08-18 17:54:21
10533,389,2,3527,0.99,2005-07-06 01:11:08
15840,591,1,12934,5.99,2005-08-19 05:18:42
13116,486,2,1129,0.99,2005-05-31 18:00:48
3312,123,1,992,2.99,2005-05-30 23:47:56
5504,203,1,8039,0.99,2005-07-28 16:35:16
3940,145,2,11904,5.99,2005-08-17 15:39:26
1976,73,2,5021,4.99,2005-07-09 02:09:41
4398,161,1,15000,0.99,2005-08-22 07:54:58
4134,151,1,15926,2.99,2005-08-23 18:20:56
3962,146,1,6327,4.99,2005-07-11 19:07:29
14232,529,2,1686,0.99,2005-06-16 12:08:20
1033,37,2,16035,0.99,2005-08-23 22:08:04
15916,594,1,7533,8.99,2005-07-27 21:24:33
4905,180,1,10992,8.99,2005-08-02 04:41:17
14204,527,1,14267,2.99,2006-02-14 15:16:03
5796,213,2,11778,3.99,2005-08-17 10:31:40
5710,210,2,12410,8.99,2005-08-18 09:45:33
6541,242,1,2691,4.99,2005-06-19 13:06:50
1741,64,1,4690,1.99,2005-07-08 11:04:02
13180,488,1,10767,0.99,2005-08-01 20:37:23
7207,266,1,15181,2.99,2005-08-22 15:46:20
14821,552,2,12433,4.99,2005-08-18 10:37:49
14619,544,1,1248,1.99,2005-06-15 05:33:52
12443,461,2,3698,0.99,2005-07-06 10:09:20
14068,522,1,10675,7.99,2005-08-01 17:11:57
3661,135,1,13035,0.99,2005-08-19 08:46:45
9616,356,1,7079,2.99,2005-07-27 04:21:58
3555,131,1,13407,0.99,2005-08-19 22:26:26
10529,389,1,998,4.99,2005-05-31 00:16:57
9201,340,1,10292,2.99,2005-08-01 03:42:40
6225,231,2,4289,0.99,2005-07-07 15:45:58
923,33,1,14002,0.99,2005-08-20 20:12:19
12336,457,1,2762,3.99,2005-06-19 17:22:31
14514,539,2,5086,4.99,2005-07-09 05:40:04
9578,354,2,12243,6.99,2005-08-18 03:38:54
9059,335,1,9428,0.99,2005-07-30 21:18:37
15159,566,1,2367,0.99,2005-06-18 14:00:31
5115,188,1,10494,0.99,2005-08-01 10:45:21
146,6,2,57,4.99,2005-05-25 08:43:32
5175,190,2,15167,4.99,2006-02-14 15:16:03
13010,482,2,879,0.99,2005-05-30 05:49:42
10916,404,1,3927,2.99,2005-07-06 20:48:14
12008,445,2,8911,0.99,2005-07-30 01:30:57
6351,236,1,2630,2.99,2005-06-19 08:47:21
11857,439,2,12826,3.99,2005-08-19 01:25:11
14079,523,1,2447,8.99,2005-06-18 19:10:55
14423,535,1,13852,0.99,2005-08-20 14:45:23
15330,572,2,11415,2.99,2005-08-02 19:43:38
3682,137,1,2469,6.99,2005-06-18 20:24:23
10243,378,1,11111,4.99,2005-08-02 08:21:27
9083,336,2,8607,4.99,2005-07-29 13:18:00
6053,224,1,11816,0.99,2005-08-17 12:14:16
6263,232,1,10539,6.99,2005-08-01 12:23:00
10466,386,2,11128,2.99,2005-08-02 09:03:25
5113,188,2,9613,4.99,2005-07-31 03:58:53
10013,370,1,13039,0.99,2005-08-19 08:55:19
11872,440,2,7585,4.99,2005-07-27 23:18:22
5068,186,2,14646,4.99,2005-08-21 19:14:48
15200,567,1,9279,7.99,2005-07-30 15:15:21
3094,115,2,1361,0.99,2005-06-15 13:37:38
14269,530,2,8208,4.99,2005-07-28 23:26:35
8457,312,2,1049,4.99,2005-05-31 06:57:04
4494,166,1,3642,2.99,2005-07-06 07:18:20
29,1,1,14762,0.99,2005-08-21 23:33:57
15193,567,2,4576,0.99,2005-07-08 05:51:19
4766,176,1,663,1.99,2005-05-28 21:23:02
14403,535,1,4718,6.99,2005-07-08 12:32:08
3900,144,1,8983,0.99,2005-07-30 04:31:08
10230,378,2,1623,4.99,2005-06-16 07:48:50
1294,47,1,2307,6.99,2005-06-18 08:34:59
14551,540,2,15079,2.99,2005-08-22 11:09:56
10361,382,2,12529,0.99,2005-08-18 13:53:36
9753,361,1,6914,1.99,2005-07-12 22:26:56
1129,41,1,4575,2.99,2005-07-08 05:49:14
15251,569,2,12308,0.99,2005-08-18 05:48:53
10653,393,1,6221,2.99,2005-07-11 13:24:27
5472,202,1,3008,0.99,2005-06-20 10:23:25
6689,247,1,10410,6.99,2005-08-01 07:53:29
847,30,1,14339,0.99,2005-08-21 08:37:15
14501,538,2,12089,5.99,2005-08-17 22:20:29
16027,598,2,12601,2.99,2005-08-18 16:47:52
3575,132,1,6978,1.99,2005-07-27 00:47:40
5073,186,1,14216,2.99,2006-02-14 15:16:03
7069,261,2,15397,4.99,2005-08-22 23:08:46
1513,55,1,555,4.99,2005-05-28 08:31:14
14772,550,2,14071,2.99,2005-08-20 23:01:56
12937,479,1,5481,0.99,2005-07-09 23:51:57
1883,69,1,12012,2.99,2005-08-17 19:20:48
5288,196,1,2681,0.99,2005-06-19 12:15:27
12137,450,2,1914,2.99,2005-06-17 05:25:54
2541,93,1,7301,2.99,2005-07-27 12:50:23
12359,458,2,3322,0.99,2005-06-21 08:42:37
1454,53,1,88,3.99,2005-05-25 14:13:54
7883,291,1,7561,5.99,2005-07-27 22:21:05
15272,570,1,4698,0.99,2005-07-08 11:19:31
4180,153,1,15593,1.99,2005-08-23 06:15:09
12342,457,1,6467,7.99,2005-07-12 01:22:03
13646,506,2,9654,3.99,2005-07-31 05:57:42
723,27,2,1960,3.99,2005-06-17 08:59:57
10058,372,1,3283,3.99,2005-06-21 06:19:07
14051,522,2,4701,4.99,2005-07-08 11:38:48
11893,441,2,4208,0.99,2005-07-07 11:34:22
216,8,1,5300,2.99,2005-07-09 15:40:46
11942,442,1,13155,7.99,2005-08-19 13:10:23
7775,287,2,7777,2.99,2005-07-28 07:04:42
5314,196,1,14698,5.99,2005-08-21 20:49:58
15567,581,2,4244,2.99,2005-07-07 13:41:58
7477,276,2,7842,2.99,2005-07-28 09:10:06
13246,491,2,6171,2.99,2005-07-11 10:29:35
11724,435,2,5220,4.99,2005-07-09 11:59:04
14193,527,2,9750,0.99,2005-07-31 09:19:46
13067,484,2,5977,5.99,2005-07-11 00:16:38
8596,317,1,9110,2.99,2005-07-30 09:05:42
3038,113,1,4333,2.99,2005-07-07 18:31:50
1239,45,2,6001,0.99,2005-07-11 01:24:44
7368,273,2,980,0.99,2005-05-30 21:45:19
5698,210,1,4871,6.99,2005-07-08 19:19:52
7425,274,1,13103,2.99,2005-08-19 11:05:51
11037,408,2,2728,2.99,2005-06-19 15:04:04
10290,380,1,7974,3.99,2005-07-28 14:11:57
2418,89,1,4488,0.99,2005-07-08 01:22:23
3182,118,2,12538,2.99,2005-08-18 14:09:09
2680,99,2,8242,7.99,2005-07-29 00:34:27
344,13,2,9434,0.99,2005-07-30 21:29:41
12390,459,2,6750,3.99,2005-07-12 14:49:39
3692,137,1,5443,3.99,2005-07-09 21:56:09
4524,167,2,5131,0.99,2005-07-09 07:35:03
1725,63,1,11902,4.99,2005-08-17 15:37:34
3594,133,1,4681,6.99,2005-07-08 10:36:03
412,15,2,14776,4.99,2005-08-21 23:53:35
8123,299,1,7746,2.99,2005-07-28 05:48:56
5806,214,2,1275,4.99,2005-06-15 07:55:43
4566,168,2,9857,6.99,2005-07-31 13:00:53
9541,353,2,10071,2.99,2005-07-31 19:49:35
7815,289,2,2316,0.99,2005-06-18 09:04:59
9167,339,2,6682,7.99,2005-07-12 12:12:43
15457,577,2,291,5.99,2005-05-26 20:20:47
9903,366,1,10198,2.99,2005-08-01 00:36:15
7487,276,2,11961,3.99,2005-08-17 17:28:01
7759,286,1,14905,0.99,2005-08-22 04:34:22
6852,254,1,5826,7.99,2005-07-10 16:21:02
13271,492,2,7203,2.99,2005-07-27 09:01:23
13483,500,1,12639,2.99,2005-08-18 18:13:05
11781,437,2,5085,4.99,2005-07-09 05:36:49
14280,530,2,15066,0.99,2005-08-22 10:49:06
12747,471,2,15184,0.99,2005-08-22 15:51:12
8678,321,2,3901,5.99,2005-07-06 19:24:55
15191,567,1,3769,5.99,2005-07-06 13:11:33
10194,376,1,10810,3.99,2005-08-01 22:40:39
7496,277,1,1331,2.99,2005-06-15 11:34:33
812,29,1,13832,3.99,2005-08-20 14:00:25
10711,395,1,15856,0.99,2005-08-23 15:59:12
5914,218,1,10114,0.99,2005-07-31 21:12:58
7682,284,1,1145,6.99,2005-05-31 20:13:45
6481,240,2,5262,4.99,2005-07-09 14:08:01
8795,325,2,12097,4.99,2005-08-17 22:35:24
10022,371,1,384,5.99,2005-05-27 10:18:20
10871,402,2,9779,0.99,2005-07-31 10:08:33
8645,319,2,11598,0.99,2005-08-17 03:03:07
426,16,2,3348,0.99,2005-06-21 11:16:42
12323,456,1,13144,8.99,2005-08-19 12:45:55
9346,346,2,6323,2.99,2005-07-11 19:02:19
5909,218,2,5737,0.99,2005-07-10 11:50:04
242,9,2,7616,0.99,2005-07-28 00:15:26
8140,300,1,3177,2.99,2005-06-20 22:32:44
2481,91,2,5701,0.99,2005-07-10 09:56:24
4301,158,1,6416,2.99,2005-07-11 23:29:14
7031,260,1,8717,0.99,2005-07-29 17:40:45
11299,418,2,4852,7.99,2005-07-08 18:43:15
6978,258,2,13897,2.99,2005-08-20 16:02:28
13437,499,1,3794,4.99,2005-07-06 14:35:26
580,22,1,556,4.99,2005-05-28 08:31:36
12895,477,2,7904,10.99,2005-07-28 11:25:39
10917,404,1,4495,2.99,2005-07-08 01:43:46
10907,403,1,14519,2.99,2005-08-21 14:59:29
2807,104,2,4438,6.99,2005-07-07 22:56:17
5489,202,2,11924,4.99,2005-08-17 16:22:05
1436,52,2,7438,5.99,2005-07-27 17:40:40
12423,460,1,6613,4.99,2005-07-12 08:30:07
13958,518,2,12681,2.99,2005-08-18 19:48:06
54,2,1,11614,2.99,2005-08-17 03:52:18
11764,436,2,12297,0.99,2005-08-18 05:19:57
9774,362,2,1035,4.99,2005-05-31 05:01:09
11900,441,1,8281,0.99,2005-07-29 01:46:00
10293,380,1,9710,10.99,2005-07-31 08:05:31
3248,120,1,14001,2.99,2005-08-20 20:07:15
6457,239,2,7012,8.99,2005-07-27 02:01:03
4485,165,2,15007,1.99,2005-08-22 08:21:21
11068,409,2,5306,5.99,2005-07-09 15:56:45
3739,138,1,10110,0.99,2005-07-31 21:06:12
15588,582,1,281,0.99,2005-05-26 18:49:35
7825,289,2,5724,0.99,2005-07-10 11:18:12
8248,304,1,2039,3.99,2005-06-17 14:03:43
9226,341,2,7473,2.99,2005-07-27 19:05:40
6681,247,2,3955,2.99,2005-07-06 21:58:08
382,14,2,15015,6.99,2005-08-22 08:43:50
3907,144,1,10740,5.99,2005-08-01 19:50:32
523,20,1,5718,2.99,2005-07-10 11:03:20
1885,69,1,12966,5.99,2005-08-19 06:37:48
11697,434,1,3014,2.99,2005-06-20 10:45:20
1377,50,2,9179,0.99,2005-07-30 12:02:41
6040,223,1,15662,2.99,2005-08-23 08:52:50
7948,293,1,14248,6.99,2005-08-21 05:35:57
4287,157,1,13097,4.99,2005-08-19 10:50:43
3254,121,1,217,4.99,2005-05-26 09:24:26
11560,428,1,1601,3.99,2005-06-16 06:11:13
15025,561,2,1620,4.99,2005-06-16 07:21:30
3450,128,2,7582,4.99,2005-07-27 23:15:14
228,8,1,15374,7.99,2005-08-22 22:09:09
3090,114,2,12506,4.99,2006-02-14 15:16:03
7736,286,1,2195,4.99,2005-06-18 01:44:46
11178,413,1,7635,0.99,2005-07-28 01:08:11
2165,79,1,14179,0.99,2005-08-21 03:14:27
6267,232,2,14527,0.99,2005-08-21 15:07:42
7956,294,1,3681,4.99,2005-07-06 09:19:30
1786,65,2,13692,0.99,2005-08-20 09:07:52
2887,107,2,6133,0.99,2005-07-11 08:25:22
10228,377,1,15999,7.99,2005-08-23 20:44:10
6050,224,2,8439,2.99,2005-07-29 07:28:43
2643,98,1,2445,0.99,2005-06-18 19:02:11
2469,91,2,216,5.99,2005-05-26 09:17:43
591,22,1,12124,2.99,2005-08-17 23:22:46
13680,507,1,9003,2.99,2005-07-30 05:02:52
14763,550,1,9616,2.99,2005-07-31 04:05:01
10683,394,1,9147,0.99,2005-07-30 10:38:59
630,23,2,15532,2.99,2006-02-14 15:16:03
12838,474,1,11909,0.99,2006-02-14 15:16:03
8312,306,1,10202,6.99,2005-08-01 00:43:18
15610,582,1,15539,0.99,2005-08-23 04:09:03
5735,211,2,8961,6.99,2005-07-30 03:43:35
11582,429,2,1781,5.99,2005-06-16 19:20:24
11400,422,1,1897,4.99,2005-06-17 04:26:23
2252,83,1,3754,2.99,2005-07-06 12:35:44
15811,590,1,9884,4.99,2005-07-31 13:56:24
10608,391,1,9225,0.99,2005-07-30 13:29:47
6241,231,1,14026,0.99,2005-08-20 21:21:08
3963,146,1,6990,0.99,2005-07-27 01:02:46
2341,86,1,7874,10.99,2005-07-28 10:21:52
14590,542,2,11583,0.99,2005-08-17 02:08:13
11721,435,1,2984,0.99,2005-06-20 08:43:44
12727,471,2,3073,4.99,2005-06-20 14:33:26
6633,245,1,5764,4.99,2005-07-10 12:58:16
10927,404,1,9206,4.99,2005-07-30 12:46:59
5410,199,2,10517,4.99,2005-08-01 11:41:57
6013,222,2,5635,5.99,2005-07-10 06:28:39
16005,597,1,13152,6.99,2005-08-19 13:09:32
471,18,2,1451,5.99,2005-06-15 19:30:18
14298,531,2,9107,4.99,2005-07-30 08:52:45
5479,202,1,7613,2.99,2005-07-28 00:13:58
5656,209,2,340,9.99,2005-05-27 03:55:25
9233,341,2,13074,8.99,2005-08-19 10:06:53
11759,436,2,10216,3.99,2005-08-01 01:06:27
13928,517,2,6594,4.99,2005-07-12 07:25:43
4677,172,2,10621,0.99,2005-08-01 15:10:26
6747,250,1,5998,2.99,2005-07-11 01:20:46
13899,516,1,7628,4.99,2005-07-28 00:58:04
9360,346,1,11375,4.99,2005-08-02 18:14:56
7693,284,1,7164,6.99,2005-07-27 07:36:34
12317,456,2,6023,0.99,2005-07-11 02:15:57
10268,379,2,15399,4.99,2005-08-22 23:11:59
4364,160,2,12334,2.99,2005-08-18 06:52:36
1671,60,2,14741,0.0,2006-02-14 15:16:03
15666,585,1,1344,0.99,2005-06-15 12:29:41
6174,229,2,7308,5.99,2005-07-27 13:00:25
13829,513,2,12784,2.99,2005-08-19 00:02:46
1438,52,1,8686,4.99,2005-07-29 16:17:49
9936,367,2,12911,6.99,2005-08-19 04:24:10
7190,266,1,8492,2.99,2005-07-29 09:04:17
9445,349,1,7046,4.99,2005-07-27 03:27:56
14205,528,1,204,0.99,2005-05-26 07:30:37
2094,77,2,3238,0.99,2005-06-21 02:48:21
2019,74,2,15739,4.99,2005-08-23 11:56:22
4555,168,1,5459,0.99,2005-07-09 22:43:56
1186,43,1,5831,2.99,2005-07-10 16:34:02
11115,410,1,14237,3.99,2005-08-21 05:15:00
6054,224,1,12492,4.99,2005-08-18 12:49:04
2976,111,2,1999,1.99,2005-06-17 11:30:08
5345,197,1,11215,4.99,2005-08-02 12:20:42
15958,596,2,667,4.99,2005-05-28 21:49:02
4449,163,2,11754,7.98,2006-02-14 15:16:03
3226,120,2,1932,2.99,2005-06-17 06:54:41
15757,588,1,12185,2.99,2005-08-18 01:40:14
2014,74,1,13583,1.99,2005-08-20 05:29:45
9620,356,1,8975,5.99,2005-07-30 04:10:18
8085,298,2,3479,0.99,2005-07-05 23:08:53
13170,488,1,5141,8.99,2005-07-09 08:05:14
3525,130,2,14111,0.99,2005-08-21 00:59:01
14185,527,1,4888,0.99,2005-07-08 20:04:27
13232,490,1,15448,2.99,2005-08-23 00:55:24
13885,515,2,14378,3.99,2005-08-21 09:50:02
11471,424,1,10866,2.99,2005-08-02 00:22:49
8887,329,1,4465,1.99,2005-07-08 00:07:45
4036,148,1,9106,2.99,2005-07-30 08:52:34
4317,158,2,13212,1.99,2005-08-19 15:24:07
3668,136,1,4927,0.99,2005-07-08 22:05:35
5421,200,2,1899,6.99,2005-06-17 04:29:15
3611,133,2,15080,0.99,2005-08-22 11:11:51
14533,540,1,3340,3.99,2005-06-21 10:37:23
5689,210,2,1177,2.99,2005-06-15 00:33:04
4325,159,2,549,1.99,2005-05-28 07:35:37
9394,347,2,14894,4.99,2005-08-22 04:16:56
3348,124,1,9986,3.99,2005-07-31 17:16:50
10946,405,2,2654,3.99,2005-06-19 10:37:54
13607,505,2,1799,5.99,2005-06-16 20:17:20
12733,471,1,8199,0.99,2005-07-28 23:10:25
1399,51,2,5304,5.99,2005-07-09 15:48:06
15651,584,1,9719,5.99,2005-07-31 08:25:13
5555,205,1,3601,7.99,2005-07-06 05:20:25
9689,359,1,2401,0.99,2005-06-18 16:22:03
15491,578,1,5445,0.99,2005-07-09 21:59:41
11532,426,2,14826,2.99,2005-08-22 01:32:14
8398,309,1,8501,2.99,2005-07-29 09:12:51
13940,518,2,1552,5.99,2005-06-16 02:01:37
9707,359,1,15453,1.99,2005-08-23 01:01:01
4821,177,2,14849,2.99,2005-08-22 02:15:26
15331,572,1,11426,4.99,2005-08-02 20:00:09
15056,562,1,4802,4.99,2005-07-08 16:55:17
14932,557,2,15570,5.99,2005-08-23 05:24:55
8730,323,2,4572,1.99,2005-07-08 05:36:59
6523,241,1,10652,2.99,2005-08-01 16:24:08
8392,309,1,5980,4.99,2005-07-11 00:18:21
12498,462,2,15581,2.99,2005-08-23 05:42:13
7110,263,1,6808,1.99,2005-07-12 17:36:42
15765,589,1,596,4.99,2005-05-28 14:00:03
5204,192,2,8051,0.99,2005-07-28 16:56:16
873,31,2,8997,0.99,2005-07-30 04:53:56
11188,413,2,13887,4.99,2005-08-20 15:39:00
5779,213,1,2889,4.99,2005-06-20 01:54:08
10249,379,1,863,4.99,2005-05-30 03:14:59
1696,62,2,4159,4.99,2005-07-07 09:10:57
10668,393,1,15132,2.99,2005-08-22 13:11:25
11636,431,2,11538,2.99,2005-08-17 00:44:04
1423,51,1,14617,4.99,2005-08-21 18:07:40
11358,420,2,6086,3.99,2005-07-11 05:29:03
6698,247,1,15783,4.99,2005-08-23 13:45:44
5083,187,1,4429,4.99,2005-07-07 22:32:47
6990,259,2,6539,3.99,2005-07-12 04:50:49
2782,103,1,6525,5.99,2005-07-12 04:17:15
4408,162,1,3040,0.99,2005-06-20 12:34:13
12497,462,1,13492,7.99,2005-08-20 01:32:04
9412,348,2,7380,2.99,2005-07-27 15:37:01
9965,368,2,12319,2.99,2005-08-18 06:26:45
5935,219,1,7726,5.99,2005-07-28 04:52:19
8561,316,2,2491,1.99,2005-06-18 22:01:31
15969,596,1,10094,3.99,2005-07-31 20:31:18
2846,105,2,14048,0.99,2005-08-20 22:03:18
2880,107,2,3120,0.99,2005-06-20 18:19:29
8961,332,1,4100,6.99,2005-07-07 06:20:52
2705,100,1,9271,4.99,2005-07-30 15:04:31
258,10,1,2814,0.99,2005-06-19 20:01:59
11572,428,1,9904,5.99,2005-07-31 14:34:17
9137,338,2,4779,4.99,2005-07-08 15:53:41
5526,204,1,4043,0.99,2005-07-07 03:09:50
13592,504,1,8393,9.99,2005-07-29 06:02:11
1379,50,2,9691,10.99,2005-07-31 07:09:55
3293,122,2,5235,6.99,2005-07-09 12:54:25
14174,526,2,13580,0.99,2005-08-20 05:23:34
1292,47,1,300,6.99,2005-05-26 20:57:00
503,19,2,10077,9.99,2005-07-31 20:01:06
9933,367,1,12152,4.99,2005-08-18 00:21:35
9512,352,1,1649,4.99,2005-06-16 09:20:33
8461,312,1,3766,2.99,2005-07-06 13:04:35
7872,291,1,54,4.99,2005-05-25 07:23:25
13234,491,2,1097,0.99,2005-05-31 13:38:42
15817,591,1,1418,0.99,2005-06-15 17:51:27
15510,579,1,4619,9.99,2005-07-08 08:01:09
1416,51,1,12725,4.99,2005-08-18 21:43:09
136,5,2,11930,3.99,2005-08-17 16:28:53
11469,424,1,10017,6.99,2005-07-31 18:13:22
2267,83,2,15737,5.99,2005-08-23 11:52:18
15476,577,1,11054,7.99,2005-08-02 06:33:07
2226,82,1,4598,6.99,2005-07-08 06:46:26
15402,575,1,3558,6.99,2005-07-06 02:49:06
4775,176,1,2922,4.99,2005-06-20 04:13:47
5887,217,2,5762,3.99,2005-07-10 12:48:01
1762,64,1,13773,2.99,2005-08-20 11:50:14
282,11,1,3192,0.99,2005-06-20 23:49:12
4590,169,2,6453,4.99,2005-07-12 00:59:53
7258,268,2,5888,6.99,2005-07-10 19:52:17
3999,147,1,12284,4.99,2005-08-18 04:55:49
4970,182,1,13285,2.99,2005-08-19 18:18:44
9307,344,2,12183,5.99,2005-08-18 01:34:13
4987,183,2,9672,5.99,2005-07-31 06:34:06
15195,567,2,6358,2.99,2005-07-11 21:03:12
2787,103,1,8302,0.99,2005-07-29 03:01:24
2223,82,1,2819,8.99,2005-06-19 20:13:33
5601,207,2,1144,3.99,2005-05-31 20:04:10
3059,114,1,255,4.99,2005-05-26 14:52:15
13294,493,2,15177,4.99,2005-08-22 15:34:49
7420,274,1,10790,1.99,2005-08-01 21:38:37
12399,459,1,9137,6.99,2005-07-30 10:09:24
14748,550,2,922,7.99,2005-05-30 11:55:55
13035,482,2,15865,2.99,2005-08-23 16:18:25
7688,284,1,4759,7.99,2005-07-08 14:39:22
7367,273,2,122,3.99,2005-05-25 19:46:21
6752,250,1,12810,0.99,2005-08-19 00:44:10
8513,314,2,5856,0.99,2005-07-10 17:57:32
9084,336,2,8951,8.99,2005-07-30 03:18:24
11276,417,1,4421,9.99,2005-07-07 22:07:55
6557,242,2,11607,0.99,2005-08-17 03:36:06
8772,324,2,12543,2.99,2005-08-18 14:23:55
4309,158,1,9713,1.99,2005-07-31 08:13:28
4505,166,1,9009,8.99,2005-07-30 05:12:01
4331,159,2,4273,4.99,2005-07-07 14:40:22
400,15,2,11307,2.99,2005-08-02 15:48:08
15943,595,1,9354,4.99,2005-07-30 18:32:51
8516,314,1,6763,3.99,2005-07-12 15:26:34
8118,299,2,5033,1.99,2005-07-09 02:42:01
