assays_ss_d,assays_cnfdnc_scr,assays_vrnt_d,assays_ss_ctgr,assays_tss_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_rgnsm,assays_src_ss_d,assays_src_d,assays_rltnshp_tp,assays_ss_cll_tp,assays_td,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
10721,1,,,14.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622114,,BAO_0000218
10722,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622115,,BAO_0000218
10723,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622116,,BAO_0000218
10724,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622117,,BAO_0000218
10725,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622118,,BAO_0000218
10726,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622119,,BAO_0000218
10727,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622120,,BAO_0000218
10728,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622121,,BAO_0000218
10729,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622122,,BAO_0000218
10730,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622123,,BAO_0000218
10731,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622124,,BAO_0000218
10732,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622125,,BAO_0000218
10733,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622126,,BAO_0000218
10734,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620455,,BAO_0000218
10735,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620456,,BAO_0000218
10736,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620457,,BAO_0000218
10737,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620458,,BAO_0000218
10738,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620459,,BAO_0000218
10739,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620460,,BAO_0000218
10740,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620461,,BAO_0000218
10741,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620462,,BAO_0000218
10742,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620463,,BAO_0000218
10743,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620464,,BAO_0000218
10744,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620465,,BAO_0000218
10745,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620466,,BAO_0000218
10746,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620467,,BAO_0000218
10747,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620468,,BAO_0000218
10748,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620469,,BAO_0000218
10749,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620470,,BAO_0000218
10750,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620471,,BAO_0000218
10751,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620472,,BAO_0000218
10752,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620473,,BAO_0000218
10753,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620474,,BAO_0000218
10754,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620475,,BAO_0000218
10755,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620476,,BAO_0000218
10756,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620477,,BAO_0000218
10757,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620478,,BAO_0000218
10758,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618768,,BAO_0000218
10759,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618769,,BAO_0000218
10760,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618770,,BAO_0000218
10761,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618771,,BAO_0000218
10762,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618772,,BAO_0000218
10763,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618773,,BAO_0000218
10764,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875842,,BAO_0000218
10765,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618774,,BAO_0000218
10766,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618775,,BAO_0000218
10767,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618776,,BAO_0000218
10768,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618777,,BAO_0000218
10769,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618778,,BAO_0000218
10770,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618779,,BAO_0000218
10771,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618780,,BAO_0000218
10772,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618781,,BAO_0000218
10773,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618782,,BAO_0000218
10774,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618783,,BAO_0000218
10775,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618784,,BAO_0000218
10776,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618785,,BAO_0000218
10777,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618786,,BAO_0000218
10778,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618787,,BAO_0000218
10779,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618788,,BAO_0000218
10780,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618789,,BAO_0000218
10781,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618790,,BAO_0000218
10782,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618791,,BAO_0000218
10783,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875843,,BAO_0000218
10784,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618792,,BAO_0000218
10785,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623395,,BAO_0000218
10786,0,,,,,In vivo,Simiiformes,,1,U,,22224,Autocuration,CHEMBL623396,,BAO_0000218
10787,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623397,,BAO_0000218
10788,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623398,,BAO_0000218
10789,1,,,,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623399,,BAO_0000218
10790,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL623400,,BAO_0000218
10791,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL623401,,BAO_0000218
10792,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL623402,,BAO_0000218
10793,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL623403,,BAO_0000218
10794,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL623404,,BAO_0000218
10795,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625997,,BAO_0000218
10796,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625998,,BAO_0000218
10797,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL625999,,BAO_0000218
10798,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626000,,BAO_0000218
10799,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626001,,BAO_0000218
10800,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626002,,BAO_0000218
10801,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626003,,BAO_0000218
10802,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626004,,BAO_0000218
10803,1,,,,,In vivo,Cavia porcellus,,1,N,,50512,Intermediate,CHEMBL626005,,BAO_0000218
10804,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626006,,BAO_0000218
10805,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626007,,BAO_0000218
10806,1,,,1969.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626008,,BAO_0000218
10807,1,,,2107.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626009,,BAO_0000218
10808,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626010,,BAO_0000218
10809,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626011,,BAO_0000218
10810,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626012,,BAO_0000218
10811,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626013,,BAO_0000218
10812,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626014,,BAO_0000218
10813,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL877496,,BAO_0000218
10814,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626015,,BAO_0000218
10815,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626016,,BAO_0000218
10816,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626017,,BAO_0000218
10817,1,,,1969.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626018,,BAO_0000218
10818,1,,,1969.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626692,,BAO_0000218
10819,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626693,,BAO_0000218
10820,0,,,1969.0,,In vivo,Rattus norvegicus,,1,U,,22224,Autocuration,CHEMBL626694,,BAO_0000218
10821,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626695,,BAO_0000218
10822,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626696,,BAO_0000218
10823,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626697,,BAO_0000218
10824,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626859,,BAO_0000218
10825,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626860,,BAO_0000218
10826,1,,,178.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626861,,BAO_0000218
10827,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626296,,BAO_0000218
10828,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626297,,BAO_0000218
10829,0,,,1969.0,,In vivo,,,1,U,,22224,Autocuration,CHEMBL626298,,BAO_0000218
10830,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626299,,BAO_0000218
10831,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626300,,BAO_0000218
10832,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626301,,BAO_0000218
10833,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626962,,BAO_0000218
10834,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626963,,BAO_0000218
10835,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626964,,BAO_0000218
10836,1,,,1969.0,,In vivo,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL626965,,BAO_0000218
10837,1,,,1969.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626966,,BAO_0000218
10838,1,,,1969.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL626967,,BAO_0000218
10839,1,,,1969.0,,In vivo,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL626968,,BAO_0000218
10840,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626969,,BAO_0000218
10841,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627126,,BAO_0000218
10842,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631276,,BAO_0000218
10843,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631277,,BAO_0000218
10844,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631278,,BAO_0000218
10845,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874457,,BAO_0000218
10846,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631279,,BAO_0000218
10847,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631280,,BAO_0000218
10848,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631281,,BAO_0000218
10849,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631968,,BAO_0000218
10850,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631969,,BAO_0000218
10851,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631970,,BAO_0000218
10852,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631971,,BAO_0000218
10853,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL631972,,BAO_0000218
10854,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630435,,BAO_0000218
10855,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630436,,BAO_0000218
10856,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630437,,BAO_0000218
10857,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630438,,BAO_0000218
10858,1,,,948.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630439,,BAO_0000218
10859,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630440,,BAO_0000218
10860,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630441,,BAO_0000218
10861,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL630442,,BAO_0000218
10862,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625234,,BAO_0000218
10863,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625235,,BAO_0000218
10864,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625236,,BAO_0000218
10865,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625237,,BAO_0000218
10866,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626125,,BAO_0000218
10867,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626126,,BAO_0000218
10868,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626127,,BAO_0000218
10869,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626128,,BAO_0000218
10870,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626129,,BAO_0000218
10871,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626130,,BAO_0000218
10872,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626131,,BAO_0000218
10873,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626132,,BAO_0000218
10874,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626752,,BAO_0000218
10875,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626753,,BAO_0000218
10876,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626754,,BAO_0000218
10877,1,,,2113.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626755,,BAO_0000218
10878,1,,,2107.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626756,,BAO_0000218
10879,1,,,2107.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626757,,BAO_0000218
10880,1,,,2107.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626758,,BAO_0000218
10881,1,,,2107.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626759,,BAO_0000218
10882,1,,,2107.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626760,,BAO_0000218
10883,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626394,,BAO_0000218
10884,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626395,,BAO_0000218
10885,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626396,,BAO_0000218
10886,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626397,,BAO_0000218
10887,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626398,,BAO_0000218
10888,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL626399,,BAO_0000218
10889,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874653,,BAO_0000218
10890,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626400,,BAO_0000218
10891,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626401,,BAO_0000218
10892,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626402,,BAO_0000218
10893,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626403,,BAO_0000218
10894,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626404,,BAO_0000218
10895,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626405,,BAO_0000218
10896,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625529,,BAO_0000218
10897,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625530,,BAO_0000218
10898,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625531,,BAO_0000218
10899,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625532,,BAO_0000218
10900,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625533,,BAO_0000218
10901,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875474,,BAO_0000218
10902,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625534,,BAO_0000218
10903,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625535,,BAO_0000218
10904,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625536,,BAO_0000218
10905,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625537,,BAO_0000218
10906,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625538,,BAO_0000218
10907,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625539,,BAO_0000218
10908,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625540,,BAO_0000218
10909,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625541,,BAO_0000218
10910,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625542,,BAO_0000218
10911,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625543,,BAO_0000218
10912,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625544,,BAO_0000218
10913,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625545,,BAO_0000218
10914,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625546,,BAO_0000218
10915,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625547,,BAO_0000218
10916,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625548,,BAO_0000218
10917,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625549,,BAO_0000218
10918,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625550,,BAO_0000218
10919,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625551,,BAO_0000218
10920,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL875475,,BAO_0000218
10921,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625552,,BAO_0000218
10922,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625553,,BAO_0000218
10923,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625554,,BAO_0000218
10924,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625555,,BAO_0000218
10925,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625556,,BAO_0000218
10926,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624986,,BAO_0000218
10927,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624987,,BAO_0000218
10928,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624988,,BAO_0000218
10929,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624989,,BAO_0000218
10930,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624990,,BAO_0000218
10931,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL874391,,BAO_0000218
10932,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624991,,BAO_0000218
10933,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624992,,BAO_0000218
10934,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624993,,BAO_0000218
10935,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624994,,BAO_0000218
10936,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624995,,BAO_0000218
10937,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624996,,BAO_0000218
10938,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624997,,BAO_0000218
10939,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624998,,BAO_0000218
10940,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL624999,,BAO_0000218
10941,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL882955,,BAO_0000218
10942,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625000,,BAO_0000218
10943,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625001,,BAO_0000218
10944,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625089,,BAO_0000218
10945,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625090,,BAO_0000218
10946,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625091,,BAO_0000218
10947,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625092,,BAO_0000218
10948,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625093,,BAO_0000218
10949,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625094,,BAO_0000218
10950,1,,,1637.0,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625095,,BAO_0000218
10951,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625096,,BAO_0000218
10952,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625097,,BAO_0000218
10953,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL882956,,BAO_0000218
10954,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625098,,BAO_0000218
10955,0,,,,,In vivo,Cavia porcellus,,1,U,,22224,Autocuration,CHEMBL625099,,BAO_0000218
10956,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625100,,BAO_0000218
10957,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625101,,BAO_0000218
10958,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL874396,,BAO_0000218
10959,0,,,,,In vivo,Canis lupus familiaris,,1,U,,22224,Autocuration,CHEMBL625102,,BAO_0000218
10960,1,,,,,In vivo,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625103,,BAO_0000218
10961,1,,,,,In vivo,Cricetinae,,1,N,,100712,Intermediate,CHEMBL625104,,BAO_0000218
10962,0,,,,,In vivo,Simiiformes,,1,U,,22224,Autocuration,CHEMBL625105,,BAO_0000218
10963,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625106,,BAO_0000218
10964,0,,,,,In vivo,Mus musculus,,1,U,,22224,Autocuration,CHEMBL625107,,BAO_0000218
