Fiscal year,ICT as a tool for development (marker),Fund centre ID,Biodiversity (marker),Organisation sub-class,CountryRegion percent,Branch ID,Organisation name,Division name,Maximum CIDA contribution (project-level),Status,Section name,Climate change mitigation (marker),Organisation ID,Continent ID,CIDA business delivery model (old),Enviromental sustainability (marker),CFLI (marker),CountryRegion ID,Trade development (marker),CountryRegion name,Desertification (marker),Regional program (marker),Project number,Untied amount(Project-level budget),Branch name,Division ID,Section ID,Fund centre name,FSTC percent,IRTC percent,Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Participatory development and good governance,Urban issues (marker),Children issues (marker)
2009/2010,0,6219,0,NGO,0.5,B6100,Carter Center,KGD Sustainable Economic Growth Partner.,1148961.94,Closed,Public Institutions & Elections,0,1001301,3,Responsive,0,0,X3,0,Asia MC,0,0,A034062003,1148961.94,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.14300000000000002,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,CM,0,Cameroon,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.14300000000000002,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,GM,0,Gambia,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,1,Responsive,0,0,GY,0,Guyana,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.14300000000000002,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,3,Responsive,0,0,LK,0,Sri Lanka,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0814,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,LS,0,Lesotho,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,NG,0,Nigeria,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,4,Responsive,0,0,PG,0,Papua Nw Guinea,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,RW,0,Rwanda,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,SL,0,Sierra Leone,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0714,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,UG,0,Uganda,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,6219,0,OTHER MULTILATERAL,0.0612,B6100,Commonwealth Secretariat,KGD Sustainable Economic Growth Partner.,2546693.0,Closed,Public Institutions & Elections,0,1003986,2,Responsive,0,0,ZM,0,Zambia,0,0,A034062005,2546693.0,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,4125,0,INTERNATIONAL NGO,1.0,B4100,Save the Children Netherlands,OAD Asia Programming,3885635.23,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1014401,3,Responsive,0,0,AF,0,Afghanistan,0,0,A034063001,3885635.23,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,2
2009/2010,0,4125,0,INTERNATIONAL NGO,1.0,B4100,Save the Children Netherlands,OAD Asia Programming,3885635.23,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1014401,3,Responsive,0,0,AF,0,Afghanistan,0,0,A034063001,3885635.23,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,2
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Nexus Media Inc.,KED Engaging Canadians,109761.81,Closed,Education and Knowledge,0,1004842,1,Responsive,0,0,CA,0,Canada,0,0,A034067001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2240,0,PROFESSIONAL ASSOCIATION,1.0,B6100,F�d�ration professionnelle des journalistes du Qu�bec,KED Engaging Canadians,96000.0,Closed,Education and Knowledge,0,1010198,1,Responsive,1,0,CA,0,Canada,0,0,A034072001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Journalism and Development Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4424,0,NGO,1.0,B4400,CARE Canada,NDD Americas Programming,5000000.0,Closed,South America,0,1000517,1,Responsive,0,0,PE,0,Peru,0,0,A034073001,5000000.0,NGM Americas,D4400,S4413,Peru,0.15,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,NGO,1.0,B4400,CARE Canada,NDD Americas Programming,5000000.0,Closed,South America,0,1000517,1,Responsive,0,0,PE,0,Peru,0,0,A034073001,5000000.0,NGM Americas,D4400,S4413,Peru,0.15,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,IFI,1.0,B4400,World Bank,NDD Americas Programming,3000000.0,Closed,South America,0,1001306,1,Responsive,0,0,PE,0,Peru,0,0,A034074001,3000000.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,IFI,1.0,B4400,World Bank,NDD Americas Programming,3000000.0,Closed,South America,0,1001306,1,Responsive,0,0,PE,0,Peru,0,0,A034074001,3000000.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,IFI,1.0,B4400,World Bank,NDD Americas Programming,3000000.0,Closed,South America,0,1001306,1,Responsive,0,0,PE,0,Peru,0,0,A034074001,3000000.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,IFI,1.0,B4400,World Bank,NDD Americas Programming,3000000.0,Closed,South America,0,1001306,1,Responsive,0,0,PE,0,Peru,0,0,A034074001,3000000.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,IFI,1.0,B4400,World Bank,NDD Americas Programming,3000000.0,Closed,South America,0,1001306,1,Responsive,0,0,PE,0,Peru,0,0,A034074001,3000000.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,10050,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,1000929,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,10050,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,1000929,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,10050,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,1000929,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,10050,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4430313.49,Terminating,Gulf of Guinea Program,0,1000929,2,Responsive,1,0,BF,0,Burkina-Faso,0,0,A034094001,4430313.49,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.750000001,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Safran Films Inc.,KED Engaging Canadians,60000.0,Closed,Education and Knowledge,0,1014844,1,Responsive,0,0,CA,0,Canada,0,0,A034098001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,10050,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,Information not available,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,10050,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,Information not available,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,10050,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,Information not available,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,10050,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4214,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,3462392.81,Operational,Gulf of Guinea Program,0,Information not available,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034101001,3462392.81,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,4167554 Canada Inc. (ORBI-XXI Productions Inc.),KED Engaging Canadians,160000.0,Closed,Education and Knowledge,0,1014345,1,Responsive,1,0,CA,0,Canada,0,0,A034105001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4420,0,UNITED NATIONS,1.0,B4400,UNICEF - United Nations Children's Fund,NDD Americas Programming,17000000.0,Closed,South America,0,1001302,1,Responsive,0,0,CO,0,Colombia,0,0,A034106001,17000000.0,NGM Americas,D4400,S4413,Colombia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,2
2009/2010,0,4452,0,IFI,1.0,B4400,IDB - Inter-American Development Bank,NDD Americas Programming,15486147.71,Terminating,Ha�ti & Dominican Republic Section,0,1002421,1,Responsive,0,0,HT,0,Haiti,0,0,A034109001,15486147.71,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,1,0
2009/2010,0,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,15486147.71,Terminating,Ha�ti & Dominican Republic Section,0,Information not available,1,Responsive,0,0,HT,0,Haiti,0,0,A034109001,15486147.71,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,1,0
2009/2010,0,4452,0,IFI,1.0,B4400,IDB - Inter-American Development Bank,NDD Americas Programming,15486147.71,Terminating,Ha�ti & Dominican Republic Section,0,1002421,1,Responsive,0,0,HT,0,Haiti,0,0,A034109001,15486147.71,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,1,0
2009/2010,0,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,15486147.71,Terminating,Ha�ti & Dominican Republic Section,0,Information not available,1,Responsive,0,0,HT,0,Haiti,0,0,A034109001,15486147.71,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,1,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Alouki Films Inc.,KED Engaging Canadians,90000.0,Closed,Education and Knowledge,0,1014357,1,Responsive,0,0,CA,0,Canada,0,0,A034112001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,1
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Film Swarm Inc.,KED Engaging Canadians,28000.0,Closed,Education and Knowledge,0,1015118,1,Responsive,0,0,CA,0,Canada,0,0,A034113001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Productions Pimiento Inc.,KED Engaging Canadians,200000.0,Closed,Education and Knowledge,0,1015026,1,Responsive,0,0,CA,0,Canada,0,0,A034118001,200000.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4254,0,FEDERAL,1.0,B4200,Government of Ghana,WWD West & Central Africa,660000.0,Closed,Ghana Program Section,0,1005372,2,Directive,0,0,GH,0,Ghana,0,0,A034126001,660000.0,WGM Sub-Saharan Africa,D4207,S4253,Ghana,1.0,0.0,Uncoded: Pre-APP,1,Sectoral budget support,0,1,0,0
2009/2010,0,4254,0,FEDERAL,1.0,B4200,Government of Ghana,WWD West & Central Africa,660000.0,Closed,Ghana Program Section,0,1005372,2,Directive,0,0,GH,0,Ghana,0,0,A034126001,660000.0,WGM Sub-Saharan Africa,D4207,S4253,Ghana,1.0,0.0,Uncoded: Pre-APP,1,Sectoral budget support,0,1,0,0
2009/2010,0,4254,0,FEDERAL,1.0,B4200,Government of Ghana,WWD West & Central Africa,660000.0,Closed,Ghana Program Section,0,1005372,2,Directive,0,0,GH,0,Ghana,0,0,A034126001,660000.0,WGM Sub-Saharan Africa,D4207,S4253,Ghana,1.0,0.0,Uncoded: Pre-APP,1,Sectoral budget support,0,1,0,0
2009/2010,0,4254,0,FEDERAL,1.0,B4200,Government of Ghana,WWD West & Central Africa,660000.0,Closed,Ghana Program Section,0,1005372,2,Directive,0,0,GH,0,Ghana,0,0,A034126001,660000.0,WGM Sub-Saharan Africa,D4207,S4253,Ghana,1.0,0.0,Uncoded: Pre-APP,1,Sectoral budget support,0,1,0,0
2009/2010,0,4122,0,IFI,1.0,B4100,AsDB - Asian Development Bank,OAD Asia Programming,9792474.69,Closed,Bangladesh Section,0,1002419,3,Responsive,0,0,BD,0,Bangladesh,0,0,A034127001,9792474.69,OGM Asia Pacific,D4100,S4122,Bangladesh,0.44,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4122,0,IFI,1.0,B4100,AsDB - Asian Development Bank,OAD Asia Programming,9792474.69,Closed,Bangladesh Section,0,1002419,3,Responsive,0,0,BD,0,Bangladesh,0,0,A034127001,9792474.69,OGM Asia Pacific,D4100,S4122,Bangladesh,0.44,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4122,0,IFI,1.0,B4100,AsDB - Asian Development Bank,OAD Asia Programming,9792474.69,Closed,Bangladesh Section,0,1002419,3,Responsive,0,0,BD,0,Bangladesh,0,0,A034127001,9792474.69,OGM Asia Pacific,D4100,S4122,Bangladesh,0.44,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4122,0,IFI,1.0,B4100,AsDB - Asian Development Bank,OAD Asia Programming,9792474.69,Closed,Bangladesh Section,0,1002419,3,Responsive,0,0,BD,0,Bangladesh,0,0,A034127001,9792474.69,OGM Asia Pacific,D4100,S4122,Bangladesh,0.44,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,3809412 Canada Inc. (ORBI XXI Productions Inc.),KED Engaging Canadians,125000.0,Closed,Education and Knowledge,0,1014758,1,Responsive,1,0,CA,0,Canada,0,0,A034128001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,1
2009/2010,0,2240,0,UNIVERSITY,1.0,B6100,Carleton University,KED Engaging Canadians,39675.57,Closed,Education and Knowledge,0,1000968,1,Responsive,0,0,CA,0,Canada,0,0,A034132001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Journalism and Development Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2217,0,NGO,1.0,B6100,Tides Canada Initiatives Society,KED Engaging Canadians,17000.0,Closed,Education and Knowledge,0,1010739,1,Responsive,0,0,CA,0,Canada,0,0,A034143001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2217,0,NGO,1.0,B6100,Engineers Without Borders,KED Engaging Canadians,20000.0,Closed,Education and Knowledge,0,1006512,1,Responsive,0,0,CA,0,Canada,0,0,A034160001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2239,0,SPECIALIZED INSTITUTE,1.0,B6100,Queen Margaret's School,KED Engaging Canadians,27837.36,Closed,Education and Knowledge,0,1014412,1,Responsive,1,0,CA,0,Canada,0,0,A034163001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Global Classroom Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1666,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1666,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
