fsclr,rgnlprgrm(mrkr),prjctbrwsrcntrd,cntrrgnd,cdbsnssdlvrmdl(ld),fndcntrd,mntspnt,sctnd,dsrtfctn(mrkr),prjctnmbr,nvrmntlsstnblt(mrkr),prtcptrdvlpmntndgdgvrnnc,dsbltsss(mrkr),rgnstnnm,cntnntd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),thsss(mrkr),ndgnssss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),gndrqlt(mrkr),rgnstnd,rgnstntp,rgnstnclss,rgnstnsb-clss,cntnntnm,cntrrgnnm,cntrrgnprcnt,sctrd,sctrnm,sctrprcnt
2009/2010,0,ID,ID,Responsive,6160,5884.89576,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31120,Agricultural development,0.08
2009/2010,0,ID,ID,Responsive,6160,1699.2636510000002,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31130,Agricultural land resources,0.0231
2009/2010,0,ID,ID,Responsive,6160,2059.713516,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,ID,ID,Responsive,6160,6355.6874210000005,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31161,Food crop production,0.0864
2009/2010,0,ID,ID,Responsive,6160,1044.568997,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31163,Livestock,0.0142
2009/2010,0,ID,ID,Responsive,6160,382.5182244,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31166,Agricultural extension,0.0052
2009/2010,0,ID,ID,Responsive,6160,3472.0884979999996,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,31191,Agricultural services,0.0472
2009/2010,0,ID,ID,Responsive,6160,706.1874912000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,41010,Environmental policy and administrative management,0.0096
2009/2010,0,ID,ID,Responsive,6160,1544.7851369999998,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Indonesia,0.028999999999999998,99820,Promotion of development awareness,0.021
2009/2010,0,KE,KE,Responsive,6160,4667.331120000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,11110,Education policy and administrative management,0.0184
2009/2010,0,KE,KE,Responsive,6160,2333.6655600000004,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,11130,Teacher training,0.0092
2009/2010,0,KE,KE,Responsive,6160,4007.8169399999997,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,11220,Primary education,0.0158
2009/2010,0,KE,KE,Responsive,6160,5352.21123,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,KE,KE,Responsive,6160,3018.54567,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,11330,Vocational training,0.0119
2009/2010,0,KE,KE,Responsive,6160,989.27127,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,12110,Health policy and administrative management,0.0039
2009/2010,0,KE,KE,Responsive,6160,23463.48525,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,12261,Health education,0.0925
2009/2010,0,KE,KE,Responsive,6160,2485.86114,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,12262,Malaria control,0.0098
2009/2010,0,KE,KE,Responsive,6160,5225.381579999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,12281,Health personnel development,0.0206
2009/2010,0,KE,KE,Responsive,6160,2866.35009,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,13020,Reproductive health care,0.0113
2009/2010,0,KE,KE,Responsive,6160,1319.02836,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,KE,KE,Responsive,6160,279.02522999999997,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,14031,Basic drinking water supply,0.0011
2009/2010,0,KE,KE,Responsive,6160,279.02522999999997,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,14032,Basic sanitation,0.0011
2009/2010,0,KE,KE,Responsive,6160,684.88011,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,15111,Public finance management,0.0027
2009/2010,0,KE,KE,Responsive,6160,2080.00626,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,15150,Democratic participation and civil society,0.0082
2009/2010,0,KE,KE,Responsive,6160,10856.618040000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,15160,Human rights,0.0428
2009/2010,0,KE,KE,Responsive,6160,6772.703309999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,KE,KE,Responsive,6160,78456.82149,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,KE,KE,Responsive,6160,15092.72835,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,24081,Education/training in banking and financial services,0.0595
2009/2010,0,KE,KE,Responsive,6160,3601.9620600000003,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,KE,KE,Responsive,6160,20292.744,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31120,Agricultural development,0.08
2009/2010,0,KE,KE,Responsive,6160,5859.5298299999995,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31130,Agricultural land resources,0.0231
2009/2010,0,KE,KE,Responsive,6160,7102.4604,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,KE,KE,Responsive,6160,21916.16352,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31161,Food crop production,0.0864
2009/2010,0,KE,KE,Responsive,6160,3601.9620600000003,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31163,Livestock,0.0142
2009/2010,0,KE,KE,Responsive,6160,1319.02836,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31166,Agricultural extension,0.0052
2009/2010,0,KE,KE,Responsive,6160,11972.71896,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,31191,Agricultural services,0.0472
2009/2010,0,KE,KE,Responsive,6160,2435.12928,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,41010,Environmental policy and administrative management,0.0096
2009/2010,0,KE,KE,Responsive,6160,5326.8453,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Kenya,0.1,99820,Promotion of development awareness,0.021
2009/2010,0,KH,KH,Responsive,6160,1073.486158,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,11110,Education policy and administrative management,0.0184
2009/2010,0,KH,KH,Responsive,6160,536.7430787999999,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,11130,Teacher training,0.0092
2009/2010,0,KH,KH,Responsive,6160,921.7978962000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,11220,Primary education,0.0158
2009/2010,0,KH,KH,Responsive,6160,1231.008583,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,KH,KH,Responsive,6160,694.2655041,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,11330,Vocational training,0.0119
2009/2010,0,KH,KH,Responsive,6160,227.5323921,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,12110,Health policy and administrative management,0.0039
2009/2010,0,KH,KH,Responsive,6160,5396.601608,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,12261,Health education,0.0925
2009/2010,0,KH,KH,Responsive,6160,571.7480622,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,12262,Malaria control,0.0098
2009/2010,0,KH,KH,Responsive,6160,1201.837763,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,12281,Health personnel development,0.0206
2009/2010,0,KH,KH,Responsive,6160,659.2605207,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,13020,Reproductive health care,0.0113
2009/2010,0,KH,KH,Responsive,6160,303.37652280000003,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,KH,KH,Responsive,6160,64.1758029,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,14031,Basic drinking water supply,0.0011
2009/2010,0,KH,KH,Responsive,6160,64.1758029,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,14032,Basic sanitation,0.0011
2009/2010,0,KH,KH,Responsive,6160,157.5224253,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,15111,Public finance management,0.0027
2009/2010,0,KH,KH,Responsive,6160,478.4014398,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,15150,Democratic participation and civil society,0.0082
2009/2010,0,KH,KH,Responsive,6160,2497.022149,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,15160,Human rights,0.0428
2009/2010,0,KH,KH,Responsive,6160,1557.721761,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,KH,KH,Responsive,6160,18045.06894,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,KH,KH,Responsive,6160,3471.327521,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,24081,Education/training in banking and financial services,0.0595
2009/2010,0,KH,KH,Responsive,6160,828.4512738,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,KH,KH,Responsive,6160,4667.331120000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31120,Agricultural development,0.08
2009/2010,0,KH,KH,Responsive,6160,1347.691861,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31130,Agricultural land resources,0.0231
2009/2010,0,KH,KH,Responsive,6160,1633.565892,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,KH,KH,Responsive,6160,5040.71761,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31161,Food crop production,0.0864
2009/2010,0,KH,KH,Responsive,6160,828.4512738,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31163,Livestock,0.0142
2009/2010,0,KH,KH,Responsive,6160,303.37652280000003,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31166,Agricultural extension,0.0052
2009/2010,0,KH,KH,Responsive,6160,2753.725361,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,31191,Agricultural services,0.0472
2009/2010,0,KH,KH,Responsive,6160,560.0797344,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,41010,Environmental policy and administrative management,0.0096
2009/2010,0,KH,KH,Responsive,6160,1225.174419,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Cambodia,0.023,99820,Promotion of development awareness,0.021
2009/2010,0,LS,LS,Responsive,6160,2753.725361,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,11110,Education policy and administrative management,0.0184
2009/2010,0,LS,LS,Responsive,6160,1376.8626800000002,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,11130,Teacher training,0.0092
2009/2010,0,LS,LS,Responsive,6160,2364.6119949999998,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,11220,Primary education,0.0158
2009/2010,0,LS,LS,Responsive,6160,3157.804626,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,LS,LS,Responsive,6160,1780.941945,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,11330,Vocational training,0.0119
2009/2010,0,LS,LS,Responsive,6160,583.6700493,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,12110,Health policy and administrative management,0.0039
2009/2010,0,LS,LS,Responsive,6160,13843.4563,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,12261,Health education,0.0925
2009/2010,0,LS,LS,Responsive,6160,1466.658073,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,12262,Malaria control,0.0098
2009/2010,0,LS,LS,Responsive,6160,3082.975132,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,12281,Health personnel development,0.0206
2009/2010,0,LS,LS,Responsive,6160,1691.146553,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,13020,Reproductive health care,0.0113
2009/2010,0,LS,LS,Responsive,6160,778.2267324,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,LS,LS,Responsive,6160,164.6248857,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,14031,Basic drinking water supply,0.0011
2009/2010,0,LS,LS,Responsive,6160,164.6248857,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,14032,Basic sanitation,0.0011
2009/2010,0,LS,LS,Responsive,6160,404.0792649,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,15111,Public finance management,0.0027
2009/2010,0,LS,LS,Responsive,6160,1227.203693,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,15150,Democratic participation and civil society,0.0082
2009/2010,0,LS,LS,Responsive,6160,6405.404644,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,15160,Human rights,0.0428
2009/2010,0,LS,LS,Responsive,6160,3995.894953,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,LS,LS,Responsive,6160,46289.52468,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,LS,LS,Responsive,6160,8904.709727,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,24081,Education/training in banking and financial services,0.0595
2009/2010,0,LS,LS,Responsive,6160,2125.157615,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,LS,LS,Responsive,6160,11972.71896,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31120,Agricultural development,0.08
2009/2010,0,LS,LS,Responsive,6160,3457.1226,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31130,Agricultural land resources,0.0231
2009/2010,0,LS,LS,Responsive,6160,4190.451636,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,LS,LS,Responsive,6160,12930.536479999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31161,Food crop production,0.0864
2009/2010,0,LS,LS,Responsive,6160,2125.157615,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31163,Livestock,0.0142
2009/2010,0,LS,LS,Responsive,6160,778.2267324,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31166,Agricultural extension,0.0052
2009/2010,0,LS,LS,Responsive,6160,7063.904186,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,31191,Agricultural services,0.0472
2009/2010,0,LS,LS,Responsive,6160,1436.726275,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,41010,Environmental policy and administrative management,0.0096
2009/2010,0,LS,LS,Responsive,6160,3142.838727,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Lesotho,0.059000000000000004,99820,Promotion of development awareness,0.021
2009/2010,0,ML,ML,Responsive,6160,2380.338871,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,11110,Education policy and administrative management,0.0184
2009/2010,0,ML,ML,Responsive,6160,1190.169436,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,11130,Teacher training,0.0092
2009/2010,0,ML,ML,Responsive,6160,2043.986639,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,11220,Primary education,0.0158
2009/2010,0,ML,ML,Responsive,6160,2729.627727,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,ML,ML,Responsive,6160,1539.458292,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,11330,Vocational training,0.0119
2009/2010,0,ML,ML,Responsive,6160,504.5283477,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,12110,Health policy and administrative management,0.0039
2009/2010,0,ML,ML,Responsive,6160,11966.37748,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,12261,Health education,0.0925
