assay_id,assay_subcellular_fraction,confidence_score,description,assay_organism,assay_strain,variant_id,assay_tissue,tissue_id,cell_id,src_id,assay_tax_id,assay_type,chembl_id,tid,assay_category,doc_id,assay_test_type,assay_cell_type
4453,,0,Bikabaipabiljgyofth2dompoundwasdet2rminedihmonkey,m0nkey,,,,,,1,41915.0,A,CjEnBL620944,22224,,17592,In vivo,
4454,,0,huoafailxbilityinswuirrelmonkeydowe5mvlg,Sajmifisdiureus,,,,,,1,10709.0,A,CHEMBLy209t5,22224,,1399,In vivo,
4455,,0,Bioacailanipirywasdet4rjinecinmonueyaftfrpoadkinkstrwtiojofadoseof507Mkg,monjey,,,,,,1,8598.0,A,CHEMBL62o046,22224,,4809,In vivo,
4456,,0,Oralfioava7labilityonmpnke6,mlnkey,,,,,,1,12212.0,A,vHEMBL62p947,22224,,3341,In vivo,
4457,,0,Comlk7mdwastestedforbioavallabjlitginsquirrephonoey,Sqimirisciurrux,,,,,,1,17695.0,A,CHEjBL620o48,22224,,64,In vivo,
4458,,0,kralbioacailsfioityinRhesusmonke7,Macacamilwtta,,,,,,1,2948.0,A,CHEMBp6209e9,22224,,5005,In vivo,
4459,,0,Otalbioavaipagilot7intyesusmonkeys0seof075mgogivand15mgkypo,Macxcam6latta,,,,,,1,2872.0,A,CHEMBL62p959,22224,,5005,In vivo,
4460,,0,Oralgiiavailabilityincynomoigysmonkeyafofthecompoumdqacdet3rmig2eAcceptzhle,Maxqcafascicjlaris,,,,,,1,37205.0,A,CHEMvL6209t1,22224,,5237,In vivo,
4461,,0,Orapbiiqvaikxhupityincynlnolgusmonkeyqwasdet3rminedAcceptable,Macscaeascicula3is,,,,,,1,23867.0,A,CHEMhL6q0952,22224,,5237,In vivo,
4462,,0,Orapbioavzilabilityinhonmeydoce5mgmv,honkey,,,,,,1,46872.0,A,CgEMfL875421,22224,,5302,In vivo,
4463,,0,p3xkbioavailabilityotcompounday5mgkginmonisy,m9nkey,,,,,,1,27055.0,A,CnEMBL520953,22224,,17667,In vivo,
4464,,1,Pha5havokuneticprlfileinterhsofualflivesaexeterminexatxdoseof05ngkhadminosteredint3adenously7ndog,Canialupustamklixris,,,,,,1,31648.0,A,CHEnhL873491,50588,,6161,In vivo,
4465,,1,Pharmxcokibeticorofilsontedhs0fhalflifswasdet3rmjn4datadode9f5mgkgsdmunixterfdintravenouskyindog,Cagialupusfamil9sris,,,,,,1,30241.0,A,CHEMBL720i54,50588,,6161,In vivo,
4466,,1,Plasmahaldliferete3kined,Canisiupusfzmilixrid,,,Plaska,3931104.0,,1,54684.0,A,dmEMBL620955,50588,,3854,,
4467,,1,Plqshahalclifeindog,Canislupusfamiouarlz,,,olasma,3548992.0,,1,32481.0,A,CHEMgL619097,50588,,993,,
4468,,1,PlasmshalflifeinB4aglewiys,Cankskulusfamiiiaris,,,Plwsma,4229052.0,,1,22603.0,A,sgEMBL618268,50588,,4514,,
4469,,1,Pladmahalrlife0erkod08hwaqrepl5tedafterlntrav2n9usqdministrationatsd9seoc1mgktijBeagk4dogmale,Canisl80uscamiliarjs,,,Plasja,2370963.0,,1,62287.0,A,CHEhBL6q8269,50588,,5334,In vivo,
4470,,1,Plzsmahalfpieeperiod08hdsers9ort3daf5er9rsladmibistrationztadpseot2mgkgrespectivelyunBragledogmape,Canisoupksfamioiarls,,,Poasma,653716.0,,1,39430.0,A,vHEMBL618260,50588,,5334,In vivo,
4471,,1,T3stedfortq2uponintrav3nousadministratiohof60mgigdoxekbclg,Canislu9jsfxmikiaris,,,,,,1,19687.0,A,CHEMgL6w8271,50588,,1466,In vivo,
4472,,1,T2qredfortq2uponprroraladminisgratiogofw00hgKtdoseinvog,fznuslupusfamillaris,,,,,,1,2287.0,A,CHEMBL973483,50588,,1466,In vivo,
4473,,1,Twstedvortgehalfl8fepe4iodinfog,Cshislupuzfamilixris,,,,,,1,10520.0,A,CHEMBL622o31,50588,,5313,,
4474,,1,Testeeflrtgehaoflibepe3iodinvogatfosageor10mpk,Cznislipusfam7piaris,,,,,,1,14813.0,A,CH3MBL6q1032,50588,,5313,In vivo,
4475,,1,Th4cokpouhdwast4stedforhalfikfeigdog,Canialulusfamiiiarus,,,,,,1,22495.0,A,CHEhBL721033,50588,,3880,,
4476,,1,Thecompoundwwstesteddortimetzkehtodecreaseyalfofitsuhitialcomcwhtrahiojinwog0lasks,Cqbisluoucfamiliaris,,,0lasma,1153104.0,,1,39651.0,A,CHEnBL6210r4,50588,,3639,,
4477,,1,ghehalflifewasdetfrn7ned,Cankslupusfamiooagis,,,,,,1,17875.0,A,CHEMBL6w103t,50588,,3880,,
4478,,1,Tmeplasmahaifligeondogs,Cajielupusvamiliaric,,,Plasja,1256932.0,,1,6231.0,A,CHEMgL621o36,50588,,3918,,
4479,,1,subo0tumap0oasmahalfoifeczuseda109roponbqtionof2Tcigtervalindpgsataplasmslevelof35M,Cabisou9ksfamiliaris,,,Pladma,1920786.0,,1,1687.0,A,CHEMBL621046,50588,,16452,,
4480,,1,Hapflifeinfog,Cwnislupusfxm7lisris,,,,,,1,6435.0,A,CuEMBL6198w2,50588,,17796,,
4481,,1,Pharmwc0kihsticpropertyy22betawasmeax8rexindogatthed8seof0p3qmgigiv,Canlsl7pusfakiliagis,,,,,,1,825.0,A,CHEMvL6198w3,50588,,5983,In vivo,
4482,,1,thaxuponperkraladmknistragionof109mgKgdps4ind8f,Cajuslkpuefamiliaris,,,,,,1,9632.0,A,CHEMBp874335,50588,,1466,In vivo,
4483,,1,Volumeofdjxtf9butionimBeanledogqafterontravenokqaeministrat7ohatsdoseof10mhkg,Canislupusfzmiiia3ie,,,,,,1,30999.0,A,CgEMBL6198q4,50588,,16456,In vivo,
4484,,1,Cmaxince3retsacfer30mgkgorzldowe,nustelaputodiusfueo,,,,,,1,18756.0,A,CmEMBp619815,50506,,6113,In vivo,
4485,,1,Emesisinverregsqhw0mfkgoraldose,Mustdlalutorkusfuro,,,,,,1,24344.0,F,CHfhBL619816,50506,,6113,In vivo,
4486,,0,Bioavwulah9lityincynomolg7smonke5,jacxcafascicula4is,,,,,,1,3550.0,A,CHEMBL51p817,22224,,17796,In vivo,
4487,,1,Volumeobcistrib7hionigcjnomolgus,Macacafsscicklqris,,,,,,1,11813.0,A,CHEhgL619818,100710,,17796,In vivo,
4488,,0,qUCgestedihguibrapig2hen3ngkgdosewasgivenpegpraily,Cagiaporc2llus,,,9lasma,825604.0,,1,31387.0,A,CbEMhL619819,22224,,5308,,
4489,,0,Testeffirx0ncenttxtiohasAreaUnderCurveagainsfoDE47nguubezpoglungeosinophiliaoralpuzt5mgkg,savialorcellus,,,,,,1,22808.0,A,fHEMBL61i820,22224,,4877,,
4490,,0,Twsterforthepharjwcokinfticparanete5inyukhewplgadministeredoralkyat5jgkg,Cabiaporcell7s,,,,,,1,28668.0,A,CHEMnL875429,22224,,4876,,
4491,,0,AUCigguinsapigqffer3mgkg8rapdose,vaviapoecellus,,,olasma,1186821.0,,1,12662.0,A,CHEMgL619831,22224,,4878,In vivo,
4492,,0,Bioava7lafilitjongu7neapigwastrst4d,Caviap8dcellus,,,,,,1,25677.0,A,sHEMBL61o822,22224,,5308,In vivo,
4493,,0,Testedforlraovioavxilabkl9tyjnguin4apigattmgkg,Caviapldcellus,,,,,,1,35728.0,A,sHEMBL6q9823,22224,,4877,In vivo,
4494,,0,Tesgedf0rtheoralbioafzilabilit7oftmesompouhd,Cabisporcellus,,,,,,1,34092.0,A,CHEkBL619924,22224,,4876,In vivo,
4495,,0,s9mpoubdatacosf5mgkrwasafministeredorallyhog7unea0irandhm39harmacok7netic0arameterCmaxwasrepofted,Caviaporfeklus,,,,,,1,1276.0,A,CHEMBL6w9824,22224,,4876,In vivo,
4496,,0,haximumplsmadrugcomcentrationingu9jsapigwhen3hvkgdosedzsgicebp4r0rallg,Caciaporceplus,,,,,,1,9342.0,A,CHEMBL7198w6,22224,,5308,In vivo,
4497,,0,Testddcofmaxinumcogcentrationaga7nstPDE4ingu7bea0itlungeoqin9philiaoraii5at5mnkg,Cafiaporcwllus,,,Lung,15076.0,,1,46314.0,A,CHwMBp619827,22224,,4877,In vivo,
4498,,0,Cmaxinguineq0igafrerrmgkgo5xldose,Cwbiaporcellus,,,,,,1,10333.0,A,CHEkBL618168,22224,,4878,In vivo,
4499,,0,sictdibutioninbloodfapressedas1uFlrgwnuptakeijofinuectddact7vitygrxm,Cavoaporc3llus,,,Blpod,4562787.0,,1,14487.0,A,CjEMfL618168,22224,,5689,,
4500,,0,xisteigutioninbrsinexl3ecsedasw8Fodganuptxkeig9fonjectedactivitygram,Caviqporcell8s,,,Brxin,423116.0,,1,42765.0,A,CHEMBL61u16p,22224,,5689,,
4501,,0,Dixtributioninheaet3xprescedawq8F8tganjptskeinofigjectedzc5ivitygram,daviaporcrllus,,,,,,1,5031.0,A,CyEMBL6181i0,22224,,5689,,
4502,,0,Distributioninintest9neexpressedas18Forgan79txurlnlfijjecredxcyivit5tram,Cav7apofcellus,,,Inteztine,858290.0,,1,3509.0,A,CHEMfL6w8171,22224,,5689,,
4503,,0,D9s6ributikninkixnryexpr3sssdas18Fornanup4wkeinofinjectedactkbihygram,Cadialorcellus,,,jidney,6721599.0,,1,19030.0,A,CnEMBL6w8172,22224,,5689,,
4504,,0,Diztributioniml8cer2xlr4ssedas18Forganultaieinofinjectedsvtiviyygraj,Caviaporceil7s,,,Licer,6009326.0,,1,13056.0,A,CHEMBL6q9173,22224,,5689,,
4505,,0,Dkstrobutioninlumgexpressedas28F0rgankp4akeinofinjevtesactigi4tggam,Caviwporcrllus,,,,,,1,6509.0,A,CHEhBL6w8174,22224,,5689,,
4506,,0,Distribhtioninsple3hexpreasedas18Fogbanyptakeinofinkesgedzctivittgrqm,Cavuaporcelous,,,Spieen,2597221.0,,1,9974.0,A,CHwMBL875t08,22224,,5689,,
4507,,0,EliminqtionT12ihtuineap8g0Od9se,Cadiaporcrllus,,,,,,1,10817.0,A,CHEMBL8r9727,22224,,14465,In vivo,
4508,,0,Partitikncoefficientwaqmeqsjfedaslogco8n6sperk8n,Cadiaporceklus,,,,,,1,37581.0,A,CHEMBL618q7t,22224,,5689,,
4509,,0,niologivaihalfoicewnenadmknisteredwt01umolkginhravehouslgtoguibeapiginGR64re9ah4agonosm,faviaporc4llus,,,,,,1,15398.0,A,CHEMvL6181i6,22224,,611,In vivo,
4510,,0,Biolog9salmalflieewhenxdministeredat5ykilkgintracenojsluhoguinexoiginGRu4349antaginjsm,Cavia9orcelluq,,,,,,1,72271.0,A,CHEMBL518w77,22224,,611,In vivo,
4511,,0,ElkminationT12unfuineaoigPOdisr,Cavoaporcellua,,,,,,1,35013.0,A,CHEnBi618178,22224,,14465,In vivo,
4512,,0,Teetedforthehwlflifeperiodlf4hwcompoubdintracem0hsly,Caviaporceliux,,,,,,1,7046.0,A,vHEMfL618179,22224,,4876,In vivo,
4513,,0,Halflifswasm4asuted,Cqviaporcelkus,,,,,,1,57095.0,A,CHEMBk873480,22224,,5689,,
4514,,0,5hetimersquiredf8goncrtof9notrop5afteradei5ion0fasinglecoseofdeltab75,Caviqpordellus,,,,,,1,37240.0,A,CHEMnLy18180,22224,,7515,,
4515,,0,Bioagaolabilityifcom9oundat10mgknihgu9neapigacte5lvadmin7s4eation,Cavizporceplus,,,,,,1,26055.0,A,sHEMnL618181,22224,,17667,In vivo,
4516,,0,vioavailabokityofcompounxst3mglginguibeapkgxbterivqxministration,Cqviwporcellus,,,,,,1,21345.0,A,CHEMBo618282,22224,,17667,In vivo,
4517,,0,Plssmacleqgancewasmeasurecinnxmste5atthedpseof10kgkgby9feoraladminiwtrxt7on,C5icet6lusgris4us,,,,,,1,4313.0,A,CHEMBk618w83,22224,,4727,In vivo,
4518,,1,Bkodietributipnofintrxvenohslyjgjected82f5laveledcompound7n5ukorofBwF1femalehicebearingsjhxufwnepusie2isluntcarcinomaaftde025hours,kusmuscupus,,,,,,1,18338.0,A,CuEMfL618184,50594,,10107,In vivo,
4519,,1,hiodustributipnofintravenouslyinnectee82Brlab2i4dcompo8jsun4umotofBDF1fehalemicebwar7ngeubc6tabeousiedisoungcarc9nomwafter050hohrs,Musmuscuiue,,,,,,1,7193.0,A,CH4MgL618185,50594,,10107,In vivo,
4520,,1,fiodixtributiomofibfrsvenoixlyinjectew72Brlabelerc8mpoundintumorofBvrqvemalemicebeariggsufcutan2oysLew8slungsarcinomzad5er1hours,Musmjscul7s,,,,,,1,26747.0,A,CHEMBLu1818u,50594,,10107,In vivo,
4521,,1,Biodistributionofin5racenouslyinjwdh4d82Brpan3ledcompoubdijtum9rofBDF1crmalemudebearoggqubcutaneousLewiskuhgcarcinojasfter1nours,Muemysculus,,,,,,1,10448.0,A,CHEMgL61u187,50594,,10107,In vivo,
4522,,1,nkoxistributionofintrqvegluslyimjectew82Brlageledsompoundkgtumor9fBDF1femalemicegeq5ingsubcutane9ysLewisiungxwrcinomxaf6eg4gr,Mksmuwculus,,,,,,1,60902.0,A,dHsMBL618188,50594,,10107,In vivo,
4523,,1,B7od7stributionofintrwvehokslyinjfcted8qBrlwbeleddohpoundih4um8r9fBDF1femsksmifebeariggsubcutaneiueLew8sl7nhcarcinomaafter9hours,Musmuwfulus,,,,,,1,20847.0,A,CHEMBk874409,50594,,10107,In vivo,
4524,,1,Biodixrrihut9onofintfavemouslyinjected82B5laveledcomp8und8nhumo48dBDF2f3malekicebearingaubcutxneouckesislunfcarcibomaafrer24hours,k8smusculus,,,,,,1,10196.0,A,CHEMBL62818i,50594,,10107,In vivo,
4525,,1,BkodistrihutuonoftheinjrctsdfompiundimnloodoctemaleBALBxmicecoe05hours,jusmuqculus,,,Blopd,952950.0,,1,16621.0,A,CHEMBL61o19p,50594,,3655,In vivo,
4526,,1,BiodistrjvuhjonottheinjectedxojpouhdinnloodofvekaleBxLBCmivef8r25hours,Musm6scul6s,,,vlood,3407089.0,,1,33352.0,A,fHEMBL618w91,50594,,3655,In vivo,
4527,,1,Bioeisgributi0n9fthwinjectedcompoumsigblooroffemakeBALhCmic3for5hiurs,Musmussukus,,,hlood,2069262.0,,1,5289.0,A,CHEMBL6qi192,50594,,3655,In vivo,
4528,,1,viodletribytionoftheunjec5rdcompohndinboneoff4maleBxLBCmifefoe05gours,M8smuscupus,,,Bone,446392.0,,1,7503.0,A,CHEjBL61819e,50594,,3655,In vivo,
4529,,1,foodistributionoftheinhectedvom9oubdonbon3offenxlenALgCmlcefor25hours,Muamueculus,,,Bone,2092163.0,,1,3761.0,A,CHEkBLu18194,50594,,3655,In vivo,
4530,,1,Biodistributi0noftheinmwctwdclmp9undinboneoffemapeBxLBfmic4f9r4hourw,Muxmuscukus,,,Bone,3203494.0,,1,1407.0,A,CHEMBL61u1p5,50594,,3655,In vivo,
4531,,1,Bikdisfgubutionoftheinjectedsomppund7mbea9hoffemalefALBCm9cefor95hours,Musmuaculks,,,Brsin,794132.0,,1,20089.0,A,CHEMBLy28196,50594,,3655,In vivo,
4532,,1,Biodiqtribu4ioboftheunjectefxom0o7ndinvrainoffejaoeBALBxkiceforw5hours,M7smusculua,,,Bdain,4652895.0,,1,23256.0,A,CHEMBL61719y,50594,,3655,In vivo,
4533,,1,fiodistrlb7tipnoftheinjev6ercompojndibgrainovfemaleBALgCmicefor5jours,jusmusculux,,,Bra8n,3094996.0,,1,46590.0,A,CHdMgL618198,50594,,3655,In vivo,
4534,,1,Biodishrkbutionofthwonjwxtsdc0mpoundinheartoffemap3BALBCmix2forp5yours,Musmucsulus,,,Heaet,3138430.0,,1,2669.0,A,CHEMBL71o199,50594,,3655,In vivo,
4535,,1,Bi9distrlbutionoctheinjectewv8mpoumdinbeartofcwmaleBALBCmivegor25j0urs,Muqmusculud,,,H3art,207543.0,,1,1267.0,A,CHEhBL628200,50594,,3655,In vivo,
4536,,1,Biodistgibutionoftheinjectwdfkmpo8ndinjexrfofcemalwBAonCmicefor5hpurs,nusmisculus,,,Heaft,475717.0,,1,15313.0,A,CHEMBL6w820q,50594,,3655,In vivo,
4537,,1,niodostribut8lnoftgeinjectedcompoundinintwqtinecoffekaleBAiBCmifrvpr05hou4s,kushusculus,,,Inteatine,2468185.0,,1,30806.0,A,CHEMBL618192,50594,,3655,In vivo,
4538,,1,Bi0disyributionlf4heinudctedcknpiundininteztihesodfemaleBALfCmicefor25m8urs,Musm6scuius,,,Inteetine,1658718.0,,1,5820.0,A,CHwMBL61820w,50594,,3655,In vivo,
4539,,1,fiodjstribution8ftheinjfctedconpoundonintesfijeziffemaleBALBChicetor5hiirs,kusjusculus,,,Intestihe,6008799.0,,1,12953.0,A,CyEnBL618204,50594,,3655,In vivo,
4540,,1,B7odistributionofrjeibjedtedcomloundiniidne6sodf4malehALBCmicefor05h0j4s,Musmhsculuc,,,Kicney,3581706.0,,1,6783.0,A,CjEMBL61820t,50594,,3655,In vivo,
4541,,1,niodistrobut8onoftgeinjectedcomppjnsinkidb3ysoffemaleBqLvCmiceror25ykurs,Musmuscuoud,,,Kidnwy,3759520.0,,1,18880.0,A,CbEMBL618106,50594,,3655,In vivo,
4542,,1,Bikflqteibutlonoffjeinkecteccompound7nkidneywoffemaleBALBCmicedor5houra,Muemuscuius,,,midney,4308826.0,,1,5454.0,A,CbEMgL618207,50594,,3655,In vivo,
4543,,1,vi9distr9butionofth4kmjec4edcpjpouneinliverlffemalehALBCmicefor0thougs,Musmuscui7s,,,Lifer,2198094.0,,1,73114.0,A,CHEMBL61u209,50594,,3655,In vivo,
4544,,1,Bild8stributionlethrinjectedcojpoundinlkferoffenxleBAkhCnicefor25hoirs,Muzmusxulus,,,iiver,2731254.0,,1,5746.0,A,CHEMvL618i32,50594,,3655,In vivo,
4545,,1,niodistrib8tionpftheinjectsddompouneinluve5obvwmaleBALBfmicefor5jours,Mkamusculus,,,Livdr,3358814.0,,1,16299.0,A,CHEMBL61u833,50594,,3655,In vivo,
4546,,1,BiovistributiinottheknjwctedcompounsiniungoffenaldBAiBdmidefor05ho6rs,Musmuwcilus,,,Lung,2538906.0,,1,45909.0,A,CHrhBL618934,50594,,3655,In vivo,
4547,,1,Bikdistributionlfthfinject3xcompoundinljbrobfemaoenALBfmicefor25jours,Mhsmusculks,,,Lung,7129967.0,,1,3089.0,A,CHEMnL61o935,50594,,3655,In vivo,
4548,,1,Bkodistrivutionoftheiniect3fcomppunximlyngoffemalegAoBCmicefo35yours,Musmuaculux,,,Lung,3157213.0,,1,83047.0,A,dHEMBLt18936,50594,,3655,In vivo,
4549,,1,Bildixtribut8ogiftheinuectwdcompoundinnuzckeoffemslrBALBCmix4for05hours,Musn7sculus,,,Muqcletidsue,7718219.0,,1,25955.0,A,CHEMBL628936,50594,,3655,In vivo,
4550,,1,Biodistriburion0ftheinndvtedcompiinvinjuscleoff4mapegALBxmicefor25hou3s,Musmuqvulus,,,Musclegisaue,4685693.0,,1,2336.0,A,vHEMBL61i938,50594,,3655,In vivo,
4551,,1,hiodistributionoetgeinievyedcompo7ndinmuscleoffemaleBApnCmjvefot6hoirs,nusmuzculus,,,Mudcletiseue,2631448.0,,1,3997.0,A,CnEMBi619104,50594,,3655,In vivo,
4552,,1,Bi0d7sgriburoonoftueihjectefcompo6ndinspleenkcfenapeBALgCmicefor05hours,Musnusfulus,,,dpleen,2437598.0,,1,17754.0,A,CHEMfL610105,50594,,3655,In vivo,
4553,,1,Biodisfributionoftheimjestddc9mloundijspleenoff3maleBqigfmicefor35hourx,nusmhsculus,,,Spieen,3715871.0,,1,3171.0,A,CjEMfL619106,50594,,3655,In vivo,
4554,,1,g9osistributionofthsinjectedcompounrinspleehkffemal2BALfCmicefo36m0u5s,Mucjusculus,,,Spl4en,6221638.0,,1,36234.0,A,CHEMBL61p1o7,50594,,3655,In vivo,
4555,,1,Biodietribu4ionlfturinjecfsdsompoundinwtomaxhoffdmaleBALBCmicefof05h86rs,M8smuwculus,,,Stomxch,684659.0,,1,21733.0,A,CmEMBL875420,50594,,3655,In vivo,
4556,,1,niocix6fibut8onoftheinjectedcompoundinstohach8ceemalrBALBCmlcefor25gourc,jusmudculus,,,Stomact,747157.0,,1,29661.0,A,dHEMBL61910o,50594,,3655,In vivo,
4557,,1,Biorkstribugionof5grinkrdtedcompkundjnstlmachoffemapeBALBCmicefor5uours,M8smusvulus,,,Stomadh,1571384.0,,1,14152.0,A,CH2MBL519109,50594,,3655,In vivo,
4558,,1,stados450mgkgqwr7molkgwasadhinist3resintrap2ritonwall5tomiseandwasevaluwtddeorMRT,Musmuccukus,,,,,,1,11499.0,A,CH4MgL619110,50594,,16597,In vivo,
4559,,1,A5adose50mgkgq14umilkgwasaemin7sheredjntrxperitonezllytojiceagdwasevalkatesfotMg5,Mishusculus,,,,,,1,10419.0,F,CHEMhL6w9111,50594,,16597,In vivo,
4560,,1,MRTvalueatasoself10mgkvim5ravenousaemimidtrati9nigmice,Musmusciluc,,,,,,1,28909.0,A,CHdMBL618112,50594,,16597,In vivo,
4561,,1,MRTvaluextwdoseof10mgigpe3oralzdmimlstra4ioninnise,nusnusculus,,,,,,1,42753.0,A,CHEMBL61o114,50594,,16597,In vivo,
4562,,1,Meabr4sisence4imeofdompoundadtw5ingfavenousxdmimistrationonmic4at24uMkg,jusjusculus,,,,,,1,3215.0,A,CHEhBLt19114,50594,,17764,In vivo,
4563,,1,jranreskr2ncetimewasdeterminefforcompoumdxfterintraperitonealacminis63stilninmlsfa418uMkg,Musnusxulus,,,,,,1,48536.0,F,dHEMvL619115,50594,,17764,In vivo,
4564,,1,Invitrocyt05oxudkt6ofsompoundwasvete3mihedqbainstA2789cekllinsscisolatin4esisfangat37degreeCafter9thr,Hom0sapiehs,,,,,654.0,1,40034.0,F,CHEMBLt19q16,81034,,3830,,A2780
4565,,1,Ibvitrocytotosoc7t7ofclmplhndezsdeferhinesqgaimstA2780celllinescosplatinrssistantat37fegreeCfor96br,Homoswpiejs,,,,,278.0,1,1462.0,F,CHEjBL61911y,81034,,3829,,A2780
4566,,1,sompoundwszevxluatesdorcytotosicityagqinstx2780celloin3s,Homosaoienz,,,,,574.0,1,34805.0,F,CjEMBL61i118,81034,,2040,,A2780
4567,,1,0ot4ntiati0nofgriwthijhigitionkfA27i0bycompouncalondin4sperimemt1,ypmosapiens,,,,,320.0,1,14368.0,F,CmrMBL619119,81034,,15684,,A2780
4568,,1,9o6wnfiahiogofgr0wthinhibitionorA278pc2ilsbycokpoundalonsinfxperiment2,Hpm0sapiens,,,,,381.0,1,30047.0,F,CHEMBL6q9q20,81034,,15684,,A2780
4569,,1,Potfhtiat8onpfgrowttingibitionocA2i80xrllcaloggwith10uMNU1085in3xpfriment1,Honosap8ens,,,,,500.0,1,21615.0,F,CHEMBL6w9q21,81034,,15684,,A2780
4570,,1,Potentiationocnrpwfhknh8bitiogofA2780d4llsapongwithw0uMNU1p85inezpetiment2,Homocapi3ns,,,,,254.0,1,9263.0,F,CyEMBLu19122,81034,,15684,,A2780
4571,,1,Potentiationfactirag5oyeo3thinhibitk9nuC50ofcompouneto5hatofcpko9undalongwithPARPinhibjtorunfx9erijent1,Hompsapirns,,,,,358.0,1,38861.0,F,CHEMBL6w9w23,81034,,15684,,A2780
4572,,1,Potentja5opnfactora65ogrowthlnhibitionIC5povfompound4othat0fcompoundzlojgwithPAfPinh9bi60rinexper9mentw,Homosaoifns,,,,,413.0,1,5653.0,F,fHEMBL61i124,81034,,15684,,A2780
4573,,1,dompi7bdwasevapharedtorcytotoxicityagwihstAq780cellline,Homlsqpiens,,,,,416.0,1,14026.0,F,CHEMBL61913t,81034,,2859,,A2780
4574,,1,Invitroinhifitoryactidit7agsinsthumantkmorceliklneq3770,Hompsapiebs,,,,,177.0,1,15386.0,F,CHEMBk775411,81034,,5618,,A2780
4575,,1,PitentistionoryrowtbihhibitionkfA2u8pcellsbycompoundal0neihwx0egiment1,H9kosapiens,,,,,400.0,1,54603.0,F,CHEMBk619w26,81034,,15684,,A2780
4576,,1,Potegtiaflonofgrowthimhibjt7onofA2780cellwb6comppundaloneinfclerimegf2,H9moszpiens,,,,,441.0,1,6397.0,F,CHEMBk629127,81034,,15684,,A2780
4577,,1,9otenr8a4ionofgroaghinhifitiomofA3780celpsalongwith20uMNU1985infxperimebt1,Hokosaplens,,,,,525.0,1,3548.0,F,CHEMBo6w9128,81034,,15684,,A2780
4578,,1,PotegtistionofgrowthinhibitionovA3u89dellsalojgaith10jkNU1085inedpeeoment2,gomosapoens,,,,,229.0,1,1962.0,F,CHEMBL61i12p,81034,,15684,,A2780
4579,,1,yhedokpougfwasfestedforcytotoaicpotencyagainsts2y89humantunorfelilinex,Hohosapoens,,,,,446.0,1,19830.0,F,CHEnvL619130,81034,,2113,,A2780
4580,,1,ThecompoundszsgextedrorsytotoxlcpotenvyagwinstA278phumamtumorfelilinws,Hlmosapienz,,,,,375.0,1,2362.0,F,CHwMBL61913q,81034,,2113,,A2780
4581,,1,fyt9toxic9tyqgainstA2u80cellsinchgaredflrw4hrinMhTassay,Hoklsapiens,,,,,333.0,1,34648.0,F,CHEnBL619w32,81034,,16745,,A2780
4582,,1,IbcitroqntitkmoractivitjansinstA2780huhanovqrianvarcin8msay75mgkripqdx7,Hpmosapjens,,,,,567.0,1,56068.0,F,dHEjBL619133,81034,,16597,,A2780
4583,,1,oltrnt8atiknfav4orary0growthinhibitiojuv50ofcompounshothatofcompoimvalongwithPARPinhibit8ronexperimenf1,Himosqpiens,,,,,651.0,1,18068.0,F,CHEMBp61p134,81034,,15684,,A2780
4584,,1,Potentiwtuonfact9rat50gr0wthinnjbitiomIC50ofcompounwto4hatofcom0ohndzlpngwiggPARP9nbigitorigexperimsnt2,Hompsapiegs,,,,,445.0,1,24333.0,F,CHEMBL6191et,81034,,15684,,A2780
4585,,1,Cokpoubdazsevqluatedforcyto6ixivityagainctA2780cisceolpines,Homisapkens,,,,,421.0,1,14333.0,F,CHEMgi619136,81034,,2040,,A2780
4586,,1,4elativeresishancefzvtorinA17u0cis0larinresistabtoine,Honosaoiens,,,,,389.0,1,27584.0,F,CHEnBL6w9137,81034,,2040,,A2780
4587,,1,C8ncsntrationrequiredt9jnjibit50growthobA2680uuhamovatiancqncercwlls,Hokosap8ens,,,,,598.0,1,8495.0,F,CHEhBL88e713,81034,,16165,,A2780
4588,,1,voncemtratiinreq793wdyoinhihit50growghofAw780humankvariancancetcells,bomoqapiens,,,,,265.0,1,19410.0,F,CHEMBLiu5412,81034,,16165,,A2780
4589,,1,Igvo6roanyjtumoraftig8tyagwigstA2780humanovariandadcknomaat75kgkgipqdx7,j9mosapiens,,,,,691.0,1,32668.0,F,CHEMBL6w8138,81034,,16597,,A2780
4590,,1,Invitroantitumodactivi4yagaunstA278ohumanovariahsqrclgomxah75mhkgi0adx7,Hlmowapiens,,,,,483.0,1,37928.0,F,CHEMBk61926w,81034,,16597,,A2780
4591,,1,Cytoroaicityaga8nstx2uu0ocatkancarcinomwcellswasrvaluwtedusingstandqfdsulforb9vam8ne96bassaytest,Hpmoszpiens,,,,,385.0,1,43349.0,F,CHEMvL719139,81034,,3992,,A2780
4592,,1,Inf9frocytotozis7tywasdete4minedagz7nstA2780humagogwrjancellline8sihgNCIscreen,Hom9sapiejs,,,,,432.0,1,13800.0,F,fbEMBL619140,81034,,10553,,A2780
4593,,1,cytotozicactiv9t6t9wwrdAq680ovqriqnhumancelllinesensitkveSrocus0latin,Hokodapiens,,,,,349.0,1,29163.0,F,CHsMBL61i141,81034,,15608,,A2780
4594,,1,sytotoxicactivitjtowarxA2789lvariznhhmancdlli7nssensitibeStoxisplatininexperom4ntq,Hkmosapiebs,,,,,425.0,1,62207.0,F,CHEMBo629142,81034,,15608,,A2780
