ASI,BFO,DI,CEI,CHEI,ASSTY,TISI,ASTI,ASCT,ASTIS,SASI,Ti,RELATY,CONFISC,CURAB,SRI,VARII
10930,BAO_0000218,9025,,CHEMBL624990,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10931,BAO_0000218,9025,,CHEMBL874391,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10932,BAO_0000218,9025,,CHEMBL624991,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10933,BAO_0000218,9025,,CHEMBL624992,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10934,BAO_0000218,9025,,CHEMBL624993,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10935,BAO_0000218,9025,,CHEMBL624994,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10936,BAO_0000218,9025,,CHEMBL624995,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10937,BAO_0000218,9025,,CHEMBL624996,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10938,BAO_0000218,9025,,CHEMBL624997,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10939,BAO_0000218,9025,,CHEMBL624998,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10940,BAO_0000218,9025,,CHEMBL624999,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10941,BAO_0000218,9025,,CHEMBL882955,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10942,BAO_0000218,9025,,CHEMBL625000,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10943,BAO_0000218,9025,,CHEMBL625001,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10944,BAO_0000218,9025,,CHEMBL625089,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10945,BAO_0000218,9025,,CHEMBL625090,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10946,BAO_0000218,9025,,CHEMBL625091,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10947,BAO_0000218,9025,,CHEMBL625092,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10948,BAO_0000218,9025,,CHEMBL625093,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10949,BAO_0000218,9025,,CHEMBL625094,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10950,BAO_0000218,9025,,CHEMBL625095,A,1637.0,9615.0,,Artery,,50588,N,1,Intermediate,1,
10951,BAO_0000218,2249,,CHEMBL625096,A,,9615.0,,,,50588,N,1,Intermediate,1,
10952,BAO_0000218,2249,,CHEMBL625097,A,,10116.0,,,,50597,N,1,Intermediate,1,
10953,BAO_0000218,17515,,CHEMBL882956,A,,,,,,22224,U,0,Autocuration,1,
10954,BAO_0000218,14541,,CHEMBL625098,A,,10116.0,,,,50597,N,1,Intermediate,1,
10955,BAO_0000218,12797,,CHEMBL625099,A,,10141.0,,,,22224,U,0,Autocuration,1,
10956,BAO_0000218,12797,,CHEMBL625100,A,,10116.0,,,,50597,N,1,Intermediate,1,
10957,BAO_0000218,12797,,CHEMBL625101,A,,9615.0,,,,50588,N,1,Intermediate,1,
10958,BAO_0000218,12797,,CHEMBL874396,A,,10116.0,,,,50597,N,1,Intermediate,1,
10959,BAO_0000218,11727,,CHEMBL625102,F,,9615.0,,,,22224,U,0,Autocuration,1,
10960,BAO_0000218,13249,,CHEMBL625103,A,,9615.0,,,,50588,N,1,Intermediate,1,
10961,BAO_0000218,13249,,CHEMBL625104,A,,10026.0,,,,100712,N,1,Intermediate,1,
10962,BAO_0000218,13249,,CHEMBL625105,A,,314293.0,,,,22224,U,0,Autocuration,1,
10963,BAO_0000218,13249,,CHEMBL625106,A,,10116.0,,,,50597,N,1,Intermediate,1,
10964,BAO_0000218,9552,,CHEMBL625107,A,,10090.0,,,,22224,U,0,Autocuration,1,
10965,BAO_0000218,9552,,CHEMBL625108,A,,10090.0,,,,50594,N,1,Intermediate,1,
10966,BAO_0000218,14839,,CHEMBL625109,A,,10090.0,,,,22224,U,0,Autocuration,1,
10967,BAO_0000218,14839,,CHEMBL625110,A,,9541.0,,,,22224,U,0,Autocuration,1,
10968,BAO_0000218,14839,,CHEMBL625111,A,,9541.0,,,,22224,U,0,Autocuration,1,
10969,BAO_0000218,14839,,CHEMBL625112,A,,10090.0,,,,50594,N,1,Intermediate,1,
10970,BAO_0000218,14839,,CHEMBL875334,A,,10090.0,,,,50594,N,1,Intermediate,1,
10971,BAO_0000218,11219,,CHEMBL628617,A,,9443.0,,,,22224,U,0,Autocuration,1,
10972,BAO_0000218,9552,,CHEMBL628618,A,,10116.0,,,,22224,U,0,Autocuration,1,
10973,BAO_0000218,11732,,CHEMBL628619,A,,,,,,22224,U,0,Autocuration,1,
10974,BAO_0000218,11732,,CHEMBL628620,A,,,,,,22224,U,0,Autocuration,1,
10975,BAO_0000218,14839,,CHEMBL628621,A,,9541.0,,,,100710,N,1,Intermediate,1,
10976,BAO_0000218,14839,,CHEMBL628622,A,,9541.0,,,,100710,N,1,Intermediate,1,
10977,BAO_0000218,14839,,CHEMBL628623,A,,9541.0,,,,100710,N,1,Intermediate,1,
10978,BAO_0000218,14839,,CHEMBL628624,A,1969.0,9541.0,,Plasma,,100710,N,1,Intermediate,1,
10979,BAO_0000218,14839,,CHEMBL628625,A,1969.0,10090.0,,Plasma,,50594,N,1,Intermediate,1,
10980,BAO_0000218,14839,,CHEMBL628626,A,1969.0,9541.0,,Plasma,,100710,N,1,Intermediate,1,
10981,BAO_0000218,14839,,CHEMBL627041,A,1969.0,10090.0,,Plasma,,50594,N,1,Intermediate,1,
10982,BAO_0000218,14839,,CHEMBL627042,A,1969.0,10090.0,,Plasma,,50594,N,1,Intermediate,1,
10983,BAO_0000218,14839,,CHEMBL627043,A,1969.0,10090.0,,Plasma,,50594,N,1,Intermediate,1,
10984,BAO_0000218,13932,,CHEMBL627044,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
10985,BAO_0000218,11637,,CHEMBL627045,A,1969.0,10090.0,,Plasma,,50594,N,1,Intermediate,1,
10986,BAO_0000218,11637,,CHEMBL627046,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
10987,BAO_0000218,13960,,CHEMBL627047,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
10988,BAO_0000218,15905,,CHEMBL627048,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
10989,BAO_0000218,14062,,CHEMBL627049,A,,10116.0,,,,50597,N,1,Intermediate,1,
10990,BAO_0000218,14062,,CHEMBL627050,A,,10116.0,,,,50597,N,1,Intermediate,1,
10991,BAO_0000218,14062,,CHEMBL627051,A,,10116.0,,,,50597,N,1,Intermediate,1,
10992,BAO_0000218,14062,,CHEMBL627052,A,,10116.0,,,,50597,N,1,Intermediate,1,
10993,BAO_0000218,14062,,CHEMBL627053,A,,10116.0,,,,50597,N,1,Intermediate,1,
10994,BAO_0000218,14062,,CHEMBL627054,A,,10116.0,,,,50597,N,1,Intermediate,1,
10995,BAO_0000218,15011,,CHEMBL627055,A,,10090.0,,,,50594,N,1,Intermediate,1,
10996,BAO_0000218,15011,,CHEMBL627056,A,,10090.0,,,,50594,N,1,Intermediate,1,
10997,BAO_0000218,15011,,CHEMBL627057,A,,10090.0,,,,50594,N,1,Intermediate,1,
10998,BAO_0000218,15011,,CHEMBL627058,A,,10090.0,,,,50594,N,1,Intermediate,1,
10999,BAO_0000218,15011,,CHEMBL626211,A,,10090.0,,,,50594,N,1,Intermediate,1,
11000,BAO_0000218,10291,,CHEMBL626212,A,,,,,,22224,U,0,Autocuration,1,
11001,BAO_0000218,14599,,CHEMBL626213,A,,9615.0,,,,50588,N,1,Intermediate,1,
11002,BAO_0000218,14599,,CHEMBL626214,A,,9615.0,,,,50588,N,1,Intermediate,1,
11003,BAO_0000218,14599,,CHEMBL626215,A,,9615.0,,,,50588,N,1,Intermediate,1,
11004,BAO_0000218,14599,,CHEMBL626216,A,,9615.0,,,,50588,N,1,Intermediate,1,
11005,BAO_0000218,12767,,CHEMBL626217,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11006,BAO_0000218,12767,,CHEMBL626218,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11007,BAO_0000218,12767,,CHEMBL626219,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11008,BAO_0000218,12767,,CHEMBL626220,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11009,BAO_0000218,12767,,CHEMBL626221,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11010,BAO_0000218,12767,,CHEMBL626222,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11011,BAO_0000218,14706,,CHEMBL626223,A,,10141.0,,,,50512,N,1,Intermediate,1,
11012,BAO_0000218,14706,,CHEMBL626224,A,,10141.0,,,,50512,N,1,Intermediate,1,
11013,BAO_0000218,14793,,CHEMBL626225,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
11014,BAO_0000218,14793,,CHEMBL626226,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
11015,BAO_0000218,14793,,CHEMBL626227,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
11016,BAO_0000218,14793,,CHEMBL626228,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
11017,BAO_0000218,14793,,CHEMBL626229,A,,10116.0,,,,50597,N,1,Intermediate,1,
11018,BAO_0000218,14793,,CHEMBL626921,A,,10116.0,,,,50597,N,1,Intermediate,1,
11019,BAO_0000218,14793,,CHEMBL876793,A,,10116.0,,,,50597,N,1,Intermediate,1,
11020,BAO_0000218,14793,,CHEMBL625309,A,,10116.0,,,,50597,N,1,Intermediate,1,
11021,BAO_0000218,10524,,CHEMBL625310,A,,1423.0,,,,50278,N,1,Intermediate,1,
11022,BAO_0000218,11871,,CHEMBL625311,A,,314293.0,,,,22224,U,0,Autocuration,1,
11023,BAO_0000218,11871,,CHEMBL625312,A,,10116.0,,,,50597,N,1,Intermediate,1,
11024,BAO_0000218,3437,,CHEMBL625313,A,,,,,,22224,U,0,Autocuration,1,
11025,BAO_0000218,12038,,CHEMBL625314,A,,10090.0,,,,50594,N,1,Intermediate,1,
11026,BAO_0000218,12038,,CHEMBL625315,A,,10116.0,,,,50597,N,1,Intermediate,1,
11027,BAO_0000218,8418,,CHEMBL625316,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11028,BAO_0000218,8418,,CHEMBL625317,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11029,BAO_0000218,8418,,CHEMBL625318,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11030,BAO_0000218,8418,,CHEMBL625319,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11031,BAO_0000218,8418,,CHEMBL625320,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11032,BAO_0000218,8418,,CHEMBL625321,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11033,BAO_0000218,8418,,CHEMBL625322,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11034,BAO_0000218,8418,,CHEMBL876801,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11035,BAO_0000218,8418,,CHEMBL625323,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11036,BAO_0000218,8418,,CHEMBL625324,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11037,BAO_0000218,8418,,CHEMBL625325,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11038,BAO_0000218,8418,,CHEMBL625326,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11039,BAO_0000218,8418,,CHEMBL625327,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11040,BAO_0000218,8418,,CHEMBL625328,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11041,BAO_0000218,8418,,CHEMBL625329,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11042,BAO_0000218,8418,,CHEMBL625330,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11043,BAO_0000218,8418,,CHEMBL627774,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11044,BAO_0000218,8418,,CHEMBL627775,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11045,BAO_0000218,8418,,CHEMBL627949,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11046,BAO_0000218,8418,,CHEMBL627950,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11047,BAO_0000218,8418,,CHEMBL627951,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11048,BAO_0000218,8418,,CHEMBL627952,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11049,BAO_0000218,8418,,CHEMBL627953,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11050,BAO_0000218,8418,,CHEMBL627954,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11051,BAO_0000218,8418,,CHEMBL627955,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11052,BAO_0000218,8418,,CHEMBL627956,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11053,BAO_0000218,8418,,CHEMBL876802,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11054,BAO_0000218,8418,,CHEMBL627957,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11055,BAO_0000218,8418,,CHEMBL627958,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11056,BAO_0000218,8418,,CHEMBL627959,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11057,BAO_0000218,8418,,CHEMBL627960,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11058,BAO_0000218,8418,,CHEMBL627961,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11059,BAO_0000218,8418,,CHEMBL627962,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
11060,BAO_0000218,9796,,CHEMBL627963,A,,10116.0,,,,50597,N,1,Intermediate,1,
11061,BAO_0000218,9796,,CHEMBL624759,A,,10116.0,,,,50597,N,1,Intermediate,1,
11062,BAO_0000218,9796,,CHEMBL624760,A,,10116.0,,,,50597,N,1,Intermediate,1,
11063,BAO_0000218,9796,,CHEMBL624761,A,,10116.0,,,,50597,N,1,Intermediate,1,
11064,BAO_0000218,9796,,CHEMBL877607,A,,10116.0,,,,50597,N,1,Intermediate,1,
11065,BAO_0000218,9796,,CHEMBL624762,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11066,BAO_0000218,9796,,CHEMBL624763,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11067,BAO_0000218,9796,,CHEMBL624764,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11068,BAO_0000218,9796,,CHEMBL624765,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11069,BAO_0000218,9796,,CHEMBL624766,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
11070,BAO_0000218,6996,,CHEMBL624767,A,,9615.0,,,,50588,N,1,Intermediate,1,
11071,BAO_0000218,6996,,CHEMBL624768,A,,9615.0,,,,50588,N,1,Intermediate,1,
11072,BAO_0000218,6996,,CHEMBL624769,A,,9615.0,,,,50588,N,1,Intermediate,1,
11073,BAO_0000218,6996,,CHEMBL624770,A,,9615.0,,,,50588,N,1,Intermediate,1,
11074,BAO_0000218,6996,,CHEMBL624771,A,,9615.0,,,,50588,N,1,Intermediate,1,
11075,BAO_0000218,6996,,CHEMBL624772,A,,9615.0,,,,50588,N,1,Intermediate,1,
11076,BAO_0000218,6996,,CHEMBL624773,A,,10116.0,,,,50597,N,1,Intermediate,1,
11077,BAO_0000218,6996,,CHEMBL624774,A,,10116.0,,,,50597,N,1,Intermediate,1,
11078,BAO_0000218,6996,,CHEMBL624775,A,,10116.0,,,,50597,N,1,Intermediate,1,
11079,BAO_0000218,6996,,CHEMBL624776,A,,10116.0,,,,50597,N,1,Intermediate,1,
11080,BAO_0000218,6996,,CHEMBL624777,A,,10116.0,,,,50597,N,1,Intermediate,1,
11081,BAO_0000218,6996,,CHEMBL624778,A,,10116.0,,,,50597,N,1,Intermediate,1,
11082,BAO_0000218,6996,,CHEMBL624779,A,,10116.0,,,,50597,N,1,Intermediate,1,
11083,BAO_0000218,6996,,CHEMBL624780,A,,10116.0,,,,50597,N,1,Intermediate,1,
11084,BAO_0000218,6996,,CHEMBL624781,A,,10116.0,,,,50597,N,1,Intermediate,1,
11085,BAO_0000218,6996,,CHEMBL877608,A,,10116.0,,,,50597,N,1,Intermediate,1,
11086,BAO_0000218,6996,,CHEMBL624782,A,,10116.0,,,,50597,N,1,Intermediate,1,
11087,BAO_0000218,6996,,CHEMBL624783,A,,10116.0,,,,50597,N,1,Intermediate,1,
11088,BAO_0000218,6996,,CHEMBL624784,A,,10116.0,,,,50597,N,1,Intermediate,1,
11089,BAO_0000218,6996,,CHEMBL624785,A,,10116.0,,,,50597,N,1,Intermediate,1,
11090,BAO_0000218,6996,,CHEMBL624786,A,,10116.0,,,,50597,N,1,Intermediate,1,
11091,BAO_0000218,6996,,CHEMBL624787,A,,10116.0,,,,50597,N,1,Intermediate,1,
11092,BAO_0000218,6996,,CHEMBL628676,A,,10116.0,,,,50597,N,1,Intermediate,1,
11093,BAO_0000218,6996,,CHEMBL621842,A,,10116.0,,,,50597,N,1,Intermediate,1,
11094,BAO_0000218,6996,,CHEMBL621843,A,,10116.0,,,,50597,N,1,Intermediate,1,
11095,BAO_0000218,6996,,CHEMBL623873,A,,10116.0,,,,50597,N,1,Intermediate,1,
11096,BAO_0000218,6996,,CHEMBL623874,A,,10116.0,,,,50597,N,1,Intermediate,1,
11097,BAO_0000218,6996,,CHEMBL623875,A,,10116.0,,,,50597,N,1,Intermediate,1,
11098,BAO_0000218,6996,,CHEMBL623876,A,,10116.0,,,,50597,N,1,Intermediate,1,
11099,BAO_0000218,6996,,CHEMBL623877,A,,9615.0,,,,50588,N,1,Intermediate,1,
11100,BAO_0000218,6996,,CHEMBL623878,A,,9615.0,,,,50588,N,1,Intermediate,1,
11101,BAO_0000218,6996,,CHEMBL623879,A,,9615.0,,,,50588,N,1,Intermediate,1,
11102,BAO_0000218,6996,,CHEMBL623880,A,,9615.0,,,,50588,N,1,Intermediate,1,
11103,BAO_0000218,6996,,CHEMBL623881,A,,9615.0,,,,50588,N,1,Intermediate,1,
11104,BAO_0000218,6996,,CHEMBL623957,A,,9615.0,,,,50588,N,1,Intermediate,1,
11105,BAO_0000218,6996,,CHEMBL623958,A,,9615.0,,,,50588,N,1,Intermediate,1,
11106,BAO_0000218,6996,,CHEMBL623959,A,,9615.0,,,,50588,N,1,Intermediate,1,
11107,BAO_0000218,6996,,CHEMBL623960,A,,9615.0,,,,50588,N,1,Intermediate,1,
11108,BAO_0000218,6996,,CHEMBL623961,A,,9615.0,,,,50588,N,1,Intermediate,1,
11109,BAO_0000218,6996,,CHEMBL623962,A,,9615.0,,,,50588,N,1,Intermediate,1,
11110,BAO_0000218,6996,,CHEMBL624676,A,,9615.0,,,,50588,N,1,Intermediate,1,
11111,BAO_0000218,6996,,CHEMBL624677,A,,9615.0,,,,50588,N,1,Intermediate,1,
11112,BAO_0000218,6996,,CHEMBL624678,A,,9615.0,,,,50588,N,1,Intermediate,1,
11113,BAO_0000218,6996,,CHEMBL624679,A,,9615.0,,,,50588,N,1,Intermediate,1,
11114,BAO_0000218,6996,,CHEMBL624680,A,,9615.0,,,,50588,N,1,Intermediate,1,
11115,BAO_0000218,11732,,CHEMBL624849,A,,,,,,22224,U,0,Autocuration,1,
11116,BAO_0000218,11732,,CHEMBL624850,A,,,,,,22224,U,0,Autocuration,1,
11117,BAO_0000218,11732,,CHEMBL874399,A,,,,,,22224,U,0,Autocuration,1,
11118,BAO_0000218,11732,,CHEMBL624851,A,,,,,,22224,U,0,Autocuration,1,
11119,BAO_0000218,11732,,CHEMBL624852,A,,,,,,22224,U,0,Autocuration,1,
11120,BAO_0000218,13359,,CHEMBL624853,A,,10116.0,,,,22224,U,0,Autocuration,1,
11121,BAO_0000218,16618,,CHEMBL624854,A,,10116.0,,,,22224,U,0,Autocuration,1,
11122,BAO_0000218,13960,,CHEMBL624855,A,,10116.0,,,,22224,U,0,Autocuration,1,
11123,BAO_0000218,13917,,CHEMBL624856,A,,10116.0,,,,22224,U,0,Autocuration,1,
11124,BAO_0000218,14266,,CHEMBL882957,A,,9615.0,,,,22224,U,0,Autocuration,1,
11125,BAO_0000218,12359,,CHEMBL624857,A,,314293.0,,,,22224,U,0,Autocuration,1,
11126,BAO_0000218,12359,,CHEMBL622202,A,,10116.0,,,,50597,N,1,Intermediate,1,
11127,BAO_0000218,12359,,CHEMBL622203,A,,10116.0,,,,22224,U,0,Autocuration,1,
11128,BAO_0000218,12359,,CHEMBL625522,A,,10116.0,,,,50597,N,1,Intermediate,1,
11129,BAO_0000218,10791,,CHEMBL622868,A,,9544.0,,,,22224,U,0,Autocuration,1,
11130,BAO_0000218,10791,,CHEMBL622869,A,1088.0,9544.0,,Urine,,22224,U,0,Autocuration,1,
11131,BAO_0000218,10791,,CHEMBL622870,A,1088.0,9544.0,,Urine,,22224,U,0,Autocuration,1,
11132,BAO_0000218,138,,CHEMBL622871,A,,9534.0,,,,22224,U,0,Autocuration,1,
11133,BAO_0000218,14521,,CHEMBL620560,A,,9541.0,,,,100710,N,1,Intermediate,1,
11134,BAO_0000218,13953,,CHEMBL620561,A,,9615.0,,,,22224,U,0,Autocuration,1,
11135,BAO_0000218,12836,,CHEMBL620562,A,,9615.0,,,,50588,N,1,Intermediate,1,
11136,BAO_0000218,12836,,CHEMBL620563,A,,10026.0,,,,100712,N,1,Intermediate,1,
11137,BAO_0000218,12836,,CHEMBL620564,A,,10116.0,,,,50597,N,1,Intermediate,1,
11138,BAO_0000218,14521,,CHEMBL872265,A,,10116.0,,,,22224,U,0,Autocuration,1,
11139,BAO_0000218,13953,,CHEMBL620565,A,,10116.0,,,,22224,U,0,Autocuration,1,
11140,BAO_0000218,6799,,CHEMBL620566,A,,9347.0,,,,22224,U,0,Autocuration,1,
11141,BAO_0000218,11311,,CHEMBL620567,A,,,,,,22224,U,0,Autocuration,1,
11142,BAO_0000218,4013,,CHEMBL620568,A,,9615.0,,,,50588,N,1,Intermediate,1,
11143,BAO_0000218,4013,,CHEMBL620569,A,,10116.0,,,,22224,U,0,Autocuration,1,
11144,BAO_0000218,17591,,CHEMBL620570,A,,9347.0,,,,22224,U,0,Autocuration,1,
11145,BAO_0000218,17591,,CHEMBL620571,A,,,,,,22224,U,0,Autocuration,1,
11146,BAO_0000218,15011,,CHEMBL620572,A,,10090.0,,,,50594,N,1,Intermediate,1,
11147,BAO_0000218,15011,,CHEMBL620573,A,,10090.0,,,,22224,U,0,Autocuration,1,
11148,BAO_0000218,15011,,CHEMBL620574,A,,10090.0,,,,22224,U,0,Autocuration,1,
11149,BAO_0000218,9552,,CHEMBL620575,A,,9544.0,,,,22224,U,0,Autocuration,1,
11150,BAO_0000218,9552,,CHEMBL620576,A,,9615.0,,,,22224,U,0,Autocuration,1,
11151,BAO_0000218,3639,,CHEMBL875846,A,,,,,,22224,U,0,Autocuration,1,
11152,BAO_0000218,13397,,CHEMBL620577,A,,9615.0,,,,22224,U,0,Autocuration,1,
11153,BAO_0000218,3031,,CHEMBL620578,A,,,,,,22224,U,0,Autocuration,1,
11154,BAO_0000218,12818,,CHEMBL620579,A,,10116.0,,,,22224,U,0,Autocuration,1,
11155,BAO_0000218,4847,,CHEMBL621248,A,,9347.0,,,,22224,U,0,Autocuration,1,
11156,BAO_0000218,12421,,CHEMBL625390,A,,9615.0,,,,22224,U,0,Autocuration,1,
11157,BAO_0000218,11966,,CHEMBL625391,A,,10116.0,,,,22224,U,0,Autocuration,1,
11158,BAO_0000218,11218,,CHEMBL872266,A,,9443.0,,,,22224,U,0,Autocuration,1,
11159,BAO_0000218,13129,,CHEMBL625392,A,,10116.0,,,,22224,U,0,Autocuration,1,
11160,BAO_0000218,12350,,CHEMBL625393,A,,10116.0,,,,50597,N,1,Intermediate,1,
11161,BAO_0000218,2231,,CHEMBL625394,A,,10116.0,,,,50597,N,1,Intermediate,1,
11162,BAO_0000218,2231,,CHEMBL625395,A,,9544.0,,,,50797,N,1,Intermediate,1,
11163,BAO_0000218,12187,,CHEMBL625396,A,,10116.0,,,,22224,U,0,Autocuration,1,
11164,BAO_0000218,12421,,CHEMBL625397,A,,9615.0,,,,22224,U,0,Autocuration,1,
11165,BAO_0000218,13256,,CHEMBL625398,A,,10090.0,,,,50594,N,1,Intermediate,1,
11166,BAO_0000218,13256,,CHEMBL625399,A,178.0,10090.0,,Blood,,50594,N,1,Intermediate,1,
11167,BAO_0000218,13256,,CHEMBL626074,A,2037.0,10090.0,,Cerebellum,,50594,N,1,Intermediate,1,
11168,BAO_0000218,13256,,CHEMBL626075,A,,10090.0,,,,50594,N,1,Intermediate,1,
11169,BAO_0000218,2231,,CHEMBL626076,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
11170,BAO_0000218,2231,,CHEMBL626077,A,1969.0,9544.0,,Plasma,,50797,N,1,Intermediate,1,
11171,BAO_0000218,12178,,CHEMBL626078,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
11172,BAO_0000218,12178,,CHEMBL625846,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11173,BAO_0000218,12178,,CHEMBL625847,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
11174,BAO_0000218,15633,,CHEMBL625848,A,,10116.0,,,,50597,N,1,Expert,1,
11175,BAO_0000218,14258,,CHEMBL625849,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
11176,BAO_0000218,14224,,CHEMBL626023,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
11177,BAO_0000218,14224,,CHEMBL626024,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
11178,BAO_0000218,14224,,CHEMBL626025,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
11179,BAO_0000218,5566,,CHEMBL626026,A,,,,,,22224,U,0,Autocuration,1,
11180,BAO_0000218,16935,,CHEMBL626027,A,,,,,,22224,U,0,Autocuration,1,
11181,BAO_0000218,16935,,CHEMBL626028,A,,,,,,22224,U,0,Autocuration,1,
11182,BAO_0000218,14224,,CHEMBL626029,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
11183,BAO_0000218,12536,,CHEMBL626030,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11184,BAO_0000218,12536,,CHEMBL626031,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11185,BAO_0000218,12536,,CHEMBL626032,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11186,BAO_0000218,12536,,CHEMBL626033,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11187,BAO_0000218,12536,,CHEMBL626034,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11188,BAO_0000218,9994,,CHEMBL626035,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
11189,BAO_0000218,1434,,CHEMBL626036,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
11190,BAO_0000218,12836,,CHEMBL626037,A,1969.0,9615.0,,Plasma,,50588,N,1,Expert,1,
