assays_ASI,assays_ASSORG,assays_ASCA,assays_TII,assays_ASSTI,assays_ASTT,assays_ASST,assays_SRI,assays_SRASSI,assays_DOI,assays_RELT,assays_Ti,assays_ASSCT,assays_CONFISC,assays_ASSTIS,assay_type,assays_CHEI,assays_CI,assays_BFO,assays_VARI
11242,Rattus norvegicus,,,10116.0,,,1,,8363,N,50597,,1,,A,CHEMBL626325,,BAO_0000218,
11243,Rattus norvegicus,,,10116.0,,,1,,8363,N,50597,,1,,A,CHEMBL626326,,BAO_0000218,
11244,Rattus norvegicus,,,10116.0,,,1,,8363,N,50597,,1,,A,CHEMBL626327,,BAO_0000218,
11245,Rattus norvegicus,,,10116.0,,,1,,8363,N,50597,,1,,A,CHEMBL626328,,BAO_0000218,
11246,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626329,,BAO_0000218,
11247,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626330,,BAO_0000218,
11248,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626331,,BAO_0000218,
11249,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626332,,BAO_0000218,
11250,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626333,,BAO_0000218,
11251,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626334,,BAO_0000218,
11252,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL626335,,BAO_0000218,
11253,Rattus norvegicus,,178.0,10116.0,,,1,,8684,N,50597,,1,Blood,A,CHEMBL624798,,BAO_0000218,
11254,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624799,,BAO_0000218,
11255,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624800,,BAO_0000218,
11256,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624801,,BAO_0000218,
11257,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624802,,BAO_0000218,
11258,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624803,,BAO_0000218,
11259,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624804,,BAO_0000218,
11260,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624805,,BAO_0000218,
11261,Rattus norvegicus,,955.0,10116.0,,,1,,8684,N,50597,,1,Brain,A,CHEMBL624806,,BAO_0000218,
11262,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624807,,BAO_0000218,
11263,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624808,,BAO_0000218,
11264,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624809,,BAO_0000218,
11265,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624810,,BAO_0000218,
11266,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL877618,,BAO_0000218,
11267,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624811,,BAO_0000218,
11268,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624812,,BAO_0000218,
11269,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624813,,BAO_0000218,
11270,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624814,,BAO_0000218,
11271,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624815,,BAO_0000218,
11272,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624816,,BAO_0000218,
11273,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624817,,BAO_0000218,
11274,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624818,,BAO_0000218,
11275,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624819,,BAO_0000218,
11276,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624820,,BAO_0000218,
11277,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624821,,BAO_0000218,
11278,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624822,,BAO_0000218,
11279,Canis lupus familiaris,,,9615.0,,,1,,6996,N,50588,,1,,A,CHEMBL624823,,BAO_0000218,
11280,Escherichia coli,,,562.0,,,1,,15599,N,50212,,1,,A,CHEMBL624824,,BAO_0000218,
11281,Rattus norvegicus,,178.0,10116.0,,,1,,9614,N,50597,,1,Blood,A,CHEMBL624825,,BAO_0000218,
11282,Rattus norvegicus,,178.0,10116.0,,,1,,9614,N,50597,,1,Blood,A,CHEMBL624826,,BAO_0000218,
11283,Rattus norvegicus,,2081.0,10116.0,,,1,,9614,N,50597,,1,Cardiac atrium,A,CHEMBL876817,,BAO_0000218,
11284,Rattus norvegicus,,2081.0,10116.0,,,1,,9614,N,50597,,1,Cardiac atrium,A,CHEMBL624827,,BAO_0000218,
11285,Rattus norvegicus,,,10116.0,,,1,,9614,N,50597,,1,,A,CHEMBL624828,,BAO_0000218,
11286,Rattus norvegicus,,,10116.0,,,1,,9614,N,50597,,1,,A,CHEMBL624829,,BAO_0000218,
11287,Rattus norvegicus,,2107.0,10116.0,,,1,,9614,N,50597,,1,Liver,A,CHEMBL624830,,BAO_0000218,
11288,Rattus norvegicus,,2107.0,10116.0,,,1,,9614,N,50597,,1,Liver,A,CHEMBL624831,,BAO_0000218,
11289,Rattus norvegicus,,2081.0,10116.0,,,1,,9614,N,50597,,1,Cardiac atrium,A,CHEMBL624832,,BAO_0000218,
11290,Rattus norvegicus,,2081.0,10116.0,,,1,,9614,N,50597,,1,Cardiac atrium,A,CHEMBL624833,,BAO_0000218,
11291,Rattus norvegicus,,,10116.0,,,1,,9614,N,50597,,1,,A,CHEMBL624834,,BAO_0000218,
11292,Rattus norvegicus,,,10116.0,,,1,,9614,N,50597,,1,,A,CHEMBL624835,,BAO_0000218,
11293,Rattus norvegicus,,2106.0,10116.0,,,1,,9614,N,50597,,1,Spleen,A,CHEMBL624836,,BAO_0000218,
11294,Rattus norvegicus,,2106.0,10116.0,,,1,,9614,N,50597,,1,Spleen,A,CHEMBL624837,,BAO_0000218,
11295,Rattus norvegicus,,178.0,10116.0,,,1,,9071,N,50597,,1,Blood,A,CHEMBL624838,,BAO_0000218,
11296,Rattus norvegicus,,178.0,10116.0,,,1,,9071,N,50597,,1,Blood,A,CHEMBL622188,,BAO_0000218,
11297,Rattus norvegicus,,948.0,10116.0,,,1,,9071,N,50597,,1,Heart,A,CHEMBL622189,,BAO_0000218,
11298,Rattus norvegicus,,948.0,10116.0,,,1,,9071,N,50597,,1,Heart,A,CHEMBL622190,,BAO_0000218,
11299,Rattus norvegicus,,948.0,10116.0,,,1,,9071,N,50597,,1,Heart,A,CHEMBL625170,,BAO_0000218,
11300,Rattus norvegicus,,2113.0,10116.0,,,1,,9071,N,50597,,1,Kidney,A,CHEMBL625171,,BAO_0000218,
11301,Rattus norvegicus,,2113.0,10116.0,,,1,,9071,N,50597,,1,Kidney,A,CHEMBL625172,,BAO_0000218,
11302,Rattus norvegicus,,2113.0,10116.0,,,1,,9071,N,50597,,1,Kidney,A,CHEMBL625173,,BAO_0000218,
11303,Rattus norvegicus,,2107.0,10116.0,,,1,,9071,N,50597,,1,Liver,A,CHEMBL625174,,BAO_0000218,
11304,Rattus norvegicus,,2107.0,10116.0,,,1,,9071,N,50597,,1,Liver,A,CHEMBL625175,,BAO_0000218,
11305,Rattus norvegicus,,2107.0,10116.0,,,1,,9071,N,50597,,1,Liver,A,CHEMBL625176,,BAO_0000218,
11306,Rattus norvegicus,,2048.0,10116.0,,,1,,9071,N,50597,,1,Lung,A,CHEMBL625177,,BAO_0000218,
11307,Rattus norvegicus,,2048.0,10116.0,,,1,,9071,N,50597,,1,Lung,A,CHEMBL625178,,BAO_0000218,
11308,Rattus norvegicus,,2048.0,10116.0,,,1,,9071,N,50597,,1,Lung,A,CHEMBL625179,,BAO_0000218,
11309,Rattus norvegicus,,2048.0,10116.0,,,1,,9071,N,50597,,1,Lung,A,CHEMBL625180,,BAO_0000218,
11310,,,,,,,1,,10677,U,22224,,0,,A,CHEMBL625181,,BAO_0000218,
11311,Mus musculus,,1088.0,10090.0,,,1,,9750,N,50594,,1,Urine,A,CHEMBL625182,,BAO_0000218,
11312,Rattus norvegicus,,,10116.0,,,1,,8319,N,50597,,1,,A,CHEMBL625183,,BAO_0000218,
11313,Rattus norvegicus,,,10116.0,,,1,,8319,N,50597,,1,,A,CHEMBL875848,,BAO_0000218,
11314,Rattus norvegicus,,,10116.0,,,1,,8319,N,50597,,1,,A,CHEMBL622260,,BAO_0000218,
11315,Rattus norvegicus,,,10116.0,,,1,,8319,N,50597,,1,,A,CHEMBL622261,,BAO_0000218,
11316,Rattus norvegicus,,,10116.0,,,1,,8319,N,50597,,1,,A,CHEMBL622262,,BAO_0000218,
11317,Rattus norvegicus,,2113.0,10116.0,,,1,,8319,N,50597,,1,Kidney,A,CHEMBL622263,,BAO_0000218,
11318,Rattus norvegicus,,2113.0,10116.0,,,1,,8319,N,50597,,1,Kidney,A,CHEMBL622418,,BAO_0000218,
11319,Rattus norvegicus,,2107.0,10116.0,,,1,,8319,N,50597,,1,Liver,A,CHEMBL622419,,BAO_0000218,
11320,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL623388,,BAO_0000218,
11321,Mus musculus,,2107.0,10090.0,In vivo,,1,,13256,N,50594,,1,Liver,A,CHEMBL623389,,BAO_0000218,
11322,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL623390,,BAO_0000218,
11323,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL623391,,BAO_0000218,
11324,Mus musculus,,178.0,10090.0,In vivo,,1,,13256,N,50594,,1,Blood,A,CHEMBL623392,,BAO_0000218,
11325,Mus musculus,,2037.0,10090.0,In vivo,,1,,13256,N,50594,,1,Cerebellum,A,CHEMBL623393,,BAO_0000218,
11326,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL623394,,BAO_0000218,
11327,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL618885,,BAO_0000218,
11328,Mus musculus,,2107.0,10090.0,In vivo,,1,,13256,N,50594,,1,Liver,A,CHEMBL618886,,BAO_0000218,
11329,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL618887,,BAO_0000218,
11330,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL619535,,BAO_0000218,
11331,Mus musculus,,178.0,10090.0,In vivo,,1,,13256,N,50594,,1,Blood,A,CHEMBL619536,,BAO_0000218,
11332,Mus musculus,,2037.0,10090.0,In vivo,,1,,13256,N,50594,,1,Cerebellum,A,CHEMBL619537,,BAO_0000218,
11333,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL619705,,BAO_0000218,
11334,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL619706,,BAO_0000218,
11335,Mus musculus,,2107.0,10090.0,In vivo,,1,,13256,N,50594,,1,Liver,A,CHEMBL619707,,BAO_0000218,
11336,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL619708,,BAO_0000218,
11337,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL625219,,BAO_0000218,
11338,Mus musculus,,178.0,10090.0,In vivo,,1,,13256,N,50594,,1,Blood,A,CHEMBL625220,,BAO_0000218,
11339,Mus musculus,,2037.0,10090.0,In vivo,,1,,13256,N,50594,,1,Cerebellum,A,CHEMBL625221,,BAO_0000218,
11340,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL625222,,BAO_0000218,
11341,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL625223,,BAO_0000218,
11342,Mus musculus,,2107.0,10090.0,In vivo,,1,,13256,N,50594,,1,Liver,A,CHEMBL625224,,BAO_0000218,
11343,Mus musculus,,,10090.0,In vivo,,1,,13256,N,50594,,1,,A,CHEMBL625225,,BAO_0000218,
11344,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL625226,,BAO_0000218,
11345,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL625227,,BAO_0000218,
11346,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL625228,,BAO_0000218,
11347,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL875354,,BAO_0000218,
11348,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL625229,,BAO_0000218,
11349,Rattus norvegicus,,178.0,10116.0,In vivo,,1,,8829,N,50597,,1,Blood,A,CHEMBL625230,,BAO_0000218,
11350,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625231,,BAO_0000218,
11351,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625900,,BAO_0000218,
11352,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625901,,BAO_0000218,
11353,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625902,,BAO_0000218,
11354,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625903,,BAO_0000218,
11355,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,8829,N,50597,,1,Heart,A,CHEMBL625904,,BAO_0000218,
11356,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,8829,N,50597,,1,Liver,A,CHEMBL625905,,BAO_0000218,
11357,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,8829,N,50597,,1,Liver,A,CHEMBL627861,,BAO_0000218,
11358,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,8829,N,50597,,1,Liver,A,CHEMBL627862,,BAO_0000218,
11359,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,8829,N,50597,,1,Liver,A,CHEMBL627863,,BAO_0000218,
11360,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,8829,N,50597,,1,Liver,A,CHEMBL627769,,BAO_0000218,
11361,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,13249,N,50588,,1,Plasma,A,CHEMBL627770,,BAO_0000218,
11362,Macaca fascicularis,,,9541.0,In vivo,,1,,13622,N,100710,,1,,A,CHEMBL627771,,BAO_0000218,
11363,Rattus norvegicus,,,10116.0,In vivo,,1,,13622,N,50597,,1,,A,CHEMBL627772,,BAO_0000218,
11364,Rattus norvegicus,,,10116.0,In vivo,,1,,13622,N,50597,,1,,A,CHEMBL627773,,BAO_0000218,
11365,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,13494,N,50597,,1,Plasma,A,CHEMBL621922,,BAO_0000218,
11366,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,12170,N,50597,,1,Plasma,A,CHEMBL621923,,BAO_0000218,
11367,,,1969.0,,In vivo,,1,,12170,U,22224,,0,Plasma,A,CHEMBL621924,,BAO_0000218,
11368,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,17025,N,50588,,1,Plasma,A,CHEMBL621925,,BAO_0000218,
11369,Simiiformes,,1969.0,314293.0,In vivo,,1,,17025,U,22224,,0,Plasma,A,CHEMBL621926,,BAO_0000218,
11370,Oryctolagus cuniculus,,1969.0,9986.0,In vivo,,1,,17025,N,50592,,1,Plasma,A,CHEMBL621927,,BAO_0000218,
11371,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,17025,N,50597,,1,Plasma,A,CHEMBL621928,,BAO_0000218,
11372,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14187,N,50597,,1,Plasma,A,CHEMBL621929,,BAO_0000218,
11373,Mus musculus,,1969.0,10090.0,In vivo,,1,,14816,N,50594,,1,Plasma,A,CHEMBL621930,,BAO_0000218,
11374,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,17820,N,50597,,1,Plasma,A,CHEMBL621931,,BAO_0000218,
11375,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621932,,BAO_0000218,
11376,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621933,,BAO_0000218,
11377,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14691,N,50588,,1,Plasma,A,CHEMBL621934,,BAO_0000218,
11378,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14691,N,50588,,1,Plasma,A,CHEMBL621935,,BAO_0000218,
11379,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,13375,N,50597,,1,Plasma,A,CHEMBL621936,,BAO_0000218,
11380,,,1969.0,,In vivo,,1,,6236,U,22224,,0,Plasma,A,CHEMBL621937,,BAO_0000218,
11381,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621938,,BAO_0000218,
11382,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621939,,BAO_0000218,
11383,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621940,,BAO_0000218,
11384,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621941,,BAO_0000218,
11385,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL621942,,BAO_0000218,
11386,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL626178,,BAO_0000218,
11387,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL626179,,BAO_0000218,
11388,,,1969.0,,In vivo,,1,,14380,U,22224,,0,Plasma,A,CHEMBL626180,,BAO_0000218,
11389,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,13622,N,50597,,1,Plasma,A,CHEMBL626181,,BAO_0000218,
11390,Rattus norvegicus,,,10116.0,In vivo,,1,,15372,N,50597,,1,,A,CHEMBL626182,,BAO_0000218,
11391,Rattus norvegicus,,,10116.0,In vivo,,1,,15372,N,50597,,1,,A,CHEMBL626183,,BAO_0000218,
11392,Rattus norvegicus,,,10116.0,In vivo,,1,,15372,N,50597,,1,,A,CHEMBL626184,,BAO_0000218,
11393,Rattus norvegicus,,,10116.0,In vivo,,1,,15372,N,50597,,1,,A,CHEMBL626185,,BAO_0000218,
11394,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14925,N,50588,,1,Plasma,A,CHEMBL626186,,BAO_0000218,
11395,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14925,N,50588,,1,Plasma,A,CHEMBL877589,,BAO_0000218,
11396,,,,,In vivo,,1,,11883,U,22224,,0,,A,CHEMBL626187,,BAO_0000218,
11397,,,,,In vivo,,1,,11883,U,22224,,0,,A,CHEMBL626188,,BAO_0000218,
11398,,,,,In vivo,,1,,13391,U,22224,,0,,A,CHEMBL626189,,BAO_0000218,
11399,,,178.0,,In vivo,,1,,13391,U,22224,,0,Blood,A,CHEMBL626855,,BAO_0000218,
11400,,,178.0,,In vivo,,1,,13391,U,22224,,0,Blood,A,CHEMBL623781,,BAO_0000218,
11401,,,178.0,,In vivo,,1,,13391,U,22224,,0,Blood,A,CHEMBL623782,,BAO_0000218,
11402,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,16360,N,50597,,1,Plasma,A,CHEMBL623783,,BAO_0000218,
11403,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,3673,N,50588,,1,Plasma,A,CHEMBL623784,,BAO_0000218,
11404,Canis lupus familiaris,,1969.0,9615.0,In vivo,,1,,14431,N,50588,,1,Plasma,A,CHEMBL623785,,BAO_0000218,
11405,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,14431,N,50597,,1,Plasma,A,CHEMBL623786,,BAO_0000218,
11406,Rattus norvegicus,,,10116.0,In vivo,,1,,14964,N,50597,,1,,A,CHEMBL623787,,BAO_0000218,
11407,Rattus norvegicus,,,10116.0,In vivo,,1,,14964,N,50597,,1,,A,CHEMBL623788,,BAO_0000218,
11408,Mus musculus,,1969.0,10090.0,In vivo,,1,,14209,N,50594,,1,Plasma,A,CHEMBL623789,,BAO_0000218,
11409,Mus musculus,,178.0,10090.0,In vivo,,1,,11355,N,50594,,1,Blood,A,CHEMBL623790,,BAO_0000218,
11410,Mus musculus,,178.0,10090.0,In vivo,,1,,11355,N,50594,,1,Blood,A,CHEMBL623791,,BAO_0000218,
11411,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,11966,N,50597,,1,Plasma,A,CHEMBL623792,,BAO_0000218,
11412,Simiiformes,,1969.0,314293.0,In vivo,,1,,8918,U,22224,,0,Plasma,A,CHEMBL623793,,BAO_0000218,
11413,Mus musculus,,1969.0,10090.0,In vivo,,1,,8918,N,50594,,1,Plasma,A,CHEMBL623794,,BAO_0000218,
11414,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,8918,N,50597,,1,Plasma,A,CHEMBL623795,,BAO_0000218,
11415,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623796,,BAO_0000218,
11416,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623797,,BAO_0000218,
11417,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623798,,BAO_0000218,
11418,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623799,,BAO_0000218,
11419,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624490,,BAO_0000218,
11420,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624491,,BAO_0000218,
11421,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624492,,BAO_0000218,
11422,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624493,,BAO_0000218,
11423,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL877595,,BAO_0000218,
11424,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624494,,BAO_0000218,
11425,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624495,,BAO_0000218,
11426,Rattus norvegicus,,160.0,10116.0,,,1,,8684,N,50597,,1,Intestine,A,CHEMBL624681,,BAO_0000218,
11427,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624682,,BAO_0000218,
11428,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624683,,BAO_0000218,
11429,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624684,,BAO_0000218,
11430,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624685,,BAO_0000218,
11431,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624686,,BAO_0000218,
11432,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624687,,BAO_0000218,
11433,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624688,,BAO_0000218,
11434,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL627161,,BAO_0000218,
11435,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL622127,,BAO_0000218,
11436,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL622128,,BAO_0000218,
11437,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL874384,,BAO_0000218,
11438,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624898,,BAO_0000218,
11439,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624899,,BAO_0000218,
11440,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624900,,BAO_0000218,
11441,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624901,,BAO_0000218,
11442,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624902,,BAO_0000218,
11443,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624903,,BAO_0000218,
11444,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624904,,BAO_0000218,
11445,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624905,,BAO_0000218,
11446,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624906,,BAO_0000218,
11447,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624907,,BAO_0000218,
11448,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624908,,BAO_0000218,
11449,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624909,,BAO_0000218,
11450,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL624910,,BAO_0000218,
11451,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL624911,,BAO_0000218,
11452,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL874388,,BAO_0000218,
11453,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL624912,,BAO_0000218,
11454,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL622930,,BAO_0000218,
11455,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL623121,,BAO_0000218,
11456,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL623122,,BAO_0000218,
11457,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL623123,,BAO_0000218,
11458,Rattus norvegicus,,2385.0,10116.0,,,1,,8684,N,50597,,1,Muscle tissue,A,CHEMBL623124,,BAO_0000218,
11459,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623125,,BAO_0000218,
11460,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623126,,BAO_0000218,
11461,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623127,,BAO_0000218,
11462,Rattus norvegicus,,,10116.0,,,1,,8684,N,50597,,1,,A,CHEMBL623128,,BAO_0000218,
