miller2_fsclr,miller2_trddvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.13,41010,Environmental policy and administrative management,0.07,5141.1997
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.13,99820,Promotion of development awareness,0.3,22033.713
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,KH,KH,Cambodia,0.13,15150,Democratic participation and civil society,0.07,5141.1997
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,KH,KH,Cambodia,0.13,31120,Agricultural development,0.45,33050.5695
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,KH,KH,Cambodia,0.13,31193,Agricultural financial services,0.11,8079.0281
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,KH,KH,Cambodia,0.13,41010,Environmental policy and administrative management,0.07,5141.1997
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,3,Asia,KH,KH,Cambodia,0.13,99820,Promotion of development awareness,0.3,22033.713
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MZ,MZ,Mozambique,0.18,15150,Democratic participation and civil society,0.07,7118.5842
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MZ,MZ,Mozambique,0.18,31120,Agricultural development,0.45,45762.327000000005
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MZ,MZ,Mozambique,0.18,31193,Agricultural financial services,0.11,11186.3466
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MZ,MZ,Mozambique,0.18,41010,Environmental policy and administrative management,0.07,7118.5842
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MZ,MZ,Mozambique,0.18,99820,Promotion of development awareness,0.3,30508.217999999997
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,0.14,15150,Democratic participation and civil society,0.07,5536.6766
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,0.14,31120,Agricultural development,0.45,35592.921
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,0.14,31193,Agricultural financial services,0.11,8700.4918
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,0.14,41010,Environmental policy and administrative management,0.07,5536.6766
2009/2010,0,0,0,0,0,0,0,0,0,0,1000105,CHF,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ZW,ZW,Zimbabwe,0.14,99820,Promotion of development awareness,0.3,23728.613999999998
2009/2010,0,0,0,0,1,0,0,0,0,2,1008859,�ducation International-Coop�rative de Services de D�veloppement et,Canadian Non-Profit Making,Civil Society,COOPERATIVE,1,America,PE,PE,Peru,1.0,11120,Education facilities and training,0.4,64000.0
2009/2010,0,0,0,0,1,0,0,0,0,2,1008859,�ducation International-Coop�rative de Services de D�veloppement et,Canadian Non-Profit Making,Civil Society,COOPERATIVE,1,America,PE,PE,Peru,1.0,11430,Advanced technical and managerial training,0.5,80000.0
2009/2010,0,0,0,0,1,0,0,0,0,2,1008859,�ducation International-Coop�rative de Services de D�veloppement et,Canadian Non-Profit Making,Civil Society,COOPERATIVE,1,America,PE,PE,Peru,1.0,41081,Environmental education/training,0.1,16000.0
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.05,11230,Basic life skills for youth and adults,0.24,1276.8
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.05,11330,Vocational training,0.51,2713.2
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.05,15150,Democratic participation and civil society,0.2,1064.0
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.05,99820,Promotion of development awareness,0.05,266.0
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,JM,JM,Jamaica,0.95,11230,Basic life skills for youth and adults,0.24,24259.2
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,JM,JM,Jamaica,0.95,11330,Vocational training,0.51,51550.8
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,JM,JM,Jamaica,0.95,15150,Democratic participation and civil society,0.2,20216.0
2009/2010,0,0,0,1,0,0,0,0,0,0,1002046,Jamaican Self-Help Organization,Canadian Non-Profit Making,Civil Society,NGO,1,America,JM,JM,Jamaica,0.95,99820,Promotion of development awareness,0.05,5054.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,11120,Education facilities and training,0.095,864.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,11220,Primary education,0.095,864.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,12220,Basic health care,0.09,819.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,12240,Basic nutrition,0.09,819.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,12262,Malaria control,0.09,819.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,14031,Basic drinking water supply,0.045,409.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,14032,Basic sanitation,0.045,409.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,31120,Agricultural development,0.19,1729.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,31161,Food crop production,0.19,1729.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.07,99820,Promotion of development awareness,0.07,637.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,11120,Education facilities and training,0.095,11485.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,11220,Primary education,0.095,11485.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,12220,Basic health care,0.09,10881.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,12240,Basic nutrition,0.09,10881.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,12262,Malaria control,0.09,10881.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,14031,Basic drinking water supply,0.045,5440.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,14032,Basic sanitation,0.045,5440.5
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,31120,Agricultural development,0.19,22971.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,31161,Food crop production,0.19,22971.0
2009/2010,0,0,0,1,0,0,0,0,0,2,1014771,Hungry for Life International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,KE,KE,Kenya,0.93,99820,Promotion of development awareness,0.07,8463.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014483,St. Joseph's Health System,Canadian Non-Profit Making,Civil Society,SPECIALIZED INSTITUTE,1,America,HT,HT,Haiti,1.0,12181,Medical education/training,0.2,34500.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014483,St. Joseph's Health System,Canadian Non-Profit Making,Civil Society,SPECIALIZED INSTITUTE,1,America,HT,HT,Haiti,1.0,12281,Health personnel development,0.2,34500.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014483,St. Joseph's Health System,Canadian Non-Profit Making,Civil Society,SPECIALIZED INSTITUTE,1,America,HT,HT,Haiti,1.0,13081,Personnel development for population and reproductive health,0.2,34500.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014483,St. Joseph's Health System,Canadian Non-Profit Making,Civil Society,SPECIALIZED INSTITUTE,1,America,HT,HT,Haiti,1.0,14050,Waste management/disposal,0.2,34500.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014483,St. Joseph's Health System,Canadian Non-Profit Making,Civil Society,SPECIALIZED INSTITUTE,1,America,HT,HT,Haiti,1.0,15111,Public finance management,0.2,34500.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001364,Association pour le d�veloppement particip�,Canadian Non-Profit Making,Civil Society,ASSOCIATIONS,2,Africa,LS,LS,Lesotho,1.0,14031,Basic drinking water supply,0.3,51000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001364,Association pour le d�veloppement particip�,Canadian Non-Profit Making,Civil Society,ASSOCIATIONS,2,Africa,LS,LS,Lesotho,1.0,14032,Basic sanitation,0.3,51000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001364,Association pour le d�veloppement particip�,Canadian Non-Profit Making,Civil Society,ASSOCIATIONS,2,Africa,LS,LS,Lesotho,1.0,14081,Education and training in water supply and sanitation,0.1,17000.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001364,Association pour le d�veloppement particip�,Canadian Non-Profit Making,Civil Society,ASSOCIATIONS,2,Africa,LS,LS,Lesotho,1.0,15150,Democratic participation and civil society,0.3,51000.0
2009/2010,0,0,0,0,0,0,0,0,1,2,1014978,Dignitas International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MW,MW,Malawi,1.0,12281,Health personnel development,0.5,133905.0
2009/2010,0,0,0,0,0,0,0,0,1,2,1014978,Dignitas International,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,MW,MW,Malawi,1.0,13040,STD control including HIV/AIDS,0.5,133905.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,14015,Water resources conservation (including data collection),0.1,659.475
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31150,Agricultural inputs,0.2,1318.95
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31161,Food crop production,0.2,1318.95
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31166,Agricultural extension,0.1,659.475
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31181,Agricultural education/training,0.15,989.2125
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31182,Agricultural research,0.05,329.7375
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31193,Agricultural financial services,0.07,461.6325
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,31194,Agricultural co-operatives,0.1,659.475
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.03,99820,Promotion of development awareness,0.03,197.8425
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,14015,Water resources conservation (including data collection),0.1,21323.025
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31150,Agricultural inputs,0.2,42646.05
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31161,Food crop production,0.2,42646.05
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31166,Agricultural extension,0.1,21323.025
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31181,Agricultural education/training,0.15,31984.5375
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31182,Agricultural research,0.05,10661.5125
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31193,Agricultural financial services,0.07,14926.1175
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,31194,Agricultural co-operatives,0.1,21323.025
2009/2010,0,0,0,0,0,0,0,0,0,0,1002022,IDE - International Development Enterprises Association Inc,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,0.97,99820,Promotion of development awareness,0.03,6396.9075
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.03,16020,Employment policy and administrative management,0.05,258.6225
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.03,22040,Information and communication technology (ICT),0.45,2327.6025
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.03,25010,Business support services and institutions,0.47,2431.0515
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.03,99820,Promotion of development awareness,0.03,155.1735
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,KE,KE,Kenya,0.97,16020,Employment policy and administrative management,0.05,8362.1275
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,KE,KE,Kenya,0.97,22040,Information and communication technology (ICT),0.45,75259.1475
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,KE,KE,Kenya,0.97,25010,Business support services and institutions,0.47,78603.9985
2009/2010,0,0,0,0,1,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,KE,KE,Kenya,0.97,99820,Promotion of development awareness,0.03,5017.2765
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.04,16020,Employment policy and administrative management,0.05,253.34599999999998
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.04,22040,Information and communication technology (ICT),0.45,2280.114
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.04,25010,Business support services and institutions,0.46,2330.7832
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,CA,CA,Canada,0.04,99820,Promotion of development awareness,0.04,202.6768
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,ET,ET,Ethiopia,0.96,16020,Employment policy and administrative management,0.05,6080.304
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,ET,ET,Ethiopia,0.96,22040,Information and communication technology (ICT),0.45,54722.736
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,ET,ET,Ethiopia,0.96,25010,Business support services and institutions,0.46,55938.7968
2009/2010,0,0,0,0,0,0,0,1,0,2,1008714,Digital Opportunity Trust,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,ET,ET,Ethiopia,0.96,99820,Promotion of development awareness,0.04,4864.2432
2009/2010,0,0,0,0,0,0,0,0,0,2,1002168,SHARE Agriculture Foundation,Canadian Non-Profit Making,Civil Society,NGO,1,America,SV,SV,El Salvador,1.0,11230,Basic life skills for youth and adults,0.4,29116.252
2009/2010,0,0,0,0,0,0,0,0,0,2,1002168,SHARE Agriculture Foundation,Canadian Non-Profit Making,Civil Society,NGO,1,America,SV,SV,El Salvador,1.0,22040,Information and communication technology (ICT),0.2,14558.126
2009/2010,0,0,0,0,0,0,0,0,0,2,1002168,SHARE Agriculture Foundation,Canadian Non-Profit Making,Civil Society,NGO,1,America,SV,SV,El Salvador,1.0,31120,Agricultural development,0.4,29116.252
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,15110,Public sector policy and administrative management,0.18,17954.1
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,15111,Public finance management,0.045,4488.525
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,15150,Democratic participation and civil society,0.18,17954.1
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,15210,Security system management and reform,0.09,8977.05
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,15230,Participation in international peacekeeping operations,0.09,8977.05
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,16020,Employment policy and administrative management,0.09,8977.05
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,25010,Business support services and institutions,0.045,4488.525
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,32110,Industrial policy and administrative management,0.09,8977.05
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,33110,Trade policy and administrative management,0.09,8977.05
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,CA,CA,Canada,0.1,99820,Promotion of development awareness,0.1,9974.5
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,15110,Public sector policy and administrative management,0.18,71816.4
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,15111,Public finance management,0.045,17954.1
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,15150,Democratic participation and civil society,0.18,71816.4
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,15210,Security system management and reform,0.09,35908.2
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,15230,Participation in international peacekeeping operations,0.09,35908.2
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,16020,Employment policy and administrative management,0.09,35908.2
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,25010,Business support services and institutions,0.045,17954.1
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,32110,Industrial policy and administrative management,0.09,35908.2
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,33110,Trade policy and administrative management,0.09,35908.2
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,X1,X1,Africa MC,0.4,99820,Promotion of development awareness,0.1,39898.0
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,15110,Public sector policy and administrative management,0.18,57453.12
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,15111,Public finance management,0.045,14363.28
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,15150,Democratic participation and civil society,0.18,57453.12
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,15210,Security system management and reform,0.09,28726.56
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,15230,Participation in international peacekeeping operations,0.09,28726.56
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,16020,Employment policy and administrative management,0.09,28726.56
2009/2010,1,0,0,0,0,1,0,0,0,2,1001140,North-South Institute Institut Nord-Sud,Canadian Non-Profit Making,Civil Society,NGO,1,America,X2,X2,Americas MC,0.32,25010,Business support services and institutions,0.045,14363.28
