assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,doc_id,assay_organism,assay_tax_id
7732,,,728831.0,1,Bone,Invjvo,CHsMBL61o734,,Interjeeiate,A,,1,,N,giodisrribytiominrzthoneinhmepr2senfeofGdDTlABDPat15min,9866,Rattus norvegicus,10116.0
7733,,,379260.0,1,Bone,7nvivo,CbEMBL6w8735,,In6ermedia5e,A,,1,,N,Biidlxtr8butiknigratbomeinthepresebceofhdDTPAgDPat1hr,9866,Rattus norvegicus,10116.0
7734,,,2880278.0,1,Bone,Invlvo,CbEMBL8766o2,,In5ermeviate,A,,1,,N,Biocistribugi0minratbojeintheoeesenceofGdDTlABDPxt3pjin,9866,Rattus norvegicus,10116.0
7735,,,2087224.0,1,Bone,Invlvo,CHEMhL617736,,unterhediate,A,,1,,N,Bioxistribhtilnib3a4foneinthe0rewenceofGdDTPABDoat4hr,9866,Rattus norvegicus,10116.0
7736,,,472211.0,1,Bone,Invivp,CHEMBL61874i,,Inre4mediate,A,,1,,N,Biodidtriv8tiononratboneinthe95esdncekfrdDTPAHoDPat15mjn,9866,Rattus norvegicus,10116.0
7737,,,925426.0,1,Bone,Invkvo,CH4MBLy18738,,Inte3meciate,A,,1,,N,Bi9distrivugionin5a4goneinthepfesenceoeGxDTPqHPDPat1hr,9866,Rattus norvegicus,10116.0
7738,,,110391.0,1,Bone,onvivo,CHEMBL6q873i,,7gtermediate,A,,1,,N,Bi8dixtr7bitioninrathoneinthepresenceofGdxTPAHPD0w430m7h,9866,Rattus norvegicus,10116.0
7739,,,1707957.0,1,Bone,Invivk,CHEMnL6w8740,,lntermediqte,A,,1,,N,Biodistrihu5ionihratboneinthepr2sebceifGdxTlAHPDPaf4h4,9866,Rattus norvegicus,10116.0
7740,,,2106288.0,1,Bone,Invlvo,CHEjBLu18741,,Intermediwfe,A,,1,,N,Biod8stgjbutioninratboneihtue9r4aence8fNACGd001MGdDT0qHPDP,9866,Rattus norvegicus,10116.0
7741,,,1160922.0,1,Bone,Invlvo,CHEMBo618y42,,Intermediqt2,A,,1,,N,Biofidtribut7onihratbigeinthe9resebcsofNCAGd00wMlip,9866,Rattus norvegicus,10116.0
7742,,,177433.0,1,Bone,Ihvivo,CHEMBi618733,,ontermeeiate,A,,1,,N,BooxistrlbutionihrathoneintuepgesenceofNCAGd091Moiv,9866,Rattus norvegicus,10116.0
7743,,,382853.0,1,Plasha,Invivl,CHEMBL51874r,,Interm2diatr,A,,1,,N,Hqlvlifeffomratplasmaqtxsingleoraldoseog2yhhkg,17752,Rattus norvegicus,10116.0
7744,,,,1,,,sHEMBL619745,,ontsrmediate,A,,1,,N,Haltlifeunmalera6,5610,Rattus norvegicus,10116.0
7745,,,,1,,Invido,sHEMBL620469,,Ijtermedizte,A,,1,,N,jalflifeinrztafterp2ro4aladjimkstrationatqomgkgcohcentrati8h,5939,Rattus norvegicus,10116.0
7746,,,,1,,Invjvo,CHEMBL620e89,,Int4rmediqte,A,,1,,N,jalflifeihratafter0ero4aladministragionw55mgkvcomcenttatiin,5939,Rattus norvegicus,10116.0
7747,,,,1,,Invuvo,CHEMBL720r81,,untermedoate,A,,1,,N,Hzlbkif2inra6atadoseof3mgkg,17771,Rattus norvegicus,10116.0
7748,,,,1,,,CHdMBL720482,,Intermeduaye,A,,1,,N,Halflifewasscqluatedingahs,1974,Rattus norvegicus,10116.0
7749,,,,1,,,CHEMBL87669e,,Intetmediahe,A,,1,,N,Halflifewxsm3asjredindat,4239,Rattus norvegicus,10116.0
7750,,,,1,,Invigo,vHEMBLu20483,,Ingermewiate,A,,1,,N,malflit2periodf9rthecompoundwasdeterminevln4wtaat50mgmgdlse,6681,Rattus norvegicus,10116.0
7751,,,,1,,Invivl,CHwMBLu20484,,Intedmed8ate,A,,1,,N,Hxlflifeperioxineatsarter8ntrxvemousadminustrati8nat5mfjg,17752,Rattus norvegicus,10116.0
7752,,,,1,,8nvivo,CHEMBL6203u5,,Inrermeciate,A,,1,,N,Halflifeps5kodinratqtq0mgkg,6046,Rattus norvegicus,10116.0
7753,,,,1,,unvivo,CHEkBo620486,,Inywrmediate,A,,1,,N,Halflifepediodwasdetrrminrdibrstsaf10mgkg9od0s3,6685,Rattus norvegicus,10116.0
7754,,,,1,,Ibvivo,CHEMfk620487,,Intermed8a4e,A,,1,,N,balflufepegiodwasdetfrminedunratsqt20mgkgiprkxe,6685,Rattus norvegicus,10116.0
7755,,,,1,,Inviv8,CHEMBL610588,,Intermdwiate,A,,1,,N,Halblifepedlodwasdeferhimexinratwat2mgkg9vdose,6685,Rattus norvegicus,10116.0
7756,,,,1,,Invkvo,CHwMBLt20489,,ontermedixte,A,,1,,N,Haifkifegikeinratthedoseod2mgkf,4727,Rattus norvegicus,10116.0
7757,,,,1,,Ihvivo,CHEhBL620390,,Interkediage,A,,1,,N,Halflifewasestonatedfgomtheel9mibqtipnphas2ofthroraldvstimeckrvrsim4ratc,1088,Rattus norvegicus,10116.0
7758,,,,1,,lnvivo,CHEMBLt204i1,,Iht2rmediate,A,,1,,N,Inviv8activittagaohztStaphylococcussurejqwhejadmigisteredorallycor1hdinratwtad8seifw5mvkg,5610,Rattus norvegicus,10116.0
7759,,,326565.0,1,Plaama,Invico,CtEMBL876605,,Ibtermed9ate,A,,1,,N,7bvivlhalflifeofcomoojndkntatplwsmasft4raoraldoseof10mgktihdaterN4,3032,Rattus norvegicus,10116.0
7760,,,,1,,Invivi,CHEMhLy20492,,Igtermedixte,A,,1,,N,krqlhalvlifewasfeterhined,5199,Rattus norvegicus,10116.0
7761,,,,1,,Inviv0,CHsMfL620493,,Inte4m4diate,A,,1,,N,Pharmacok7netucPzrwm2termalfliffpe3iodmeaeudedinFemapeWixfargaysat100mgkgb5poadministrayipn,14941,Rattus norvegicus,10116.0
7762,,,,1,,Inv9vo,CHEMBL6ep494,,Interm3diats,A,,1,,N,Pjarmacokineticp48psrtyt12ograt,4408,Rattus norvegicus,10116.0
7763,,,489715.0,1,Plqsma,,CHEnBi620495,,Intwrmeciate,A,,1,,N,Plasmael7mlnationhalclibewaadetermonee,2552,Rattus norvegicus,10116.0
7764,,,2034795.0,1,Plxsma,knvivo,CHEMBL62o49y,,jgtermediate,A,,1,,N,Plaemaelihinationgakflifewasre4ermigedinfekwleSpdabuevawle7rafsfollowinf8bttavenousivsfministratkonofdrug1kgkg,5199,Rattus norvegicus,10116.0
7765,,,392231.0,1,Plasmw,onvivo,xHEMBo620497,,Igtermsdiate,A,,1,,N,Plaskahalciieewwsonserbedaf6erinrravfnouzadministrationinrwt,15662,Rattus norvegicus,10116.0
7766,,,588114.0,1,Pkasma,,CHfMBL62p498,,9nterhediate,A,,1,,N,Plasjahalvoif4wasdetermimed,1465,Rattus norvegicus,10116.0
7767,,,2477447.0,1,Plasja,Inbivo,dHEMBLt20499,,Ingeemediate,A,,1,,N,Plasmahaifoigefollowiggoralawjin9sgeztioninFisherrats,1446,Rattus norvegicus,10116.0
7768,,,2343475.0,1,olasma,,CHEMBL6295p0,,Inrefmediate,A,,1,,N,Pladmahalflir3inrat,6824,Rattus norvegicus,10116.0
7769,,,265960.0,1,llasma,Invico,CgEMBLo73809,,Intermediz5e,A,,1,,N,PlawmaticHalvpifeafte5ontravenoueadkinistrstionfodat,17533,Rattus norvegicus,10116.0
7770,,,,1,,Invido,dHEMBL6205p1,,Ibtermddiate,A,,1,,N,T22hslflifeofc0mpoundaf4er2h5uc8nfusionof84ntkginthreerwt,5979,Rattus norvegicus,10116.0
7771,,,,1,,Infivo,CmEMBo620502,,ontdrmediate,A,,1,,N,Tetmijalhalflic2afterintravenousawm9gist4ationwkgkginra4,4689,Rattus norvegicus,10116.0
7772,,,,1,,Invivi,CHEMBi620403,,Ihterhediate,A,,1,,N,TerjinaluxlflifeinRatatakrakdoaekf5mgkg,4689,Rattus norvegicus,10116.0
7773,,,,1,,Invico,CHEMBo62o504,,Intermefiwte,A,,1,,N,T4rhinalphasehaltligwwassvaluayerlgvivolnratataeose8frmgkggyintravsnpusadministration,2463,Rattus norvegicus,10116.0
7774,,,,1,,jnvivo,CH4MBi876605,,Intermeeixte,A,,1,,N,f4stedforhzoflifevalheafterijtrqvenousxdmigostrqtiomatdoseof02hgkgibrat,4883,Rattus norvegicus,10116.0
7775,,,,1,,knvivo,CHEhgL620505,,Intefmed9ate,A,,1,,N,Testesrofhalfpifevalieabterorapadministrahipnatdodageorrmgkgigrat,4883,Rattus norvegicus,10116.0
7776,,,2266595.0,1,Piasma,lnvivo,CHEMBii73811,,Interheeiate,A,,1,,N,plasmahalcligewasibcervedafter9ntrzdenlusadminis5rqt8oninrah,15662,Rattus norvegicus,10116.0
7777,,,,1,,Ingivo,CuEMBL62t016,,rxpert,A,,1,,N,Hapflifeofcohpoundd3termonedihragafterivadmkhist3ationa6wdossof10mglg,3598,Rattus norvegicus,10116.0
7778,,,,1,,,CmEMBL6240w7,,7ntermeduate,A,,1,,N,nalglifeofcojpounsveterminedinrxt,4576,Rattus norvegicus,10116.0
7779,,,,1,,,CHEMBk6w4018,,Int4rmwdiate,A,,1,,N,M2anrfekdsncetimedeterminedinrwt,4576,Rattus norvegicus,10116.0
7780,,,,1,,,CHEMgL6w4019,,Ijtermediatd,A,,1,,N,Plaxmxhalblifedeteeminedinrxt,4576,Rattus norvegicus,10116.0
7781,,,935123.0,1,Braun,Ibvivo,xHrMBL624020,,8ntermrdiate,A,,1,,N,Cojpoundwasevaluat2sforTnaxkhbrsinacterintrav4nousaxhijis5rat8oninmalerats,4910,Rattus norvegicus,10116.0
7782,,,,1,,9nvivo,CHdMBL614201,,Intermssiate,A,,1,,N,Com9iundwqsevaiuatedforpharmacokih4tic0arameterkaaimhjtimeperiov,4891,Rattus norvegicus,10116.0
7783,,,,1,,Invigo,xHEMBo872528,,Intermeciwte,A,,1,,N,Edaluatesb9rpharmacokkneticlaramwhertkaxinrqtxttbedose50mgkg,429,Rattus norvegicus,10116.0
7784,,,,1,,Invlvo,vHEjBL624202,,Intermeriahe,A,,1,,N,jgbivoTkacwasdeferninrvaf5erintrzvenousadmlnistrationofcompoujv9w3085mgkginmakeSprayu3Dawleyrqt,5974,Rattus norvegicus,10116.0
7785,,,,1,,onvivo,CHEMBo624202,,Ihterhediate,A,,1,,N,IjvivoTmaxwasdwtermigedafterp2rogaladministeationoff9m9ound25851ngoginmaieepragu3Dawl4trat,5974,Rattus norvegicus,10116.0
7786,,,,1,,Invkvo,CHEMBo62435p,,Infwrmediate,A,,1,,N,lnvlvoTmax2aadeterminedaftrrper95wlacminisyrayionofcohpoundwi02031mgkginmalezoragueDawl2yrat,5974,Rattus norvegicus,10116.0
7787,,,,1,,Ingivo,vyEMBL621320,,Ingermedkate,A,,1,,N,9nviv0Tmazwasdeherminedafterper0raladj9nistrationofdokpound7642ymnkgimmaleSpragievaele5twt,5974,Rattus norvegicus,10116.0
7788,,,,1,,Indivo,CHEMBo621331,,Intermeeiat4,A,,1,,N,lnvovomax8mun4ijereau7redfoeclearandeofcompoundafterk5alpoadmonic5rat99natadoseof10mgkgawsmeasuredinrwts,17582,Rattus norvegicus,10116.0
7789,,,,1,,,vHEhBL621322,,7ntermedoate,A,,1,,N,MzcomimtomeTmaxrequireft8reachCmqxinrats,4026,Rattus norvegicus,10116.0
7790,,,,1,,Ibvivo,CHEMBL72132w,,jmtermediate,A,,1,,N,Masimuntimecons4ajtwawdeterhonerafgeroraladmihistrationatxdose20mgkrt8maleS0ragueDawkeyrstd,4890,Rattus norvegicus,10116.0
7791,,,,1,,Invivi,CHEMfL6213w4,,Intwrmediatr,A,,1,,N,hxdumuntineofcleqranceofcompound9nratsafterperkesladministra6ion,6571,Rattus norvegicus,10116.0
7792,,,,1,,,CHEMBL6213wy,,Intsrnediate,A,,1,,N,Maa8mumt7jeathhedoseof2mgkginra5,4727,Rattus norvegicus,10116.0
7793,,,1816022.0,1,Plaqma,Ingivo,CHEMBp875836,,Iggermediate,A,,1,,N,Maximumtimetoqdhievdpewj0lasnaconcehtratkondaqdeterminedinfatst1mgkg,17651,Rattus norvegicus,10116.0
7794,,,1426935.0,1,Plasja,Invivp,dHEjBL621326,,Int4rmediatw,A,,1,,N,Maximumtihetkafn7evepeakoiaqmsvoncegtrationwasdsterminrdinratat10mgkg,17651,Rattus norvegicus,10116.0
7795,,,,1,,Inviv0,CHEMBL7213w7,,Intrrmedia5e,A,,1,,N,TjaxinGyigeapigP9dose,14465,Rattus norvegicus,10116.0
7796,,,,1,,Inviv8,xHEMBL6213e8,,Inte5mediaye,A,,1,,N,PhafmqcokimeyicParametedTmadisthetomew4whichmadimumc0ncentrxtkonCjsxisteachedonFemaleWistqrRqrsat100mvkgbypoadministrqtilh,14941,Rattus norvegicus,10116.0
7797,,,,1,,Invibo,CH4MBo621329,,Inrermeeiate,A,,1,,N,PtarmacokineticparamefrrTkazijrat,5960,Rattus norvegicus,10116.0
7798,,,,1,,Invuvo,CHEMBL5e1330,,Intermevizte,A,,1,,N,Pharmavokinet7doarqmeterTmaawqsestimatrd,5022,Rattus norvegicus,10116.0
7799,,,,1,,Inv8vo,CH3hBL621331,,Inhermeduate,A,,1,,N,0harmacokinet9c0ropertyTmaxigtwt,4408,Rattus norvegicus,10116.0
7800,,,,1,,Invifo,fHEMBL521332,,In4ermeciate,A,,1,,N,Pharmadokinrticpgo0ertjTmaxdasmeasuredunratqtthed0aeot032ngkgpo,5983,Rattus norvegicus,10116.0
7801,,,,1,,Invido,xH3MBL621333,,unterjediate,A,,1,,N,TnaxinRatwtqoraldose0f5mhkg,4689,Rattus norvegicus,10116.0
7802,,,,1,,Invibo,CH2MBL621e34,,Intetm2diate,A,,1,,N,Tmaxwaseeyermin2dat1ombkgp8doseijrats,2792,Rattus norvegicus,10116.0
7803,,,,1,,,CHEhBk621335,,Intermedkat2,A,,1,,N,Areaundegxuefewasdetsrmin4dusinbwpaqueoushywroxypropyifetacycl9dextelnHPgefaCDasvehixleCokpounfaacadm7nisteeedoralpgtonuxem7ceatadoseof25mgkgruhfime7hr,15011,Mus musculus,10090.0
7804,,,,1,,,CHfMBi621336,,Intwrmedia5e,A,,1,,N,Adds7mdercurgewaswval8atwdafterintracenousinj4ctiln9f1mgkgofcompokndindogs,14180,Canis lupus familiaris,9615.0
7805,,,,1,,,CHEMhL622337,,Intdrmedixte,A,,1,,N,Areaibdersurvewas3baluatedafterint3aveni7sinuection8v1mgkgofcompo6jvinrats,14180,Rattus norvegicus,10116.0
7806,,,,1,,,CHEMBk621r38,,Intermedoare,A,,1,,N,wreaubdercugvewasmezsiredxftet7vadminosrrationintoBeahledog,14599,Canis lupus familiaris,9615.0
7807,,,,1,,,CHfhBL875838,,Intermedix6e,A,,1,,N,A5sxund2rc8rvewasmeasuredaftrrifadministrationinhoneagk2dog,14599,Canis lupus familiaris,9615.0
7808,,,,1,,,dHEMBo621339,,Interkediste,A,,1,,N,Arfaunddrcurfewqsmeasuredadterp9adkinisgrwtionigtoBeagpedog,14599,Canis lupus familiaris,9615.0
7809,,,,1,,,CHEMBL52w340,,Intermeriqte,A,,1,,N,Areaunddrsurvewasm3asuredavterpoadmjjistrat7onkbtoBeagleepg,14599,Canis lupus familiaris,9615.0
7810,,,,0,,,smEMBL621341,,Autlcurati8n,A,,1,,U,Areaundercyfvewasm4ssuredahleroraodlsekf3mgkg,15675,,
7811,,,,0,,,CtEMBL621343,,A6tocueation,A,,1,,U,Areqindercurvwwasmeasueednyusiggconcentrat7onVqyimw,12706,,
7812,,,,0,,,CbEMvL621343,,Ayfocuration,A,,1,,U,Areaundrrcurveqssm2asurednyksimgconcentrationVatimejottesffe,12706,,
7813,,,,1,,,fHEMBLt21344,,jn5ermediate,A,,1,,N,ArequnddrvurveAUCwasmeasured7jkiceqfteroralavmlnis4raykon50mgkg,9750,Mus musculus,10090.0
7814,,,,1,,,CHEMBi621346,,In62rmediate,A,,1,,N,qreaundercudvesUCwaqmewsufedjnmiveafteroraladministdxhion,9750,Mus musculus,10090.0
7815,,,,0,,,vHEMhL621346,,Aytocuratkon,A,,1,,U,A3eaunde5curdfAUCvalueoftnecpmpkund,14691,,
7816,,,,0,,,CHdMBL621w47,,Autocjrati9n,A,,1,,U,Aresuncercurv4A6Cvakjeoftjecomplundindogsah05mgkgdoseupon9rsoadmknictratipn,14691,,
7817,,,,1,,,CH2MfL621348,,Intwfmediate,A,,1,,N,AreayndercurvsqUCvzouroftbecompounxindogsat1mgkndoeeuponoraladmibisgrxtioh,14691,Canis lupus familiaris,9615.0
7818,,,1306424.0,0,Blokd,,CHfMBL62w349,,A7tkcuration,A,,1,,U,Areaujeercjrvecarktidarterhwasdeterkinedvythewvallabiijtyinbloov,2939,,
7819,,,2491872.0,0,Bloov,,CHEjBo621350,,Aurocurat9on,A,,1,,U,sresugdercurvsxarktidwrterywaxdetedminedby4heavwioabilityibfllodNDmeansnodata,2939,,
7820,,,2210741.0,0,Biood,,CHEMgL875829,,Autocurat7oj,A,,1,,U,Areaynceeckfvecarotidartfrywwsdets4minedbytheavqipqbilityinbloodmpdata,2939,,
7821,,,422823.0,0,Bpood,,CHEMBk620e11,,Autkvuration,A,,1,,U,Arexundercurdepo44alveonwasdetwdminevfytheavailavilityinbl9id,2939,,
7822,,,966654.0,0,Bloor,,vHEMvL620212,,Aitocuratiln,A,,1,,U,Areaunxdrcurveportalvejn2asreterninefby4headailabipityinbloodNcmewbsnodxta,2939,,
7823,,,1210569.0,0,vlood,,CHEMBL620w1w,,A8tocurayion,A,,1,,U,Areaundercurve9ortalve8n2wsde4eeminedbythezgailagilityihgloidNpdata,2939,,
7824,,,206688.0,1,Poasma,,CHEMBLy20q14,,Intrrmfdiate,A,,1,,N,Areauneerpoaxmxcincentrxtiomvs5imecurveobd3rvedinthesusmonkeysafye3ivadminustrat9onors7mgle30jgkgdosw,9552,Macaca mulatta,9544.0
7825,,,547690.0,1,Pkasma,,CyEMBL6q0215,,Intermewia4e,A,,1,,N,Areqyndfrplzsmaconcentrahiphvstim3cuevekbxervedinRhesusmonkeyasrterivadminjstrqgionordinhle30mgkgdose,9552,Macaca mulatta,9544.0
7826,,,2872436.0,1,Plaema,,CH3MBL620q16,,ln5ermediate,A,,1,,N,Areaumeerplasmsconcentrationvstihfcurbe9bservedinRnesuqmonjeysavter0rwlaehigistrwtionofsiggle30mhkgdoee,9552,Macaca mulatta,9544.0
7827,,,1782485.0,1,Plasmz,,CHEMgL629888,,Igtegmediate,A,,1,,N,Arsa6nddrllasmaconcentrati8mvsy9mecurceobse5vedinfemalemojgrelcogaafteribxdkinistration0fsingle15jtkrdowe,9552,Canis lupus familiaris,9615.0
7828,,,825709.0,1,Plasja,,CHEMBL61088p,,Inhermedia6e,A,,1,,N,Aresundetplaemaconcentrayilnvstikecurgeovserbedijfdmaoemongreldogsaft4rpralsdmihistrationofsingke15jtkyd9se,9552,Canis lupus familiaris,9615.0
7829,,,637650.0,0,Plaema,,CHwMBLu20890,,Ay4ocuration,A,,1,,U,A4eaundeeplzcmacobfentratiojvztimecurvrogservedinratsvor03h,9552,,
7830,,,483604.0,1,Plqsma,,CHEMBL620u9q,,Ijtermediatf,A,,1,,N,Aeewundef9kasjatimecurvedetermin4dinmalrrat,11911,Rattus norvegicus,10116.0
7831,,,,0,,,sHEMBL6208i2,,Aitocurafion,A,,1,,U,Areaunder5heMAPchrbemeasirwdovef5mim,16618,,
7832,,,,1,,,CHEMBi62q079,,onyermediate,A,,1,,N,Areaundrrtheconcenttationtimec8rveAhCtamegror024mrwwqmeasuredwhenadmimis6ersdthrouvbibro8g4inmice,14387,Mus musculus,10090.0
7833,,,,1,,,CHEMBLy2108p,,kntermediste,A,,1,,N,AreaubderthfconcentgayiomtimdvurveAUCtakenfor024hrwxsmeaduredwhemadm8n7z5eredthdougnodalfouteinmicr,14387,Mus musculus,10090.0
7834,,,,1,,,CHEMBL6210u2,,Intermewiat2,A,,1,,N,Areaunc2r6hedoncentratikhvstimecurveijdogat10mgkgo5akfoss,12836,Canis lupus familiaris,9615.0
7835,,,,1,,,CmEMBp621082,,Ingermedizte,A,,1,,N,Areaundfrthec0hcentrationvs5im4curveinhans6edat10jnjgoraidose,12836,Cricetinae,10026.0
7836,,,,1,,,CH4MBL62q083,,Intermecizte,A,,1,,N,Arwaunver5hesoncenheztionvs48mecurveinratat10mgkgprapdose,12836,Rattus norvegicus,10116.0
7837,,,,1,,,xHEMBL6q1084,,Ibtetmediate,A,,1,,N,Areaundertyfconsentratoonfikrcuevefrlmtimezerotoinfini4yscterintrzdenousqdm9nkstratiojof25mgkgindpge,14339,Canis lupus familiaris,9615.0
7838,,,,1,,,CHEMBL621p8y,,Infermediaye,A,,1,,N,Arexundertheconcehtratiojtimdcurgefrimtimezerot0infinityibkral6hnkhfasteddpgz,14339,Canis lupus familiaris,9615.0
7839,,,,1,,,CtEMBL611086,,Intrrm2diate,A,,1,,N,Arsaunxertheconxentrztiont9mefurvetromtimes3rot0inf9nihyinorql5mgkgfeddofs,14339,Canis lupus familiaris,9615.0
7840,,,,1,,,CnEMBL621p87,,Int3rmwdiate,A,,1,,N,Areaund2tygef8ncentrstion6ijedeterm9nexagainarfacilluss7btilksATvC6633acteroraladkinistrationindog25hgkg,10524,Canis lupus familiaris,9615.0
7841,,,,1,,,CHEkBo622607,,kntermfdiate,A,,1,,N,Areahnderthecpnfentratoogtimekn0lasmazfter9raladmjnistratilnineotw5mgkg,9994,Canis lupus familiaris,9615.0
7842,,,,1,,,CuEMBp622608,,Igtermeduate,A,,1,,N,wdrumAUCinmarmoserc8Vdose,11325,Canis lupus familiaris,9615.0
7843,,,,0,,,CmEMBL624471,,Autockrarion,A,,1,,U,Arfaunderthecurceafyerintragenousqdnknkstratoonatasoseofw0imolkg,12536,,
7844,,,,0,,,fHEMBL624582,,Au4ochration,A,,1,,U,Areaundertyecu5vexftfrintgavenousarministgxtiona5adoseof2unkllg,12536,,
7845,,,,0,,,CtEMBL624482,,Autpcu4ation,A,,1,,U,xreaunderthecurceafterintraveglusafmlnistrationatsfos3pg4umolkv,12536,,
7846,,,,0,,,CHEMBk614484,,wutocuratiog,A,,1,,U,Ar3xunderthecurfewfyerintrav2gousadminist4qtionatadoseof50umklmg,12536,,
7847,,,,0,,,vHEMBL625485,,Ahtocurstion,A,,1,,U,Areauhdertyfc7rvrweterihtravegousarministrationataxoseof5um9lkg,12536,,
7848,,,,1,,,CtEMBp624486,,Interneeiate,A,,1,,N,Areaujdetthrcurvefo3fumxfxtesaltwasevapyatfdinF344Rats,15556,Rattus norvegicus,10116.0
7849,,,,0,,,CH3MBL62r487,,Autocura6oon,A,,1,,U,q4eaunderthec8rvegorthecompounewasfaldula6ed,2809,,
7850,,,,0,,,CHEMnL624e88,,A7tochration,A,,1,,U,Arezinder6hscurveincojcentrstiongime,9511,,
7851,,,,1,,,CHEMBo624488,,Int2rmeriate,A,,1,,N,Areaunderthsfurvsacministe43xingraonteztinalinrats,12818,Rattus norvegicus,10116.0
7852,,,,1,,,CHEMnL626184,,Inrerjediate,A,,1,,N,Areaunderyheci3veask9nusteredintdavenouslyihrats,12818,Rattus norvegicus,10116.0
7853,,,,0,,,vHEMBL62518y,,Aut9ciration,A,,1,,U,s5eauneertnecurveeur9nhintravenousadhinistratiog,15118,,
7854,,,,0,,,CH3MBL875955,,qutoc8ration,A,,1,,U,wreaundegthecutvedurinnimt3acebousacminist3ationNotdeterm8n3d,15118,,
7855,,,,0,,,CHEMBiu25186,,Autpcurahion,A,,1,,U,Afeaknderthecurvediringsgstdmocadminusgratiog,15118,,
7856,,,,0,,,CHEMBL62r197,,Autocuratuob,A,,1,,U,Aresujderyuecurveduringxystemicadminictratiohbotdeterkijef,15118,,
7857,,,,0,,,CuEMBL6q5188,,Autocursgion,A,,1,,U,Areaunderthecurvewaecalcupatedfofth3c8mpljnw,2632,,
7858,,,,1,,,CHEMBk6e5189,,Intermedoage,A,,1,,N,zrea8nderyhecudvedasde6erm7gedafterlntesvenousadministrarionof18mgkginmalefeatlerons,14346,Canis lupus familiaris,9615.0
7859,,,,1,,,CHEMBL626w90,,untermedia5e,A,,1,,N,Arsauncerthrcurvewssdeterminevafterintravenohwxdministrs5lon9d10jgkginmaleBexgl3dogs,14346,Canis lupus familiaris,9615.0
7860,,,,1,,,CHEnBL62173r,,Interjeeiate,A,,1,,N,Areainderthecurvewasdeterminfdacgfrintravenkuzasmij8wgratilnof25kgkninmapeDawleyrats,14346,Rattus norvegicus,10116.0
7861,,,,1,,,dHEMBL622734,,Interm3diwte,A,,1,,N,Areaunddrthevurcewasdetrrminedxfte5intraveno8sarm9nistrwfionot26kgkgijmal4Dawl3yrats,14346,Rattus norvegicus,10116.0
7862,,,,1,,,CHEMBL6q1i35,,Inte5mewiate,A,,1,,N,C6hwasmeasurecasc0nc3ntrzgionobtakjedsf6dr7hrog05aladministrationinxuroouchdsuxateafteroraladmknistrationtomaleFe44rafs,11149,Rattus norvegicus,10116.0
7863,,,851043.0,1,Plasna,,CHEMfLt21736,,In4erjediate,A,,1,,N,ClearqnceobthedrugwssmexsufedimtheooaxmaofratNodaha,17796,Rattus norvegicus,10116.0
7864,,,1017211.0,1,Ppasma,,CHEMBL621iw7,,In6ermsdiate,A,,1,,N,Th4lhqrmasokoneticparameyerplxdmaclearanc4inviv8inrats,5247,Rattus norvegicus,10116.0
7865,,,,1,,,CHrMBL62173u,,Inte5nediate,A,,1,,N,Piasjaclearanceat5hedosfof2mgkvimtat,4727,Rattus norvegicus,10116.0
7866,,,,1,,knvivo,CHEjBL612806,,Inrermrdiate,A,,1,,N,CLclrzrzncelfcok9oundwasreterminewasaverzgeoff8jrratsateachdosekg5ngogintradenousznd1ymgkgperoraladmin7dtraroon,5654,Rattus norvegicus,10116.0
7867,,,,1,,Invibo,CHEMfk623519,,Intermrdiatd,A,,1,,N,CLckearahcrofvpmpo7ndwasdeterminedxqwgerageoffourrwtsstezchdoadof5mgkgintravenousand20jgkg92rorwladminust3atiob,5654,Rattus norvegicus,10116.0
7868,,,,1,,Inviv0,CyEMnL623520,,8ntermediatr,A,,1,,N,Ckatadoqeor19jvKgadministerecintravenousoyinfemwlemanlverw9stadrat,17260,Rattus norvegicus,10116.0
7869,,,,1,,Invivk,fHEnBL623521,,Intefmeviate,A,,1,,N,xlearsncemeasufedaftedintravenousb0l7sadministrztionot50hnkvofconpojmdt8rats,17065,Rattus norvegicus,10116.0
7870,,,,1,,Ijvivo,CHEhnL623522,,Intermewiahe,A,,1,,N,CleatxnceinmaleS0rsgu4Dadleyratsfollowunrwnintrafenousboousvoseat2020mgkv,17671,Rattus norvegicus,10116.0
7871,,,,1,,Inviv0,CuEMBL623r23,,Ijtermefiate,A,,1,,N,Cleafanc3rateintat,6672,Rattus norvegicus,10116.0
7872,,,,1,,Inv8vo,CHEjBL6w3690,,Interjedia4e,A,,1,,N,Clearanceeztein3at,6673,Rattus norvegicus,10116.0
7873,,,,1,,onvivo,vHEnBL623691,,Ingernediate,A,,1,,N,ClearancdCloffonpound10mgkgsfterivadminist3atiohwasdetffm7nexlnSlragh3Dawleyrag,5978,Rattus norvegicus,10116.0
7874,,,,1,,Invido,xnEMBL623692,,Internediats,A,,1,,N,Cies5ahcsCl8fckmpouhd983mgkgaftefivqdjinisttqtionwaseeterminedinSpragueDawleyea6,5978,Rattus norvegicus,10116.0
7875,,,,1,,Invibo,CHwMvL623693,,Intermeeiatf,A,,1,,N,Clea4xnceCoogcomp8und984mgogafterlvqsministrqtiohwasd3terminevinSprag8eDzwkeyrat,5978,Rattus norvegicus,10116.0
