geniusNameLabel,websiteLabel,familyNameLabel,motherLabel,birthDate,givenNameLabel,numberOfChildren,recordLabelLabel,cityLabel,musicianLabel,genreLabel,activityStart,religionLabel,fatherLabel,partner,musician,genderLabel,ethnicityLabel,residenceLabel,twitterNameLabel
Sugar-ray-norcia,,,,1954-06-06T00:00:00Z,,,,Stonington,Sugar Ray Norcia,electric blues,,,,,http://www.wikidata.org/entity/Q1270555,male,,,
,http://www.TohKay.com,,,1980-12-24T00:00:00Z,Tomas,,Victory Records,Prague,Tomas Kalnoky,ska,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1270962,male,,,
,,Hall,,1896-08-23T00:00:00Z,Wendell,,Gennett,St. George,Wendell Hall,jazz,,,,,http://www.wikidata.org/entity/Q1287529,male,,,
,,Simon,Andrea Heinemann Simon,1940-10-20T00:00:00Z,Joanna,,,New York City,Joanna Simon,,,,Richard L. Simon,,http://www.wikidata.org/entity/Q519962,female,,,
,http://www.lex-barker.com,Barker,,1919-05-08T00:00:00Z,Lex,3.0,,Rye,Lex Barker,pop music,1945-01-01T00:00:00Z,,,Lana Turner,http://www.wikidata.org/entity/Q520819,male,,,
Erika-stucky,http://www.erikastucky.ch/,Stucky,,1962-02-03T00:00:00Z,Erika,,Double Moon Records,San Francisco,Erika Stucky,jazz,,,,,http://www.wikidata.org/entity/Q1354520,female,,,
,,Carroll,,1940-12-24T00:00:00Z,Janet,,,Chicago,Janet Carroll,,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q441893,female,,,
,http://www.trey.com,Anastasio,,1964-09-30T00:00:00Z,Trey,,Elektra,Fort Worth,Trey Anastasio,alternative rock,1982-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q466302,male,,,
,http://www.maryannmobley.net/,,,1937-02-17T00:00:00Z,Mary,3.0,,Biloxi,Mary Ann Mobley,,,,,Gary Collins,http://www.wikidata.org/entity/Q465615,female,,Biloxi,maryannemobley
Whitfield-crane,,Crane,,1968-01-19T00:00:00Z,,,,San Francisco Bay Area,Whitfield Crane,rock music,1987-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q553788,male,,,
,http://www.snatamkaur.com/,,,1972-01-01T00:00:00Z,,,,Trinidad,Snatam Kaur,,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465818,female,,,
,,,,1990-12-02T00:00:00Z,,,Warner Bros. Records,Minneapolis,Auburn,pop music,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q441906,female,African Americans,,CallMeAuburn
,,Naughton,,1984-05-20T00:00:00Z,,,Epic,East Orange,Naturi Naughton,pop music,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q441834,female,African Americans,,naturinaughton
Ted-neeley,http://www.tedneeley.com/,Neeley,,1943-09-20T00:00:00Z,Theodore Joseph,,,Ranger,Ted Neeley,,,,,,http://www.wikidata.org/entity/Q1357081,male,,California,
,,Sudano,Donna Summer,1981-01-05T00:00:00Z,Brooklyn,,,Los Angeles,Brooklyn Sudano,,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q456056,female,African Americans,Los Angeles,
,http://www.teresafans.org,Brewer,,1931-05-07T00:00:00Z,Teresa,,London Records,Toledo,Teresa Brewer,pop music,1949-01-01T00:00:00Z,,,Bob Thiele,http://www.wikidata.org/entity/Q466497,female,,Toledo,
,http://www.marcterenzi.de/,,,1978-06-27T00:00:00Z,Marc,,Universal Records,Brighton,Marc Terenzi,pop music,1999-01-01T00:00:00Z,,,Gina-Lisa Lohfink,http://www.wikidata.org/entity/Q1354872,male,,,
,,,,1928-04-06T00:00:00Z,,,,Salt Lake City,Joi Lansing,,1942-01-01T00:00:00Z,,,Lance Fuller,http://www.wikidata.org/entity/Q519604,female,,,
,,Louise,,1934-02-11T00:00:00Z,Tina,,,New York City,Tina Louise,,1952-01-01T00:00:00Z,,,Les Crane,http://www.wikidata.org/entity/Q456055,female,,,TheTinaLouise
,,Johnson,,1919-06-22T00:00:00Z,Ella,,,Darlington,Ella Johnson,jazz,,,,,http://www.wikidata.org/entity/Q520710,female,,,
Jackie-moore,,Moore,,1946-01-01T00:00:00Z,Jackie,,Atlantic Records,Jacksonville,Jackie Moore,soul music,,,,,http://www.wikidata.org/entity/Q519906,female,African Americans,,
,,Eberle,,1919-01-19T00:00:00Z,Raymond,,Bell Records,Mechanicville,Ray Eberle,big band,1938-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465281,male,,,
,,Lewis,,1938-08-08T00:00:00Z,Marcia,,,Melrose,Marcia Lewis,,,,,,http://www.wikidata.org/entity/Q519760,female,,,
,http://www.lataviaroberson.com,Roberson,,1981-11-01T00:00:00Z,,,Columbia Records,Houston,LaTavia Roberson,contemporary R&B,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q456592,female,,,iamLaTavia
,http://www.marccohn.com/,Cohn,,1959-07-05T00:00:00Z,Marc,,Atlantic Records,Cleveland,Marc Cohn,folk rock,1986-01-01T00:00:00Z,,,Elizabeth Vargas,http://www.wikidata.org/entity/Q1356434,male,,,marcCohn
Mr-porter,http://www.iammrporter.com/,Porter,,1978-12-07T00:00:00Z,,,Shady Records,Detroit,Mr. Porter,hip hop music,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465127,male,,West Bloomfield,Mrporter2012
Dinah-shore,http://dinahshorefanclub.com,Shore,,1916-02-29T00:00:00Z,Dinah,2.0,Capitol Records,Franklin County,Dinah Shore,jazz,1937-01-01T00:00:00Z,,,George Montgomery,http://www.wikidata.org/entity/Q466502,female,,,
,,Tavarez,,1999-01-20T00:00:00Z,Shannon,,,Bellerose,Shannon Tavarez,,,,,,http://www.wikidata.org/entity/Q519275,female,,,
Cissy-houston,,Houston,,1933-09-30T00:00:00Z,,,Columbia Records,Newark,Cissy Houston,soul music,1938-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465702,female,African Americans,,
,,Singleton,,1908-09-15T00:00:00Z,Penny,,,Philadelphia,Penny Singleton,,,,,,http://www.wikidata.org/entity/Q522582,female,,,
Big-joe-williams,,Williams,,1903-10-16T00:00:00Z,Joseph Lee,,Prestige,Lowndes County,Big Joe Williams,Delta blues,,,,,http://www.wikidata.org/entity/Q519289,male,,,
Samantha-boscarino,,Boscarino,,1994-12-26T00:00:00Z,Samantha,,,Ventura County,Samantha Boscarino,,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q456348,female,,,sambosco_10
,http://www.frankievallifourseasons.com/,Valli,,1934-05-03T00:00:00Z,Frankie,,Philips Records,Newark,Frankie Valli,pop music,,,,,http://www.wikidata.org/entity/Q465632,male,,,
,http://www.melanieamaroofficial.com/,Amaro,,1992-06-26T00:00:00Z,Melanie,,Epic,Fort Lauderdale,Melanie Amaro,pop music,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q464732,female,,,
,,,,1944-01-19T00:00:00Z,Shelley,,Vee-Jay Records,Santa Monica,Shelley Fabares,pop music,,,,Mike Farrell,http://www.wikidata.org/entity/Q456187,female,,,
,http://www.alexband.net,Band,,1981-06-08T00:00:00Z,Alex,,RCA Records,Los Angeles,Alex Band,alternative rock,2000-01-01T00:00:00Z,,,Jennifer Sky,http://www.wikidata.org/entity/Q520482,male,,,alex_band
,,Andrews,,1927-12-25T00:00:00Z,Ernie,,Columbia Records,Philadelphia,Ernie Andrews,blues,,,,,http://www.wikidata.org/entity/Q1356880,male,,,
,,Ewing,,1950-03-27T00:00:00Z,Maria,,,Detroit,Maria Ewing,,,,,Peter Hall,http://www.wikidata.org/entity/Q442026,female,African Americans,,
Betty-carter,http://bettycarter.org/,Carter,,1930-05-16T00:00:00Z,Betty,,Peacock Records,Flint,Betty Carter,jazz,1948-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465943,female,African Americans,,
,,,,1917-10-30T00:00:00Z,Anna,,,Saint Petersburg,Anna Marly,,,,,,http://www.wikidata.org/entity/Q464853,female,,,
,,Stoneman,,1893-05-25T00:00:00Z,Ernest,,Starday Records,Virginia,Ernest Stoneman,country music,,,,,http://www.wikidata.org/entity/Q1356526,male,,,
,,Owens,,2000-01-01T00:00:00Z,Kenny,,,Arkansas,Kenny Owens,country music,,,,,http://www.wikidata.org/entity/Q1358578,male,,,
,,White,,1951-09-15T00:00:00Z,Carla,,Stash Records,Oakland,Carla White,jazz,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q520680,female,,,
,http://www.officialmarlenashaw.com/,Shaw,,1942-09-22T00:00:00Z,Marlena,,Cadet Records,New Rochelle,Marlena Shaw,soul music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q456133,female,,,
,http://www.schoollyd.com,,,1962-06-22T00:00:00Z,,,Jive,Philadelphia,Schoolly D,hip hop music,1984-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1395950,male,,,schoollyd
,,Reiner,,1914-06-05T00:00:00Z,Estelle,,,The Bronx,Estelle Reiner,,1960-01-01T00:00:00Z,,,Carl Reiner,http://www.wikidata.org/entity/Q519374,female,,,
,http://www.jillsobule.com,,,1965-01-16T00:00:00Z,Jill,,MCA Records,Denver,Jill Sobule,rock music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q520324,female,,,jillsobule
Teri-desario,http://www.sonymusic.co.jp/Music/International/Arch/ES/TeriDesario/,,,1951-11-27T00:00:00Z,Teri,,Casablanca Records,Miami,Teri DeSario,pop music,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q520459,female,,,
,,Fisher,,1915-05-02T00:00:00Z,Doris,,,New York City,Doris Fisher,,1949-01-01T00:00:00Z,,Fred Fisher,,http://www.wikidata.org/entity/Q521456,female,,,
Martha-wash,,Wash,,1953-12-28T00:00:00Z,Martha,,RCA Records,San Francisco,Martha Wash,house music,1975-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465302,female,African Americans,,
,,Hill,,1964-05-06T00:00:00Z,Dana,,,Encino,Dana Hill,,1980-01-01T00:00:00Z,Catholicism,,,http://www.wikidata.org/entity/Q455947,female,,Burbank,
Thelma-houston,http://www.thelmahouston.com,Houston,,1946-05-07T00:00:00Z,Thelma,,Dunhill,Leland,Thelma Houston,soul music,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465955,female,African Americans,,
,http://www.johnprine.net/,Prine,,1946-10-10T00:00:00Z,John,,Atlantic Records,Maywood,John Prine,country music,1971-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q520296,male,,,JohnPrineMusic
Lisa-coleman,,Coleman,Marylou Ynda Ciletti,1960-08-17T00:00:00Z,Lisa,,Columbia Records,Los Angeles,Lisa Coleman,rock music,1973-01-01T00:00:00Z,,Gary Lynn Coleman,,http://www.wikidata.org/entity/Q456306,female,,,
Carol-douglas,,Douglas,,1948-04-07T00:00:00Z,Carol,,Midland International Records,Bedford–Stuyvesant,Carol Douglas,soul music,,,,,http://www.wikidata.org/entity/Q519404,female,,,
Eilen-jewell,http://www.eilenjewell.com/,,,1979-04-06T00:00:00Z,Eilen,,Signature Sounds Recordings,Boise,Eilen Jewell,Americana,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q522009,female,,,
,http://www.sheenaeaston.com,Easton,,1959-04-27T00:00:00Z,Sheena,,Warner Bros. Records,Bellshill,Sheena Easton,soft rock,1980-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465977,female,,Henderson,
Jean-shepard,http://www.jeanshepardcountry.com/,Shepard,,1933-11-21T00:00:00Z,Jean,,Capitol Records,Pauls Valley,Jean Shepard,country music,1952-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q522569,female,,,
,https://www.alivenotdead.com/andyon,An,,1976-05-11T00:00:00Z,Andy,,,Providence,Andy On,,,,,,http://www.wikidata.org/entity/Q711527,male,,,
Marie-osmond,https://www.marieosmond.com,Osmond,Olive Osmond,1959-10-13T00:00:00Z,Marie,,,Ogden,Marie Osmond,pop music,1973-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465641,female,,,marieosmond
Randy-meisner,http://www.randymeisneronline.com/,Meisner,,1946-03-08T00:00:00Z,Randy,,Asylum Records,Scottsbluff,Randy Meisner,country music,1961-01-01T00:00:00Z,,,Lana Rae Meisner,http://www.wikidata.org/entity/Q1356665,male,,,
,,Lawrence,,1976-12-18T00:00:00Z,Jack,,V2,Kentucky,Jack Lawrence,garage rock,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q555380,male,,,
,,Cagnolatti,,1911-04-02T00:00:00Z,Ernie,,,Madisonville,Ernest Joseph Cagnolatti,jazz,1929-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1356887,male,African Americans,,
,https://www.wynonna.com/welcome,Judd,,1964-05-30T00:00:00Z,,,Curb Records,Ashland,Wynonna Judd,country music,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465130,female,,,wynonna
,,Emerson,,1897-10-29T00:00:00Z,Hope,,,Hawarden,Hope Emerson,,,,,,http://www.wikidata.org/entity/Q456166,female,,,
Spider-loc,http://www.spiderloc.com,Williams,,1979-01-21T00:00:00Z,Spider,,Death Row Records,Compton,Spider Loc,hip hop music,2000-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1359039,male,African Americans,,RealSpiderLoc
Patty-loveless,http://www.pattyloveless.com,Loveless,,1957-01-04T00:00:00Z,Patty,,MCA Records,Pikeville,Patty Loveless,country music,1973-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q455939,female,,,
Gale-storm,http://www.galestorm.tv/,Storm,,1922-04-05T00:00:00Z,Gale,4.0,Dot Records,Bloomington,Gale Storm,traditional pop music,1940-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q466244,female,,,
,http://robertguillaume.com,Williams,,1927-11-30T00:00:00Z,Robert,5.0,,St. Louis,Robert Guillaume,,,,,,http://www.wikidata.org/entity/Q465442,male,African Americans,Los Angeles,
Alisan-porter,,Porter,,1981-06-20T00:00:00Z,Alison,2.0,,Worcester,Alisan Porter,,1987-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q521790,female,American Jews,Los Angeles,alisanporter
,,Shawkat,,1989-04-18T00:00:00Z,Alia,,,Riverside,Alia Shawkat,,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q466051,female,,,
,http://www.shealeigh.com/,,,1998-03-29T00:00:00Z,,,,Winfield,Shealeigh,pop music,,,,,http://www.wikidata.org/entity/Q1395730,female,,,ShealeighDaily
,,DuVall,,1967-09-06T00:00:00Z,William,,,Atlanta,William DuVall,alternative rock,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q442237,male,African Americans,,
,,Williams,,1915-05-27T00:00:00Z,,,Vocalion,Portland,Midge Williams,,,,,,http://www.wikidata.org/entity/Q521077,female,African Americans,,
,,Carson,,1937-12-04T00:00:00Z,Ernie,,,Portland,Ernie Carson,jazz,,,,,http://www.wikidata.org/entity/Q1356891,male,,,
Lee-dorsey,,Dorsey,,1926-12-24T00:00:00Z,Lee,,Fury Records,Portland,Lee Dorsey,rhythm and blues,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1356763,male,African Americans,,
,,Blakeslee,,1956-01-27T00:00:00Z,Susanne,,,Los Angeles,Susanne Blakeslee,,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465167,female,,California,
,,Booze,,1920-05-23T00:00:00Z,Bea,,Decca,Baltimore,Bea Booze,rhythm and blues,,,,,http://www.wikidata.org/entity/Q520284,female,African Americans,,
Ernie-k-doe,http://www.k-doe.com,,,1936-02-22T00:00:00Z,Ernie,,Specialty,New Orleans,Ernie K-Doe,rhythm and blues,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1356912,male,African Americans,,
,,Hartman,,1923-07-13T00:00:00Z,Johnny,,RCA Records,Chicago,Johnny Hartman,jazz,1946-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q500905,male,,,
Faron-young,,Young,,1932-02-25T00:00:00Z,,,Gotham Records,Shreveport,Faron Young,country music,1951-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q741540,male,,,
,http://www.icedearth.com,,,1968-03-15T00:00:00Z,John,,SPV,Franklin,Jon Schaffer,rock music,1984-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q456005,male,,,
,http://www.greggleehenry.com/,Henry,,1952-05-06T00:00:00Z,Gregg,,,Lakewood,Gregg Henry,country music,,,,,http://www.wikidata.org/entity/Q1355395,male,,Los Angeles,GreggHenry88
,https://joycedidonato.com/,,,1969-02-13T00:00:00Z,Joyce,,EMI Classics,Prairie Village,Joyce DiDonato,opera,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465761,female,,,JoyceDiDonato
,http://www.mariamuldaur.com/,Muldaur,,1943-09-12T00:00:00Z,Maria,,Reprise Records,New York City,Maria Muldaur,rhythm and blues,1963-01-01T00:00:00Z,,,Geoff Muldaur,http://www.wikidata.org/entity/Q465629,female,,,
Ross-lynch,https://www.thedriverera.com/,Lynch,,1995-12-29T00:00:00Z,Ross,,Walt Disney Records,Littleton,Ross Lynch,pop rock,2009-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q455827,male,,,RossLynch
,,Kelly,,1942-11-23T00:00:00Z,Roberta,,,New Mexico,Roberta Kelly,dance music,,,,,http://www.wikidata.org/entity/Q519899,female,African Americans,,
,http://www.hank3.com,,,1972-12-12T00:00:00Z,Hank,,Curb Records,Nashville,Hank Williams III,country music,1991-01-01T00:00:00Z,,Hank Williams Jr.,,http://www.wikidata.org/entity/Q741600,male,,,hank_iii
,,Adams,,1917-07-26T00:00:00Z,Alberta,,Chess Records,Indianapolis,Alberta Adams,blues,2014-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q519348,female,,,
Kool-g-rap,,,,1968-07-20T00:00:00Z,,,Cold Chillin' Records,Queens,Kool G Rap,hip hop music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q554168,male,African Americans,,therealkoolgrap
Norma-jean,http://www.prettymissnormajean.com/,Jean,,1938-01-30T00:00:00Z,Norma,,RCA Records,Wellston,Norma Jean,country music,1950-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q522034,female,,,
,,Singleton,,1919-09-29T00:00:00Z,Doris,,,New York City,Doris Singleton,,,,,,http://www.wikidata.org/entity/Q465407,female,,,
,,Aznavour,,1947-05-21T00:00:00Z,Seda,,,Paris,Seda Aznavour,,,,Charles Aznavour,,http://www.wikidata.org/entity/Q466073,female,Armenians,,
Maybelle-carter,,Carter,,1909-05-10T00:00:00Z,,,Q2146373,Virginia,Maybelle Carter,country music,1927-01-01T00:00:00Z,,,Ezra Carter,http://www.wikidata.org/entity/Q442398,female,White American,,
Gillian-welch,http://www.gillianwelch.com/,Welch,,1967-10-02T00:00:00Z,Gillian,,Almo Sounds,New York City,Gillian Welch,country music,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q442207,female,,,gillianwelch
,http://www.francescamusic.com/,Battistelli,,1985-05-18T00:00:00Z,Francesca,,Fervent Records,New York City,Francesca Battistelli,pop music,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q521518,female,,,francescamusic
Kathie-lee-gifford,http://www.kathieleegifford.com/,Gifford,,1953-08-16T00:00:00Z,Kathie Lee,,,Paris,Kathie Lee Gifford,,1970-01-01T00:00:00Z,,,Frank Gifford,http://www.wikidata.org/entity/Q465695,female,,,KathieLGifford
,,Tucker,,1989-06-13T00:00:00Z,Lisa,,,Anaheim,Lisa Tucker,contemporary R&B,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q520082,female,African Americans,,
,http://www.kaitlynmaher.com/,Maher,,2004-01-10T00:00:00Z,Kaitlyn,,,Novi,Kaitlyn Maher,,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q522088,female,,Ashburn,KaitlynMaher
,http://steveporcaromusic.com/,Porcaro,,1957-09-02T00:00:00Z,Steven,,,Hartford,Steve Porcaro,pop rock,1977-01-01T00:00:00Z,,Joe Porcaro,,http://www.wikidata.org/entity/Q554164,male,,,
Judy-cheeks,,Cheeks,,1954-02-13T00:00:00Z,Judy,,,Miami,Judy Cheeks,house music,,,,,http://www.wikidata.org/entity/Q519870,female,,,
,,,,1988-11-28T00:00:00Z,Scarlett,,,Riverside,Scarlett Pomers,,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q442453,female,,,
Ruth-etting,http://www.ruthetting.com,,,1897-11-23T00:00:00Z,Ruth,,,David City,Ruth Etting,,,,,,http://www.wikidata.org/entity/Q456051,female,,,
,,DeLoach,,1979-09-09T00:00:00Z,Nikki,,,Waycross,Nikki DeLoach,,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465471,female,,,nikkideloach
,,Spence,,1946-04-18T00:00:00Z,Skip,,Columbia Records,Windsor,Skip Spence,psychedelic rock,1965-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q501429,male,,,
,,Brooks,,1916-10-29T00:00:00Z,Hadda,,Ace Records,Los Angeles,Hadda Brooks,jazz,,,,,http://www.wikidata.org/entity/Q520274,female,African Americans,,
,http://www.docsguitar.com,Watson,,1923-03-03T00:00:00Z,Doc,,Folkways Records,"Deep Gap\, North Carolina",Doc Watson,bluegrass music,1953-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q465636,male,,,
Eden-brent,http://www.edenbrent.com,Brent,,1965-11-16T00:00:00Z,Eden,,,Greenville,Eden Brent,,,,,,http://www.wikidata.org/entity/Q520525,female,,,
,http://www.johnnygioeli.net/,Gioeli,,1967-10-05T00:00:00Z,Johnny,,Frontiers Records,Brooklyn,Johnny Gioeli,,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1460932,male,,,
,,Shigeta,,1929-06-17T00:00:00Z,James,,Decca,Honolulu,James Shigeta,traditional pop music,,,,,http://www.wikidata.org/entity/Q1400297,male,,,
,,Brown,,1910-01-01T00:00:00Z,Gabriel,,,Florida,Gabriel Brown,,1935-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1453742,male,,,
,,,,1895-02-03T00:00:00Z,Frankie,,Vocalion,Montgomery,Frankie Jaxon,,,,,,http://www.wikidata.org/entity/Q1445072,male,,,
Jimmy-charles,,Charles,,1942-01-01T00:00:00Z,Jimmy,,,Paterson,Jimmy Charles,pop music,,,,,http://www.wikidata.org/entity/Q1407654,male,,,
,http://www.josepharthur.com/,Arthur,,1971-09-28T00:00:00Z,Joseph,,Lonely Astronaut Records,Akron,Joseph Arthur,pop rock,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1415155,male,,,josepharthur
Frankie-miller,http://www.frankiemillercountry.com/,Miller,,1931-12-17T00:00:00Z,Frankie,,Four Star Records,Victoria,Frankie Miller,country music,,,,,http://www.wikidata.org/entity/Q1445081,male,,,
,,,,1934-08-11T00:00:00Z,Jimmy,,,Smackover,Jimmy Lee Fautheree,country music,,,,,http://www.wikidata.org/entity/Q1409100,male,,,
,,Wiley,,1908-11-14T00:00:00Z,,,Paramount,Louisiana,Geeshie Wiley,blues,,,,,http://www.wikidata.org/entity/Q1497744,female,African Americans,,
K7,,,,1969-08-25T00:00:00Z,,,Tommy Boy Records,New York City,K7,hip hop music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1434957,male,,,
Jessica-harp,http://jessicaharp.net,Harp,,1982-02-03T00:00:00Z,Jessica,,Warner Bros. Records,Kansas City,Jessica Harp,country music,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1411387,female,,,
,,,,1953-11-07T00:00:00Z,Karl,,,St. Louis,Karl Keaton,pop music,,,,,http://www.wikidata.org/entity/Q1490095,male,,,
,,,,1896-04-28T00:00:00Z,George,,,Missouri,George E. Lee,jazz,,,,,http://www.wikidata.org/entity/Q1507263,male,,,
Justin-nozuka,http://www.justinnozuka.com/,,,1988-09-29T00:00:00Z,Justin,,Glassnote Records,New York City,Justin Nozuka,pop music,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1395980,male,,,justinnozuka
,,Carroll,,1931-01-15T00:00:00Z,Jeanne,,,Ruleville,Jeanne Carroll,,,,,,http://www.wikidata.org/entity/Q1404001,female,,,
,,Robinson,,1946-08-07T00:00:00Z,Gail,,,Meridian,Gail Robinson,,,,,,http://www.wikidata.org/entity/Q1491232,female,,,
,,Clay,,1938-09-09T00:00:00Z,Joe,,,Harvey,Joe Clay,,,,,,http://www.wikidata.org/entity/Q1471882,male,,,
Michael-lane,,Lane,,1986-04-07T00:00:00Z,Michael,,,Nuremberg,Michael Lane,pop music,,,,,http://www.wikidata.org/entity/Q1428046,male,,,mikelanemusic
,http://www.jerrodniemannofficial.com/,,,1979-07-23T00:00:00Z,Jerrod,,Arista Nashville,Harper,Jerrod Niemann,country music,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1478249,male,,,Jrodfromoz
,http://www.feliperose.com,Rose,,1954-01-12T00:00:00Z,Felipe,,,New York City,Felipe Rose,disco,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1403225,male,,,
Rick-vito,http://www.rickvito.com/,,,1949-10-13T00:00:00Z,Rick,,,Darby,Rick Vito,rock music,1969-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1409336,male,,,RickVito1
,,,,1929-01-01T00:00:00Z,Vern,,,Bogalusa,Vern Pullens,country music,,,,,http://www.wikidata.org/entity/Q1484008,male,,,
,http://stringbender.com/,Parsons,,1944-09-04T00:00:00Z,Gene,,,Morongo Valley,Gene Parsons,rock music,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1501423,male,,,
,,Davison,,1971-01-16T00:00:00Z,Jon,,,Laguna Beach,Jon Davison,progressive rock,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1400860,male,,,
,,,,1931-01-01T00:00:00Z,Moon,,,Korea,Moon Kim,,,,,,http://www.wikidata.org/entity/Q1400680,female,,,
,,Murphy,,1925-10-11T00:00:00Z,Jimmy,,RCA Victor,Birmingham,Jimmy Murphy,country music,,,,,http://www.wikidata.org/entity/Q1424269,male,,,
,,,,1969-04-28T00:00:00Z,Merlin,,,Brooklyn,Merlin Bronques,industrial rock,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1422229,male,,,
,,Whitney,,1944-05-01T00:00:00Z,,,King,Kansas City,Marva Whitney,soul music,,,,,http://www.wikidata.org/entity/Q1434527,female,African Americans,,
,http://www.fredneil.com/,Neil,,1936-03-16T00:00:00Z,Frederick,,Capitol Records,Cleveland,Fred Neil,blues,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1452463,male,,,
,,Johnson,,1935-11-30T00:00:00Z,,,,Arley,Hoyt Johnson,country music,,,,,http://www.wikidata.org/entity/Q1397421,male,,,
,,Crow,,1905-08-04T00:00:00Z,Luther,,Decca,Lakin,Frank Luther,country music,,,,,http://www.wikidata.org/entity/Q1443689,male,,,
,http://georgeiv.net/,,,1937-07-19T00:00:00Z,George,,ABC Records,Winston-Salem,George Hamilton IV,country music,1956-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1507495,male,,,
,,Guarrera,,1923-12-03T00:00:00Z,Frank,,,Philadelphia,Frank Guarrera,,,,,,http://www.wikidata.org/entity/Q1443342,male,,,
Freddie-hart,http://www.mreasylovin.com/,Segrest,,1926-12-21T00:00:00Z,Frederick,,,Louisiana,Freddie Hart,country music,1953-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q1452597,male,,,
