Fiscal year,Organisation ID,Urban issues (marker),Trade development (marker),IRTC percent,Status,Children issues (marker),Project number,Organisation sub-class,Fund centre ID,Desertification (marker),Gender equality (marker),Section name,Amount spent,Biodiversity (marker),Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,Information not available,0,0,0.0,Operational,0,A033919001,CONSULTANT,4122,0,2,Bangladesh Section,416.0586,0,500000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,500000.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,8437.4625,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,5624.975,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1011716,0,0,0.0,Closed,0,A033922001,INTERNATIONAL NGO,6219,0,2,Public Institutions & Elections,14062.4375,0,500000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000590,0,0,0.0,Closed,0,A033923001,CONSULTING SERVICES,6219,0,0,Public Institutions & Elections,9718.173,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1010254,0,0,0.0,Closed,0,A033923001,NGO,6219,0,0,Public Institutions & Elections,341764.6005,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000590,0,0,0.0,Closed,0,A033923001,CONSULTING SERVICES,6219,0,0,Public Institutions & Elections,3239.3909999999996,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1010254,0,0,0.0,Closed,0,A033923001,NGO,6219,0,0,Public Institutions & Elections,113921.5335,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000590,0,0,0.0,Closed,0,A033923001,CONSULTING SERVICES,6219,0,0,Public Institutions & Elections,6478.781999999999,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1010254,0,0,0.0,Closed,0,A033923001,NGO,6219,0,0,Public Institutions & Elections,227843.06699999998,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000590,0,0,0.0,Closed,0,A033923001,CONSULTING SERVICES,6219,0,0,Public Institutions & Elections,2159.594,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1010254,0,0,0.0,Closed,0,A033923001,NGO,6219,0,0,Public Institutions & Elections,75947.689,0,2304993.56,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2304993.56,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1002043,0,0,0.0,Closed,0,A033924001,INTERNATIONAL NGO,6219,0,0,Public Institutions & Elections,165000.0,0,1800000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1800000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1002043,0,0,0.0,Closed,0,A033924001,INTERNATIONAL NGO,6219,0,0,Public Institutions & Elections,33000.0,0,1800000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1800000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1002043,0,0,0.0,Closed,0,A033924001,INTERNATIONAL NGO,6219,0,0,Public Institutions & Elections,102000.0,0,1800000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1800000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,129787.56,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,129787.56,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,50472.94,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,50472.94,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,180260.5,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,129787.56,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000208,0,0,0.0,Closed,0,A033925PRG,PROFESSIONAL ASSOCIATION,6219,0,0,Public Institutions & Elections,50472.94,0,2979580.85,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,2979580.85,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,150000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,50000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,45000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,15000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,90000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,30000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,15000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1008171,0,0,0.0,Closed,0,A033932001,ASSOCIATIONS,6219,0,2,Public Institutions & Elections,5000.0,0,1200000.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,0,Public Institutions & Elections,1200000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A033933001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,27075.64,0,614253.25,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000656,0,0,0.0,Closed,0,A033933001,CONSULTING SERVICES,4452,0,0,Ha�ti & Dominican Republic Section,1086.43,0,614253.25,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014637,0,0,0.0,Closed,0,A033933001,SUPPLIER OF GOODS/SERVICES,4452,0,0,Ha�ti & Dominican Republic Section,1620.0,0,614253.25,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A033933001,COOPERANT,4452,0,0,Ha�ti & Dominican Republic Section,39545.72,0,614253.25,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A033940001,FEDERAL,4216,0,0,Mali Program Section,73935.0,0,415740.34,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,415740.34,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A033940001,FEDERAL,4216,0,0,Mali Program Section,73935.0,0,415740.34,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,0,Mali,415740.34,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014173,0,0,0.0,Terminating,0,A033941001,SPECIALIZED INSTITUTE,4284,0,0,Southern & Eastern Africa Geographic Pro,475650.0,0,2907389.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,0,South Africa,2907389.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014173,0,0,0.0,Terminating,0,A033941001,SPECIALIZED INSTITUTE,4284,0,0,Southern & Eastern Africa Geographic Pro,237825.0,0,2907389.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,0,South Africa,2907389.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014173,0,0,0.0,Terminating,0,A033941001,SPECIALIZED INSTITUTE,4284,0,0,Southern & Eastern Africa Geographic Pro,237825.0,0,2907389.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,0,South Africa,2907389.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014244,0,0,0.0,Closed,1,A033951001,NGO,4420,0,0,South America,240000.0,0,9695454.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Colombia,9695454.26,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014244,0,0,0.0,Closed,1,A033951001,NGO,4420,0,0,South America,240000.0,0,9695454.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Colombia,9695454.26,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014244,0,0,0.0,Closed,1,A033951001,NGO,4420,0,0,South America,400000.0,0,9695454.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Colombia,9695454.26,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014244,0,0,0.0,Closed,1,A033951001,NGO,4420,0,0,South America,400000.0,0,9695454.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Colombia,9695454.26,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014244,0,0,0.0,Closed,1,A033951001,NGO,4420,0,0,South America,320000.0,0,9695454.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Colombia,9695454.26,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1012162,0,0,0.0,Operational,1,A033957001,FEDERAL,4416,0,2,South America,170000.0,0,5800000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009/2010,1012162,0,0,0.0,Operational,1,A033957001,FEDERAL,4416,0,2,South America,510000.0,0,5800000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009/2010,1012162,0,0,0.0,Operational,1,A033957001,FEDERAL,4416,0,2,South America,510000.0,0,5800000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009/2010,1012162,0,0,0.0,Operational,1,A033957001,FEDERAL,4416,0,2,South America,510000.0,0,5800000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,0,0,0
2009/2010,1009658,0,0,0.0,Operational,1,A033957002,INTERNATIONAL NGO,4416,0,2,South America,125132.4,0,5550000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5550000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009658,0,0,0.0,Operational,1,A033957002,INTERNATIONAL NGO,4416,0,2,South America,625662.0,0,5550000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5550000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009658,0,0,0.0,Operational,1,A033957002,INTERNATIONAL NGO,4416,0,2,South America,250264.8,0,5550000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5550000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009658,0,0,0.0,Operational,1,A033957002,INTERNATIONAL NGO,4416,0,2,South America,250264.8,0,5550000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5550000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Terminating,1,A033957003,UNITED NATIONS,4416,0,2,South America,273574.0,0,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Terminating,1,A033957003,UNITED NATIONS,4416,0,2,South America,547148.0,0,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Terminating,1,A033957003,UNITED NATIONS,4416,0,2,South America,547148.0,0,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Terminating,1,A033957003,UNITED NATIONS,4416,0,2,South America,547148.0,0,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Terminating,1,A033957003,UNITED NATIONS,4416,0,2,South America,820722.0,0,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,5000000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.18,Closed,0,A033962001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,330.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014551,0,0,0.18,Closed,0,A033962001,REGIONAL ORGANIZATION,4452,0,0,Ha�ti & Dominican Republic Section,167250.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.18,Closed,0,A033962001,CONSULTANT,4452,0,0,Ha�ti & Dominican Republic Section,1707.21,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.18,Closed,0,A033962001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,110.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
