assays_Des,assays_ASCETY,assays_CONFSCO,assays_CHI,assays_CURB,assays_SASI,assays_CI,assays_ASTY,assays_RELTY,assays_SI,assays_ASSI,assays_TISI,assays_ASSOR,assays_ASSTET,assays_ASSSTR,assays_T,assays_VARII,assays_DOI,assays_ASSTAI,assays_ASSCATE,assays_ASSTIS,assays_BFOR,assays_ASSUBCELFR
Bioavailability in rat (dose 20 mg/kg p.o.),,1,CHEMBL626920,Intermediate,,,A,N,1,10252,,Rattus norvegicus,In vivo,,50597,,2959,10116.0,,,BAO_0000218,
Bioavailability was determined after oral administration of compound 18 at a dose of 4 mg/kg to rat,,1,CHEMBL621976,Intermediate,,,A,N,1,10253,,Rattus norvegicus,In vivo,,50597,,13501,10116.0,,,BAO_0000218,
Bioavailability in rat after 5 mg/kg oral gavage,,1,CHEMBL877599,Intermediate,,,A,N,1,10254,,Rattus norvegicus,In vivo,,50597,,6567,10116.0,,,BAO_0000218,
Bioavailability in rat,,1,CHEMBL621977,Intermediate,,,A,N,1,10255,,Rattus norvegicus,In vivo,,50597,,6571,10116.0,,,BAO_0000218,
Bioavailability in rat (dose 1 mg/kg i.v.),,1,CHEMBL621978,Intermediate,,,A,N,1,10256,,Rattus norvegicus,In vivo,,50597,,6715,10116.0,,,BAO_0000218,
Bioavailability in rat (dose 3 mg/kg p.o.),,1,CHEMBL621979,Intermediate,,,A,N,1,10257,,Rattus norvegicus,In vivo,,50597,,6715,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL621980,Intermediate,,,A,N,1,10258,,Rattus norvegicus,In vivo,,50597,,2932,10116.0,,,BAO_0000218,
Bioavailability of the compound in rats after administration of 30 mg/kg,,1,CHEMBL621981,Intermediate,,,A,N,1,10259,,Rattus norvegicus,In vivo,,50597,,4171,10116.0,,,BAO_0000218,
Bioavailability after administration of 10 mg/kg in rats,,1,CHEMBL621982,Intermediate,,,A,N,1,10260,,Rattus norvegicus,In vivo,,50597,,17509,10116.0,,,BAO_0000218,
Bioavailability after administration of 2 mg/kg in rats,,1,CHEMBL882953,Intermediate,,,A,N,1,10261,,Rattus norvegicus,In vivo,,50597,,17509,10116.0,,,BAO_0000218,
Bioavailability by oral administration at a dose of 100 uM/kg in rat was determined,,1,CHEMBL621983,Intermediate,,,A,N,1,10262,,Rattus norvegicus,In vivo,,50597,,4527,10116.0,,,BAO_0000218,
Bioavailability in dogs was determined; high,,1,CHEMBL621984,Intermediate,,,A,N,1,10263,,Rattus norvegicus,In vivo,,50597,,4026,10116.0,,,BAO_0000218,
Bioavailability in monkey after intravenous administration at 1 mpk,,1,CHEMBL621985,Intermediate,,,A,N,1,10264,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in monkey after peroral administration at 10 mpk,,1,CHEMBL621986,Intermediate,,,A,N,1,10265,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in rat after intravenous administration at 1 mpk,,1,CHEMBL621987,Intermediate,,,A,N,1,10266,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in rat after intravenous administration at 2 mpk,,1,CHEMBL877600,Intermediate,,,F,N,1,10267,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in rat after peroral administration at 30 mpk,,1,CHEMBL621988,Intermediate,,,A,N,1,10268,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in rat after peroral administration at at 100 mpk,,1,CHEMBL621989,Intermediate,,,F,N,1,10269,,Rattus norvegicus,In vivo,,50597,,6659,10116.0,,,BAO_0000218,
Bioavailability in rats was evaluated,,1,CHEMBL621990,Intermediate,,,A,N,1,10270,,Rattus norvegicus,In vivo,,50597,,6597,10116.0,,,BAO_0000218,
Bioavailability was calculated after an intravenous dose of 0.3 mg/Kg in rats after 6 hr,,1,CHEMBL621991,Intermediate,,,A,N,1,10271,,Rattus norvegicus,In vivo,,50597,,1202,10116.0,,,BAO_0000218,
Bioavailability was calculated after an intravenous dose of 1 mg/Kg in rats after 6 hr,,1,CHEMBL621992,Intermediate,,,A,N,1,10272,,Rattus norvegicus,In vivo,,50597,,1202,10116.0,,,BAO_0000218,
Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 4 hr,,1,CHEMBL621993,Intermediate,,,A,N,1,10273,,Rattus norvegicus,In vivo,,50597,,1202,10116.0,,,BAO_0000218,
Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 6 hr,,1,CHEMBL621994,Intermediate,,,A,N,1,10274,,Rattus norvegicus,In vivo,,50597,,1202,10116.0,,,BAO_0000218,
Bioavailability in rat,,1,CHEMBL621995,Intermediate,,,A,N,1,10275,,Rattus norvegicus,In vivo,,50597,,5207,10116.0,,,BAO_0000218,
Bioavailability in rat,,1,CHEMBL621996,Intermediate,,,A,N,1,10276,,Rattus norvegicus,In vivo,,50597,,5970,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 10 mg/kg),,1,CHEMBL621997,Intermediate,,,A,N,1,10277,,Rattus norvegicus,In vivo,,50597,,17538,10116.0,,,BAO_0000218,
Bioavailability in rat after po administration at a dose of 10 mg/kg; nd is not determined,,1,CHEMBL621998,Intermediate,,,A,N,1,10278,,Rattus norvegicus,In vivo,,50597,,17538,10116.0,,,BAO_0000218,
Bioavailability upon peroral administration of 10.0 mg/Kg dose in rat,,1,CHEMBL621999,Intermediate,,,A,N,1,10279,,Rattus norvegicus,In vivo,,50597,,1466,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622000,Intermediate,,,A,N,1,10280,,Rattus norvegicus,In vivo,,50597,,2879,10116.0,,,BAO_0000218,
Bioavailability was measured in rat after oral administration; 2-4,,1,CHEMBL622001,Intermediate,,,A,N,1,10281,,Rattus norvegicus,In vivo,,50597,,2879,10116.0,,,BAO_0000218,
Bioavailability was measured in rat after oral administration; 3-7,,1,CHEMBL622002,Intermediate,,,A,N,1,10282,,Rattus norvegicus,In vivo,,50597,,2879,10116.0,,,BAO_0000218,
Bioavailability in rat (intraduodenal administration),,1,CHEMBL622003,Intermediate,,,A,N,1,10283,,Rattus norvegicus,In vivo,,50597,,3777,10116.0,,,BAO_0000218,
Bioavailability in rat (intraduodenal administration),,1,CHEMBL877601,Intermediate,,,A,N,1,10284,,Rattus norvegicus,In vivo,,50597,,3777,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL624871,Intermediate,,,A,N,1,10285,,Rattus norvegicus,In vivo,,50597,,3777,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622004,Intermediate,,,A,N,1,10286,,Rattus norvegicus,In vivo,,50597,,3777,10116.0,,,BAO_0000218,
Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg p.o.),,1,CHEMBL882954,Intermediate,,,A,N,1,10287,,Rattus norvegicus,In vivo,,50597,,5423,10116.0,,,BAO_0000218,
Bioavailability was evaluated when a dose of 3 mg/kg was administered orally,,1,CHEMBL622005,Intermediate,,,A,N,1,10288,,Rattus norvegicus,In vivo,,50597,,16365,10116.0,,,BAO_0000218,
Bioavailability was evaluated when a dose of 3 mg/kg was administered orally to a fasting rat,,1,CHEMBL622006,Intermediate,,,A,N,1,10289,,Rattus norvegicus,In vivo,,50597,,16365,10116.0,,,BAO_0000218,
Bioavailability was measured in rat,,1,CHEMBL622007,Intermediate,,,A,N,1,10290,,Rattus norvegicus,In vivo,,50597,,4239,10116.0,,,BAO_0000218,
Bioavailability was reported,,1,CHEMBL622008,Intermediate,,,A,N,1,10291,,Rattus norvegicus,In vivo,,50597,,5438,10116.0,,,BAO_0000218,
Bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,1,CHEMBL622009,Intermediate,,,A,N,1,10292,,Rattus norvegicus,In vivo,,50597,,5334,10116.0,,,BAO_0000218,
Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,1,CHEMBL622010,Intermediate,,,A,N,1,10293,,Rattus norvegicus,In vivo,,50597,,5334,10116.0,,,BAO_0000218,
Bioavailability was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,,1,CHEMBL622011,Intermediate,,,A,N,1,10294,,Rattus norvegicus,In vivo,,50597,,4199,10116.0,,,BAO_0000218,
Bioavailability in rat (dose 2 mg/kg in 1% methylcellulose p.o.),,1,CHEMBL622012,Intermediate,,,A,N,1,10295,,Rattus norvegicus,In vivo,,50597,,4199,10116.0,,,BAO_0000218,
Bioavailability in rat (dose 3 mg/kg in 1% methylcellulose ),,1,CHEMBL622013,Intermediate,,,A,N,1,10296,,Rattus norvegicus,In vivo,,50597,,4199,10116.0,,,BAO_0000218,
Bioavailability was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,1,CHEMBL622014,Intermediate,,,A,N,1,10297,,Rattus norvegicus,In vivo,,50597,,4890,10116.0,,,BAO_0000218,
Bioavailability was determined at 3 mg/kg po dose in rats,,1,CHEMBL624749,Intermediate,,,A,N,1,10298,,Rattus norvegicus,In vivo,,50597,,2792,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 2 mg/kg),,1,CHEMBL624750,Intermediate,,,A,N,1,10299,,Rattus norvegicus,In vivo,,50597,,5529,10116.0,,,BAO_0000218,
"Bioavailability was determined in rats at 10 mg/kg, p.o. dose",,1,CHEMBL624751,Intermediate,,,A,N,1,10300,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
"Bioavailability was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,1,CHEMBL624752,Intermediate,,,A,N,1,10301,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
"Bioavailability was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,1,CHEMBL624753,Intermediate,,,A,N,1,10302,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
Bioavailability was evaluated in rat after peroral administration at a dose of 1 mg/kg,,1,CHEMBL624754,Intermediate,,,A,N,1,10303,,Rattus norvegicus,In vivo,,50597,,6005,10116.0,,,BAO_0000218,
Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,,1,CHEMBL624755,Intermediate,,,A,N,1,10304,,Rattus norvegicus,In vivo,,50597,,6410,10116.0,,,BAO_0000218,
Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,,1,CHEMBL624756,Intermediate,,,A,N,1,10305,,Rattus norvegicus,In vivo,,50597,,6410,10116.0,,,BAO_0000218,
Bioavailability in rat,,1,CHEMBL624757,Intermediate,,,A,N,1,10306,,Rattus norvegicus,In vivo,,50597,,6103,10116.0,,,BAO_0000218,
Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,,1,CHEMBL624758,Intermediate,,,A,N,1,10307,,Rattus norvegicus,In vivo,,50597,,6410,10116.0,,,BAO_0000218,
Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,,1,CHEMBL622270,Intermediate,,,A,N,1,10308,,Rattus norvegicus,In vivo,,50597,,6410,10116.0,,,BAO_0000218,
Bioavailability in rat (Sprague-Dawley),,1,CHEMBL622271,Intermediate,,,A,N,1,10309,,Rattus norvegicus,In vivo,,50597,,5353,10116.0,,,BAO_0000218,
Bioavailability in rat at the dose of 2 mg/kg,,1,CHEMBL622272,Intermediate,,,A,N,1,10310,,Rattus norvegicus,In vivo,,50597,,4727,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622273,Intermediate,,,A,N,1,10311,,Rattus norvegicus,In vivo,,50597,,17804,10116.0,,,BAO_0000218,
Bioavailability in rat (cannulated) (dose 2 mg/kg),,1,CHEMBL622274,Intermediate,,,A,N,1,10312,,Rattus norvegicus,In vivo,,50597,,5809,10116.0,,,BAO_0000218,
Bioavailability value of compound in rats was determined after peroral administration,,1,CHEMBL622275,Intermediate,,,A,N,1,10313,,Rattus norvegicus,In vivo,,50597,,17804,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 20 mg/kg),,1,CHEMBL622276,Intermediate,,,A,N,1,10314,,Rattus norvegicus,In vivo,,50597,,3634,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622277,Intermediate,,,A,N,1,10315,,Rattus norvegicus,In vivo,,50597,,3341,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 5 mg/kg),,1,CHEMBL622278,Intermediate,,,A,N,1,10316,,Rattus norvegicus,In vivo,,50597,,2690,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622279,Intermediate,,,A,N,1,10317,,Rattus norvegicus,In vivo,,50597,,3184,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL622280,Intermediate,,,A,N,1,10318,,Rattus norvegicus,In vivo,,50597,,740,10116.0,,,BAO_0000218,
Compound was evaluated for oral bioavailability in rats; 15-27 %,,1,CHEMBL624083,Intermediate,,,A,N,1,10319,,Rattus norvegicus,In vivo,,50597,,1806,10116.0,,,BAO_0000218,
Compound was evaluated for pharmacokinetic parameter percent bioavailability at 18 h,,1,CHEMBL624084,Intermediate,,,A,N,1,10320,,Rattus norvegicus,In vivo,,50597,,4891,10116.0,,,BAO_0000218,
Compound was evaluated for pharmacokinetic property in rats after an oral dose of 10 mg/kg and the value was reported as oral bioavailability (F),,1,CHEMBL624085,Intermediate,,,A,N,1,10321,,Rattus norvegicus,In vivo,,50597,,3634,10116.0,,,BAO_0000218,
Compound was tested for bioavailability in rats,,1,CHEMBL624086,Intermediate,,,A,N,1,10322,,Rattus norvegicus,In vivo,,50597,,64,10116.0,,,BAO_0000218,
Bioavailability in rat,,1,CHEMBL624087,Intermediate,,,A,N,1,10323,,Rattus norvegicus,In vivo,,50597,,4839,10116.0,,,BAO_0000218,
Oral bioavailability in rat,,1,CHEMBL624088,Intermediate,,,A,N,1,10324,,Rattus norvegicus,In vivo,,50597,,1094,10116.0,,,BAO_0000218,
Compound was tested for oral bioavailability in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po.,,0,CHEMBL624089,Intermediate,,,A,U,1,10325,,Macaca mulatta,In vivo,,22224,,5005,9544.0,,,BAO_0000218,
Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v. and 2 mg/kg p.o.),,0,CHEMBL624090,Intermediate,,,A,U,1,10326,,Rattus norvegicus,In vivo,,22224,,5005,10116.0,,,BAO_0000218,
Evaluated for the bioavailability in rat (in vivo),,1,CHEMBL624091,Intermediate,,,A,N,1,10327,,Rattus norvegicus,In vivo,,50597,,4687,10116.0,,,BAO_0000218,
F value of compound in rats was determined after peroral administration,,1,CHEMBL624092,Intermediate,,,A,N,1,10328,,Rattus norvegicus,In vivo,,50597,,17804,10116.0,,,BAO_0000218,
In vivo Oral bioavailability (F)was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL624093,Intermediate,,,A,N,1,10329,,Rattus norvegicus,In vivo,,50597,,5974,10116.0,,,BAO_0000218,
In vivo Oral bioavailability (F)was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL624094,Intermediate,,,A,N,1,10330,,Rattus norvegicus,In vivo,,50597,,5974,10116.0,,,BAO_0000218,
In vivo Oral bioavailability (F)was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL624095,Intermediate,,,A,N,1,10331,,Rattus norvegicus,In vivo,,50597,,5974,10116.0,,,BAO_0000218,
In vivo Oral bioavailability (F)was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,1,CHEMBL624096,Intermediate,,,A,N,1,10332,,Rattus norvegicus,In vivo,,50597,,5974,10116.0,,,BAO_0000218,
"In vivo percent of absolute bioavailability obtained from blood plasma levels analyzed by means of GC/MS (dose 5 uM/kg i.v. and 40 uM/kg, p.o.)",,1,CHEMBL624097,Intermediate,,,A,N,1,10333,,Rattus norvegicus,In vivo,,50597,,1088,10116.0,,,BAO_0000218,
Maximum fall in carotid flow in rat,,1,CHEMBL624098,Intermediate,,,A,N,1,10334,,Rattus norvegicus,In vivo,,50597,,1742,10116.0,,,BAO_0000218,
Oral Bioavailability after intravenous administration (1 mg/kg) in rat,,1,CHEMBL874392,Intermediate,,,A,N,1,10335,,Rattus norvegicus,In vivo,,50597,,4689,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 5 mg/kg),,1,CHEMBL624099,Intermediate,,,A,N,1,10336,,Rattus norvegicus,In vivo,,50597,,2463,10116.0,,,BAO_0000218,
Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,1,CHEMBL624100,Intermediate,,,A,N,1,10337,,Rattus norvegicus,In vivo,,50597,,5654,10116.0,,,BAO_0000218,
Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,1,CHEMBL624101,Intermediate,,,A,N,1,10338,,Rattus norvegicus,In vivo,,50597,,5654,10116.0,,,BAO_0000218,
Oral bioavailability in rat (male Wistar),,1,CHEMBL624102,Intermediate,,,A,N,1,10339,,Rattus norvegicus,In vivo,,50597,,6874,10116.0,,,BAO_0000218,
Oral bioavailability after administration (30 mg/kg) in rat; good,,1,CHEMBL624103,Intermediate,,,A,N,1,10340,,Rattus norvegicus,In vivo,,50597,,5633,10116.0,,,BAO_0000218,
Oral bioavailability at the dose of 2 mg/kg in rat,,1,CHEMBL624104,Intermediate,,,A,N,1,10341,,Rattus norvegicus,In vivo,,50597,,5496,10116.0,,,BAO_0000218,
Oral bioavailability determined in rats,,1,CHEMBL624105,Intermediate,,,A,N,1,10342,,Rattus norvegicus,In vivo,,50597,,2358,10116.0,,,BAO_0000218,
Oral bioavailability in rat (Sprague-Dawley) (male) (dose 50 mg/kg p.o.),,1,CHEMBL624106,Intermediate,,,A,N,1,10343,,Rattus norvegicus,In vivo,,50597,,16456,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose single 10 mg/kg),,1,CHEMBL624107,Intermediate,,,A,N,1,10344,,Rattus norvegicus,In vivo,,50597,,5302,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose single 10 mg/kg),,1,CHEMBL623943,Intermediate,,,A,N,1,10345,,Rattus norvegicus,In vivo,,50597,,5302,10116.0,,,BAO_0000218,
Oral bioavailability in rat (dose 5 mg/kg,,1,CHEMBL623944,Intermediate,,,A,N,1,10346,,Rattus norvegicus,In vivo,,50597,,5302,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection,,1,CHEMBL623945,Intermediate,,,A,N,1,10347,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus NE,,1,CHEMBL623946,Intermediate,,,A,N,1,10348,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HIAA,,1,CHEMBL623947,Intermediate,,,A,N,1,10349,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HT,,1,CHEMBL623948,Intermediate,,,A,N,1,10350,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DA,,1,CHEMBL623949,Intermediate,,,A,N,1,10351,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DOPAC,,1,CHEMBL623950,Intermediate,,,A,N,1,10352,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex HVA,,1,CHEMBL874398,Intermediate,,,A,N,1,10353,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex NE,,1,CHEMBL623951,Intermediate,,,A,N,1,10354,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HIAA,,1,CHEMBL623952,Intermediate,,,A,N,1,10355,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HT,,1,CHEMBL623953,Intermediate,,,A,N,1,10356,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below level of detection,,1,CHEMBL623954,Intermediate,,,A,N,1,10357,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below the levels of detection,,1,CHEMBL623955,Intermediate,,,A,N,1,10358,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below level of detection,,1,CHEMBL623956,Intermediate,,,A,N,1,10359,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below the levels of detection,,1,CHEMBL627807,Intermediate,,,A,N,1,10360,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below level of detection,,1,CHEMBL627808,Intermediate,,,A,N,1,10361,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below the levels of detection,,1,CHEMBL627809,Intermediate,,,A,N,1,10362,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus NE,,1,CHEMBL627810,Intermediate,,,A,N,1,10363,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HIAA",,1,CHEMBL627811,Intermediate,,,A,N,1,10364,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HT",,1,CHEMBL627812,Intermediate,,,A,N,1,10365,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DA",,1,CHEMBL627813,Intermediate,,,A,N,1,10366,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DOPAC",,1,CHEMBL627814,Intermediate,,,A,N,1,10367,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex HVA",,1,CHEMBL875336,Intermediate,,,A,N,1,10368,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex NE",,1,CHEMBL627815,Intermediate,,,A,N,1,10369,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus 5-HIAA",,1,CHEMBL627816,Intermediate,,,A,N,1,10370,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 h postdrug against, at a dose of 20 mg/kg Hippocampus 5-HT",,1,CHEMBL627817,Intermediate,,,A,N,1,10371,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DA; below the levels of detection",,1,CHEMBL627818,Intermediate,,,A,N,1,10372,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DOPAC; below the levels of detection",,1,CHEMBL627819,Intermediate,,,A,N,1,10373,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection",,1,CHEMBL627820,Intermediate,,,A,N,1,10374,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus NE",,1,CHEMBL627821,Intermediate,,,A,N,1,10375,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HIAA,,1,CHEMBL628464,Intermediate,,,A,N,1,10376,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HT,,1,CHEMBL626239,Intermediate,,,A,N,1,10377,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex DA,,1,CHEMBL626240,Intermediate,,,A,N,1,10378,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 h postdrug against at a dose of 20 mg/kg Frontal cortex DOPAC,,1,CHEMBL626241,Intermediate,,,A,N,1,10379,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex HVA,,1,CHEMBL626242,Intermediate,,,A,N,1,10380,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex NE,,1,CHEMBL626243,Intermediate,,,A,N,1,10381,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HIAA,,1,CHEMBL626244,Intermediate,,,A,N,1,10382,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HT; below level of detection,,1,CHEMBL626907,Intermediate,,,A,N,1,10383,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DA; below level of detection,,1,CHEMBL626908,Intermediate,,,A,N,1,10384,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DOPAC; below level of detection,,1,CHEMBL626909,Intermediate,,,A,N,1,10385,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus HVA; below level of detection,,1,CHEMBL626910,Intermediate,,,A,N,1,10386,,Rattus norvegicus,,,50597,,11020,10116.0,,,BAO_0000218,
