assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
9016,,,,Rattus norvegicus,CHEMBL621945,15765,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9017,,,,Rattus norvegicus,CHEMBL621946,4871,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9018,,,,Rattus norvegicus,CHEMBL621947,4871,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9019,,,,Rattus norvegicus,CHEMBL621948,4872,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9020,,,,Rattus norvegicus,CHEMBL621949,4872,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9021,,,,Rattus norvegicus,CHEMBL621950,5413,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9022,,,,Rattus norvegicus,CHEMBL621951,5413,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9023,,Blood,,Rattus norvegicus,CHEMBL621952,15272,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9024,,Liver,,Rattus norvegicus,CHEMBL621953,4689,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9025,,,,Rattus norvegicus,CHEMBL621954,6057,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9026,,,,Rattus norvegicus,CHEMBL621955,6057,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9027,,,,Rattus norvegicus,CHEMBL621956,6057,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9028,,,,Rattus norvegicus,CHEMBL621957,6211,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9029,,,,Rattus norvegicus,CHEMBL621958,5710,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9030,,,,Rattus norvegicus,CHEMBL621959,5710,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9031,,,,Rattus norvegicus,CHEMBL621960,17853,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9032,,,,Rattus norvegicus,CHEMBL621961,17853,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9033,,,,Rattus norvegicus,CHEMBL621962,15765,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9034,,,,Rattus norvegicus,CHEMBL876787,15765,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9035,,,,Rattus norvegicus,CHEMBL621963,15765,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9036,,Stomach,,Rattus norvegicus,CHEMBL622637,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9037,,Stomach,,Rattus norvegicus,CHEMBL622638,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9038,,Stomach,,Rattus norvegicus,CHEMBL626561,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9039,,,,Oryctolagus cuniculus,CHEMBL626562,7991,,22224,Autocuration,9986.0,0,1,,,BAO_0000019,
9040,,,,Oryctolagus cuniculus,CHEMBL626563,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9041,,,,Oryctolagus cuniculus,CHEMBL626564,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9042,,,,Oryctolagus cuniculus,CHEMBL626565,6253,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9043,,,,Oryctolagus cuniculus,CHEMBL626566,6253,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9044,,,,Oryctolagus cuniculus,CHEMBL626567,3615,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9045,,,,Oryctolagus cuniculus,CHEMBL626568,4059,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9046,,,,Oryctolagus cuniculus,CHEMBL626569,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9047,,,,Oryctolagus cuniculus,CHEMBL626570,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9048,,,,Oryctolagus cuniculus,CHEMBL626571,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9049,,,,Oryctolagus cuniculus,CHEMBL626572,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9050,,Plasma,,Oryctolagus cuniculus,CHEMBL626573,4059,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1969.0
9051,,Liver,,Oryctolagus cuniculus,CHEMBL626574,9659,,22224,Autocuration,9986.0,0,1,,,BAO_0000251,2107.0
9052,,Liver,,Oryctolagus cuniculus,CHEMBL626575,9659,,22224,Autocuration,9986.0,0,1,,,BAO_0000251,2107.0
9053,,,,Oryctolagus cuniculus,CHEMBL626576,3639,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9054,,,,Oryctolagus cuniculus,CHEMBL626577,3639,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9055,,,,Oryctolagus cuniculus,CHEMBL626578,3639,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9056,,,,Oryctolagus cuniculus,CHEMBL625263,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9057,,,,Oryctolagus cuniculus,CHEMBL625264,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9058,,,,Oryctolagus cuniculus,CHEMBL625265,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9059,,,,Oryctolagus cuniculus,CHEMBL625266,14294,,22224,Autocuration,9986.0,0,1,,,BAO_0000251,
9060,,,,Oryctolagus cuniculus,CHEMBL876796,14294,,22224,Autocuration,9986.0,0,1,,,BAO_0000251,
9061,,,,Oryctolagus cuniculus,CHEMBL625267,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9062,,Plasma,,Oryctolagus cuniculus,CHEMBL625268,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1969.0
9063,,Plasma,,Oryctolagus cuniculus,CHEMBL625269,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1969.0
9064,,Plasma,,Oryctolagus cuniculus,CHEMBL624689,5124,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1969.0
9065,,,,Oryctolagus cuniculus,CHEMBL624690,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9066,,Urine,,Oryctolagus cuniculus,CHEMBL624691,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1088.0
9067,,Urine,,Oryctolagus cuniculus,CHEMBL624692,429,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,1088.0
9068,,,,Oryctolagus cuniculus,CHEMBL624693,4059,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9069,,,,Oryctolagus cuniculus,CHEMBL624694,4137,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9070,,,,Oryctolagus cuniculus,CHEMBL877596,11672,,22224,Autocuration,9986.0,0,1,,,BAO_0000221,
9071,,,,Oryctolagus cuniculus,CHEMBL624695,12886,,22224,Autocuration,9986.0,0,1,,,BAO_0000019,
9072,,Liver,,Oryctolagus cuniculus,CHEMBL624696,3853,,22224,Autocuration,9986.0,0,1,,,BAO_0000221,2107.0
9073,,,,Oryctolagus cuniculus,CHEMBL624697,3615,,22224,Autocuration,9986.0,0,1,,,BAO_0000019,
9074,,Blood,,Oryctolagus cuniculus,CHEMBL624698,6253,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,178.0
9075,,Blood,,Oryctolagus cuniculus,CHEMBL624699,6253,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,178.0
9076,,,,Oryctolagus cuniculus,CHEMBL624700,6077,,22224,Autocuration,9986.0,0,1,,,BAO_0000218,
9077,,Plasma,,Rattus norvegicus,CHEMBL622903,17617,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9078,,Plasma,,Rattus norvegicus,CHEMBL622904,17594,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9079,,Plasma,,Rattus norvegicus,CHEMBL622905,6149,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9080,,Plasma,,Rattus norvegicus,CHEMBL622906,17260,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9081,,Plasma,,Rattus norvegicus,CHEMBL622907,17260,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9082,,Plasma,,Rattus norvegicus,CHEMBL622908,6644,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9083,,Plasma,,Rattus norvegicus,CHEMBL622909,6644,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9084,,Plasma,,Rattus norvegicus,CHEMBL622910,6644,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9085,,Brain,,Rattus norvegicus,CHEMBL622911,6495,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9086,,Plasma,,Rattus norvegicus,CHEMBL622912,6504,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9087,,Plasma,,Rattus norvegicus,CHEMBL622913,17686,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9088,,Plasma,,Rattus norvegicus,CHEMBL622914,6495,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9089,,Plasma,,Rattus norvegicus,CHEMBL622915,216,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9090,,Plasma,,Rattus norvegicus,CHEMBL622916,1908,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9091,,Plasma,,Rattus norvegicus,CHEMBL622917,1908,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9092,,Plasma,,Rattus norvegicus,CHEMBL622918,6685,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9093,,Plasma,,Rattus norvegicus,CHEMBL622919,216,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9094,,Plasma,,Rattus norvegicus,CHEMBL622920,6049,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9095,,Plasma,,Rattus norvegicus,CHEMBL622921,2463,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9096,,Plasma,,Rattus norvegicus,CHEMBL622922,6679,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9097,,Plasma,,Rattus norvegicus,CHEMBL622923,6681,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9098,,Plasma,,Rattus norvegicus,CHEMBL877604,4890,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9099,,Plasma,,Rattus norvegicus,CHEMBL622924,6410,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9100,,Plasma,,Rattus norvegicus,CHEMBL622925,6410,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9101,,Plasma,,Rattus norvegicus,CHEMBL622926,16366,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9102,,Plasma,,Rattus norvegicus,CHEMBL623625,6227,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9103,,Plasma,,Rattus norvegicus,CHEMBL623626,3598,,50597,Expert,10116.0,1,1,,,BAO_0000218,1969.0
9104,,Plasma,,Rattus norvegicus,CHEMBL623627,1465,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9105,,,,Rattus norvegicus,CHEMBL623628,4368,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9106,,Plasma,,Rattus norvegicus,CHEMBL623629,15662,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9107,,Plasma,,Rattus norvegicus,CHEMBL623630,15662,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9108,,,,Rattus norvegicus,CHEMBL623804,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9109,,,,Rattus norvegicus,CHEMBL623805,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9110,,Plasma,,Rattus norvegicus,CHEMBL623806,1567,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9111,,Plasma,,Rattus norvegicus,CHEMBL623807,4026,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9112,,Plasma,,Rattus norvegicus,CHEMBL623808,6193,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9113,,Plasma,,Rattus norvegicus,CHEMBL623809,4026,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9114,,Plasma,,Rattus norvegicus,CHEMBL623810,6485,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9115,,Plasma,,Rattus norvegicus,CHEMBL623811,17655,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9116,,Plasma,,Rattus norvegicus,CHEMBL623812,14941,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9117,,,,Rattus norvegicus,CHEMBL877605,5394,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9118,,,,Rattus norvegicus,CHEMBL623813,4408,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9119,,,,Rattus norvegicus,CHEMBL623814,5983,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9120,,,,Rattus norvegicus,CHEMBL623815,4878,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9121,,,,Rattus norvegicus,CHEMBL623816,5862,Sprague-Dawley,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9122,,,,Rattus norvegicus,CHEMBL623145,4517,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9123,,Plasma,,Rattus norvegicus,CHEMBL623146,5932,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9124,,Plasma,,Rattus norvegicus,CHEMBL623147,5436,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9125,,Brain,,Rattus norvegicus,CHEMBL623042,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9126,,,,Rattus norvegicus,CHEMBL623043,4950,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9127,,,,Rattus norvegicus,CHEMBL623044,15078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9128,,,,Rattus norvegicus,CHEMBL623045,15078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9129,,,,Rattus norvegicus,CHEMBL623046,3360,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9130,,,,Rattus norvegicus,CHEMBL623226,3360,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9131,,,,Rattus norvegicus,CHEMBL623227,15022,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9132,,,,Rattus norvegicus,CHEMBL623228,15022,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9133,,,,Rattus norvegicus,CHEMBL623229,15022,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9134,,Plasma,,Rattus norvegicus,CHEMBL623230,5160,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9135,,Plasma,,Rattus norvegicus,CHEMBL623231,15662,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9136,,Plasma,,Rattus norvegicus,CHEMBL623232,15662,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9137,,,,Rattus norvegicus,CHEMBL623233,4709,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9138,,,,Rattus norvegicus,CHEMBL623234,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9139,,,,Rattus norvegicus,CHEMBL623235,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9140,,,,Rattus norvegicus,CHEMBL623236,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9141,,,,Rattus norvegicus,CHEMBL623237,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9142,,,,Rattus norvegicus,CHEMBL623238,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9143,,,,Rattus norvegicus,CHEMBL623239,3535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9144,,Plasma,,Rattus norvegicus,CHEMBL623240,5005,,22224,Intermediate,10116.0,0,1,,,BAO_0000218,1969.0
9145,,Hypothalamus,,Rattus norvegicus,CHEMBL623241,6326,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1898.0
9146,,Hypothalamus,,Rattus norvegicus,CHEMBL623242,6326,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1898.0
9147,,,,Rattus norvegicus,CHEMBL874394,6326,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9148,,,,Rattus norvegicus,CHEMBL623243,6326,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9149,,,,Rattus norvegicus,CHEMBL623244,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9150,,Kidney,,Rattus norvegicus,CHEMBL623245,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9151,,Kidney,,Rattus norvegicus,CHEMBL623246,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9152,,Kidney,,Rattus norvegicus,CHEMBL623247,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9153,,Kidney,,Rattus norvegicus,CHEMBL623248,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9154,,Kidney,,Rattus norvegicus,CHEMBL623249,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9155,,Liver,,Rattus norvegicus,CHEMBL625072,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9156,,Liver,,Rattus norvegicus,CHEMBL625073,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9157,,Liver,,Rattus norvegicus,CHEMBL625074,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9158,,Liver,,Rattus norvegicus,CHEMBL625075,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9159,,Liver,,Rattus norvegicus,CHEMBL625076,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9160,,Liver,,Rattus norvegicus,CHEMBL625077,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9161,,Liver,,Rattus norvegicus,CHEMBL625078,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9162,,Liver,,Rattus norvegicus,CHEMBL874395,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9163,,Liver,,Rattus norvegicus,CHEMBL625079,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9164,,Liver,,Rattus norvegicus,CHEMBL625080,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9165,,Liver,,Rattus norvegicus,CHEMBL625081,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9166,,Liver,,Rattus norvegicus,CHEMBL625082,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9167,,Liver,,Rattus norvegicus,CHEMBL625083,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9168,,Liver,,Rattus norvegicus,CHEMBL625084,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9169,,Liver,,Rattus norvegicus,CHEMBL625085,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9170,,Liver,,Rattus norvegicus,CHEMBL625086,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9171,,Liver,,Rattus norvegicus,CHEMBL625087,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9172,,Liver,,Rattus norvegicus,CHEMBL625088,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9173,,Liver,,Rattus norvegicus,CHEMBL622205,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9174,,Liver,,Rattus norvegicus,CHEMBL622206,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9175,,Liver,,Rattus norvegicus,CHEMBL622207,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9176,,Liver,,Rattus norvegicus,CHEMBL622366,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9177,,Liver,,Rattus norvegicus,CHEMBL622367,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9178,,Liver,,Rattus norvegicus,CHEMBL875331,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9179,,Liver,,Rattus norvegicus,CHEMBL622368,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9180,,Lung,,Rattus norvegicus,CHEMBL622369,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9181,,Lung,,Rattus norvegicus,CHEMBL622370,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9182,,Lung,,Rattus norvegicus,CHEMBL622371,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9183,,Lung,,Rattus norvegicus,CHEMBL622372,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9184,,Lung,,Rattus norvegicus,CHEMBL622373,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9185,,Lung,,Rattus norvegicus,CHEMBL622374,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9186,,Lung,,Rattus norvegicus,CHEMBL622375,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9187,,Lung,,Rattus norvegicus,CHEMBL622376,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9188,,Lung,,Rattus norvegicus,CHEMBL622377,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9189,,Lung,,Rattus norvegicus,CHEMBL622378,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9190,,Lung,,Rattus norvegicus,CHEMBL622379,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9191,,Lung,,Rattus norvegicus,CHEMBL622380,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9192,,Lung,,Rattus norvegicus,CHEMBL622381,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9193,,Lung,,Rattus norvegicus,CHEMBL622382,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9194,,Lung,,Rattus norvegicus,CHEMBL622383,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9195,,Stomach,,Rattus norvegicus,CHEMBL875332,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9196,,Stomach,,Rattus norvegicus,CHEMBL622384,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9197,,Stomach,,Rattus norvegicus,CHEMBL622385,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9198,,Stomach,,Rattus norvegicus,CHEMBL622386,6175,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,945.0
9199,,,,Rattus norvegicus,CHEMBL622387,10839,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9200,,,,Rattus norvegicus,CHEMBL622388,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9201,,,,Rattus norvegicus,CHEMBL622389,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9202,,,,Rattus norvegicus,CHEMBL622390,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9203,,,,Rattus norvegicus,CHEMBL622391,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9204,,,,Rattus norvegicus,CHEMBL622392,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9205,,,,Rattus norvegicus,CHEMBL622393,16459,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9206,,,,Rattus norvegicus,CHEMBL622394,3278,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9207,,,,Rattus norvegicus,CHEMBL622395,3278,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9208,,Serum,,Rattus norvegicus,CHEMBL622396,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9209,,Serum,,Rattus norvegicus,CHEMBL624894,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9210,,Serum,,Rattus norvegicus,CHEMBL624895,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9211,,Serum,,Rattus norvegicus,CHEMBL624058,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9212,,Serum,,Rattus norvegicus,CHEMBL624059,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9213,,Serum,,Rattus norvegicus,CHEMBL624060,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9214,,Serum,,Rattus norvegicus,CHEMBL624061,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9215,,Serum,,Rattus norvegicus,CHEMBL624062,4684,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1977.0
9216,,,,Rattus norvegicus,CHEMBL624063,16456,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9217,,,,Rattus norvegicus,CHEMBL624064,16456,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9218,,Plasma,,Rattus norvegicus,CHEMBL624065,723,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9219,,Plasma,,Rattus norvegicus,CHEMBL624066,723,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9220,,,,Rattus norvegicus,CHEMBL877490,5160,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9221,,,,Rattus norvegicus,CHEMBL874442,4709,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9222,,,,Rattus norvegicus,CHEMBL626890,5633,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9223,,,,Rattus norvegicus,CHEMBL626891,5302,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9224,,,,Rattus norvegicus,CHEMBL626892,5302,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9225,,,,Rattus norvegicus,CHEMBL626893,17791,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9226,,,,Rattus norvegicus,CHEMBL626894,17791,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9227,,,,Rattus norvegicus,CHEMBL626895,17791,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9228,,,,Rattus norvegicus,CHEMBL626896,17791,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9229,,Plasma,,Rattus norvegicus,CHEMBL626897,14512,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9230,,,,Rattus norvegicus,CHEMBL626898,6230,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9231,,,,Rattus norvegicus,CHEMBL626899,3364,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9232,,,,Rattus norvegicus,CHEMBL626900,6874,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9233,,,,Rattus norvegicus,CHEMBL626901,857,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9234,,,,Rattus norvegicus,CHEMBL626902,858,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9235,,,,Rattus norvegicus,CHEMBL626903,858,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9236,,,,Rattus norvegicus,CHEMBL874443,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
