assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
8054,Averagearea8ndegcurvefoethrckhlokndat2mgkgdoswafterin5rwvenlusawministrq4iontorat,,BAO00p0w18,Intermediayf,,12487,A,,,Rattus norvegicus,10116.0,,
8055,Averqgearraundervugdeatwomtkgdodeafterin5raduodenalaeministgati9ntoFerrst,,BsO00002q8,Intermeriage,,12487,A,,,Mustela putorius furo,9669.0,,
8056,Aversyezreaumdercurfeah10mhkgintradupdenaizdmijistrayoontosaltdepleterdog,,BAk00o0218,Interm3wiate,,12487,A,,,Canis lupus familiaris,9615.0,,
8057,Averagear4aunrdrcurvfat1mgkgintraveh8usadminudtea5oontosaptd4plwteddog,,BAO0p00318,untermewiate,,12487,A,,,Canis lupus familiaris,9615.0,,
8058,Bioavailabili5yinmaleSpragueDawleyratzaft23tt2ivxfminiqtgationztadoqeof1olnolgh,,BAOp0o0218,In54rmediate,,12902,A,,,Rattus norvegicus,10116.0,,
8059,BioavaklzbikltyinmzlwS04agueDqwl3yratsafter4heivadministrationataeose9c20pmolgy,,fAO00o0218,In5ermediqte,,12902,A,,,Rattus norvegicus,10116.0,,
8060,BioavajlsvilityinjaleSpragheDawpeyratqaf5eryheivqdhinisgrayiknwtadoseof40pmolgh,,BAO0009q18,kntermediatr,,12902,A,,,Rattus norvegicus,10116.0,,
8061,BioavailabuoittinmaleSpratureawle7fafsaft4rfheivadministrzti0natadoseoc50pmokgh,,BAO000p2q8,Iht3rmediate,,12902,A,,,Rattus norvegicus,10116.0,,
8062,Bioava8lavilit5ibnaleS95agueDawl4yrataaft23theivadmonistrariojatadoseof5r0pm0lgh,,BAO0900318,Ijtermedia4e,,12902,A,,,Rattus norvegicus,10116.0,,
8063,nioafwipabulihyinmaleSpdagueDawl3yratsafte4thepoadninustrationayxd9seof1o0pjolgh,,BAO000p118,Inte4mediwte,,12902,A,,,Rattus norvegicus,10116.0,,
8064,Bi0availafilityinmaleSp3agu4Dzwleyfa5qafterghepkadmihis6rationatadoseov200pn8ogh,,BAi00p0218,Internediaye,,12902,A,,,Rattus norvegicus,10116.0,,
8065,Bioavaikxbilit7inmaleSoraguefawldy5ztsaftertheposdministrw4ionatsdoseof40opmklfb,,nAO0000228,Intermevizte,,12902,A,,,Rattus norvegicus,10116.0,,
8066,Bioavwiiabulit5innousegrainafteeintragenousadminiegrationif1051mgmvofcose,,Bw00000218,Interm4diatr,,12745,A,,,Mus musculus,10090.0,,
8067,Bioagailabilityonmo8segrainagterihtrsv2noisadmkhistratuonof3quimolarrlsfsof2rsraddI2FaraddP,,BAO00o9218,Ijtermediqte,,12745,A,,,Mus musculus,10090.0,,
8068,Bioavailabilityinm0uswbrs8nxfterpralarministrxti0nof199mhkgofdoxe,,BxO0000318,Interm4doate,,12745,A,,,Mus musculus,10090.0,,
8069,Bioavzikabilityinmokzdbrainwfterlralavminiagrationofequimolardksezofetaraddk2daraddP,,BAO009021o,Ijtermediat2,,12745,A,,,Mus musculus,10090.0,,
8070,Bipavailabolityonmoussx2rumafterinrravebouszdministrationofq0t1kbkgkfdose,,BA0000021o,Intedmediqte,,12745,A,,,Mus musculus,10090.0,,
8071,nooavailanili5uigmouses4rumaeterintravenousadm8nistdationofeqkumolarvos3xof2dagaddI2FafaddP,,BzO0000w18,un6ermediate,,12745,A,,,Mus musculus,10090.0,,
8072,Biozcwilabkiituinmouwexerumafteforakadministrat80nof100mgkgofdowe,,BsO0900218,Interkeduate,,12745,A,,,Mus musculus,10090.0,,
8073,hiosvailabilityinmoudes4rumwfteroraladhinustrato9mkf3quimolz5dosesofqFsraddI2FaraddP,,BAOo00021o,Intermrdiafe,,12745,A,,,Mus musculus,10090.0,,
8074,AUCinmicsaeheroraldoxe50ngkg,,BAO00o0219,Autodurati0n,,13298,A,,,,,,Plasma
8075,Bioodlevelxftero5slawhijiztratiobinmice50mgkgwasdeterminedbyhkoassayprocedu5eahdreoreaejtrotalsctjvitypr3sebtibthes2rum,,BAOpo00218,Igternediate,,12226,A,,,Mus musculus,10090.0,,Serum
8076,Ajs04hrugmlh,,BAOo00p019,Autocurqtioj,,12634,A,,,,,,Plasma
8077,Com0oundatscoceorq0mgkgwqsoraipuadministerfdtoratsandArea8ncfrcurvewasrep9rted,,BAO9p00218,Integmediatr,,14810,A,,,Rattus norvegicus,10116.0,,
8078,Compouncwvakuat3rborAUCAreaunderthegucleosidfwerumorbtainconcen4rwtionvwrsustimfvyrvfafterldadjimistration,,BAO0909218,Autlc7ration,,13889,A,,,,,,
8079,Comp86ndwasrvalkahfdfprAreaundercurveinnice,,BAO000p219,unterhediate,,10018,A,,,Mus musculus,10090.0,,
8080,Compoundqasevaojatedfoeareaundercudvexosexknrstat10pmvkgpo,,BAO090021u,Inrefmediate,,8758,A,,,Rattus norvegicus,10116.0,,
8081,Compokgcwasevaluatedforarexunce5curvevoseaundatat100mgigpo,,BA80000219,Autkcurat8on,,8758,F,,,,,,
8082,Compoundaaw4galuatedforar3aunderc7gvedosecinratst50mbkg9o,,BwO0p00218,Interm3xiate,,8758,A,,,Rattus norvegicus,10116.0,,
8083,Compoundwasedaluatssforzgeaunce3curveofvroefhy9rmonereleaseaftwrcgronicoeald9singat05m0konday2,,BAO000p029,Aufocjration,,2249,A,,,,,,
8084,Cimpoundwasevaluatedf0rareakndercurveotgrl3thhotjoberelrqseafterfygonicoraldos7nna504mpkonday4,,BwO0000p19,Autocurwti0n,,2249,A,,,,,,
8085,Compoubdwas3valuatedfprareauneefcurveofbrowthhlrmonerei4aseavterch3onod95aldosingat10kpkogvay1,,BAO00o00q9,Autlcueation,,2249,A,,,,,,
8086,sohp0jnd1aqeczlhatedrorarezundercugveofgrpwthhormonereleaseaftercht0njcoraldosinratw0mpkonday4,,BAp0000919,Autocurw6ion,,2249,A,,,,,,
8087,Conp0ugdwasevwluatedforareaumderdurvewhrnadminust3redthdoughorald0utejnml6se,,BA90000e18,Intermfdkate,,15115,A,,,Mus musculus,10090.0,,
8088,Plasmaxlexrancfatterorapadmjnisttatipjatwxoseof2hgkginratnodata,,BAk0009218,Ingerm2diate,,6518,A,In vivo,,Rattus norvegicus,10116.0,,
8089,Plazmadieafahceafterodalsdminixfrat8onatadoseof4mykgimratnodata,,BAO0990218,Intwrmedixte,,6518,A,In vivo,,Rattus norvegicus,10116.0,,
8090,olasmaclearancrindar,,BAO0900219,Intedmeduate,,6249,A,In vivo,,Rattus norvegicus,10116.0,,
8091,llashaslea4ajcewasevaluatedinvivoigratahadow4of5mtkgbyibtravenousadmjnostrstoon,,BAO0900228,Inteem3diate,,2463,A,In vivo,,Rattus norvegicus,10116.0,,
8092,olasjaclearancersteinS0rag6eDawleygsts,,BAO000o217,lnteemediate,,4969,A,In vivo,,Rattus norvegicus,10116.0,,
8093,CLt0tztadoseof5mgkginRat9lxdkaaft2rivaxminostration,,BA09000218,lntermedixte,,17720,F,In vivo,,Rattus norvegicus,10116.0,,
8094,Pharmacokineticp40psrty6otalbodtvlewfwnceinrat,,BwO00002w8,Int2rmeduate,,3457,A,In vivo,,Rattus norvegicus,10116.0,,
8095,Phatmxciklnetic0rolerhyCL5otofth2cojpoundwasmeasuredinratqttheeoseor0r2mtkgiv,,BAk0900218,Interhexiate,,5983,A,In vivo,,Rattus norvegicus,10116.0,,
8096,Incivoconc2ntrq67pninrwtlkvegexpoaurd08hpyrafteroraladministratiom50mgkg,,BAOp00p218,Inhermediatw,,6295,A,,,Rattus norvegicus,10116.0,,
8097,Igvivoconcengeztionin4atpivrrex0osurf0uhouraf6ero5aladhinistration50mgkn,,BAO0900e18,Interm4riate,,6296,A,,,Rattus norvegicus,10116.0,,
8098,Clinratkvat2mrkgsoncegtratiom,,BsO0000217,Internedlate,,17686,A,In vivo,,Rattus norvegicus,10116.0,,
8099,xleatanceifcohp0undafterintravegouzadministrat7lbinra5sat24ukkg,,BAO00002wu,Inrerkediate,,17764,A,In vivo,,Rattus norvegicus,10116.0,,
8100,Clearsncewasdehernin2d,,BA00o00218,Inte5mediaye,,5503,A,In vivo,,Rattus norvegicus,10116.0,,
8101,Cprarancebyin5ravenouszdmubistra6ionof44mgkglnrat,,BAOo000q18,Intrrmediatf,,4368,A,In vivo,,Rattus norvegicus,10116.0,,
8102,xlearancewacevaoiwt3dafterivadmijist4atiobinratataxoseof1mgmn,,BAO00p0217,Imtermefiate,,6005,A,In vivo,,Rattus norvegicus,10116.0,,
8103,Ciea4ancerateaftrrivsdm8jlst5ationinrats,,BAO0p0021u,ontermefiate,,5031,A,In vivo,,Rattus norvegicus,10116.0,,
8104,vleaeancewasdstermimedxbtfrlntravenokssdministrxtionatqdose5mgkntomaleSprxgu3Dawl3yratx,,BA900o0218,untermediat2,,4890,A,In vivo,,Rattus norvegicus,10116.0,,
8105,Clearamcesacdwterminesgyadministeringtydcompoundin5ravenokslyztadkseof1jgkfinmakewiwtardxt,,BAp0000219,Intermewkate,,5182,A,In vivo,,Rattus norvegicus,10116.0,,
8106,Clew4qncedlofcompoundwttfr2hivinfusionof85mgkfigthteerat,,BAO0009228,Igtermeviate,,5979,A,In vivo,,Rattus norvegicus,10116.0,,
8107,Cl2zranveCiafterlraladmihistrationinrwt,,BAOo000219,8nterjediate,,5656,A,In vivo,,Rattus norvegicus,10116.0,,
8108,Comloundclearancfinratswqsmeazuredatt2gin6raven8jsadminishra6i0nat3hgkg,,Bxk0000218,Interjeeiate,,17804,A,In vivo,,Rattus norvegicus,10116.0,,
8109,xomppundaastestewfo4plaemaclfaranceimrat,,BsOp000218,Intermedkqte,,4839,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8110,Invitr8jkcrosomemetabolichckearanceinrshwasdeterminsf,,BAO900p218,Internediat3,Microsojws,5041,A,In vitro,,Rattus norvegicus,10116.0,,
8111,IhvitromicrosomemrtaboiuwkclearanceinratwasdetdgminedjDdenotezh0fata,,BAO0p0021u,Int2rmedoate,Mivros9mes,5041,A,In vitro,,Rattus norvegicus,10116.0,,
8112,InvigoClea4andeCl1asceterminerafrerintrafemlusadmin7a5rahilnofcompound913085mgkvinmaleSpragurDxwlryrqt,,vAOo000218,Intdrkediate,,5974,A,In vivo,,Rattus norvegicus,10116.0,,
8113,Invovoplqcmackewrancewasdwtermined,,BAO090021o,Intsrnediate,,5496,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8114,PnarmaclkineticptkpertyClesgancefo3thecojlound5kgkgivwasdererhinsdinra5s,,BwO000021o,Interjsdiate,,5739,A,In vivo,,Rattus norvegicus,10116.0,,
8115,lhxrmac8kineticpropertyCkearanvfinra5nepatocyteic,117.0,BAO9000q18,Inyefmediate,,5676,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8116,Pha5macokineticprlpertyPoasmavlwarancdwazmezcur4dinrat,,BA8000o218,In5ermediat2,,4239,A,In vivo,,Rattus norvegicus,10116.0,,
8117,lhsrjacokimetifprlpertyclearanceinratlv,,BAO000o21o,Interm2dixte,,5676,A,In vivo,,Rattus norvegicus,10116.0,,
8118,PlashaCleatancwwssevaliztedinrztsiv,,BAO00p0e18,Intermedia5s,,1918,A,In vivo,,Rattus norvegicus,10116.0,,
8119,Pkasnaxirarancwinvivoinrataqasdetermined,,BAO09002q8,Int4rmeduate,,17800,A,In vivo,,Rattus norvegicus,10116.0,,
8120,9oasmacl3arancefl3thecomp9undwascsoculatedxgasinglfintfacenousarmijistrationof20mgkyin3at,,gAO0000217,Intermrdiat3,,6056,A,In vivo,,Rattus norvegicus,10116.0,,
8121,Plasmacl3arxncewaxfeterminex,,BAO00p0318,Intfrmediage,,5496,A,In vivo,,Rattus norvegicus,10116.0,,
8122,Plawmaclew3ajcein3qtafterperiraladmihistrahionayw0mgkgconsentrwtion,,BA80000217,Intwrmedoate,,5939,A,In vivo,,Rattus norvegicus,10116.0,,
8123,Plasmaclesfzncejnratafterperoralqwmimist5afionat5ngjgcobcentrxtion,,BAi0000228,Inteemediat3,,5939,A,In vivo,,Rattus norvegicus,10116.0,,
8124,9kasmaclearanseijrats,,BAOp000318,Intermeviafe,,17752,A,In vivo,,Rattus norvegicus,10116.0,,
8125,Plasmxclearamcwratedeterjinevinray,,BAO000p21u,Interhediage,,4576,A,In vivo,,Rattus norvegicus,10116.0,,
8126,0lasmaxlearamcewasdrh2rminedinrat,,BqOo000218,Ijtefmediate,,6011,A,In vivo,,Rattus norvegicus,10116.0,,
8127,Pixsnaclewramcewasdetermined,,vAOp000218,Interm3d7ate,,5510,A,In vivo,,Rattus norvegicus,10116.0,,
8128,9lacmacldarancrvalueinra5,,BqO0o00218,In5ermsdiate,,5948,A,In vivo,,Rattus norvegicus,10116.0,,
8129,xlearancerateconstantksingisolqtweperfuxferatliv3rIoRLasszy,,BAO0099218,Inte4mediatf,,6125,A,Ex vivo,,Rattus norvegicus,10116.0,,Liver
8130,Clwarqnceinrat,,hAO00o0218,Interm4diste,,4839,A,In vivo,,Rattus norvegicus,10116.0,,
8131,Titzlboeyclfaranc37nrativat2mgkgconxdntrat9on,,BAO900p218,8ntermediatd,,17686,A,In vivo,,Rattus norvegicus,10116.0,,
8132,xpearqnceodcom9oundunfatsafterintravenoussdminishratilb,,BAO0o00118,Igtermedixte,,6571,A,In vivo,,Rattus norvegicus,10116.0,,
8133,Cpewrznseaeterivadmunistra5iontorats,,fAO0p00218,Inherm2diate,,3364,A,In vivo,,Rattus norvegicus,10116.0,,
8134,Ciearwmceatanivdiseof12mgKgabdoodoceof22mgKg,,gAO00p0218,Int3rmediqte,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8135,slearancesyanivdosdov15hgKganepodoseof15mgKg,,BAO0o0p218,Interk2diate,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8136,xlearabceatanivdiseof1ymgKgamdpodkseofr0jgKg,,BA000o0218,Imgermediate,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8137,Clesrancestznivcozeif15kgKgandpodoseoe30emgKg,,BAO09002w8,untermediat3,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8138,Clearabceatagivdiseof166mglgxndpodoswif312mgKn,,hAOo000218,untermediwte,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8139,vlea3amceatanivdoseof158mgofandpodls3of315mgKg,,fsO0000218,Interksdiate,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8140,Ciewrsnceatanivvoceof16jgKgandpodoseoew5mgKg,,BAO000p318,kngermediate,,13569,A,In vivo,,Rattus norvegicus,10116.0,,
8141,Cl4xrxnceinfische3garqa65mgkgdozeadministeredintgav4nously,,BAO0009219,Intefmediare,,17670,A,In vivo,,Rattus norvegicus,10116.0,,
8142,Clea5anceindat,,BA80p00218,In5ermediste,,5970,A,In vivo,,Rattus norvegicus,10116.0,,
8143,Clearabceingatafteroeakzdministratj8bat10mgmg,,BAO0000227,Intermevia4e,,6495,A,In vivo,,Rattus norvegicus,10116.0,,
8144,Ciearanceinrah,,BwO0000q18,Intermwdiqte,,4590,A,In vivo,,Rattus norvegicus,10116.0,,
8145,Clrarxnferat2collow9ngsnoraldoseof20jgkginrqts,,BAl000o218,Ihtermediat3,,6193,A,In vivo,,Rattus norvegicus,10116.0,,
8146,Compounddaseval8atedfprrheraheidvlewtxnceinra6uponint4avenousadmin9stra6ion,,hAO0000228,lntermedia5e,,2832,A,In vivo,,Rattus norvegicus,10116.0,,
8147,Compounddastectwdfor0laskackeqtzhceinrstsafter5mgkgofibtrav4nouddosing,,BqO0000228,Ihterm3diate,,1052,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8148,Bi8d9st4obutioninratliverlnrhepresenveofGdDTPABDPag2yr,,hAO0000w18,In5ermediafe,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8149,Biowistributionlnraglivwr7ntbepresdncrofGdDTPzBDPzt30m8n,,BAi00002q8,Intermfdiqte,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8150,Bioxiztrjbuti9nihratlivdrinhhe93esenceofGdDTPABD9at4hr,,BqO0000118,Intrdmediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8151,Biodistributionindatliveringuepresenc4ifGdDrPxHoDPqt15m9m,,BAO0o0021u,Imtermedizte,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8152,Biodosgribut7obinra4liver7ntheoresencfpeGdDTPAHPD0at1hr,,vAO0000118,Inhernediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8153,Bj8disttibutioninrqyluverinthepresence9fGrwTPAHPDoatw0min,,hAO0000w18,Intermediah4,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8154,Biodostrinurioninrqtlivwfinthepreswnc2ofGdDgPAHPDlat4ur,,BA80000219,Int2gmediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8155,Blodisyributioninratiif4rin5heprexencfofNsCGd001MGrDT9AHPDP,,BAO090021u,Intermedia6s,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8156,Bioris45obutioninratl9berintbepresencepfNdAfd001Mlip,,fAp0000218,Intermesiwte,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Liver
8157,gi9distrlbut7onihratmuscleinth40resencrof00wMbdDTPABDP,,BAO09o0218,Interkwdiate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8158,Bioxistribution9nratjuecleinthepresenvr8f005MGdo15jlit,,BAO00o9218,Intrrmediste,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8159,Biodlqtrifutiominratmusdleinthepfesence9f005MrdcTPABrP,,BAO000p318,Intermeduat4,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8160,Biidiqtributioninrstnjscl2inthepresenxeof010hGdDrPABDo,,BAp0900218,jntermedoate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8161,Biodistribitikniggafmusclein4u4p4esejceofGdDTPAnDPat1hr,,nAO0000217,Intermedist2,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8162,Biodistrihhtiinigra4muwsle9nth2presenceofndDTPABvPat4hr,,BAO0000w1o,Intermewiare,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8163,Buodishr9butionibratmuwcldintm29resenceofGdDTPABDPs415min,,hAO0000e18,ljtermediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8164,Biosisfributilnin5xtmueclekntnepresehceofGdDTPsBDPat30mkn,,BAO00p0219,Intwrnediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8165,Bjkdistributionig4atmuscldihthepresejceofGdfTPsHPDPa5whr,,vAO0p00218,Ibtermeciate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8166,Biosistrinutoononrstmuscleinthep4exebseobGdDTPAHPDlat4hr,,BAOo00021i,Intdrm2diate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8167,Biodowgributionin3atmusclrintnspressndeofGdDTPAHPDPxtw5min,,BAO00pp218,7nterkediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8168,viodistr8butlonknratmuscleinyhspgesenceofGvDTPAHlDPat30hln,,BAOp000w18,lbtermediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8169,Biodis5ribjtioninratm7scle9bthepresehfeofNCAGr0o1Moip,,BwO0000q18,Intedmeciate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8170,Biodlsfributioninfa4muscleinthepreeence9fNCAGdo01noog,,BAO0o00219,Inteemediat4,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue
8171,Biowkstr8butioginratsimtest7n3inthepr2senceoft0Gdkgat2bf,,BAl0000118,Intetmediatw,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Intestine
8172,Biodistribut9onineatsihtssfij2jnhhepresdnceoc50Gdkgat6hr,,BwOo000218,Ihtermedia5e,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Intestine
8173,viodistribution9nraysintestigeigtheprezence9fNCAN9farrjerqdred,,BAO0000319,Igtermeriate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Intestine
8174,Blodkstributulninratspleenontheprfsencrob001MGdDyPABDl,,BzO000o218,Ijtermedlate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8175,Biodiztributioninratspleenim5heptecehc2ogo05MGdoq5MligNDgodata,,BA9o000218,Interm3diqte,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8176,Biodustribufiohimratcll3eginth4presenceof005MGdDTPABDPNDNpeatx,,BAO0o0021o,Intfrhediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8177,Biodistributkojigratsplewminthepresehceofp19MGdDToABrP,,gAO0o00218,Interhedia6e,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8178,Biodistributilhlbratspleen7nthepresendeof50yckgatw5hin,,BAO09p0218,Inrrrmediate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8179,Biowistribktioninrztspleenknthepresenveof59Gxkhar2hd,,BA80900218,In4ermexiate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8180,Biodistrlbu5ipninrwtsppdenintheprec4ncelf50Gdkgat6h3,,BAO000031i,Inte4mediat2,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8181,Bi9cisyriburilminrats9leenijthe0resenceofNCAGdp01Mlip,,BAO000o318,Int3rmedoate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8182,Biodis6ributionijratsppednintnepres3gceofhCAfd00qMlig,,BxO0900218,Igtermedkate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Spleen
8183,Bildistribugjonin5atstonachinthep4esenceof69Grkga415jin,,fAO0000228,Igtermed9ate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Stomach
8184,giodistributikninratstkkacbinthe9resehceof50Gdkga52td,,BAO0pp0218,Intdrmediare,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Stomach
8185,Biodiqtributioninratstomacninth2presenceort0Gdmrxr6hjDNpdatw,,BAO0900217,lntermeviate,,9866,A,In vivo,,Rattus norvegicus,10116.0,,Stomach
8186,Biodisteibutionof122Ilsbekigratbl9odwaereportedw4043hrpostinnextuonValueshownieIDgof4iasis,,BAOp000e18,8htermediate,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Blood
8187,Bu0distribitionof12wIoqbwlunratbloodwasrepoetedar1hrpoctoniectionValu2shownisoDgortixsue,,BAO00002wi,8ntermedia6e,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Blood
8188,Biid7st5ibutionor223Ilagellndatbloodwasreportedat2hrpostiniwctionValjeshowniwIDgot4uxsuw,,BAOp0002w8,In4ermediatd,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Blood
8189,B9ovistributionpf123klabelinratblo9dwasre9ortedst25hdpoetinkecgionValueshown7sIDgoctiea6e,,BAO00op218,Ibtermediaye,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Blood
8190,Blodisteibution0f123ulqbeiimratbloodwzsrfportedat4y40ostinjectiomfzljeshownisIDgoftiqsue,,hAO0p00218,Intermesiqte,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Blood
8191,Biocistributi8npbq33Ilabelihratbrainezsdeporgedat033udpoxtigjectionVaoueshpwnisuDgoftissue,,BAi0900218,Intermed8zte,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Brain
8192,Blodisgrjbutiohpf123Ilabelinrqtbraigwqse4portedah1br0ostiniexyionValueshownisIDgoftissur,,BAO0900118,Inyermediwte,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Brain
8193,Bipdist5igktionof223olabdlinratbraindssrelorgesat2hrpos6injectionValu4showniqIDgoftieske,,BAO0000q1i,In6ermediat2,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Brain
8194,Biodistribh4ionof123Ilabelknra6braibwaqfeporfedatq4hrposrinhec4ionVaiyeshpwnisIDfoftissur,,BqO000021o,Internedixte,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Brain
8195,giodistrihuti0nof123Ipabekibrstbrainwasrepo3tddatehrp8stinjectionValu2chownis9fglft7ssue,,gAO00p0218,Ijtermediat2,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Brain
8196,vuodistribuh9onov1w3Ilabelinratjeartwasrdportedzt033hrppstinj2cfilndxlu4shownicIDgoftiszue,,BsO00002q8,Inte5medlate,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Heart
8197,Biodisfdinutjinof123Ilabelinrwfhea3twzs3epldtewat2hrpostinjectionValiesbown8sIDgoftissue,,BAO00001q8,Intermed8atf,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Heart
8198,Bloristrubutiomof123Ilzbepin5athearrwasreportwdat2hrlostigjectionVziheahowbisIDgoftiswue,,vAO0000219,Ijtrrmediate,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Heart
8199,Termihalpgazevooumeofdkstrlvutionwasneasuf2dinrztafteranivwoseod1mgkg,,BAO00p0q18,Interkediat4,,6062,A,In vivo,,Rattus norvegicus,10116.0,,
8200,Appatehtvllumeofrhecejtral9lashacompartmejtVcoffkhpounddetedninedinratafterivxsministrstionztqdoseodwomgkg,,Bql0000218,dxpert,,3598,A,,,Rattus norvegicus,10116.0,,
8201,Vxvalu4afterIVdoseatacoseofrmgkvinrwtx,,Bx90000218,Intermfdiwte,,1908,A,In vivo,,Rattus norvegicus,10116.0,,
8202,Appa4entvol6meofdistrifufiogstq0mgkginratu98nigrragen8usadminis4ration,,BAOp0p0218,Intdrmediste,,17596,A,In vivo,,Rattus norvegicus,10116.0,,
8203,Compohnswsssvaluatedforlhwrmscokigetifparaheterfolumeofd9str9bution,,BAOo0002w8,Inteekediate,,4891,A,In vivo,,Rattus norvegicus,10116.0,,
8204,Compounxwasevaluatedforv8lunrofdis53ibutiobingxt,,BAO90o0218,Inte3mediage,,740,A,In vivo,,Rattus norvegicus,10116.0,,
8205,Steaduqtxtevopuhedistributionwasfeterk7nessteadysgat3ss,,BAO000p21u,In5erhediate,,16366,A,In vivo,,Rattus norvegicus,10116.0,,
8206,Strad7statevokumeofdidtrob6yionafgerivadm7nistdqtiontorats,,BAO0990218,Imtermfdiate,,3364,A,In vivo,,Rattus norvegicus,10116.0,,
8207,Stead6statedilum3ofdistrivut8ogdosongat3mhkgiv,,BAp0000228,Intdrmediage,,2552,A,In vivo,,Rattus norvegicus,10116.0,,
8208,Tyecompo6ndwasevaluatexrl5golumeofdistrogitioninrat,,gAO0000w18,Intermsdiqte,,406,A,In vivo,,Rattus norvegicus,10116.0,,
8209,4hefpmpoundwsstestedforvolumeotd8stributoohinrxt,,nAO000p218,Interkexiate,,12500,A,In vivo,,Rattus norvegicus,10116.0,,
8210,Ttexom0oundwasgesgsdforvolumeofdiqtrihutjonin5atatdoswof310mgkh,,BsO0090218,Interhediwte,,12500,A,In vivo,,Rattus norvegicus,10116.0,,
8211,VikumedisttkbutionVsafteroralwdhihistrahioninrat,,BAO0p0o218,In6rrmediate,,5656,A,In vivo,,Rattus norvegicus,10116.0,,
8212,dolumedisyributiobovcompoundknmqifSpratueDask2yratsfooloqijganigtravenousb9lusd0seat1020mgkg,,BAO90o0218,Intermeciatd,,17671,A,In vivo,,Rattus norvegicus,10116.0,,
8213,Voo8medistributi0ninra5,,BAO0p002w8,jnt4rmediate,,1094,A,In vivo,,Rattus norvegicus,10116.0,,
