assay_type,curated_by,src_id,cell_id,assay_subcellular_fraction,assay_organism,assay_test_type,assay_category,assay_tax_id,description,variant_id,assay_id,confidence_score,src_assay_id,assay_strain,doc_id,assay_cell_type,assay_tissue,relationship_type,tid,chembl_id,bao_format,tissue_id
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,AUC(area under curve) was determined after intravenous administration in rats,,10641,1,,,16359,,Plasma,N,50597,CHEMBL627734,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,AUC(area under curve) was determined after oral administration in rats,,10642,1,,,16359,,Plasma,N,50597,CHEMBL627735,BAO_0000218,1969.0
A,Intermediate,1,,,Cavia porcellus,,,10141.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,,10643,1,,,15240,,Plasma,N,50512,CHEMBL627736,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,,10644,1,,,15240,,Plasma,N,50597,CHEMBL876809,BAO_0000218,1969.0
A,Autocuration,1,,,,,,,Area Under Curve after oral dosing of 100 uM/Kg,,10645,0,,,15469,,,U,22224,CHEMBL627737,BAO_0000019,
A,Autocuration,1,,,,,,,Area Under Curve after oral dosing of 30 uM/Kg,,10646,0,,,15469,,,U,22224,CHEMBL627738,BAO_0000019,
A,Autocuration,1,,,,,,,Area Under Curve was measured by ploting the graph between concentration verses time,,10647,0,,,13520,,,U,22224,CHEMBL627739,BAO_0000019,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,,10648,1,,,17025,,,N,50588,CHEMBL626143,BAO_0000218,
A,Autocuration,1,,,Simiiformes,,,314293.0,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,,10649,0,,,17025,,,U,22224,CHEMBL626144,BAO_0000218,
A,Intermediate,1,,,Oryctolagus cuniculus,,,9986.0,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,,10650,1,,,17025,,,N,50592,CHEMBL626145,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,,10651,1,,,17025,,,N,50597,CHEMBL626146,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,,10652,1,,,12032,,Blood,N,50597,CHEMBL626147,BAO_0000218,178.0
A,Autocuration,1,,,,,,,Area under curve (AUC) was determined,,10653,0,,,10291,,,U,22224,CHEMBL626148,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve (AUC) following ip administration at 1 mg/kg,,10654,0,,,5767,,,U,22224,CHEMBL626149,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve (AUC) was determined; ND is Not determined,,10655,0,,,1434,,,U,22224,CHEMBL626150,BAO_0000019,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,,10656,1,,,14925,,,N,50588,CHEMBL626151,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,,10657,1,,,14925,,,N,50588,CHEMBL626152,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,,10658,1,,,14925,,,N,50588,CHEMBL626153,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve (AUR) was determined,,10659,0,,,1434,,,U,22224,CHEMBL626154,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve at 1 uM/dg administered intravenously,,10660,0,,,11883,,,U,22224,CHEMBL626155,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve at 10 uM/dg administered perorally,,10661,0,,,11883,,,U,22224,CHEMBL626156,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve at 2 uM/dg administered intravenously,,10662,0,,,11883,,,U,22224,CHEMBL626157,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve at 20 uM/dg administered perorally,,10663,0,,,11883,,,U,22224,CHEMBL626158,BAO_0000019,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve at a peroral dose of 3 mg/kg in dog,,10664,1,,,15233,,,N,50588,CHEMBL626159,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve at a peroral dose of 3 mg/kg in rat,,10665,1,,,15233,,,N,50597,CHEMBL626160,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve at an iv dose of 1 mg/kg in dog,,10666,1,,,15233,,,N,50588,CHEMBL626161,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve at an iv dose of 1 mg/kg in rat,,10667,1,,,15233,,,N,50597,CHEMBL626162,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,,10668,0,,,12978,,,U,22224,CHEMBL626163,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve gives the effective duration for the angiotensin II antagonist effect.,,10669,0,,,12978,,,U,22224,CHEMBL626164,BAO_0000019,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve measured as conc vs time after intravenous administration to mice.,,10670,1,,,11355,,,N,50594,CHEMBL626165,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve measured as conc vs time after peroral administration to mice.,,10671,1,,,11355,,,N,50594,CHEMBL626166,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,10672,1,,,12923,,,N,50588,CHEMBL626167,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,,10673,1,,,12923,,,N,50588,CHEMBL626168,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,,10674,1,,,12923,,,N,50588,CHEMBL877463,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,,10675,1,,,12923,,,N,50588,CHEMBL626169,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,,10676,1,,,17738,,Heart,N,50597,CHEMBL626170,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,,10677,1,,,17738,,Heart,N,50597,CHEMBL626171,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,,10678,1,,,17738,,Heart,N,50597,CHEMBL626172,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,,10679,1,,,17738,,Heart,N,50597,CHEMBL626173,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,,10680,1,,,17738,,Kidney,N,50597,CHEMBL626174,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,,10681,1,,,17738,,Kidney,N,50597,CHEMBL626175,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,,10682,1,,,17738,,Kidney,N,50597,CHEMBL626176,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,,10683,1,,,17738,,Kidney,N,50597,CHEMBL626177,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,,10684,1,,,17738,,Kidney,N,50597,CHEMBL622499,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,,10685,1,,,17738,,Liver,N,50597,CHEMBL622500,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,,10686,1,,,17738,,Liver,N,50597,CHEMBL622501,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,,10687,1,,,17738,,Liver,N,50597,CHEMBL622502,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,,10688,1,,,17738,,Liver,N,50597,CHEMBL622503,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,,10689,1,,,17738,,Liver,N,50597,CHEMBL877614,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,,10690,1,,,17738,,Lung,N,50597,CHEMBL624839,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,,10691,1,,,17738,,Lung,N,50597,CHEMBL624840,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,,10692,1,,,17738,,Lung,N,50597,CHEMBL624841,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,,10693,1,,,17738,,Lung,N,50597,CHEMBL624842,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,,10694,1,,,17738,,Muscle tissue,N,50597,CHEMBL624843,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,,10695,1,,,17738,,Muscle tissue,N,50597,CHEMBL624844,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,,10696,1,,,17738,,Muscle tissue,N,50597,CHEMBL624845,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,,10697,1,,,17738,,Muscle tissue,N,50597,CHEMBL621904,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,,10698,1,,,11195,,Blood,N,50597,CHEMBL621905,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,,10699,1,,,11195,,Blood,N,50597,CHEMBL874382,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,,10700,1,,,11195,,Blood,N,50597,CHEMBL621906,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,,10701,1,,,11195,,Brain,N,50597,CHEMBL621907,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,,10702,1,,,11195,,Brain,N,50597,CHEMBL622096,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,,10703,1,,,11195,,Brain,N,50597,CHEMBL622097,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,,10704,1,,,11195,,Heart,N,50597,CHEMBL622098,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,,10705,1,,,11195,,Heart,N,50597,CHEMBL622099,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,,10706,1,,,11195,,Heart,N,50597,CHEMBL622100,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,,10707,1,,,11195,,Kidney,N,50597,CHEMBL622101,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,,10708,1,,,11195,,Kidney,N,50597,CHEMBL622102,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,,10709,1,,,11195,,Kidney,N,50597,CHEMBL622103,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,,10710,1,,,11195,,Liver,N,50597,CHEMBL622104,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,,10711,1,,,11195,,Liver,N,50597,CHEMBL622105,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,,10712,1,,,11195,,Liver,N,50597,CHEMBL622106,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,,10713,1,,,11195,,Lung,N,50597,CHEMBL622107,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,,10714,1,,,11195,,Lung,N,50597,CHEMBL622108,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,,10715,1,,,11195,,Lung,N,50597,CHEMBL622109,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,,10716,1,,,11195,,Muscle tissue,N,50597,CHEMBL622110,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,,10717,1,,,11195,,Muscle tissue,N,50597,CHEMBL622111,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,,10718,1,,,11195,,Muscle tissue,N,50597,CHEMBL874383,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,,10719,1,,,11195,,Zone of skin,N,50597,CHEMBL622112,BAO_0000218,14.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,,10720,1,,,11195,,Zone of skin,N,50597,CHEMBL622113,BAO_0000218,14.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,,10721,1,,,11195,,Zone of skin,N,50597,CHEMBL622114,BAO_0000218,14.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,,10722,1,,,11195,,Spleen,N,50597,CHEMBL622115,BAO_0000218,2106.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,,10723,1,,,11195,,Spleen,N,50597,CHEMBL622116,BAO_0000218,2106.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10724,1,,,6193,,,N,50597,CHEMBL622117,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10725,1,,,6803,,,N,50597,CHEMBL622118,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rats at 6 mg/kg,,10726,1,,,6647,,,N,50597,CHEMBL622119,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (dose 6 mg/kg),,10727,1,,,6647,,,N,50597,CHEMBL622120,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rats at 6 mg/kg dose; Not tested,,10728,1,,,6647,,,N,50597,CHEMBL622121,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10729,1,,,6640,,,N,50597,CHEMBL622122,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10730,1,,,6641,,,N,50597,CHEMBL622123,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10731,1,,,6641,,,N,50597,CHEMBL622124,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat,,10732,1,,,6642,,,N,50597,CHEMBL622125,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability,,10733,1,,,5472,,,N,50597,CHEMBL622126,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,10734,1,,,6141,,,N,50597,CHEMBL620455,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10735,1,,,4390,,,N,50597,CHEMBL620456,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10736,1,,,5472,,,N,50597,CHEMBL620457,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was evaluated; Not tested,,10737,1,,,5472,,,N,50597,CHEMBL620458,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability,,10738,1,,,5438,,,N,50597,CHEMBL620459,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat by oral dosing,,10739,1,,,4883,,,N,50597,CHEMBL620460,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (dose 10 mg/kg p.o.),,10740,1,,,1908,,,N,50597,CHEMBL620461,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley),,10741,1,,,4853,,,N,50597,CHEMBL620462,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,10742,1,,,4853,,,N,50597,CHEMBL620463,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,10743,1,,,4853,,,N,50597,CHEMBL620464,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,10744,1,,,4853,,,N,50597,CHEMBL620465,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),,10745,1,,,4853,,,N,50597,CHEMBL620466,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,,10746,1,,,4853,,,N,50597,CHEMBL620467,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,,10747,1,,,4853,,,N,50597,CHEMBL620468,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,,10748,1,,,12873,,,N,50597,CHEMBL620469,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,,10749,1,,,12873,,,N,50597,CHEMBL620470,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10750,1,,,3169,,,N,50597,CHEMBL620471,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10751,1,,,6305,,,N,50597,CHEMBL620472,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,,10752,1,,,4762,,,N,50597,CHEMBL620473,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10753,1,,,17847,,,N,50597,CHEMBL620474,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),,10754,1,,,6211,,,N,50597,CHEMBL620475,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10755,1,,,6011,,,N,50597,CHEMBL620476,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10756,1,,,6317,,,N,50597,CHEMBL620477,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,,10757,1,,,6644,,,N,50597,CHEMBL620478,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,,10758,1,,,6644,,,N,50597,CHEMBL618768,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat after oral administration at 13 mg/kg dose,,10759,1,,,6644,,,N,50597,CHEMBL618769,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,,10760,1,,,6644,,,N,50597,CHEMBL618770,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability (dose 20 mg/kg p.o.),,10761,1,,,6113,,,N,50597,CHEMBL618771,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,,10762,1,,,5937,,,N,50597,CHEMBL618772,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat at 10 mg/kg of the compound,,10763,1,,,5711,,,N,50597,CHEMBL618773,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,,10764,1,,,17717,,,N,50597,CHEMBL875842,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat (dose 3 mg/kg i.v.),,10765,1,,,17717,,,N,50597,CHEMBL618774,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,,10766,1,,,17717,,,N,50597,CHEMBL618775,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (dose 60 mg/kg p.o.),,10767,1,,,17717,,,N,50597,CHEMBL618776,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Percent bioavailability (F) in rats after iv administration,,10768,1,,,4722,,,N,50597,CHEMBL618777,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,,10769,1,,,4722,,,N,50597,CHEMBL618778,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat (dose 5 uM/kg p.o.),,10770,1,,,4353,,,N,50597,CHEMBL618779,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability,,10771,1,,,15662,,,N,50597,CHEMBL618780,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Bioavailability in rat (dose 2 mg/kg p.o.),,10772,1,,,4756,,,N,50597,CHEMBL618781,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,,10773,1,,,4756,,,N,50597,CHEMBL618782,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat (dose 20 mg/kg),,10774,1,,,3436,,,N,50597,CHEMBL618783,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Oral bioavailability in rat,,10775,1,,,17800,,,N,50597,CHEMBL618784,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Percent oral bioavailability evaluated in rat,,10776,1,,,15762,,,N,50597,CHEMBL618785,BAO_0000218,
