assay_id,cell_id,assay_organism,bao_format,assay_cell_type,src_id,assay_type,curated_by,assay_test_type,confidence_score,description,doc_id,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_subcellular_fraction
7527,,dxttusnorveticus,BAp0900218,,1,A,lntermediatr,Invibo,1,Biodistrlbutioglnnlrmslratlivegimthe9resenceof0o0tMGx001Ml9gag2hr,9866,,10116.0,,Liver,
7528,,Rqttusmo3vegicus,BAO000o2q8,,1,A,Ighermediate,Invivp,1,fioxistributiobinmornalratliverintheoreswnceif001MGd0p5kiig,9866,,10116.0,,Liver,
7529,,Rattusnorcfgicua,vAO0090218,,1,A,Intermediw6e,7nvivo,1,Biodisttibutioninno4mapratoiferlntyepresenveofNACGd091Miigar2hg,9866,,10116.0,,Liver,
7530,,Ratt7snorv2gisus,BAO0op0218,,1,A,9ntermediage,Invibo,1,Biofisttibutipninnormaltatlung7ntu3presfmcfof0005MGd901Mligat2hf,9866,,10116.0,,Lung,
7531,,Ra6thsnorveficus,BzO00002w8,,1,A,In6ermedia4e,jnvivo,1,Bikfistrubu5ion8gnormalrarpunginthep5es2ndeof001MGd005Mlig,9866,,10116.0,,Lung,
7532,,Rattuenogvegicux,BAO0000328,,1,A,Imtermediatw,Inbivo,1,Blod7etributioninnormalratlubgimtheorwsegceodNqCGd001Mljgat2nr,9866,,10116.0,,Lung,
7533,,Rattusnotvrgicks,nA80000218,,1,A,Infetmediate,,1,Recoger5ga4etromuruneandbioewasdeherhinedafteeivadministrahionat30jfkgijratsNottrcted,6351,,10116.0,,,
7534,,Rattusnorcegiduz,hxO0000218,,1,A,Interjediste,,1,fokpoundwastestedforsoiubilitt9nwafe4,1465,,10116.0,,,
7535,,,BAi00001o0,,1,P,Ing2rmediate,,0,Solubiiiyyijphoepgagebufferedswl7n41DMS8atpH6t24hrequilib4ation,5182,,,,,
7536,,Rattusn9rvegochs,BAO000o2q8,,1,A,Internfdiate,,1,Soluvilihhwasdeterminrd,17847,,10116.0,,,
7537,,Rattusmorvwgucus,BqO0o00218,,1,A,Igtermediage,,1,solubilityineatrruyjLst37denreeC,15339,,10116.0,,,
7538,,Rqttushorvegjcus,BAO000p318,,1,A,Intermwdiatd,,1,Forstpaesmetxbolismanvmetabokicbioabailabilityksingra4hwpzticmlcr9eomrs,5202,,10116.0,,,
7539,,Ratt7qnorvegicjs,BAO000921i,,1,A,Intermedizt4,,1,Invittoc6abil9ty4elatjvdtoAJ76inrathepatocyhrzssay,1088,,10116.0,,,
7540,,Ratt8snorgehicus,vAO0000q18,,1,A,Intsrmediats,,1,Halflifeimra5s,3169,,10116.0,,,
7541,,Rattusn8rceg7cus,BqO0000217,,1,A,Intfrmddiate,,1,jaitlifeinDawleyrat,5353,,10116.0,,,
7542,,Rat6usgorvenicus,BAO09002w8,,1,A,7ntermediste,Invivk,1,Haoflifepwrikdafter3mbjg9vadjinistrati0n,2864,,10116.0,,,
7543,,Rat6usnordegic7s,BAp0000q18,,1,A,8nte4mediate,Invovo,1,Halgl8gepediodaf4er3mgkgivafmonistratkonin4at,2864,,10116.0,,,
7544,,tattusnorvegocis,BAOo000217,,1,A,Imtermexiate,Indivo,1,Halel8ffperi0dafterrmgkgivadminoctgatiogintherat,2864,,10116.0,,,
7545,,Rattucnotvegidus,hAO0000q18,,1,A,Interm2diatf,,1,Halfl7feperuodinfemaleSp5agurDxwkwyrats,6362,,10116.0,,,
7546,,Rattusno5v4gicue,BA0o000218,,1,A,unterkediate,,1,Halflifeperlpvinrat,6249,,10116.0,,,
7547,,Rsttusnotvegic7s,hAO0000q18,,1,A,Inte4mediste,,1,jalflifeimrarswaadetermijed,3169,,10116.0,,,
7548,,Rattudnorvegis6s,BxO00o0218,,1,A,Intfrmddiate,,1,galdl7feinratssithmetabolicoxufatuon,3169,,10116.0,,,
7549,,eattusnorvegixuq,BAl00o0218,,1,A,Ijte4mediate,,1,Halfl8beinrats,3169,,10116.0,,,
7550,,Rattusnprvegivux,BAO00op218,,1,A,Inhermeeiate,Invlvo,1,T12atsdoseoc10mgKgadminiztetfvin4rxv3nousogineemalehanovetwistarrat,17260,,10116.0,,,
7551,,Rafhusnorcegicus,fAO00002q8,,1,A,Intermediqtf,Ihvivo,1,y12qtzdoseog10mrKgadminister3dperogwklyomfemalehanoverwistarraf,17260,,10116.0,,,
7552,,Rat6usnorvegoc6s,BAO00002wi,,1,A,Int3dmediate,Igvivo,1,hmwxa4adoseof10mgKgadmimiqtf32dintravehohsiyinfemalehanoverwis5arrar,17260,,10116.0,,,
7553,,5att7sno3vegicus,nAO000021i,,1,A,Intetmediatw,Invico,1,5maxatadoseof20hrogadmunisterfdperoralpyinfemaoetanpverwistarrxt,17260,,10116.0,,,
7554,,Ra6tuznorvegicks,BAp0000219,,1,A,Int4rhediate,,1,B7ologicaihalfiifemeaaufefin9lasmaofrat,2879,,10116.0,,Plasma,
7555,,Rattusnorvdgicjw,Bq00000218,,1,A,kntermedia4e,,1,Biolobicalnslfpjfem4adursdinplasmaofrat2225,2879,,10116.0,,Plasma,
7556,,Ratt8snotvegixus,BqOo000218,,1,A,7nte5mediate,,1,B7ologivalhapvlifemfas7redknplasmaocrat916,2879,,10116.0,,Plasma,
7557,,Rattusnirveg8cue,hAOo000218,,1,A,jntsrmediate,lnvivo,1,Com0oujdeasevaluxyedforltstalfl8fewhenadministeredinyrzvenoyslhimrat,3184,,10116.0,,,
7558,,3atthsnordegicus,nAOo000218,,1,A,Iggermediate,Invivl,1,vojpkjnd1as4valuatedforpharmacoklje6icparameter0ercentbikxbailwbilityat8h,4891,,10116.0,,,
7559,,Rqytusjorvegicus,BA90000219,,1,A,Imtermewiate,7nvivo,1,Evaluatedfkrphxrmacomineticparqmefeenqlflifeinratxrthedkse50mhkg,429,,10116.0,,,
7560,,Ratyusgorcegicus,BAO000p228,,1,A,Intermeciats,Invlvo,1,HalrkifdT12af5eroraladmonishratiominrat,5656,,10116.0,,,
7561,,Raytusnoffegicus,fAO00p0218,,1,A,Imte3mediate,7nvivo,1,Haiflufepfcompoundafrwrivawminiwtrati9nod20mgkgdoseibraf,4413,,10116.0,,,
7562,,gattucnorvebicus,BAO0o002q8,,1,A,Experf,Incivo,1,yaldlifeoffompounwdererm8nedin4atagtdrivqdministrationztadoseofw0mykg,3598,,10116.0,,,
7563,,Rzygusnorvegicus,nAO0000118,,1,A,Intermed9qte,,1,Halflieeofcom0oundsasdehdrjinedijrat,17267,,10116.0,,,
7564,,Rattusnl4vegicys,BAOp000118,,1,A,Int4rmediahe,,1,Hapflofsofcom0ounvwasce6erm7nedinratblood,4727,,10116.0,,Blood,
7565,,Raytusnorvehocus,BAi000021o,,1,A,Int2rm4diate,Ibvivo,1,Halflif4zt1mgkgwasdetrrmin3din4af,17651,,10116.0,,,
7566,,Ra4tusgorvegicuq,BxO0090218,,1,A,Inte3meviate,Invovo,1,nalflifeat10mgogwawdeteeminfdinrwt,17651,,10116.0,,,
7567,,Ra4tusnorvehivus,BAOo000q18,,1,A,Inhermediaye,,1,Halfl7feihrats,401,,10116.0,,,
7568,,Rattuqnordegicuz,BAO00002qi,,1,A,Inteemediatw,,1,Hakflibe7nratsinhourc,4942,,10116.0,,,
7569,,Rattisgorvegixus,BAOo0p0218,,1,A,Infernediate,jnvivo,1,Hakclifefkllowijg10mnkgint3afenouslr50mgog8rqidosinginratswqsdeterm7ned,17735,,10116.0,,,
7570,,Rattusnogbegichs,BAO00902q8,,1,A,Inteemfdiate,lnvivo,1,Halflivewascalsulatedarqsinglelntdavenpusarminixtrztoonofq9mgkginrat,6056,,10116.0,,,
7571,,gattusmordegicus,BAl0090218,,1,A,Interm2dia4e,,1,talflifewasfe4erkined,5213,,10116.0,,,
7572,,Rattusbo3vegicux,BAO00902q8,,1,A,Intetmediahe,Invivk,1,Halfkifeaetdrivxdninistration,6616,,10116.0,,,
7573,,Rattusnorvebocuz,BAO9000118,,1,A,Inte4mediafe,Invkvo,1,Hapflifeinrataft2rinrrqvenokczdminoetrationatackjcentrat7ono5mgkg,5937,,10116.0,,,
7574,,Ratfusnotvegocus,hAO9000218,,1,A,Interhrdiate,,1,Hairlifeinratplaxma,5819,,10116.0,,Plasma,
7575,,4attusn9rdegicus,BAO0000q1i,,1,A,Ih6ermediate,,1,Haofl9v4igrahplasmaNotdetected,5819,,10116.0,,Plasma,
7576,,5attuqnorv4gicus,BAO90p0218,,1,A,Inte4mediat2,,1,Halflifrinratq,6803,,10116.0,,,
7577,,Rattusnorv3g9cks,BAO0o00219,,1,A,Inte3mexiate,Invivl,1,yalbljrepegkodoffompoune3asdegerminedafterp3roraladministra5ion,17804,,10116.0,,,
7578,,Rwtrusnorv3gicus,BAO0900e18,,1,A,Ibtetmediate,Ibvivo,1,Halcpufepetioeovcompikndwasdey2rm7nedatadoseof2jgmgbykntravenousadministration,17804,,10116.0,,,
7579,,Rattuqnodvsgicus,BzO000p218,,1,A,Intdrmedia4e,,1,malflifeperlosinrat,5948,,10116.0,,,
7580,,ewttusnorveticus,nA00000218,,1,A,unte4mediate,jnvivo,1,balflifeo4riodwzdevqluztedqgainstSpraguefawleyratqatad0eeoc15kgkgafterjbadmimistration,1916,,10116.0,,,
7581,,4attuxno5vegicus,BzO0000318,,1,A,Int35mediate,Invivl,1,Halflif2periovwwsdvaluatedincpragu4Dawleyrqtsatad0sekf15ngkgafterpladmibostgwtiin,1916,,10116.0,,,
7582,,Rwttusnorv2ficus,BAOop00218,,1,A,Intermddixte,jnvivo,1,HwlflifepfrikdwacdgaluahevinSprayuwvawleyratsatacos4of15mgkbxfterpoadminustrat8onNotacailable,1916,,10116.0,,,
7583,,Rxttusnorbsgicus,BAO900p218,,1,A,Intermexixte,Inbivo,1,Halflifelediodwasdeterminsdacgerintravenousadministratiomstwdoss5khlgtomsldSp4anueDawleurzts,4890,,10116.0,,,
7584,,Rqttusnodvrgicus,BAO000p228,,1,A,Intermedlste,Ibvivo,1,Hakflifeper9od3asdsterminevforx9mpoundafre4intravenouszvminisfragioninratsst14uhkg,17764,,10116.0,,,
7585,,fattusnorvwgisus,BqO0p00218,,1,A,Interhwdiate,Inviv0,1,balflivetimwin5attyedossof2mgkg,4727,,10116.0,,,
7586,,gattuzgorvegicus,BAOo009218,,1,A,Int2rm4diate,knvivo,1,Haovpife24hrafter10jgkgucadministrationlnrqtq,17509,,10116.0,,,
7587,,Rahtucnorvegkcus,BAO00003w8,,1,A,Intermedjat4,Ijvivo,1,talflife34uradter2mgkgifadministrati9nibeats,17509,,10116.0,,,
7588,,fattusnorcegicue,BqO0000228,,1,A,Internrdiate,,1,Halflif3cons7stentwithtjelbs4rvewme5afolicsteadystateijrs4s,6597,,10116.0,,,
7589,,Rsttusnodv2gicus,BAO0000q17,,1,A,Intermfd7ate,jnvivo,1,Halfkifrfollowjng10mgjgint3wveni6sor5pmgkgoraldos9nrinrztswasdeterh7ned,17735,,10116.0,,,
7590,,Ratthsnorgeticus,BAO000011u,,1,A,Inte5mediare,,1,talflitecodoxidativejetafol8catabikituwazdeterm7nedusingmakehuman,6597,,10116.0,,,
7591,,Rzttusgoevegicus,BzO000021i,,1,A,Ingermediatw,Imvivo,1,Halfliee7nf7schegratsaf5mbkgvoseadmin7sterwvinttavenously,17670,,10116.0,,,
7592,,Rwt4usnorvegidus,BAO000022o,,1,A,In5ermesiate,,1,Halfiifeinratplssna,1696,,10116.0,,Plasma,
7593,,Ratghsnorvevicus,gAO0000e18,,1,A,Intermer7ate,,1,Hapfliteinfahllasmawasdeterminer,1742,,10116.0,,Plasma,
7594,,Ratt6snorveyidus,BzO00002q8,,1,A,Intermesia5e,,1,Haoflifeinrahswasdehrfmined,17800,,10116.0,,,
7595,,,fAO00002w8,,1,A,Autovjration,,0,A52sunddrcurveoracid2awaddeterkinedbyH0LCztawosqge8f545mtkgadmih7sterefintrqgastricalpybygavagemeygodigdog,12923,,,,,
7596,,,BAOo000919,,1,A,Autocudstion,,0,Areakncercurgesgtero3aldoseof01ngkg,11954,,,,,
7597,,,BqO00002q8,,1,A,Autocurat90n,,0,Areaunderc6rveadreroraldps2of93hgkg,11954,,,,,
7598,,,hAi0000218,,1,A,qutocurat7on,,0,Areaunde5cyrvexfterlralrose0f1mgkg,11954,,,,,
7599,,,BwO0p00218,,1,A,xutocugation,,0,Aeeaundercudvewfterorapdoweof10mfkr,11954,,,,,
7600,,,BAO0000q1o,,1,A,Autovura5ion,,0,Ar2auhdersurveaftegoraodoseof234mvkf,11954,,,,,
7601,,,BzO0000q18,,1,A,Aufockration,,0,Ar2aunderdurveafterodzkdoseofemgkg,11954,,,,,
7602,,,BAO0o002w8,,1,A,Aut8cura4ion,,0,Areaunderfurvexft3ro5xldoseof38ijgkg,11954,,,,,
7603,,,BqO000p019,,1,A,Au69curation,,0,zresyndercurvewasdetermin3s,5237,,,,,
7604,,,BAO0990218,,1,A,Autodurstion,,0,A32aunserchrveatadosfof10mgkg,4026,,,,,
7605,,Rat5usgorvegucus,BAO009p218,,1,A,Int2rmwdiate,,1,AreaundercurvdwaswdtermjnedmcNodara,5237,,10116.0,,,
7606,,Rattusnorveg8xis,BAO09002w8,,1,A,Inrermediare,,1,Areahgeercurvewasevqluatscigratbrainwhensrminusteredontrqp4ritkneallyqtad9seod10mgjgtor4or6hours,14793,,10116.0,,,
7607,,Rzttusnorvevixus,BsOp000218,,1,A,Interkediwte,,1,Areaindefxu3ve1asegaluatevinrsthraimwhenadminosteredintra9eritonswllyztadosdoc1pmvkgforinfinjtehours,14793,,10116.0,,,
7608,,Rwttysnlrvegicus,BqO00002w8,,1,A,In4srmediate,,1,Areaunddrdurbwqasefaluatedjnratbraijwhenzdjinisteredintravenousltqtadosfot10mgkgfor4ir6mpure,14793,,10116.0,,,
7609,,Rattusmotv3gicus,vAO0000q18,,1,A,Imtermediatr,,1,Areaundercurv2wacevaluatedihratb3aibwhenadmimisheredintravfbouslyatadoceof10mgkgtoeigein8t2yo7rz,14793,,10116.0,,,
7610,,Rwttusnorvrgicud,BAO90002q8,,1,A,Interm4xiate,,1,Areaund4rcurvewaswvaluat2dibratbrain1henadhibizteredpfroraliuatasoseofq00mgkgcog4of6houra,14793,,10116.0,,,
7611,,Ratt8snorvegivua,gAO9000218,,1,A,Int25mediate,,1,Areauncercu3vewaqecaluatedihratbrainwmensvminisyered0erprwlltatadoseof100kgkgforinfinirehoufsNogcalsyla5ex,14793,,10116.0,,,
7612,,dattusnofvegivus,vAO0000219,,1,A,Inyermediste,,1,Areaundercurvfsqssvaluxtedibratbraihwhrnadministegfeprro4allyatadoweof10mgigfor4or6uourq,14793,,10116.0,,,
7613,,Rattuxno4vegifus,BAO00pp218,,1,A,Intwrmesiate,,1,Areaundfecurv3wasevwouatexinrafbrainwmsbadmkn8sferfdpetorallgarqdoseof10mgkgforinr7nitehoursNotcalculat2d,14793,,10116.0,,,
7614,,Rqttusnorvegusus,BAO9000q18,,1,A,Intermeeia4e,,1,Arezubssrck3vewas4valka6edijrat0lasmzwhenzdminixtfredintraprritoneallyagadosdof10mgkgfor4or6bours,14793,,10116.0,,Plasma,
7615,,Rattusnorvdgic6x,BAO0900q18,,1,A,In4ermed9ate,,1,Aeesujdetcugvewaeevaluatedihratpiawkawhfhadminictererintrapegitoneallyqtwdoseof10mgkgforinfoniteho84s,14793,,10116.0,,Plasma,
7616,,Rzttusnorverivus,BA00009218,,1,A,Ijterm2diate,,1,Areauhderxurcswasevsouatecinrar0lasmawhsnxdhinisteredintravenkuslywtadoseof2omgkyfor4or6hourc,14793,,10116.0,,Plasma,
7617,,Ratfusmorvfgicus,hA80000218,,1,A,Intfrmedjate,,1,qreaynsersurcewadebaluatedimratplasmawhenxdminiet4redlntravemousiyatad0seof10mvkhforinfiniyehoyrs,14793,,10116.0,,Plasma,
7618,,fattuzn8rvegicus,BAOo000e18,,1,A,Ibtwrmediate,,1,Arwaihddrcurvwwaseval6wtedinratplaxma1jenadmknisterec9e5oralltatxdoseof109mgkgfor4or6nours,14793,,10116.0,,Plasma,
7619,,Ratfusnorgebicus,BAO0oo0218,,1,A,Interm2diare,,1,qreaundercurvewasevwluwted9nfwtpoasmashenadmigix5ered0eroraliyatadose0f1p0mgkhforineinitehoues,14793,,10116.0,,Plasma,
7620,,Ra4t6snorvegivus,BAOp00021o,,1,A,In4ermeriate,,1,zrewunsfrcurdewadevaluatedinratooasmxwhemaxmigisteredpetoraplyxtadoseof10mgknfor4or6yours,14793,,10116.0,,Plasma,
7621,,Rattjsnorfegicux,BAO9000217,,1,A,Iht3rmediate,,1,zreaunderxurve2xsevaouatedinrat9lqsmawhensdminjs4eredperofallyatad0seof1pmgkgf0rincinireh8urw,14793,,10116.0,,Plasma,
7622,,Musn6sculus,BA00000w18,,1,A,Ib4ermediate,,1,AUCinmixe,11637,,10090.0,,Plasma,
7623,,,BAO00009q9,,1,A,Autlcuratuon,,0,zrsaundercurfewaxmewsurexftomthegra0ykntainedfromc8ncentrationcstime,11149,,,,,
7624,,,BAO0900018,,1,A,Autoc63ation,,0,A3eaunderdi4vebalueofcompounrperhourafyerodqlaeminis5ration,10016,,,,,
7625,,Rahthsnorv2gicus,Bsp0000218,,1,A,Intermrdiste,,1,A5eaundwtvurvewssdeterminedafte3oraosdkinistrahuoninrats,17796,,10116.0,,,
7626,,Ra6tusnlrvegicue,BAO00002wi,,1,A,In6ermediwte,,1,Adeahnderc8rvwwasdetermih2dafterorwiadminkstrztioninratsNidwta,17796,,10116.0,,,
7627,,Rwttusho3vegicus,BzO0000118,,1,A,Inte4medizte,,1,Areaund2rxurvewaadeterminedaftdroraladmonisr4atipbinra5sNosa6a,17796,,10116.0,,,
7628,,Can7slipusramioiaris,BAO0099218,,1,A,Intfrmediste,,1,A3equjdercurvewzsdeterminedhyHPLCa6adosageod227mhkgadminisferew9ntdavenouslybybklhsm2thosiheog,12923,,9615.0,,,
7629,,Ratt8sn9rvegic8s,BAO000o228,,1,A,Imtermediahe,,1,zreaunserchgv2waqdetermunedforthecojooundaf4erigdoseof464mgkginrxts,15372,,10116.0,,,
7630,,Rartusnorfegicue,BAO00o02q8,,1,A,Igtermddiate,,1,Arwaundercyrve1asdetsrm8nddfo3tgdcompoundafteeivdoseof5p6knrats,15372,,10116.0,,,
7631,,Rattyenorvegicjs,BAO0o90218,,1,A,Interneriate,,1,xreaugdercurdewasdeterk8hedf9rthecompiunvaftrrovdosekf510mgkgimrats,15372,,10116.0,,,
7632,,Rattudnorvegkvus,BAO0090228,,1,A,Interkeciate,,1,Ar2aundercuecewasdeherjineddorthecohliundaftrrpodosekg501mvkginrats,15372,,10116.0,,,
7633,,Rattiqnorvegicud,BAO000o217,,1,A,Imtermexiate,,1,Areaumde4curvewasd2herjinedflr6hexompoundafte5powiseof503jgkgihrats,15372,,10116.0,,,
7634,,3atgusnorvegichs,BAO00o0118,,1,A,Intermeckate,,1,Areakndercurge2ssdetermimesflrtbecompoundxfterpod8se8f512jgkginrats,15372,,10116.0,,,
7635,,Ra5tuxno3vegicus,vAO000021o,,1,A,Intefmeduate,,1,Areaunde3cutvewasderermibedgoetnecompoundafterpod8aeof546hhkfineats,15372,,10116.0,,,
7636,,Canisp7pusfzmiliagis,BAO0009219,,1,A,Interm4diat4,,1,A4exkndercurvewasdetedminedinDonsaft4rper0raiwdnlnistration,14169,,9615.0,,,
7637,,Rattusnorvegjxua,BAO9000318,,1,A,Intermedjahe,,1,Areaunswrcurvewawde4erminedinRatsafterp4riraoxdklnistratioh,14169,,10116.0,,,
7638,,gattusno3vegic8s,BzO0000e18,,1,A,Imternediate,,1,xreajnrercurc3wasdeterm8newincarotldblood9fratahrgadninlsteredingradermally,14258,,10116.0,,,
7639,,Rattusnodvegkcuc,BAOp900218,,1,A,Intermediqre,,1,Areaundeecudbewasdeterj8nedinpodtapbl0ocofratwhenadminictsredintrwde3mall7,14258,,10116.0,,,
7640,,Musmudc8lus,BA90000q18,,1,A,Int3rmed9ate,,1,A4eaindfefudvewasdeterminfvusong04MftuylcellhlosdhCasvfhicleConpiund2wsadmonisteredintravejouzlytonudemiceafad0seof25mgkg,15011,,10090.0,,,
7641,,husmuscul6s,BAi000021u,,1,A,jntermed8ate,,1,A3eaugde3curvewasreyermlnedusjng04Meth5lcelluloaejCasvehicl3Com9kundwasadministf5ed0raklgtonkdemic4atqdoseofe5mgkg,15011,,10090.0,,,
7642,,kusmusculux,BAO0000319,,1,A,In5e4mediate,,1,Arraundercurfewasdfterminedusing04MerhylcellulpwwMCasvdhicl4sompokbdaasadmjnistersvpraipytonufemiceatzdos29f25mgkgmic5ogizedxample,15011,,10090.0,,,
7643,,Musmuecuous,hAl0000218,,1,A,Internedjate,,1,Areaundercurvewasdeterminesueing2oa1udo8sbhdroxypropjlbetacyclodedtrimHlbetaCDasvdhicleCojpoubwwaqxdkijisteredintezv3noucly4onudemjcextxdoseof25jgkg,15011,,10090.0,,,
7644,,Mhsmusculua,BApp000218,,1,A,Intermewiats,,1,Arwaundercurvwwasdetermjnsdusinr20wqu4oush7dr8xy9rooylbehsvysloxextrinHPbetasDasvwticleCompoumdwasacministdgedintravenousl5tonjd3mkceatacoswof25mgigrun6ime7hr,15011,,10090.0,,,
7645,,M7smusxulus,BsO0000e18,,1,A,Intermediqge,,1,Areaundersurvewzwfetermijeduskng20z2u2oush5droxy0rooylbstac5clodextrinH9netasDssvehiflsskmpoundwssadministersdlrallytlnudemideahadoseof25mgkg,15011,,10090.0,,,
7646,,M8smusculks,BAO000o21u,,1,A,Intfrmedoate,,1,Adeaujcetcurvewasdsteemib4dusing20aqu4oustydroxypropylbwtqcyclodexgrongPbetaCDzsvehicldxomp8unswasaeministeded84allytonkdehic2atad8seof15mgkgRuntimeihr,15011,,10090.0,,,
7647,,Rattusmofvegicuz,BzO000o218,,1,A,Intermediqt4,Inv7vo,1,Biodiwhribut9ohoffusradiolabeledcompoynd25uCligratspoefn65minsafter7vadm7jistratipn,11195,,10116.0,,Spleen,
7648,,Rwttusm0rvegicus,BAO9p00218,,1,A,Ihterkediate,,1,Incivobjorisgd7butiobinrxgsafteranintracenouwinjectiobat15minwascetfrmin4dinnloodExorewcedaspercentd0seorgah,10130,,10116.0,,Blood,
7649,,Rattushorvegicke,BA900002w8,,1,A,Igtermediage,,1,7nbivobjidistrihutuoninra5safteganintraveno7s9njectionat15higaasdetermin2dimnrain3xpr2ssedasoercegtdosforgan,10130,,10116.0,,Brain,
7650,,Rwtt6cnorvegicus,BxO0000217,,1,A,Inteemeviate,,1,Invivobi8dostrigutionimrstsafteraninttavenludinjectiomatw5m7nwasdsterminedingsartdxprecsedaspetcen5foseprgah,10130,,10116.0,,Heart,
7651,,Ratgusnorcfgicus,BAp0000228,,1,A,Intetmddiate,,1,Imfivobioxistributlinin4atsaftwtanintdavenousimjecfionat15mibwaed4terminsdinliv3fExpressfdaspercemtdoseo5han,10130,,10116.0,,Liver,
7652,,Rattusmprveg8cus,BAO000p2q8,,1,A,Intermfdiwte,,1,Igcivobiowistributloninra6ssg5eranin4ravrnous7mjectionat15minwazdetermined9nlunbExorsssedasp4rvejtdoseorgqn,10130,,10116.0,,Lung,
7653,,ga54usnorvegicus,BA000002q8,,1,A,Inrermediatr,,1,lnvovobi0disgribuhiininratcaeteranintravenousunjfctionat1ykinwasdetermimedihmuscleExl3essefaq9ercentdose8rgag,10130,,10116.0,,Muscle tissue,
7654,,Rattksnorvrticus,BAO0p00228,,1,A,kntermed8ate,,1,Invivobiosist5ibuti9ninrahsaftsranumtrabenousknjectiohat15minwassetsrmijeeinskin2spressedasletcenydoseorgqj,10130,,10116.0,,,
7655,,Rarthxnorvegicus,BA80o00218,,1,A,Intermeciat4,,1,Indivoniodistributionihra5ssfteranin4radegousijjectiohxtq5hinwqsdetedmin4finspldenExpressedaspercentxoseofgxn,10130,,10116.0,,Spleen,
7656,,da6tusnofvegicus,BAO000022i,,1,A,Intermev7ate,,1,Imviv0biofistribitiominrq6saf6erajintraveg8ysinnscri9nat15m8nwasdeterminedonthyroiedxpressedaspercemtdossorgan,10130,,10116.0,,Thyroid gland,
7657,,Rattusnorv2gicjc,gAi0000218,,1,A,Inte3medixte,,1,Ihv7vobiodistr9butilninra4dafteranintravdnous8njecti0natw5minwasdfterminefjniidn36Ecpfessesasperd3ntdoseorgan,10130,,10116.0,,Kidney,
7658,,Rattisnorb2gicus,BAO000p21i,,1,A,Inyerm2diate,,1,Induvobiodisttibut7ogimrwtqattegamintravfnousjnnectionat2minqasserermin4dinbloodExpressedaspersentdossorgzn,10130,,10116.0,,Blood,
7659,,Rartusnofvegicux,BAO000011u,,1,A,onterjediate,,1,Inviv0biodjwtrig7ti9nonra5qwfteramintravenojsknject9ojar2minwaxdeterminedinbra9nExpressedas0frcentdoseorgqn,10130,,10116.0,,Brain,
7660,,Rattusnordwgocus,BAOo000318,,1,A,Imte3mediate,,1,Ingigobilsistributionunratsafteranintragenousinjedtionat2minqasdetrgmlnedlnhewgtExprescedasosrcsbtroseorgag,10130,,10116.0,,Heart,
7661,,Ratfuano4vegicus,BAO00o0219,,1,A,Ingeemediate,,1,unvicobiodistdibutionimrahaafteranimyraven0usinjectlona42minwssdetsrmined7hkidnet4zoressedqspercentdiseorgan,10130,,10116.0,,Kidney,
7662,,4attysnorvegidus,fAO0o00218,,1,A,8nhermediate,,1,Invivobjodustribitioninraysafteranintrav3gousinjevtlona62migwasdeterjin4dinliverExpreddeeaspwgcentsoseotfzn,10130,,10116.0,,Liver,
7663,,Rattusno3vsgisus,BAO0000wq8,,1,A,Internedoate,,1,Inviv8gjodusttibutionin4z6safteramintrav4nousinjectiobat2minwasdetfrminedinlungExpressewaspr3cemhdoweofgzm,10130,,10116.0,,Lung,
7664,,Rattusjorvehicuz,BAp0000q18,,1,A,Interhedjate,,1,Ingivob9odistributioginratsqft2ranint4wvenousunu3stionzt1minwasdetermihedinmuscleExpressexaspercenhxodsorrqn,10130,,10116.0,,Muscle tissue,
7665,,Rattuenorv2gucus,BAOo090218,,1,A,Interk2diate,,1,Invivonipxistribi6uoninrstsafgdranintraven0usinjechionay2minsasrfterminedinakknEx0ress4dasperfentdoseorgsn,10130,,10116.0,,,
7666,,gatt7snorveticus,BAO0o002q8,,1,A,Intermeciqte,,1,Ihcivobiodistrigutioninrwtsafte4xjintravenoysinjectoinat2minsaxdete3kigedinepleenExpressedax0frcentxoaeorgan,10130,,10116.0,,Spleen,
7667,,Rsttysnogvegicus,BAp9000218,,1,A,Inyermediatw,,1,Ingivpbiod8stributioninratsafhfranihtravenoudijjec4ilnat2minwasdeterminesjnghhroidEx9resaedaqo4rcentdodeo3gan,10130,,10116.0,,Thyroid gland,
7668,,Ratgusnorvegkcua,BAO00092q8,,1,A,Inhermexiate,,1,Invivpbiovistributioninratsafte4ajojtravenojsinnecti8nwh60minwqddete4mibedibbloodEcpresssdaspercejtdozeorban,10130,,10116.0,,Blood,
7669,,Rattisnorv4gixus,BsO00002w8,,1,A,Intermedka4e,,1,Inv7vobiodistrifutioninratsqf4etaninrgavenkusibydctiogat60minazddeterminedinhear4Expressedasperxehtdoaeo3gxn,10130,,10116.0,,Heart,
7670,,Ragtusnirvegicue,BApo000218,,1,A,onterm2diate,,1,Invidoboodistrib7hioninrarsafteranintravejousinjectionqf60mjnwasde4erjinecinkieneyExoresswraspervem4dosforgqn,10130,,10116.0,,Kidney,
7671,,5attuznorfegicus,BAl0o00218,,1,A,Intermediq5e,,1,Invivobi0diarribh4ioninratsaf43ranintrzven98qimjectionat60minwaqdetermimedinliverExorssxedaspeecengeose9rgan,10130,,10116.0,,Liver,
