ss_tst_tp,vrnt_d,ss_tp,src_ss_d,crtd_b,cnfdnc_scr,ss_ctgr,td,chmbl_d,tss_d,ss_d,ss_rgnsm,ss_cll_tp,ss_tx_d,rltnshp_tp,ss_tss,src_d,cll_d,dscrptn,ss_sbclllr_frctn,b_frmt,dc_d,ss_strn
In vivo,,A,,Intermediate,1,,50588,CHEMBL624994,1637.0,10935,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL624995,1637.0,10936,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL624996,1637.0,10937,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL624997,1637.0,10938,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL624998,1637.0,10939,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL624999,1637.0,10940,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL882955,1637.0,10941,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625000,1637.0,10942,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625001,1637.0,10943,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625089,1637.0,10944,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625090,1637.0,10945,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625091,1637.0,10946,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625092,1637.0,10947,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625093,1637.0,10948,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625094,1637.0,10949,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625095,1637.0,10950,Canis lupus familiaris,,9615.0,N,Artery,1,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,,BAO_0000218,9025,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625096,,10951,Canis lupus familiaris,,9615.0,N,,1,,Compound was evaluated for its bioavailability in the dogs,,BAO_0000218,2249,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625097,,10952,Rattus norvegicus,,10116.0,N,,1,,Compound was evaluated for its bioavailability in the rats,,BAO_0000218,2249,
In vivo,,A,,Autocuration,0,,22224,CHEMBL882956,,10953,,,,U,,1,,Compound was evaluated for oral bioavailability,,BAO_0000218,17515,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625098,,10954,Rattus norvegicus,,10116.0,N,,1,,Compound was evaluated for percentage of Oral bioavailability in rats,,BAO_0000218,14541,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625099,,10955,Cavia porcellus,,10141.0,U,,1,,Bioavailability in guinea pig,,BAO_0000218,12797,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625100,,10956,Rattus norvegicus,,10116.0,N,,1,,Compound was evaluated for the oral bioavailability in rat,,BAO_0000218,12797,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625101,,10957,Canis lupus familiaris,,9615.0,N,,1,,Compound was evaluated for the oral bioavailability in dog,,BAO_0000218,12797,
In vivo,,A,,Intermediate,1,,50597,CHEMBL874396,,10958,Rattus norvegicus,,10116.0,N,,1,,Compound was evaluated for the oral bioavailability in rat,,BAO_0000218,12797,
In vivo,,F,,Autocuration,0,,22224,CHEMBL625102,,10959,Canis lupus familiaris,,9615.0,U,,1,,Bioavailability in dog (dosed i.v.),,BAO_0000218,11727,
In vivo,,A,,Intermediate,1,,50588,CHEMBL625103,,10960,Canis lupus familiaris,,9615.0,N,,1,,Compound was tested for in vivo bioavailability in dog,,BAO_0000218,13249,
In vivo,,A,,Intermediate,1,,100712,CHEMBL625104,,10961,Cricetinae,,10026.0,N,,1,,Compound was tested for in vivo bioavailability in hamsters,,BAO_0000218,13249,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625105,,10962,Simiiformes,,314293.0,U,,1,,Compound was tested for in vivo bioavailability in monkey,,BAO_0000218,13249,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625106,,10963,Rattus norvegicus,,10116.0,N,,1,,Compound was tested for in vivo bioavailability in rat,,BAO_0000218,13249,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625107,,10964,Mus musculus,,10090.0,U,,1,,Oral bioavailability in mouse,,BAO_0000218,9552,
In vivo,,A,,Intermediate,1,,50594,CHEMBL625108,,10965,Mus musculus,,10090.0,N,,1,,Compound was tested for percent of oral bioavailability in mice; 56-74,,BAO_0000218,9552,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625109,,10966,Mus musculus,,10090.0,U,,1,,Oral bioavailability in mouse (nude) (dose of 25 mg/kg),,BAO_0000218,14839,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625110,,10967,Macaca fascicularis,,9541.0,U,,1,,Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),,BAO_0000218,14839,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625111,,10968,Macaca fascicularis,,9541.0,U,,1,,Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL625112,,10969,Mus musculus,,10090.0,N,,1,,Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL875334,,10970,Mus musculus,,10090.0,N,,1,,Oral bioavailability in nude mice,,BAO_0000218,14839,
In vivo,,A,,Autocuration,0,,22224,CHEMBL628617,,10971,Primates,,9443.0,U,,1,,Bioavailability in monkey (i.d. dosing),,BAO_0000218,11219,
In vivo,,A,,Autocuration,0,,22224,CHEMBL628618,,10972,Rattus norvegicus,,10116.0,U,,1,,Bioavailability in rat,,BAO_0000218,9552,
In vivo,,A,,Autocuration,0,,22224,CHEMBL628619,,10973,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL628620,,10974,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,,BAO_0000218,11732,
In vivo,,A,,Intermediate,1,,100710,CHEMBL628621,,10975,Macaca fascicularis,,9541.0,N,,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,100710,CHEMBL628622,,10976,Macaca fascicularis,,9541.0,N,,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,100710,CHEMBL628623,,10977,Macaca fascicularis,,9541.0,N,,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,100710,CHEMBL628624,1969.0,10978,Macaca fascicularis,,9541.0,N,Plasma,1,,Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL628625,1969.0,10979,Mus musculus,,10090.0,N,Plasma,1,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,100710,CHEMBL628626,1969.0,10980,Macaca fascicularis,,9541.0,N,Plasma,1,,Maximal plasma concentration in cynomolgus monkeys after 5 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627041,1969.0,10981,Mus musculus,,10090.0,N,Plasma,1,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627042,1969.0,10982,Mus musculus,,10090.0,N,Plasma,1,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627043,1969.0,10983,Mus musculus,,10090.0,N,Plasma,1,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,BAO_0000218,14839,
In vivo,,A,,Autocuration,0,,22224,CHEMBL627044,1969.0,10984,,,,U,Plasma,1,,In vivo evaluation of maximum plasma concentration at a dose of 10 mg/kg,,BAO_0000218,13932,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627045,1969.0,10985,Mus musculus,,10090.0,N,Plasma,1,,Cmax in mouse plasma,,BAO_0000218,11637,
In vivo,,A,,Autocuration,0,,22224,CHEMBL627046,1969.0,10986,,,,U,Plasma,1,,Max plasma concentration was measured by 40 mg/kg dose of peroral administration.,,BAO_0000218,11637,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627047,1969.0,10987,Rattus norvegicus,,10116.0,N,Plasma,1,,Maximal plasma concentration in rat,,BAO_0000218,13960,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627048,1969.0,10988,Rattus norvegicus,,10116.0,N,Plasma,1,,Maximal plasma level when administered 1 mg/kg perorally (po) in rat,,BAO_0000218,15905,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627049,,10989,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an intraduodenal dose of 5.2 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627050,,10990,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an intraduodenal dose of 6.6 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627051,,10991,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an intravenous dose of 5.5 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627052,,10992,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an intravenous dose of 6.5 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627053,,10993,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an peroral dose of 6.2 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627054,,10994,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration at an peroral dose of 6.3 mg/kg in rat,,BAO_0000218,14062,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627055,,10995,Mus musculus,,10090.0,N,,1,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,,BAO_0000218,15011,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627056,,10996,Mus musculus,,10090.0,N,,1,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,,BAO_0000218,15011,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627057,,10997,Mus musculus,,10090.0,N,,1,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,BAO_0000218,15011,
In vivo,,A,,Intermediate,1,,50594,CHEMBL627058,,10998,Mus musculus,,10090.0,N,,1,,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,,BAO_0000218,15011,
In vivo,,A,,Intermediate,1,,50594,CHEMBL626211,,10999,Mus musculus,,10090.0,N,,1,,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,,BAO_0000218,15011,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626212,,11000,,,,U,,1,,Maximum Concentration of the compound.,,BAO_0000218,10291,
In vivo,,A,,Intermediate,1,,50588,CHEMBL626213,,11001,Canis lupus familiaris,,9615.0,N,,1,,Maximum Concentration was measured after iv administration into Beagle dog,,BAO_0000218,14599,
In vivo,,A,,Intermediate,1,,50588,CHEMBL626214,,11002,Canis lupus familiaris,,9615.0,N,,1,,Maximum Concentration was measured after iv administration into Beagle dog.,,BAO_0000218,14599,
In vivo,,A,,Intermediate,1,,50588,CHEMBL626215,,11003,Canis lupus familiaris,,9615.0,N,,1,,Maximum Concentration was measured after po administration into Beagle dog,,BAO_0000218,14599,
In vivo,,A,,Intermediate,1,,50588,CHEMBL626216,,11004,Canis lupus familiaris,,9615.0,N,,1,,Maximum Concentration was measured after po administration into Beagle dog.,,BAO_0000218,14599,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626217,178.0,11005,,,,U,Blood,1,,Maximum blood level reached after an dose of 10.6 uM/kg intravenously,,BAO_0000218,12767,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626218,178.0,11006,,,,U,Blood,1,,Maximum blood level reached after an iv dose of 12.2 uM/kg,,BAO_0000218,12767,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626219,178.0,11007,,,,U,Blood,1,,Maximum blood level reached after an oral dose 14.7 uM/kg oral route,,BAO_0000218,12767,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626220,178.0,11008,,,,U,Blood,1,,Maximum blood level reached after an oral dose of 14.7 uM/kg intravenous route,,BAO_0000218,12767,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626221,178.0,11009,,,,U,Blood,1,,Maximum blood level reached after an oral dose of 5.0 mg/kg,,BAO_0000218,12767,
In vivo,,A,,Autocuration,0,,22224,CHEMBL626222,178.0,11010,,,,U,Blood,1,,Maximum blood level reached at dose of 10.6 uM/kg orally,,BAO_0000218,12767,
In vivo,,A,,Intermediate,1,,50512,CHEMBL626223,,11011,Cavia porcellus,,10141.0,N,,1,,Maximum concentration (Cmax) in guinea pigs at 2 mg/kg after oral administration,,BAO_0000218,14706,
In vivo,,A,,Intermediate,1,,50512,CHEMBL626224,,11012,Cavia porcellus,,10141.0,N,,1,,Maximum concentration (Cmax) in guinea pigs at 3 mg/kg after oral administration,,BAO_0000218,14706,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626225,955.0,11013,Rattus norvegicus,,10116.0,N,Brain,1,,Maximum concentration achieved in rat brain when administered intraperitoneally at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626226,955.0,11014,Rattus norvegicus,,10116.0,N,Brain,1,,Maximum concentration achieved in rat brain when administered intravenously at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626227,955.0,11015,Rattus norvegicus,,10116.0,N,Brain,1,,Maximum concentration achieved in rat brain when administered perorally at a dose of 100 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626228,955.0,11016,Rattus norvegicus,,10116.0,N,Brain,1,,Maximum concentration achieved in rat brain when administered perorally at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626229,,11017,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration achieved in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626921,,11018,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration achieved in rat plasma when administered intravenously at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL876793,,11019,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration achieved in rat plasma when administered perorally at a dose of 100 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625309,,11020,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration achieved in rat plasma when administered perorally at a dose of 10 mg/kg,,BAO_0000218,14793,
In vivo,,A,,Intermediate,1,,50278,CHEMBL625310,,11021,Bacillus subtilis,,1423.0,N,,1,,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,BAO_0000218,10524,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625311,,11022,Simiiformes,,314293.0,U,,1,,Maximum concentration determined in monkeys dosed intravenously with 30 mg/kg,,BAO_0000218,11871,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625312,,11023,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration determined in rats dosed intravenously with 20 mg/kg,,BAO_0000218,11871,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625313,,11024,,,,U,,1,,Maximum concentration for the bioavailability at a dose of 20 mg/kg administered orally,,BAO_0000218,3437,
In vivo,,A,,Intermediate,1,,50594,CHEMBL625314,,11025,Mus musculus,,10090.0,N,,1,,Maximum concentration in male CD-1 mice after sc administration of 20 mg/kg,,BAO_0000218,12038,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625315,,11026,Rattus norvegicus,,10116.0,N,,1,,Maximum concentration in male rats after iv administration of 20 mg/kg,,BAO_0000218,12038,
,,A,,Intermediate,1,,50597,CHEMBL625316,2107.0,11027,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.06-1.29,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625317,2107.0,11028,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.77-2.08,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625318,2107.0,11029,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.89,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625319,2107.0,11030,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.57-1.66,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625320,2107.0,11031,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.06-2.71,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625321,2107.0,11032,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.98-3.22,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625322,2107.0,11033,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.73-1.45,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL876801,2107.0,11034,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.03-1.31,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625323,2107.0,11035,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 6.76-10.44,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625324,2107.0,11036,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.47-1.17,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625325,2107.0,11037,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.12-1.44,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625326,2107.0,11038,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.38-0.57,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625327,2107.0,11039,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.75-1.14,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625328,2107.0,11040,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 1.36-1.74,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625329,2048.0,11041,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.5,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL625330,2048.0,11042,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 3.10-3.77,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627774,2048.0,11043,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.4-0.54,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627775,2048.0,11044,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.58-0.86,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627949,2048.0,11045,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.77-0.86,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627950,2048.0,11046,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.86-1.13,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627951,2048.0,11047,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 2.26-2.89,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627952,2048.0,11048,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.7,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627953,2048.0,11049,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.6-0.66,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627954,2048.0,11050,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.35-1.74,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627955,2048.0,11051,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.62-7.08,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627956,2048.0,11052,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.47-0.56,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL876802,2048.0,11053,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.54-1.07,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627957,2048.0,11054,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.76-0.91,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627958,2048.0,11055,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.61-0.86,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627959,2048.0,11056,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 2.11-3.79,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627960,2048.0,11057,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.3-0.36,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627961,2048.0,11058,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.36-0.44,,BAO_0000218,8418,
