assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
7891,,1,,Rattus norvegicus,,5937,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,A,In vivo,,10116.0,,
7892,,1,,Rattus norvegicus,,5871,Plasma clearance in rat by iv administration,A,In vivo,,10116.0,,
7893,,1,,Rattus norvegicus,,5874,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,A,In vivo,,10116.0,,
7894,,1,,Rattus norvegicus,,6504,Plasma clearance in rat p.o.,A,In vivo,,10116.0,,
7895,,1,,Rattus norvegicus,,6803,Plasma clearance in rats,A,In vivo,,10116.0,,
7896,,1,,Rattus norvegicus,,5041,Plasma clearance was determined; ND denotes no data,A,In vivo,,10116.0,,
7897,,1,,Rattus norvegicus,,5041,Plasma clearance was determined; ND denotes not determined,A,In vivo,,10116.0,,
7898,,1,,Rattus norvegicus,,1916,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,A,In vivo,,10116.0,,
7899,,1,,Rattus norvegicus,,5199,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,,10116.0,,
7900,,1,,Rattus norvegicus,,16367,Plasma administration to rats,A,In vivo,,10116.0,,
7901,,1,,Rattus norvegicus,,6362,Plasma clearance of the compound in female Sprague-Dawley rats,A,In vivo,,10116.0,,
7902,,1,,Rattus norvegicus,,15662,Plasma clearance was observed after intravenous administration in rat,A,In vivo,,10116.0,,
7903,,1,,Rattus norvegicus,,6215,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,A,In vivo,,10116.0,,
7904,,1,,Rattus norvegicus,,1466,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,A,In vivo,,10116.0,,
7905,,1,,Rattus norvegicus,,15662,plasma clearance was observed after intravenous administration in rat,A,In vivo,,10116.0,,Plasma
7906,,1,,Rattus norvegicus,,4723,In vivo CL/F determined,A,In vivo,,10116.0,,
7907,,1,,Rattus norvegicus,,2792,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,A,In vivo,,10116.0,,Plasma
7908,,1,,Rattus norvegicus,,2792,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,A,In vivo,,10116.0,,Plasma
7909,,1,,Rattus norvegicus,,5213,Compound was tested for the lower blood clearance in rat,A,In vivo,,10116.0,,
7910,,1,,Rattus norvegicus,,4687,Evaluated for the low clearance in rat (in vivo),A,In vivo,,10116.0,,
7911,,1,,Rattus norvegicus,,3371,Pharmacokinetic property (CLb)of the compound was determined in rat,A,In vivo,,10116.0,,
7912,,1,,Rattus norvegicus,,4690,Rapid clearance after intravenous administration in rat was determined,A,In vivo,,10116.0,,
7913,,1,,Rattus norvegicus,,5702,Clearance measured in rat,A,In vivo,,10116.0,,
7914,,1,,Rattus norvegicus,,740,Compound was evaluated for plasma clearance in rat,A,In vivo,,10116.0,,Plasma
7915,,1,,Rattus norvegicus,,4853,Low plasma clearance was calculated in rat,A,In vivo,,10116.0,,Plasma
7916,,1,,Rattus norvegicus,,5789,Pharmacokinetic property (Clp) in rat,A,In vivo,,10116.0,,
7917,,1,,Rattus norvegicus,,4527,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,A,In vivo,,10116.0,,
7918,,1,,Rattus norvegicus,,4527,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,A,In vivo,,10116.0,,
7919,,1,,Rattus norvegicus,,6518,Plasma clearance after IV dosing at 0.5 mg/kg in rat,A,In vivo,,10116.0,,
7920,,1,,Rattus norvegicus,,6518,Plasma clearance after IV dosing at 1 mg/kg in rat,A,In vivo,,10116.0,,
7921,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,A,In vivo,,10116.0,,Heart
7922,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,A,In vivo,,10116.0,,Heart
7923,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,A,In vivo,,10116.0,,Heart
7924,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,A,In vivo,,10116.0,,Heart
7925,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,A,In vivo,,10116.0,,Heart
7926,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,A,In vivo,,10116.0,,Heart
7927,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,A,In vivo,,10116.0,,Heart
7928,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,A,In vivo,,10116.0,,Heart
7929,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,A,In vivo,,10116.0,,Heart
7930,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA at 15 min,A,In vivo,,10116.0,,Heart
7931,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,A,In vivo,,10116.0,,Heart
7932,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA at 30 min,A,In vivo,,10116.0,,Heart
7933,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,A,In vivo,,10116.0,,Heart
7934,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,A,In vivo,,10116.0,,Heart
7935,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,A,In vivo,,10116.0,,Heart
7936,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,A,In vivo,,10116.0,,Heart
7937,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,A,In vivo,,10116.0,,Heart
7938,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,A,In vivo,,10116.0,,Heart
7939,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,A,In vivo,,10116.0,,Heart
7940,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,A,In vivo,,10116.0,,Heart
7941,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,A,In vivo,,10116.0,,Heart
7942,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,In vivo,,10116.0,,Heart
7943,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,A,In vivo,,10116.0,,Heart
7944,,1,,Rattus norvegicus,,9866,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,A,In vivo,,10116.0,,Heart
7945,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,A,In vivo,,10116.0,,Kidney
7946,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,A,In vivo,,10116.0,,Kidney
7947,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,A,In vivo,,10116.0,,Kidney
7948,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,A,In vivo,,10116.0,,Kidney
7949,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,A,In vivo,,10116.0,,Kidney
7950,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,A,In vivo,,10116.0,,Kidney
7951,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,A,In vivo,,10116.0,,Kidney
7952,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,A,In vivo,,10116.0,,Kidney
7953,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,A,In vivo,,10116.0,,Kidney
7954,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,In vivo,,10116.0,,Kidney
7955,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,A,In vivo,,10116.0,,Kidney
7956,,1,,Rattus norvegicus,,9866,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,A,In vivo,,10116.0,,Kidney
7957,,1,,Rattus norvegicus,,9866,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,A,In vivo,,10116.0,,Intestine
7958,,1,,Rattus norvegicus,,9866,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,A,In vivo,,10116.0,,Intestine
7959,,1,,Rattus norvegicus,,9866,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,A,In vivo,,10116.0,,Intestine
7960,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,A,In vivo,,10116.0,,Liver
7961,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,A,In vivo,,10116.0,,Liver
7962,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,A,In vivo,,10116.0,,Liver
7963,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,A,In vivo,,10116.0,,Liver
7964,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,A,In vivo,,10116.0,,Liver
7965,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,A,In vivo,,10116.0,,Liver
7966,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,A,In vivo,,10116.0,,Liver
7967,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,A,In vivo,,10116.0,,Liver
7968,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,A,In vivo,,10116.0,,Liver
7969,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,A,In vivo,,10116.0,,Liver
7970,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,A,In vivo,,10116.0,,Liver
7971,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,A,In vivo,,10116.0,,Liver
7972,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,A,In vivo,,10116.0,,Liver
7973,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA at 15 min,A,In vivo,,10116.0,,Liver
7974,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,A,In vivo,,10116.0,,Liver
7975,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA at 30 min,A,In vivo,,10116.0,,Liver
7976,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,A,In vivo,,10116.0,,Liver
7977,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,A,In vivo,,10116.0,,Liver
7978,,1,,Rattus norvegicus,,2792,T max was determined at 3 mg/kg po dose in rats,A,In vivo,,10116.0,,
7979,,1,,Rattus norvegicus,,15078,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",A,In vivo,,10116.0,,
7980,,1,,Rattus norvegicus,,15078,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",A,In vivo,,10116.0,,
7981,,1,,Rattus norvegicus,,15022,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,A,,,10116.0,,
7982,,1,,Rattus norvegicus,,15022,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,A,,,10116.0,,
7983,,1,,Rattus norvegicus,,15022,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,A,,,10116.0,,
7984,,1,,Rattus norvegicus,,4576,Time for maximum plasma concentration determined in rat,A,,,10116.0,,Plasma
7985,,1,,Rattus norvegicus,,6681,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,A,In vivo,,10116.0,,Plasma
7986,,1,,Rattus norvegicus,,16365,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,A,In vivo,,10116.0,,
7987,,1,,Rattus norvegicus,,16365,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,A,In vivo,,10116.0,,
7988,,1,,Rattus norvegicus,,16365,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,A,In vivo,,10116.0,,
7989,,1,,Rattus norvegicus,,16365,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,A,In vivo,,10116.0,,
7990,,1,,Rattus norvegicus,,16365,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,A,In vivo,,10116.0,,
7991,,1,,Rattus norvegicus,,6824,Time of maximum plasma concentration in rat,A,,,10116.0,,Plasma
7992,,1,,Rattus norvegicus,,6685,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",A,,,10116.0,,Plasma
7993,,1,,Rattus norvegicus,,6685,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",A,,,10116.0,,Plasma
7994,,1,,Rattus norvegicus,,6685,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",A,,,10116.0,,Plasma
7995,,1,,Rattus norvegicus,,15662,Time required to reach maximum concentration (Cmax) after oral administration in rat,A,In vivo,,10116.0,,
7996,,1,,Rattus norvegicus,,1742,Time required to reach maximum concentration in rat plasma,A,,,10116.0,,Plasma
7997,,1,,Rattus norvegicus,,2774,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,A,In vivo,,10116.0,,Plasma
7998,,1,,Rattus norvegicus,,5199,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,A,In vivo,,10116.0,,Plasma
7999,,1,,Rattus norvegicus,,12873,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,A,In vivo,,10116.0,,Plasma
8000,,1,,Rattus norvegicus,,12873,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,A,In vivo,,10116.0,,Plasma
8001,,1,,Rattus norvegicus,,1916,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,A,In vivo,,10116.0,,Plasma
8002,,1,,Rattus norvegicus,,16367,Time to reach Cmax after oral administration to rats,A,In vivo,,10116.0,,
8003,,1,,Rattus norvegicus,,16366,Time to reach Cmax when a dose of 1 mg/kg is administered orally,A,In vivo,,10116.0,,
8004,,1,,Rattus norvegicus,,216,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,A,,,10116.0,,
8005,,1,,Rattus norvegicus,,6410,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,A,In vivo,,10116.0,,Plasma
8006,,1,,Rattus norvegicus,,6410,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,A,In vivo,,10116.0,,Plasma
8007,,1,,Rattus norvegicus,,6215,Tmax after peroral administration (10 mg/kg) was determined in rat,A,In vivo,,10116.0,,
8008,,1,,Rattus norvegicus,,3598,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,A,In vivo,,10116.0,,
8009,,1,,Rattus norvegicus,,4527,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,A,In vivo,,10116.0,,
8010,,1,,Rattus norvegicus,,17670,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",A,In vivo,,10116.0,,
8011,,1,,Rattus norvegicus,,1465,Tmax was determined,A,,,10116.0,,
8012,,1,,Rattus norvegicus,,2552,Tmax was determined,A,,,10116.0,,
8013,,1,,Rattus norvegicus,,5656,Tmax after oral administration in rat,A,In vivo,,10116.0,,
8014,,1,,Rattus norvegicus,,17764,Tmax after peroral administration in rats at 2.4 uM/kg,A,In vivo,,10116.0,,
8015,,1,,Rattus norvegicus,,5610,Tmax in male rat,A,,,10116.0,,
8016,,1,,Rattus norvegicus,,6046,Tmax in rat at 10 mg/kg,A,In vivo,,10116.0,,
8017,,1,,Rattus norvegicus,,5874,Tmax in rat by po administration at a dose of 40 mg/kg,A,In vivo,,10116.0,,
8018,,1,,Rattus norvegicus,,17596,Tmax in rats,A,,,10116.0,,
8019,,1,,Rattus norvegicus,,17804,Tmax was measured in rats after peroral administration at 5 mg/kg,A,In vivo,,10116.0,,
8020,,1,,Rattus norvegicus,,1908,Tmax value after oral dose at a dose of 10 mg/kg in rats.,A,In vivo,,10116.0,,
8021,,1,,Rattus norvegicus,,2959,Tmax value after administration of 20 mg/Kg oral dose in rat,A,In vivo,,10116.0,,
8022,,1,,Rattus norvegicus,,6757,Tmax value at a dose of 10 mg/kg in male SD rats,A,In vivo,,10116.0,,
8023,,1,,Rattus norvegicus,,6757,Tmax value at a dose of 100 mg/kg in male SD rats,A,In vivo,,10116.0,,
8024,,1,,Rattus norvegicus,,6757,Tmax value at a dose of 50 mg/kg in male SD rats,A,In vivo,,10116.0,,
8025,,1,,Rattus norvegicus,,4186,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,A,In vivo,,10116.0,,Plasma
8026,,1,,Rattus norvegicus,,15662,time required to reach maximum concentration (Cmax) after oral administration in rat,A,In vivo,,10116.0,,
8027,,1,,Rattus norvegicus,,429,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),A,,,10116.0,,Urine
8028,,1,,Rattus norvegicus,,429,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),A,,,10116.0,,Urine
8029,,1,,Rattus norvegicus,,5546,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,A,,,10116.0,,
8030,,1,,Rattus norvegicus,,3173,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,A,,,10116.0,,Urine
8031,,1,,Rattus norvegicus,,3173,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,A,,,10116.0,,Urine
8032,,1,,Rattus norvegicus,,3173,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,A,,,10116.0,,Urine
8033,,1,,Rattus norvegicus,,4257,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,A,In vivo,,10116.0,,
8034,,1,,Rattus norvegicus,,6011,Compound distribution in rat tissues was determined,A,In vivo,,10116.0,,
8035,,1,,Rattus norvegicus,,5472,Volume of distribution was evaluated in rat,A,In vivo,,10116.0,,
8036,,1,,Rattus norvegicus,,14346,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,A,,,10116.0,,
8037,,1,,Rattus norvegicus,,14346,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,A,,,10116.0,,
8038,,1,,Canis lupus familiaris,,14346,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,A,,,9615.0,,
8039,,1,,Rattus norvegicus,,14346,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,A,,,10116.0,,
8040,,1,,,,15469,Area under the curve was determined after oral administration (300 uM/Kg),A,,,,,
8041,,1,,Rattus norvegicus,,14346,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,A,,,10116.0,,
8042,,1,,Rattus norvegicus,,14346,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,A,,,10116.0,,
8043,,1,,Rattus norvegicus,,14346,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,A,,,10116.0,,
8044,,1,,Rattus norvegicus,,14346,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,A,,,10116.0,,
8045,,1,,Rattus norvegicus,,14346,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,A,,,10116.0,,
8046,,1,,Rattus norvegicus,,15372,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,A,,,10116.0,,
8047,,1,,Canis lupus familiaris,,12935,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,A,,,9615.0,,Plasma
8048,,1,,Canis lupus familiaris,,12935,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,A,,,9615.0,,Plasma
8049,,1,,,,14813,Plasma drug AUC in rat (PO dose),A,,,,,
8050,,1,,Mus musculus,,15792,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,A,,,10090.0,,
8051,,1,,,,3579,Area under was determined at a dose of 30 mg/kg,A,,,,,
8052,,1,,Mustela putorius furo,,12487,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,A,,,9669.0,,
8053,,1,,Rattus norvegicus,,12487,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,A,,,10116.0,,
8054,,1,,Rattus norvegicus,,12487,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,A,,,10116.0,,
8055,,1,,Mustela putorius furo,,12487,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,A,,,9669.0,,
8056,,1,,Canis lupus familiaris,,12487,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,A,,,9615.0,,
8057,,1,,Canis lupus familiaris,,12487,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,A,,,9615.0,,
8058,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",A,,,10116.0,,
8059,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",A,,,10116.0,,
8060,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",A,,,10116.0,,
8061,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",A,,,10116.0,,
8062,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",A,,,10116.0,,
8063,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",A,,,10116.0,,
8064,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",A,,,10116.0,,
8065,,1,,Rattus norvegicus,,12902,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",A,,,10116.0,,
8066,,1,,Mus musculus,,12745,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,A,,,10090.0,,
8067,,1,,Mus musculus,,12745,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),A,,,10090.0,,
8068,,1,,Mus musculus,,12745,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,A,,,10090.0,,
8069,,1,,Mus musculus,,12745,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),A,,,10090.0,,
8070,,1,,Mus musculus,,12745,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,A,,,10090.0,,
8071,,1,,Mus musculus,,12745,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),A,,,10090.0,,
8072,,1,,Mus musculus,,12745,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,A,,,10090.0,,
8073,,1,,Mus musculus,,12745,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),A,,,10090.0,,
8074,,1,,,,13298,AUC in mice after oral dose (50 mg/kg),A,,,,,Plasma
8075,,1,,Mus musculus,,12226,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,A,,,10090.0,,Serum
8076,,1,,,,12634,AUC (0-4 hr) ug/ml/h,A,,,,,Plasma
8077,,1,,Rattus norvegicus,,14810,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,A,,,10116.0,,
8078,,1,,,,13889,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,A,,,,,
8079,,1,,Mus musculus,,10018,Compound was evaluated for Area under curve in mice,A,,,10090.0,,
8080,,1,,Rattus norvegicus,,8758,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,A,,,10116.0,,
8081,,1,,,,8758,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,F,,,,,
8082,,1,,Rattus norvegicus,,8758,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,A,,,10116.0,,
8083,,1,,,,2249,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,A,,,,,
8084,,1,,,,2249,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,A,,,,,
8085,,1,,,,2249,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,A,,,,,
8086,,1,,,,2249,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,A,,,,,
8087,,1,,Mus musculus,,15115,Compound was evaluated for area under curve when administered through oral route in mouse,A,,,10090.0,,
8088,,1,,Rattus norvegicus,,6518,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,A,In vivo,,10116.0,,
8089,,1,,Rattus norvegicus,,6518,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,A,In vivo,,10116.0,,
8090,,1,,Rattus norvegicus,,6249,Plasma clearance in rat,A,In vivo,,10116.0,,
8091,,1,,Rattus norvegicus,,2463,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,A,In vivo,,10116.0,,
8092,,1,,Rattus norvegicus,,4969,Plasma clearance rate in Sprague-Dawley rats,A,In vivo,,10116.0,,
8093,,1,,Rattus norvegicus,,17720,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,F,In vivo,,10116.0,,
8094,,1,,Rattus norvegicus,,3457,Pharmacokinetic property (total body clearance) in rat,A,In vivo,,10116.0,,
8095,,1,,Rattus norvegicus,,5983,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,A,In vivo,,10116.0,,
8096,,1,,Rattus norvegicus,,6295,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,A,,,10116.0,,
