assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4729,,Interjediats,1,,BA80090218,17811,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.2-4.9% ID/g,A,,Mus musculus,10090.0,,Brain
4730,,Intermeeia5e,1,,vAOp000218,17811,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.6-4.4% ID/g,A,,Mus musculus,10090.0,,Brain
4731,,lnrermediate,1,,BwO0900218,17811,Compound was tested for radioactivity level in mice heart (Compound is radiolabeled),A,,Mus musculus,10090.0,,
4732,,Inteemedia4e,1,,BAO0p0p218,17811,Compound was tested for radioactivity level in mice kidney (Compound is radiolabeled),A,,Mus musculus,10090.0,,Kidney
4733,,Intermediaf3,1,,BA90009218,17811,Compound was tested for radioactivity level in mice lungs (Compound is radiolabeled),A,,Mus musculus,10090.0,,
4734,,Interm2diare,1,,BAO0000eq8,5288,Tested for urinary recovery in mice after subcutaneous administration of 20 mg/Kg,A,,Mus musculus,10090.0,,
4735,,Imte4mediate,1,,BA80900218,2717,Compound was evaluated for its potency in CDF1 mice and the serum cholesterol levels were determined,A,,Mus musculus,10090.0,,Serum
4736,,Intermesixte,1,,BAO0o002w8,2717,Compound was evaluated for its potency in CDF1 mice and the serum metabolite levels were determined,A,,Mus musculus,10090.0,,Serum
4737,,Ibfermediate,1,,BAO000o217,2717,Compound was evaluated for its potency in CDF1 mice and the serum triglyceride levels were determined,A,,Mus musculus,10090.0,,Serum
4738,Invifo,Ij6ermediate,1,,BAO00o021u,17753,Half life of compound was determined in plasma of mice at 24 mg/Kg,A,,Mus musculus,10090.0,,Plasma
4739,Invico,knterkediate,1,,BAO000o228,17753,Half life of compound was determined in plasma of mice at 40 mg/Kg,A,,Mus musculus,10090.0,,Plasma
4740,unvivo,jntermedia5e,1,,fA00000218,17753,Half life of compound was determined in plasma of mice at 5 mg/Kg,A,,Mus musculus,10090.0,,Plasma
4741,Infivo,onterjediate,1,,BAO0900e18,17764,Half life after intraperitoneal administration in mice at 18 uM/kg,F,,Mus musculus,10090.0,,
4742,Ibvivo,Ihtermediqte,1,,nAO0000228,17764,Half life after intraperitoneal administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,
4743,onvivo,In5ermedia6e,1,,BAO0000eq8,17764,Half life after intraperitoneal administration in mice at 25 uM/kg,F,,Mus musculus,10090.0,,
4744,Inv7vo,kntegmediate,1,,BAO0o002w8,17764,Half life after intraperitoneal administration in mice at 26 uM/kg,F,,Mus musculus,10090.0,,
4745,Inbivo,Imtermeriate,1,,BAO09o0218,17764,Half life after intravenous administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,
4746,Inviv8,onterjediate,1,,BsO0000228,17764,Half life after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
4747,Inbivo,Inrermedkate,1,,BAk0p00218,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,A,,Mus musculus,10090.0,,
4748,Inv9vo,kntermeriate,1,,BAO00o0228,2675,Maximum time required to reach Cp max was evaluated in mice after intravenous administration; T max Not determined,A,,Mus musculus,10090.0,,
4749,lnvivo,Interm2djate,1,,gAO0009218,2675,Maximum time required to reach Cp max was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,
4750,Ihvivo,lnterkediate,1,,BAO00002wo,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),A,,Mus musculus,10090.0,,
4751,Incivo,Ijte5mediate,1,,BAO0p00w18,4890,"Compound was evaluated for the pharmacokinetic parameter, Terminal half life period",A,,Mus musculus,10090.0,,
4752,Ibvivo,Integmeduate,1,,BAO9000e18,429,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,A,,Mus musculus,10090.0,,
4753,knvivo,Intdrmediaye,1,,BA800o0218,17837,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,Blood
4754,Ihvivo,untermediare,1,,fAO0p00218,16597,Half life at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
4755,Infivo,Intermwdiahe,1,,BAO0000229,16597,Half life at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,
4756,,Ingefmediate,1,,nAO00002q8,6619,Half life in ob/ob mice,A,,Mus musculus,10090.0,,
4757,Inv8vo,Int2rmediafe,1,,BA00000118,4066,Half-life at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
4758,,Intermwdizte,1,,gAO00o0218,4239,Half-life was measured in mouse,A,,Mus musculus,10090.0,,
4759,Invifo,Intermewiaye,1,,Bw80000218,5969,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
4760,,In62rmediate,1,,Bwl0000218,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,A,,Mus musculus,10090.0,,
4761,,Inhe3mediate,1,,BAO09p0218,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,A,,Mus musculus,10090.0,,
4762,,Inhermediwte,1,,BAO0p0021i,17641,T2 in brain of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Brain
4763,,Interm3d8ate,1,,fAO0900218,17641,T2 in kidney of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Kidney
4764,,Interked7ate,1,,BA90p00218,17641,T2 in liver of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Liver
4765,,7ntwrmediate,1,,BAO0000wq8,17641,T2 in lungs of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Lung
4766,,Intermedowte,1,,BAO00o02w8,17641,T2 in spleen of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Spleen
4767,Ijvivo,Ingermedoate,1,,BqO9000218,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,A,,Mus musculus,10090.0,,
4768,Inbivo,Inte5mefiate,1,,BAi000021o,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",A,,Mus musculus,10090.0,,
4769,Infivo,Internediqte,1,,hAOo000218,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,A,,Mus musculus,10090.0,,
4770,Invlvo,In6ermediage,1,,BAO009o218,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,A,,Mus musculus,10090.0,,
4771,Invibo,Ihtdrmediate,1,,BwOo000218,5969,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
4772,,Integmeriate,1,396.0,vAO00002q9,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,Homo sapiens,9606.0,,
4773,,Internwdiate,1,564.0,BzO0009219,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,Homo sapiens,9606.0,,
4774,,Intetmedizte,1,433.0,BAO009021o,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",F,,Homo sapiens,9606.0,,
4775,,Intefkediate,1,343.0,BAO00p02q9,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",F,,Homo sapiens,9606.0,,
4776,,Ihtermediste,1,338.0,BAO00902w9,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",F,,Homo sapiens,9606.0,,
4777,,Intermer8ate,1,366.0,BzO000021p,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",F,,Homo sapiens,9606.0,,
4778,,Interhediat3,1,302.0,BAi0000119,17270,In vitro cytotoxicity against A2780TAX cell line,F,,Homo sapiens,9606.0,,
4779,,Intefkediate,1,249.0,Bq00000219,5618,In vitro inhibitory activity against human tumor cell line A2780cis,F,,Homo sapiens,9606.0,,
4780,,Ex0ert,1,338.0,BAO0o0p219,17777,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,F,,Homo sapiens,9606.0,,
4781,,Interm3dkate,1,277.0,BAO00902q9,16112,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,F,,Homo sapiens,9606.0,,
4782,,Interjediqte,1,362.0,BAO0p0021i,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),F,,Homo sapiens,9606.0,,
4783,,Intermec9ate,1,439.0,hAO000021o,6633,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,F,,Homo sapiens,9606.0,,
4784,,Inte5medixte,1,232.0,BAO0000q18,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,F,,Homo sapiens,9606.0,,
4785,,Intrgmediate,1,193.0,BAO9000229,17496,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,F,,Homo sapiens,9606.0,,
4786,,Expery,1,561.0,Bs00000219,12989,In vitro antitumor activity against A2780cisR cell line.,F,,Homo sapiens,9606.0,,
4787,,Interkedoate,1,184.0,fAO00p0219,4840,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),F,,Homo sapiens,9606.0,,
4788,,Exp3rt,1,337.0,BAO000p2w9,12989,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,F,,Homo sapiens,9606.0,,
4789,,Infermediahe,1,448.0,BAOo090219,16745,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,
4790,,Exper5,1,355.0,BAO00902q9,16597,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,F,,Homo sapiens,9606.0,,
4791,,Exp2rt,9,,BAO0p0p019,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,B,,Rattus norvegicus,10116.0,,
4792,,Eapert,8,,BAOo00001o,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),F,,,,,
4793,,3xpert,9,,BAOp000919,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),F,,Rattus norvegicus,10116.0,,
4794,,Experr,9,589.0,BAOp009219,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,F,,Homo sapiens,9606.0,,
4795,,Ex0ert,9,269.0,BA8p000219,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,F,,Homo sapiens,9606.0,,
4796,,Expeft,9,,BxO0900019,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,B,,Mus musculus,10090.0,,
4797,,Experr,8,,BAO00o0o19,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),F,,,,,
4798,,Exoert,9,,BAOo000029,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),F,,Mus musculus,10090.0,,
4799,,Expegt,8,,vAO0000356,17402,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,B,,,,,
4800,,sutocurahion,0,313.0,BAOo090219,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),F,,Homo sapiens,9606.0,,
4801,,wutocurqtion,0,286.0,BA80000q19,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,F,,Homo sapiens,9606.0,,
4802,,Igtermsdiate,1,374.0,hAO000021p,5455,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,F,,Homo sapiens,9606.0,,
4803,,Intermedia52,1,368.0,hAO0p00219,2068,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,F,,Homo sapiens,9606.0,,
4804,,Int2rmeriate,1,487.0,Bz90000219,2683,In vitro antitumor activity against A375cell line extracted form melanoma,F,,Homo sapiens,9606.0,,
4805,,wxpert,1,532.0,BAp00002w9,15313,Inhibition of cell growth in (A375) melan cell line,F,,Homo sapiens,9606.0,,
4806,,Intermfdiahe,1,334.0,gAO9000219,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,F,,Homo sapiens,9606.0,,
4807,,knterkediate,1,303.0,gAO0090219,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,F,,Homo sapiens,9606.0,,
4808,,Interkedoate,1,488.0,BwO000021i,14750,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,F,,Homo sapiens,9606.0,,
4809,,Intfrmedkate,1,297.0,BAp0000319,14777,Antiproliferative activity measured against A427 human lung carcinoma,F,,Homo sapiens,9606.0,,
4810,,Inte4medlate,1,375.0,BApp000219,14777,Antiproliferative activity measured against A427 human lung carcinoma,F,,Homo sapiens,9606.0,,
4811,,Internwdiate,1,393.0,BAO0p00229,17672,Cytotoxicity against lung carcinoma A427 tumor cell lines,F,,Homo sapiens,9606.0,,
4812,,Ib6ermediate,1,122.0,BAOo090219,14368,Inhibition of large cell lung carcinoma (A427),F,,Homo sapiens,9606.0,,
4813,,lntetmediate,1,304.0,nAO0000229,14368,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,F,,Homo sapiens,9606.0,,
4814,,Intermediar2,1,346.0,BzO00002w9,13866,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,F,,Homo sapiens,9606.0,,
4815,,Intermddiage,1,381.0,BA9o000219,2545,Inhibitory concentration in human lung carcinoma A427 cell line,F,,Homo sapiens,9606.0,,
4816,,Interm2diatw,1,324.0,vAO0000210,2545,Inhibitory concentration in human lung carcinoma A427/VCR cell line,F,,Homo sapiens,9606.0,,
4817,Ibvivo,A6tocu5ation,0,,BAO0900228,6062,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,A,,Cercopithecidae,9527.0,,
4818,Invivi,Autovurqtion,0,,BAO0090e18,4578,Tested for volume of distribution upon iv administration to african green monkey,A,,Cercopithecidae,9527.0,,
4819,Inv7vo,Auticuratuon,0,,BAk000021i,17592,Volume of distribution in monkey,A,,Cercopithecidae,9527.0,,
4820,Imvivo,Autoc65ation,0,,BAO0o00318,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,,Macaca mulatta,9544.0,,
4821,Invkvo,Au5ocuratlon,0,,BAO0p00219,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,A,,Macaca mulatta,9544.0,,
4822,Ihvivo,Aut0c7ration,0,,BAO0000w1i,5922,Pharmacokinetic property(Vdss) in cynomolgus monkey,A,,Cercopithecidae,9527.0,,
4823,Invico,Autlcuratiln,0,,fAO00p0218,5355,The distribution volume after intravenous administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0,,
4824,Invjvo,Autofurqtion,0,,BAl0000217,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,A,,Cercopithecidae,9527.0,,
4825,Invivi,Autocurahlon,0,,BAO0o002q8,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,A,,Cercopithecidae,9527.0,,
4826,Invifo,qutocurat8on,0,,BAO90p0218,6057,Volume displacement was calculated in rhesus monkey,A,,Cercopithecidae,9527.0,,
4827,Inbivo,Aut9curati9n,0,,BwO0900218,5145,Volume of distribution in steady state was determined in rhesus monkey,A,,Cercopithecidae,9527.0,,
4828,Igvivo,Aut9cura6ion,0,,BApp000218,6821,Volume of distribution of compound was determined in monkey,A,,Cercopithecidae,9527.0,,
4829,Invjvo,Aut8curatioh,0,,BxO0000w18,5334,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,
4830,Ingivo,Augicuration,0,,BAl000p218,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,
4831,Inv7vo,Autoc6ra6ion,0,,BAO9090218,6641,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Cercopithecidae,9527.0,,
4832,Igvivo,Autovyration,0,,BAO00p02w8,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0,,
4833,Ibvivo,Ahtocurahion,0,,Bsl0000218,6535,Volume distribution in monkey after administration of 1 mg/kg iv,A,,Cercopithecidae,9527.0,,
4834,Invifo,Autocurafiob,0,,BAO00002wu,4809,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),A,,Cercopithecidae,9527.0,,
4835,Invido,xutocudation,0,,BsO0000219,6062,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,A,,Cercopithecidae,9527.0,,
4836,jnvivo,wutocurahion,0,,BAO0p002q8,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4837,Invlvo,Auroxuration,0,,hwO0000218,4578,Oral systemic bioavailability upon iv administration to african green monkey,A,,Cercopithecidae,9527.0,,
4838,Invifo,Ahtocuratiob,0,,BA80090218,4809,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),A,,Cercopithecidae,9527.0,,
4839,,Autovkration,0,,BAOo000o19,11271,Baboon plasma free fraction. ,A,,Cercopithecidae,9527.0,,
4840,,Autocyrati9n,0,,BAO0000128,6057,Area under the curve was calculated in rhesus monkey after iv administration,A,,Cercopithecidae,9527.0,,
4841,,Aytpcuration,0,,BAOo00001o,6057,Area under the curve was calculated in rhesus monkey after peroral administration,A,,Cercopithecidae,9527.0,,
4842,,Akhocuration,0,,BAO0p90019,17853,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,A,,Cercopithecidae,9527.0,,
4843,9nvivo,Autocuragkon,0,,BAO00092q8,5302,Half life period in monkey after 5 mg/kg dose,A,,Cercopithecidae,9527.0,,
4844,Invjvo,Ayt8curation,0,,BxO0009218,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose,A,,Cercopithecidae,9527.0,,
4845,Ibvivo,Autkcurafion,0,,BzO0o00218,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,A,,Cercopithecidae,9527.0,,
4846,Ingivo,Aiticuration,0,,BAO00o021o,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,A,,Cercopithecidae,9527.0,,Plasma
4847,Invuvo,Autosutation,0,,BAO0909218,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,A,,Cercopithecidae,9527.0,,
4848,Ijvivo,Autocura48on,0,,BAi0p00218,2661,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0,,
4849,,qutocuratkon,0,,BAO0o00p19,3341,Compound was evaluated for terminal half life in monkey,A,,Cercopithecidae,9527.0,,
4850,Invido,Autocyratkon,0,,Bsp0000218,3045,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,A,,Cercopithecidae,9527.0,,
4851,Invivi,Autocurariom,0,,BAO0090118,5005,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,,Macaca mulatta,9544.0,,Plasma
4852,,Aktocuratlon,0,,BwO000o019,4847,Half life of compound was determined in squirrel monkey,A,,Cercopithecidae,9527.0,,
4853,Imvivo,qutocurarion,0,,BAO00p021o,4256,Half life after iv administration in cynomolgus monkey,A,,Macaca fascicularis,9541.0,,
4854,Indivo,qutoc6ration,0,,nAO0090218,6535,Half life in monkey plasma after administration of 1 mg/kg iv,A,,Cercopithecidae,9527.0,,Plasma
4855,,Aut8cu4ation,0,,BzO0p00019,6057,Half life was calculated in rhesus monkey,A,,Cercopithecidae,9527.0,,
4856,,Autocufayion,0,,gAOp000019,17592,Half life in monkey,A,,Cercopithecidae,9527.0,,
4857,Inbivo,Autocurwfion,0,,BAO0009228,6641,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Cercopithecidae,9527.0,,
4858,,Auhocurqtion,0,,BAO90o0019,5472,Half life was evaluated in rhesus,A,,Cercopithecidae,9527.0,,
4859,Indivo,A6tkcuration,0,,BAOp0p0218,6221,Half life period after oral administration (2.5 mg/kg) in monkey was determined,A,,Cercopithecidae,9527.0,,
4860,Inv7vo,Autoc8ra6ion,0,,BAO09002q8,5668,Half life period was determine after peroral administration at 10 mpk in Rhesus,A,,Cercopithecidae,9527.0,,
4861,onvivo,wytocuration,0,,nAO0900218,4809,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),A,,Cercopithecidae,9527.0,,
4862,Invivl,Aut8curatioj,0,,fAO00002q8,5546,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,,Cercopithecidae,9527.0,,
4863,Invido,Autoxiration,0,,hAO0000217,5553,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,,
4864,,Autocurwtiom,0,,BzO0000018,6078,Half-life was calculated in monkey,A,,Cercopithecidae,9527.0,,
4865,,Au6ocuratiog,0,,hzO0000019,5147,Half-life in Squirrel monkey,A,,Cercopithecidae,9527.0,,
4866,,w7tocuration,0,,BAO0900919,5145,Half-life in rhesus monkey,A,,Cercopithecidae,9527.0,,
4867,Inviv0,Autpcuratioj,0,,vAO0009218,6062,Half-life was measured in monkey after an iv dose of 1 mg/kg,A,,Cercopithecidae,9527.0,,
4868,Inv7vo,Autocjfation,0,,vAO0p00218,5355,Half-life period after intravenous administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0,,
4869,Invifo,Auyochration,0,,BAO0090e18,5355,Half-life period after oral administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0,,
4870,Ihvivo,Autocurxtoon,0,,BAO00po218,5355,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,A,,Cercopithecidae,9527.0,,
4871,,A8tocuratioj,0,,BxO0000010,7766,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,Homo sapiens,9606.0,,Urine
4872,,A8tocura4ion,0,,BxO00o0019,7766,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,Homo sapiens,9606.0,,Urine
4873,,Autocu3at7on,0,,BA9000001i,7766,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,Homo sapiens,9606.0,,Urine
4874,,qutocufation,0,,BAO090001i,7766,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,Homo sapiens,9606.0,,Urine
4875,,Autocura4i8n,0,,gAO0900019,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,A,,Homo sapiens,9606.0,,Urine
4876,,Aktocurati0n,0,,BAO0900919,7766,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,A,,Homo sapiens,9606.0,,Urine
4877,,Autpcuratiog,0,,BAO0009o19,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,A,,Homo sapiens,9606.0,,Urine
4878,,Autofurztion,0,,BAO0000o1i,7766,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,A,,Homo sapiens,9606.0,,Urine
4879,Ibvivo,Au6ocurafion,0,,BAO000pw18,1916,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,A,,Homo sapiens,9606.0,,
4880,Invico,Autocurs6ion,0,,gAO00002q8,16643,Oral bioavailability in human,A,,Homo sapiens,9606.0,,
4881,,wutocuratuon,0,,BAO900o019,17248,Compound was tested for human plasma protein binding,A,,Homo sapiens,9606.0,,
4882,,Autocufafion,0,,BAO000o919,17248,Compound was tested for human plasma protein binding; Not determined,A,,Homo sapiens,9606.0,,
4883,,Autkcuratiob,0,,BAO09000q9,6241,Protein binding activity of compound in human plasma; % Free,A,,Homo sapiens,9606.0,,
4884,,Autockrwtion,0,,BAO0000p1o,17716,Unbound fraction (plasma),A,,Homo sapiens,9606.0,,
4885,,A8tockration,0,,hAO000036y,17605,Half life for the hydrolysis of compound in human blood serum,A,,Homo sapiens,9606.0,,Plasma
4886,,Autovugation,0,,fAl0000366,17625,Half life period in human plasma using phosphate buffer (0.08 M),A,,Homo sapiens,9606.0,,Plasma
4887,,xutocuratjon,0,,vAO0009366,17625,Half life period in human plasma using phosphate buffer (0.1 M),A,,Homo sapiens,9606.0,,Plasma
4888,,Autkfuration,0,,BAOp0003y6,17747,Half-life in human plasma was determined,A,,Homo sapiens,9606.0,,Plasma
4889,,A7tocurstion,0,,BwO00000w9,15613,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,A,,Homo sapiens,9606.0,,
4890,,Aytochration,0,,BAO090o019,354,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),A,,Homo sapiens,9606.0,,
4891,,Autoxuratiob,0,,BAO00p00w9,3741,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",A,,Homo sapiens,9606.0,,
4892,,Autosuratjon,0,,BAO900o019,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",A,,Homo sapiens,9606.0,,
4893,,sutosuration,0,,BA80900019,3741,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",A,,Homo sapiens,9606.0,,
4894,,Autoc7fation,0,,hAO0000018,17599,Partition coefficient (logP),A,,Homo sapiens,9606.0,,
4895,,A6tocuratiog,0,,BA0000001i,5486,In vitro metabolic stability in human was measured as pmol/min/mg/protein,A,,Homo sapiens,9606.0,,
4896,,Autocudatikn,0,,Bxl0000251,5600,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,A,,Homo sapiens,9606.0,,
4897,,A7tocuratioh,0,,BwO000o019,14294,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),A,,Homo sapiens,9606.0,,
4898,,Aut0curatoon,0,,gAO0000o19,14294,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),A,,Homo sapiens,9606.0,,
4899,,Autocufatiom,0,,BsO0000o19,14294,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),A,,Homo sapiens,9606.0,,
4900,,Autoxudation,0,,BAOo0p0251,14294,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),A,,Homo sapiens,9606.0,,
4901,,Autocuray7on,0,,BxOp000251,14294,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),A,,Homo sapiens,9606.0,,
4902,,Autkcurxtion,0,,hAO000p251,14294,Metabolism of compound in human microsomes; Trace,A,,Homo sapiens,9606.0,,
