rental_duration,description,film_id,title,rental_rate,rating,length,original_language_id,replacement_cost,release_year,language
4,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,452,ILLUSION AMELIE,0.99,R,122,,15.99,2006,English
3,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,453,IMAGE PRINCESS,2.99,PG-13,178,,17.99,2006,English
7,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,455,IMPOSSIBLE PREJUDICE,4.99,NC-17,103,,11.99,2006,English
5,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,457,INDEPENDENCE HOTEL,0.99,NC-17,157,,21.99,2006,English
4,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,458,INDIAN LOVE,0.99,NC-17,135,,26.99,2006,English
4,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,459,INFORMER DOUBLE,4.99,NC-17,74,,23.99,2006,English
3,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,460,INNOCENT USUAL,4.99,PG-13,178,,26.99,2006,English
3,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,461,INSECTS STONE,0.99,NC-17,123,,14.99,2006,English
5,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,462,INSIDER ARIZONA,2.99,NC-17,78,,17.99,2006,English
4,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,463,INSTINCT AIRPORT,2.99,PG,116,,21.99,2006,English
3,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,464,INTENTIONS EMPIRE,2.99,PG-13,107,,13.99,2006,English
6,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,467,INTRIGUE WORST,0.99,G,181,,10.99,2006,English
7,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,469,IRON MOON,4.99,PG,46,,27.99,2006,English
4,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,470,ISHTAR ROCKETEER,4.99,R,79,,24.99,2006,English
7,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,471,ISLAND EXORCIST,2.99,NC-17,84,,23.99,2006,English
3,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,472,ITALIAN AFRICAN,4.99,G,174,,24.99,2006,English
5,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,473,JACKET FRISCO,2.99,PG-13,181,,16.99,2006,English
6,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,474,JADE BUNCH,2.99,NC-17,174,,21.99,2006,English
6,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,475,JAPANESE RUN,0.99,G,135,,29.99,2006,English
5,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,477,JAWBREAKER BROOKLYN,0.99,PG,118,,15.99,2006,English
4,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,478,JAWS HARRY,2.99,G,112,,10.99,2006,English
7,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,479,JEDI BENEATH,0.99,PG,128,,12.99,2006,English
3,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,480,JEEPERS WEDDING,2.99,R,84,,29.99,2006,English
3,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,482,JEOPARDY ENCINO,0.99,R,102,,12.99,2006,English
3,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,483,JERICHO MULAN,2.99,NC-17,171,,29.99,2006,English
3,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,484,JERK PAYCHECK,2.99,NC-17,172,,13.99,2006,English
6,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,485,JERSEY SASSY,4.99,PG,60,,16.99,2006,English
7,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,486,JET NEIGHBORS,4.99,R,59,,14.99,2006,English
3,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,488,JOON NORTHWEST,0.99,NC-17,105,,23.99,2006,English
4,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,489,JUGGLER HARDLY,0.99,PG-13,54,,14.99,2006,English
4,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,490,JUMANJI BLADE,2.99,G,121,,13.99,2006,English
4,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,491,JUMPING WRATH,0.99,NC-17,74,,18.99,2006,English
6,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,492,JUNGLE CLOSER,0.99,NC-17,134,,11.99,2006,English
5,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,493,KANE EXORCIST,0.99,R,92,,18.99,2006,English
4,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,494,KARATE MOON,0.99,PG-13,120,,21.99,2006,English
5,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,495,KENTUCKIAN GIANT,2.99,PG,169,,10.99,2006,English
4,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,497,KILL BROTHERHOOD,0.99,G,54,,15.99,2006,English
5,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,500,KISS GLORY,4.99,PG-13,163,,11.99,2006,English
3,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,501,KISSING DOLLS,4.99,R,141,,9.99,2006,English
4,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,502,KNOCK WARLOCK,2.99,PG-13,71,,21.99,2006,English
3,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,503,KRAMER CHOCOLATE,2.99,R,171,,24.99,2006,English
5,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,504,KWAI HOMEWARD,0.99,PG-13,46,,25.99,2006,English
4,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,506,LADY STAGE,4.99,PG,67,,14.99,2006,English
6,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,508,LAMBS CINCINATTI,4.99,PG-13,144,,18.99,2006,English
5,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,509,LANGUAGE COWBOY,0.99,NC-17,78,,26.99,2006,English
6,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,510,LAWLESS VISION,4.99,G,181,,29.99,2006,English
7,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,511,LAWRENCE LOVE,0.99,NC-17,175,,23.99,2006,English
5,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,512,LEAGUE HELLFIGHTERS,4.99,PG-13,110,,25.99,2006,English
6,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,513,LEATHERNECKS DWARFS,2.99,PG-13,153,,21.99,2006,English
6,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,514,LEBOWSKI SOLDIERS,2.99,PG-13,69,,17.99,2006,English
7,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,515,LEGALLY SECRETARY,4.99,PG,113,,14.99,2006,English
7,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,516,LEGEND JEDI,0.99,PG,59,,18.99,2006,English
3,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,517,LESSON CLEOPATRA,0.99,NC-17,167,,28.99,2006,English
5,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,518,LIAISONS SWEET,4.99,PG,140,,15.99,2006,English
3,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,519,LIBERTY MAGNIFICENT,2.99,G,138,,27.99,2006,English
7,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,520,LICENSE WEEKEND,2.99,NC-17,91,,28.99,2006,English
4,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,522,LIFE TWISTED,2.99,NC-17,137,,9.99,2006,English
6,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,524,LION UNCUT,0.99,PG,50,,13.99,2006,English
4,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,525,LOATHING LEGALLY,0.99,R,140,,29.99,2006,English
7,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,526,LOCK REAR,2.99,R,120,,10.99,2006,English
4,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,527,LOLA AGENT,4.99,PG,85,,24.99,2006,English
3,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,529,LONELY ELEPHANT,2.99,G,67,,12.99,2006,English
5,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,530,LORD ARIZONA,2.99,PG-13,108,,27.99,2006,English
3,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,531,LOSE INCH,0.99,R,137,,18.99,2006,English
5,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,532,LOSER HUSTLER,4.99,PG,80,,28.99,2006,English
4,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,533,LOST BIRD,2.99,PG-13,98,,21.99,2006,English
6,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,535,LOVE SUICIDES,0.99,R,181,,21.99,2006,English
3,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,536,LOVELY JINGLE,2.99,PG,65,,18.99,2006,English
3,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,537,LOVER TRUMAN,2.99,G,75,,29.99,2006,English
7,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,538,LOVERBOY ATTACKS,0.99,PG-13,162,,19.99,2006,English
7,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,539,LUCK OPUS,2.99,NC-17,152,,21.99,2006,English
7,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,540,LUCKY FLYING,2.99,PG-13,97,,10.99,2006,English
5,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,541,LUKE MUMMY,2.99,NC-17,74,,21.99,2006,English
5,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,543,MADIGAN DORADO,4.99,R,116,,20.99,2006,English
4,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,544,MADISON TRAP,2.99,R,147,,11.99,2006,English
4,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,545,MADNESS ATTACKS,0.99,PG-13,178,,14.99,2006,English
7,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,546,MADRE GABLES,2.99,PG-13,98,,27.99,2006,English
3,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,547,MAGIC MALLRATS,0.99,PG,117,,19.99,2006,English
3,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,548,MAGNIFICENT CHITTY,2.99,R,53,,27.99,2006,English
4,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,549,MAGNOLIA FORRESTER,0.99,PG-13,171,,28.99,2006,English
6,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,550,MAGUIRE APACHE,2.99,NC-17,74,,22.99,2006,English
3,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,551,MAIDEN HOME,4.99,PG,138,,9.99,2006,English
5,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,552,MAJESTIC FLOATS,0.99,PG,130,,15.99,2006,English
4,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,553,MAKER GABLES,0.99,PG-13,136,,12.99,2006,English
6,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,554,MALKOVICH PET,2.99,G,159,,22.99,2006,English
4,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,555,MALLRATS UNITED,0.99,PG,133,,25.99,2006,English
3,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,558,MANNEQUIN WORST,2.99,PG-13,71,,18.99,2006,English
6,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,560,MARS ROMAN,0.99,NC-17,62,,21.99,2006,English
6,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,561,MASK PEACH,2.99,NC-17,123,,26.99,2006,English
6,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,563,MASSACRE USUAL,4.99,R,165,,16.99,2006,English
4,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,564,MASSAGE IMAGE,2.99,PG,161,,11.99,2006,English
6,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,566,MAUDE MOD,0.99,R,72,,20.99,2006,English
3,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,567,MEET CHOCOLATE,2.99,G,80,,26.99,2006,English
4,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,568,MEMENTO ZOOLANDER,4.99,NC-17,77,,11.99,2006,English
5,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,570,MERMAID INSECTS,4.99,NC-17,104,,20.99,2006,English
6,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,571,METAL ARMAGEDDON,2.99,PG-13,161,,26.99,2006,English
4,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,572,METROPOLIS COMA,2.99,PG-13,64,,9.99,2006,English
6,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,573,MICROCOSMOS PARADISE,2.99,PG-13,105,,22.99,2006,English
3,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,574,MIDNIGHT WESTWARD,0.99,G,86,,19.99,2006,English
3,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,575,MIDSUMMER GROUNDHOG,4.99,G,48,,27.99,2006,English
7,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,576,MIGHTY LUCK,2.99,PG,122,,13.99,2006,English
4,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,577,MILE MULAN,0.99,PG,64,,10.99,2006,English
4,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,578,MILLION ACE,4.99,PG-13,142,,16.99,2006,English
3,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,579,MINDS TRUMAN,4.99,PG-13,149,,22.99,2006,English
3,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,580,MINE TITANS,4.99,PG-13,166,,12.99,2006,English
4,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,581,MINORITY KISS,0.99,G,59,,16.99,2006,English
3,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,583,MISSION ZOOLANDER,4.99,PG-13,164,,26.99,2006,English
6,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,584,MIXED DOORS,2.99,PG-13,180,,26.99,2006,English
4,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,586,MOCKINGBIRD HOLLYWOOD,0.99,PG,60,,27.99,2006,English
4,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,588,MODEL FISH,4.99,NC-17,175,,11.99,2006,English
3,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,589,MODERN DORADO,0.99,PG,74,,20.99,2006,English
3,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,590,MONEY HAROLD,2.99,PG,135,,17.99,2006,English
6,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,591,MONSOON CAUSE,4.99,PG,182,,20.99,2006,English
6,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,592,MONSTER SPARTACUS,2.99,PG,107,,28.99,2006,English
6,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,593,MONTEREY LABYRINTH,0.99,G,158,,13.99,2006,English
6,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,594,MONTEZUMA COMMAND,0.99,NC-17,126,,22.99,2006,English
4,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,596,MOONSHINE CABIN,4.99,PG-13,171,,25.99,2006,English
5,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,597,MOONWALKER FOOL,4.99,G,184,,12.99,2006,English
3,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,599,MOTHER OLEANDER,0.99,R,103,,20.99,2006,English
5,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,600,MOTIONS DETAILS,0.99,PG,166,,16.99,2006,English
5,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,602,MOURNING PURPLE,0.99,PG,146,,14.99,2006,English
6,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,603,MOVIE SHAKESPEARE,4.99,PG,53,,27.99,2006,English
4,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,604,MULAN MOON,0.99,G,160,,10.99,2006,English
7,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,605,MULHOLLAND BEAST,2.99,PG,157,,13.99,2006,English
3,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,606,MUMMY CREATURES,0.99,NC-17,160,,15.99,2006,English
5,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,607,MUPPET MILE,4.99,PG,50,,18.99,2006,English
6,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,608,MURDER ANTITRUST,2.99,PG,166,,11.99,2006,English
7,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,609,MUSCLE BRIGHT,2.99,G,185,,23.99,2006,English
7,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,610,MUSIC BOONDOCK,0.99,R,129,,17.99,2006,English
7,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,611,MUSKETEERS WAIT,4.99,PG,73,,17.99,2006,English
6,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,612,MUSSOLINI SPOILERS,2.99,G,180,,10.99,2006,English
5,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,613,MYSTIC TRUMAN,0.99,NC-17,92,,19.99,2006,English
6,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,615,NASH CHOCOLAT,2.99,PG-13,180,,21.99,2006,English
4,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,616,NATIONAL STORY,2.99,NC-17,92,,19.99,2006,English
3,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,618,NECKLACE OUTBREAK,0.99,PG,132,,21.99,2006,English
3,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,619,NEIGHBORS CHARADE,0.99,R,161,,20.99,2006,English
5,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,620,NEMO CAMPUS,2.99,NC-17,131,,23.99,2006,English
5,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,621,NETWORK PEAK,2.99,PG-13,75,,23.99,2006,English
4,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,622,NEWSIES STORY,0.99,G,159,,25.99,2006,English
4,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,623,NEWTON LABYRINTH,0.99,PG,75,,9.99,2006,English
3,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,624,NIGHTMARE CHILL,4.99,PG,149,,25.99,2006,English
3,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,625,NONE SPIKING,0.99,NC-17,83,,18.99,2006,English
5,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,626,NOON PAPI,2.99,G,57,,12.99,2006,English
4,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,627,NORTH TEQUILA,4.99,NC-17,67,,9.99,2006,English
5,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,628,NORTHWEST POLISH,2.99,PG,172,,24.99,2006,English
7,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,629,NOTORIOUS REUNION,0.99,NC-17,128,,9.99,2006,English
4,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,631,NOVOCAINE FLIGHT,0.99,G,64,,11.99,2006,English
5,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,632,NUTS TIES,4.99,NC-17,145,,10.99,2006,English
6,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,633,OCTOBER SUBMARINE,4.99,PG-13,54,,10.99,2006,English
6,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,634,ODDS BOOGIE,0.99,NC-17,48,,14.99,2006,English
7,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,635,OKLAHOMA JUMANJI,0.99,PG,58,,15.99,2006,English
5,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,636,OLEANDER CLUE,0.99,PG,161,,12.99,2006,English
7,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,637,OPEN AFRICAN,4.99,PG,131,,16.99,2006,English
7,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,639,OPPOSITE NECKLACE,4.99,PG,92,,9.99,2006,English
5,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,640,OPUS ICE,4.99,R,102,,21.99,2006,English
4,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,641,ORANGE GRAPES,0.99,PG-13,76,,21.99,2006,English
7,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,642,ORDER BETRAYED,2.99,PG-13,120,,13.99,2006,English
3,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,643,ORIENT CLOSER,2.99,R,118,,22.99,2006,English
6,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,646,OUTBREAK DIVINE,0.99,NC-17,169,,12.99,2006,English
4,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,647,OUTFIELD MASSACRE,0.99,NC-17,129,,18.99,2006,English
7,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,648,OUTLAW HANKY,4.99,PG-13,148,,17.99,2006,English
4,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,649,OZ LIAISONS,2.99,R,85,,14.99,2006,English
3,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,650,PACIFIC AMISTAD,0.99,G,144,,27.99,2006,English
3,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,652,PAJAMA JAWBREAKER,0.99,R,126,,14.99,2006,English
3,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,653,PANIC CLUB,4.99,G,102,,15.99,2006,English
4,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,654,PANKY SUBMARINE,4.99,G,93,,19.99,2006,English
5,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,655,PANTHER REDS,4.99,NC-17,109,,22.99,2006,English
3,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,656,PAPI NECKLACE,0.99,PG,128,,9.99,2006,English
7,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,658,PARIS WEEKEND,2.99,PG-13,121,,19.99,2006,English
3,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,659,PARK CITIZEN,4.99,PG-13,109,,14.99,2006,English
3,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,662,PATHS CONTROL,4.99,PG,118,,9.99,2006,English
6,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,664,PATRIOT ROMAN,2.99,PG,65,,12.99,2006,English
4,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,665,PATTON INTERVIEW,2.99,PG,175,,22.99,2006,English
4,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,666,PAYCHECK WAIT,4.99,PG-13,145,,27.99,2006,English
3,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,667,PEACH INNOCENT,2.99,PG-13,160,,20.99,2006,English
7,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,668,PEAK FOREVER,4.99,PG,80,,25.99,2006,English
3,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,669,PEARL DESTINY,2.99,NC-17,74,,10.99,2006,English
4,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,670,PELICAN COMFORTS,4.99,PG,48,,17.99,2006,English
7,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,671,PERDITION FARGO,4.99,NC-17,99,,27.99,2006,English
7,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,672,PERFECT GROOVE,2.99,PG-13,82,,17.99,2006,English
3,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,673,PERSONAL LADYBUGS,0.99,PG-13,118,,19.99,2006,English
3,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,674,PET HAUNTING,0.99,PG,99,,11.99,2006,English
6,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,675,PHANTOM GLORY,2.99,NC-17,60,,17.99,2006,English
7,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,676,PHILADELPHIA WIFE,4.99,PG-13,137,,16.99,2006,English
