assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
7584,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,50597,N,,CHEMBL618864,,
7585,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half life time in rat the dose of 2 mg/kg,50597,N,,CHEMBL618865,,
7586,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life 24 hr after 10 mg/kg iv administration in rats,50597,N,,CHEMBL618866,,
7587,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life 24 hr after 2 mg/kg iv administration in rats,50597,N,,CHEMBL618867,,
7588,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life consistent with the observed metabolic steady state in rats,50597,N,,CHEMBL875828,,
7589,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,50597,N,,CHEMBL618868,,
7590,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life for oxidative metabolic stability was determined using male human,50597,N,,CHEMBL618869,,
7591,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",50597,N,,CHEMBL618870,,
7592,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life in rat plasma,50597,N,,CHEMBL618871,1969.0,
7593,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life in rat plasma was determined,50597,N,,CHEMBL618872,1969.0,
7594,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life in rats was determined,50597,N,,CHEMBL873816,,
7595,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,22224,U,,CHEMBL618873,,
7596,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve after oral dose of 0.1 mg//kg,22224,U,,CHEMBL621602,,
7597,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 0.3 mg/kg,22224,U,,CHEMBL621603,,
7598,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 1 mg/kg,22224,U,,CHEMBL621604,,
7599,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 10 mg/kg,22224,U,,CHEMBL621605,,
7600,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 23.4 mg/kg,22224,U,,CHEMBL621606,,
7601,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 3 mg/kg,22224,U,,CHEMBL621607,,
7602,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve after oral dose of 3.87 mg/kg,22224,U,,CHEMBL621608,,
7603,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve was determined,22224,U,,CHEMBL621609,,
7604,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve at a dose of 10 mg/kg,22224,U,,CHEMBL621610,,
7605,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined; ND=No data,50597,N,,CHEMBL621611,,
7606,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL621612,,
7607,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,N,,CHEMBL622308,,
7608,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622309,,
7609,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,N,,CHEMBL622310,,
7610,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622311,,
7611,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,50597,N,,CHEMBL622312,,
7612,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622931,,
7613,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,50597,N,,CHEMBL622932,,
7614,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622736,1969.0,
7615,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,50597,N,,CHEMBL622737,1969.0,
7616,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622738,1969.0,
7617,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,50597,N,,CHEMBL622739,1969.0,
7618,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622740,1969.0,
7619,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,50597,N,,CHEMBL622741,1969.0,
7620,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,50597,N,,CHEMBL622742,1969.0,
7621,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,50597,N,,CHEMBL622743,1969.0,
7622,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,AUC in mice,50594,N,,CHEMBL622744,1969.0,
7623,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve was measured from the graph obtained from concentration Vs time,22224,U,,CHEMBL624134,,
7624,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve value of compound per hour after oral administration,22224,U,,CHEMBL624135,,
7625,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined after oral administration in rats,50597,N,,CHEMBL624136,,
7626,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined after oral administration in rats; No data,50597,N,,CHEMBL624137,,
7627,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined after oral administration in rats;No data,50597,N,,CHEMBL624320,,
7628,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,50588,N,,CHEMBL624321,,
7629,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,50597,N,,CHEMBL624322,,
7630,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after iv dose of 5.06 in rats,50597,N,,CHEMBL624323,,
7631,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,50597,N,,CHEMBL624324,,
7632,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,50597,N,,CHEMBL624325,,
7633,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,50597,N,,CHEMBL624326,,
7634,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,50597,N,,CHEMBL624327,,
7635,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,50597,N,,CHEMBL624328,,
7636,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined in Dogs after peroral administration,50588,N,,CHEMBL627848,,
7637,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined in Rats after peroral administration,50597,N,,CHEMBL627849,,
7638,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined in carotid blood of rat when administered intradermally,50597,N,,CHEMBL627850,,
7639,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined in portal blood of rat when administered intradermally,50597,N,,CHEMBL627851,,
7640,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627852,,
7641,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627853,,
7642,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),50594,N,,CHEMBL627854,,
7643,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL627855,,
7644,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),50594,N,,CHEMBL627856,,
7645,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,50594,N,,CHEMBL875339,,
7646,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),50594,N,,CHEMBL627857,,
7647,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,50597,N,,CHEMBL627858,2106.0,
7648,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,50597,N,,CHEMBL627859,178.0,
7649,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,50597,N,,CHEMBL627860,955.0,
7650,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,50597,N,,CHEMBL627019,948.0,
7651,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,50597,N,,CHEMBL627020,2107.0,
7652,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,50597,N,,CHEMBL627021,2048.0,
7653,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,50597,N,,CHEMBL627022,2385.0,
7654,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,50597,N,,CHEMBL627023,,
7655,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,50597,N,,CHEMBL627024,2106.0,
7656,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,50597,N,,CHEMBL627025,2046.0,
7657,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,50597,N,,CHEMBL627026,2113.0,
7658,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,50597,N,,CHEMBL627027,178.0,
7659,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,50597,N,,CHEMBL627028,955.0,
7660,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,50597,N,,CHEMBL627029,948.0,
7661,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,50597,N,,CHEMBL627030,2113.0,
7662,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,50597,N,,CHEMBL627031,2107.0,
7663,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,50597,N,,CHEMBL627032,2048.0,
7664,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,50597,N,,CHEMBL627033,2385.0,
7665,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,50597,N,,CHEMBL627034,,
7666,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,50597,N,,CHEMBL627035,2106.0,
7667,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,50597,N,,CHEMBL627036,2046.0,
7668,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,50597,N,,CHEMBL875340,178.0,
7669,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,50597,N,,CHEMBL627037,948.0,
7670,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,50597,N,,CHEMBL627038,2113.0,
7671,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,50597,N,,CHEMBL627039,2107.0,
7672,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,50597,N,,CHEMBL627040,2385.0,
7673,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,50597,N,,CHEMBL624663,2106.0,
7674,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,50597,N,,CHEMBL625963,2046.0,
7675,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,50597,N,,CHEMBL876799,955.0,
7676,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,50597,N,,CHEMBL626133,2048.0,
7677,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,50597,N,,CHEMBL626134,,
7678,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,50597,N,,CHEMBL626135,,
7679,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,50597,N,,CHEMBL626136,,
7680,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,50597,N,,CHEMBL626137,,
7681,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,N,,CHEMBL626138,,
7682,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,N,,CHEMBL626139,,
7683,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,50597,N,,CHEMBL626140,,
7684,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,50597,N,,CHEMBL626141,,
7685,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,C24h in rat p.o. at 20 mg/kg concentration,50597,N,,CHEMBL626142,,
7686,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,N,,CHEMBL627930,2385.0,
7687,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,50597,N,,CHEMBL627931,2385.0,
7688,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,50597,N,,CHEMBL627932,2385.0,
7689,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,N,,CHEMBL627933,2106.0,
7690,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,50597,N,,CHEMBL627934,2106.0,
7691,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,50597,N,,CHEMBL627935,2106.0,
7692,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,50597,N,,CHEMBL627936,178.0,
7693,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,50597,N,,CHEMBL627937,178.0,
7694,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,N,,CHEMBL627938,178.0,
7695,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,50597,N,,CHEMBL627939,178.0,
7696,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,50597,N,,CHEMBL627940,178.0,
7697,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,N,,CHEMBL627941,178.0,
7698,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,N,,CHEMBL876800,178.0,
7699,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,50597,N,,CHEMBL627942,178.0,
7700,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,N,,CHEMBL627943,178.0,
7701,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,50597,N,,CHEMBL627944,178.0,
7702,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,50597,N,,CHEMBL627945,178.0,
7703,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,50597,N,,CHEMBL628584,178.0,
7704,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA at 15 min,50597,N,,CHEMBL628585,178.0,
7705,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,50597,N,,CHEMBL628586,178.0,
7706,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA at 30 min,50597,N,,CHEMBL628587,178.0,
7707,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,50597,N,,CHEMBL628588,178.0,
7708,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,50597,N,,CHEMBL628589,178.0,
7709,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,50597,N,,CHEMBL625304,178.0,
7710,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,50597,N,,CHEMBL625305,178.0,
7711,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,50597,N,,CHEMBL625306,178.0,
7712,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,50597,N,,CHEMBL625307,178.0,
7713,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,50597,N,,CHEMBL625308,178.0,
7714,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,50597,N,,CHEMBL627740,178.0,
7715,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,50597,N,,CHEMBL627741,178.0,
7716,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,N,,CHEMBL627742,178.0,
7717,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,50597,N,,CHEMBL627743,178.0,
7718,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,50597,N,,CHEMBL627744,178.0,
7719,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,50597,N,,CHEMBL627745,10000001.0,
7720,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,N,,CHEMBL627746,10000001.0,
7721,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,50597,N,,CHEMBL627747,10000001.0,
7722,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,50597,N,,CHEMBL876810,10000001.0,
7723,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,50597,N,,CHEMBL627748,10000001.0,
7724,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,N,,CHEMBL627749,10000001.0,
7725,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,N,,CHEMBL627750,10000001.0,
7726,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,50597,N,,CHEMBL618728,10000001.0,
7727,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,N,,CHEMBL618729,10000001.0,
7728,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA at 15 min,50597,N,,CHEMBL618730,10000001.0,
7729,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,50597,N,,CHEMBL618731,10000001.0,
7730,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA at 30 min,50597,N,,CHEMBL618732,10000001.0,
7731,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,50597,N,,CHEMBL618733,10000001.0,
7732,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,50597,N,,CHEMBL618734,10000001.0,
