assays_ss_d,assays_tss_d,assays_src_d,assays_ss_tss,assays_dc_d,assays_ss_sbclllr_frctn,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_vrnt_d
12678,955.0,1,Brain,10009,,50594,N,1,Intermediate,,CHEMBL625698,,BAO_0000218,
12679,955.0,1,Brain,10009,,50594,N,1,Intermediate,,CHEMBL625699,,BAO_0000218,
12680,955.0,1,Brain,10009,,50594,N,1,Intermediate,,CHEMBL625700,,BAO_0000218,
12681,,1,,10009,,50594,N,1,Intermediate,,CHEMBL625701,,BAO_0000218,
12682,,1,,10009,,50594,N,1,Intermediate,,CHEMBL625702,,BAO_0000218,
12683,,1,,10009,,50594,N,1,Intermediate,,CHEMBL625703,,BAO_0000218,
12684,,1,,10009,,50594,N,1,Intermediate,,CHEMBL625704,,BAO_0000218,
12685,,1,,10009,,50594,N,1,Intermediate,,CHEMBL625705,,BAO_0000218,
12686,1236.0,1,Adrenal medulla,8170,,50588,N,1,Intermediate,,CHEMBL625706,,BAO_0000218,
12687,1236.0,1,Adrenal medulla,8170,,50588,N,1,Intermediate,,CHEMBL625707,,BAO_0000218,
12688,,1,,8170,,50588,N,1,Intermediate,,CHEMBL625708,,BAO_0000218,
12689,,1,,8170,,50588,N,1,Intermediate,,CHEMBL625709,,BAO_0000218,
12690,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624180,,BAO_0000218,
12691,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624181,,BAO_0000218,
12692,1235.0,1,Adrenal cortex,8170,,50588,N,1,Intermediate,,CHEMBL624182,,BAO_0000218,
12693,1235.0,1,Adrenal cortex,8170,,50588,N,1,Intermediate,,CHEMBL624183,,BAO_0000218,
12694,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL624184,,BAO_0000218,
12695,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL877489,,BAO_0000218,
12696,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL624185,,BAO_0000218,
12697,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL624186,,BAO_0000218,
12698,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL624187,,BAO_0000218,
12699,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL624188,,BAO_0000218,
12700,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624189,,BAO_0000218,
12701,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624190,,BAO_0000218,
12702,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624191,,BAO_0000218,
12703,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624192,,BAO_0000218,
12704,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624193,,BAO_0000218,
12705,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624194,,BAO_0000218,
12706,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624891,,BAO_0000218,
12707,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624892,,BAO_0000218,
12708,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL624893,,BAO_0000218,
12709,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL627632,,BAO_0000218,
12710,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627633,,BAO_0000218,
12711,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627634,,BAO_0000218,
12712,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627635,,BAO_0000218,
12713,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627636,,BAO_0000218,
12714,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626816,,BAO_0000218,
12715,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626817,,BAO_0000218,
12716,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626818,,BAO_0000218,
12717,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626819,,BAO_0000218,
12718,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626820,,BAO_0000218,
12719,,1,,8594,,50597,N,1,Intermediate,,CHEMBL626821,,BAO_0000218,
12720,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626822,,BAO_0000218,
12721,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626823,,BAO_0000218,
12722,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626824,,BAO_0000218,
12723,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626825,,BAO_0000218,
12724,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626826,,BAO_0000218,
12725,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626827,,BAO_0000218,
12726,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626828,,BAO_0000218,
12727,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626829,,BAO_0000218,
12728,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL626830,,BAO_0000218,
12729,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627150,,BAO_0000218,
12730,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627151,,BAO_0000218,
12731,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627152,,BAO_0000218,
12732,,1,,8594,,50597,N,1,Intermediate,,CHEMBL627153,,BAO_0000218,
12733,,1,,12904,,22224,U,0,Autocuration,,CHEMBL627154,,BAO_0000019,
12734,,1,,12904,,22224,U,0,Autocuration,,CHEMBL627155,,BAO_0000019,
12735,,1,,3730,,22224,U,0,Autocuration,,CHEMBL627156,,BAO_0000019,
12736,,1,,3627,,22224,U,0,Autocuration,,CHEMBL627157,,BAO_0000019,
12737,,1,,13799,,50592,N,1,Intermediate,,CHEMBL627158,,BAO_0000218,
12738,1969.0,1,Plasma,13799,,50592,N,1,Intermediate,,CHEMBL627159,,BAO_0000218,
12739,,1,,13799,,50594,N,1,Intermediate,,CHEMBL627160,,BAO_0000218,
12740,,1,,13799,,50597,N,1,Intermediate,,CHEMBL628540,,BAO_0000218,
12741,1969.0,1,Plasma,13799,,50597,N,1,Intermediate,,CHEMBL628541,,BAO_0000218,
12742,1969.0,1,Plasma,13799,,50597,N,1,Intermediate,,CHEMBL628542,,BAO_0000218,
12743,,1,,6629,,22229,U,0,Autocuration,,CHEMBL628543,,BAO_0000100,
12744,,1,,6629,,22229,U,0,Autocuration,,CHEMBL628544,,BAO_0000100,
12745,,1,,6629,,22229,U,0,Autocuration,,CHEMBL628545,,BAO_0000100,
12746,,1,,14000,,22224,U,0,Autocuration,,CHEMBL628546,,BAO_0000019,
12747,,1,,8267,,22224,U,0,Autocuration,,CHEMBL874455,,BAO_0000019,
12748,,1,,13799,,50597,N,1,Intermediate,,CHEMBL628547,,BAO_0000218,
12749,1969.0,1,Plasma,13799,,50597,N,1,Intermediate,,CHEMBL628548,,BAO_0000218,
12750,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628549,,BAO_0000218,
12751,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628550,,BAO_0000218,
12752,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628551,,BAO_0000218,
12753,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628552,,BAO_0000218,
12754,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628553,,BAO_0000218,
12755,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628554,,BAO_0000218,
12756,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628555,,BAO_0000218,
12757,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628556,,BAO_0000218,
12758,2113.0,1,Kidney,7132,,50592,N,1,Intermediate,,CHEMBL628557,,BAO_0000218,
12759,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628558,,BAO_0000218,
12760,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628559,,BAO_0000218,
12761,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628560,,BAO_0000218,
12762,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL874456,,BAO_0000218,
12763,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628561,,BAO_0000218,
12764,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL628562,,BAO_0000218,
12765,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628563,,BAO_0000218,
12766,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628564,,BAO_0000218,
12767,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL628565,,BAO_0000218,
12768,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL631248,,BAO_0000218,
12769,1088.0,1,Urine,7132,,50592,N,1,Intermediate,,CHEMBL631249,,BAO_0000218,
12770,2113.0,1,Kidney,7132,,50592,N,1,Intermediate,,CHEMBL627214,,BAO_0000218,
12771,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL874591,,BAO_0000218,
12772,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL627215,,BAO_0000218,
12773,1988.0,1,Feces,7132,,50592,N,1,Intermediate,,CHEMBL625471,,BAO_0000218,
12774,,1,,7132,,50592,N,1,Intermediate,,CHEMBL625472,,BAO_0000218,
12775,,1,,7132,,50592,N,1,Intermediate,,CHEMBL625473,,BAO_0000218,
12776,,1,,13317,,50588,N,1,Intermediate,,CHEMBL625474,,BAO_0000218,
12777,,1,,15341,,50588,N,1,Intermediate,,CHEMBL625475,,BAO_0000218,
12778,,1,,15341,,50597,N,1,Intermediate,,CHEMBL625476,,BAO_0000218,
12779,,1,,15341,,50597,N,1,Intermediate,,CHEMBL625477,,BAO_0000218,
12780,,1,,15341,,50597,N,1,Intermediate,,CHEMBL625478,,BAO_0000218,
12781,,1,esophageal tunica muscularis mucosae,12801,,50597,N,1,Intermediate,,CHEMBL625479,,BAO_0000218,
12782,,1,esophageal tunica muscularis mucosae,12801,,50597,N,1,Intermediate,,CHEMBL625480,,BAO_0000218,
12783,1969.0,1,Plasma,14856,,50597,N,1,Intermediate,,CHEMBL625481,,BAO_0000218,
12784,,1,,14062,,50597,N,1,Intermediate,,CHEMBL625482,,BAO_0000218,
12785,,1,,14062,,50597,N,1,Intermediate,,CHEMBL625483,,BAO_0000218,
12786,,1,,14062,,50597,N,1,Intermediate,,CHEMBL625484,,BAO_0000218,
12787,,1,,14062,,50597,N,1,Intermediate,,CHEMBL625485,,BAO_0000218,
12788,1969.0,1,Plasma,14346,,50588,N,1,Intermediate,,CHEMBL625486,,BAO_0000218,
12789,1969.0,1,Plasma,14346,,50597,N,1,Intermediate,,CHEMBL625487,,BAO_0000218,
12790,1969.0,1,Plasma,14346,,50597,N,1,Intermediate,,CHEMBL625488,,BAO_0000218,
12791,1969.0,1,Plasma,14346,,50597,N,1,Intermediate,,CHEMBL625489,,BAO_0000218,
12792,1969.0,1,Plasma,14346,,50597,N,1,Intermediate,,CHEMBL625490,,BAO_0000218,
12793,1969.0,1,Plasma,14346,,50588,N,1,Intermediate,,CHEMBL625491,,BAO_0000218,
12794,1969.0,1,Plasma,14346,,50597,N,1,Intermediate,,CHEMBL625492,,BAO_0000218,
12795,1969.0,1,Plasma,15711,,50587,N,1,Intermediate,,CHEMBL625493,,BAO_0000218,
12796,,1,,14886,,50597,N,1,Intermediate,,CHEMBL625494,,BAO_0000218,
12797,,1,,14886,,50597,N,1,Intermediate,,CHEMBL625495,,BAO_0000218,
12798,,1,,14886,,50597,N,1,Intermediate,,CHEMBL625496,,BAO_0000218,
12799,,1,,4115,,22229,U,0,Autocuration,,CHEMBL625497,,BAO_0000100,
12800,,1,,13733,,22229,U,0,Autocuration,,CHEMBL625498,,BAO_0000100,
12801,,1,,12102,,22224,U,0,Autocuration,,CHEMBL625499,,BAO_0000019,
12802,,1,,12676,,22229,U,0,Autocuration,,CHEMBL625500,,BAO_0000100,
12803,,1,,13733,,22229,U,0,Autocuration,,CHEMBL625501,,BAO_0000100,
12804,,1,,13740,,22229,U,0,Autocuration,,CHEMBL625502,,BAO_0000100,
12805,,1,,12766,,22229,U,0,Autocuration,,CHEMBL625503,,BAO_0000100,
12806,,1,,2764,,22229,U,0,Autocuration,,CHEMBL625504,,BAO_0000100,
12807,,1,,12355,,22229,U,0,Autocuration,,CHEMBL625505,,BAO_0000100,
12808,,1,,11314,,22229,U,0,Autocuration,,CHEMBL625506,,BAO_0000100,
12809,,1,,12706,,22224,U,0,Autocuration,,CHEMBL625507,,BAO_0000019,
12810,,1,,12645,,22229,U,0,Autocuration,,CHEMBL625508,,BAO_0000100,
12811,,1,,13668,,22229,U,0,Autocuration,,CHEMBL625509,,BAO_0000100,
12812,,1,,12819,,22229,U,0,Autocuration,,CHEMBL625510,,BAO_0000100,
12813,,1,,13668,,22229,U,0,Autocuration,,CHEMBL883125,,BAO_0000100,
12814,,1,,13017,,22229,U,0,Autocuration,,CHEMBL625511,,BAO_0000100,
12815,,1,,2448,,22224,U,0,Autocuration,,CHEMBL874650,,BAO_0000019,
12816,,1,,11526,,22224,U,0,Autocuration,,CHEMBL625512,,BAO_0000019,
12817,,1,,12426,,22224,U,0,Autocuration,,CHEMBL625513,,BAO_0000019,
12818,,1,,2448,,22224,U,0,Autocuration,,CHEMBL625514,,BAO_0000019,
12819,,1,,12001,,22229,U,0,Autocuration,,CHEMBL625515,,BAO_0000100,
12820,,1,,12426,,22229,U,0,Autocuration,,CHEMBL625516,,BAO_0000100,
12821,,1,,13204,,50588,N,1,Intermediate,,CHEMBL625517,,BAO_0000218,
12822,,1,,13204,,50597,N,1,Intermediate,,CHEMBL625518,,BAO_0000218,
12823,,1,,13889,,50594,N,1,Intermediate,,CHEMBL625519,,BAO_0000218,
12824,,1,,13889,,22224,U,0,Autocuration,,CHEMBL625520,,BAO_0000019,
12825,,1,,17025,,50588,N,1,Intermediate,,CHEMBL874651,,BAO_0000218,
12826,,1,,17025,,22224,U,0,Autocuration,,CHEMBL625521,,BAO_0000218,
12827,,1,,17025,,50592,N,1,Intermediate,,CHEMBL623171,,BAO_0000218,
12828,,1,,17025,,50597,N,1,Intermediate,,CHEMBL623853,,BAO_0000218,
12829,,1,,15067,,22224,U,0,Autocuration,,CHEMBL623854,,BAO_0000019,
12830,,1,,3091,,22224,U,0,Autocuration,,CHEMBL874405,,BAO_0000100,
12831,,1,,15592,,22229,U,0,Autocuration,,CHEMBL623855,,BAO_0000100,
12832,,1,,14738,,22229,U,0,Autocuration,,CHEMBL623856,,BAO_0000100,
12833,,1,,14738,,22224,U,0,Autocuration,,CHEMBL623857,,BAO_0000100,
12834,,1,,14738,,22224,U,0,Autocuration,,CHEMBL623858,,BAO_0000100,
12835,,1,,6076,,22224,U,0,Autocuration,,CHEMBL623859,,BAO_0000100,
12836,,1,,17840,,22229,U,0,Autocuration,,CHEMBL839829,,BAO_0000100,
12837,,1,,13589,,22224,U,0,Autocuration,,CHEMBL623860,,BAO_0000019,
12838,,1,,17655,,22224,U,0,Autocuration,,CHEMBL623861,,BAO_0000019,
12839,,1,,5867,,22224,U,0,Autocuration,,CHEMBL623862,,BAO_0000019,
12840,,1,,5867,,22229,U,0,Autocuration,,CHEMBL874406,,BAO_0000100,
12841,,1,,10783,,22229,U,0,Autocuration,,CHEMBL623863,,BAO_0000100,
12842,,1,,14849,,22229,U,0,Autocuration,,CHEMBL624021,,BAO_0000100,
12843,1236.0,1,Adrenal medulla,8170,,50588,N,1,Intermediate,,CHEMBL624022,,BAO_0000218,
12844,1236.0,1,Adrenal medulla,8170,,50588,N,1,Intermediate,,CHEMBL624023,,BAO_0000218,
12845,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624024,,BAO_0000218,
12846,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624025,,BAO_0000218,
12847,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624026,,BAO_0000218,
12848,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624027,,BAO_0000218,
12849,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624028,,BAO_0000218,
12850,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624029,,BAO_0000218,
12851,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624030,,BAO_0000218,
12852,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624031,,BAO_0000218,
12853,160.0,1,Intestine,8170,,50588,N,1,Intermediate,,CHEMBL624032,,BAO_0000218,
12854,160.0,1,Intestine,8170,,50588,N,1,Intermediate,,CHEMBL874407,,BAO_0000218,
12855,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624033,,BAO_0000218,
12856,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624034,,BAO_0000218,
12857,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624035,,BAO_0000218,
12858,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624036,,BAO_0000218,
12859,2385.0,1,Muscle tissue,8170,,50588,N,1,Intermediate,,CHEMBL624037,,BAO_0000218,
12860,2385.0,1,Muscle tissue,8170,,50588,N,1,Intermediate,,CHEMBL624038,,BAO_0000218,
12861,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624039,,BAO_0000218,
12862,,1,,8170,,50588,N,1,Intermediate,,CHEMBL624040,,BAO_0000218,
12863,160.0,1,Intestine,8170,,50588,N,1,Intermediate,,CHEMBL624041,,BAO_0000218,
12864,160.0,1,Intestine,8170,,50588,N,1,Intermediate,,CHEMBL624042,,BAO_0000218,
12865,2106.0,1,Spleen,8170,,50588,N,1,Intermediate,,CHEMBL624043,,BAO_0000218,
12866,2106.0,1,Spleen,8170,,50588,N,1,Intermediate,,CHEMBL624044,,BAO_0000218,
12867,945.0,1,Stomach,8170,,50588,N,1,Intermediate,,CHEMBL624045,,BAO_0000218,
12868,945.0,1,Stomach,8170,,50588,N,1,Intermediate,,CHEMBL624046,,BAO_0000218,
12869,2046.0,1,Thyroid gland,8170,,50588,N,1,Intermediate,,CHEMBL624047,,BAO_0000218,
12870,2046.0,1,Thyroid gland,8170,,50588,N,1,Intermediate,,CHEMBL624048,,BAO_0000218,
12871,1088.0,1,Urine,8170,,50588,N,1,Intermediate,,CHEMBL874408,,BAO_0000218,
12872,1088.0,1,Urine,8170,,50588,N,1,Intermediate,,CHEMBL624049,,BAO_0000218,
12873,1969.0,1,Plasma,14283,,22224,U,0,Autocuration,,CHEMBL624050,,BAO_0000218,
12874,,1,,5623,,22224,U,0,Autocuration,,CHEMBL624051,,BAO_0000019,
12875,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623278,,BAO_0000218,
12876,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623279,,BAO_0000218,
12877,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623280,,BAO_0000218,
12878,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623963,,BAO_0000218,
12879,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623964,,BAO_0000218,
12880,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623965,,BAO_0000218,
12881,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623966,,BAO_0000218,
12882,,1,,13477,,50597,N,1,Intermediate,,CHEMBL874415,,BAO_0000218,
12883,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623967,,BAO_0000218,
12884,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623968,,BAO_0000218,
12885,,1,,13477,,50597,N,1,Intermediate,,CHEMBL623969,,BAO_0000218,
12886,,1,,13477,,50597,N,1,Intermediate,,CHEMBL628409,,BAO_0000218,
12887,,1,,13477,,50597,N,1,Intermediate,,CHEMBL628410,,BAO_0000218,
12888,,1,,13477,,50597,N,1,Intermediate,,CHEMBL628411,,BAO_0000218,
12889,,1,,13477,,50597,N,1,Intermediate,,CHEMBL628412,,BAO_0000218,
12890,,1,,12553,,22224,U,0,Autocuration,,CHEMBL628413,,BAO_0000019,
12891,1969.0,1,Plasma,14548,,22224,U,0,Autocuration,,CHEMBL628414,,BAO_0000019,
12892,,1,,14393,,50597,N,1,Intermediate,,CHEMBL628415,,BAO_0000218,
12893,,1,,14393,,50597,N,1,Intermediate,,CHEMBL628416,,BAO_0000218,
12894,,1,,14393,,50597,N,1,Intermediate,,CHEMBL628417,,BAO_0000218,
12895,2107.0,1,Liver,14393,,50597,N,1,Intermediate,,CHEMBL874908,,BAO_0000218,
12896,,1,,14393,,50597,N,1,Intermediate,,CHEMBL628418,,BAO_0000218,
12897,2385.0,1,Muscle tissue,14393,,50597,N,1,Intermediate,,CHEMBL628419,,BAO_0000218,
12898,,1,,14393,,50597,N,1,Intermediate,,CHEMBL628420,,BAO_0000218,
12899,,1,,1629,,22224,U,0,Autocuration,,CHEMBL628421,,BAO_0000019,
12900,,1,,8194,,22229,U,0,Autocuration,,CHEMBL626726,,BAO_0000100,
12901,,1,,8194,,22229,U,0,Autocuration,,CHEMBL626727,,BAO_0000100,
12902,178.0,1,Blood,8594,,50597,N,1,Intermediate,,CHEMBL626728,,BAO_0000218,
12903,178.0,1,Blood,8594,,50597,N,1,Intermediate,,CHEMBL626729,,BAO_0000218,
12904,178.0,1,Blood,8594,,50597,N,1,Intermediate,,CHEMBL626730,,BAO_0000218,
12905,178.0,1,Blood,8594,,50597,N,1,Intermediate,,CHEMBL626731,,BAO_0000218,
12906,178.0,1,Blood,8594,,50597,N,1,Intermediate,,CHEMBL626732,,BAO_0000218,
12907,948.0,1,Heart,8594,,50597,N,1,Intermediate,,CHEMBL626733,,BAO_0000218,
12908,948.0,1,Heart,8594,,50597,N,1,Intermediate,,CHEMBL626734,,BAO_0000218,
12909,948.0,1,Heart,8594,,50597,N,1,Intermediate,,CHEMBL626735,,BAO_0000218,
12910,948.0,1,Heart,8594,,50597,N,1,Intermediate,,CHEMBL874909,,BAO_0000218,
12911,948.0,1,Heart,8594,,50597,N,1,Intermediate,,CHEMBL626736,,BAO_0000218,
12912,2113.0,1,Kidney,8594,,50597,N,1,Intermediate,,CHEMBL626737,,BAO_0000218,
12913,2113.0,1,Kidney,8594,,50597,N,1,Intermediate,,CHEMBL630999,,BAO_0000218,
12914,2113.0,1,Kidney,8594,,50597,N,1,Intermediate,,CHEMBL631000,,BAO_0000218,
12915,2113.0,1,Kidney,8594,,50597,N,1,Intermediate,,CHEMBL631001,,BAO_0000218,
12916,2113.0,1,Kidney,8594,,50597,N,1,Intermediate,,CHEMBL631002,,BAO_0000218,
12917,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL631003,,BAO_0000218,
12918,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL631004,,BAO_0000218,
12919,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL631005,,BAO_0000218,
12920,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL631006,,BAO_0000218,
12921,2107.0,1,Liver,8594,,50597,N,1,Intermediate,,CHEMBL631007,,BAO_0000218,
12922,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL631008,,BAO_0000218,
12923,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL631009,,BAO_0000218,
12924,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL631010,,BAO_0000218,
12925,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL631011,,BAO_0000218,
12926,2048.0,1,Lung,8594,,50597,N,1,Intermediate,,CHEMBL631012,,BAO_0000218,
12927,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL630271,,BAO_0000218,
12928,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL630272,,BAO_0000218,
12929,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL630273,,BAO_0000218,
12930,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL630274,,BAO_0000218,
12931,2046.0,1,Thyroid gland,8594,,50597,N,1,Intermediate,,CHEMBL630275,,BAO_0000218,
12932,,1,,8594,,50597,N,1,Intermediate,,CHEMBL875782,,BAO_0000218,
12933,,1,,8594,,50597,N,1,Intermediate,,CHEMBL630276,,BAO_0000218,
12934,,1,,8594,,50597,N,1,Intermediate,,CHEMBL630277,,BAO_0000218,
12935,,1,,8594,,50597,N,1,Intermediate,,CHEMBL630278,,BAO_0000218,
12936,,1,,8594,,50597,N,1,Intermediate,,CHEMBL630279,,BAO_0000218,
12937,,1,,8151,,22224,U,0,Autocuration,,CHEMBL630280,,BAO_0000019,
12938,,1,,8151,,22224,U,0,Autocuration,,CHEMBL630281,,BAO_0000019,
12939,,1,,7132,,50592,N,1,Intermediate,,CHEMBL630282,,BAO_0000218,
12940,,1,,7132,,50592,N,1,Intermediate,,CHEMBL630283,,BAO_0000218,
12941,,1,,5797,,22224,U,0,Autocuration,,CHEMBL630284,,BAO_0000019,
12942,,1,,7849,,22224,U,0,Autocuration,,CHEMBL630285,,BAO_0000019,
12943,,1,,14220,Microsomes,22224,U,0,Autocuration,,CHEMBL630286,,BAO_0000251,
12944,,1,,8650,,50592,N,1,Intermediate,,CHEMBL630069,,BAO_0000218,
12945,,1,,8650,,50592,N,1,Intermediate,,CHEMBL630070,,BAO_0000218,
12946,,1,,8650,,50592,N,1,Intermediate,,CHEMBL630071,,BAO_0000218,
12947,,1,,8650,,50592,N,1,Intermediate,,CHEMBL630072,,BAO_0000218,
12948,,1,,8650,,50592,N,1,Intermediate,,CHEMBL875110,,BAO_0000218,
12949,,1,,7116,,50597,N,1,Intermediate,,CHEMBL630073,,BAO_0000218,
12950,,1,,14131,,22224,U,0,Autocuration,,CHEMBL630074,,BAO_0000019,
12951,,1,,7415,,22224,U,0,Autocuration,,CHEMBL630075,,BAO_0000218,
12952,,1,,13178,,22224,U,0,Autocuration,,CHEMBL630076,,BAO_0000019,
12953,,1,,8815,,22229,U,0,Autocuration,,CHEMBL630077,,BAO_0000100,
12954,,1,,1450,,22229,U,0,Autocuration,,CHEMBL630078,,BAO_0000100,
12955,,1,,1450,,22229,U,0,Autocuration,,CHEMBL630079,,BAO_0000100,
12956,,1,,1450,,22229,U,0,Autocuration,,CHEMBL630080,,BAO_0000100,
12957,,1,,1450,,22229,U,0,Autocuration,,CHEMBL630081,,BAO_0000100,
12958,,1,,12711,,22224,U,0,Autocuration,,CHEMBL630082,,BAO_0000019,
12959,,1,,12711,,22224,U,0,Autocuration,,CHEMBL630083,,BAO_0000019,
12960,,1,,12711,,22224,U,0,Autocuration,,CHEMBL630084,,BAO_0000019,
12961,,1,,15032,,22229,U,0,Autocuration,,CHEMBL629198,,BAO_0000100,
12962,,1,,9964,,22229,U,0,Autocuration,,CHEMBL629199,,BAO_0000100,
12963,,1,,14962,,22229,U,0,Autocuration,,CHEMBL629200,,BAO_0000100,
12964,,1,,12487,,50588,N,1,Intermediate,,CHEMBL629201,,BAO_0000218,
12965,,1,,12487,,50588,N,1,Intermediate,,CHEMBL629202,,BAO_0000218,
12966,,1,,10026,,50587,N,1,Intermediate,,CHEMBL875111,,BAO_0000218,
12967,,1,,10026,,50587,N,1,Intermediate,,CHEMBL629203,,BAO_0000218,
12968,,1,,10026,,50587,N,1,Intermediate,,CHEMBL629204,,BAO_0000218,
12969,,1,,10026,,50587,N,1,Intermediate,,CHEMBL629205,,BAO_0000218,
