assay_tissue,bao_format,assay_id,relationship_type,description,curated_by,cell_id,tid,variant_id,doc_id,tissue_id,assay_tax_id,assay_organism,assay_category,chembl_id,assay_cell_type,src_assay_id,assay_test_type,assay_subcellular_fraction,assay_type,src_id,confidence_score,assay_strain
,BAO_0000218,7197,N,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),Intermediate,,50588,,4809,,9615.0,Canis lupus familiaris,,CHEMBL621390,,,In vivo,,A,1,1,
,BAO_0000100,7198,U,Calculated partition coefficient (clogP),Intermediate,,22229,,4219,,,,,CHEMBL621391,,,,,P,1,0,
,BAO_0000218,7199,N,Half life in dog,Intermediate,,50588,,3748,,9615.0,Canis lupus familiaris,,CHEMBL621392,,,,,A,1,1,
,BAO_0000218,7200,N,Time taken for EC90 was determined when tested in dog,Intermediate,,50588,,3132,,9615.0,Canis lupus familiaris,,CHEMBL621393,,,,,A,1,1,
,BAO_0000218,7201,N,Half life (iv) was determined,Intermediate,,50588,,4219,,9615.0,Canis lupus familiaris,,CHEMBL621394,,,,,A,1,1,
Liver,BAO_0000218,7202,N,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,Intermediate,,50588,,16907,2107.0,9615.0,Canis lupus familiaris,,CHEMBL621395,,,,,A,1,1,
,BAO_0000218,7203,N,Area under the curve was calculated in dog after iv administration,Intermediate,,50588,,6057,,9615.0,Canis lupus familiaris,,CHEMBL621396,,,,,A,1,1,
,BAO_0000218,7204,N,Area under the curve was calculated in dog after peroral administration,Intermediate,,50588,,6057,,9615.0,Canis lupus familiaris,,CHEMBL621397,,,,,A,1,1,
,BAO_0000218,7205,N,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,Intermediate,,50588,,17853,,9615.0,Canis lupus familiaris,,CHEMBL621398,,,,,A,1,1,
,BAO_0000218,7206,N,pKa was evaluated in dog,Intermediate,,50588,,3639,,9615.0,Canis lupus familiaris,,CHEMBL618818,,,,,A,1,1,
,BAO_0000218,7207,N,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,Intermediate,,50588,,14541,,9615.0,Canis lupus familiaris,,CHEMBL618819,,,,,A,1,1,
,BAO_0000218,7208,N,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,Intermediate,,50588,,16456,,9615.0,Canis lupus familiaris,,CHEMBL618820,,,In vivo,,A,1,1,
,BAO_0000218,7209,N,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,Intermediate,,50588,,16456,,9615.0,Canis lupus familiaris,,CHEMBL873810,,,In vivo,,A,1,1,
,BAO_0000218,7210,N,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,Intermediate,,50588,,2652,,9615.0,Canis lupus familiaris,,CHEMBL876606,,,In vivo,,A,1,1,
,BAO_0000218,7211,N,Compound was evaluated for the half-life (t 1/2) in hours,Intermediate,,50588,,3624,,9615.0,Canis lupus familiaris,,CHEMBL618821,,,,,A,1,1,
Blood,BAO_0000218,7212,N,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,Intermediate,,50588,,1337,178.0,9615.0,Canis lupus familiaris,,CHEMBL618822,,,In vivo,,A,1,1,
Blood,BAO_0000218,7213,N,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,Intermediate,,50588,,1337,178.0,9615.0,Canis lupus familiaris,,CHEMBL618823,,,In vivo,,A,1,1,
,BAO_0000218,7214,N,Half life after intravenous administration of 1 mg/kg in dog,Intermediate,,50588,,4709,,9615.0,Canis lupus familiaris,,CHEMBL618824,,,In vivo,,A,1,1,
,BAO_0000218,7215,N,Half life was measured in dog,Intermediate,,50588,,15660,,9615.0,Canis lupus familiaris,,CHEMBL618825,,,,,A,1,1,
,BAO_0000218,7216,N,Half life period in dog after 5 mg/kg dose,Intermediate,,50588,,5302,,9615.0,Canis lupus familiaris,,CHEMBL618826,,,In vivo,,A,1,1,
,BAO_0000218,7217,N,Half life period was evaluated in dog; 4-4.8,Intermediate,,50588,,17791,,9615.0,Canis lupus familiaris,,CHEMBL618827,,,,,A,1,1,
,BAO_0000218,7218,N,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Intermediate,,50588,,6348,,9615.0,Canis lupus familiaris,,CHEMBL618828,,,In vivo,,A,1,1,
,BAO_0000218,7219,N,Half-life was determined in dog after a3 mg/kg of iv dose,Intermediate,,50588,,4257,,9615.0,Canis lupus familiaris,,CHEMBL618829,,,In vivo,,A,1,1,
,BAO_0000218,7220,N,Half-life was determined,Intermediate,,50588,,3771,,9615.0,Canis lupus familiaris,,CHEMBL618830,,,,,A,1,1,
,BAO_0000218,7221,N,Half life in dogs,Intermediate,,50588,,6305,,9615.0,Canis lupus familiaris,,CHEMBL618831,,,,,A,1,1,
Plasma,BAO_0000218,7222,N,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,Intermediate,,50588,,13501,1969.0,9615.0,Canis lupus familiaris,,CHEMBL619489,,,In vivo,,A,1,1,
,BAO_0000218,7223,N,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,Intermediate,,50588,,17594,,9615.0,Canis lupus familiaris,,CHEMBL619649,,,In vivo,,A,1,1,
,BAO_0000218,7224,N,Compound was evaluated for the half life period after iv administration in Beagle dog.,Intermediate,,50588,,3045,,9615.0,Canis lupus familiaris,,CHEMBL876607,,,In vivo,,A,1,1,
,BAO_0000218,7225,N,Compound was evaluated for the half life period after oral administration in conscious dog.,Intermediate,,50588,,3043,,9615.0,Canis lupus familiaris,,CHEMBL619650,,,In vivo,,A,1,1,
,BAO_0000218,7226,N,Compound was tested for half life in dog,Intermediate,,50588,,4839,,9615.0,Canis lupus familiaris,,CHEMBL619651,,,,,A,1,1,
,BAO_0000218,7227,N,Compound was tested for its half life in dog,Intermediate,,50588,,4839,,9615.0,Canis lupus familiaris,,CHEMBL619652,,,,,A,1,1,
,BAO_0000218,7228,N,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,Intermediate,,50588,,5802,,9615.0,Canis lupus familiaris,,CHEMBL619653,,,In vivo,,A,1,1,
,BAO_0000218,7229,N,Half life of compound in dog was determined,Intermediate,,50588,,17839,,9615.0,Canis lupus familiaris,,CHEMBL619654,,,,,A,1,1,
,BAO_0000218,7230,N,Half life (iv) was determined,Intermediate,,50588,,4219,,9615.0,Canis lupus familiaris,,CHEMBL619655,,,In vivo,,A,1,1,
Blood,BAO_0000218,7231,N,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),Intermediate,,50588,,13966,178.0,9615.0,Canis lupus familiaris,,CHEMBL619656,,,,,A,1,1,
Plasma,BAO_0000218,7232,N,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,Intermediate,,50588,,3994,1969.0,9615.0,Canis lupus familiaris,,CHEMBL873812,,,In vivo,,A,1,1,
Plasma,BAO_0000218,7233,N,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,Intermediate,,50588,,3994,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621365,,,In vivo,,F,1,1,
,BAO_0000218,7234,N,Half life in dog,Intermediate,,50588,,4453,,9615.0,Canis lupus familiaris,,CHEMBL621366,,,,,A,1,1,
Plasma,BAO_0000218,7235,N,Half life in dog plasma,Intermediate,,50588,,6535,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621367,,,,,A,1,1,
Plasma,BAO_0000218,7236,N,Half life in dog plasma after administration of 0.25 mg/kg iv,Intermediate,,50588,,6535,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621368,,,In vivo,,A,1,1,
Plasma,BAO_0000218,7237,N,Half life in dog plasma after administration of 1 mg/kg iv,Intermediate,,50588,,6535,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621369,,,In vivo,,A,1,1,
Plasma,BAO_0000218,7238,N,Half life in dog plasma was determined at dose 10 mg/kg,Intermediate,,50588,,3132,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621370,,,In vivo,,A,1,1,
,BAO_0000218,7239,N,Half life in dog was determined,Intermediate,,50588,,5374,,9615.0,Canis lupus familiaris,,CHEMBL621371,,,,,A,1,1,
,BAO_0000218,7240,N,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),Intermediate,,50588,,5007,,9615.0,Canis lupus familiaris,,CHEMBL621372,,,In vivo,,A,1,1,
Plasma,BAO_0000218,7241,N,Half life upon exposure to human plasma,Intermediate,,50588,,16907,1969.0,9615.0,Canis lupus familiaris,,CHEMBL621373,,,,,A,1,1,
,BAO_0000218,7242,N,Half life was calculated in dog,Intermediate,,50588,,6057,,9615.0,Canis lupus familiaris,,CHEMBL621374,,,,,A,1,1,
,BAO_0000218,7243,N,Half life was determined,Intermediate,,50588,,5006,,9615.0,Canis lupus familiaris,,CHEMBL621375,,,,,A,1,1,
,BAO_0000218,7244,N,Half life was determined,Intermediate,,50588,,5473,,9615.0,Canis lupus familiaris,,CHEMBL621376,,,,,A,1,1,
,BAO_0000218,7245,N,Half life by intravenous administration of 1.2 mg/kg in dog,Intermediate,,50588,,4368,,9615.0,Canis lupus familiaris,,CHEMBL619624,,,In vivo,,A,1,1,
,BAO_0000218,7246,N,Half life in dog,Intermediate,,50588,,6448,,9615.0,Canis lupus familiaris,,CHEMBL875840,,,,,A,1,1,
,BAO_0000218,7247,N,Half life in dog after intra venous administration of the compound,Intermediate,,50588,,4353,,9615.0,Canis lupus familiaris,,CHEMBL619625,,,,,A,1,1,
,BAO_0000218,7248,N,Half life in dog after intra venous administration of the compound; ND means Not determined,Intermediate,,50588,,4353,,9615.0,Canis lupus familiaris,,CHEMBL619626,,,,,A,1,1,
,BAO_0000218,7249,N,Half life in dog after po administration of the compound,Intermediate,,50588,,4353,,9615.0,Canis lupus familiaris,,CHEMBL619627,,,In vivo,,A,1,1,
,BAO_0000218,7250,N,Half life in dog after po administration of the compound; ND means Not determined,Intermediate,,50588,,4353,,9615.0,Canis lupus familiaris,,CHEMBL873817,,,In vivo,,A,1,1,
,BAO_0000218,7251,N,Half life in dog at the single oral dose of 1 mg/kg,Intermediate,,50588,,6265,,9615.0,Canis lupus familiaris,,CHEMBL619628,,,In vivo,,A,1,1,
,BAO_0000218,7252,N,Half life in dogs,Intermediate,,50588,,5006,,9615.0,Canis lupus familiaris,,CHEMBL619629,,,,,A,1,1,
,BAO_0000218,7253,N,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,Intermediate,,50588,,5356,,9615.0,Canis lupus familiaris,,CHEMBL619630,,,In vivo,,A,1,1,
,BAO_0000218,7254,N,Half life in rat,Intermediate,,50588,,405,,9615.0,Canis lupus familiaris,,CHEMBL619631,,,,,A,1,1,
,BAO_0000218,7255,N,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),Intermediate,,50588,,6642,,9615.0,Canis lupus familiaris,,CHEMBL619632,,,In vivo,,A,1,1,
Bone,BAO_0000218,7256,N,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,,50594,,10107,10000001.0,10090.0,Mus musculus,,CHEMBL619633,,,In vivo,,A,1,1,
Bone,BAO_0000218,7257,N,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,,50594,,10107,10000001.0,10090.0,Mus musculus,,CHEMBL875841,,,In vivo,,A,1,1,
Bone,BAO_0000218,7258,N,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,,50594,,10107,10000001.0,10090.0,Mus musculus,,CHEMBL619634,,,In vivo,,A,1,1,
Bone,BAO_0000218,7259,N,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,,50594,,10107,10000001.0,10090.0,Mus musculus,,CHEMBL619635,,,In vivo,,A,1,1,
Bone,BAO_0000218,7260,N,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,,50594,,10107,10000001.0,10090.0,Mus musculus,,CHEMBL619636,,,In vivo,,A,1,1,
Gut,BAO_0000218,7261,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619637,,,In vivo,,A,1,1,
Gut,BAO_0000218,7262,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619638,,,In vivo,,A,1,1,
Gut,BAO_0000218,7263,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619639,,,In vivo,,A,1,1,
Gut,BAO_0000218,7264,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619640,,,In vivo,,A,1,1,
Gut,BAO_0000218,7265,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619641,,,In vivo,,A,1,1,
Gut,BAO_0000218,7266,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619642,,,In vivo,,A,1,1,
Gut,BAO_0000218,7267,N,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,,50594,,10107,10000004.0,10090.0,Mus musculus,,CHEMBL619643,,,In vivo,,A,1,1,
Heart,BAO_0000218,7268,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL619644,,,In vivo,,A,1,1,
Heart,BAO_0000218,7269,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621112,,,In vivo,,A,1,1,
Heart,BAO_0000218,7270,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621113,,,In vivo,,A,1,1,
Heart,BAO_0000218,7271,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621114,,,In vivo,,A,1,1,
Heart,BAO_0000218,7272,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621115,,,In vivo,,A,1,1,
Heart,BAO_0000218,7273,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621116,,,In vivo,,A,1,1,
Heart,BAO_0000218,7274,N,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,,50594,,10107,948.0,10090.0,Mus musculus,,CHEMBL621117,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7275,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621118,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7276,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621119,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7277,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621120,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7278,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621757,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7279,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621758,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7280,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621759,,,In vivo,,A,1,1,
Kidney,BAO_0000218,7281,N,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,,50594,,10107,2113.0,10090.0,Mus musculus,,CHEMBL621760,,,In vivo,,A,1,1,
Liver,BAO_0000218,7282,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL621761,,,In vivo,,A,1,1,
Liver,BAO_0000218,7283,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL621762,,,In vivo,,A,1,1,
Liver,BAO_0000218,7284,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL621763,,,In vivo,,A,1,1,
Liver,BAO_0000218,7285,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL624502,,,In vivo,,A,1,1,
Liver,BAO_0000218,7286,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL624503,,,In vivo,,A,1,1,
Liver,BAO_0000218,7287,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL624504,,,In vivo,,A,1,1,
Liver,BAO_0000218,7288,N,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,,50594,,10107,2107.0,10090.0,Mus musculus,,CHEMBL624505,,,In vivo,,A,1,1,
Lung,BAO_0000218,7289,N,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,,50594,,10107,2048.0,10090.0,Mus musculus,,CHEMBL624506,,,In vivo,,A,1,1,
,BAO_0000219,7290,N,In vitro cytotoxicity against A2780 (human ovarian cancer),Intermediate,478.0,81034,,5895,,9606.0,Homo sapiens,,CHEMBL624507,A2780,,,,F,1,1,
,BAO_0000219,7291,N,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,Intermediate,478.0,81034,,6338,,9606.0,Homo sapiens,,CHEMBL624508,A2780,,,,F,1,1,
,BAO_0000219,7292,N,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,Intermediate,478.0,81034,,15163,,9606.0,Homo sapiens,,CHEMBL624509,A2780,,,,F,1,1,
,BAO_0000219,7293,N,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,Intermediate,478.0,81034,,15163,,9606.0,Homo sapiens,,CHEMBL624510,A2780,,,,F,1,1,
,BAO_0000219,7294,N,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,Expert,478.0,81034,,15000,,9606.0,Homo sapiens,,CHEMBL875956,A2780,,,,F,1,1,
,BAO_0000219,7295,N,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,Expert,478.0,81034,,15000,,9606.0,Homo sapiens,,CHEMBL839885,A2780,,,,F,1,1,
,BAO_0000219,7296,N,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,Expert,478.0,81034,,14729,,9606.0,Homo sapiens,,CHEMBL624511,A2780,,,,F,1,1,
,BAO_0000219,7297,N,In vitro cytotoxicity against A2780 cell line,Intermediate,478.0,81034,,17270,,9606.0,Homo sapiens,,CHEMBL624512,A2780,,,,F,1,1,
,BAO_0000219,7298,N,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,Intermediate,478.0,81034,,5685,,9606.0,Homo sapiens,,CHEMBL624513,A2780,,,,F,1,1,
,BAO_0000219,7299,N,In vitro inhibitory activity against human ovarian cancer A2780 cell line,Intermediate,478.0,81034,,3563,,9606.0,Homo sapiens,,CHEMBL624514,A2780,,,,F,1,1,
,BAO_0000218,7300,N,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,Intermediate,478.0,81034,,17753,,9606.0,Homo sapiens,,CHEMBL618547,A2780,,,,F,1,1,
,BAO_0000219,7301,N,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",Intermediate,478.0,81034,,16317,,9606.0,Homo sapiens,,CHEMBL618548,A2780,,,,F,1,1,
,BAO_0000219,7302,N,Inhibition of tubulin polymerization in analogy of ca.,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL618549,A2780,,,,F,1,1,
,BAO_0000219,7303,N,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,Intermediate,478.0,81034,,3801,,9606.0,Homo sapiens,,CHEMBL618550,A2780,,,,F,1,1,
,BAO_0000219,7304,N,Cytotoxic effect in ovarian cancer cell line (A2780),Expert,478.0,81034,,6181,,9606.0,Homo sapiens,,CHEMBL618551,A2780,,,,F,1,1,
,BAO_0000219,7305,N,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,Intermediate,478.0,81034,,5318,,9606.0,Homo sapiens,,CHEMBL618552,A2780,,,,F,1,1,
,BAO_0000219,7306,N,Tested for the cytotoxicity in A2780 ovarian cell line,Intermediate,478.0,81034,,4840,,9606.0,Homo sapiens,,CHEMBL618553,A2780,,,,F,1,1,
,BAO_0000219,7307,N,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),Intermediate,478.0,81034,,15748,,9606.0,Homo sapiens,,CHEMBL618554,A2780,,,,F,1,1,
,BAO_0000219,7308,N,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,Intermediate,478.0,81034,,15748,,9606.0,Homo sapiens,,CHEMBL618555,A2780,,,,F,1,1,
,BAO_0000219,7309,N,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,Intermediate,481.0,80017,,15748,,,,,CHEMBL618556,A2780cisR,,,,F,1,1,
,BAO_0000219,7310,N,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),Intermediate,481.0,80017,,15748,,,,,CHEMBL618557,A2780cisR,,,,F,1,1,
,BAO_0000219,7311,N,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,Intermediate,481.0,80017,,15748,,,,,CHEMBL618558,A2780cisR,,,,F,1,1,
,BAO_0000219,7312,N,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),Intermediate,481.0,80017,,15748,,,,,CHEMBL618559,A2780cisR,,,,F,1,1,
,BAO_0000218,7313,N,In vivo log of cells killed after administration of compound in A2780 cell line,Intermediate,478.0,81034,,17753,,9606.0,Homo sapiens,,CHEMBL618560,A2780,,,,F,1,1,
,BAO_0000218,7314,N,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,Intermediate,478.0,81034,,17753,,9606.0,Homo sapiens,,CHEMBL618561,A2780,,In vivo,,F,1,1,
,BAO_0000219,7315,N,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL618562,A2780,,,,F,1,1,
,BAO_0000219,7316,N,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL618563,A2780,,,,F,1,1,
,BAO_0000219,7317,N,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL618564,A2780,,,,F,1,1,
,BAO_0000219,7318,N,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL618565,A2780,,,,F,1,1,
,BAO_0000218,7319,N,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),Intermediate,478.0,81034,,17528,,9606.0,Homo sapiens,,CHEMBL618566,A2780,,,,F,1,1,
,BAO_0000219,7320,N,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,Intermediate,478.0,81034,,6633,,9606.0,Homo sapiens,,CHEMBL618567,A2780,,,,F,1,1,
,BAO_0000219,7321,N,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,Expert,478.0,81034,,15000,,9606.0,Homo sapiens,,CHEMBL618568,A2780,,,,F,1,1,
,BAO_0000219,7322,N,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,Expert,478.0,81034,,17528,,9606.0,Homo sapiens,,CHEMBL618569,A2780,,,,F,1,1,
,BAO_0000219,7323,N,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL621857,A2780,,,,F,1,1,
,BAO_0000219,7324,N,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,Intermediate,478.0,81034,,16936,,9606.0,Homo sapiens,,CHEMBL621858,A2780,,,,F,1,1,
