film_id,durata,durata_noleggio,tariffa_noleggio,voto,data_rilascio,descrizione,costo_sostituzione,lingua_originale_id,titolo,lingua
362,115,7,2.99,PG-13,2006,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,13.99,,GLORY TRACY,English
363,54,3,0.99,R,2006,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,12.99,,GO PURPLE,English
364,73,3,2.99,NC-17,2006,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,14.99,,GODFATHER DIARY,English
365,154,4,4.99,R,2006,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,21.99,,GOLD RIVER,English
366,93,3,0.99,G,2006,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,29.99,,GOLDFINGER SENSIBILITY,English
367,153,6,0.99,R,2006,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,20.99,,GOLDMINE TYCOON,English
368,84,7,2.99,R,2006,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,20.99,,GONE TROUBLE,English
369,56,4,4.99,PG,2006,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,22.99,,GOODFELLAS SALUTE,English
370,108,4,2.99,R,2006,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,26.99,,GORGEOUS BINGO,English
372,140,5,4.99,R,2006,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,26.99,,GRACELAND DYNAMITE,English
373,156,7,2.99,G,2006,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,14.99,,GRADUATE LORD,English
374,117,3,0.99,PG,2006,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,29.99,,GRAFFITI LOVE,English
375,85,4,2.99,NC-17,2006,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,17.99,,GRAIL FRANKENSTEIN,English
376,155,4,0.99,G,2006,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,20.99,,GRAPES FURY,English
377,135,7,0.99,G,2006,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,20.99,,GREASE YOUTH,English
378,93,5,2.99,NC-17,2006,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,24.99,,GREATEST NORTH,English
379,166,7,0.99,R,2006,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,14.99,,GREEDY ROOTS,English
380,176,7,2.99,PG,2006,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,11.99,,GREEK EVERYONE,English
381,150,7,4.99,R,2006,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,25.99,,GRINCH MASSAGE,English
382,137,3,0.99,PG,2006,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,21.99,,GRIT CLOCKWORK,English
383,111,6,0.99,NC-17,2006,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,13.99,,GROOVE FICTION,English
384,49,5,4.99,R,2006,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,19.99,,GROSSE WONDERFUL,English
385,139,6,4.99,PG-13,2006,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,26.99,,GROUNDHOG UNCUT,English
386,53,3,4.99,NC-17,2006,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,12.99,,GUMP DATE,English
387,100,7,0.99,G,2006,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,27.99,,GUN BONNIE,English
388,70,5,0.99,NC-17,2006,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,16.99,,GUNFIGHT MOON,English
389,127,3,2.99,PG-13,2006,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,9.99,,GUNFIGHTER MUSSOLINI,English
390,84,4,4.99,R,2006,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,20.99,,GUYS FALCON,English
391,146,6,2.99,PG-13,2006,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,25.99,,HALF OUTFIELD,English
392,51,5,4.99,NC-17,2006,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,13.99,,HALL CASSIDY,English
393,47,6,2.99,PG-13,2006,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,19.99,,HALLOWEEN NUTS,English
394,146,7,2.99,R,2006,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,21.99,,HAMLET WISDOM,English
395,108,4,0.99,R,2006,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,28.99,,HANDICAP BOONDOCK,English
396,62,5,4.99,G,2006,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,18.99,,HANGING DEEP,English
397,107,5,2.99,NC-17,2006,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,26.99,,HANKY OCTOBER,English
398,47,5,4.99,NC-17,2006,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,21.99,,HANOVER GALAXY,English
399,100,6,2.99,G,2006,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,23.99,,HAPPINESS UNITED,English
400,72,7,2.99,R,2006,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,15.99,,HARDLY ROBBERS,English
401,168,6,0.99,NC-17,2006,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,10.99,,HAROLD FRENCH,English
402,52,3,0.99,G,2006,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,15.99,,HARPER DYING,English
403,121,5,4.99,PG-13,2006,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,18.99,,HARRY IDAHO,English
405,76,6,4.99,NC-17,2006,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,13.99,,HAUNTED ANTITRUST,English
406,181,5,0.99,R,2006,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,22.99,,HAUNTING PIANIST,English
407,47,5,0.99,PG-13,2006,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,12.99,,HAWK CHILL,English
408,69,4,4.99,R,2006,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,28.99,,HEAD STRANGER,English
409,59,3,4.99,G,2006,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,9.99,,HEARTBREAKERS BRIGHT,English
410,48,7,2.99,PG,2006,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,19.99,,HEAVEN FREEDOM,English
411,49,5,4.99,NC-17,2006,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,13.99,,HEAVENLY GUN,English
412,102,6,4.99,G,2006,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,25.99,,HEAVYWEIGHTS BEAST,English
413,169,7,2.99,NC-17,2006,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,16.99,,HEDWIG ALTER,English
414,75,3,2.99,PG,2006,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,23.99,,HELLFIGHTERS SIERRA,English
415,84,3,2.99,R,2006,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,23.99,,HIGH ENCINO,English
416,110,6,0.99,R,2006,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,10.99,,HIGHBALL POTTER,English
417,93,5,0.99,G,2006,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,29.99,,HILLS NEIGHBORS,English
418,157,5,0.99,PG-13,2006,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,27.99,,HOBBIT ALIEN,English
420,128,7,4.99,PG,2006,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,27.99,,HOLES BRANNIGAN,English
421,78,7,4.99,PG-13,2006,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,10.99,,HOLIDAY GAMES,English
422,136,7,4.99,NC-17,2006,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,25.99,,HOLLOW JEOPARDY,English
423,69,7,0.99,PG,2006,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,29.99,,HOLLYWOOD ANONYMOUS,English
424,149,6,0.99,R,2006,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,12.99,,HOLOCAUST HIGHBALL,English
425,88,6,0.99,R,2006,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,20.99,,HOLY TADPOLE,English
426,185,7,4.99,R,2006,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,15.99,,HOME PITY,English
427,103,5,0.99,R,2006,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,19.99,,HOMEWARD CIDER,English
428,141,6,2.99,PG-13,2006,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,21.99,,HOMICIDE PEACH,English
429,84,3,0.99,R,2006,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,29.99,,HONEY TIES,English
430,49,7,0.99,G,2006,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,23.99,,HOOK CHARIOTS,English
431,176,3,2.99,G,2006,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,12.99,,HOOSIERS BIRDCAGE,English
432,139,4,2.99,NC-17,2006,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,22.99,,HOPE TOOTSIE,English
433,95,4,2.99,PG,2006,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,23.99,,HORN WORKING,English
434,139,3,0.99,R,2006,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,25.99,,HORROR REIGN,English
435,181,6,4.99,PG-13,2006,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,28.99,,HOTEL HAPPINESS,English
436,122,4,0.99,NC-17,2006,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,14.99,,HOURS RAGE,English
437,109,7,2.99,R,2006,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,13.99,,HOUSE DYNAMITE,English
438,68,3,2.99,NC-17,2006,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,22.99,,HUMAN GRAFFITI,English
439,151,4,4.99,PG-13,2006,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,28.99,,HUNCHBACK IMPOSSIBLE,English
440,105,6,0.99,G,2006,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,21.99,,HUNGER ROOF,English
441,125,5,2.99,PG-13,2006,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,21.99,,HUNTER ALTER,English
442,65,6,2.99,NC-17,2006,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,24.99,,HUNTING MUSKETEERS,English
443,49,6,2.99,PG,2006,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,11.99,,HURRICANE AFFAIR,English
444,83,3,4.99,NC-17,2006,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,22.99,,HUSTLER PARTY,English
445,100,5,2.99,G,2006,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,11.99,,HYDE DOCTOR,English
446,150,5,4.99,PG,2006,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,19.99,,HYSTERICAL GRAIL,English
447,131,5,2.99,R,2006,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,28.99,,ICE CROSSING,English
448,172,3,2.99,PG-13,2006,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,25.99,,IDAHO LOVE,English
449,119,4,2.99,PG-13,2006,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,12.99,,IDENTITY LOVER,English
450,84,5,2.99,NC-17,2006,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,29.99,,IDOLS SNATCHERS,English
451,160,7,4.99,NC-17,2006,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,12.99,,IGBY MAKER,English
452,122,4,0.99,R,2006,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,15.99,,ILLUSION AMELIE,English
453,178,3,2.99,PG-13,2006,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,17.99,,IMAGE PRINCESS,English
454,180,6,0.99,PG-13,2006,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,20.99,,IMPACT ALADDIN,English
455,103,7,4.99,NC-17,2006,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,11.99,,IMPOSSIBLE PREJUDICE,English
456,167,6,4.99,NC-17,2006,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,18.99,,INCH JET,English
457,157,5,0.99,NC-17,2006,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,21.99,,INDEPENDENCE HOTEL,English
458,135,4,0.99,NC-17,2006,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,26.99,,INDIAN LOVE,English
459,74,4,4.99,NC-17,2006,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,23.99,,INFORMER DOUBLE,English
460,178,3,4.99,PG-13,2006,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,26.99,,INNOCENT USUAL,English
461,123,3,0.99,NC-17,2006,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,14.99,,INSECTS STONE,English
462,78,5,2.99,NC-17,2006,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,17.99,,INSIDER ARIZONA,English
463,116,4,2.99,PG,2006,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,21.99,,INSTINCT AIRPORT,English
464,107,3,2.99,PG-13,2006,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,13.99,,INTENTIONS EMPIRE,English
465,59,4,4.99,R,2006,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,17.99,,INTERVIEW LIAISONS,English
466,63,6,4.99,PG-13,2006,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,20.99,,INTOLERABLE INTENTIONS,English
467,181,6,0.99,G,2006,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,10.99,,INTRIGUE WORST,English
468,97,5,2.99,PG,2006,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,12.99,,INVASION CYCLONE,English
469,46,7,4.99,PG,2006,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,27.99,,IRON MOON,English
470,79,4,4.99,R,2006,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,24.99,,ISHTAR ROCKETEER,English
471,84,7,2.99,NC-17,2006,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,23.99,,ISLAND EXORCIST,English
472,174,3,4.99,G,2006,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,24.99,,ITALIAN AFRICAN,English
473,181,5,2.99,PG-13,2006,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,16.99,,JACKET FRISCO,English
474,174,6,2.99,NC-17,2006,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,21.99,,JADE BUNCH,English
475,135,6,0.99,G,2006,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,29.99,,JAPANESE RUN,English
476,130,5,2.99,NC-17,2006,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,9.99,,JASON TRAP,English
477,118,5,0.99,PG,2006,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,15.99,,JAWBREAKER BROOKLYN,English
478,112,4,2.99,G,2006,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,10.99,,JAWS HARRY,English
479,128,7,0.99,PG,2006,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,12.99,,JEDI BENEATH,English
480,84,3,2.99,R,2006,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,29.99,,JEEPERS WEDDING,English
481,58,4,2.99,PG,2006,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,22.99,,JEKYLL FROGMEN,English
482,102,3,0.99,R,2006,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,12.99,,JEOPARDY ENCINO,English
483,171,3,2.99,NC-17,2006,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,29.99,,JERICHO MULAN,English
484,172,3,2.99,NC-17,2006,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,13.99,,JERK PAYCHECK,English
485,60,6,4.99,PG,2006,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,16.99,,JERSEY SASSY,English
486,59,7,4.99,R,2006,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,14.99,,JET NEIGHBORS,English
487,124,6,4.99,PG-13,2006,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,29.99,,JINGLE SAGEBRUSH,English
488,105,3,0.99,NC-17,2006,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,23.99,,JOON NORTHWEST,English
489,54,4,0.99,PG-13,2006,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,14.99,,JUGGLER HARDLY,English
490,121,4,2.99,G,2006,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,13.99,,JUMANJI BLADE,English
491,74,4,0.99,NC-17,2006,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,18.99,,JUMPING WRATH,English
492,134,6,0.99,NC-17,2006,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,11.99,,JUNGLE CLOSER,English
493,92,5,0.99,R,2006,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,18.99,,KANE EXORCIST,English
494,120,4,0.99,PG-13,2006,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,21.99,,KARATE MOON,English
495,169,5,2.99,PG,2006,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,10.99,,KENTUCKIAN GIANT,English
496,179,3,0.99,PG-13,2006,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,10.99,,KICK SAVANNAH,English
497,54,4,0.99,G,2006,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,15.99,,KILL BROTHERHOOD,English
498,161,7,2.99,R,2006,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,11.99,,KILLER INNOCENT,English
499,184,3,4.99,NC-17,2006,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,24.99,,KING EVOLUTION,English
500,163,5,4.99,PG-13,2006,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,11.99,,KISS GLORY,English
501,141,3,4.99,R,2006,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,9.99,,KISSING DOLLS,English
502,71,4,2.99,PG-13,2006,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,21.99,,KNOCK WARLOCK,English
503,171,3,2.99,R,2006,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,24.99,,KRAMER CHOCOLATE,English
504,46,5,0.99,PG-13,2006,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,25.99,,KWAI HOMEWARD,English
505,46,6,2.99,PG-13,2006,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,24.99,,LABYRINTH LEAGUE,English
506,67,4,4.99,PG,2006,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,14.99,,LADY STAGE,English
507,113,4,0.99,NC-17,2006,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,13.99,,LADYBUGS ARMAGEDDON,English
508,144,6,4.99,PG-13,2006,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,18.99,,LAMBS CINCINATTI,English
509,78,5,0.99,NC-17,2006,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,26.99,,LANGUAGE COWBOY,English
510,181,6,4.99,G,2006,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,29.99,,LAWLESS VISION,English
511,175,7,0.99,NC-17,2006,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,23.99,,LAWRENCE LOVE,English
512,110,5,4.99,PG-13,2006,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,25.99,,LEAGUE HELLFIGHTERS,English
513,153,6,2.99,PG-13,2006,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,21.99,,LEATHERNECKS DWARFS,English
514,69,6,2.99,PG-13,2006,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,17.99,,LEBOWSKI SOLDIERS,English
515,113,7,4.99,PG,2006,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,14.99,,LEGALLY SECRETARY,English
516,59,7,0.99,PG,2006,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,18.99,,LEGEND JEDI,English
517,167,3,0.99,NC-17,2006,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,28.99,,LESSON CLEOPATRA,English
518,140,5,4.99,PG,2006,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,15.99,,LIAISONS SWEET,English
519,138,3,2.99,G,2006,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,27.99,,LIBERTY MAGNIFICENT,English
520,91,7,2.99,NC-17,2006,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,28.99,,LICENSE WEEKEND,English
521,147,7,4.99,NC-17,2006,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,28.99,,LIES TREATMENT,English
522,137,4,2.99,NC-17,2006,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,9.99,,LIFE TWISTED,English
523,174,7,0.99,R,2006,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,21.99,,LIGHTS DEER,English
524,50,6,0.99,PG,2006,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,13.99,,LION UNCUT,English
525,140,4,0.99,R,2006,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,29.99,,LOATHING LEGALLY,English
526,120,7,2.99,R,2006,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,10.99,,LOCK REAR,English
527,85,4,4.99,PG,2006,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,24.99,,LOLA AGENT,English
528,155,4,2.99,NC-17,2006,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,25.99,,LOLITA WORLD,English
529,67,3,2.99,G,2006,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,12.99,,LONELY ELEPHANT,English
530,108,5,2.99,PG-13,2006,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,27.99,,LORD ARIZONA,English
531,137,3,0.99,R,2006,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,18.99,,LOSE INCH,English
532,80,5,4.99,PG,2006,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,28.99,,LOSER HUSTLER,English
533,98,4,2.99,PG-13,2006,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,21.99,,LOST BIRD,English
534,70,5,0.99,PG-13,2006,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,18.99,,LOUISIANA HARRY,English
535,181,6,0.99,R,2006,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,21.99,,LOVE SUICIDES,English
536,65,3,2.99,PG,2006,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,18.99,,LOVELY JINGLE,English
537,75,3,2.99,G,2006,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,29.99,,LOVER TRUMAN,English
538,162,7,0.99,PG-13,2006,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,19.99,,LOVERBOY ATTACKS,English
539,152,7,2.99,NC-17,2006,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,21.99,,LUCK OPUS,English
540,97,7,2.99,PG-13,2006,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,10.99,,LUCKY FLYING,English
541,74,5,2.99,NC-17,2006,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,21.99,,LUKE MUMMY,English
542,52,3,2.99,G,2006,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,28.99,,LUST LOCK,English
543,116,5,4.99,R,2006,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,20.99,,MADIGAN DORADO,English
544,147,4,2.99,R,2006,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,11.99,,MADISON TRAP,English
545,178,4,0.99,PG-13,2006,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,14.99,,MADNESS ATTACKS,English
