prospect_AgencyID,prospect_State,prospect_AddressLine2,prospect_Country,prospect_Employer,prospect_CreditRating,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_NetWorth
DDD6908,UT,Jiashkofkcoiwiwgssujnntwpxufbdugtqjgyeaqanxqpmcbitgyqvzahycjkwhxmkfujnufbmxaf,Canada,Publix Super Markets,572.0,358163.0,2.0,4.0,M,84.0,O,6.0,2974535.0
gsl6909,Quebec,NPKJWUDHOEQDBHPOZHIOEEJWTMCVWPAENJFHSZVRULKLEKMVNDCNGUOFTICOJY,United States of America,Buckeye GP Holdings,606.0,421383.0,2.0,4.0,U,3.0,O,6.0,674410.0
Cwk6910,IL,Ilatrwtrbabyaggoozhurmgvvmsaypcqishzhbcrgndbxbiqsostjrszzplj,United States of America,Health Net,788.0,208123.0,4.0,4.0,M,36.0,O,5.0,3792806.0
Crt6911,ND,Adwxsottj,United States of America,Capital One Financial,752.0,37951.0,5.0,4.0,S,1.0,U,4.0,3220372.0
upg6912,NH,Midhiojubmsqxixjfplxwrjsmmdghwwgiywquuuwwlritowu,United States of America,Xcel Energy,645.0,,5.0,0.0,S,25.0,O,1.0,2213758.0
Tdl6913,SC,Jbwbbqtgypiubaxjkenleiomxxpzkdmsclipaohwrwcqffadvlpswjwwhtguupzywhjp,United States of America,Knight,791.0,361728.0,1.0,0.0,M,,R,6.0,3914486.0
Jrs6914,UT,Nmkljmsbcdlczubncqabwojybsrnnlbcfxdvqvfykakbdasoanaddlopepsqtnbsdvdqwdp,United States of America,Sigma-Aldrich,445.0,499991.0,3.0,2.0,U,63.0,O,6.0,2329582.0
XTF6915,Ontario,Mztowsmcvyvddizkwloxlixkdwwrcqwrkauexksqjlthcfujyszyfzsnnhu,Canada,NSTAR,384.0,412530.0,0.0,4.0,S,79.0,O,6.0,1837329.0
Dzf6916,MT,Eaunhgy,United States of America,O'Reilly Automotive,748.0,48624.0,2.0,5.0,W,80.0,O,10.0,718732.0
Ikc6917,CO,DMXJBSRNGXJQZETLPNLYDRCBRWAROLWYUZMELSGG,United States of America,Borders Group,554.0,266455.0,0.0,3.0,M,12.0,U,4.0,3424189.0
fus6918,VA,ttiiveuqvthf,United States of America,OM Group,736.0,416679.0,3.0,3.0,U,10.0,R,9.0,789417.0
lsa6919,TX,reppxhkykbiokatjtmngslfgqpghzhttcbvepfvqenxymcgbjulkp,United States of America,Dynegy,751.0,456378.0,3.0,4.0,M,88.0,O,1.0,3247248.0
Lpq6920,KS,CZSLACFQ,United States of America,Campbell Soup,534.0,34382.0,1.0,1.0,M,67.0,O,0.0,2636270.0
Mef6921,Ontario,QFCCNMNGRUWBNQTENAG,United States of America,Owens-Illinois,694.0,128294.0,0.0,4.0,W,96.0,O,10.0,1142648.0
Jst6922,MO,Cxbrivnrekatoeuuwxqxseiepcvwxyzloyhtinwyheeoqagaaaemshxixgwnbuxegqrbyjxehyqnpvs,,Visa,388.0,71749.0,3.0,5.0,S,6.0,O,10.0,3812838.0
aqc6923,TN,lrbnnoneauanmjcfmvggmpgrvyvfmnhrylbvrnzqbrdglmuzgihkwzrgxadbdxlfacwhrsx,Canada,Alliant Techsystems,841.0,97475.0,1.0,5.0,S,86.0,R,2.0,288313.0
Kne6924,KY,Gnjzqpcqqksigobgrysna,United States of America,Yahoo,815.0,354814.0,4.0,0.0,U,,O,9.0,616961.0
USO6925,WI,BJDSMGGVIQJIINPQMTOAPLBJLGPRTJNWFJUJBPLRMXPHXBTFL,United States of America,Walgreen,815.0,60802.0,2.0,1.0,M,34.0,O,6.0,3815077.0
hrd6926,FL,glzoersybosqqzqivtarlideissxkjglajzhmazcysaldxambdgodapwhnrknj,United States of America,Amgen,719.0,198019.0,,2.0,D,19.0,O,6.0,2901452.0
hee6927,WY,YWQRGWR,United States of America,DRS Technologies,707.0,28277.0,4.0,3.0,U,33.0,O,,3823034.0
FFK6928,OR,Wvwretrofdnn,United States of America,Viacom,448.0,155006.0,4.0,3.0,M,32.0,O,3.0,2540620.0
Mnu6929,SC,Ffjlpyisnxaphtqhoiubsxld,United States of America,Martin Marietta Materials,721.0,376070.0,4.0,5.0,U,55.0,U,7.0,3955246.0
Rxx6930,CA,TSQYPHIQQSFSUVPSPLUYVYLUEOWDPHXFXPMVIMRIIMA,Canada,Nalco Holding,411.0,46211.0,3.0,0.0,M,58.0,O,2.0,2116308.0
ras6931,Saskatchewan,Eynzwuwyrxe,United States of America,AnnTaylor Stores,738.0,113693.0,1.0,5.0,D,75.0,R,2.0,765896.0
JFG6932,IA,Vibhjbhrvrjfbukt,Canada,Helmerich & Payne,643.0,,,3.0,,68.0,,7.0,2610758.0
Xie6933,SC,Owsgviragyjsgqtnwruahtirdtqatxcfapbfiw,Canada,Unified Grocers,531.0,180091.0,1.0,5.0,M,28.0,R,4.0,1337471.0
UQX6934,ME,Sjdujtcsjzwgiinnetrdofbwwertzxbuwuynwbgoj,,Trinity Industries,742.0,470145.0,0.0,4.0,D,38.0,O,4.0,1521292.0
ibu6935,Manitoba,Kxwbvxhgpbgnvgxxevhxxnfjs,United States of America,,705.0,426663.0,4.0,5.0,D,40.0,O,8.0,2725331.0
wmb6936,British Columbia,Mwuicwxjfindowvsghnzdgtoqbzycbxhpcpfunqfayvnpydwv,United States of America,Graphic Packaging Holding,491.0,207234.0,5.0,2.0,S,78.0,O,4.0,1773937.0
sig6937,AZ,uhxulhz,United States of America,Stryker,629.0,30262.0,1.0,4.0,S,20.0,O,9.0,231977.0
Ffo6938,NM,RBXSQKCQQBKABGXCVGHBIUZYKRVNJTFPLSAMJFEVTGIDYBNMFCRFQDITGGIWJXAYTFNARE,United States of America,Delphi,396.0,135432.0,2.0,,M,81.0,U,0.0,104885.0
qdk6939,SC,Acfgdvkefaapgulhaethickrltehnhfwfvpcfm,United States of America,Alliance One International,594.0,50974.0,4.0,3.0,W,66.0,R,9.0,3577724.0
EPZ6940,CA,XSXXRLDCBFYDOZICWTAIPIBCJSNBOOEVJETSIUXLXRVBMYVCQ,United States of America,,672.0,140634.0,3.0,1.0,U,38.0,R,1.0,2184591.0
xxo6941,OR,GANCOQ,Canada,MetroPCS Communications,535.0,370316.0,5.0,3.0,S,90.0,O,9.0,1962593.0
fdy6942,NY,IVJOWINSXLAMHWGVFWSTHMPZTELHDGDGSYEDMXMEBAAETOYXYUQIGUHHW,United States of America,Teleflex,781.0,467005.0,0.0,2.0,M,28.0,O,0.0,1030333.0
Qxm6943,OK,wjkzpepixavgdmgqifgdxnuymohhvrxpvsuudsgjhirokhvhkyjsmsskzlberpyhshsrtupyt,United States of America,,748.0,48073.0,5.0,2.0,D,47.0,R,3.0,48753.0
Fqu6944,KY,Skipkpbzgxtfaagemwggvuivhlbx,United States of America,HealthSpring,411.0,416969.0,2.0,5.0,S,,R,7.0,1984848.0
Pov6945,FL,xnlhdnmnyjfsuvclnhrsrvlptq,United States of America,Bon-Ton Stores,652.0,208983.0,2.0,5.0,S,7.0,O,7.0,3575457.0
Rkc6946,Prince Edward Island,Eoqxmlhjsgrw,Canada,NiSource,387.0,113821.0,4.0,0.0,D,38.0,O,,482607.0
CUM6947,MO,Vrprfqqharttsyasyxasvsmwcfcloacmrojvfglhgqbphsgoweiasjfb,United States of America,SLM,814.0,16092.0,3.0,4.0,M,67.0,O,7.0,1250442.0
Qwv6948,Manitoba,Ejebxxowaeqmnwymxragmprgabydsehxbmanzve,United States of America,Hartford Financial Services,420.0,467894.0,1.0,4.0,U,91.0,O,5.0,323239.0
WTC6949,AK,Ktregjdhxjzxpfmtwqagorgqrduunfuvcpquujshhvuwkbshnrgavmpfiefelurulacfpbflyjokm,United States of America,Abbott Laboratories,473.0,72175.0,4.0,4.0,D,61.0,R,0.0,2406897.0
XJA6950,HI,ykkgbukgganqodaiwqbdppfthrifxgqztslyzihuoofclhnyogpjrsoxhlnw,United States of America,Fannie Mae,578.0,463101.0,2.0,5.0,M,77.0,O,7.0,3323503.0
Vws6951,VT,tztsrzbhutxy,United States of America,Spectra Energy,527.0,418312.0,2.0,3.0,M,93.0,,2.0,3765194.0
MCH6952,MI,PZTKARAOAKXXRSRMTELIUWH,United States of America,Constellation Brands,421.0,198966.0,4.0,4.0,M,0.0,O,5.0,2638366.0
KNU6953,OR,CLKQXCVBJAXOXIRFCRWOCLVJEBTCKCROQFBXXAPCZRSTPGRBEGTBQXTTKFOEDTXOSMF,United States of America,R.R. Donnelley & Sons,599.0,348927.0,4.0,2.0,D,55.0,O,4.0,1943684.0
PKT6954,NM,WJUKXZQQCORJIHXDSZWRPSGQJQHMHGUJVYNFGXKITURJTXRYULYXLR,United States of America,Whirlpool,,,4.0,2.0,U,31.0,O,6.0,2442101.0
Tyg6955,WV,CQCJPMYUWXQSTJSXDUCCTHCFSYFPWWGBZQZEJGAKKMOFPRQWLKWYCJNWKTIEQWXW,United States of America,IMS Health,657.0,250157.0,4.0,,M,79.0,,0.0,1816420.0
Yic6956,AR,Mqhhblcbjlaeeqzdiinjsg,United States of America,ITT,470.0,173334.0,5.0,2.0,S,23.0,O,9.0,1226867.0
jsh6957,Quebec,TZJZNSDJVYIXYLFJSQJSGUYNHNPMFJVAXPMWBHFOEOWWS,United States of America,CF Industries Holdings,830.0,,3.0,5.0,M,50.0,R,10.0,1069873.0
xdi6958,DE,Ajgxtpgvbrmiynuehgxiaxhqqozbmdwaeelphfuhsezqwjimjbagoawnoeehjbozuwbiwrdggwddezj,United States of America,Wendy's/Arby's Group,412.0,111806.0,0.0,2.0,U,45.0,O,1.0,216260.0
Wqt6959,VA,Qagqxdjrwwordthmvzhtxmsclkdcwomardbknpdzsihwhjzqfysbvcipiwomveqav,United States of America,Atmos Energy,685.0,393259.0,2.0,2.0,S,100.0,,1.0,2090349.0
Ifg6960,British Columbia,Eglwfukyqwpimghagzkbxdkqtiwstrfh,,Darden Restaurants,500.0,115686.0,5.0,3.0,W,52.0,O,0.0,3320253.0
Khw6961,ME,GIPMMSYUVARWKOOTSBYMWCMZKQCXOLSIFXIKLC,United States of America,FMC Technologies,784.0,347602.0,3.0,5.0,U,87.0,O,10.0,3512378.0
Msf6962,WV,wtvavjawambzizukzlxrofnyokljbwruqllgrerxgliktplevcyfpdzbqd,United States of America,Darden Restaurants,737.0,7364.0,1.0,2.0,,81.0,R,3.0,905135.0
Sdf6963,DE,Lohvashnukakvferr,United States of America,Enbridge Energy Partners,380.0,482695.0,5.0,2.0,M,59.0,R,4.0,1941058.0
bmo6964,NH,towqozdenkgfulnracprdawbokpbwbisnuyretyzbcbzmcbgpcfoajvekhfyuyxvtz,Canada,Molex,497.0,200858.0,4.0,2.0,,26.0,O,1.0,3530821.0
Afx6965,SC,Tsztbkgrychqcrybqstkzck,United States of America,Kimberly-Clark,631.0,129419.0,,0.0,W,86.0,O,,3166731.0
MCJ6966,IN,oknjsqvkvaajbwx,United States of America,,360.0,480171.0,1.0,0.0,,80.0,O,8.0,735551.0
Ued6967,Nova Scotia,vvkeekrcmwsxgqpipespplczvprvacyxkhjnmfbvqtgvy,United States of America,O'Reilly Automotive,797.0,361126.0,0.0,0.0,S,6.0,O,,3099840.0
Gfl6968,Ontario,ecxbdigxwcrgwntiuiujosij,United States of America,Western Digital,558.0,148738.0,2.0,0.0,M,21.0,O,3.0,2463515.0
eio6969,Manitoba,yossxmehhbmeoiyvvamntcwhrbxqnlhtegqziifflgcimbragmvosbkdjgdddrixwntwrnfcfx,United States of America,Holly,483.0,240269.0,5.0,2.0,M,89.0,O,1.0,1998903.0
pgz6970,OR,Oeaqtomcgdrmmddqftlykzkaikorpznftrxmnieqazo,United States of America,Omnicare,321.0,77744.0,5.0,0.0,M,2.0,U,1.0,3337367.0
Lim6971,WV,dxflsbamo,United States of America,Trinity Industries,674.0,380806.0,0.0,4.0,M,76.0,O,1.0,385153.0
Hqu6972,KS,jpbgwbmqaqiyvruedmbgewfabkrhozowpevygacdhfphozujyatfioyzngmbgqynrqenmxnolnyjvloy,United States of America,A.O. Smith,414.0,16594.0,2.0,4.0,D,6.0,O,4.0,1521867.0
PEL6973,SD,Gnhpfsxqvodruknbg,United States of America,H&R Block,792.0,215085.0,4.0,4.0,S,100.0,O,5.0,3933455.0
Etv6974,AL,zaepwrucatizwrrdhoazshaxo,United States of America,Boyd Gaming,393.0,,1.0,4.0,W,88.0,O,7.0,1786928.0
grs6975,British Columbia,iuskd,United States of America,Amphenol,488.0,455911.0,1.0,3.0,S,64.0,R,3.0,3885193.0
QDJ6976,AK,Kdkugcmelwqpmkafouqqncphmukidtimobydewjvmonbilpweowpqldcwwevtdmjjuul,United States of America,Newell Rubbermaid,779.0,179667.0,0.0,0.0,D,2.0,O,9.0,1949055.0
fxr6977,IA,Gnaqtcojfcfebdxbmxfmscpqqinuuszapuzcfdydaexofnqhvssczwwll,United States of America,Apple,535.0,379492.0,3.0,5.0,M,33.0,O,2.0,3044238.0
tgx6978,NH,POGHQDCAMNIDWODJUGMJKUYGDSGCMCISZWWPKZXPEJXOKNDRBBVLPOJOBOFXPKMNVRCMNGOCSFY,United States of America,Schering-Plough,,50397.0,0.0,3.0,D,74.0,O,6.0,627763.0
Voz6979,OH,LRTMOUROFHUVOUX,United States of America,BMC Software,711.0,144461.0,,5.0,M,18.0,O,8.0,1059497.0
Gpf6980,IA,LEEBNIJCXSKLUGRARTIAOIJJKHRNLRKMOWVMONBHPTNLXPTJCGJESJSPHDWHJTHSETEILLGIFLV,United States of America,EMC,418.0,98283.0,5.0,0.0,,64.0,O,10.0,3914203.0
Erf6981,AZ,Pqawwdcuidysgifibukbphwnxrkxyfrupwtlpprmyepsmzbbetzrtzkzomvsyjnvxruw,United States of America,Crown Holdings,327.0,114500.0,2.0,0.0,U,60.0,O,5.0,442154.0
Ven6982,Manitoba,jjcidfiucdbdwakedpnlobpnqbcbcteprxzdqatldridncnltakiuekagouodfolxga,United States of America,Applied Materials,664.0,494208.0,3.0,2.0,S,18.0,O,10.0,2122983.0
Csn6983,IL,Nbslaajloidpimgjjqrjgpxjrnteaxkqnmnkttwishbcwbelhpcyfimqmen,Canada,Gannett,381.0,455509.0,4.0,5.0,W,56.0,U,9.0,2165682.0
Qnn6984,NJ,ykjnpbjqmjhoakydzlzckxcbyqjuqudwjqeakx,United States of America,Eastman Kodak,565.0,267209.0,3.0,2.0,M,41.0,R,7.0,1823977.0
nco6985,NC,oqaatuncwh,United States of America,Philip Morris International,674.0,340024.0,4.0,2.0,U,88.0,R,8.0,2792287.0
Mbt6986,AR,HTZQLFUAQENQFVHALPAPJDDGBUQOEYMWVQDHPOWBQXHCYXJTPIFVCXKEVTAODIA,United States of America,Legg Mason,468.0,271646.0,0.0,5.0,M,12.0,R,,2023087.0
OAC6987,NY,Vimweoxqmernsxnqzbyjjvdradcvgshjnvihasphsxmsqnyzibhvefzjmrdwlmffdgdbmjpqodvxntxf,United States of America,,380.0,101452.0,0.0,4.0,M,17.0,R,0.0,2685685.0
Cfm6988,Quebec,Hepdkavuccxxzujdfdpmvkytdflubpidzbaojw,United States of America,Hubbell,433.0,61247.0,5.0,2.0,U,14.0,O,10.0,2042413.0
Eqd6989,MI,Wvuozaxxyzmyyeyyjmeegbzqxoardbgalvldcjrazsvicbimqfeuaxk,United States of America,Bank of America Corp.,732.0,474501.0,4.0,2.0,M,23.0,O,,2135228.0
EUV6990,AL,Oedcezkdrvunqdudyymamrmwkxazetyioriqwxjsn,United States of America,Men's Wearhouse,749.0,147074.0,3.0,0.0,M,6.0,O,9.0,1175276.0
Vmw6991,ME,Mrwiatgvliyvgoawphkosqvmjvvbnmkoqwoawymerhpblhbtevsbfctdfjqilatkedf,Canada,Torchmark,599.0,144854.0,4.0,4.0,M,98.0,O,5.0,
Cvm6992,WV,pwaqqgtsdjkoflxongpesxuopbfccvyamjcqnmnmhhqyonyfszurcahlut,United States of America,Expeditors International,346.0,452589.0,1.0,2.0,U,85.0,O,,1414595.0
Dti6993,WV,enarzajqoenfvmgfppyorxantbwiejnsmmwkdlrqscwsxovgs,Canada,Total System Services,560.0,221841.0,,4.0,U,5.0,O,9.0,2027905.0
Sre6994,MS,DWRFTTGSEKRVRPNQFWBTABLNELVQETBOPPKMMMBVONNAPHFUVPEFXRWSEKGGSPSFMFJW,United States of America,Pulte Homes,710.0,251649.0,4.0,,M,16.0,U,9.0,2988464.0
Loe6995,NC,Ehimyoyqhvzattlcx,United States of America,Eastman Chemical,730.0,20403.0,5.0,0.0,D,76.0,O,10.0,557165.0
Ovo6996,IN,VAZRA,United States of America,Convergys,523.0,387880.0,0.0,4.0,M,18.0,U,0.0,3073221.0
oyi6997,MT,YLANADBKJVYYAZDZMJSEQFPHBWGURMKOC,United States of America,Perot Systems,555.0,411056.0,1.0,5.0,M,37.0,R,8.0,2572593.0
qpb6998,Prince Edward Island,QKHGMYCPMKTBMAZCSBBDJJMVDOTZLZOTXTTFCMXAJYRRYCMKMUI,United States of America,Fiserv,478.0,,,4.0,M,59.0,O,4.0,3295125.0
FZC6999,New Brunswick,,United States of America,Lender Processing Services,491.0,,2.0,0.0,U,64.0,O,8.0,3961429.0
cbb7000,NV,Mwkwehhpdhndtlwqmzdvvwclvixwdj,United States of America,Oracle,462.0,224337.0,4.0,5.0,M,61.0,,7.0,106917.0
Afw7001,HI,ieekbolrwdnfidauhejxkslkxbqwyncnmjggcafdgeqursiqowvvnsuexe,Canada,Sonoco Products,524.0,14671.0,0.0,2.0,U,88.0,U,3.0,1840762.0
fnw7002,VT,Gmlvvqiipncaaiomrdzixitzmddoskkh,United States of America,AMR,665.0,124093.0,5.0,5.0,M,87.0,R,1.0,
Ojo7003,CO,Athgyfvfzesbxcuzwggkzvhslgxyrxwpslahgrhk,Canada,DTE Energy,312.0,475839.0,4.0,2.0,M,90.0,O,1.0,2386448.0
Cjl7004,SD,ECFIBTWIFWHHPYVDOWGUHDCUZUINUUTHYOXDWQIEVBRUGXJXEXT,Canada,Atlas America,690.0,159890.0,3.0,5.0,U,10.0,O,7.0,56741.0
byl7005,KS,LNHWWVGALTPWNTCAUUYXNNNGQBIIFCOJMNPFIFGNTDPIUFNOGRL,United States of America,Hovnanian Enterprises,503.0,267362.0,3.0,5.0,D,51.0,O,6.0,3637782.0
Vgj7006,IA,bnmgvuvqitvchfkqjpvhukxohuwaaxxkbfcoauajwrtxbcndntkwvjqkmkwwalisd,,Mirant,402.0,41973.0,4.0,3.0,S,41.0,R,8.0,1067958.0
abr7007,CO,Leluvxeoan,,H.J. Heinz,415.0,233854.0,4.0,4.0,M,0.0,O,10.0,
AQV7008,CO,KOODIGOEOIITNOTJHJQIELPCGFFXCDYXECETUQYSLKFVQVO,,KBR,512.0,479955.0,,4.0,U,94.0,U,2.0,1022582.0
Cqw7009,British Columbia,ogaqzjoepziebbwzijcrjqmhdqmttzxmemkgkyhlzlebzatatkiqbbfzojzakewgk,United States of America,American Express,679.0,404736.0,4.0,3.0,M,9.0,O,9.0,2592831.0
HLF7010,SD,upqslnuemzstjohldjixevbttdrrtmsfjyqobamd,United States of America,Hewlett-Packard,838.0,24399.0,0.0,3.0,U,31.0,O,,1112131.0
Bnr7011,IL,LPXJNGHRNDWFQAUZFCPWN,Canada,Scholastic,376.0,482100.0,3.0,3.0,,1.0,O,4.0,3718588.0
TAC7012,AL,rrviyzffctnnqhgkvhemajbiyudznguknsjfbackvrrqabqlhojfexuel,United States of America,Delta Air Lines,591.0,344807.0,0.0,0.0,S,66.0,O,10.0,2011117.0
TZE7013,SC,Jmksulhhqcwxbxtshmueukuuloxbfxrihjtfediousdvynnchgrczuxpicjbwjgt,United States of America,Stryker,385.0,147226.0,5.0,0.0,U,43.0,O,9.0,1513187.0
Glo7014,MI,,United States of America,Pride International,477.0,142114.0,3.0,2.0,U,92.0,O,5.0,949386.0
Ijt7015,Nova Scotia,VZWIRBYGBTQJWNDIMFUGCHFVMEIAMAJVBZBFCKPZFAGOCNYSKPIBZRSXPVYVNEIWJNQULIPMWLMXMNHG,United States of America,J.M. Smucker,506.0,188356.0,3.0,5.0,W,98.0,R,0.0,3470844.0
NUU7016,AR,kdkegvmvatdpqspwxezasbzfvqrbahfj,United States of America,L-3 Communications,456.0,219871.0,2.0,2.0,S,41.0,O,7.0,1076377.0
Sie7017,ND,Qkmehvfdvcnvfmlkinalyyaavkiojzztjsgxwgwohsbojuacpkdgnfzpelwhqedjffitwodcftl,United States of America,FPL Group,733.0,338513.0,2.0,5.0,U,43.0,O,3.0,3596579.0
Kvg7018,ME,Kellpwdryibhhynrxakwhlktnpapoqqcdoezrddlufiexzaiqsfgemitraklwnmuvddmuxbsalxxzk,,MGM Mirage,581.0,332469.0,5.0,4.0,M,46.0,,3.0,3322084.0
Arc7019,Quebec,mlamisdmzcmitgagmochbguyjosxkzackqupgyxcpbkhizhagfprsxzuxbpca,United States of America,Monsanto,591.0,181344.0,4.0,2.0,W,58.0,O,4.0,3270577.0
QYG7020,NE,Qxaslrzeendpgcmdujalvspdwhbuwjjiwhqmgikatbpyhcuewmbqlmgpxfwdodgiivf,United States of America,Wells Fargo,614.0,366762.0,2.0,2.0,S,56.0,O,6.0,39932.0
KII7021,ME,haapsuuzlvuvckpkedvirmawwtxvuqqsbujalknwzzfdafqbrkifcbr,United States of America,Annaly Capital Management,333.0,52738.0,1.0,1.0,,98.0,O,3.0,1241610.0
DOP7022,KY,GHCOGQFZLXGLTHJTOYITEYUPWDWFWQHOETEZWDZWZUMDFAVTUMGZTALCLZHPQDCPSETLQNJWBRB,United States of America,Lennox International,371.0,5969.0,4.0,4.0,S,75.0,O,3.0,
Pre7023,TN,tdkcqamrorofxomouzxf,United States of America,Terex,451.0,306043.0,0.0,3.0,M,54.0,O,3.0,1795283.0
gyt7024,TN,Wwazntgjpgeynkncizlqoonljwwvfhsmeunotuhitwpbknsupajmslvqmfngwxarpgbubkmdrkx,United States of America,CVS Caremark,674.0,240804.0,3.0,3.0,D,45.0,U,4.0,2810603.0
uaa7025,ID,szzdefkozgdhocttawnlhzlbrtvqhdvviexqtmmixxfjwgkvqpjlnxjndoozvbfgdpwjmqswmtawo,United States of America,Kindred Healthcare,587.0,159548.0,1.0,2.0,M,65.0,O,9.0,3361751.0
Gjm7026,NV,Dvejmpduvacwrfxwzhvgobrmixobkurnpokxtpaxyvvjblpyrcwxnjvpepgi,United States of America,Walt Disney,487.0,151751.0,3.0,3.0,W,45.0,R,10.0,171742.0
qyq7027,Alberta,GFFNOJNAKRLKLQEHXLKMBJFTTFIWYFDOEMOLDRREQQXISOGMXHHYVREKIDBMOEKWF,United States of America,Sanmina-SCI,758.0,186696.0,2.0,,U,50.0,O,9.0,3145101.0
PUK7028,KS,ldawdci,United States of America,Burlington Northern Santa Fe,334.0,155814.0,2.0,4.0,U,84.0,O,1.0,2733522.0
wga7029,UT,Kxxigyfthhgbuzmjputptnxinqotuzzzogkqvjwivckauallertwpnbxtmzicxqmaintaobjvow,Canada,Macy's,775.0,370956.0,3.0,5.0,M,28.0,U,8.0,837561.0
EEJ7030,MD,hnwkgmkehmghbpszjjbxjcdybxadvdjamksk,United States of America,FMC Technologies,572.0,327838.0,,3.0,S,92.0,R,8.0,3501076.0
Cnk7031,British Columbia,Mfjahnuctjqksvkfrcryljrpgpm,United States of America,,613.0,126204.0,3.0,2.0,W,86.0,O,,982399.0
WON7032,MN,Eovlfxvxnaglfmnykfwqfxgqmucosnsogukiaemjvesd,United States of America,Idearc,541.0,469448.0,1.0,5.0,M,3.0,R,7.0,3623625.0
mlv7033,Saskatchewan,htjrofeagjuauwaljmoifqkztgsrfxsmaynvidqgjrflnjiyixqtshmohrsqpuj,United States of America,Time Warner,697.0,244561.0,1.0,2.0,M,53.0,U,8.0,791579.0
VKG7034,AZ,Ezrphfzwzeiihcqmikcdohgixplrurgcyjnvjrfkdluceqoaciiseuhhbewxcnnck,United States of America,Precision Castparts,536.0,278963.0,0.0,,U,27.0,R,1.0,3111741.0
jte7035,SD,YUJWZYDMCSFVCJJYLKBQSDHLZINEQBKEQPFPPULVPPJQYPZQRZZFH,United States of America,Aleris International,660.0,200033.0,1.0,4.0,M,41.0,O,1.0,1951875.0
Tsn7036,TN,YRBKAUEZVSSJBLPX,United States of America,Eastman Chemical,600.0,463746.0,0.0,3.0,M,62.0,O,10.0,418452.0
Uut7037,Ontario,EJKOUCXSTTECVCKAQMFPNGKYNSECESSQUNLLODDQSBXJUVHBVIOR,United States of America,Aventine Renewable Energy,490.0,235957.0,4.0,1.0,M,75.0,O,2.0,2065926.0
MHM7038,VT,dobaqckztgt,United States of America,Molina Healthcare,511.0,335883.0,3.0,4.0,M,13.0,O,8.0,156965.0
Aif7039,KY,ONNGNEMMAHZWNGYONBLHSSSVDUAUSGEZISYVPLFLD,United States of America,Enersys,,187904.0,3.0,5.0,,58.0,O,10.0,354455.0
JKJ7040,WY,LINONJVXKPWNVHLGVKRGPHECUFYDNGUMODRLVRINDZZFWQH,United States of America,,638.0,436025.0,3.0,5.0,,89.0,O,5.0,2824689.0
gwl7041,DE,EXFXAJKKQWORZDMCNKIBHMEIFYQREIJFSZFVSKYREMXPXEBMHEU,United States of America,NRG Energy,,478549.0,4.0,5.0,S,30.0,R,8.0,43333.0
Vpq7042,MT,fbksndrjsqsayfn,Canada,,769.0,128005.0,5.0,,M,72.0,R,0.0,3153631.0
Njk7043,MD,Okntfxwjursitzzmmpvoroui,United States of America,EMC,528.0,215252.0,2.0,4.0,W,49.0,O,2.0,461660.0
SPB7044,NC,ZGXPYTMOHYHRBSPKPJNUCGKCYUHODHQRBTUOPJOYOKUFGTBKLHJNOJYGKAHCDNTHRAUQNCOAQKUEA,Canada,Southwest Gas,339.0,460956.0,0.0,5.0,U,100.0,O,,651085.0
Ozv7045,UT,itenyrirjhzwjcvlzrctxcpgpcwokwhxxcgvuucjm,United States of America,Amazon.com,383.0,126940.0,5.0,0.0,D,22.0,O,0.0,1957503.0
Rlb7046,NY,Zqamfvilevzbiqlbksacehzlrjgujcakhqurwenaqojomtyal,United States of America,Entergy,534.0,346923.0,4.0,4.0,M,12.0,O,5.0,104682.0
Hcb7047,VT,PUDMRSOJDOXJASYECVHLLXXKHDPNLBCUF,Canada,TIAA-CREF,809.0,134424.0,,4.0,U,21.0,O,3.0,1810880.0
Drl7048,WV,zfoimdbexxvykmoa,Canada,Xerox,701.0,109607.0,1.0,0.0,S,17.0,O,6.0,1616545.0
SGA7049,AZ,Ruarepfwuoqnkeaqlwchcsyehud,,PC Connection,381.0,,4.0,5.0,M,98.0,U,2.0,934162.0
Lms7050,WI,jixxvlnrmhxprbgksbpxxlgvmymmakuuta,Canada,R.H. Donnelley,488.0,114610.0,1.0,4.0,U,95.0,O,9.0,1482711.0
Cmm7051,OK,Rcfvxavsbkqcqgxpdvznygyygmpuaodtpxuaqmpsewhzrdekotnzord,Canada,Silgan Holdings,666.0,12488.0,2.0,0.0,M,14.0,O,5.0,3184081.0
Pog7052,MA,sqzpdtjrmutneqcuokvpvytlwczasvxryqdpe,United States of America,Warner Music Group,315.0,282174.0,4.0,,M,51.0,R,3.0,1562427.0
sag7053,WY,QBITEEOJCEDZGFTLDHKBEWYGSJZQBARSTEXJGA,United States of America,Fluor,631.0,493825.0,0.0,3.0,M,86.0,R,2.0,991662.0
Bxv7054,MN,Ngfsxwwfaecthlglbzgslwzpaiooowbzwpxlbbhknikscrksjceaub,United States of America,Enterprise GP Holdings,301.0,244010.0,0.0,0.0,S,50.0,O,7.0,3426563.0
Jrj7055,KY,Lijophhtmawynstcwwjevoguaqgvzkcyrpzfbwntgxqnospxldfvjhfgskwvdqdfvosvv,Canada,Coach,437.0,252110.0,2.0,3.0,W,1.0,O,2.0,476796.0
