ss_d,chmbl_d,cnfdnc_scr,dc_d,crtd_b,ss_ctgr,ss_sbclllr_frctn,td,rltnshp_tp,src_d,src_ss_d,cll_d,b_frmt,tss_d,vrnt_d
11808,CHEMBL628065,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,,
11809,CHEMBL628066,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2385.0,
11810,CHEMBL628067,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2385.0,
11811,CHEMBL874646,1,8926,Intermediate,,,50594,N,1,,,BAO_0000218,2385.0,
11812,CHEMBL628068,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2385.0,
11813,CHEMBL628069,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2385.0,
11814,CHEMBL628070,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2385.0,
11815,CHEMBL628071,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11816,CHEMBL628072,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11817,CHEMBL628073,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11818,CHEMBL628074,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11819,CHEMBL628075,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11820,CHEMBL628076,0,8926,Autocuration,,,22224,U,1,,,BAO_0000019,2106.0,
11821,CHEMBL628077,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,1235.0,
11822,CHEMBL628078,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11823,CHEMBL628079,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11824,CHEMBL628080,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,992.0,
11825,CHEMBL628081,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
11826,CHEMBL628082,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,1235.0,
11827,CHEMBL874647,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11828,CHEMBL626406,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11829,CHEMBL626407,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,992.0,
11830,CHEMBL626408,1,7570,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
11831,CHEMBL626409,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11832,CHEMBL626410,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11833,CHEMBL626411,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11834,CHEMBL626412,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11835,CHEMBL626413,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11836,CHEMBL626414,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11837,CHEMBL626415,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11838,CHEMBL626416,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11839,CHEMBL627062,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11840,CHEMBL627063,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11841,CHEMBL627064,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11842,CHEMBL627227,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11843,CHEMBL627228,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11844,CHEMBL627229,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11845,CHEMBL625792,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11846,CHEMBL625793,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11847,CHEMBL625794,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11848,CHEMBL625795,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11849,CHEMBL625796,1,13792,Intermediate,,,50594,N,1,,,BAO_0000218,,
11850,CHEMBL625797,1,13376,Intermediate,,,50588,N,1,,,BAO_0000218,,
11851,CHEMBL625798,1,13376,Intermediate,,,50588,N,1,,,BAO_0000218,,
11852,CHEMBL875613,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11853,CHEMBL625799,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11854,CHEMBL625800,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11855,CHEMBL625801,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11856,CHEMBL625802,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11857,CHEMBL625803,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11858,CHEMBL625804,0,14380,Autocuration,,,22224,U,1,,,BAO_0000019,,
11859,CHEMBL622530,0,14380,Autocuration,,,22224,U,1,,,BAO_0000218,,
11860,CHEMBL622531,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11861,CHEMBL622532,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11862,CHEMBL623176,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11863,CHEMBL623177,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11864,CHEMBL623178,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11865,CHEMBL623179,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11866,CHEMBL623180,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11867,CHEMBL623181,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11868,CHEMBL624131,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11869,CHEMBL624132,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11870,CHEMBL624133,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11871,CHEMBL624846,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11872,CHEMBL624847,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11873,CHEMBL624848,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11874,CHEMBL625012,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11875,CHEMBL625013,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11876,CHEMBL625014,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11877,CHEMBL625015,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11878,CHEMBL625016,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11879,CHEMBL625017,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11880,CHEMBL625018,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11881,CHEMBL625019,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11882,CHEMBL625020,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11883,CHEMBL625021,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
11884,CHEMBL625022,1,14393,Intermediate,,,50597,N,1,,,BAO_0000218,,
11885,CHEMBL625023,1,14731,Intermediate,,,50594,N,1,,,BAO_0000218,,
11886,CHEMBL625024,1,14731,Intermediate,,,100710,N,1,,,BAO_0000218,,
11887,CHEMBL627626,1,14731,Intermediate,,,100710,N,1,,,BAO_0000218,,
11888,CHEMBL627627,0,13758,Autocuration,,,22224,U,1,,,BAO_0000218,955.0,
11889,CHEMBL627628,0,13758,Autocuration,,,22224,U,1,,,BAO_0000218,1977.0,
11890,CHEMBL627629,0,13758,Autocuration,,,22224,U,1,,,BAO_0000218,955.0,
11891,CHEMBL627630,0,13758,Autocuration,,,22224,U,1,,,BAO_0000218,1977.0,
11892,CHEMBL627631,0,16359,Autocuration,,,22224,U,1,,,BAO_0000019,,
11893,CHEMBL629515,0,16359,Autocuration,,,22224,U,1,,,BAO_0000218,,
11894,CHEMBL629516,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,2106.0,
11895,CHEMBL629517,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,2106.0,
11896,CHEMBL629518,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,2106.0,
11897,CHEMBL877499,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,,
11898,CHEMBL629519,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,,
11899,CHEMBL629520,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,,
11900,CHEMBL629521,1,15383,Intermediate,,,50594,N,1,,,BAO_0000218,,
11901,CHEMBL629522,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11902,CHEMBL629523,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11903,CHEMBL629524,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11904,CHEMBL629525,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11905,CHEMBL629526,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11906,CHEMBL629527,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11907,CHEMBL629528,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11908,CHEMBL629529,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11909,CHEMBL629530,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11910,CHEMBL629531,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11911,CHEMBL628656,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11912,CHEMBL628657,1,14439,Intermediate,,,50594,N,1,,,BAO_0000218,,
11913,CHEMBL628658,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11914,CHEMBL628659,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11915,CHEMBL877500,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11916,CHEMBL628660,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11917,CHEMBL628661,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11918,CHEMBL628662,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11919,CHEMBL628663,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11920,CHEMBL628664,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
11921,CHEMBL628665,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11922,CHEMBL628666,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11923,CHEMBL628667,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11924,CHEMBL628668,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11925,CHEMBL628669,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11926,CHEMBL628670,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11927,CHEMBL628671,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11928,CHEMBL628672,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,10000001.0,
11929,CHEMBL630300,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,10000001.0,
11930,CHEMBL629787,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,10000001.0,
11931,CHEMBL629788,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,10000001.0,
11932,CHEMBL629789,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11933,CHEMBL629790,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11934,CHEMBL629791,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11935,CHEMBL629792,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11936,CHEMBL629793,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11937,CHEMBL629794,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11938,CHEMBL874459,1,10677,Intermediate,,,50597,N,1,,,BAO_0000218,,
11939,CHEMBL629795,1,10677,Intermediate,,,50597,N,1,,,BAO_0000218,,
11940,CHEMBL629796,1,10677,Intermediate,,,50597,N,1,,,BAO_0000218,,
11941,CHEMBL629797,1,10677,Intermediate,,,50597,N,1,,,BAO_0000218,,
11942,CHEMBL629798,1,10677,Intermediate,,,50597,N,1,,,BAO_0000218,,
11943,CHEMBL629799,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2369.0,
11944,CHEMBL629800,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2369.0,
11945,CHEMBL629801,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2369.0,
11946,CHEMBL629802,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2369.0,
11947,CHEMBL629803,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2369.0,
11948,CHEMBL629804,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11949,CHEMBL629805,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11950,CHEMBL629806,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11951,CHEMBL629807,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11952,CHEMBL629808,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
11953,CHEMBL629809,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11954,CHEMBL629810,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11955,CHEMBL629811,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11956,CHEMBL629812,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11957,CHEMBL629813,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11958,CHEMBL874460,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
11959,CHEMBL629814,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,,
11960,CHEMBL629815,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,,
11961,CHEMBL629816,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,,
11962,CHEMBL629817,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,,
11963,CHEMBL626643,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
11964,CHEMBL626644,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
11965,CHEMBL626806,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
11966,CHEMBL626807,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
11967,CHEMBL627261,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11968,CHEMBL627262,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11969,CHEMBL627263,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11970,CHEMBL627264,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
11971,CHEMBL627265,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
11972,CHEMBL627266,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
11973,CHEMBL627267,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
11974,CHEMBL627268,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
11975,CHEMBL627269,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
11976,CHEMBL627270,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
11977,CHEMBL627271,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11978,CHEMBL627946,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11979,CHEMBL875472,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11980,CHEMBL627947,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11981,CHEMBL627948,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11982,CHEMBL628113,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11983,CHEMBL628114,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11984,CHEMBL628115,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11985,CHEMBL628116,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11986,CHEMBL628117,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11987,CHEMBL628118,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11988,CHEMBL628119,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11989,CHEMBL628120,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11990,CHEMBL628121,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11991,CHEMBL628122,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11992,CHEMBL627297,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11993,CHEMBL627298,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11994,CHEMBL627299,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11995,CHEMBL627300,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11996,CHEMBL627301,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11997,CHEMBL627302,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11998,CHEMBL627303,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
11999,CHEMBL627304,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12000,CHEMBL627305,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12001,CHEMBL627306,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12002,CHEMBL623982,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12003,CHEMBL623983,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12004,CHEMBL623984,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12005,CHEMBL623985,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12006,CHEMBL623986,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12007,CHEMBL623987,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12008,CHEMBL623988,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12009,CHEMBL623989,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12010,CHEMBL622215,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12011,CHEMBL622216,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12012,CHEMBL877481,1,8608,Intermediate,,,50597,N,1,,,BAO_0000218,,
12013,CHEMBL622217,0,16359,Autocuration,,,22224,U,1,,,BAO_0000218,,
12014,CHEMBL622218,1,13701,Intermediate,,,50594,N,1,,,BAO_0000218,,
12015,CHEMBL622219,1,14554,Intermediate,,,50597,N,1,,,BAO_0000218,,
12016,CHEMBL622220,0,6241,Autocuration,,,22224,U,1,,,BAO_0000019,,
12017,CHEMBL622221,1,11537,Intermediate,,,50588,N,1,,,BAO_0000218,,
12018,CHEMBL622222,1,11537,Intermediate,,,50594,N,1,,,BAO_0000218,,
12019,CHEMBL622223,1,11537,Intermediate,,,50588,N,1,,,BAO_0000218,,
12020,CHEMBL622224,1,11537,Intermediate,,,50594,N,1,,,BAO_0000218,,
12021,CHEMBL622225,0,13118,Autocuration,,,22224,U,1,,,BAO_0000019,,
12022,CHEMBL622226,0,13118,Autocuration,,,22224,U,1,,,BAO_0000019,,
12023,CHEMBL624154,1,9562,Intermediate,,,50512,N,1,,,BAO_0000218,,
12024,CHEMBL624155,1,10363,Intermediate,,,50597,N,1,,,BAO_0000218,,
12025,CHEMBL624156,1,10363,Intermediate,,,50597,N,1,,,BAO_0000218,,
12026,CHEMBL624157,1,10363,Intermediate,,,50597,N,1,,,BAO_0000218,,
12027,CHEMBL624158,1,10363,Intermediate,,,50597,N,1,,,BAO_0000218,,
12028,CHEMBL624159,1,12504,Intermediate,,,50597,N,1,,,BAO_0000218,,
12029,CHEMBL624160,1,12504,Intermediate,,,50597,N,1,,,BAO_0000218,,
12030,CHEMBL624161,1,12504,Intermediate,,,50597,N,1,,,BAO_0000218,,
12031,CHEMBL624162,1,12504,Intermediate,,,50597,N,1,,,BAO_0000218,,
12032,CHEMBL624163,1,13317,Intermediate,,,50588,N,1,,,BAO_0000218,,
12033,CHEMBL624164,1,15078,Intermediate,,,50597,N,1,,,BAO_0000218,,
12034,CHEMBL624165,1,14941,Intermediate,,,50597,N,1,,,BAO_0000218,,
12035,CHEMBL624166,1,15078,Intermediate,,,50597,N,1,,,BAO_0000218,,
12036,CHEMBL624167,1,15078,Intermediate,,,50597,N,1,,,BAO_0000218,,
12037,CHEMBL624168,1,14941,Intermediate,,,50597,N,1,,,BAO_0000218,,
12038,CHEMBL624169,1,14067,Intermediate,,,50597,N,1,,,BAO_0000218,,
12039,CHEMBL624170,1,14215,Intermediate,,,50587,N,1,,,BAO_0000218,,
12040,CHEMBL624171,0,14215,Autocuration,,,22224,U,1,,,BAO_0000218,,
12041,CHEMBL624172,0,14215,Autocuration,,,22224,U,1,,,BAO_0000218,,
12042,CHEMBL624173,1,14215,Intermediate,,,50588,N,1,,,BAO_0000218,,
12043,CHEMBL877488,1,14215,Intermediate,,,50587,N,1,,,BAO_0000218,,
12044,CHEMBL624174,1,14215,Intermediate,,,50597,N,1,,,BAO_0000218,,
12045,CHEMBL624175,0,14215,Autocuration,,,22224,U,1,,,BAO_0000218,,
12046,CHEMBL624176,0,14215,Autocuration,,,22224,U,1,,,BAO_0000218,,
12047,CHEMBL624177,1,14215,Intermediate,,,50588,N,1,,,BAO_0000218,,
12048,CHEMBL624178,1,14215,Intermediate,,,50587,N,1,,,BAO_0000218,,
12049,CHEMBL624179,1,14215,Intermediate,,,50597,N,1,,,BAO_0000218,,
12050,CHEMBL627689,1,14215,Intermediate,,,50597,N,1,,,BAO_0000218,,
12051,CHEMBL627690,1,14215,Intermediate,,,50587,N,1,,,BAO_0000218,,
12052,CHEMBL627691,0,11324,Autocuration,,,22224,U,1,,,BAO_0000019,,
12053,CHEMBL627692,0,11324,Autocuration,,,22224,U,1,,,BAO_0000019,,
12054,CHEMBL627693,0,11324,Autocuration,,,22224,U,1,,,BAO_0000019,,
12055,CHEMBL627694,1,13875,Intermediate,,,50597,N,1,,,BAO_0000218,,
12056,CHEMBL627695,1,13875,Intermediate,,,50597,N,1,,,BAO_0000218,,
12057,CHEMBL627696,0,13875,Autocuration,,,22224,U,1,,,BAO_0000218,,
12058,CHEMBL627697,1,13875,Intermediate,,,50597,N,1,,,BAO_0000218,,
12059,CHEMBL627698,1,13875,Intermediate,,,50597,N,1,,,BAO_0000218,,
12060,CHEMBL627699,1,13875,Intermediate,,,50597,N,1,,,BAO_0000218,,
12061,CHEMBL627700,1,13807,Intermediate,,,50597,N,1,,,BAO_0000218,,
12062,CHEMBL627701,1,14127,Intermediate,,,50597,N,1,,,BAO_0000218,,
12063,CHEMBL627702,0,15116,Autocuration,,,22224,U,1,,,BAO_0000218,,
12064,CHEMBL627703,0,15116,Autocuration,,,22224,U,1,,,BAO_0000218,,
12065,CHEMBL626873,0,15604,Autocuration,,,22224,U,1,,,BAO_0000218,,
12066,CHEMBL629583,1,15604,Intermediate,,,50597,N,1,,,BAO_0000218,,
12067,CHEMBL629584,1,15604,Intermediate,,,50588,N,1,,,BAO_0000218,,
12068,CHEMBL629585,1,15604,Intermediate,,,50588,N,1,,,BAO_0000218,,
12069,CHEMBL629586,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
12070,CHEMBL629587,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
12071,CHEMBL629588,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12072,CHEMBL629589,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12073,CHEMBL629590,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12074,CHEMBL629591,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12075,CHEMBL629592,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12076,CHEMBL629593,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12077,CHEMBL629594,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12078,CHEMBL629595,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12079,CHEMBL630290,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12080,CHEMBL627137,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12081,CHEMBL627138,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12082,CHEMBL627139,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12083,CHEMBL627140,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12084,CHEMBL627141,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
12085,CHEMBL627142,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12086,CHEMBL627143,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12087,CHEMBL874449,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12088,CHEMBL627144,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12089,CHEMBL627145,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12090,CHEMBL627146,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12091,CHEMBL627147,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
12092,CHEMBL627148,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
12093,CHEMBL627149,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12094,CHEMBL632160,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12095,CHEMBL632161,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12096,CHEMBL632162,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12097,CHEMBL632163,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12098,CHEMBL874469,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12099,CHEMBL627182,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
12100,CHEMBL627183,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12101,CHEMBL627184,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12102,CHEMBL627185,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12103,CHEMBL627186,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12104,CHEMBL627187,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12105,CHEMBL627188,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12106,CHEMBL627189,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12107,CHEMBL627190,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,,
12108,CHEMBL627191,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
12109,CHEMBL627192,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
12110,CHEMBL627193,1,13751,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
12111,CHEMBL874590,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
12112,CHEMBL627194,1,10911,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
