miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B6100,PROFESSIONAL ASSOCIATION,3,0.05,Promotion of development awareness,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Asia,VN,VN,Viet Nam,0.16,99820,7950.904
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.1,Basic health care,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.2,12220,19877.26
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.3,Health personnel development,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.2,12281,59631.78
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.1,STD control including HIV/AIDS,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.2,13040,19877.26
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.45,Democratic participation and civil society,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.2,15150,89447.67
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.05,Promotion of development awareness,Closed,S063404PRG,0,1,1,4802876.0,0,S6212,4802876.0,0,0,0,0,0,0,0,1001605,Canadian Nurses Association,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.2,99820,9938.63
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,CG,CG,Congo,0.16,12110,62486.1168
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,CG,CG,Congo,0.16,15150,62486.1168
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,0.1,12110,39053.823
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,CM,CM,Cameroon,0.1,15150,39053.823
2009/2010,B6100,ASSOCIATIONS,1,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.11,12110,42959.2053
2009/2010,B6100,ASSOCIATIONS,1,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.11,15150,42959.2053
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,0.1,12110,39053.823
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,0.1,15150,39053.823
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.12,12110,46864.5876
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.12,15150,46864.5876
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.14,12110,54675.3522
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.14,15150,54675.3522
2009/2010,B6100,ASSOCIATIONS,2,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.15,12110,58580.7345
2009/2010,B6100,ASSOCIATIONS,2,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.15,15150,58580.7345
2009/2010,B6100,ASSOCIATIONS,1,0.5,Health policy and administrative management,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.12,12110,46864.5876
2009/2010,B6100,ASSOCIATIONS,1,0.5,Democratic participation and civil society,Closed,S063405PRG,0,0,1,2670067.0,0,S6212,2670067.0,0,0,0,0,0,0,0,1000789,Canadian Public Health Association,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.12,15150,46864.5876
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Health policy and administrative management,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.25,12110,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Medical education/training,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.25,12181,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.3,Reproductive health care,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.25,13020,16935.4365
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.25,STD control including HIV/AIDS,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.25,13040,14112.86375
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Democratic participation and civil society,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,BF,BF,Burkina-Faso,0.25,15150,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Health policy and administrative management,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,0.25,12110,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Medical education/training,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,0.25,12181,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.3,Reproductive health care,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,0.25,13020,16935.4365
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.25,STD control including HIV/AIDS,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,0.25,13040,14112.86375
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Democratic participation and civil society,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,0.25,15150,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Health policy and administrative management,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.25,12110,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Medical education/training,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.25,12181,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.3,Reproductive health care,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.25,13020,16935.4365
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.25,STD control including HIV/AIDS,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.25,13040,14112.86375
2009/2010,B6100,PROFESSIONAL ASSOCIATION,1,0.15,Democratic participation and civil society,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,0.25,15150,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Health policy and administrative management,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.25,12110,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Medical education/training,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.25,12181,8467.71825
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.3,Reproductive health care,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.25,13020,16935.4365
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.25,STD control including HIV/AIDS,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.25,13040,14112.86375
2009/2010,B6100,PROFESSIONAL ASSOCIATION,2,0.15,Democratic participation and civil society,Closed,S063409PRG,0,2,0,2494030.46,0,S6212,2494030.46,0,0,0,0,0,0,0,1002181,Society of Obstetricians and Gynaecologists of Canada,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.25,15150,8467.71825
2009/2010,B6100,UNION,3,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.03,15150,24465.968999999997
2009/2010,B6100,UNION,3,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.03,15160,10873.764
2009/2010,B6100,UNION,3,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.03,16020,13592.205
2009/2010,B6100,UNION,3,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.03,99820,5436.882
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.05,15150,40776.615
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.05,15160,18122.94
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.05,16020,22653.675
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.05,99820,9061.47
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BR,BR,Brazil,0.04,15150,32621.292
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BR,BR,Brazil,0.04,15160,14498.351999999999
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BR,BR,Brazil,0.04,16020,18122.94
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,BR,BR,Brazil,0.04,99820,7249.1759999999995
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.1,15150,81553.23
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.1,15160,36245.88
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.1,16020,45307.35
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.1,99820,18122.94
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,0.07,15150,57087.261
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,0.07,15160,25372.116
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,0.07,16020,31715.145
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,0.07,99820,12686.058
2009/2010,B6100,UNION,3,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.07,15150,57087.261
2009/2010,B6100,UNION,3,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.07,15160,25372.116
2009/2010,B6100,UNION,3,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.07,16020,31715.145
2009/2010,B6100,UNION,3,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.07,99820,12686.058
2009/2010,B6100,UNION,3,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.02,15150,16310.646
2009/2010,B6100,UNION,3,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.02,15160,7249.1759999999995
2009/2010,B6100,UNION,3,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.02,16020,9061.47
2009/2010,B6100,UNION,3,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,0.02,99820,3624.5879999999997
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,MX,MX,Mexico,0.04,15150,32621.292
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,MX,MX,Mexico,0.04,15160,14498.351999999999
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,MX,MX,Mexico,0.04,16020,18122.94
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,MX,MX,Mexico,0.04,99820,7249.1759999999995
2009/2010,B6100,UNION,2,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,15150,16310.646
2009/2010,B6100,UNION,2,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,15160,7249.1759999999995
2009/2010,B6100,UNION,2,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,16020,9061.47
2009/2010,B6100,UNION,2,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,99820,3624.5879999999997
2009/2010,B6100,UNION,2,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,0.05,15150,40776.615
2009/2010,B6100,UNION,2,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,0.05,15160,18122.94
2009/2010,B6100,UNION,2,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,0.05,16020,22653.675
2009/2010,B6100,UNION,2,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,NG,NG,Nigeria,0.05,99820,9061.47
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.05,15150,40776.615
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.05,15160,18122.94
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.05,16020,22653.675
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.05,99820,9061.47
2009/2010,B6100,UNION,3,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.03,15150,24465.968999999997
2009/2010,B6100,UNION,3,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.03,15160,10873.764
2009/2010,B6100,UNION,3,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.03,16020,13592.205
2009/2010,B6100,UNION,3,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.03,99820,5436.882
2009/2010,B6100,UNION,2,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.24,15150,195727.75199999998
