assay_id,assay_subcellular_fraction,assay_cell_type,assay_type,confidence_score,curated_by,assay_test_type,doc_id,assay_organism,bao_format,cell_id,assay_tissue,assay_category,variant_id,tid,src_id,description,assay_tax_id,assay_strain
4404,Microsomes,,B,0,Autocuration,,7411,Rattus norvegicus,BAO_0000251,,Liver,,,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,10116.0,
4405,Microsomes,,B,0,Autocuration,,7411,Rattus norvegicus,BAO_0000251,,Liver,,,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,10116.0,
4406,Microsomes,,B,0,Autocuration,,7411,Rattus norvegicus,BAO_0000251,,Liver,,,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,10116.0,
4407,Microsomes,,B,0,Autocuration,,7411,Rattus norvegicus,BAO_0000251,,Liver,,,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,10116.0,
4408,,,A,0,Autocuration,In vivo,347,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,The apparent total plasma clearance in monkey,9527.0,
4409,,,A,0,Autocuration,In vivo,3341,Cercopithecidae,BAO_0000218,,,,,22224,1,Compound was evaluated for Hepatic clearance in monkey,9527.0,
4410,,,A,0,Autocuration,In vivo,17853,Cercopithecidae,BAO_0000218,,,,,22224,1,Lower clearance in monkey (i.v.) at 0.5 mpk,9527.0,
4411,,,A,0,Autocuration,In vivo,4514,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance in rhesus monkey,9527.0,
4412,,,A,0,Autocuration,In vivo,6062,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,9527.0,
4413,,,A,0,Autocuration,In vivo,6821,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance of compound was determined in monkey,9527.0,
4414,,,A,0,Autocuration,In vivo,6057,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance was calculated in rhesus monkey,9527.0,
4415,,,A,0,Autocuration,In vivo,5145,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance in rhesus monkey,9527.0,
4416,,,A,0,Autocuration,In vivo,6641,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),9527.0,
4417,,,A,0,Autocuration,In vivo,5472,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance was evaluated in rhesus,9527.0,
4418,,,A,0,Autocuration,In vivo,4257,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,9527.0,
4419,,,A,0,Autocuration,In vivo,5546,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,9527.0,
4420,,,A,0,Autocuration,In vivo,5334,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),9527.0,
4421,,,A,0,Autocuration,In vivo,5334,Cercopithecidae,BAO_0000218,,,,,22224,1,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),9527.0,
4422,,,A,0,Autocuration,In vivo,17509,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax 24 hr after 2 mg/kg oral administration in monkeys,9527.0,
4423,,,A,0,Autocuration,In vivo,6535,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax in monkey after administration of 1 mg/kg iv,9527.0,
4424,,,A,0,Autocuration,In vivo,5668,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax was determine after peroral administration at 10 mpk in Rhesus,9527.0,
4425,,,A,0,Autocuration,In vivo,5922,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax in cynomolgus monkey by iv administration,9527.0,
4426,,,A,0,Autocuration,In vivo,5922,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax in cynomolgus monkey by po administration,9527.0,
4427,,,A,0,Autocuration,In vivo,6078,Cercopithecidae,BAO_0000218,,,,,22224,1,Cmax value evaluated in monkey,9527.0,
4428,,,A,0,Autocuration,In vivo,2661,Cercopithecidae,BAO_0000218,,,,,22224,1,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,9527.0,
4429,,,A,0,Autocuration,In vivo,3249,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,9527.0,
4430,,,A,0,Autocuration,In vivo,3249,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,9527.0,
4431,,,A,0,Autocuration,In vivo,5553,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,Maximal plasma concentration in squirrel monkeys,9527.0,
4432,,,A,0,Autocuration,In vivo,1916,Cercopithecidae,BAO_0000218,,,,,22224,1,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,9527.0,
4433,,,A,0,Autocuration,In vivo,6227,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,9527.0,
4434,,,A,0,Autocuration,In vivo,4809,Cercopithecidae,BAO_0000218,,,,,22224,1,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),9527.0,
4435,,,A,0,Autocuration,In vivo,5355,Cercopithecidae,BAO_0000218,,,,,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,9527.0,
4436,,,A,0,Autocuration,In vivo,5355,Cercopithecidae,BAO_0000218,,,,,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,9527.0,
4437,,,A,0,Autocuration,In vivo,5355,Cercopithecidae,BAO_0000218,,,,,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,9527.0,
4438,,,A,0,Autocuration,In vivo,5355,Cercopithecidae,BAO_0000218,,,,,22224,1,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,9527.0,
4439,,,A,0,Autocuration,In vivo,6221,Cercopithecidae,BAO_0000218,,Plasma,,,22224,1,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,9527.0,
4440,,,A,0,Autocuration,,167,Cercopithecidae,BAO_0000218,,,,,22224,1,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,9527.0,
4441,,,A,0,Autocuration,,167,Cercopithecidae,BAO_0000218,,,,,22224,1,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,9527.0,
4442,,,A,0,Autocuration,In vivo,4257,monkey,BAO_0000218,,,,,22224,1,Absolute bioavailability was evaluated in monkey,9443.0,
4443,,,A,0,Autocuration,In vivo,6221,monkey,BAO_0000218,,,,,22224,1,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,9443.0,
4444,,,A,0,Autocuration,In vivo,17667,monkey,BAO_0000218,,,,,22224,1,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,9443.0,
4445,,,A,0,Autocuration,In vivo,17267,Macaca mulatta,BAO_0000218,,,,,22224,1,Bioavailability of compound was determined in rhesus monkey,9544.0,
4446,,,A,0,Autocuration,In vivo,4256,marmosets,BAO_0000218,,,,,22224,1,Bioavailability determined after oral administration in marmoset,38020.0,
4447,,,A,0,Autocuration,In vivo,4256,Macaca fascicularis,BAO_0000218,,,,,22224,1,Oral bioavailability in cynomolgus monkey,9541.0,
4448,,,A,0,Autocuration,In vivo,17853,monkey,BAO_0000218,,,,,22224,1,Bioavailability in monkey (p.o.) at 2.0 mpk,9443.0,
4449,,,A,0,Autocuration,In vivo,16365,monkey,BAO_0000218,,,,,22224,1,Bioavailability was evaluated after oral administration in monkey,9443.0,
4450,,,A,0,Autocuration,In vivo,1916,Macaca fascicularis,BAO_0000218,,,,,22224,1,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,9541.0,
4451,,,A,0,Autocuration,In vivo,5334,Macaca mulatta,BAO_0000218,,,,,22224,1,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),9544.0,
4452,,,A,0,Autocuration,In vivo,5334,Macaca mulatta,BAO_0000218,,,,,22224,1,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),9544.0,
4453,,,A,0,Autocuration,In vivo,17592,monkey,BAO_0000218,,,,,22224,1,Bioavailability of the compound was determined in monkey,9443.0,
4454,,,A,0,Autocuration,In vivo,1399,Saimiri sciureus,BAO_0000218,,,,,22224,1,Bioavailability in squirrel monkey (dose 5 mg/kg),9521.0,
4455,,,A,0,Autocuration,In vivo,4809,monkey,BAO_0000218,,,,,22224,1,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),9443.0,
4456,,,A,0,Autocuration,In vivo,3341,monkey,BAO_0000218,,,,,22224,1,Oral bioavailability in monkey,9443.0,
4457,,,A,0,Autocuration,In vivo,64,Saimiri sciureus,BAO_0000218,,,,,22224,1,Compound was tested for bioavailability in squirrel monkey,9521.0,
4458,,,A,0,Autocuration,In vivo,5005,Macaca mulatta,BAO_0000218,,,,,22224,1,Oral bioavailability in Rhesus monkey,9544.0,
4459,,,A,0,Autocuration,In vivo,5005,Macaca mulatta,BAO_0000218,,,,,22224,1,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),9544.0,
4460,,,A,0,Autocuration,In vivo,5237,Macaca fascicularis,BAO_0000218,,,,,22224,1,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,9541.0,
4461,,,A,0,Autocuration,In vivo,5237,Macaca fascicularis,BAO_0000218,,,,,22224,1,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,9541.0,
4462,,,A,0,Autocuration,In vivo,5302,monkey,BAO_0000218,,,,,22224,1,Oral bioavailability in monkey (dose 5 mg/kg),9443.0,
4463,,,A,0,Autocuration,In vivo,17667,monkey,BAO_0000218,,,,,22224,1,Oral bioavailability of compound at 5 mg/kg in monkey,9443.0,
4464,,,A,1,Intermediate,In vivo,6161,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,9615.0,
4465,,,A,1,Intermediate,In vivo,6161,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,9615.0,
4466,,,A,1,Intermediate,,3854,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Plasma half life determined,9615.0,
4467,,,A,1,Intermediate,,993,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Plasma half life in dog,9615.0,
4468,,,A,1,Intermediate,,4514,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Plasma half-life in Beagle dogs,9615.0,
4469,,,A,1,Intermediate,In vivo,5334,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),9615.0,
4470,,,A,1,Intermediate,In vivo,5334,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),9615.0,
4471,,,A,1,Intermediate,In vivo,1466,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,9615.0,
4472,,,A,1,Intermediate,In vivo,1466,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,9615.0,
4473,,,A,1,Intermediate,,5313,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Tested for the half life period in dog,9615.0,
4474,,,A,1,Intermediate,In vivo,5313,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Tested for the half life period in dog at dosage of 10 mpk,9615.0,
4475,,,A,1,Intermediate,,3880,Canis lupus familiaris,BAO_0000218,,,,,50588,1,The compound was tested for half life in dog,9615.0,
4476,,,A,1,Intermediate,,3639,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",9615.0,
4477,,,A,1,Intermediate,,3880,Canis lupus familiaris,BAO_0000218,,,,,50588,1,The half life was determined,9615.0,
4478,,,A,1,Intermediate,,3918,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,The plasma half-life in dogs,9615.0,
4479,,,A,1,Intermediate,,16452,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,9615.0,
4480,,,A,1,Intermediate,,17796,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Half life in dog,9615.0,
4481,,,A,1,Intermediate,In vivo,5983,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,9615.0,
4482,,,A,1,Intermediate,In vivo,1466,Canis lupus familiaris,BAO_0000218,,,,,50588,1,tmax upon peroral administration of 10.0 mg/Kg dose in dog,9615.0,
4483,,,A,1,Intermediate,In vivo,16456,Canis lupus familiaris,BAO_0000218,,,,,50588,1,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,9615.0,
4484,,,A,1,Expert,In vivo,6113,Mustela putorius furo,BAO_0000218,,,,,50506,1,Cmax in ferrets after 30 mg/kg oral dose,9669.0,
4485,,,F,1,Expert,In vivo,6113,Mustela putorius furo,BAO_0000218,,,,,50506,1,Emesis in ferrets at 30 mg/kg oral dose,9669.0,
4486,,,A,0,Autocuration,In vivo,17796,Macaca fascicularis,BAO_0000218,,,,,22224,1,Bioavailability in cynomolgus monkey,9541.0,
4487,,,A,1,Intermediate,In vivo,17796,Macaca fascicularis,BAO_0000218,,,,,100710,1,Volume of distribution in cynomolgus,9541.0,
4488,,,A,0,Autocuration,,5308,Cavia porcellus,BAO_0000218,,Plasma,,,22224,1,AUC tested in guinea pig when 3 mg/kg dose was given perorally,10141.0,
4489,,,A,0,Autocuration,,4877,Cavia porcellus,BAO_0000218,,,,,22224,1,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,10141.0,
4490,,,A,0,Autocuration,,4876,Cavia porcellus,BAO_0000218,,,,,22224,1,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",10141.0,
4491,,,A,0,Autocuration,In vivo,4878,Cavia porcellus,BAO_0000218,,Plasma,,,22224,1,AUC in guinea pig after 3mg/kg oral dose,10141.0,
4492,,,A,0,Autocuration,In vivo,5308,Cavia porcellus,BAO_0000218,,,,,22224,1,Bioavailability in guinea pig was tested,10141.0,
4493,,,A,0,Autocuration,In vivo,4877,Cavia porcellus,BAO_0000218,,,,,22224,1,Tested for oral bioavailability in guinea pig at 5 mg/kg,10141.0,
4494,,,A,0,Autocuration,In vivo,4876,Cavia porcellus,BAO_0000218,,,,,22224,1,Tested for the oral bioavailability of the compound,10141.0,
4495,,,A,0,Autocuration,In vivo,4876,Cavia porcellus,BAO_0000218,,,,,22224,1,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,10141.0,
4496,,,A,0,Autocuration,In vivo,5308,Cavia porcellus,BAO_0000218,,,,,22224,1,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,10141.0,
4497,,,A,0,Autocuration,In vivo,4877,Cavia porcellus,BAO_0000218,,Lung,,,22224,1,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,10141.0,
4498,,,A,0,Autocuration,In vivo,4878,Cavia porcellus,BAO_0000218,,,,,22224,1,Cmax in guinea pig after 3mg/kg oral dose,10141.0,
4499,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Blood,,,22224,1,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4500,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Brain,,,22224,1,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4501,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,,,,22224,1,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4502,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Intestine,,,22224,1,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4503,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Kidney,,,22224,1,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4504,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Liver,,,22224,1,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4505,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,,,,22224,1,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4506,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,Spleen,,,22224,1,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,10141.0,
4507,,,A,0,Autocuration,In vivo,14465,Cavia porcellus,BAO_0000218,,,,,22224,1,Elimination T1/2 in Guinea pig (PO dose),10141.0,
4508,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,,,,22224,1,Partition coefficient was measured as -log (counts per min ),10141.0,
4509,,,A,0,Autocuration,In vivo,611,Cavia porcellus,BAO_0000218,,,,,22224,1,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,10141.0,
4510,,,A,0,Autocuration,In vivo,611,Cavia porcellus,BAO_0000218,,,,,22224,1,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,10141.0,
4511,,,A,0,Autocuration,In vivo,14465,Cavia porcellus,BAO_0000218,,,,,22224,1,Elimination T1/2 in Guinea pig (PO dose),10141.0,
4512,,,A,0,Autocuration,In vivo,4876,Cavia porcellus,BAO_0000218,,,,,22224,1,"Tested for the half life period of the compound, intravenously",10141.0,
4513,,,A,0,Autocuration,,5689,Cavia porcellus,BAO_0000019,,,,,22224,1,Half-life was measured,10141.0,
4514,,,A,0,Autocuration,,7515,Cavia porcellus,BAO_0000019,,,,,22224,1,The time required for onset of inotropy after addition of a single dose of delta F75,10141.0,
4515,,,A,0,Autocuration,In vivo,17667,Cavia porcellus,BAO_0000218,,,,,22224,1,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,10141.0,
4516,,,A,0,Autocuration,In vivo,17667,Cavia porcellus,BAO_0000218,,,,,22224,1,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,10141.0,
4517,,,A,0,Autocuration,In vivo,4727,Cricetulus griseus,BAO_0000218,,,,,22224,1,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,10029.0,
4518,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10090.0,
4519,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10090.0,
4520,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10090.0,
4521,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10090.0,
4522,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,10090.0,
4523,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10090.0,
4524,,,A,1,Intermediate,In vivo,10107,Mus musculus,BAO_0000218,,,,,50594,1,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10090.0,
4525,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Blood,,,50594,1,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,10090.0,
4526,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Blood,,,50594,1,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,10090.0,
4527,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Blood,,,50594,1,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,10090.0,
4528,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,10090.0,
4529,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,10090.0,
4530,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Bone,,,50594,1,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,10090.0,
4531,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Brain,,,50594,1,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,10090.0,
4532,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Brain,,,50594,1,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,10090.0,
4533,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Brain,,,50594,1,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,10090.0,
4534,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,10090.0,
4535,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,10090.0,
4536,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Heart,,,50594,1,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,10090.0,
4537,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Intestine,,,50594,1,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,10090.0,
4538,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Intestine,,,50594,1,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,10090.0,
4539,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Intestine,,,50594,1,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,10090.0,
4540,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,10090.0,
4541,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,10090.0,
4542,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Kidney,,,50594,1,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,10090.0,
4543,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,10090.0,
4544,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,10090.0,
4545,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Liver,,,50594,1,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,10090.0,
4546,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Lung,,,50594,1,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,10090.0,
4547,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Lung,,,50594,1,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,10090.0,
4548,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Lung,,,50594,1,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,10090.0,
4549,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Muscle tissue,,,50594,1,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,10090.0,
4550,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Muscle tissue,,,50594,1,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,10090.0,
4551,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Muscle tissue,,,50594,1,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,10090.0,
4552,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Spleen,,,50594,1,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,10090.0,
4553,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Spleen,,,50594,1,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,10090.0,
4554,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Spleen,,,50594,1,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,10090.0,
4555,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Stomach,,,50594,1,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,10090.0,
4556,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Stomach,,,50594,1,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,10090.0,
4557,,,A,1,Intermediate,In vivo,3655,Mus musculus,BAO_0000218,,Stomach,,,50594,1,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,10090.0,
4558,,,A,1,Intermediate,In vivo,16597,Mus musculus,BAO_0000218,,,,,50594,1,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,10090.0,
4559,,,F,1,Intermediate,In vivo,16597,Mus musculus,BAO_0000218,,,,,50594,1,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,10090.0,
4560,,,A,1,Intermediate,In vivo,16597,Mus musculus,BAO_0000218,,,,,50594,1,MRT value at a dose of 10 mg/kg intravenous administration in mice.,10090.0,
4561,,,A,1,Intermediate,In vivo,16597,Mus musculus,BAO_0000218,,,,,50594,1,MRT value at a dose of 10 mg/kg peroral administration in mice.,10090.0,
