assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
5734,1,Growth inhibition of A 549 cell line by MTT reduction for 7 days of incubation time,,BAO_0000219,,Homo sapiens,,Intermediate,11805,,N,1,CHEMBL884007,646.0,,
5735,1,In vitro cytotoxicity against lung cancer A 549 cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,2007,,N,1,CHEMBL621296,646.0,,
5736,1,Compound was tested for its cytotoxicity against A 549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4594,,N,1,CHEMBL621297,646.0,,
5737,1,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.",,BAO_0000219,,Homo sapiens,,Expert,6018,,N,1,CHEMBL839828,646.0,,
5738,1,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.; No data",,BAO_0000219,,Homo sapiens,,Intermediate,6018,,N,1,CHEMBL620397,646.0,,
5739,1,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay,,BAO_0000219,,Homo sapiens,,Expert,3599,,N,1,CHEMBL620398,646.0,,
5740,1,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,,BAO_0000219,,Homo sapiens,,Intermediate,2551,,N,1,CHEMBL620399,646.0,,
5741,1,In vitro inhibition of A549 (human lung cancer) cell growth.,,BAO_0000219,,Homo sapiens,,Expert,16132,,N,1,CHEMBL620400,646.0,,
5742,1,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available,,BAO_0000219,,Homo sapiens,,Intermediate,16132,,N,1,CHEMBL620401,646.0,,
5743,1,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,,BAO_0000219,,Homo sapiens,,Expert,2551,,N,1,CHEMBL620402,646.0,,
5744,1,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM),,BAO_0000219,,Homo sapiens,,Expert,2551,,N,1,CHEMBL620403,646.0,,
5745,1,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h,,BAO_0000218,,,,Autocuration,11913,,U,0,CHEMBL620404,,,
5746,1,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.,,BAO_0000218,,,,Autocuration,12621,In vivo,H,4,CHEMBL620405,,,
5747,1,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.,,BAO_0000218,,,,Autocuration,12621,In vivo,H,4,CHEMBL620406,,,
5748,1,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.,,BAO_0000218,,,,Autocuration,12621,In vivo,H,4,CHEMBL620407,,,
5749,1,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.,,BAO_0000218,,,,Autocuration,12621,In vivo,H,4,CHEMBL620408,,,
5750,1,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.,,BAO_0000218,,,,Autocuration,12621,In vivo,H,4,CHEMBL620409,,,
5751,1,Inhibition of A-498 human Renal cell proliferation,,BAO_0000219,,Homo sapiens,,Expert,3600,,N,1,CHEMBL620410,624.0,,
5752,1,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM",,BAO_0000019,,Rattus norvegicus,,Autocuration,1796,,U,0,CHEMBL620411,,,
5753,1,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 1 uM",,BAO_0000019,,Rattus norvegicus,,Autocuration,1796,,U,0,CHEMBL620412,,,
5754,1,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 10 uM",,BAO_0000019,,Rattus norvegicus,,Autocuration,1796,,U,0,CHEMBL876596,,,
5755,1,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,,BAO_0000219,,Homo sapiens,,Expert,16464,,N,1,CHEMBL620413,622.0,,
5756,1,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,,Homo sapiens,,Intermediate,16464,,N,1,CHEMBL620414,622.0,,
5757,1,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,,Homo sapiens,,Intermediate,16464,,N,1,CHEMBL620415,622.0,,
5758,1,Concentration required to inhibit growth of human tumor A549 (NSCL) cell line.,,BAO_0000219,,Homo sapiens,,Expert,13617,,N,1,CHEMBL620416,646.0,,
5759,1,Concentration which produces 50% inhibition of growth of human lung carcinoma cell line A549,,BAO_0000219,,Homo sapiens,,Intermediate,4584,,N,1,CHEMBL620417,646.0,,
5760,1,Cytotoxic activity evaluated against A549 tumor cells,,BAO_0000219,,Homo sapiens,,Expert,13799,,N,1,CHEMBL620418,646.0,,
5761,1,Cytotoxic potentiation of Topotecan (TP) by the compound in human lung carcinoma A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,16726,,N,1,CHEMBL620419,646.0,,
5762,1,Cytotoxicity against A549 cells when the drug is exposed for a time of 1 hr,,BAO_0000219,,Homo sapiens,,Intermediate,16109,,N,1,CHEMBL620420,646.0,,
5763,1,Cytotoxicity against A549 cells when the drug is exposed for a time of 96 hrs,,BAO_0000219,,Homo sapiens,,Intermediate,16109,,N,1,CHEMBL620421,646.0,,
5764,1,Cytotoxicity against A549 tumor cell line determined by WST-1 assay,,BAO_0000219,,Homo sapiens,,Intermediate,15474,,N,1,CHEMBL620422,646.0,,
5765,1,Cytotoxicity of compound against A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,6851,,N,1,CHEMBL620423,646.0,,
5766,1,Cytotoxicity against human lung cell carcinoma A549 cell line,,BAO_0000219,,Homo sapiens,,Expert,17534,,N,1,CHEMBL620424,646.0,,
5767,1,Cytotoxicity against human lung carcinoma A549 cell line using MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,2621,,N,1,CHEMBL620425,646.0,,
5768,1,Cytotoxicity was evaluated in vitro against A549 (non-small cell lung carcinoma) human tumor cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,830,,N,1,CHEMBL620426,646.0,,
5769,1,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum,,BAO_0000219,,Homo sapiens,,Intermediate,14255,,N,1,CHEMBL620427,646.0,,
5770,1,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum; Not determined,,BAO_0000219,,Homo sapiens,,Intermediate,14255,,N,1,CHEMBL620428,646.0,,
5771,1,In vitro antitumor activity against A549 human NSCLC lung carcinoma cells,,BAO_0000219,,Homo sapiens,,Intermediate,1590,,N,1,CHEMBL620429,646.0,,
5772,1,In vitro concentration required to inhibit the TNF-alpha-induced RANTES production in A549 human lung epithelium cell line,,BAO_0000219,,Homo sapiens,,Expert,6146,,N,1,CHEMBL620430,646.0,,
5773,1,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,BAO_0000219,,Homo sapiens,,Expert,17427,,N,1,CHEMBL839887,646.0,,
5774,1,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549,,BAO_0000219,,Homo sapiens,,Intermediate,5280,,N,1,CHEMBL620431,646.0,,
5775,1,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,16786,,N,1,CHEMBL884010,646.0,,
5776,1,In vitro cytotoxicity against A549 (human lung cancer),,BAO_0000219,,Homo sapiens,,Intermediate,5895,,N,1,CHEMBL620538,646.0,,
5777,1,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,,BAO_0000219,,Homo sapiens,,Expert,14297,,N,1,CHEMBL620539,646.0,,
5778,1,In vivo antiproliferative activity against A549 cell line,,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL623373,646.0,,
5779,1,Inhibition of non-small-cell lung adenocarcinoma (A549),,BAO_0000219,,Homo sapiens,,Intermediate,14368,,N,1,CHEMBL623374,646.0,,
5780,1,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment,,BAO_0000219,,Homo sapiens,,Intermediate,14368,,N,1,CHEMBL623375,646.0,,
5781,1,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure,,BAO_0000219,,Homo sapiens,,Intermediate,14254,,N,1,CHEMBL623376,646.0,,
5782,1,Inhibitory activity against A549 cell line using MTT assay(Wild type p53),,BAO_0000219,,Homo sapiens,,Intermediate,15897,,N,1,CHEMBL623377,646.0,,
5783,1,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,BAO_0000219,,Homo sapiens,,Intermediate,13866,,N,1,CHEMBL623378,646.0,,
5784,1,Inhibitory activity of compound against human A549 lung carcinoma cell line.,,BAO_0000219,,Homo sapiens,,Intermediate,13370,,N,1,CHEMBL623379,646.0,,
5785,1,Inhibitory activity against A549 lung cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4862,,N,1,CHEMBL623380,646.0,,
5786,1,Inhibitory activity against Taxol-resistant A549 lung cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4862,,N,1,CHEMBL623381,646.0,,
5787,1,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined,,BAO_0000219,,Homo sapiens,,Intermediate,4862,,N,1,CHEMBL623382,646.0,,
5788,1,Inhibitory concentration against A549 (lung cancer) cell line,,BAO_0000219,,Homo sapiens,,Intermediate,15970,,N,1,CHEMBL623383,646.0,,
5789,1,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,,BAO_0000219,,Homo sapiens,,Expert,17713,,N,1,CHEMBL623384,646.0,,
5790,1,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4833,,N,1,CHEMBL623385,646.0,,
5791,1,Activity against A549 cancer cell line.,,BAO_0000219,,Homo sapiens,,Expert,13736,,N,1,CHEMBL623386,646.0,,
5792,1,The compound was evaluated for cytotoxicity against A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4312,,N,1,CHEMBL884105,646.0,,
5793,1,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA,,BAO_0000219,,Homo sapiens,,Intermediate,5421,,N,1,CHEMBL623387,646.0,,
5794,1,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,,BAO_0000219,,Homo sapiens,,Intermediate,5421,,N,1,CHEMBL621568,646.0,,
5795,1,Growth inhibitory activity was measured for human A549 tumor cell line.,,BAO_0000219,,Homo sapiens,,Intermediate,14717,,N,1,CHEMBL621569,646.0,,
5796,1,Inhibitory activity against A549 lung cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4634,,N,1,CHEMBL621570,646.0,,
5797,1,Inhibitory activity against A549 cell line; inactive,,BAO_0000219,,Homo sapiens,,Intermediate,1149,,N,1,CHEMBL621571,646.0,,
5798,1,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,,BAO_0000219,,Homo sapiens,,Expert,5421,,N,1,CHEMBL621572,646.0,,
5799,1,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,,BAO_0000219,,Homo sapiens,,Expert,5421,,N,1,CHEMBL621573,646.0,,
5800,1,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,,BAO_0000219,,Homo sapiens,,Intermediate,5421,,N,1,CHEMBL621574,646.0,,
5801,1,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L),,BAO_0000219,,Homo sapiens,,Intermediate,3320,,N,1,CHEMBL621575,646.0,,
5802,1,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L),,BAO_0000219,,Homo sapiens,,Intermediate,3320,,N,1,CHEMBL621576,646.0,,
5803,1,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L),,BAO_0000219,,Homo sapiens,,Intermediate,3320,,N,1,CHEMBL621577,646.0,,
5804,1,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L),,BAO_0000219,,Homo sapiens,,Intermediate,3320,,N,1,CHEMBL621578,646.0,,
5805,1,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L),,BAO_0000219,,Homo sapiens,,Intermediate,3320,,N,1,CHEMBL621579,646.0,,
5806,1,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL,,BAO_0000219,,Homo sapiens,,Intermediate,5726,,N,1,CHEMBL621580,646.0,,
5807,1,Plasma clearance (in vivo) in mongrel dogs was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17800,In vivo,N,1,CHEMBL621581,,,
5808,1,Plasma clearance was measured in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5985,In vivo,N,1,CHEMBL621582,,,
5809,1,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5530,In vivo,N,1,CHEMBL621583,,,
5810,1,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5530,In vivo,N,1,CHEMBL621584,,,
5811,1,Tested for plasma clearance in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,4839,In vivo,N,1,CHEMBL621585,,1969.0,
5812,1,The compound was tested for clearance in dog plasma.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3639,In vivo,N,1,CHEMBL621586,,,
5813,1,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",,BAO_0000218,,Canis lupus familiaris,,Intermediate,4838,In vivo,N,1,CHEMBL875835,,,
5814,1,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4137,In vivo,N,1,CHEMBL621587,,,
5815,1,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,5017,In vivo,N,1,CHEMBL621588,,1969.0,
5816,1,In vitro clearance in dog liver microsomes,Liver,BAO_0000218,,Canis lupus familiaris,,Intermediate,17538,In vitro,N,1,CHEMBL621589,,2107.0,
5817,1,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6161,In vivo,N,1,CHEMBL621590,,,
5818,1,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6161,In vivo,N,1,CHEMBL621591,,,
5819,1,Plasma clearance in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,1696,In vivo,N,1,CHEMBL621592,,,
5820,1,Clearance rate in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6762,In vivo,N,1,CHEMBL621593,,,
5821,1,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,5932,In vivo,N,1,CHEMBL621594,,1969.0,
5822,1,Clearance in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6305,In vivo,N,1,CHEMBL621595,,,
5823,1,Plasma clearance in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4942,In vivo,N,1,CHEMBL621596,,,
5824,1,Plasma clearance was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4219,In vivo,N,1,CHEMBL621597,,,
5825,1,Lower clearance in dog (i.v.) at 0.5 mpk,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17853,In vivo,N,1,CHEMBL621598,,,
5826,1,Plasma clearance in Beagle dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4514,In vivo,N,1,CHEMBL621599,,,
5827,1,Plasma clearance (Clp) in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6448,In vivo,N,1,CHEMBL875836,,,
5828,1,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6227,In vivo,N,1,CHEMBL621600,,,
5829,1,Plasma clearance (pharmacokinetic parameter) in dog was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6227,In vivo,N,1,CHEMBL621601,,,
5830,1,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6062,In vivo,N,1,CHEMBL618474,,,
5831,1,Plasma clearance of compound was determined in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6821,In vivo,N,1,CHEMBL618475,,,
5832,1,Plasma clearance after intravenous administration of 1 mg/kg in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4709,In vivo,N,1,CHEMBL624524,,,
5833,1,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4521,In vivo,N,1,CHEMBL624525,,,
5834,1,Plasma clearance in dog was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5374,In vivo,N,1,CHEMBL624526,,,
5835,1,Plasma clearance was calculated in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6057,In vivo,N,1,CHEMBL624527,,,
5836,1,Plasma clearance at the dose of 2 mg/kg in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4727,In vivo,N,1,CHEMBL624528,,,
5837,1,Plasma clearance in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5145,In vivo,N,1,CHEMBL624529,,,
5838,1,Plasma clearance in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17657,In vivo,N,1,CHEMBL624530,,,
5839,1,Plasma clearance in dog; Unable to calculate,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17657,In vivo,N,1,CHEMBL624531,,,
5840,1,Plasma clearance in rhesus monkey,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5145,In vivo,N,1,CHEMBL624532,,,
5841,1,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,BAO_0000218,,Canis lupus familiaris,,Intermediate,6642,In vivo,N,1,CHEMBL624533,,,
5842,1,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,BAO_0000218,,Canis lupus familiaris,,Intermediate,6641,In vivo,N,1,CHEMBL624534,,,
5843,1,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),,BAO_0000218,,Canis lupus familiaris,,Intermediate,6642,In vivo,N,1,CHEMBL624535,,,
5844,1,Plasma clearance was evaluated in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5472,In vivo,N,1,CHEMBL624536,,,
5845,1,Plasma clearance was evaluated in dog; Not tested,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5472,In vivo,N,1,CHEMBL624537,,,
5846,1,Plasma clearance was evaluated in rhesus,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5472,In vivo,N,1,CHEMBL624538,,,
5847,1,Plasma clearance was evaluated in rhesus; Not tested,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5472,In vivo,N,1,CHEMBL624539,,,
5848,1,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4257,In vivo,N,1,CHEMBL624540,,,
5849,1,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6679,In vivo,N,1,CHEMBL624541,,,
5850,1,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5546,In vivo,N,1,CHEMBL624542,,,
5851,1,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6348,In vivo,N,1,CHEMBL624543,,,
5852,1,Clearance value at a dose of 0.2 mg/kg i.v.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5474,In vivo,N,1,CHEMBL624544,,,
5853,1,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,6316,In vivo,N,1,CHEMBL624545,,1969.0,
5854,1,Cmax after oral dose of compound at 3 mg/kg in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17594,In vivo,N,1,CHEMBL624546,,,
5855,1,Cmax after single intravenous bolus of 1 mg/kg in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17594,In vivo,N,1,CHEMBL875957,,,
5856,1,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5802,In vivo,N,1,CHEMBL624547,,,
5857,1,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6535,In vivo,N,1,CHEMBL624548,,,
5858,1,Cmax in dog after administration of 1 mg/kg iv,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6535,In vivo,N,1,CHEMBL624549,,,
5859,1,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,1466,In vivo,N,1,CHEMBL624550,,1969.0,
5860,1,Cmax on p.o. administration of 10 mg/kg was measured in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6505,In vivo,N,1,CHEMBL621613,,,
5861,1,Cmax was determine after peroral administration at 10 mpk in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5668,In vivo,N,1,CHEMBL621614,,,
5862,1,Cmax was determine after peroral administration at 5 mpk in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5668,In vivo,N,1,CHEMBL623431,,,
5863,1,Cmax was determine after peroral administration at 5 mg/kg in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5668,In vivo,N,1,CHEMBL623432,,,
5864,1,Cmax after 0.3 mg/kg po administration in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5600,In vivo,N,1,CHEMBL623433,,,
5865,1,Cmax after peroral administration in dogs at 2.4 uM/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17764,In vivo,N,1,CHEMBL623434,,,
5866,1,Cmax in dog after oral administration at 1 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6123,In vivo,N,1,CHEMBL623435,,,
5867,1,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6123,In vivo,N,1,CHEMBL623436,,,
5868,1,Cmax upon oral administration in male Beagle dog at 10 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6757,In vivo,N,1,CHEMBL875958,,,
5869,1,Cmax value after 15 mg/kg iv dose in Dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,16907,In vivo,N,1,CHEMBL623437,,,
5870,1,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Blood,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623438,,178.0,
5871,1,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Blood,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623439,,178.0,
5872,1,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Bone,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623440,,10000001.0,
5873,1,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Bone,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623441,,10000001.0,
5874,1,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Bone,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623442,,10000001.0,
5875,1,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623469,,,
5876,1,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623470,,,
5877,1,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623471,,,
5878,1,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Heart,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623472,,948.0,
5879,1,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Heart,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623473,,948.0,
5880,1,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Heart,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623474,,948.0,
5881,1,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Kidney,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623475,,2113.0,
5882,1,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Kidney,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623476,,2113.0,
5883,1,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Kidney,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL623477,,2113.0,
5884,1,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621896,,160.0,
5885,1,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621897,,160.0,
5886,1,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621898,,160.0,
5887,1,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Liver,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621899,,2107.0,
5888,1,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Liver,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621900,,2107.0,
