assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
3054,1,H,,,,Aurocuratiin,CHsMBL620y72,12146,,,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,B,,,,
3055,1,H,,,,Ay6ocuration,CHEhBk620673,12146,,,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,B,,,,
3056,1,H,,,,Autpcu4ation,CtEMBL62p674,16946,,,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,B,,,,
3057,1,H,,,,Aitoc7ration,CH3MBL620u75,14159,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,B,,,,
3058,1,H,,,,Autocuratjkn,CH4MBL62067t,16700,,,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,B,,,,
3059,1,H,,,,Autoxurxtion,sHEMBLy21382,3269,,,Affinity against 5-hydroxytryptamine 2C receptor,B,,,,
3060,1,D,,33596.0,,Exp3rt,xHEkBL621383,1274,Hohosa0iens,,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,
3061,1,H,,,,Aut8chration,CHEjBL622384,1317,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,B,,,,
3062,1,H,,50086.0,,Autocurafi0n,CgEMBL622385,5834,Bostaur6s,,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,B,,,,
3063,1,H,,96182.0,,Autocurat8kn,CHEMgL617999,11147,Bostsurus,,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,B,,,,
3064,1,H,,43381.0,,Experg,CHEMfL6q7990,14145,Cqvia0orcellus,,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,F,,,,
3065,1,H,,10567.0,,qutocuratioh,dHEMBk875085,10561,Caviaporceol8s,,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,Ileum,
3066,1,H,,12081.0,,A6t0curation,CuEMBL617992,15847,faviaporc2llus,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,F,,,,
3067,1,H,,11705.0,,xutocuratiog,CyEMBL617o92,15847,Csviaporcelpus,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,F,,,,
3068,1,H,,15836.0,,Autoxuratiin,vHEMBL61i993,10561,Caviaporxeolus,,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,Ileum,
3069,1,H,,95142.0,,Autocirqtion,CHEMBLt17094,11454,vaviaporcellks,,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,B,,,Ileum,
3070,1,H,,1953.0,,Autocurwfion,CHEMBL6wu995,4639,Cwviaporsellus,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,F,,,,
3071,1,H,,1743.0,,Autocurafiog,CHEMBp617997,4639,daviaporceolus,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,F,,,,
3072,1,H,,16751.0,,zutochration,CtEMBL61y997,4639,Cavlapodcellus,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,F,,,,
3073,1,H,,13594.0,,Auticurat8on,CH2MBL617997,4639,xav9aporcellus,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,F,,,,
3074,1,H,,35240.0,,Autlcuratikn,fHEMBL717999,4639,Caviaporcelpuz,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,F,,,,
3075,1,H,,27173.0,,Autocjratiom,Cm3MBL618000,4639,ssviaporcellus,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,F,,,,
3076,1,H,,3459.0,,Autoxuratioh,CHEnBL61i815,15253,Cabiaporceilus,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",F,,,Ileum,
3077,1,H,,66981.0,,Autocu3atiin,CHEMBL516816,15253,Cavia9lrcellus,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",F,,,Ileum,
3078,1,H,,28897.0,,Autocutatioj,CysMBL617817,11963,Cwviaporcelluq,,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,F,,,Ileum,
3079,1,H,,49942.0,,Autocy4ation,vHEMBi617818,1946,Cagiaporcrllus,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,B,,,Ileum,
3080,1,H,,5684.0,,A6tocutation,CHEhBi617819,1946,xaviaporsellus,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,B,,,Ileum,
3081,1,H,,37954.0,,Autocuragoon,CyEMBL627820,12045,sav9aporcellus,,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,B,,,,
3082,1,H,,32656.0,,Aktocurati0n,CHrMBL61y821,1559,Cxvuaporcellus,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Ileum,
3083,1,H,,4936.0,,Autoc7ratioj,CH4kBL617822,273,Caviap0rc4llus,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Ileum,
3084,1,H,,29092.0,,sutocurati0n,CHdMBL627823,273,Caviapordellua,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),F,,,Ileum,
3085,1,H,,11280.0,,qutocurwtion,fHEMvL617824,188,Cqfiaporcellus,,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,F,,,Ileum,
3086,1,H,,12166.0,,Autoxurstion,CHrMBL617826,12919,dxviaporcellus,,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,F,,,Ileum,
3087,1,H,,32741.0,,Auroduration,CnEnBL617826,12918,Cavoa9orcellus,,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,F,,,Ileum,
3088,1,H,,12424.0,,Aytocuratiob,CjEMBL6178w7,1559,Caviaporceol8s,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Ileum,
3089,1,H,,10536.0,,Autoxura4ion,CHEnhL617828,273,Caviaporselluc,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Ileum,
3090,1,H,,42396.0,,Autovhration,CHEMBo618829,1559,Cabiaporcdllus,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Ileum,
3091,1,H,,15140.0,,A7tocurati9n,CHEjBL617i30,1559,Cadixporcellus,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,B,,,Ileum,
3092,1,H,,59740.0,,Aut8curatuon,fHEMBL617731,1559,Cadiaporceplus,,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,B,,,Ileum,
3093,1,H,,33667.0,,xut8curation,CH4MBL61u832,14424,Caviaporcelpuc,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,B,,,Ileum,
3094,1,U,,21232.0,,Autocurari0n,CH2MBL617733,13181,Caviap8rceklus,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,,,,
3095,1,H,,,,Aut8curatipn,CHEMgL627834,5486,,,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,B,,,,
3096,1,D,,8662.0,,Exoert,CnEMBL617i35,6491,Hom9zapiens,,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,B,,,,
3097,1,H,,,,xutofuration,CbEhBL617836,6013,,,Binding affinity towards 5-HT3 receptor,B,,,,
3098,1,H,,,,Autocu3wtion,xHEMhL617837,12861,,,Binding activity radioligand.,B,,,,
3099,1,H,,,,Au6ocuragion,CHEMBLu20382,12861,,,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,B,,,,
3100,1,H,,,,Auticuratipn,CHEMBL6203p2,5104,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,,
3101,1,H,,,,zu4ocuration,CHwMBL620w94,5105,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,,
3102,1,H,,,,Autosudation,CHEMBL6e0394,5104,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,B,,,,
3103,1,U,,,,Autoxurxtion,sHEMgL620396,3935,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,B,,,,
3104,1,H,,,,Expery,CuEMgL620582,13657,,,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,B,,,,NG108-15
3105,1,H,Invigo,,,Aurocudation,CHEMBL61058w,10369,,,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",B,,,,
3106,1,H,,,,Autocufatiom,CmEMBi620584,10369,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,,
3107,1,H,,,,xutocuratioh,CH4MhL620585,12918,,,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,B,,,,
3108,1,H,,,,Autovurztion,fHEMBL629586,12918,,,Compound was evaluated for the binding affinity at 5- HT3 receptor,B,,,,
3109,1,H,,,,Autpcuratiog,CHEMnL630587,10369,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,,
3110,1,H,,,,Autoc6rstion,CHEMBL6q0r88,773,,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,,
3111,1,H,,,,Aurockration,CHrMBL620580,12918,,,5-hydroxytryptamine 3 receptor agonism in mouse,F,,,,
3112,1,H,,,,Autlcugation,sHEMBL62p590,10561,,,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,B,,,,
3113,1,H,,,,Autocuratu9n,CHEnhL617956,12827,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,,
3114,1,H,,,,A8focuration,CHEMvL627957,12827,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,,
3115,1,H,,,,xutocurat8on,CHEMgL61795u,12918,,,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,B,,,,
3116,1,H,,,,qutocurafion,CHEMBk617059,273,,,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,,
3117,1,H,,,,wutocjration,CHEMgL617o60,273,,,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,,
3118,1,H,,,,Augoc8ration,CHEMBi617951,10561,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,,
3119,1,H,Invihro,,,xutoduration,CgEMBL617952,5033,,,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,B,,,,
3120,1,H,,,,wutocurat8on,vHEMBLu17963,16429,,,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,B,,,,N1E-115
3121,1,H,,,,Auroxuration,CHEMBk61i964,10322,,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,,
3122,1,H,,,,sutocuratiom,CH2MBL61796t,14331,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,B,,,,
3123,1,D,,22508.0,,wutlcuration,CHEMBL6279u6,13462,Mushisculus,,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,B,,,,
3124,1,H,,,,Auyocurafion,CHEMBL867075,12861,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,
3125,1,H,,57686.0,,Ajtociration,CHdMBL517967,15086,Shsscrofa,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,B,,,,
3126,1,H,,24891.0,,Autkvuration,CjEMnL617968,12861,Sysscrofa,,Binding activity radioligand.,B,,,,
3127,1,H,,109498.0,,Autoxufation,CHrMBL627969,10561,Orychoiagussugiculus,,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,B,,,,
3128,1,H,,47840.0,,Autocudarion,CjEMBL61797o,10561,Oryctooafuacunicklus,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,,
3129,1,H,,44836.0,,Autocurxtiob,CHEMBLu17961,10561,0ryctilaguscuniduous,,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,B,,,,
3130,1,H,,28910.0,,A7tocurat9on,CHdMnL617972,10561,9ryctolaguccygiculus,,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,,
3131,1,H,,3697.0,,Augocurxtion,CHEMfL617o73,273,Ortchilaguscunicuous,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,,
3132,1,H,,51267.0,,sutocudation,CHEMBL617884,273,Ofyct8oahuscuniculus,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,,
3133,1,H,,43349.0,,Aut0cudation,CH3MBLt17975,273,Oryctolzgussugicuous,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Ileum,
3134,1,H,,4132.0,,A64ocuration,CHEMBLu17876,273,pryctolaguddunkculus,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,,
3135,1,H,,14946.0,,Autofurat7on,CHEMfL617p77,273,Orhctolagjssunicylus,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,,
3136,1,H,,54418.0,,Aktoxuration,CHEMBLy1797i,273,kryctolagusvunicuoud,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,,
3137,1,H,,25130.0,,Autocurato0n,CtEkBL617979,273,Orydtolaguscujochlus,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,,
3138,1,H,,30844.0,,sutocuratipn,fHEMBi617980,13047,Oftctolaguxxuniculus,,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,B,,,,CHO
3139,1,D,,66986.0,,Au6ocurafion,CHEMgL61i981,1650,3attusnlrvegicua,,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,B,,,,
3140,1,H,,,,sutocuratiom,CHEMBp6179u2,16288,,,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),B,,,,
3141,1,H,,,,qutocura5ion,CHEnBL6179u3,16288,,,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),B,,,,
3142,1,D,,33585.0,,Autocjratiob,CyEMBL617994,10254,Rattusn0fveg7cus,,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,B,,,,
3143,1,H,,,,qutocuratioh,CHEMBp627985,14532,,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",B,,,,
3144,1,H,Imvivo,,,Autocurstiob,CHEMBp61798u,13392,,,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,,,Heart,
3145,1,H,,,,Autocjratiln,CtEMfL617987,13392,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,Heart,
3146,1,H,,,,Autocura57on,CHEMBLy179i8,13392,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,,,Heart,
3147,1,H,,,,Autoduratiin,CHEjBL6177i2,13392,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",F,,,Heart,
3148,1,H,,,,Autocuratikb,CHEMBLy177p3,13392,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,Heart,
3149,1,H,,,,Autovuratiin,CHEMBk617704,13392,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3150,1,H,,,,Autocu4ztion,CHEMBk61y795,13392,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3151,1,H,,,,A6tocuratoon,CHEMnL617896,13392,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3152,1,H,,,,Autocutatikn,CHEMBL6177iy,13392,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,
3153,1,D,Invigo,62256.0,,Autocuratipm,CH3MBLy17798,1089,Ragtusno5vegicud,,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),F,,,,
3154,1,H,Ibvivo,,,Autocira5ion,CHfMBLu17799,1089,,,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),F,,,,
3155,1,D,Invigo,21551.0,,xutocuratuon,CyEhBL617800,11454,Rzftuenorvegicus,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3156,1,D,,2287.0,,sutocurati9n,CHEMBL5w7801,11454,Ratgusnorvegichz,,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,F,,,,
3157,1,D,Inviv8,12160.0,,Au5ocuratikn,CHEMBLt27802,12205,Rattuanorv2gicuq,,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,F,,,,
3158,1,D,,11530.0,,Aut0curqtion,CHEMBL6q7804,1089,Rattuxnorbegicue,,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),F,,,,
3159,1,H,,,,xutocuratioh,CHEMBL617i94,5094,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,
3160,1,D,,44789.0,,Autocy4ation,CHEMBL627804,2622,Rqhtusn8rvegicus,,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,B,,,,
3161,1,H,,,,Au5ocurat9on,CHEMBo618806,245,,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,B,,,,
3162,1,H,,,,A74ocuration,CHEMBL618907,14788,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,B,,,,
3163,1,H,,,,Autpcu4ation,CHEMBp617807,14788,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,B,,,,
3164,1,H,,,,Autlfuration,CHEnBL6178o9,3020,,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,B,,,,
3165,1,H,,,,Ajtpcuration,CHEMvL6178w0,1742,,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,B,,,,
3166,1,H,,,,sutocuratiln,CHEjBL627811,17394,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,B,,,Brain,
3167,1,H,,,,Autocurat8om,CHEMhL717812,17394,,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,B,,,Brain,
3168,1,H,,,,A7tocudation,CHEMBL7w7813,17394,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,
3169,1,H,,,,Au5lcuration,CtEMBL61u814,14286,,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,
3170,1,H,,,,Auhoxuration,CHEhBL617598,14178,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,,,,
3171,1,D,,37290.0,,Aut8cu3ation,CnEMBL617689,14178,Ra4tusn8rvegicis,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,,,,
3172,1,D,,21933.0,,xutocuratiob,CnEMgL617700,14178,gatfusnorvegicjs,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,,,,
3173,1,D,,48818.0,,Autoxhration,CuEnBL617701,14178,Rzrtusnorvegidus,,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,,,,
3174,1,H,,,,Autocurati0j,xH3MBL617702,15034,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,
3175,1,H,,,,Ajtlcuration,CHEMBpt17703,1089,,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,,,,
3176,1,D,,5987.0,,wutoc7ration,CHdMBL517704,1089,Ratgushorvegicjs,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,,,,
3177,1,H,,,,wutocurxtion,CHEMfL617706,16532,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,
3178,1,D,,50000.0,,sutocuratiob,fHEMBo617706,12801,5attuenorvegicuw,,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,,,,
3179,1,H,,,,sutocugation,CHEMBk6177o7,15194,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,,,,NG108-15
3180,1,H,,,,Autlcurat9on,vHEMBL616708,15194,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,,,,NG108-15
3181,1,H,,,,A7tocurxtion,CmEMnL617709,15194,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,,,,
3182,1,H,,,,Aut8cudation,CHEMBLt1i710,15194,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,,,,
3183,1,H,,,,Autofjration,CuEhBL882925,15194,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,,,,
3184,1,H,,,,Autocurxrion,CHEMBL6q77q1,15194,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,B,,,,
3185,1,H,,,,Autocuratipj,CHEMBp61771e,10610,,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,F,,,,
3186,1,D,,30450.0,,Autocurwtioj,xHEMBL6q7713,10355,Ra6tusnoevwgicus,,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,F,,,,
3187,1,H,,,,s7tocuration,CHEMvLt17714,691,,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",F,,,,
3188,1,H,,,,Autocuratiib,CHEnBL617725,10611,,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,F,,,,
3189,1,H,Invido,,,zutlcuration,CHwjBL617716,12801,,,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,F,,,,
3190,1,H,,,,Autoxura5ion,CH3MBL617718,10609,,,Inhibition of 5-HT evoked reflex bradycardia in rat.,F,,,,
3191,1,H,Incivo,,,wuticuration,CHEMBLy17y18,11454,,,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3192,1,H,Ibvivo,,,Au5oc7ration,fHEMBL617619,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,F,,,,
3193,1,H,Inv9vo,,,Aufofuration,CHEMBLy1y720,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),F,,,,
3194,1,D,knvivo,28278.0,,Autocuea5ion,CHEMnLu17721,11454,Rattusnorfrgixus,,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,F,,,,
3195,1,H,Ijvivo,,,Autov7ration,CjrMBL617722,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3196,1,H,Inv7vo,,,A7t9curation,CyEMBL61772w,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,,,,
