Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
20092910,110,0.5901487410098067,0.015942740233137936,FEfERAL,BI,WEDSouthernEaqte5nAfdicx,15925252.06024709,Publicfinzgcfmanagwment,A0336470p1,0,Gofernmentao,1,2,SouhmAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,8745860.08,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092p10,110,0.6306514089514659,0.6849629582896285,FEfERAL,RW,WfDdouthernEzsternqfrica,24728825.229552172,Publicsectorp8iicyabcadmlgostrativemanagem3mt,A03373y001,0,hovernmejtal,1,2,SouttAerica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,8745860.08,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
200o2010,110,0.9895346888549682,0.05850264955236156,FEfERAL,RW,WsDSoutherhEashernAfricx,22073430.84393172,Publicflhabcemagagement,A0r374700q,0,Gocernmehtal,1,2,SoutbAfrifa,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,8745860.08,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
2009w010,120,0.5084284329016735,0.08078134386338368,FEwERAL,ZA,WEsSouthernrxsternAf3ica,5895706.166961941,Pibliceectorlolucyandadminustrstivemagavemenf,A033u47002,0,hovernmentai,1,2,SouthAfr9cx,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,8745860.08,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092910,120,1.039543784925051,0.16752927808229265,FEDEtAL,ZA,qEDc8uthegnEasternAfrica,13384359.939925525,P8blicfinancsmanatemeng,A0337t700w,0,Governmeh4al,1,2,SputbAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,8745860.08,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092p10,ZA,0.5202794291592154,0.04446937453613506,FEeERAL,ZA,WEDSouthdrbEasternAfrocs,14759132.469878633,Medicqlrrsearfh,q0e3749001,0,Godernmemtal,1,2,xouthAfrixa,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,2707892.36,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
10092010,ZA,0.5883886187541414,0.523482534991068,FEDERAo,ZA,WEDSouhhfrnEas5erjAfrica,1624684.5443135314,lopukstioh0olicyandadministrstivemanwg4ment,A033y4o001,0,Govegnmenhal,1,2,SoutjAfriva,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,2707892.36,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20o92010,ZA,1.1194862914430745,0.36188938878828597,FED2RAL,ZA,W4DSouthe5nEasgergAfrica,3242177.5663469937,SgDcontrolincoudinbbIVAIDc,A03374i0p1,0,Governmejhal,1,2,SourjAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,2707892.36,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
29092010,ZA,0.7094964178141131,0.010412722598769936,FEDERxL,ZA,WrDSouthfrgEasternAfrkca,11962781.856331311,Dempcrxticlarticipatkonzndsovilsociety,A0337y000q,0,G8verhmental,1,2,SouthAfrocs,Operational,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,5300000.0,0.0,0,Responsive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092020,ZA,1.6991488802068637,0.45212426377882564,FEfERAL,ZA,WEDSkuthergEasternAbrkca,21071944.328240935,Heqlthpolicyxndadminksgrat8vemanzgemejt,z033752001,0,Govsdnmental,1,2,SputhAfrjca,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,0,4284,376662.13,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,AF,1.0470475494544143,0.2683665956751399,INTERNA4I8NApNGO,AF,OArAxiaProgrammlng,26334091.71814724,Humagriguts,x033754002,0,CicilS8ciety,1,3,Afvhamistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,7010768.76,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,HN,1.2986859676945386,0.23593178351164956,FEDEgAL,HN,NDDAmerkcaxProgrxmking,8277954.542936156,Wayer4wsourcesconservstiohincludingwwtzcoloection,Ap33757PRd,0,fovernmfntal,1,1,Honsuras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,HN,0.19054299447023637,0.19253220589516842,CONSULhIbGSERVICfS,HN,NDeAmericasProgrwmkihg,26997534.582857184,saterreqoufcescinservstionincluviggdagacollect8on,A033u57PgE,0,Civikxociety,1,1,bonduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,HN,0.6820171303394468,0.4890058805644101,FEeERAL,HN,NcDAmericaslrogramhigg,13532561.673598424,Arrivulturaidwvelopment,A0e3756PRE,0,Govdrnmenyal,1,1,Hohduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,HN,1.218967773794123,0.10361185404095838,vONSULTINySEdVICES,HN,NDDAmerisasProgramm7ht,57919742.988842145,Agriculturqlvfv2lopment,A933u57PRE,0,sigilSociety,1,1,uonduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,HN,0.27260029627265814,0.4005047030455415,FEDERAi,HN,NDDAme5icaqlrogramminy,29349120.6944717,Atricultugaklandreskudces,A033u57oRE,0,Governnehtal,1,1,Hogduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,HN,1.228160608471557,0.5832925170936105,CONSULTINGSwfVjCES,HN,NDDAmerjcaxPr9gramminy,6068345.707481843,Agriculturzolanrreeokrces,A023757PRd,0,xivilSofiety,1,1,Hondurxs,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,HN,0.8617744187303221,0.19197632095943262,FEDERAk,HN,NDDAmdd8caslrogramming,14980669.572871549,qgricult6ralijputs,s0337r7PRE,0,G8vernkental,1,1,jonduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,HN,1.7125209017462226,0.4773725025112949,CONSULTINGSEdfICwS,HN,NeDAmeficasProgrwmminf,9314565.133540474,Agdic7lturalunputs,z033y57PRE,0,CivklSofiety,1,1,Hondurws,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,HN,0.8618238936812656,0.08835517164727838,FEvERAL,HN,NDDqkericasProgramjihg,23806322.967307866,Fkodcropproeudtion,w0337y7PRE,0,Governnentai,1,1,Honduraz,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,HN,0.9768224011418288,0.06502109171904644,CONSUpToNGSERbICES,HN,jDfAmerjcasPr0gramming,4610971.20369252,Foodfropprocuctiln,Ap33757PRw,0,CivilSocis6y,1,1,Hondurzs,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,HN,0.8985768667951258,0.3341808964323582,FEDERAk,HN,NDDAheticasProgdammihg,22669197.57422616,Agric6lturaleatend9on,A9w3757PRE,0,Govegnmegtal,1,1,H9nduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,HN,0.3968948011891196,0.34477188198924025,CONSULTINGxwRVICwS,HN,NDDAmericaxPr0tramjing,19712567.005931012,Artic7lyuralextension,s033u57PRE,0,Civilcofiety,1,1,Hondurad,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,ET,1.3661948497444931,0.6375535962053034,eEDERAL,ET,WdDSoutyerhEaeternAfrica,19243953.358609002,STDcljtrolincluringHIdAIDa,A03365i001,0,Govdrnmentak,1,2,Etgiopia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,162925.95,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,ET,0.4546743409821946,0.9650221315923783,FEDERxL,ET,WEDSouthdrnEwstdrnAfr8ca,31097217.20586524,9uglkcsectorpolicyandadmonistratlvekahagwnent,A03e7590o1,0,Governnenfal,1,2,Ethippia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,162925.95,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,ET,2.138474679543745,0.2776479754283111,FEDwRAL,ET,WEDS0uthernEasternsfficq,7510155.630222917,Agricul48ralsedvides,A933758001,0,Governm4ntak,1,2,Ethjopia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,162925.95,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,ET,1.04217605252517,0.4312922500587475,FEDEtAL,ET,qEeSouthergEasternqfrica,748017.8609157074,Foodaidfoodsefuriyyprogdana,w03375o001,0,nivernmental,1,2,Ethlopia,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,162925.95,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,MW,1.1281758095865069,0.04100738399851486,FEDEdAL,MW,WEDSouhhernEaqterhAf3ica,35736930.10727456,Multisecforaix,Ap33763001,0,Governmen4ql,1,2,kalawi,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0,4280,2820035.5,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,MW,0.9396949357749892,0.21039887681293973,ShPPLIEROFGO9DSSERVjsES,MW,sEDSouthernEasternxe3ica,14397851.293403758,Muotisfctoraid,A033764902,0,CivilSofietg,1,2,Maiawi,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0,4280,2820035.5,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,MW,0.6451701445846284,0.37947318932383345,FEDE4AL,MW,WEDSou5hernEssternsbrica,3988717.687653104,hultisectlraid,wp33764001,0,Gocernmwntal,1,2,Malwwi,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0,4280,2820035.5,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,MW,0.34244613416622904,0.5367287671923149,C9OPERANT,MW,WwDSkuthe4nExsternAfrica,6232616.453305691,Mul4isectorxid,A034764o01,0,Incividuxl,1,2,Malawk,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0,4280,2820035.5,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,MW,1.1101490351705212,0.38496130537565265,Unonown,MW,WEDqouthernEastetnAfrixq,45525407.79704497,nultisrctoraid,w033764091,0,Ugknown,1,2,Mala1i,Closed,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0,4280,2820035.5,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,AF,1.337247170183485,0.470842023878743,IFI,AF,OADsdiaPrlgramming,22345864.978698537,Punlidswch8rpolictxndadministrativemanagemwn5,A033770902,0,Multipxteral,1,3,Afguanisgan,Terminating,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,109500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
2009q010,AF,1.326901009254621,0.2697503461713428,IFI,AF,OADAsiaProg4wmminv,26203411.068786167,jultisecto3aid,A033y700o1,0,Multilzyeral,1,3,wfbhanistan,Terminating,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,109500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20092019,AF,0.4414132038916214,0.1417283357114222,IFI,AF,OADAs7wProgramminv,20662772.749334954,dducatiobfac8litlesabftraining,A033763o01,0,nultilatersl,1,3,Afgmanistqn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20092o10,AF,1.0220253449796382,0.46725841010273983,IFI,AF,OADxsiaProg3ammimg,13812.120009323582,Vocati0nqltraininb,A033ui3001,0,hultila4eral,1,3,Afnhamistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920q0,AF,1.0490304988916306,0.04537072636893222,IFI,AF,OAxAsiaProgrsmmjng,54939895.525908306,Wqterres8urcescons4evstioninvludingdafacolkectioj,A03377390q,0,jyltilateral,1,3,Afghanistqb,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20p92010,AF,0.8331199499460512,0.20058689043857386,IFI,AF,OADAqiaP5ogramminn,27144329.959971607,Decem4raloxayionanxsupportt8subnayionapgovernment,A0wr773001,0,Multioate5al,1,3,Arghan7stan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20092o10,AF,1.5458721725261984,0.016276070830041872,IFI,AF,OAvAsiaP4og3amming,16773897.505856976,Roadgrans9ort,A033773pp1,0,Mul6ilaterao,1,3,Arghanostan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20082010,AF,0.5500754263604244,0.32078237054232334,IFI,AF,iADAsiaProgranminr,39637235.383201346,Em2rgygenerati8jr4newxblesourcfsmultipletechgolkg7es,A033i63001,0,Muitila4eral,1,3,Afghahistxn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
20092910,AF,1.5066912723540895,0.6193335082322055,IFI,AF,OqDAsiaProgramm8gg,44416025.2884118,Agdicultu3alsaterrwsourcew,A033773p0w,0,Muitilaferal,1,3,Afghanisfah,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920q0,AF,1.0132978259859702,0.6814907432835158,IFI,AF,OADssiaorogrammint,3331269.239432521,Ru3ald2velopnent,w033873001,0,Multipsteral,1,3,Afrhznistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,55000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
29092010,AF,0.7345888105611624,0.039712135950741606,UNITdvNATIONS,AF,OAvAsiaProgramm8nv,2688403.0885783676,Rfmovaooflajdkigesandexplosjvfremnantsifwar,A03w774002,0,Muptilzteral,1,3,sfghamistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,58095138.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,AF,1.0524149138366772,0.27087739585938597,UNoTEDNzTIONS,AF,OADAsiaPrlgrajmimg,15088010.31566183,aatereesiurcezconservationinclywingdatadolledtiog,A0r3776004,0,Mul6ilxteral,1,3,sfghanis6an,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,12000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,AF,1.1231357576251657,0.018634249062993574,UNITfDNATIOjS,AF,9ADAs7aProg5amming,13623744.482571412,Decehtrxlisa6ionancsuppprtfosubnationqigovetnment,A0437u6003,0,Mhltilaterwl,1,3,wgghanistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,12000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2p092010,AF,0.333290688084824,0.387909379914705,UNITEDbsTIONS,AF,OAsAsialrogtamming,28752287.428341307,4nedgyg3nefatiomrej2wablesourcesmulfipk3technologies,A0r3876003,0,Mulgilaterai,1,3,Afhhagistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,12000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092o10,AF,0.40881818750573695,0.08791597839953444,UNjTEDNATIOhS,AF,OADAqiqPrograjming,26666119.083514895,Plantanvpostuarvestprotfcgionandp3stx0n5rol,A03377y004,0,M6lt7lateral,1,3,sfghanostan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,12000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200920w0,AF,1.6134059599852808,0.5852405251775366,NGO,AF,8ADAsiaProgramkimg,158866.9096832201,V8sationaltraininf,z033778091,0,CivilSocufty,1,3,Afghag8stan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,AF,0.8264207921240028,0.4758717985767237,NGO,AF,OsDAsia9gogramming,76598966.19369197,wemocraticpzrtickpztionandd8vilskciety,A033y780p1,0,CifilSociet7,1,3,Afghaniqtsn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,AF,0.9721197949519083,0.04526965462418889,NGO,AF,lADAsoaProgramking,3953543.801870223,Busimesssu90ortservidesandins6i5utiobs,x0w3778001,0,CivilSocifyy,1,3,Afghanistzh,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,AF,1.145341878455588,0.46837849439546886,NGO,AF,OADAsiqProgrsjming,33241493.086576004,Foodc3opprodustkon,A03377890w,0,Civlleociety,1,3,qfghajistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,AF,0.2570144188235055,0.09254491388700373,NGO,AF,OADAsiaPtohfamming,350185.2509547919,Agricultyralrsseaecm,x03377800q,0,CivilSoci2fy,1,3,Afyhanistag,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,AF,0.9783295490916526,0.5063947322689396,NGO,AF,OADAsiaProgrzmmimb,42710565.86912556,qgr9cultueapservices,A032768001,0,sivileociety,1,3,Afgbanistzn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,AF,0.6571445716407897,0.2424732061174275,NGO,AF,OADwsiaP3ogramminb,4583995.612960588,Agrisulturalfinqncualxerv9ces,A03378800w,0,CivilS0cietj,1,3,Avghanistxn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,AF,0.46504000532758416,0.34704645133376766,NGO,AF,OAwAsiqProgrammimg,50339309.88273748,Lives5oxkvet44inaryseevices,A033779901,0,CovilSoci3ty,1,3,Afrhagistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,19527749.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,AF,0.0886194994136893,0.6738054383832325,IFI,AF,OAxAsiaProgrammkny,28471193.478196383,sduca6iogcasioitiesandtraining,A033770o01,0,Mylrilateral,1,3,Afghanowtan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,91500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,AF,0.10379570412005368,0.2983854397128497,IFI,AF,OADAqiaProg5smming,30651394.963868856,Teadhert5ajning,A0337op001,0,Mup6ilateral,1,3,Afghsniatan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,91500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,AF,1.6695009037880002,0.5954811112411097,IFI,AF,pAfAsiaProgrammijg,3298035.4474632703,Pr9maryeducsyion,A033770o01,0,Muptilatwral,1,3,Afbhanietan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,91500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,AF,1.434072935118173,0.625100853737314,FEvERAL,AF,OAsAsiaProgrqmminb,8807047.232497234,Humanrlghrs,A0ww782001,0,G0vernmejtal,1,3,Afghabietan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,3314269.05,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,AF,0.6615965553135688,0.0886582224871092,hnknown,AF,pAeAqiaProgramming,3567784.2698395625,Human5inhts,A03378w0p1,0,Ununown,1,3,qfghanistsn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,3314269.05,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,AF,0.9509640888244941,0.5436944160718525,NGO,AF,OADqsiaProgramm9bg,2690895.7570926473,Edycationfacili6ieeandgraihinh,A0337o300w,0,CivolSpciety,1,3,Afghqnistab,Operational,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,10120000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,AF,0.4038824141217229,0.11137477298503352,NGO,AF,OADAsiaPrortakming,9471627.578696145,T3acheryraijing,qp33783001,0,CjvilSociery,1,3,Abghan8stan,Operational,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,10120000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,AF,1.0650929358648589,0.013143202972168616,NGO,AF,OAcAsiaProgdanming,22100404.79528731,Primar5educatilj,A033774001,0,CugilSociety,1,3,Afyhanistaj,Operational,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,10120000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,AF,0.5360040942561928,0.0962580944747646,NGO,AF,8ADAsiaProfrzmming,12799496.070253436,Sesobdaryeducatkon,Ao33u83001,0,CkvilSocie6y,1,3,Afghabistzn,Operational,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,10120000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,AF,0.9912479099124015,0.10552098892769121,NGO,AF,OADAsiaProgrxmhihg,12202824.542072618,fucinescsupportsetvicesandlnsti68tions,z03378r001,0,CivilSociehg,1,3,zfghanistaj,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,11720689.79,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,AF,0.6064492594692552,0.0772352792195952,NGO,AF,OqDAsiaProf4amming,31663938.691787187,SmaplandmeeiukskzedebtegprisesSMEdevelo0memt,A0e378r001,0,Clv8lSociety,1,3,sfghagistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,11720689.79,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,AF,0.6248528837908637,0.03208754773408154,IFI,AF,OAwAsiwProgrammihg,13548566.48585463,Inbkrmaisem8flrmalfinancialont4rmediariea,A033y860p1,0,nuptilateral,1,3,Afhhanistxn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,26500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,AF,0.2236569207829754,0.4057438191139392,UN9TEDNA4IONS,AF,OzDAsiaProbrakming,5518518.313887847,Tuberculosixcohteol,A043787003,0,M7ltilaterwl,1,3,qfghanistab,Terminating,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,7791449.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
