ss_d,ss_sbclllr_frctn,cnfdnc_scr,tss_d,vrnt_d,rltnshp_tp,ss_tss,ss_cll_tp,td,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt
6223,,1,,,N,,,50588,Intermediate,1,,CHEMBL618882,,BAO_0000218
6224,,1,,,N,,,50588,Intermediate,1,,CHEMBL624226,,BAO_0000218
6225,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL624227,,BAO_0000218
6226,,1,,,N,,,50588,Intermediate,1,,CHEMBL624228,,BAO_0000218
6227,,1,,,N,,,50588,Intermediate,1,,CHEMBL624229,,BAO_0000218
6228,,1,,,N,,,50588,Intermediate,1,,CHEMBL624230,,BAO_0000218
6229,,1,,,N,,,50588,Intermediate,1,,CHEMBL624231,,BAO_0000218
6230,,1,,,N,,,50588,Intermediate,1,,CHEMBL624232,,BAO_0000218
6231,,1,,,N,,,50588,Intermediate,1,,CHEMBL625127,,BAO_0000218
6232,,1,,,N,,,50588,Intermediate,1,,CHEMBL625128,,BAO_0000218
6233,,1,,,N,,,50588,Intermediate,1,,CHEMBL621675,,BAO_0000218
6234,,1,,,N,,,50588,Intermediate,1,,CHEMBL621676,,BAO_0000218
6235,,1,,,N,,,50588,Intermediate,1,,CHEMBL621677,,BAO_0000218
6236,,1,,,N,,,50588,Intermediate,1,,CHEMBL621678,,BAO_0000218
6237,,1,,,N,,,50588,Intermediate,1,,CHEMBL621679,,BAO_0000218
6238,,1,,,N,,,50588,Intermediate,1,,CHEMBL621680,,BAO_0000218
6239,,1,,,N,,,50588,Intermediate,1,,CHEMBL621681,,BAO_0000218
6240,,1,,,N,,,50588,Intermediate,1,,CHEMBL876740,,BAO_0000218
6241,,1,,,N,,,50588,Intermediate,1,,CHEMBL621682,,BAO_0000218
6242,,1,,,N,,,50588,Intermediate,1,,CHEMBL621683,,BAO_0000218
6243,,1,,,N,,,50588,Intermediate,1,,CHEMBL621684,,BAO_0000218
6244,,1,,,N,,,50588,Intermediate,1,,CHEMBL621685,,BAO_0000218
6245,,1,,,N,,,50588,Intermediate,1,,CHEMBL621686,,BAO_0000218
6246,,1,,,N,,,50588,Intermediate,1,,CHEMBL621687,,BAO_0000218
6247,,1,,,N,,,50588,Intermediate,1,,CHEMBL621688,,BAO_0000218
6248,,1,,,N,,,50588,Intermediate,1,,CHEMBL621689,,BAO_0000218
6249,,1,,,N,,,50588,Intermediate,1,,CHEMBL621690,,BAO_0000218
6250,,1,,,N,,,50588,Intermediate,1,,CHEMBL621691,,BAO_0000218
6251,,1,,,N,,,50588,Intermediate,1,,CHEMBL875941,,BAO_0000218
6252,,1,,,N,,,50588,Intermediate,1,,CHEMBL621692,,BAO_0000218
6253,,1,,,N,,,50588,Intermediate,1,,CHEMBL621693,,BAO_0000218
6254,,1,,,N,,,50588,Intermediate,1,,CHEMBL621694,,BAO_0000218
6255,,1,948.0,,N,Heart,,50594,Intermediate,1,,CHEMBL621695,,BAO_0000218
6256,,1,948.0,,N,Heart,,50594,Intermediate,1,,CHEMBL621696,,BAO_0000218
6257,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL621697,,BAO_0000218
6258,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL621698,,BAO_0000218
6259,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623420,,BAO_0000218
6260,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623421,,BAO_0000218
6261,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623422,,BAO_0000218
6262,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623423,,BAO_0000218
6263,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623424,,BAO_0000218
6264,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623425,,BAO_0000218
6265,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623426,,BAO_0000218
6266,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623427,,BAO_0000218
6267,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623428,,BAO_0000218
6268,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL875947,,BAO_0000218
6269,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL623429,,BAO_0000218
6270,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL623430,,BAO_0000218
6271,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL622588,,BAO_0000218
6272,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL622589,,BAO_0000218
6273,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL622751,,BAO_0000218
6274,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL622752,,BAO_0000218
6275,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL622753,42.0,BAO_0000218
6276,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL622647,42.0,BAO_0000218
6277,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL875163,42.0,BAO_0000218
6278,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL622648,42.0,BAO_0000218
6279,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL622649,42.0,BAO_0000218
6280,,1,955.0,,N,Brain,CCRF S-180,50594,Intermediate,1,,CHEMBL622650,42.0,BAO_0000218
6281,,1,955.0,,N,Brain,CCRF S-180,50594,Intermediate,1,,CHEMBL622651,42.0,BAO_0000218
6282,,1,955.0,,N,Brain,CCRF S-180,50594,Intermediate,1,,CHEMBL622652,42.0,BAO_0000218
6283,,1,955.0,,N,Brain,CCRF S-180,50594,Intermediate,1,,CHEMBL622653,42.0,BAO_0000218
6284,,1,955.0,,N,Brain,CCRF S-180,50594,Intermediate,1,,CHEMBL622654,42.0,BAO_0000218
6285,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL622655,42.0,BAO_0000218
6286,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL622656,42.0,BAO_0000218
6287,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL622657,42.0,BAO_0000218
6288,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL622658,42.0,BAO_0000218
6289,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL622659,42.0,BAO_0000218
6290,,1,2113.0,,N,Kidney,CCRF S-180,50594,Intermediate,1,,CHEMBL624630,42.0,BAO_0000218
6291,,1,2113.0,,N,Kidney,CCRF S-180,50594,Intermediate,1,,CHEMBL624631,42.0,BAO_0000218
6292,,1,2113.0,,N,Kidney,CCRF S-180,50594,Intermediate,1,,CHEMBL624632,42.0,BAO_0000218
6293,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624633,646.0,BAO_0000219
6294,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624634,646.0,BAO_0000219
6295,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624635,646.0,BAO_0000219
6296,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624636,646.0,BAO_0000219
6297,,1,,,N,,A549,80682,Expert,1,,CHEMBL857055,646.0,BAO_0000219
6298,,1,,,N,,A549,80682,Expert,1,,CHEMBL624637,646.0,BAO_0000219
6299,,1,,,N,,A549,80682,Expert,1,,CHEMBL624638,646.0,BAO_0000219
6300,,1,,,N,,A549,80682,Expert,1,,CHEMBL874366,646.0,BAO_0000219
6301,,1,,,N,,A549,80682,Expert,1,,CHEMBL624639,646.0,BAO_0000219
6302,,1,,,N,,A549,80682,Expert,1,,CHEMBL624640,646.0,BAO_0000219
6303,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624641,646.0,BAO_0000219
6304,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624642,646.0,BAO_0000219
6305,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624643,646.0,BAO_0000219
6306,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624644,646.0,BAO_0000219
6307,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL624645,646.0,BAO_0000219
6308,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619445,646.0,BAO_0000219
6309,,1,,,N,,A549,80682,Expert,1,,CHEMBL839886,646.0,BAO_0000219
6310,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619446,646.0,BAO_0000219
6311,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619447,646.0,BAO_0000219
6312,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619448,646.0,BAO_0000219
6313,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619449,646.0,BAO_0000219
6314,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619450,646.0,BAO_0000219
6315,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619451,646.0,BAO_0000219
6316,,1,,,N,,A549,80682,Expert,1,,CHEMBL619452,646.0,BAO_0000219
6317,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619453,646.0,BAO_0000219
6318,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL874367,646.0,BAO_0000219
6319,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619454,646.0,BAO_0000219
6320,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619455,646.0,BAO_0000219
6321,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619456,646.0,BAO_0000219
6322,,1,,,N,,,50191,Expert,1,,CHEMBL619457,,BAO_0000218
6323,,1,,,N,,,50192,Intermediate,1,,CHEMBL619458,,BAO_0000218
6324,,1,,,N,,,50274,Expert,1,,CHEMBL619459,,BAO_0000218
6325,,1,,,N,,,50274,Expert,1,,CHEMBL619460,,BAO_0000218
6326,,1,,,N,,,50416,Intermediate,1,,CHEMBL619461,,BAO_0000218
6327,,1,,,N,,,50416,Intermediate,1,,CHEMBL619462,,BAO_0000218
6328,,1,,,N,,,50416,Intermediate,1,,CHEMBL620388,,BAO_0000218
6329,,1,,,N,,,50416,Intermediate,1,,CHEMBL620389,,BAO_0000218
6330,,1,,,N,,,50416,Intermediate,1,,CHEMBL620390,,BAO_0000218
6331,,1,,,N,,,50416,Expert,1,,CHEMBL620391,,BAO_0000218
6332,,1,,,N,,,50416,Expert,1,,CHEMBL621073,,BAO_0000218
6333,,1,,,N,,,50296,Intermediate,1,,CHEMBL621074,,BAO_0000218
6334,,1,,,N,,,50366,Intermediate,1,,CHEMBL621075,,BAO_0000218
6335,,1,,,N,,,50535,Intermediate,1,,CHEMBL619554,,BAO_0000218
6336,,1,,,N,,,50535,Intermediate,1,,CHEMBL619555,,BAO_0000218
6337,,1,,,N,,,50169,Intermediate,1,,CHEMBL619556,,BAO_0000218
6338,,1,,,N,,,50169,Intermediate,1,,CHEMBL619557,,BAO_0000218
6339,,1,,,N,,,50169,Intermediate,1,,CHEMBL619558,,BAO_0000218
6340,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619559,646.0,BAO_0000219
6341,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619560,646.0,BAO_0000219
6342,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619561,646.0,BAO_0000219
6343,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619562,646.0,BAO_0000219
6344,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619563,646.0,BAO_0000219
6345,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL857457,646.0,BAO_0000219
6346,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619564,646.0,BAO_0000219
6347,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619565,646.0,BAO_0000219
6348,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619566,646.0,BAO_0000218
6349,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619567,646.0,BAO_0000218
6350,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619568,646.0,BAO_0000219
6351,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619569,646.0,BAO_0000219
6352,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619570,646.0,BAO_0000219
6353,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619571,646.0,BAO_0000218
6354,,1,,,N,,A549,80682,Expert,1,,CHEMBL619572,646.0,BAO_0000219
6355,,1,,,N,,A549,80682,Expert,1,,CHEMBL619573,646.0,BAO_0000219
6356,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619574,646.0,BAO_0000219
6357,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619575,646.0,BAO_0000219
6358,,1,,,N,,A549,80682,Expert,1,,CHEMBL619576,646.0,BAO_0000219
6359,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619577,646.0,BAO_0000219
6360,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619578,646.0,BAO_0000219
6361,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL884009,646.0,BAO_0000219
6362,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619579,646.0,BAO_0000219
6363,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619580,646.0,BAO_0000219
6364,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619581,646.0,BAO_0000219
6365,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619582,646.0,BAO_0000219
6366,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619583,646.0,BAO_0000219
6367,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL876502,646.0,BAO_0000219
6368,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619584,646.0,BAO_0000219
6369,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619585,646.0,BAO_0000219
6370,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619586,646.0,BAO_0000219
6371,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619587,646.0,BAO_0000219
6372,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619588,646.0,BAO_0000219
6373,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619589,646.0,BAO_0000219
6374,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619590,646.0,BAO_0000219
6375,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619591,646.0,BAO_0000219
6376,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619592,646.0,BAO_0000219
6377,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL619593,646.0,BAO_0000219
6378,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL620217,646.0,BAO_0000219
6379,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL620218,646.0,BAO_0000219
6380,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL620219,646.0,BAO_0000219
6381,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL620220,646.0,BAO_0000219
6382,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL625141,646.0,BAO_0000219
6383,,1,,,N,,A549,80682,Expert,1,,CHEMBL625142,646.0,BAO_0000219
6384,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL625143,646.0,BAO_0000219
6385,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL625144,646.0,BAO_0000219
6386,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL622474,646.0,BAO_0000219
6387,,1,,,N,,A549,80682,Intermediate,1,,CHEMBL884104,646.0,BAO_0000219
6388,,0,,,U,,,22226,Autocuration,1,,CHEMBL622475,,BAO_0000219
6389,,0,,,U,,,22224,Intermediate,1,,CHEMBL622476,,BAO_0000218
6390,,1,,,N,,,50588,Intermediate,1,,CHEMBL875831,,BAO_0000218
6391,,1,,,N,,,50588,Intermediate,1,,CHEMBL622477,,BAO_0000218
6392,,1,,,N,,,50588,Intermediate,1,,CHEMBL622478,,BAO_0000218
6393,,1,,,N,,,50588,Intermediate,1,,CHEMBL623172,,BAO_0000218
6394,,1,,,N,,,50588,Intermediate,1,,CHEMBL623173,,BAO_0000218
6395,,1,,,N,,,50588,Intermediate,1,,CHEMBL623174,,BAO_0000218
6396,,1,,,N,,,50588,Intermediate,1,,CHEMBL623175,,BAO_0000218
6397,,1,,,N,,,50588,Intermediate,1,,CHEMBL623340,,BAO_0000218
6398,,1,,,N,,,50588,Intermediate,1,,CHEMBL623341,,BAO_0000218
6399,,1,,,N,,,50588,Intermediate,1,,CHEMBL623342,,BAO_0000218
6400,,1,,,N,,,50588,Intermediate,1,,CHEMBL623343,,BAO_0000218
6401,,1,,,N,,,50588,Intermediate,1,,CHEMBL623344,,BAO_0000218
6402,,1,,,N,,,50588,Expert,1,,CHEMBL623345,,BAO_0000218
6403,,1,,,N,,,50588,Intermediate,1,,CHEMBL875832,,BAO_0000218
6404,,1,,,N,,,50588,Intermediate,1,,CHEMBL623346,,BAO_0000218
6405,,1,,,N,,,50588,Intermediate,1,,CHEMBL623347,,BAO_0000218
6406,,1,,,N,,,50588,Intermediate,1,,CHEMBL623348,,BAO_0000218
6407,,1,,,N,,,50588,Intermediate,1,,CHEMBL623349,,BAO_0000218
6408,,1,,,N,,,50588,Intermediate,1,,CHEMBL623350,,BAO_0000218
6409,,1,,,N,,,50588,Intermediate,1,,CHEMBL623351,,BAO_0000218
6410,,1,,,N,,,50588,Intermediate,1,,CHEMBL623352,,BAO_0000218
6411,,1,,,N,,,50588,Intermediate,1,,CHEMBL623353,,BAO_0000218
6412,,1,,,N,,,50588,Intermediate,1,,CHEMBL875833,,BAO_0000218
6413,,1,,,N,,,50588,Intermediate,1,,CHEMBL623354,,BAO_0000218
6414,,1,,,N,,,50588,Intermediate,1,,CHEMBL623355,,BAO_0000218
6415,,1,,,N,,,50588,Intermediate,1,,CHEMBL623356,,BAO_0000218
6416,,1,,,N,,,50588,Intermediate,1,,CHEMBL623357,,BAO_0000218
6417,,1,,,N,,,50588,Intermediate,1,,CHEMBL623358,,BAO_0000218
6418,,1,,,N,,,50588,Intermediate,1,,CHEMBL623359,,BAO_0000218
6419,,1,,,N,,,50588,Intermediate,1,,CHEMBL623360,,BAO_0000218
6420,,1,,,N,,,50588,Intermediate,1,,CHEMBL623361,,BAO_0000218
6421,,1,,,N,,,50588,Intermediate,1,,CHEMBL623362,,BAO_0000218
6422,,1,,,N,,,50588,Intermediate,1,,CHEMBL623363,,BAO_0000218
6423,,1,,,N,,,50588,Intermediate,1,,CHEMBL623364,,BAO_0000218
6424,,1,,,N,,,50588,Intermediate,1,,CHEMBL875834,,BAO_0000218
6425,,1,,,N,,,50588,Intermediate,1,,CHEMBL623365,,BAO_0000218
6426,,1,,,N,,,50588,Intermediate,1,,CHEMBL623366,,BAO_0000218
6427,,1,,,N,,,50588,Intermediate,1,,CHEMBL623367,,BAO_0000218
6428,,1,,,N,,,50588,Intermediate,1,,CHEMBL623368,,BAO_0000218
6429,,1,,,N,,,50588,Intermediate,1,,CHEMBL623369,,BAO_0000218
6430,,1,,,N,,,50588,Intermediate,1,,CHEMBL623370,,BAO_0000218
6431,,1,,,N,,,50588,Intermediate,1,,CHEMBL623371,,BAO_0000218
6432,,1,,,N,,,50588,Intermediate,1,,CHEMBL623372,,BAO_0000218
6433,,1,,,N,,,50588,Intermediate,1,,CHEMBL621351,,BAO_0000218
6434,,1,,,N,,,50588,Intermediate,1,,CHEMBL621352,,BAO_0000218
6435,,1,,,N,,,50588,Intermediate,1,,CHEMBL621353,,BAO_0000218
6436,,1,,,N,,,50588,Intermediate,1,,CHEMBL621354,,BAO_0000218
6437,,1,,,N,,,50588,Intermediate,1,,CHEMBL621355,,BAO_0000218
6438,,1,,,N,,,50588,Intermediate,1,,CHEMBL621356,,BAO_0000218
6439,,1,,,N,,,50588,Intermediate,1,,CHEMBL621357,,BAO_0000218
6440,,1,,,N,,,50588,Intermediate,1,,CHEMBL621358,,BAO_0000218
6441,,1,,,N,,,50588,Intermediate,1,,CHEMBL621359,,BAO_0000218
6442,,1,,,N,,,50588,Intermediate,1,,CHEMBL621360,,BAO_0000218
6443,,1,,,N,,,50588,Intermediate,1,,CHEMBL621361,,BAO_0000218
6444,,1,,,N,,,50588,Intermediate,1,,CHEMBL621362,,BAO_0000218
6445,,1,,,N,,,50588,Intermediate,1,,CHEMBL621363,,BAO_0000218
6446,,1,,,N,,,50588,Intermediate,1,,CHEMBL621364,,BAO_0000218
6447,,1,,,N,,,50588,Intermediate,1,,CHEMBL621166,,BAO_0000218
6448,,1,,,N,,,50588,Intermediate,1,,CHEMBL621167,,BAO_0000218
6449,,1,,,N,,,50588,Intermediate,1,,CHEMBL621168,,BAO_0000218
6450,,1,,,N,,,50588,Intermediate,1,,CHEMBL621169,,BAO_0000218
6451,,1,,,N,,,50588,Intermediate,1,,CHEMBL875950,,BAO_0000218
6452,,1,,,N,,,50588,Intermediate,1,,CHEMBL621170,,BAO_0000218
6453,,1,,,N,,,50588,Intermediate,1,,CHEMBL621171,,BAO_0000218
6454,,1,,,N,,,50588,Intermediate,1,,CHEMBL621172,,BAO_0000218
6455,,1,,,N,,,50588,Intermediate,1,,CHEMBL621173,,BAO_0000218
6456,,1,2113.0,,N,Kidney,CCRF S-180,50594,Intermediate,1,,CHEMBL621174,42.0,BAO_0000218
6457,,1,2113.0,,N,Kidney,CCRF S-180,50594,Intermediate,1,,CHEMBL621175,42.0,BAO_0000218
6458,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621176,42.0,BAO_0000218
6459,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621177,42.0,BAO_0000218
6460,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621178,42.0,BAO_0000218
6461,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621179,42.0,BAO_0000218
6462,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621180,42.0,BAO_0000218
6463,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL875951,42.0,BAO_0000218
6464,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL621181,42.0,BAO_0000218
6465,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL621182,42.0,BAO_0000218
6466,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL621183,42.0,BAO_0000218
6467,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL621184,42.0,BAO_0000218
6468,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621185,42.0,BAO_0000218
6469,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621186,42.0,BAO_0000218
6470,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621187,42.0,BAO_0000218
6471,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621188,42.0,BAO_0000218
6472,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621189,42.0,BAO_0000218
6473,,1,2106.0,,N,Spleen,CCRF S-180,50594,Intermediate,1,,CHEMBL621190,42.0,BAO_0000218
6474,,1,2106.0,,N,Spleen,CCRF S-180,50594,Intermediate,1,,CHEMBL618520,42.0,BAO_0000218
6475,,1,2106.0,,N,Spleen,CCRF S-180,50594,Intermediate,1,,CHEMBL621739,42.0,BAO_0000218
6476,,1,2106.0,,N,Spleen,CCRF S-180,50594,Intermediate,1,,CHEMBL621740,42.0,BAO_0000218
6477,,1,2106.0,,N,Spleen,CCRF S-180,50594,Intermediate,1,,CHEMBL621741,42.0,BAO_0000218
6478,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621742,42.0,BAO_0000218
6479,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621743,42.0,BAO_0000218
6480,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621744,42.0,BAO_0000218
6481,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621745,42.0,BAO_0000218
6482,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621746,42.0,BAO_0000218
6483,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621747,42.0,BAO_0000218
6484,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621748,42.0,BAO_0000218
6485,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621749,42.0,BAO_0000218
6486,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621750,42.0,BAO_0000218
6487,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL621751,42.0,BAO_0000218
6488,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL621752,42.0,BAO_0000218
6489,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL621753,42.0,BAO_0000218
6490,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL875955,42.0,BAO_0000218
6491,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL621754,42.0,BAO_0000218
6492,,1,948.0,,N,Heart,CCRF S-180,50594,Intermediate,1,,CHEMBL621755,42.0,BAO_0000218
6493,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL621756,42.0,BAO_0000218
6494,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL624199,42.0,BAO_0000218
6495,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL624200,42.0,BAO_0000218
6496,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL624375,42.0,BAO_0000218
6497,,1,2107.0,,N,Liver,CCRF S-180,50594,Intermediate,1,,CHEMBL624376,42.0,BAO_0000218
6498,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL624377,42.0,BAO_0000218
6499,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL624378,42.0,BAO_0000218
6500,,1,,,N,,,50067,Intermediate,1,,CHEMBL857901,,BAO_0000218
6501,,1,,,N,,,50067,Intermediate,1,,CHEMBL875274,,BAO_0000218
6502,,1,,,N,,,50067,Intermediate,1,,CHEMBL624379,,BAO_0000218
6503,,1,,,N,,,50067,Intermediate,1,,CHEMBL624380,,BAO_0000218
6504,,1,,,N,,,50192,Intermediate,1,,CHEMBL624381,,BAO_0000218
6505,,1,,,N,,,50714,Intermediate,1,,CHEMBL624382,,BAO_0000218
6506,,1,,,N,,,50714,Intermediate,1,,CHEMBL624383,,BAO_0000218
6507,,1,,,N,,,50296,Intermediate,1,,CHEMBL624384,,BAO_0000218
6508,,1,,,N,,,50296,Intermediate,1,,CHEMBL624385,,BAO_0000218
6509,,1,,,N,,,50296,Intermediate,1,,CHEMBL624386,,BAO_0000218
6510,,1,,,N,,,50296,Intermediate,1,,CHEMBL624387,,BAO_0000218
6511,,1,,,N,,,50296,Intermediate,1,,CHEMBL624388,,BAO_0000218
6512,,1,,,N,,,50296,Intermediate,1,,CHEMBL624389,,BAO_0000218
6513,,1,,,N,,,50296,Intermediate,1,,CHEMBL624390,,BAO_0000218
6514,,1,,,N,,,50296,Intermediate,1,,CHEMBL875275,,BAO_0000218
6515,,1,,,N,,,50056,Intermediate,1,,CHEMBL624391,,BAO_0000218
6516,,1,,,N,,,50056,Intermediate,1,,CHEMBL623636,,BAO_0000218
6517,,1,,,N,,,50532,Intermediate,1,,CHEMBL623637,,BAO_0000218
6518,,1,,,N,,,50532,Intermediate,1,,CHEMBL623638,,BAO_0000218
6519,,1,,,N,,,50532,Intermediate,1,,CHEMBL623639,,BAO_0000218
