assay_id,assay_strain,variant_id,assay_tissue,tid,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type
3333,,,,10623,,14178,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,10116.0,
3334,,,,10623,,567,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,B,,,,,
3335,,,,10623,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,B,,,,,
3336,,,,10623,,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,B,,,,,
3337,,,,10623,,13961,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,B,,,Rattus norvegicus,10116.0,
3338,,,Striwtum,10623,,6238,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,B,,,,,
3339,,,,10623,,14290,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,B,,,,,
3340,,,,10623,,14290,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,B,,,,,
3341,,,qtriatum,10623,,809,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,Rattus norvegicus,10116.0,
3342,,,St3iatum,10623,,1578,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,,,
3343,,,Shriatum,10623,,16709,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,B,,,,,
3344,,,Stdiatum,10623,,1946,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,B,,,,,
3345,,,Strixtum,10623,,15253,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,B,,,,,
3346,,,Struatum,10623,,4535,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,,
3347,,,,10623,,13961,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,B,,,,,
3348,,,Beain,10623,,17358,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,F,,,,,
3349,,,,10623,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,F,,,,,
3350,,,,10623,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,F,,,,,
3351,,,,10623,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,F,,,,,
3352,,,,10623,,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,F,,,,,
3353,,,,10623,,1317,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,,,
3354,,,,10623,,12936,Binding affinity against rat 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,10116.0,
3355,,,ctriatum,10623,,4535,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,,
3356,,,,10623,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,F,,,Rattus norvegicus,10116.0,
3357,,,,10623,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,F,,,,,
3358,,,,10623,,14424,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,,
3359,,,,10623,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,F,,,Rattus norvegicus,10116.0,
3360,,,,10623,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,F,,,,,
3361,,,,10623,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,F,,,,,
3362,,,,10623,,14424,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),F,,,,,
3363,,,,10623,,14424,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,,
3364,,,,168,,1980,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,F,,,Rattus norvegicus,10116.0,
3365,,,,168,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,F,,,,,
3366,,,,168,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3367,,,,168,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,B,,,,,
3368,,,,168,,17358,Compound was tested for 5-hydroxytryptamine 4 binding affinity,B,,,,,
3369,,,,168,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3370,,,,168,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3371,,,,168,,16117,In vitro binding affinity towards 5-HT4 receptor was determined,B,,,,,
3372,,,,168,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3373,,,,168,,17358,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,F,,,,,
3374,,,,168,,17358,Tested for selectivity for 5-hydroxytryptamine 4 receptor,B,,,,,
3375,,,,168,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,B,,,,,
3376,,,,168,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,B,,,,,
3377,,,,168,,17358,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,B,,,,,
3378,,,,168,,1274,Binding affinity against 5-Hydroxytryptamine 4 receptor,B,,,,,
3379,,,,104698,,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,B,,,,,
3380,,,,104698,,11695,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,B,,,,,
3381,,,,104698,,11695,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,B,,,,,
3382,,,,104698,,12490,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,B,,,,,
3383,,,,104698,,11828,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3384,,,Hupp0campus,104698,,12253,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,B,,,,,
3385,,,,104698,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,,,
3386,,,,104698,,10561,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,B,,,,,
3387,,,,104698,,14432,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,F,,,,,
3388,,,,104698,,12936,Binding affinity against rat 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3389,,,,104698,,1274,Binding affinity against 5-Hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3390,,,,104698,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,B,,,,,
3391,,,,104698,,670,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,B,,,,,
3392,,,,104698,,968,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,B,,,Rattus norvegicus,10116.0,
3393,,,,104698,,14287,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,B,,,,,
3394,,,,104698,,567,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,B,,,,,
3395,,,,104698,,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,B,,,,,
3396,,,,104698,,14826,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,B,,,,,
3397,,,,104698,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,B,,,,,
3398,,,,104698,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,B,,,,,
3399,,,,104698,,10394,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3400,,,,10576,,13657,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",B,,,,,
3401,,,grain,12020,,1879,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,F,,,,,
3402,,,,12020,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,F,,,,,
3403,,,,12020,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,F,,,,,
3404,,,,12020,,204,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,F,In vivo,,,,
3405,,,,12020,,1879,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,,,
3406,,,,12020,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3407,,,,12020,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,,,
3408,,,,12020,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,B,,,,,
3409,,,,104698,,10641,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",B,,,,,
3410,,,,12020,,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,,,
3411,,,,104698,,11952,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,B,,,,,
3412,,,,12020,,14145,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,F,,,Rattus norvegicus,10116.0,
3413,,,,144,,17066,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3414,,,,104714,,6398,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,B,,,,,
3415,,,,22226,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,,,
3416,,,,104714,,511,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,F,,,,,
3417,,,,104714,,4639,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3418,,,,104714,,4639,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3419,,,,104714,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,F,,,Cavia porcellus,10141.0,
3420,,,,104714,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,,Cavia porcellus,10141.0,
3421,,,,104714,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,F,,,Cavia porcellus,10141.0,
3422,,,,104714,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3423,,,,104714,,268,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,F,,,,,
3424,,,,104714,,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,B,,,,,
3425,,,,104714,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,F,,,,,
3426,,,,104714,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,F,,,,,
3427,,,,104714,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,F,,,,,
3428,,,,104714,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,B,,,,,
3429,,,,104714,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,F,,,,,
3430,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,F,,,,,
3431,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,F,,,,,
3432,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,B,,,,,
3433,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,B,,,,,
3434,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,F,,,,,
3435,,,,104714,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,B,,,,,
3436,,,,104714,,5067,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3437,,,,104714,,14331,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,B,,,,,
3438,,,,104714,,5067,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,B,,,,,
3439,,,,104714,,6179,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,B,,,,,NG108-15
3440,,,,104714,,4265,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,B,,,,,
3441,,,,104714,,4265,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,B,,,,,NG108-15
3442,,,,104714,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3443,,,,104714,,17358,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3444,,,,104714,,13628,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,B,In vitro,,,,
3445,,,,104714,,4612,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,,,
3446,,,,104714,,17358,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,F,,,,,
3447,,,,104714,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,F,,,Cavia porcellus,10141.0,
3448,,,,104714,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,F,,,Cavia porcellus,10141.0,
3449,,,,104714,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,F,,,Cavia porcellus,10141.0,
3450,,,,104714,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,,Cavia porcellus,10141.0,
3451,,,,104714,,511,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,B,,,,,
3452,,,,104714,,1479,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3453,,,,104714,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,B,,,,,
3454,,,,104714,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,B,,,,,
3455,,,,104714,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,B,,,,,
3456,,,,104714,,13969,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,B,,,,,
3457,,,,108,,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,,,
3458,,,,104698,,13392,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3459,,,,144,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,B,,,,,
3460,,,,144,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3461,,,,144,,16655,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,,,,,
3462,,,,104714,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,,,
3463,,,,104714,,13021,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,B,,,,,
3464,,,,104714,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,,,
3465,,,,144,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,,,
3466,,,,144,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3467,,,,144,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3468,,,,144,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3469,,,,144,,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,,,,,
3470,,,,144,,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,,,
3471,,,,144,,16117,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,,,
3472,,,,144,,17200,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,B,,,,,
3473,,,,144,,17358,Tested for 5-hydroxytryptamine 3 receptor agonist activity,F,,,,,
3474,,,,144,,16700,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,B,,,,,
3475,,,,144,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,B,,,,,
3476,,,,144,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,B,,,,,
3477,,,,104714,,12409,Binding affinity against the 5-hydroxytryptamine 3 receptor,B,,,,,
3478,,,,144,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,
3479,,,,144,,4365,Percent efficacy against 5-hydroxytryptamine 3A receptor,F,,,,,
3480,,,,144,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,
3481,,,,12020,,6769,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,F,,,Rattus norvegicus,10116.0,Oocytes
3482,,,,12020,,6769,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,F,,,Rattus norvegicus,10116.0,Oocytes
3483,,,,12020,,6769,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,F,,,Rattus norvegicus,10116.0,Oocytes
3484,,,Il3um,20033,,809,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,F,,,Cavia porcellus,10141.0,
3485,,,Ilsum,20033,,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,F,,,Cavia porcellus,10141.0,
3486,,,,20033,,14290,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,F,,,Cavia porcellus,10141.0,
3487,,,Ileym,20033,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,B,,,Cavia porcellus,10141.0,
3488,,,,20033,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,B,,,Cavia porcellus,10141.0,
3489,,,Ileun,20033,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,B,,,Cavia porcellus,10141.0,
3490,,,Ileuh,10209,,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,B,,,,,
3491,,,,10209,,3269,Affinity against 5-hydroxytryptamine 7 receptor,B,,,,,
3492,,,,104841,,7721,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,,Cavia porcellus,10141.0,
3493,,,,104841,,7721,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,,Cavia porcellus,10141.0,
3494,,,7leum,104841,,9117,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,B,,,Cavia porcellus,10141.0,
3495,,,,104841,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,,Cavia porcellus,10141.0,
3496,,,,104841,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,,Cavia porcellus,10141.0,
3497,,,,104841,,15796,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,,Cavia porcellus,10141.0,
3498,,,,104841,,15796,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,,Cavia porcellus,10141.0,
3499,,,xardiacatri7m,168,,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,B,,,Homo sapiens,9606.0,
3500,,,sardiafatrium,168,,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,B,,,Homo sapiens,9606.0,
3501,,,,104841,,6866,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",F,,,Homo sapiens,9606.0,
3502,,,fxrdiacatrium,168,,15650,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",F,,,Homo sapiens,9606.0,
3503,,,,22226,,10063,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,B,,,Mus musculus,10090.0,
3504,,,,22226,,12665,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,B,,,Mus musculus,10090.0,
3505,,,,104705,,7504,5-hydroxytryptamine receptor binding affinity was determined in rats,B,,,,,
3506,,,,104705,,7504,Binding affinity at rat 5-hydroxytryptamine receptor.,B,,,,,
3507,,,,104705,,7038,Affinity against 5-hydroxytryptamine receptors in rat fundus model,B,,,,,
3508,,,,104705,,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,B,,,,,
3509,,,,104705,,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,B,,,,,
3510,,,Stomacb,104705,,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,F,,,,,
3511,,,Stomash,104705,,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,F,,,,,
3512,,,,104705,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
3513,,,,104705,,6960,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,B,,,,,
3514,,,,104705,,6960,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",B,,,,,
3515,,,tippocxmpus,10576,,12416,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,,,,
3516,,,,12198,,15753,Binding affinity for rat 5-hydroxytryptamine transporter.,B,,,,,
3517,,,,104705,,8062,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,B,,,,,
3518,,,,104705,,9036,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,B,,,Rattus norvegicus,10116.0,
3519,,,,104705,,15067,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,
3520,,,B4ain,12198,,15753,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,F,,,Rattus norvegicus,10116.0,
3521,,,Ce3eb2llum,12198,,15753,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,F,,,Rattus norvegicus,10116.0,
3522,,,,104705,,15295,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,
3523,,,,104705,,6347,Percent binding affinity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,
3524,,,,22226,,6763,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,B,,,,,
3525,,,,104705,,12092,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,B,,,Rattus norvegicus,10116.0,
3526,,,,104705,,1579,Affinity against 5-hydroxytryptamine receptor was determined,B,,,Rattus norvegicus,10116.0,
3527,,,Stlmach,104705,,1579,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,B,,,Rattus norvegicus,10116.0,
3528,,,,121,,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,
3529,,,,121,,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,
3530,,,,18065,,5030,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,B,,,,,
