assay_id,assay_tax_id,src_assay_id,curated_by,assay_subcellular_fraction,tid,assay_test_type,chembl_id,tissue_id,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_strain,assay_tissue
4379,10090.0,,Autocuration,,22224,,CHEMBL619829,,,1,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,Mus musculus,,
4380,10090.0,,Autocuration,,22224,,CHEMBL619830,,,1,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,Mus musculus,,
4381,10090.0,,Autocuration,,22224,,CHEMBL619831,,,1,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,Mus musculus,,
4382,10090.0,,Autocuration,,22224,,CHEMBL619832,,,1,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,Mus musculus,,
4383,10090.0,,Autocuration,,22224,,CHEMBL619833,,,1,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,Mus musculus,,
4384,10090.0,,Autocuration,,22224,,CHEMBL619834,,,1,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,Mus musculus,,
4385,10090.0,,Autocuration,,22224,,CHEMBL619835,,,1,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,Mus musculus,,
4386,10090.0,,Autocuration,,22224,,CHEMBL619836,,,1,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,Mus musculus,,
4387,10090.0,,Intermediate,,80628,,CHEMBL619837,,,1,8831,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,Mus musculus,,
4388,,,Autocuration,,22224,In vivo,CHEMBL619838,,,1,11704,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,,,
4389,10090.0,,Intermediate,,50594,,CHEMBL619839,,,1,11704,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,Mus musculus,,
4390,10090.0,,Intermediate,,80628,In vivo,CHEMBL619840,,,1,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,Mus musculus,,
4391,10090.0,,Intermediate,,80628,In vivo,CHEMBL619841,,,1,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,Mus musculus,,
4392,10090.0,,Expert,,80628,,CHEMBL857704,,,1,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,Mus musculus,,
4393,10090.0,,Intermediate,,80628,,CHEMBL619842,,,1,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,Mus musculus,,
4394,10090.0,,Expert,,80628,,CHEMBL619843,,,1,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,Mus musculus,,
4395,1280.0,,Autocuration,,22226,,CHEMBL619844,,,1,17763,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,Staphylococcus aureus,,
4396,10116.0,,Autocuration,Microsomes,22226,,CHEMBL857855,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,Rattus norvegicus,,Liver
4397,10116.0,,Autocuration,Microsomes,22226,,CHEMBL619845,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,Rattus norvegicus,,Liver
4398,10116.0,,Autocuration,Microsomes,22226,,CHEMBL619846,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,Rattus norvegicus,,Liver
4399,10116.0,,Autocuration,Microsomes,22226,,CHEMBL619847,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,Rattus norvegicus,,Liver
4400,10116.0,,Autocuration,Microsomes,22226,,CHEMBL619848,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,Rattus norvegicus,,Liver
4401,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620893,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,Rattus norvegicus,,Liver
4402,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620894,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,Rattus norvegicus,,Liver
4403,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620895,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,Rattus norvegicus,,Liver
4404,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620896,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,Rattus norvegicus,,Liver
4405,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620897,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,Rattus norvegicus,,Liver
4406,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620898,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,Rattus norvegicus,,Liver
4407,10116.0,,Autocuration,Microsomes,22226,,CHEMBL620899,2107.0,,1,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,Rattus norvegicus,,Liver
4408,9527.0,,Autocuration,,22224,In vivo,CHEMBL620900,1969.0,,1,347,The apparent total plasma clearance in monkey,A,Cercopithecidae,,Plasma
4409,9527.0,,Autocuration,,22224,In vivo,CHEMBL620901,,,1,3341,Compound was evaluated for Hepatic clearance in monkey,A,Cercopithecidae,,
4410,9527.0,,Autocuration,,22224,In vivo,CHEMBL620902,,,1,17853,Lower clearance in monkey (i.v.) at 0.5 mpk,A,Cercopithecidae,,
4411,9527.0,,Autocuration,,22224,In vivo,CHEMBL620903,,,1,4514,Plasma clearance in rhesus monkey,A,Cercopithecidae,,
4412,9527.0,,Autocuration,,22224,In vivo,CHEMBL620904,,,1,6062,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,Cercopithecidae,,
4413,9527.0,,Autocuration,,22224,In vivo,CHEMBL620905,,,1,6821,Plasma clearance of compound was determined in monkey,A,Cercopithecidae,,
4414,9527.0,,Autocuration,,22224,In vivo,CHEMBL620906,,,1,6057,Plasma clearance was calculated in rhesus monkey,A,Cercopithecidae,,
4415,9527.0,,Autocuration,,22224,In vivo,CHEMBL875420,,,1,5145,Plasma clearance in rhesus monkey,A,Cercopithecidae,,
4416,9527.0,,Autocuration,,22224,In vivo,CHEMBL620907,,,1,6641,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,Cercopithecidae,,
4417,9527.0,,Autocuration,,22224,In vivo,CHEMBL620908,,,1,5472,Plasma clearance was evaluated in rhesus,A,Cercopithecidae,,
4418,9527.0,,Autocuration,,22224,In vivo,CHEMBL620909,,,1,4257,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,Cercopithecidae,,
4419,9527.0,,Autocuration,,22224,In vivo,CHEMBL620910,,,1,5546,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,Cercopithecidae,,
4420,9527.0,,Autocuration,,22224,In vivo,CHEMBL620911,,,1,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,Cercopithecidae,,
4421,9527.0,,Autocuration,,22224,In vivo,CHEMBL620912,,,1,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,Cercopithecidae,,
4422,9527.0,,Autocuration,,22224,In vivo,CHEMBL620913,,,1,17509,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A,Cercopithecidae,,
4423,9527.0,,Autocuration,,22224,In vivo,CHEMBL620914,,,1,6535,Cmax in monkey after administration of 1 mg/kg iv,A,Cercopithecidae,,
4424,9527.0,,Autocuration,,22224,In vivo,CHEMBL620915,,,1,5668,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,Cercopithecidae,,
4425,9527.0,,Autocuration,,22224,In vivo,CHEMBL620916,,,1,5922,Cmax in cynomolgus monkey by iv administration,A,Cercopithecidae,,
4426,9527.0,,Autocuration,,22224,In vivo,CHEMBL620917,,,1,5922,Cmax in cynomolgus monkey by po administration,A,Cercopithecidae,,
4427,9527.0,,Autocuration,,22224,In vivo,CHEMBL620918,,,1,6078,Cmax value evaluated in monkey,A,Cercopithecidae,,
4428,9527.0,,Autocuration,,22224,In vivo,CHEMBL620919,,,1,2661,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,Cercopithecidae,,
4429,9527.0,,Autocuration,,22224,In vivo,CHEMBL620920,1969.0,,1,3249,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A,Cercopithecidae,,Plasma
4430,9527.0,,Autocuration,,22224,In vivo,CHEMBL620921,1969.0,,1,3249,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A,Cercopithecidae,,Plasma
4431,9527.0,,Autocuration,,22224,In vivo,CHEMBL620922,1969.0,,1,5553,Maximal plasma concentration in squirrel monkeys,A,Cercopithecidae,,Plasma
4432,9527.0,,Autocuration,,22224,In vivo,CHEMBL620923,,,1,1916,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,Cercopithecidae,,
4433,9527.0,,Autocuration,,22224,In vivo,CHEMBL620924,1969.0,,1,6227,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A,Cercopithecidae,,Plasma
4434,9527.0,,Autocuration,,22224,In vivo,CHEMBL620925,,,1,4809,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,Cercopithecidae,,
4435,9527.0,,Autocuration,,22224,In vivo,CHEMBL620926,,,1,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A,Cercopithecidae,,
4436,9527.0,,Autocuration,,22224,In vivo,CHEMBL620927,,,1,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A,Cercopithecidae,,
4437,9527.0,,Autocuration,,22224,In vivo,CHEMBL620928,,,1,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A,Cercopithecidae,,
4438,9527.0,,Autocuration,,22224,In vivo,CHEMBL620929,,,1,5355,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A,Cercopithecidae,,
4439,9527.0,,Autocuration,,22224,In vivo,CHEMBL620930,1969.0,,1,6221,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A,Cercopithecidae,,Plasma
4440,9527.0,,Autocuration,,22224,,CHEMBL620931,,,1,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A,Cercopithecidae,,
4441,9527.0,,Autocuration,,22224,,CHEMBL620932,,,1,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A,Cercopithecidae,,
4442,9443.0,,Autocuration,,22224,In vivo,CHEMBL620933,,,1,4257,Absolute bioavailability was evaluated in monkey,A,monkey,,
4443,9443.0,,Autocuration,,22224,In vivo,CHEMBL620934,,,1,6221,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A,monkey,,
4444,9443.0,,Autocuration,,22224,In vivo,CHEMBL620935,,,1,17667,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A,monkey,,
4445,9544.0,,Autocuration,,22224,In vivo,CHEMBL620936,,,1,17267,Bioavailability of compound was determined in rhesus monkey,A,Macaca mulatta,,
4446,38020.0,,Autocuration,,22224,In vivo,CHEMBL620937,,,1,4256,Bioavailability determined after oral administration in marmoset,A,marmosets,,
4447,9541.0,,Autocuration,,22224,In vivo,CHEMBL620938,,,1,4256,Oral bioavailability in cynomolgus monkey,A,Macaca fascicularis,,
4448,9443.0,,Autocuration,,22224,In vivo,CHEMBL620939,,,1,17853,Bioavailability in monkey (p.o.) at 2.0 mpk,A,monkey,,
4449,9443.0,,Autocuration,,22224,In vivo,CHEMBL620940,,,1,16365,Bioavailability was evaluated after oral administration in monkey,A,monkey,,
4450,9541.0,,Autocuration,,22224,In vivo,CHEMBL620941,,,1,1916,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,Macaca fascicularis,,
4451,9544.0,,Autocuration,,22224,In vivo,CHEMBL620942,,,1,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,Macaca mulatta,,
4452,9544.0,,Autocuration,,22224,In vivo,CHEMBL620943,,,1,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,Macaca mulatta,,
4453,9443.0,,Autocuration,,22224,In vivo,CHEMBL620944,,,1,17592,Bioavailability of the compound was determined in monkey,A,monkey,,
4454,9521.0,,Autocuration,,22224,In vivo,CHEMBL620945,,,1,1399,Bioavailability in squirrel monkey (dose 5 mg/kg),A,Saimiri sciureus,,
4455,9443.0,,Autocuration,,22224,In vivo,CHEMBL620946,,,1,4809,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,monkey,,
4456,9443.0,,Autocuration,,22224,In vivo,CHEMBL620947,,,1,3341,Oral bioavailability in monkey,A,monkey,,
4457,9521.0,,Autocuration,,22224,In vivo,CHEMBL620948,,,1,64,Compound was tested for bioavailability in squirrel monkey,A,Saimiri sciureus,,
4458,9544.0,,Autocuration,,22224,In vivo,CHEMBL620949,,,1,5005,Oral bioavailability in Rhesus monkey,A,Macaca mulatta,,
4459,9544.0,,Autocuration,,22224,In vivo,CHEMBL620950,,,1,5005,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A,Macaca mulatta,,
4460,9541.0,,Autocuration,,22224,In vivo,CHEMBL620951,,,1,5237,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A,Macaca fascicularis,,
4461,9541.0,,Autocuration,,22224,In vivo,CHEMBL620952,,,1,5237,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A,Macaca fascicularis,,
4462,9443.0,,Autocuration,,22224,In vivo,CHEMBL875421,,,1,5302,Oral bioavailability in monkey (dose 5 mg/kg),A,monkey,,
4463,9443.0,,Autocuration,,22224,In vivo,CHEMBL620953,,,1,17667,Oral bioavailability of compound at 5 mg/kg in monkey,A,monkey,,
4464,9615.0,,Intermediate,,50588,In vivo,CHEMBL873491,,,1,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,Canis lupus familiaris,,
4465,9615.0,,Intermediate,,50588,In vivo,CHEMBL620954,,,1,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A,Canis lupus familiaris,,
4466,9615.0,,Intermediate,,50588,,CHEMBL620955,1969.0,,1,3854,Plasma half life determined,A,Canis lupus familiaris,,Plasma
4467,9615.0,,Intermediate,,50588,,CHEMBL618097,1969.0,,1,993,Plasma half life in dog,A,Canis lupus familiaris,,Plasma
4468,9615.0,,Intermediate,,50588,,CHEMBL618268,1969.0,,1,4514,Plasma half-life in Beagle dogs,A,Canis lupus familiaris,,Plasma
4469,9615.0,,Intermediate,,50588,In vivo,CHEMBL618269,1969.0,,1,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,Canis lupus familiaris,,Plasma
4470,9615.0,,Intermediate,,50588,In vivo,CHEMBL618270,1969.0,,1,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A,Canis lupus familiaris,,Plasma
4471,9615.0,,Intermediate,,50588,In vivo,CHEMBL618271,,,1,1466,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A,Canis lupus familiaris,,
4472,9615.0,,Intermediate,,50588,In vivo,CHEMBL873493,,,1,1466,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A,Canis lupus familiaris,,
4473,9615.0,,Intermediate,,50588,,CHEMBL621031,,,1,5313,Tested for the half life period in dog,A,Canis lupus familiaris,,
4474,9615.0,,Intermediate,,50588,In vivo,CHEMBL621032,,,1,5313,Tested for the half life period in dog at dosage of 10 mpk,A,Canis lupus familiaris,,
4475,9615.0,,Intermediate,,50588,,CHEMBL621033,,,1,3880,The compound was tested for half life in dog,A,Canis lupus familiaris,,
4476,9615.0,,Intermediate,,50588,,CHEMBL621034,1969.0,,1,3639,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A,Canis lupus familiaris,,Plasma
4477,9615.0,,Intermediate,,50588,,CHEMBL621035,,,1,3880,The half life was determined,A,Canis lupus familiaris,,
4478,9615.0,,Intermediate,,50588,,CHEMBL621036,1969.0,,1,3918,The plasma half-life in dogs,A,Canis lupus familiaris,,Plasma
4479,9615.0,,Intermediate,,50588,,CHEMBL621037,1969.0,,1,16452,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A,Canis lupus familiaris,,Plasma
4480,9615.0,,Intermediate,,50588,,CHEMBL619812,,,1,17796,Half life in dog,A,Canis lupus familiaris,,
4481,9615.0,,Intermediate,,50588,In vivo,CHEMBL619813,,,1,5983,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A,Canis lupus familiaris,,
4482,9615.0,,Intermediate,,50588,In vivo,CHEMBL873335,,,1,1466,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A,Canis lupus familiaris,,
4483,9615.0,,Intermediate,,50588,In vivo,CHEMBL619814,,,1,16456,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,Canis lupus familiaris,,
4484,9669.0,,Expert,,50506,In vivo,CHEMBL619815,,,1,6113,Cmax in ferrets after 30 mg/kg oral dose,A,Mustela putorius furo,,
4485,9669.0,,Expert,,50506,In vivo,CHEMBL619816,,,1,6113,Emesis in ferrets at 30 mg/kg oral dose,F,Mustela putorius furo,,
4486,9541.0,,Autocuration,,22224,In vivo,CHEMBL619817,,,1,17796,Bioavailability in cynomolgus monkey,A,Macaca fascicularis,,
4487,9541.0,,Intermediate,,100710,In vivo,CHEMBL619818,,,1,17796,Volume of distribution in cynomolgus,A,Macaca fascicularis,,
4488,10141.0,,Autocuration,,22224,,CHEMBL619819,1969.0,,1,5308,AUC tested in guinea pig when 3 mg/kg dose was given perorally,A,Cavia porcellus,,Plasma
4489,10141.0,,Autocuration,,22224,,CHEMBL619820,,,1,4877,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,Cavia porcellus,,
4490,10141.0,,Autocuration,,22224,,CHEMBL875419,,,1,4876,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",A,Cavia porcellus,,
4491,10141.0,,Autocuration,,22224,In vivo,CHEMBL619821,1969.0,,1,4878,AUC in guinea pig after 3mg/kg oral dose,A,Cavia porcellus,,Plasma
4492,10141.0,,Autocuration,,22224,In vivo,CHEMBL619822,,,1,5308,Bioavailability in guinea pig was tested,A,Cavia porcellus,,
4493,10141.0,,Autocuration,,22224,In vivo,CHEMBL619823,,,1,4877,Tested for oral bioavailability in guinea pig at 5 mg/kg,A,Cavia porcellus,,
4494,10141.0,,Autocuration,,22224,In vivo,CHEMBL619824,,,1,4876,Tested for the oral bioavailability of the compound,A,Cavia porcellus,,
4495,10141.0,,Autocuration,,22224,In vivo,CHEMBL619825,,,1,4876,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,A,Cavia porcellus,,
4496,10141.0,,Autocuration,,22224,In vivo,CHEMBL619826,,,1,5308,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,A,Cavia porcellus,,
4497,10141.0,,Autocuration,,22224,In vivo,CHEMBL619827,2048.0,,1,4877,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,Cavia porcellus,,Lung
4498,10141.0,,Autocuration,,22224,In vivo,CHEMBL618167,,,1,4878,Cmax in guinea pig after 3mg/kg oral dose,A,Cavia porcellus,,
4499,10141.0,,Autocuration,,22224,,CHEMBL618168,178.0,,1,5689,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Blood
4500,10141.0,,Autocuration,,22224,,CHEMBL618169,955.0,,1,5689,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Brain
4501,10141.0,,Autocuration,,22224,,CHEMBL618170,,,1,5689,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,
4502,10141.0,,Autocuration,,22224,,CHEMBL618171,160.0,,1,5689,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Intestine
4503,10141.0,,Autocuration,,22224,,CHEMBL618172,2113.0,,1,5689,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Kidney
4504,10141.0,,Autocuration,,22224,,CHEMBL618173,2107.0,,1,5689,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Liver
4505,10141.0,,Autocuration,,22224,,CHEMBL618174,,,1,5689,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,
4506,10141.0,,Autocuration,,22224,,CHEMBL875408,2106.0,,1,5689,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A,Cavia porcellus,,Spleen
4507,10141.0,,Autocuration,,22224,In vivo,CHEMBL839827,,,1,14465,Elimination T1/2 in Guinea pig (PO dose),A,Cavia porcellus,,
4508,10141.0,,Autocuration,,22224,,CHEMBL618175,,,1,5689,Partition coefficient was measured as -log (counts per min ),A,Cavia porcellus,,
4509,10141.0,,Autocuration,,22224,In vivo,CHEMBL618176,,,1,611,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,Cavia porcellus,,
4510,10141.0,,Autocuration,,22224,In vivo,CHEMBL618177,,,1,611,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,Cavia porcellus,,
4511,10141.0,,Autocuration,,22224,In vivo,CHEMBL618178,,,1,14465,Elimination T1/2 in Guinea pig (PO dose),A,Cavia porcellus,,
4512,10141.0,,Autocuration,,22224,In vivo,CHEMBL618179,,,1,4876,"Tested for the half life period of the compound, intravenously",A,Cavia porcellus,,
4513,10141.0,,Autocuration,,22224,,CHEMBL873489,,,1,5689,Half-life was measured,A,Cavia porcellus,,
4514,10141.0,,Autocuration,,22224,,CHEMBL618180,,,1,7515,The time required for onset of inotropy after addition of a single dose of delta F75,A,Cavia porcellus,,
4515,10141.0,,Autocuration,,22224,In vivo,CHEMBL618181,,,1,17667,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A,Cavia porcellus,,
4516,10141.0,,Autocuration,,22224,In vivo,CHEMBL618182,,,1,17667,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A,Cavia porcellus,,
4517,10029.0,,Autocuration,,22224,In vivo,CHEMBL618183,,,1,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,Cricetulus griseus,,
4518,10090.0,,Intermediate,,50594,In vivo,CHEMBL618184,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,Mus musculus,,
4519,10090.0,,Intermediate,,50594,In vivo,CHEMBL618185,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,Mus musculus,,
4520,10090.0,,Intermediate,,50594,In vivo,CHEMBL618186,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,Mus musculus,,
4521,10090.0,,Intermediate,,50594,In vivo,CHEMBL618187,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,Mus musculus,,
4522,10090.0,,Intermediate,,50594,In vivo,CHEMBL618188,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A,Mus musculus,,
4523,10090.0,,Intermediate,,50594,In vivo,CHEMBL875409,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,Mus musculus,,
4524,10090.0,,Intermediate,,50594,In vivo,CHEMBL618189,,,1,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,Mus musculus,,
4525,10090.0,,Intermediate,,50594,In vivo,CHEMBL618190,178.0,,1,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,A,Mus musculus,,Blood
4526,10090.0,,Intermediate,,50594,In vivo,CHEMBL618191,178.0,,1,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,A,Mus musculus,,Blood
4527,10090.0,,Intermediate,,50594,In vivo,CHEMBL618192,178.0,,1,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,A,Mus musculus,,Blood
4528,10090.0,,Intermediate,,50594,In vivo,CHEMBL618193,10000001.0,,1,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,A,Mus musculus,,Bone
4529,10090.0,,Intermediate,,50594,In vivo,CHEMBL618194,10000001.0,,1,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,A,Mus musculus,,Bone
4530,10090.0,,Intermediate,,50594,In vivo,CHEMBL618195,10000001.0,,1,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,A,Mus musculus,,Bone
4531,10090.0,,Intermediate,,50594,In vivo,CHEMBL618196,955.0,,1,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,A,Mus musculus,,Brain
4532,10090.0,,Intermediate,,50594,In vivo,CHEMBL618197,955.0,,1,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,A,Mus musculus,,Brain
