length,release_year,title,replacement_cost,description,language,film_id,original_language_id,rating,rental_rate,rental_duration
84,2006,GONE TROUBLE,20.99,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,English,368,,R,2.99,7
56,2006,GOODFELLAS SALUTE,22.99,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,English,369,,PG,4.99,4
108,2006,GORGEOUS BINGO,26.99,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,English,370,,R,2.99,4
129,2006,GOSFORD DONNIE,17.99,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,English,371,,G,4.99,5
140,2006,GRACELAND DYNAMITE,26.99,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,English,372,,R,4.99,5
156,2006,GRADUATE LORD,14.99,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,English,373,,G,2.99,7
117,2006,GRAFFITI LOVE,29.99,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,English,374,,PG,0.99,3
85,2006,GRAIL FRANKENSTEIN,17.99,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,English,375,,NC-17,2.99,4
155,2006,GRAPES FURY,20.99,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,English,376,,G,0.99,4
135,2006,GREASE YOUTH,20.99,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,English,377,,G,0.99,7
93,2006,GREATEST NORTH,24.99,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,English,378,,NC-17,2.99,5
166,2006,GREEDY ROOTS,14.99,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,English,379,,R,0.99,7
176,2006,GREEK EVERYONE,11.99,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,English,380,,PG,2.99,7
150,2006,GRINCH MASSAGE,25.99,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,English,381,,R,4.99,7
137,2006,GRIT CLOCKWORK,21.99,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,English,382,,PG,0.99,3
111,2006,GROOVE FICTION,13.99,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,English,383,,NC-17,0.99,6
49,2006,GROSSE WONDERFUL,19.99,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,English,384,,R,4.99,5
139,2006,GROUNDHOG UNCUT,26.99,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,English,385,,PG-13,4.99,6
53,2006,GUMP DATE,12.99,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,English,386,,NC-17,4.99,3
100,2006,GUN BONNIE,27.99,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,English,387,,G,0.99,7
70,2006,GUNFIGHT MOON,16.99,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,English,388,,NC-17,0.99,5
127,2006,GUNFIGHTER MUSSOLINI,9.99,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,English,389,,PG-13,2.99,3
84,2006,GUYS FALCON,20.99,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,English,390,,R,4.99,4
146,2006,HALF OUTFIELD,25.99,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,English,391,,PG-13,2.99,6
51,2006,HALL CASSIDY,13.99,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,English,392,,NC-17,4.99,5
47,2006,HALLOWEEN NUTS,19.99,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,English,393,,PG-13,2.99,6
146,2006,HAMLET WISDOM,21.99,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,English,394,,R,2.99,7
108,2006,HANDICAP BOONDOCK,28.99,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,English,395,,R,0.99,4
62,2006,HANGING DEEP,18.99,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,English,396,,G,4.99,5
107,2006,HANKY OCTOBER,26.99,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,English,397,,NC-17,2.99,5
47,2006,HANOVER GALAXY,21.99,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,English,398,,NC-17,4.99,5
100,2006,HAPPINESS UNITED,23.99,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,English,399,,G,2.99,6
72,2006,HARDLY ROBBERS,15.99,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,English,400,,R,2.99,7
168,2006,HAROLD FRENCH,10.99,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,English,401,,NC-17,0.99,6
52,2006,HARPER DYING,15.99,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,English,402,,G,0.99,3
121,2006,HARRY IDAHO,18.99,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,English,403,,PG-13,4.99,5
107,2006,HATE HANDICAP,26.99,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,English,404,,PG,0.99,4
76,2006,HAUNTED ANTITRUST,13.99,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,English,405,,NC-17,4.99,6
181,2006,HAUNTING PIANIST,22.99,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,English,406,,R,0.99,5
47,2006,HAWK CHILL,12.99,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,English,407,,PG-13,0.99,5
69,2006,HEAD STRANGER,28.99,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,English,408,,R,4.99,4
59,2006,HEARTBREAKERS BRIGHT,9.99,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,English,409,,G,4.99,3
48,2006,HEAVEN FREEDOM,19.99,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,English,410,,PG,2.99,7
49,2006,HEAVENLY GUN,13.99,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,English,411,,NC-17,4.99,5
102,2006,HEAVYWEIGHTS BEAST,25.99,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,English,412,,G,4.99,6
169,2006,HEDWIG ALTER,16.99,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,English,413,,NC-17,2.99,7
75,2006,HELLFIGHTERS SIERRA,23.99,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,English,414,,PG,2.99,3
84,2006,HIGH ENCINO,23.99,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,English,415,,R,2.99,3
110,2006,HIGHBALL POTTER,10.99,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,English,416,,R,0.99,6
93,2006,HILLS NEIGHBORS,29.99,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,English,417,,G,0.99,5
157,2006,HOBBIT ALIEN,27.99,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,English,418,,PG-13,0.99,5
141,2006,HOCUS FRIDA,19.99,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,English,419,,G,2.99,4
128,2006,HOLES BRANNIGAN,27.99,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,English,420,,PG,4.99,7
78,2006,HOLIDAY GAMES,10.99,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,English,421,,PG-13,4.99,7
136,2006,HOLLOW JEOPARDY,25.99,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,English,422,,NC-17,4.99,7
69,2006,HOLLYWOOD ANONYMOUS,29.99,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,English,423,,PG,0.99,7
149,2006,HOLOCAUST HIGHBALL,12.99,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,English,424,,R,0.99,6
88,2006,HOLY TADPOLE,20.99,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,English,425,,R,0.99,6
185,2006,HOME PITY,15.99,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,English,426,,R,4.99,7
103,2006,HOMEWARD CIDER,19.99,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,English,427,,R,0.99,5
141,2006,HOMICIDE PEACH,21.99,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,English,428,,PG-13,2.99,6
84,2006,HONEY TIES,29.99,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,English,429,,R,0.99,3
49,2006,HOOK CHARIOTS,23.99,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,English,430,,G,0.99,7
176,2006,HOOSIERS BIRDCAGE,12.99,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,English,431,,G,2.99,3
139,2006,HOPE TOOTSIE,22.99,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,English,432,,NC-17,2.99,4
95,2006,HORN WORKING,23.99,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,English,433,,PG,2.99,4
139,2006,HORROR REIGN,25.99,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,English,434,,R,0.99,3
181,2006,HOTEL HAPPINESS,28.99,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,English,435,,PG-13,4.99,6
122,2006,HOURS RAGE,14.99,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,English,436,,NC-17,0.99,4
109,2006,HOUSE DYNAMITE,13.99,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,English,437,,R,2.99,7
68,2006,HUMAN GRAFFITI,22.99,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,English,438,,NC-17,2.99,3
151,2006,HUNCHBACK IMPOSSIBLE,28.99,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,English,439,,PG-13,4.99,4
105,2006,HUNGER ROOF,21.99,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,English,440,,G,0.99,6
125,2006,HUNTER ALTER,21.99,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,English,441,,PG-13,2.99,5
65,2006,HUNTING MUSKETEERS,24.99,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,English,442,,NC-17,2.99,6
49,2006,HURRICANE AFFAIR,11.99,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,English,443,,PG,2.99,6
83,2006,HUSTLER PARTY,22.99,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,English,444,,NC-17,4.99,3
100,2006,HYDE DOCTOR,11.99,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,English,445,,G,2.99,5
150,2006,HYSTERICAL GRAIL,19.99,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,English,446,,PG,4.99,5
131,2006,ICE CROSSING,28.99,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,English,447,,R,2.99,5
172,2006,IDAHO LOVE,25.99,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,English,448,,PG-13,2.99,3
119,2006,IDENTITY LOVER,12.99,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,English,449,,PG-13,2.99,4
84,2006,IDOLS SNATCHERS,29.99,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,English,450,,NC-17,2.99,5
160,2006,IGBY MAKER,12.99,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,English,451,,NC-17,4.99,7
122,2006,ILLUSION AMELIE,15.99,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,English,452,,R,0.99,4
178,2006,IMAGE PRINCESS,17.99,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,English,453,,PG-13,2.99,3
180,2006,IMPACT ALADDIN,20.99,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,English,454,,PG-13,0.99,6
103,2006,IMPOSSIBLE PREJUDICE,11.99,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,English,455,,NC-17,4.99,7
167,2006,INCH JET,18.99,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,English,456,,NC-17,4.99,6
157,2006,INDEPENDENCE HOTEL,21.99,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,English,457,,NC-17,0.99,5
135,2006,INDIAN LOVE,26.99,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,English,458,,NC-17,0.99,4
74,2006,INFORMER DOUBLE,23.99,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,English,459,,NC-17,4.99,4
178,2006,INNOCENT USUAL,26.99,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,English,460,,PG-13,4.99,3
123,2006,INSECTS STONE,14.99,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,English,461,,NC-17,0.99,3
78,2006,INSIDER ARIZONA,17.99,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,English,462,,NC-17,2.99,5
116,2006,INSTINCT AIRPORT,21.99,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,English,463,,PG,2.99,4
107,2006,INTENTIONS EMPIRE,13.99,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,English,464,,PG-13,2.99,3
59,2006,INTERVIEW LIAISONS,17.99,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,English,465,,R,4.99,4
63,2006,INTOLERABLE INTENTIONS,20.99,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,English,466,,PG-13,4.99,6
181,2006,INTRIGUE WORST,10.99,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,English,467,,G,0.99,6
97,2006,INVASION CYCLONE,12.99,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,English,468,,PG,2.99,5
46,2006,IRON MOON,27.99,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,English,469,,PG,4.99,7
79,2006,ISHTAR ROCKETEER,24.99,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,English,470,,R,4.99,4
84,2006,ISLAND EXORCIST,23.99,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,English,471,,NC-17,2.99,7
174,2006,ITALIAN AFRICAN,24.99,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,English,472,,G,4.99,3
181,2006,JACKET FRISCO,16.99,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,English,473,,PG-13,2.99,5
174,2006,JADE BUNCH,21.99,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,English,474,,NC-17,2.99,6
135,2006,JAPANESE RUN,29.99,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,English,475,,G,0.99,6
130,2006,JASON TRAP,9.99,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,English,476,,NC-17,2.99,5
118,2006,JAWBREAKER BROOKLYN,15.99,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,English,477,,PG,0.99,5
112,2006,JAWS HARRY,10.99,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,English,478,,G,2.99,4
128,2006,JEDI BENEATH,12.99,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,English,479,,PG,0.99,7
84,2006,JEEPERS WEDDING,29.99,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,English,480,,R,2.99,3
58,2006,JEKYLL FROGMEN,22.99,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,English,481,,PG,2.99,4
102,2006,JEOPARDY ENCINO,12.99,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,English,482,,R,0.99,3
171,2006,JERICHO MULAN,29.99,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,English,483,,NC-17,2.99,3
172,2006,JERK PAYCHECK,13.99,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,English,484,,NC-17,2.99,3
60,2006,JERSEY SASSY,16.99,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,English,485,,PG,4.99,6
59,2006,JET NEIGHBORS,14.99,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,English,486,,R,4.99,7
124,2006,JINGLE SAGEBRUSH,29.99,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,English,487,,PG-13,4.99,6
105,2006,JOON NORTHWEST,23.99,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,English,488,,NC-17,0.99,3
54,2006,JUGGLER HARDLY,14.99,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,English,489,,PG-13,0.99,4
121,2006,JUMANJI BLADE,13.99,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,English,490,,G,2.99,4
74,2006,JUMPING WRATH,18.99,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,English,491,,NC-17,0.99,4
134,2006,JUNGLE CLOSER,11.99,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,English,492,,NC-17,0.99,6
92,2006,KANE EXORCIST,18.99,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,English,493,,R,0.99,5
120,2006,KARATE MOON,21.99,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,English,494,,PG-13,0.99,4
169,2006,KENTUCKIAN GIANT,10.99,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,English,495,,PG,2.99,5
179,2006,KICK SAVANNAH,10.99,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,English,496,,PG-13,0.99,3
54,2006,KILL BROTHERHOOD,15.99,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,English,497,,G,0.99,4
161,2006,KILLER INNOCENT,11.99,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,English,498,,R,2.99,7
184,2006,KING EVOLUTION,24.99,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,English,499,,NC-17,4.99,3
163,2006,KISS GLORY,11.99,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,English,500,,PG-13,4.99,5
141,2006,KISSING DOLLS,9.99,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,English,501,,R,4.99,3
71,2006,KNOCK WARLOCK,21.99,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,English,502,,PG-13,2.99,4
171,2006,KRAMER CHOCOLATE,24.99,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,English,503,,R,2.99,3
46,2006,KWAI HOMEWARD,25.99,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,English,504,,PG-13,0.99,5
46,2006,LABYRINTH LEAGUE,24.99,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,English,505,,PG-13,2.99,6
67,2006,LADY STAGE,14.99,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,English,506,,PG,4.99,4
113,2006,LADYBUGS ARMAGEDDON,13.99,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,English,507,,NC-17,0.99,4
144,2006,LAMBS CINCINATTI,18.99,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,English,508,,PG-13,4.99,6
78,2006,LANGUAGE COWBOY,26.99,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,English,509,,NC-17,0.99,5
181,2006,LAWLESS VISION,29.99,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,English,510,,G,4.99,6
175,2006,LAWRENCE LOVE,23.99,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,English,511,,NC-17,0.99,7
110,2006,LEAGUE HELLFIGHTERS,25.99,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,English,512,,PG-13,4.99,5
153,2006,LEATHERNECKS DWARFS,21.99,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,English,513,,PG-13,2.99,6
69,2006,LEBOWSKI SOLDIERS,17.99,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,English,514,,PG-13,2.99,6
113,2006,LEGALLY SECRETARY,14.99,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,English,515,,PG,4.99,7
59,2006,LEGEND JEDI,18.99,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,English,516,,PG,0.99,7
167,2006,LESSON CLEOPATRA,28.99,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,English,517,,NC-17,0.99,3
140,2006,LIAISONS SWEET,15.99,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,English,518,,PG,4.99,5
138,2006,LIBERTY MAGNIFICENT,27.99,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,English,519,,G,2.99,3
91,2006,LICENSE WEEKEND,28.99,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,English,520,,NC-17,2.99,7
147,2006,LIES TREATMENT,28.99,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,English,521,,NC-17,4.99,7
137,2006,LIFE TWISTED,9.99,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,English,522,,NC-17,2.99,4
174,2006,LIGHTS DEER,21.99,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,English,523,,R,0.99,7
50,2006,LION UNCUT,13.99,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,English,524,,PG,0.99,6
140,2006,LOATHING LEGALLY,29.99,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,English,525,,R,0.99,4
120,2006,LOCK REAR,10.99,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,English,526,,R,2.99,7
85,2006,LOLA AGENT,24.99,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,English,527,,PG,4.99,4
155,2006,LOLITA WORLD,25.99,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,English,528,,NC-17,2.99,4
67,2006,LONELY ELEPHANT,12.99,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,English,529,,G,2.99,3
108,2006,LORD ARIZONA,27.99,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,English,530,,PG-13,2.99,5
137,2006,LOSE INCH,18.99,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,English,531,,R,0.99,3
80,2006,LOSER HUSTLER,28.99,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,English,532,,PG,4.99,5
98,2006,LOST BIRD,21.99,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,English,533,,PG-13,2.99,4
70,2006,LOUISIANA HARRY,18.99,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,English,534,,PG-13,0.99,5
181,2006,LOVE SUICIDES,21.99,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,English,535,,R,0.99,6
65,2006,LOVELY JINGLE,18.99,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,English,536,,PG,2.99,3
75,2006,LOVER TRUMAN,29.99,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,English,537,,G,2.99,3
162,2006,LOVERBOY ATTACKS,19.99,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,English,538,,PG-13,0.99,7
152,2006,LUCK OPUS,21.99,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,English,539,,NC-17,2.99,7
97,2006,LUCKY FLYING,10.99,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,English,540,,PG-13,2.99,7
74,2006,LUKE MUMMY,21.99,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,English,541,,NC-17,2.99,5
52,2006,LUST LOCK,28.99,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,English,542,,G,2.99,3
116,2006,MADIGAN DORADO,20.99,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,English,543,,R,4.99,5
147,2006,MADISON TRAP,11.99,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,English,544,,R,2.99,4
178,2006,MADNESS ATTACKS,14.99,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,English,545,,PG-13,0.99,4
98,2006,MADRE GABLES,27.99,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,English,546,,PG-13,2.99,7
117,2006,MAGIC MALLRATS,19.99,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,English,547,,PG,0.99,3
53,2006,MAGNIFICENT CHITTY,27.99,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,English,548,,R,2.99,3
171,2006,MAGNOLIA FORRESTER,28.99,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,English,549,,PG-13,0.99,4
