ss_d,src_d,ss_tst_tp,ss_sbclllr_frctn,cll_d,ss_tp,dc_d,b_frmt,crtd_b,ss_strn,ss_tss,rltnshp_tp,cnfdnc_scr,src_ss_d,chmbl_d,tss_d,vrnt_d
11948,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL629804,178.0,
11949,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL629805,178.0,
11950,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL629806,178.0,
11951,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL629807,178.0,
11952,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL629808,178.0,
11953,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629809,955.0,
11954,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629810,955.0,
11955,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629811,955.0,
11956,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629812,955.0,
11957,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629813,955.0,
11958,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL874460,955.0,
11959,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,,N,1,,CHEMBL629814,,
11960,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,,N,1,,CHEMBL629815,,
11961,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,,N,1,,CHEMBL629816,,
11962,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,,N,1,,CHEMBL629817,,
11963,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL626643,2113.0,
11964,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL626644,2113.0,
11965,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL626806,2113.0,
11966,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL626807,2113.0,
11967,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627261,2107.0,
11968,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627262,2107.0,
11969,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627263,2107.0,
11970,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627264,2107.0,
11971,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627265,2048.0,
11972,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627266,2048.0,
11973,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627267,2048.0,
11974,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627268,2048.0,
11975,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627269,2385.0,
11976,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627270,2385.0,
11977,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627271,,
11978,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627946,,
11979,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL875472,,
11980,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627947,,
11981,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627948,,
11982,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628113,,
11983,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628114,,
11984,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628115,,
11985,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628116,,
11986,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628117,,
11987,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628118,,
11988,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628119,,
11989,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628120,,
11990,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628121,,
11991,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL628122,,
11992,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627297,,
11993,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627298,,
11994,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627299,,
11995,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627300,,
11996,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627301,,
11997,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627302,,
11998,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627303,,
11999,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627304,,
12000,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627305,,
12001,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL627306,,
12002,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623982,,
12003,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623983,,
12004,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623984,,
12005,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623985,,
12006,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623986,,
12007,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623987,,
12008,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623988,,
12009,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL623989,,
12010,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL622215,,
12011,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL622216,,
12012,1,,,,A,8608,BAO_0000218,Intermediate,,,N,1,,CHEMBL877481,,
12013,1,,,,A,16359,BAO_0000218,Autocuration,,,U,0,,CHEMBL622217,,
12014,1,,,,A,13701,BAO_0000218,Intermediate,,,N,1,,CHEMBL622218,,
12015,1,,,,A,14554,BAO_0000218,Intermediate,,,N,1,,CHEMBL622219,,
12016,1,,,,A,6241,BAO_0000019,Autocuration,,,U,0,,CHEMBL622220,,
12017,1,,,,A,11537,BAO_0000218,Intermediate,,,N,1,,CHEMBL622221,,
12018,1,,,,A,11537,BAO_0000218,Intermediate,,,N,1,,CHEMBL622222,,
12019,1,,,,A,11537,BAO_0000218,Intermediate,,,N,1,,CHEMBL622223,,
12020,1,,,,A,11537,BAO_0000218,Intermediate,,,N,1,,CHEMBL622224,,
12021,1,,,,A,13118,BAO_0000019,Autocuration,,,U,0,,CHEMBL622225,,
12022,1,,,,A,13118,BAO_0000019,Autocuration,,,U,0,,CHEMBL622226,,
12023,1,,,,A,9562,BAO_0000218,Intermediate,,,N,1,,CHEMBL624154,,
12024,1,,,,A,10363,BAO_0000218,Intermediate,,,N,1,,CHEMBL624155,,
12025,1,,,,A,10363,BAO_0000218,Intermediate,,,N,1,,CHEMBL624156,,
12026,1,,,,A,10363,BAO_0000218,Intermediate,,,N,1,,CHEMBL624157,,
12027,1,,,,A,10363,BAO_0000218,Intermediate,,,N,1,,CHEMBL624158,,
12028,1,,,,A,12504,BAO_0000218,Intermediate,,,N,1,,CHEMBL624159,,
12029,1,,,,A,12504,BAO_0000218,Intermediate,,,N,1,,CHEMBL624160,,
12030,1,,,,A,12504,BAO_0000218,Intermediate,,,N,1,,CHEMBL624161,,
12031,1,,,,A,12504,BAO_0000218,Intermediate,,,N,1,,CHEMBL624162,,
12032,1,,,,A,13317,BAO_0000218,Intermediate,,,N,1,,CHEMBL624163,,
12033,1,,,,A,15078,BAO_0000218,Intermediate,,,N,1,,CHEMBL624164,,
12034,1,,,,A,14941,BAO_0000218,Intermediate,,,N,1,,CHEMBL624165,,
12035,1,,,,A,15078,BAO_0000218,Intermediate,,,N,1,,CHEMBL624166,,
12036,1,,,,A,15078,BAO_0000218,Intermediate,,,N,1,,CHEMBL624167,,
12037,1,,,,A,14941,BAO_0000218,Intermediate,,,N,1,,CHEMBL624168,,
12038,1,,,,A,14067,BAO_0000218,Intermediate,,,N,1,,CHEMBL624169,,
12039,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624170,,
12040,1,,,,A,14215,BAO_0000218,Autocuration,,,U,0,,CHEMBL624171,,
12041,1,,,,A,14215,BAO_0000218,Autocuration,,,U,0,,CHEMBL624172,,
12042,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624173,,
12043,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL877488,,
12044,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624174,,
12045,1,,,,A,14215,BAO_0000218,Autocuration,,,U,0,,CHEMBL624175,,
12046,1,,,,A,14215,BAO_0000218,Autocuration,,,U,0,,CHEMBL624176,,
12047,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624177,,
12048,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624178,,
12049,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL624179,,
12050,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL627689,,
12051,1,,,,A,14215,BAO_0000218,Intermediate,,,N,1,,CHEMBL627690,,
12052,1,,,,A,11324,BAO_0000019,Autocuration,,,U,0,,CHEMBL627691,,
12053,1,,,,A,11324,BAO_0000019,Autocuration,,,U,0,,CHEMBL627692,,
12054,1,,,,A,11324,BAO_0000019,Autocuration,,,U,0,,CHEMBL627693,,
12055,1,,,,A,13875,BAO_0000218,Intermediate,,,N,1,,CHEMBL627694,,
12056,1,,,,A,13875,BAO_0000218,Intermediate,,,N,1,,CHEMBL627695,,
12057,1,,,,A,13875,BAO_0000218,Autocuration,,,U,0,,CHEMBL627696,,
12058,1,,,,A,13875,BAO_0000218,Intermediate,,,N,1,,CHEMBL627697,,
12059,1,,,,A,13875,BAO_0000218,Intermediate,,,N,1,,CHEMBL627698,,
12060,1,,,,A,13875,BAO_0000218,Intermediate,,,N,1,,CHEMBL627699,,
12061,1,,,,A,13807,BAO_0000218,Intermediate,,,N,1,,CHEMBL627700,,
12062,1,,,,A,14127,BAO_0000218,Intermediate,,,N,1,,CHEMBL627701,,
12063,1,,,,A,15116,BAO_0000218,Autocuration,,,U,0,,CHEMBL627702,,
12064,1,,,,A,15116,BAO_0000218,Autocuration,,,U,0,,CHEMBL627703,,
12065,1,,,,A,15604,BAO_0000218,Autocuration,,,U,0,,CHEMBL626873,,
12066,1,,,,A,15604,BAO_0000218,Intermediate,,,N,1,,CHEMBL629583,,
12067,1,,,,A,15604,BAO_0000218,Intermediate,,,N,1,,CHEMBL629584,,
12068,1,,,,A,15604,BAO_0000218,Intermediate,,,N,1,,CHEMBL629585,,
12069,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629586,955.0,
12070,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL629587,955.0,
12071,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629588,,
12072,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629589,,
12073,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629590,,
12074,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629591,,
12075,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629592,,
12076,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629593,,
12077,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL629594,,
12078,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL629595,948.0,
12079,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL630290,948.0,
12080,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627137,948.0,
12081,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627138,948.0,
12082,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627139,948.0,
12083,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627140,948.0,
12084,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627141,948.0,
12085,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627142,2113.0,
12086,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627143,2113.0,
12087,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL874449,2113.0,
12088,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627144,2113.0,
12089,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627145,2113.0,
12090,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627146,2113.0,
12091,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627147,2113.0,
12092,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627148,2107.0,
12093,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627149,2048.0,
12094,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL632160,2048.0,
12095,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL632161,2048.0,
12096,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL632162,2048.0,
12097,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL632163,2048.0,
12098,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL874469,2048.0,
12099,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627182,2048.0,
12100,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627183,2385.0,
12101,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627184,2385.0,
12102,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627185,2385.0,
12103,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627186,2385.0,
12104,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627187,2385.0,
12105,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627188,2385.0,
12106,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627189,2385.0,
12107,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,,N,1,,CHEMBL627190,,
12108,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627191,2107.0,
12109,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627192,2107.0,
12110,1,In vivo,,,A,13751,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627193,2107.0,
12111,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL874590,2385.0,
12112,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627194,2385.0,
12113,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL627195,2385.0,
12114,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Female gonad,N,1,,CHEMBL627196,992.0,
12115,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Female gonad,N,1,,CHEMBL627197,992.0,
12116,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Female gonad,N,1,,CHEMBL627198,992.0,
12117,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Female gonad,N,1,,CHEMBL627199,992.0,
12118,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Female gonad,N,1,,CHEMBL627200,992.0,
12119,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627201,1969.0,
12120,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627202,1969.0,
12121,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627203,1969.0,
12122,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627204,1969.0,
12123,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627205,2106.0,
12124,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627206,2106.0,
12125,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627207,2106.0,
12126,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627208,2106.0,
12127,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Thyroid gland,N,1,,CHEMBL627209,2046.0,
12128,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Thyroid gland,N,1,,CHEMBL627210,2046.0,
12129,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Thyroid gland,N,1,,CHEMBL627211,2046.0,
12130,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Thyroid gland,N,1,,CHEMBL627212,2046.0,
12131,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL627213,995.0,
12132,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL626599,995.0,
12133,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL626600,995.0,
12134,1,In vivo,,,A,10911,BAO_0000218,Intermediate,,Uterus,N,1,,CHEMBL626601,995.0,
12135,1,,,,A,8081,BAO_0000019,Autocuration,,,U,0,,CHEMBL627484,,
12136,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627485,1969.0,
12137,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628147,1969.0,
12138,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628148,1969.0,
12139,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628149,1969.0,
12140,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628150,1969.0,
12141,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628318,1969.0,
12142,1,,,,A,17248,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628319,1969.0,
12143,1,,,,A,15592,BAO_0000218,Intermediate,,,N,1,,CHEMBL875609,,
12144,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628320,,
12145,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628321,,
12146,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628322,,
12147,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628323,,
12148,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628324,,
12149,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628325,,
12150,1,,,,A,7040,BAO_0000019,Autocuration,,,U,0,,CHEMBL628326,,
12151,1,,,,A,9614,BAO_0000218,Intermediate,,Adrenal medulla,N,1,,CHEMBL628327,1236.0,
12152,1,,,,A,9614,BAO_0000218,Intermediate,,Adrenal medulla,N,1,,CHEMBL628328,1236.0,
12153,1,,,,A,9614,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL628329,178.0,
12154,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628330,2107.0,
12155,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628331,2107.0,
12156,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628332,2107.0,
12157,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628333,2107.0,
12158,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628334,2107.0,
12159,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628335,2107.0,
12160,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628336,2107.0,
12161,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628337,2107.0,
12162,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628338,2107.0,
12163,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL875610,2107.0,
12164,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628339,2107.0,
12165,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628340,2107.0,
12166,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL628341,2107.0,
12167,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622214,2107.0,
12168,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL623167,2107.0,
12169,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL623168,2107.0,
12170,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL623169,2107.0,
12171,1,,,,A,8608,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL623170,2107.0,
12172,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627224,2048.0,
12173,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL875634,2048.0,
12174,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627225,2048.0,
12175,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL627226,2048.0,
12176,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626083,2048.0,
12177,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626084,2048.0,
12178,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626085,2048.0,
12179,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626086,2048.0,
12180,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626087,2048.0,
12181,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626088,2048.0,
12182,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626089,2048.0,
12183,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626090,2048.0,
12184,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626091,2048.0,
12185,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626092,2048.0,
12186,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626093,2048.0,
12187,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626094,2048.0,
12188,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626095,2048.0,
12189,1,,,,A,8608,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL626096,2048.0,
12190,1,,,,A,15604,BAO_0000218,Autocuration,,,U,0,,CHEMBL626097,,
12191,1,,,,A,15604,BAO_0000218,Intermediate,,,N,1,,CHEMBL626098,,
12192,1,,,,A,1806,BAO_0000218,Autocuration,,Plasma,U,0,,CHEMBL626099,1969.0,
12193,1,,,,A,1806,BAO_0000218,Autocuration,,Plasma,U,0,,CHEMBL626100,1969.0,
12194,1,,,,A,17237,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626101,1969.0,
12195,1,,,,A,17237,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626102,1969.0,
12196,1,,,,A,17237,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626103,1969.0,
12197,1,,,,A,17237,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628391,1969.0,
12198,1,,,,A,15194,BAO_0000218,Intermediate,,,N,1,,CHEMBL628392,,
12199,1,,,,A,15194,BAO_0000218,Intermediate,,,N,1,,CHEMBL628393,,
12200,1,,,,A,8787,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL628394,178.0,
12201,1,,,,A,17025,BAO_0000218,Intermediate,,,N,1,,CHEMBL628395,,
12202,1,,,,A,17025,BAO_0000218,Autocuration,,,U,0,,CHEMBL628396,,
12203,1,,,,A,17025,BAO_0000218,Intermediate,,,N,1,,CHEMBL628397,,
12204,1,,,,A,17025,BAO_0000218,Intermediate,,,N,1,,CHEMBL628398,,
12205,1,,,,A,4236,BAO_0000218,Intermediate,,,N,1,,CHEMBL628399,,
12206,1,,,,A,15343,BAO_0000218,Intermediate,,,N,1,,CHEMBL628400,,
12207,1,,,,A,15343,BAO_0000218,Intermediate,,,N,1,,CHEMBL874907,,
12208,1,,,,A,17720,BAO_0000019,Autocuration,,,U,0,,CHEMBL628401,,
12209,1,,,,A,17788,BAO_0000218,Autocuration,,Plasma,U,0,,CHEMBL628402,1969.0,
12210,1,,,,A,17788,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL628403,1969.0,
12211,1,,,,A,8778,BAO_0000019,Autocuration,,,U,0,,CHEMBL628404,,
12212,1,,,,A,8778,BAO_0000019,Autocuration,,,U,0,,CHEMBL628405,,
12213,1,,,,A,8778,BAO_0000019,Autocuration,,,U,0,,CHEMBL628406,,
12214,1,,,,A,2249,BAO_0000218,Intermediate,,,N,1,,CHEMBL628407,,
12215,1,,,,A,8881,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL628408,1088.0,
12216,1,,,,A,8881,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL629171,1088.0,
12217,1,,,,A,8881,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL629172,1088.0,
12218,1,,,,A,8881,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL629173,1088.0,
12219,1,,,,A,15286,BAO_0000218,Intermediate,,,N,1,,CHEMBL629174,,
12220,1,,,,A,15286,BAO_0000218,Intermediate,,,N,1,,CHEMBL629175,,
12221,1,,,,A,15286,BAO_0000218,Intermediate,,,N,1,,CHEMBL629176,,
12222,1,,,,A,15286,BAO_0000218,Intermediate,,,N,1,,CHEMBL629177,,
