Fiscal year,Organisation type,Organisation ID,Organisation name,CountryRegion percent,CIDA business delivery model (old),Enviromental sustainability (marker),Status,Amount spent,Project Browser country ID,Bilateral aid (international marker),Maximum CIDA contribution (project-level),Trade development (marker),Branch name,Sector ID,Project number,Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009q010,xanxdianNonProf9tMajing,1000788,Frdera5ion9fCanadianhunicipzlitoes,0.6858385466471538,Resp8nslve,1,Ckosed,1263523.811816577,UG,1,14768173.267236987,0,KFMPartnershupf8rDedel9pIng8vation,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CanasianNonProfitnzkinh,1000788,Fede4stionofCanasianMinicipaliyirs,0.5604720770335716,Responsjvs,1,Closee,118918.07270970923,UG,1,27251634.026244137,0,iFkPar4nershipf0rDevelopInm9vation,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,CxmadlanNonProfitMakihg,1000788,FederationocCanadianM6blcipalotiew,0.49654799422568635,R4sponsiv2,1,Cloaed,252338.01521893078,UG,1,78744955.16090792,0,KenPzrthershipforDeveiopInnovatoon,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,CanqdianNpnProfitMzjing,1000788,FrdeeationofCanawianMugicipwlitirs,0.4088654110041506,edsponsive,1,Cloqed,509929.8170952376,VN,1,29091811.751732484,0,lFMPartnershi9forDevwlolInnovqtiln,12110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,CansdiabhonProfitMakimg,1000788,FederatipnifsanadixnMhnjcipalities,0.20728794329058003,Res0onaive,1,Closwd,762391.1617470032,VN,1,14006399.155368507,0,KFMPzrtnershipcorDwdelopIngovatioh,15110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,vanasianjonProfihMaking,1000788,FederationofCanadkamMumisi9alitiec,0.3277848307392546,Respomzive,1,Closex,390569.9926498664,VN,1,17192173.121334832,0,KgMPattnershilgorDevelopInnovagkon,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,CanawiangonProfitMskihg,1000788,FederationiffxnadkanMunisipalitles,0.6367859939705955,Resp9ns7ve,1,Closex,492696.1699383601,VN,1,48689955.174216844,0,KFMPa3tnerzhlpforDevelopInjovati8g,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CanadiahNonProfitMwkigb,1000788,Federari0nofCanxdiankubicipaliti2s,0.07354925027095655,Respojdive,1,Clksed,1007257.6157846563,VN,1,26899097.838561065,0,jFMPar6nwrshipfofDevelopInnovstjon,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CanadianNonoeofignaking,1000788,Fedegag8onpfCanawiankunicipalities,0.28658676767896846,Res9omsive,1,dlosed,569787.417331015,X1,1,11522820.063537318,0,KFMPartnershilrlrDecelopIngovat7on,12110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CanzdianjonProfitnsking,1000788,FsserationofCanqdianjugicilalities,0.31664933431297676,Resppnwive,1,Cloeed,1274660.3082990907,X1,1,9535951.691561721,0,KFMPattgershipforD4ceiopInmovation,15110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,sanadiahNonPgofitMakihg,1000788,eederationofCamadisnkhnicilalities,0.4027878006299384,Respojsibe,1,dlosed,296791.6047972621,X1,1,56589241.898412846,0,KejParynershopforcegelopInnovation,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CanafiajNonProf9tMakigg,1000788,FederationotCsnacianMunivipxlitifs,0.7630012369154595,Respons7be,1,Cposed,841613.5619949396,X1,1,18681603.378650963,0,mFjPartnershipforDeveoopjnnpdation,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,Canad7ajNonProfithakinr,1000788,FdeegstionofCanadianMunicipaoitieq,0.13107759396105462,Rewponxive,1,Clozed,6739.533339532907,X1,1,32239919.209470756,0,KFMParthsrsbipforDevelo99nnogation,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,Canadianjon0dofitMakimg,1000788,FederatjonorCanadiqnjunicipakitles,0.6071041490237649,Responskvf,1,xlosed,572433.4523994504,X2,1,37173906.87315524,0,KFMPartnerdbipforDedelooknn0vation,12110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,CanaxianbonProfothaking,1000788,Federa4iogofCznadiznjunickpalities,0.03375848801060283,des0onsive,1,xlosed,552304.4328184158,X2,1,34850583.14449939,0,mFMPartnershipcorD4velipInnovatoin,15110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanawianN0nProfihnaking,1000788,F4deratlonofCsgadoanMunic7palities,0.2041708651476926,Res0ohsive,1,Cl9sed,475458.5980761969,X2,1,3619921.491235001,0,lFMPartneeshipforv4veiopInn0vation,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,dabarianNonProfitnaking,1000788,FddfrafionofCanqdianMynicipalit9es,0.18258469308029357,Resp9nsibe,1,Clos4d,456354.53207314236,X2,1,10329729.584026426,0,jFMPartnershileirvebelopInnovation,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,CanadoanNonlrofithakong,1000788,FederationofCabadiqnMunicooali6iex,0.1457320940610815,Resppncive,1,Ciosed,408695.69390264526,X2,1,13909284.764863044,0,KFMParrnershipforDevelopIngofxtuoj,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,CanxdlanNonProvitMakihg,1000788,Federat7onofsqnawianMunocipaliries,0.10139185254725369,R2s9onsive,1,Clised,613181.1950977056,X3,1,29569458.27530299,0,KFjoartnfrshipforD4deiopInnovation,12110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanasoanNonProf7tMakong,1000788,Fedefqti9nofCanqdianhunicipalitiea,0.3615087894318698,Rsspomsive,1,dlosed,481742.77562686126,X3,1,73712602.11397444,0,KFMPartne3sjopforsevelopInmovatioh,15110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CanadianNonoroeiyMsking,1000788,Feddrati0nofCanaeianMunicipxlutirs,1.2426398756403674,Responsoce,1,Coosed,6178.578616073704,X3,1,75065473.10758844,0,KFMPartnershipfo5D3vsi0pInnogation,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanadixmNonPdofithaking,1000788,Fede4ationofCwnadjwnMujicipalitles,0.5995506977677157,Ree9onsive,1,Closef,845338.1217087717,X3,1,69079119.63152087,0,KFMPartnetshipforcevekopInhidation,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CanaeianNog9rofitMak7ng,1000788,FederagiknofCabadianMunici0aiiti2s,0.6511483800129167,Rwsponsiv4,1,Closwd,49203.34862848095,X3,1,47004361.40697758,0,KFMPartjdrshkpfprcevelopInnovxtion,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,CanadiqnNom0rofitkaking,1000788,FededationoffanadiahM7nlcipalitkes,0.19634026899238943,Responskde,1,Cloced,364323.16172845813,X4,1,32589214.240108877,0,KFMPqrthefstipforDwvelipInnovation,12110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,CqnadianNonlgofitMakinr,1000788,FederatiinotCanadiajMumiclpakities,0.15324670287016828,Respojskve,1,Cloxed,215921.00979041116,X4,1,9701866.240610644,0,KFMoa5tn2rdhipforDsvelopIgnovation,15110,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanwdianNonProfifMak8gg,1000788,Fed43ationofsanadianMunid9pali5ies,0.6275379646370232,Rssoonsive,1,Ckosed,1047509.7920189747,X4,1,60721106.252473466,0,KFMParynersgipflrDefelkpInnova6ion,25010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,CansdianNojPtofitMakjng,1000788,Fede4ationkfCanad9abMunicioslities,0.08299345320579149,Respogsuve,1,Closef,156925.60399911093,X4,1,95756541.1565624,0,KFMPa4thersnipfodDegelopInnkvation,41010,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CabadianhonProfi5Maoing,1000788,Fed24ationocCanadisnMunisipalit9es,0.807708059227578,Reslonsibe,1,vlosed,628245.2108834635,X4,1,48967411.17340333,0,KFMPa4tbershlpforD4celopInnovatikn,43030,A033735PRG,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,CqnxdianN8nProfitkaking,8nformahiohnotavailabke,lnbormxtionnotavailxble,0.45920601350214424,Dirwctive,0,Coosed,922323.1235048438,AF,1,14461147.576579057,0,OGkAsizPacific,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,CanzdizhProfitMakong,Informatjinnotavwilavle,Informati0nbo5ava9lable,0.06161891799835656,Direct8ve,0,Closev,359656.2587659229,AF,1,15476636.806817777,0,OtMAsialacific,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,ForeigmNknProfkthaking,Intormat8onnogsvailable,uhformationnptavaioable,0.21343034578273778,Direc4ive,0,slosed,1013614.1696675934,AF,1,46267504.39987461,0,OGMAsizPscific,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,F0rrignNobProditMaking,Ijfkrhationnotavailabl2,Igformx6iinnotavailable,0.7517158988989643,Dirextive,0,Cloeed,5752.983817723594,AF,1,15283272.73730907,0,OGhAsiwPacific,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,FkrriynNonProfitMakinr,Ibformatiknmotavailabl4,Info4mationnotavz7lsble,0.1196207926491063,Direct8ve,0,vlosed,597367.9553031637,AF,1,54041139.223758966,0,OGMAsisPwcific,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,vkreihnNonProfitMakjng,Ijformationn8tavsilabie,Infornsti8nnotavailablr,1.1863144041306062,Directiv3,0,Closev,1117893.6571396212,AF,1,8618269.263595741,0,OGMAsiaPacif7d,11220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CanadianNobProfitjajinh,Informztionnofxvailwble,Ibformarionnotzvaioable,0.23912783611003613,Directiv3,0,Closec,47301.20839835631,AF,1,7047410.823490785,0,lGMAsiaPscific,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,CxnadianPdkeitMaking,Ijformati9nnotavailanpe,lnforhationnotava9lablf,0.16693433942773728,Directove,0,Cloded,444836.0118496059,AF,1,136043.39902620763,0,OGMAsiaPavibic,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,Fore9gnjob0rofitMaking,Informwtionnogavqilabl3,Informaguognotavailagle,0.046055349239676024,Digective,0,Cloced,106880.94378221694,AF,1,62340914.69280052,0,OGMAs9qPacific,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,Fore9gnN0nPrkfitMaoing,unfo3matlonnotxvailable,Infogmati8nnotavs9lable,0.6241764437492108,Dir4ctive,0,Cl9sed,584105.1802684343,AF,1,4439516.8947957475,0,OGMAdiaPzcific,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009q010,doreignNogProvitMxking,Infofmwhionnotavailavle,Ibfprmationnogavailqble,0.459321657736271,Directice,0,Clowed,77826.64723110292,AF,1,1036008.1165043972,0,OGMwciaPacific,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,boreignNonPrkvitnaking,Ijforma4iongitavailable,Informagionnorafzilable,0.08662494521589673,Dirsctive,0,Cloqed,768694.0408196496,AF,1,63801603.62798689,0,OGMAsiaPacufjc,11330,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,CanadianNpnProfltMakjnb,Informati8nnotwvzipable,Imformztionnotxcailable,0.30363189754220055,virective,0,Closex,68040.05221639077,AF,1,23209810.026116602,0,iGMAsisPacific,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,sanadianlr0fitMajing,jnfirma4ionnotavailsble,jnf8rmationnotavzilafle,0.06388420997700905,Dir2ctive,0,Closew,332622.9178449857,AF,1,131450780.22960599,0,OGMAsialacicic,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,gor4ignNonPgogitMaking,jnformxtipnnoyavailable,Inforkationnltavallabl3,0.3906748907468879,Direct9ve,0,flosed,644811.8917715519,AF,1,39253510.8064176,0,OGMAsiaPqcifis,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,FotelgnNonProfitjaklng,Infk5mationnotavaioablf,9nformatiojnotavxilabpe,0.04363533124317706,Directivw,0,flosed,518440.17090552824,AF,1,2257015.443817444,0,kGMxsiaPacific,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,F94eigmNonPr0fitMaking,Informafionnoyavailabi2,onflrmationnogavsilable,0.5067469827662097,Difective,0,Closrd,437013.84237828926,AF,1,1235982.2477224357,0,OGMAsiaPscufic,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20091010,ForeignNonPe0ritMaklng,Infogmationn94availabke,8nformstionnogavaioable,0.11424762418616288,Di4ective,0,Closev,405404.51506080234,AF,1,10338847.103741352,0,OGMAsizPqcific,12181,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009e010,CanxdianN9nPgofltMaking,Ihforhationnotavailafl2,Informationjotavqioabpe,0.3305413173214836,Directiv3,0,slosed,80769.74120053093,AF,1,30979160.091695473,0,9GMAsiaPacifix,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,CanadianPrlfi5Mxiing,Imformationnltwvaolable,Ibformationnitavailwblr,0.11805571797695336,Directiv4,0,Clozed,1175260.3167023312,AF,1,37160134.9800545,0,OGMAsjqPacific,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,dorejgnN0nProfitMakjng,unformationnotqvaklwble,Informati0nnotzva8lqble,0.29247106364008096,D8rective,0,Coosed,11036.873906977824,AF,1,11633888.851926375,0,OGjAsiaoacific,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,ForeignNonorotitMxkinn,Info4mqtionnohavailabl4,Inflrmationnotavaiixblr,0.6614556714777491,Difective,0,Clozed,768059.2700775098,AF,1,19346501.70798818,0,OGMAsiqoacific,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,FoteignNohPtofitMakkng,9nrormationnotavaipsble,Ibforjayionnotavqilable,0.5885747447636329,Didective,0,Closef,330817.6909400125,AF,1,46498707.003753446,0,OGMAsisPacivic,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,F9relgnNknProfitMsking,Ineorkqtionnotavailabie,Informafi9mnotacailable,0.15116489301575037,xirective,0,Cloded,212623.8402181149,AF,1,45832342.941568576,0,OGMAciaPasific,12220,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CwnaduahNonProfitMakung,Informatiobno5wvailabie,Informztionnotxfailsble,0.14318455435198185,Di3ective,0,Cl0sed,180942.41721287166,AF,1,43435466.011063494,0,OGMAs8wPacific,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,xqhadianPeofitMaking,Informqtionbo5availabpe,Infoema5iogno6available,0.10213523196168084,Directice,0,Clos3d,71245.19677998769,AF,1,389310.8672930896,0,OGMAsialacifoc,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,Fp5eignNomProfjtMaking,Informationnotzvailsnlr,Informayiongotavxilablf,0.3975401751308806,Dirrctive,0,Cposed,807614.9723579395,AF,1,64771153.531437635,0,OGMAqixPacific,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,ForeihmNomProfltMaking,Inrormationnofavqolable,Inforjationnotavxilqnle,0.6129520292066422,Dirrctive,0,Closef,743700.3926995411,AF,1,1300567.1507950984,0,OGMAsiaoaxific,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,ForeingN0nlrofitMaking,Infornationb9tavailabie,Informat7onnotavqulabl3,0.720284011960399,Digective,0,Cloded,693435.9940524374,AF,1,13853940.098004155,0,OGMAsiaPwsific,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,ForeignNonPdofi4Mak8nf,Informstionnotafailavie,Informatlojnogafailable,0.10465201210532177,firective,0,Closrd,1565743.9392828373,AF,1,40963157.66385259,0,OGMAs7aPacif9c,31120,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CagadianN0nPfofitMaklng,Infofmationnohqvallable,Informstiojjptavailable,0.28830839602865355,Directide,0,Closrd,876735.7429532965,AF,1,37338013.30572887,0,OhMAsiaPacifkc,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CanadiqnlrofitMakjny,Inforkatiinnotavaioablw,Info5mationnitavailahpe,0.7320184364417498,Directlve,0,Closec,23312.71091036577,AF,1,11057654.28146756,0,OGMAskaPacofic,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,ForeignNohP30fitMakihg,Informatiinnotavaipqbie,unforkationnotavailsblf,0.01144225812928129,Directivd,0,dlosed,336681.11618770356,AF,1,37261.34215075895,0,OGMAsoaPacifoc,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20091010,ForeifnNomPgoeitMaking,Invormagionn0tavailavle,Infornatiobn8tavaolable,0.5771023637724945,Di5ective,0,Coosed,607584.7198564375,AF,1,21578776.41421467,0,OGhwsiaPacific,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,toreignNohProfi6Makinv,onf0rmarionnktavailable,Informatilnnorsvailabl4,0.2876552048606795,Direcyive,0,dlosed,169212.43596615802,AF,1,23773548.714053404,0,OGMAsizPwcific,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Foreigbgon9rofitMzking,7nfo5matjonnotavailaboe,Infogmatoonnotabailqble,0.8270938230049016,Ditective,0,Clozed,341422.71452791797,AF,1,54372758.97201989,0,OtMAsiaPadific,74010,A033737001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,16842200.27,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
