assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,In vitro mean growth lethal concentration against 60-cell panel,542.0,80315,,Expert,,,4347,,Panel NCI-60 (60 carcinoma cell lines),,,,F,1,BAO_0000219,17376,1,CHEMBL620981,,N
,,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,542.0,80315,,Expert,,,4348,,Panel NCI-60 (60 carcinoma cell lines),,,,F,1,BAO_0000219,17376,1,CHEMBL620982,,N
,,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,542.0,80315,,Expert,,,4349,,Panel NCI-60 (60 carcinoma cell lines),,,,F,1,BAO_0000219,17376,1,CHEMBL620983,,N
,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,104775,,Autocuration,,,4350,,,,,,F,1,BAO_0000019,3241,4,CHEMBL620984,,H
,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,104775,,Autocuration,,,4351,,,,,,F,1,BAO_0000019,3241,4,CHEMBL620985,,H
,,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,,275,,Expert,,,4352,,,,,,B,1,BAO_0000357,3725,8,CHEMBL620986,,H
,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,,50425,Plasmodium falciparum,Expert,,5833.0,4353,,,,,,F,1,BAO_0000218,10805,1,CHEMBL620987,,N
,,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,,50425,Plasmodium falciparum,Expert,,5833.0,4354,,,,,,F,1,BAO_0000218,10805,1,CHEMBL620988,,N
,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,,50425,Plasmodium falciparum,Expert,,5833.0,4355,,,,,,F,1,BAO_0000218,10805,1,CHEMBL620989,,N
,,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,,50425,Plasmodium falciparum,Expert,,5833.0,4356,,,,,,F,1,BAO_0000218,10805,1,CHEMBL620990,,N
,,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,,50425,Plasmodium falciparum,Intermediate,,5833.0,4357,,,,,,F,1,BAO_0000218,10805,1,CHEMBL620991,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4358,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL620992,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4359,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL620993,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4360,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL620994,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4361,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL620995,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4362,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL620996,,N
,,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,850.0,80628,Mus musculus,Intermediate,,10090.0,4363,,6C3HED,,,,F,1,BAO_0000218,10144,1,CHEMBL875581,,N
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4364,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL620997,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4365,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL620998,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),,22224,Mus musculus,Autocuration,,10090.0,4366,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL620999,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4367,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621000,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4368,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621001,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4369,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621002,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4370,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621003,,U
,,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",,22224,Mus musculus,Autocuration,,10090.0,4371,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621004,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),,22224,Mus musculus,Autocuration,,10090.0,4372,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621005,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),,22224,Mus musculus,Autocuration,,10090.0,4373,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621006,,U
,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,,22224,Mus musculus,Autocuration,,10090.0,4374,In vivo,,,,,F,1,BAO_0000218,10685,0,CHEMBL621007,,U
,,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,,22224,Mus musculus,Autocuration,,10090.0,4375,,,,,,F,1,BAO_0000218,10144,0,CHEMBL621008,,U
,,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,,22224,Mus musculus,Autocuration,,10090.0,4376,,,,,,F,1,BAO_0000218,10144,0,CHEMBL621009,,U
,,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,,22224,Mus musculus,Autocuration,,10090.0,4377,,,,,,F,1,BAO_0000218,10144,0,CHEMBL857705,,U
,,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,,22224,Mus musculus,Autocuration,,10090.0,4378,,,,,,F,1,BAO_0000218,10144,0,CHEMBL619828,,U
,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,,22224,Mus musculus,Autocuration,,10090.0,4379,,,,,,F,1,BAO_0000218,10685,0,CHEMBL619829,,U
,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,,22224,Mus musculus,Autocuration,,10090.0,4380,,,,,,F,1,BAO_0000218,10685,0,CHEMBL619830,,U
,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,,22224,Mus musculus,Autocuration,,10090.0,4381,,,,,,F,1,BAO_0000218,10685,0,CHEMBL619831,,U
,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,,22224,Mus musculus,Autocuration,,10090.0,4382,,,,,,F,1,BAO_0000218,10685,0,CHEMBL619832,,U
,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,,22224,Mus musculus,Autocuration,,10090.0,4383,,,,,,A,1,BAO_0000218,10685,0,CHEMBL619833,,U
,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,,22224,Mus musculus,Autocuration,,10090.0,4384,,,,,,A,1,BAO_0000218,10685,0,CHEMBL619834,,U
,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,,22224,Mus musculus,Autocuration,,10090.0,4385,,,,,,A,1,BAO_0000218,10685,0,CHEMBL619835,,U
,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,,22224,Mus musculus,Autocuration,,10090.0,4386,,,,,,A,1,BAO_0000218,10685,0,CHEMBL619836,,U
,,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",850.0,80628,Mus musculus,Intermediate,,10090.0,4387,,6C3HED,,,,F,1,BAO_0000218,8831,1,CHEMBL619837,,N
,,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,,22224,,Autocuration,,,4388,In vivo,,,,,F,1,BAO_0000218,11704,0,CHEMBL619838,,U
,,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,,50594,Mus musculus,Intermediate,,10090.0,4389,,,,,,A,1,BAO_0000218,11704,1,CHEMBL619839,,N
,,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,850.0,80628,Mus musculus,Intermediate,,10090.0,4390,In vivo,6C3HED,,,,F,1,BAO_0000218,10685,1,CHEMBL619840,,N
,,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,850.0,80628,Mus musculus,Intermediate,,10090.0,4391,In vivo,6C3HED,,,,F,1,BAO_0000218,10685,1,CHEMBL619841,,N
,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),850.0,80628,Mus musculus,Expert,,10090.0,4392,,6C3HED,,,,F,1,BAO_0000218,11368,1,CHEMBL857704,,N
,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),850.0,80628,Mus musculus,Intermediate,,10090.0,4393,,6C3HED,,,,F,1,BAO_0000218,11368,1,CHEMBL619842,,N
,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),850.0,80628,Mus musculus,Expert,,10090.0,4394,,6C3HED,,,,F,1,BAO_0000218,11368,1,CHEMBL619843,,N
,,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",,22226,Staphylococcus aureus,Autocuration,,1280.0,4395,,,,,,B,1,BAO_0000019,17763,0,CHEMBL619844,,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4396,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL857855,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4397,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL619845,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4398,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL619846,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4399,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL619847,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4400,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL619848,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4401,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620893,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4402,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620894,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4403,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620895,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4404,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620896,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4405,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620897,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4406,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620898,Microsomes,U
,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,22226,Rattus norvegicus,Autocuration,2107.0,10116.0,4407,,,,,Liver,B,1,BAO_0000251,7411,0,CHEMBL620899,Microsomes,U
,,The apparent total plasma clearance in monkey,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4408,In vivo,,,,Plasma,A,1,BAO_0000218,347,0,CHEMBL620900,,U
,,Compound was evaluated for Hepatic clearance in monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4409,In vivo,,,,,A,1,BAO_0000218,3341,0,CHEMBL620901,,U
,,Lower clearance in monkey (i.v.) at 0.5 mpk,,22224,Cercopithecidae,Autocuration,,9527.0,4410,In vivo,,,,,A,1,BAO_0000218,17853,0,CHEMBL620902,,U
,,Plasma clearance in rhesus monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4411,In vivo,,,,,A,1,BAO_0000218,4514,0,CHEMBL620903,,U
,,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,,22224,Cercopithecidae,Autocuration,,9527.0,4412,In vivo,,,,,A,1,BAO_0000218,6062,0,CHEMBL620904,,U
,,Plasma clearance of compound was determined in monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4413,In vivo,,,,,A,1,BAO_0000218,6821,0,CHEMBL620905,,U
,,Plasma clearance was calculated in rhesus monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4414,In vivo,,,,,A,1,BAO_0000218,6057,0,CHEMBL620906,,U
,,Plasma clearance in rhesus monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4415,In vivo,,,,,A,1,BAO_0000218,5145,0,CHEMBL875420,,U
,,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,22224,Cercopithecidae,Autocuration,,9527.0,4416,In vivo,,,,,A,1,BAO_0000218,6641,0,CHEMBL620907,,U
,,Plasma clearance was evaluated in rhesus,,22224,Cercopithecidae,Autocuration,,9527.0,4417,In vivo,,,,,A,1,BAO_0000218,5472,0,CHEMBL620908,,U
,,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,,22224,Cercopithecidae,Autocuration,,9527.0,4418,In vivo,,,,,A,1,BAO_0000218,4257,0,CHEMBL620909,,U
,,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,22224,Cercopithecidae,Autocuration,,9527.0,4419,In vivo,,,,,A,1,BAO_0000218,5546,0,CHEMBL620910,,U
,,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,22224,Cercopithecidae,Autocuration,,9527.0,4420,In vivo,,,,,A,1,BAO_0000218,5334,0,CHEMBL620911,,U
,,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,22224,Cercopithecidae,Autocuration,,9527.0,4421,In vivo,,,,,A,1,BAO_0000218,5334,0,CHEMBL620912,,U
,,Cmax 24 hr after 2 mg/kg oral administration in monkeys,,22224,Cercopithecidae,Autocuration,,9527.0,4422,In vivo,,,,,A,1,BAO_0000218,17509,0,CHEMBL620913,,U
,,Cmax in monkey after administration of 1 mg/kg iv,,22224,Cercopithecidae,Autocuration,,9527.0,4423,In vivo,,,,,A,1,BAO_0000218,6535,0,CHEMBL620914,,U
,,Cmax was determine after peroral administration at 10 mpk in Rhesus,,22224,Cercopithecidae,Autocuration,,9527.0,4424,In vivo,,,,,A,1,BAO_0000218,5668,0,CHEMBL620915,,U
,,Cmax in cynomolgus monkey by iv administration,,22224,Cercopithecidae,Autocuration,,9527.0,4425,In vivo,,,,,A,1,BAO_0000218,5922,0,CHEMBL620916,,U
,,Cmax in cynomolgus monkey by po administration,,22224,Cercopithecidae,Autocuration,,9527.0,4426,In vivo,,,,,A,1,BAO_0000218,5922,0,CHEMBL620917,,U
,,Cmax value evaluated in monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4427,In vivo,,,,,A,1,BAO_0000218,6078,0,CHEMBL620918,,U
,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,,22224,Cercopithecidae,Autocuration,,9527.0,4428,In vivo,,,,,A,1,BAO_0000218,2661,0,CHEMBL620919,,U
,,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4429,In vivo,,,,Plasma,A,1,BAO_0000218,3249,0,CHEMBL620920,,U
,,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4430,In vivo,,,,Plasma,A,1,BAO_0000218,3249,0,CHEMBL620921,,U
,,Maximal plasma concentration in squirrel monkeys,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4431,In vivo,,,,Plasma,A,1,BAO_0000218,5553,0,CHEMBL620922,,U
,,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,22224,Cercopithecidae,Autocuration,,9527.0,4432,In vivo,,,,,A,1,BAO_0000218,1916,0,CHEMBL620923,,U
,,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4433,In vivo,,,,Plasma,A,1,BAO_0000218,6227,0,CHEMBL620924,,U
,,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),,22224,Cercopithecidae,Autocuration,,9527.0,4434,In vivo,,,,,A,1,BAO_0000218,4809,0,CHEMBL620925,,U
,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,,22224,Cercopithecidae,Autocuration,,9527.0,4435,In vivo,,,,,A,1,BAO_0000218,5355,0,CHEMBL620926,,U
,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,,22224,Cercopithecidae,Autocuration,,9527.0,4436,In vivo,,,,,A,1,BAO_0000218,5355,0,CHEMBL620927,,U
,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,,22224,Cercopithecidae,Autocuration,,9527.0,4437,In vivo,,,,,A,1,BAO_0000218,5355,0,CHEMBL620928,,U
,,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,,22224,Cercopithecidae,Autocuration,,9527.0,4438,In vivo,,,,,A,1,BAO_0000218,5355,0,CHEMBL620929,,U
,,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,,22224,Cercopithecidae,Autocuration,1969.0,9527.0,4439,In vivo,,,,Plasma,A,1,BAO_0000218,6221,0,CHEMBL620930,,U
,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,,22224,Cercopithecidae,Autocuration,,9527.0,4440,,,,,,A,1,BAO_0000218,167,0,CHEMBL620931,,U
,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,,22224,Cercopithecidae,Autocuration,,9527.0,4441,,,,,,A,1,BAO_0000218,167,0,CHEMBL620932,,U
,,Absolute bioavailability was evaluated in monkey,,22224,monkey,Autocuration,,9443.0,4442,In vivo,,,,,A,1,BAO_0000218,4257,0,CHEMBL620933,,U
,,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,,22224,monkey,Autocuration,,9443.0,4443,In vivo,,,,,A,1,BAO_0000218,6221,0,CHEMBL620934,,U
,,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,,22224,monkey,Autocuration,,9443.0,4444,In vivo,,,,,A,1,BAO_0000218,17667,0,CHEMBL620935,,U
,,Bioavailability of compound was determined in rhesus monkey,,22224,Macaca mulatta,Autocuration,,9544.0,4445,In vivo,,,,,A,1,BAO_0000218,17267,0,CHEMBL620936,,U
,,Bioavailability determined after oral administration in marmoset,,22224,marmosets,Autocuration,,38020.0,4446,In vivo,,,,,A,1,BAO_0000218,4256,0,CHEMBL620937,,U
,,Oral bioavailability in cynomolgus monkey,,22224,Macaca fascicularis,Autocuration,,9541.0,4447,In vivo,,,,,A,1,BAO_0000218,4256,0,CHEMBL620938,,U
,,Bioavailability in monkey (p.o.) at 2.0 mpk,,22224,monkey,Autocuration,,9443.0,4448,In vivo,,,,,A,1,BAO_0000218,17853,0,CHEMBL620939,,U
,,Bioavailability was evaluated after oral administration in monkey,,22224,monkey,Autocuration,,9443.0,4449,In vivo,,,,,A,1,BAO_0000218,16365,0,CHEMBL620940,,U
,,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,22224,Macaca fascicularis,Autocuration,,9541.0,4450,In vivo,,,,,A,1,BAO_0000218,1916,0,CHEMBL620941,,U
,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,22224,Macaca mulatta,Autocuration,,9544.0,4451,In vivo,,,,,A,1,BAO_0000218,5334,0,CHEMBL620942,,U
,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,22224,Macaca mulatta,Autocuration,,9544.0,4452,In vivo,,,,,A,1,BAO_0000218,5334,0,CHEMBL620943,,U
,,Bioavailability of the compound was determined in monkey,,22224,monkey,Autocuration,,9443.0,4453,In vivo,,,,,A,1,BAO_0000218,17592,0,CHEMBL620944,,U
,,Bioavailability in squirrel monkey (dose 5 mg/kg),,22224,Saimiri sciureus,Autocuration,,9521.0,4454,In vivo,,,,,A,1,BAO_0000218,1399,0,CHEMBL620945,,U
,,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),,22224,monkey,Autocuration,,9443.0,4455,In vivo,,,,,A,1,BAO_0000218,4809,0,CHEMBL620946,,U
,,Oral bioavailability in monkey,,22224,monkey,Autocuration,,9443.0,4456,In vivo,,,,,A,1,BAO_0000218,3341,0,CHEMBL620947,,U
,,Compound was tested for bioavailability in squirrel monkey,,22224,Saimiri sciureus,Autocuration,,9521.0,4457,In vivo,,,,,A,1,BAO_0000218,64,0,CHEMBL620948,,U
,,Oral bioavailability in Rhesus monkey,,22224,Macaca mulatta,Autocuration,,9544.0,4458,In vivo,,,,,A,1,BAO_0000218,5005,0,CHEMBL620949,,U
,,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),,22224,Macaca mulatta,Autocuration,,9544.0,4459,In vivo,,,,,A,1,BAO_0000218,5005,0,CHEMBL620950,,U
,,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,,22224,Macaca fascicularis,Autocuration,,9541.0,4460,In vivo,,,,,A,1,BAO_0000218,5237,0,CHEMBL620951,,U
,,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,,22224,Macaca fascicularis,Autocuration,,9541.0,4461,In vivo,,,,,A,1,BAO_0000218,5237,0,CHEMBL620952,,U
,,Oral bioavailability in monkey (dose 5 mg/kg),,22224,monkey,Autocuration,,9443.0,4462,In vivo,,,,,A,1,BAO_0000218,5302,0,CHEMBL875421,,U
,,Oral bioavailability of compound at 5 mg/kg in monkey,,22224,monkey,Autocuration,,9443.0,4463,In vivo,,,,,A,1,BAO_0000218,17667,0,CHEMBL620953,,U
,,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4464,In vivo,,,,,A,1,BAO_0000218,6161,1,CHEMBL873491,,N
,,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4465,In vivo,,,,,A,1,BAO_0000218,6161,1,CHEMBL620954,,N
,,Plasma half life determined,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4466,,,,,Plasma,A,1,BAO_0000218,3854,1,CHEMBL620955,,N
,,Plasma half life in dog,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4467,,,,,Plasma,A,1,BAO_0000218,993,1,CHEMBL618097,,N
,,Plasma half-life in Beagle dogs,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4468,,,,,Plasma,A,1,BAO_0000218,4514,1,CHEMBL618268,,N
,,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4469,In vivo,,,,Plasma,A,1,BAO_0000218,5334,1,CHEMBL618269,,N
,,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4470,In vivo,,,,Plasma,A,1,BAO_0000218,5334,1,CHEMBL618270,,N
,,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4471,In vivo,,,,,A,1,BAO_0000218,1466,1,CHEMBL618271,,N
,,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4472,In vivo,,,,,A,1,BAO_0000218,1466,1,CHEMBL873493,,N
,,Tested for the half life period in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4473,,,,,,A,1,BAO_0000218,5313,1,CHEMBL621031,,N
,,Tested for the half life period in dog at dosage of 10 mpk,,50588,Canis lupus familiaris,Intermediate,,9615.0,4474,In vivo,,,,,A,1,BAO_0000218,5313,1,CHEMBL621032,,N
,,The compound was tested for half life in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4475,,,,,,A,1,BAO_0000218,3880,1,CHEMBL621033,,N
